,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.04415573314551465,0.010043684614540575,0.017212720220022345,-0.06364817495362748,-0.12013745261737281,-0.08916669017644761,0.06784408001040554,0.013538100635286876,-0.011492874362674769,-0.08739241529578493,-0.04701764482498733,-0.04604766657743087,0.026987186740093164,0.08128987183457578,-0.05937051117249095,-0.02478729562696016,-0.05935958972195218
QDPR,0.020097086491575586,0.01783139400318555,0.015296819482770242,0.11479826060133871,0.15628654277160006,0.06784281876205084,0.00588486893981012,0.01696692262379844,-0.17248213730378192,-0.010235008544824613,0.018830564446730036,0.12181456846461115,0.013271385078124542,-0.027871961544408033,0.02901461104448884,0.1385086135654458,-0.055350995079553815
POMC,-0.04033193650422306,,0.07552812623488053,0.07258232041059473,0.04115171668120919,-0.009170916403739649,0.016650544114557884,0.047633890158063456,-0.04152629970502839,0.07892824211800313,-0.05380591884046839,-0.024734063226090775,0.059717546094842956,,-0.016549213567413575,0.03642182725945297,-0.050148590551328136
CCL18,0.007970373321548136,,,,,,,,-0.13364792846708123,,-0.07574887008217845,-0.05194200976190453,-0.08025972162604733,,,,
CCL17,,,-0.01608469771421713,,,,0.011138800108010232,0.019358984957562934,,-0.012743980229121476,-0.04047354440888099,0.02268667238509155,,,0.2166104222898519,,
VEGFD,0.021000546477368365,,0.01438135447916319,-0.021128251299470692,,-0.03423033399217035,-0.030362913031026628,-0.026525377713234353,0.08182742314313328,-0.013658118335140789,,-0.023320294858289455,,,,,
TNFSF13,0.026218271004551277,,-0.011094864497102307,,-0.007464388811706614,,,,,,0.09725787349490492,0.08248839258652468,0.06811263847676903,,0.10269362393968402,-0.028541859027603558,
WNT5A,-0.010546008443062034,0.11447836423917702,0.0013035569126627824,-0.10449509149905972,-0.07706818429541307,-0.10023616357835696,-0.0037101040549977183,-0.0013819902209508048,0.04449204103942356,-0.049304329417611495,0.057263140426863694,0.041532854086844574,0.05233207486092212,0.0009583021973016752,0.02035765442204864,-0.07502390439364778,0.03056704405291829
CXCL8,-0.01577993511879972,-0.08750783059849421,-0.056161935183137106,0.03122476541491391,0.003703795215274263,-0.05398850614188461,-0.08382701680088842,-0.02470158508833063,-0.06416363927624354,0.021665830185961295,-0.1290704002376029,-0.16982209308638566,0.00837470522028802,0.02916054614874157,0.030157516844023895,-0.12474890225996599,-0.06503279235592876
GRN,-0.03560299474204641,-0.007144418618984847,0.03408122359572315,7.077982962170871e-05,-0.10121685233691693,-0.16078625736182217,0.026802506376765425,-0.035166882880628574,-0.14108641746188405,0.05390470523001503,-0.02018723812645853,-0.01631613480184937,-0.03213964036849889,-0.05724899372631943,0.02807711000490794,0.02817762653708576,-0.12077896800217261
MIA,-0.011784600051434793,0.004467656928790581,0.0016296590632180244,-0.028490933959380536,0.07837850881206523,-0.05836803069877113,-0.04462611604025645,-0.030167030956272226,,-0.01870541897821624,0.11364058468148243,0.1779193958669211,0.08956219285648645,,0.00813862841823958,-0.061296162021316464,
COL4A4,0.005485768056975137,-0.042743976618247075,-0.038766293693163735,-0.12811299452845276,0.02566468400276201,0.018719443160374535,0.06405734116653235,0.0014159523318666072,,-0.018144950363049177,0.07540163019033437,0.0014155244552887805,0.04497272120229559,,0.09056347047637056,-0.0007032935010893864,
TAC1,0.03592660014300997,0.1294255842869854,0.13493290876963207,0.17706003811259038,0.19586086479158013,0.21864162622609556,0.14477597885427265,0.07515741265581619,0.1695227954670986,0.08295175203000849,,,-0.0025648894277117565,0.05463821804650162,0.0317946419374884,0.21879954553012584,0.07066178239476593
RARRES2,0.019636062314289413,-0.04662269378947517,0.06418006779154571,-0.12075284184005917,-0.09387278959629516,-0.1801187151773498,0.0806831318485921,-0.0040585935025176855,-0.005274310292431146,-0.08735901334671195,-0.06449438569534544,-0.12002802015732261,-0.015697046184602204,-0.008701787912484524,0.013117361837835732,-0.05092551695337112,-0.04745999152764618
FGF7,,-0.04095706200832117,0.09786622215950445,0.14312126461328453,0.02135873257507516,-0.018114444876889617,0.03256253997972136,-0.014447565101098804,0.039999863750351916,0.036020278545793816,0.025546691123605986,0.02317859674620059,-0.01352138224856249,0.04165444605979282,0.08071551268790056,0.13033090765092134,0.08461761441633738
EFNA2,,,,,,,,,,,,-0.0028711867094333558,,,,,
HBEGF,-0.034821148966156484,-0.016704405053796632,-0.02650386540926655,-0.02630770612536005,-0.014702558384857496,-0.09862658599089312,-0.1536142400853633,-0.009072463125409337,-0.12308813039355254,-0.04902433801573641,-0.0143925480032608,0.053768400771441155,0.058842270442406794,-0.0035254202883770384,-0.01589381244564876,-0.13130958275091223,0.022630307472028027
CSF3,,-0.0299191588244741,-0.019171557201698202,0.036259048770463306,,-0.02130239654277548,,,,,-0.07916549979652547,-0.09505768733196075,-0.039583968205334774,-0.022310799343253408,0.14156389060538352,-0.014779571262750271,
PI3,0.005925905980514046,-0.07088267168838674,-0.03308431965689278,0.09803474534334242,,-0.023986779668366504,,,,,-0.15653530559299286,-0.20122723956475466,0.008000311199843827,,-0.029113976008514383,-0.029189374284215728,
PCSK1N,-0.0242176750554202,0.18212231546520016,0.03434580149557878,0.04814138443720988,0.06226242542053696,0.14987895880507004,-0.009846426207677306,0.021046766722124424,0.23206682685599386,0.10736201349237978,0.057687659411655164,0.08158945487686901,0.1627524281204374,0.03275050520813473,0.06408098012995424,0.19230463755072566,0.09189756357499036
NTS,,,,-0.045656635410719446,0.028592155356467572,-0.026183207845424623,-0.03398989682212721,0.022098162413509242,-0.04063017767255813,,0.10088670712336721,0.029468499106695377,0.07169678168499044,,-0.019843727972264448,,
SFRP1,0.02024085774716258,,0.026217450279493206,0.11150749655267526,0.01526523277839753,-0.01913417079092789,-0.004173155102198458,0.07234693400320492,-0.069351814809334,-0.036389707702941705,0.14365931225993075,0.06688850574838134,-0.01190258703281094,0.12226409361191601,-0.019382610007120476,-0.011201064528100296,-0.0679297447859961
CXCL13,,-0.021724849424981846,,0.08108584966424923,,,,,,,-0.04879642187408833,-0.0509274763598875,-0.012781749515856658,,,-0.03257324591888312,
MICA,-0.014029175887590409,0.010757794472328077,0.010189135924155558,0.07068447192889371,0.04731458905312394,-0.01132464255811676,-0.04079211289849067,0.021411218484546513,-0.05775329789236709,-0.06384332042845166,0.020813853827139194,-0.004484761339722686,0.05582770384805969,0.14364787728957737,0.019910828433941534,-0.008294185681646518,0.02020664438465024
TG,0.003375718520790417,,-0.015145471154080898,-0.044094481696488386,0.02624939646474434,-0.025710086744840793,-0.008232986572827129,-0.015419672531402213,,-0.019143256517202674,0.05734540474285869,0.04763413848889606,-0.039929524103375406,,0.04049691389032557,-0.021439037926798292,
ADA,-0.012227865865422422,-0.003457161646602058,-0.006839058859097618,0.01572872822971092,0.002311195387827112,-0.10305926739951543,0.03141804700949817,-0.013914257013039603,-0.11377081392762252,-0.017163864440418456,0.068363064514308,0.06458561194591166,-0.020854356854507636,-0.0008652205235189679,-0.0075781762764383495,-0.0499076469137595,0.054258369271837734
LAMC3,-0.0476386343438013,0.08686333743377518,0.06550532718208331,0.01158650672499883,0.016506359041221642,-0.06787311706256507,-0.04970582374502024,-0.037870211800563186,-0.028513000026875027,0.041307017997298245,0.026035221038543933,0.03827159529889001,0.06423664059798151,-0.044860881786714144,0.004654297818563551,0.0004428662838453948,-0.04586103190704795
CCL7,-0.01823214077055403,,-0.010950151446037374,-0.01954293680098635,,,,,,,-0.04553204958495816,,,,-0.014042010908178073,-0.029464915289491786,
NGF,-0.019621075551385786,,0.03499990969009139,0.08836487988314463,-0.04739312666271668,,,,0.15923267928838986,,-0.0035367775814224827,0.0866906033444266,0.037851668669081726,,-0.022047625811705232,0.06626053203426617,
TNFSF15,,,-0.012193529200209342,0.08605182582685825,-0.01899826739390588,,,,,,0.026865347894446296,,-0.017894120519947175,,0.02009930719715867,-0.024186131077751038,
HMGB1,0.00034967616742270194,0.14806628943985795,0.05779060472287464,-0.01000699741971439,-0.059824664945825314,-0.15933019773684956,0.02671534618091986,-0.013071885753167216,-0.11926946042138306,-0.029890540199046314,-0.14232170623941723,-0.052014462620118024,0.016199267955481097,0.047531945427382476,-0.010617910904696971,0.047620340197756135,0.01303626738430367
ITGB3BP,0.0327565176211882,-0.04784042841136667,-0.0285867981556896,0.029374456223025185,-0.05910991055356613,-0.1117037405884679,0.01075068468427176,0.03970711811398085,-0.016962559301667006,-0.07688753609758402,0.05666063005943012,0.021672986058610476,0.018800479504293113,-0.05045698413688877,-0.01602100044478047,-0.11329392306180217,-0.01358417806577352
AANAT,-0.026452062431518205,,-0.011094865681236077,-0.004148547916652272,,-0.01921533816534657,-0.025820260243207868,0.009148506886116316,-0.03819836748897393,-0.0170948305024911,0.009285152051708821,0.04265854987552944,,,-0.014857033123293529,0.028301261000392056,
RELN,-0.04344163635741525,-0.018573426613205768,0.07357213914828825,0.058652776069225074,0.053336216334142025,0.07682583188934919,0.0645635344613457,0.1117386095459011,0.07882980898184314,-0.018925452881593464,,,0.021763077284728958,-0.03362055479551671,,0.0498392817774643,-0.04514017249447877
IL15,0.023086719216786265,,0.01979359571246023,0.006970446837986344,0.054157733736557544,-0.04139432637936963,0.017412649559649985,0.001632962400977919,-0.049319172908136505,-0.01585466518084748,-0.061018247062084155,0.0630213824020252,-0.016952047906078814,-0.04998589124184643,0.04411010974332438,-0.013282935591577921,
UTS2,,,,,,-0.0633845654225956,,,,,-0.006631459703333944,,,,,,
BSG,0.0009820491667594119,-0.03321227019419119,0.010529378192806913,0.005745738396543645,0.010603753976438252,0.10692866919742061,-0.07303923805081988,0.055596419448989076,0.19492636909955782,-0.06939095412168077,-0.023081182041246266,-0.01751178985207221,-0.038297923183643036,0.037622244623240764,-0.05611930266873156,0.017416085723550745,0.11871878644270112
ADAMTS3,-0.052136959625073295,,-0.023256336334804447,-0.017676348284881776,0.029726790902337052,-0.1573120639957201,0.009755569666628803,0.04683123793889166,-0.03326348850250971,0.050462638710690406,0.06031832227338804,0.14667800596288486,0.0268941980598818,-0.01690388422589337,0.04297852414621807,0.04328616756985898,
CD34,0.031116685408266953,-0.006406462043471242,-0.029050226458911924,0.027091699983000095,0.042650906392582434,-0.05682371955408196,-0.009696557817350957,-0.01904279530596476,0.01599102049126309,0.0469280530936578,0.07271874155052013,0.05998137911269211,0.03490592743552103,0.08187351463437845,-0.01268601583652161,-0.0030304282380835207,0.0777745469343549
CCL23,,,,,,-0.021864004597994452,,,,,,,,,,,
PLAT,-0.0021480881106641122,0.049536066453231366,-0.02341128590807959,0.027596175826307603,-0.01473405824923722,-0.12631375175047233,-0.1110942878112986,0.05604037106342095,-0.005441573138461451,0.023902840383733175,0.1430112011240172,0.15774659656422726,-0.008096435773328069,0.09317559290897255,0.018773656406486077,0.011391094516194623,-0.019829305100462945
NTF3,,,,,,,,0.014165677697430748,,,0.15452193136770526,0.1430871139475957,0.05928564011910116,,,,
LTA,,,-0.014034519830416101,,,,-0.02486760150616062,,,-0.01585466713795475,,,,,0.06536948803006706,,
CKLF,0.056128882583533636,0.031818384455329606,0.04644845756816801,-0.09176532659797185,-0.07887413657458826,-0.16801254792266995,-0.029585267032495303,-0.07008803793672548,-0.1591257209409687,-0.01818140709792054,0.06941902073079904,0.061865237379265275,0.006106245337800604,0.023703894169565767,0.04192799504808494,0.0013545355389012735,-0.08829722329016329
CD24,-0.018981550902472565,0.0008905509899566837,-0.03408287400724832,-0.06680531013179083,0.08274713630337906,-0.033000560647902,0.06001171406518789,-0.04501503444705193,-0.015131865898870831,0.014627189157802478,0.0966380618646759,0.08002334077257488,0.11036519368485964,0.059386043976323424,0.08806072535663874,0.028427350395172846,0.08866843693740412
HSP90AA1,0.014522039646927738,-0.013288574555506798,0.012065212996706307,0.20938797053602565,0.09272128999803979,0.17212089740882755,0.007041357456540676,0.04206094219284451,0.2624926481228168,0.107985317605322,-0.14515691010022114,-0.21731013911551542,0.03433882914148465,-0.03799309812098726,0.010849912518643883,0.13984755364872942,0.13726084474336447
BMP4,0.003953915978757326,-0.06355222650995886,-0.032744219538855555,-0.04100279052482676,-0.017733283732518146,0.04602746921439143,-0.0012267440386176038,0.026210384843112,-0.026336813321455516,-0.013509813941723814,0.044515186032273044,0.060471273532929644,-0.0217460419774815,,0.001237485895585794,0.07846350093030457,
SCGB3A1,-0.018232138947364314,-0.03198062206584114,,0.019983253000679504,0.006743898541260879,,,0.056774600952593735,-0.010103777221671958,-0.011063177059660857,-0.004645765915329116,0.061481802442087216,0.10055326705422142,,0.0005938719649899264,0.04587703145533276,
IGFBP4,-0.030673882319704686,-0.030381513953318985,-0.031100498969176035,-0.05905116155969119,-0.03148147595583119,-0.08450226597526088,-0.07298141259302401,0.05711839933977954,-0.04313857423222792,-0.02561288084524256,0.013102269954954815,-0.04865218513477028,0.0573711704771325,-0.013266601622662102,0.011359393556471354,-0.049883050566360825,0.041852143129464746
RSPO4,,,-0.021482291453971174,-0.029040048651743717,,,0.0012448983509399298,-0.014063382150365249,,-0.02199291934958914,,,0.03986652443498246,,-0.026371744022153976,-0.07201479578994266,
LEFTY2,0.011246448264413424,-0.011013284077411586,-0.021899746428147016,-0.04507464452431213,-0.02114135111518281,-0.09599454717126793,0.0142530640284725,0.004622047784761713,-0.026344019858050263,-0.019572409522680013,-0.0187066636075503,-0.05314280775319871,-0.05052390506967162,0.03285470840752939,0.06882661137773145,0.05013005673193216,
PF4,-0.01891291747149568,,-0.009553791405820583,,,,,,,,,-0.021281400488198706,,,0.0640186390192123,-0.03461155011545869,
ANGPTL2,-0.01802320202416182,0.02999601584279373,-0.01906662531141201,-0.0701779191334889,-0.13386974810417016,-0.12080065898268594,-0.00102694063809238,-0.030267984491350847,-0.12975573419876174,-0.09991534441417349,0.09896771532601994,0.12427266611481917,-0.0942178236680381,-0.0021923870721026304,-0.05372636892790817,-0.004233043769419188,-0.023692038135728358
LRIG2,0.06870741527710728,-0.0357590684325042,-0.018676202389539834,-0.03909595072739676,0.027169796616806914,0.04313620028687589,-0.02394398493611541,0.005670022627109081,-0.037990150660589785,-0.048987489610468796,0.049438344227402536,-0.006154098333238836,-0.006221377116155351,0.030029103624607943,0.03000949647807791,-0.0004578794342794721,-0.03292689921268622
ICOSLG,0.017856470401637955,0.028784677787206135,0.004222030295939074,0.02107791936589446,0.016912876490231283,-0.09696064839115573,-0.026331198510536863,0.00020417785019965067,-0.0824914407258017,-0.058005467104270014,0.09942683089580713,0.10825523002812798,-0.0094695111941507,-0.04707171560419168,0.033667433542069324,-0.018836703984910587,-0.05705995745587692
WIF1,-0.01327893598356641,-0.05186022958272269,,0.09544980355513165,0.11352805055183135,0.20522969225686233,0.1553365808022233,0.03572362502986453,0.1512900594309139,0.07502147383569485,,,-0.06555377251887257,-0.05086497553621257,,-0.025688141665122222,0.08898550400006795
NPPC,-0.01645292954138782,-0.02667551900402812,-0.014820286496776186,0.13684826439791536,0.07725455342883715,0.07356693255002794,0.0629387437335883,0.029659142996661843,0.09007502441963831,-0.08915703358511454,0.011207693115675684,0.046841381450740474,0.0760821648448267,-0.04100195272275781,,0.13593307543275185,0.04450211775267632
LYZ,-0.025766392245488923,-0.010070728037943682,-0.01406851389378247,-0.02729202469308312,-0.07765435485900657,-0.11800549425289987,0.039331268597159325,0.004953789697522931,-0.20635307619549112,0.03551479694492276,0.003364198936657751,0.12113546138125292,-0.0026164551049386786,0.02839561352153001,0.022140218731996862,0.03672930080847936,0.07435957056169186
EREG,,-0.04032882281572374,,-0.022505643152240365,,,,,-0.04179660664873964,,-0.008886244029202092,-0.049418462188774694,-0.05857657630996096,,0.02394518136433017,0.020970242434591647,
SPTAN1,0.0271862789629966,0.08067588506777537,0.036047973538495946,0.07712640912973451,0.11107137605942871,0.0851335991561212,0.09841539069694305,0.01890615860500305,0.25875950168783723,0.04919423370085694,0.09638925129238346,0.06564278484956519,0.08273412652170545,0.04534760574869946,0.058299601376535254,0.22204445620763733,0.05535836264459377
PTH2,,,,,,,,,,,,,0.010077166973322923,,,,
LIPC,-0.02315438214696677,,0.06875612890440033,-0.028115546813454125,0.025666025119960748,-0.05025744780641984,0.040699852866814636,,-0.025844343070755362,0.004038397800501078,,,,,0.009422264942212216,0.005122491340351712,
COL8A1,-0.007268844535867297,0.017537296895032667,0.02573898908485143,-0.0563515673764127,-0.08984312225629902,-0.06738997588535177,-0.06678438198721762,-0.03935878775065119,-0.1293036911552785,-0.06847339924542255,0.08198270612130827,0.05525823745363111,0.032781969881369645,-0.016419583120783683,0.058591112376662986,-0.09438580700758352,
GSTM2,0.052191838761295475,-0.04978498057208117,0.025490754384139166,-0.03816287750754312,0.0024715707278613556,-0.03648398800270406,0.006418561206051848,-0.03312745095914194,-0.034733669269513386,-0.0013246518843915637,0.03678089870430931,0.09396499861834194,0.014239845458776301,-0.04195743573894602,-0.013383758034420596,-0.021078159039967397,
SPX,0.05544751924950886,,-0.006634670318916038,0.2143776304399451,-0.00851291295709527,0.08520493489300997,0.05301153069123377,0.014156856388655365,0.06940198414697601,0.03014962337844471,0.05720209631606164,0.055930187440722694,-0.029163352798718907,0.047872218805996763,0.027774602721098076,0.08210535174583679,-0.16550780252841055
MFGE8,-0.011191731338763146,-0.010939052174121205,-0.008243305813944031,0.048438097823653756,-0.03443413611079378,-0.05027675055535845,-0.01244576679578109,0.0018773460894469906,0.04371296173370302,-0.015645019822595262,0.028017484939752594,0.0069600328023498555,-0.05023972100369799,0.1042731957554,-0.024306169822329474,-0.06161424914574558,-0.04305931342167718
TGFA,0.015700870242097178,-0.02823790652847404,0.007511975917710004,-0.11549236034823235,-0.05168528639934673,-0.09632387059902854,-0.12344238948959958,-0.006719569917538664,-0.010241321137140756,-0.04754320720075579,0.08505500040433872,0.03374389297486437,0.06209593557255111,-0.007080411531351644,0.04499159653315034,-0.035858958864726544,-0.15194015848668063
SLIT2,-0.019055007309358465,0.02078922335235286,0.04427750084299393,0.0518301524428349,0.03805414042907858,0.11420949494003609,0.1197275643135223,0.06084562434128419,0.0443703751630193,0.07404868782374864,0.0876779991671891,0.0391276073806681,0.05743079543163465,0.03415039265590565,0.039678220948203495,0.01997937183263781,0.022723304851694753
PLTP,-0.05179907178037868,0.04352759699177473,-0.029641563397057216,-0.13075406333855924,-0.0867397006416117,-0.164533908193078,0.02428911856680203,-0.07422962639164057,-0.21499051794263452,0.004523268179589711,-0.05488987535713757,-0.07730574975245982,0.026514435298781898,0.02849085231066062,-0.008184913604377876,-0.03165063343198085,-0.023111924249220518
APOD,0.023235924826264232,0.14853442729706712,0.05644526771236576,-0.1475044138355251,-0.006478798571518548,-0.14198239896036316,0.046410418101954974,-0.022489019759211384,-0.1291884814760284,0.04358777178660439,0.08439864582142516,0.18780046713143037,-0.020939310198304726,-0.06457775795727692,0.0906508619335355,0.07771494073927265,-0.17870079979999764
B2M,-0.015553161631053292,0.03855483238192034,0.09037724405353505,-0.11557101968755006,-0.09585071161869642,-0.20694311126204856,0.024343034990588784,-0.09180454428476391,-0.24854168387330208,-0.08400977245638809,-0.046566957389097934,0.07653102821276213,0.02946518712211322,0.01714489344641354,0.025815973637274784,0.009965185454035895,-0.15619908849522704
OMG,0.03578198745178906,0.14707623748170945,0.0022996060483138356,-0.00856510208697952,-0.004151389811541269,-0.02874724298521905,0.0861329995126304,0.029487813663250734,-0.0790134049980128,0.08002301981691748,0.12432886620277313,0.1986648853637157,-0.04555123249425159,0.04303130251461766,0.12520502161208033,0.18823209529528453,-0.0878441950054942
CXCL3,-0.046704880289593395,0.008703309350748695,-0.037025911703456774,0.015367526883755186,,-0.025228820468312457,-0.079260282105903,-0.027222037464470727,-0.01722287399645964,-0.011418231403752182,-0.06892529738816013,-0.0919704519738784,0.00046959182106828964,-0.02255894777900142,0.07567293147316874,-0.09527772990091983,
CXCL10,-0.05969272677815112,,0.08218598360294914,0.09253402106086091,0.09455339272305453,-0.14965163277207752,0.03221705647109791,-0.0344366033994167,0.0028291398715088872,0.03695396014657669,0.049582882762485146,-0.0022123714025121394,0.03135935420036339,,0.049604951955356705,0.06876171647526481,
RSPO3,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0
CORT,0.003821886267846185,0.14870016309905146,0.11416267057453441,0.1195639782356101,0.07718475711975692,0.17837608725227172,0.028991799953667245,0.06254689143068894,0.05378367357401341,0.04733531555475554,0.09496342178221241,-0.03524907947736341,0.04753710292743846,-0.01651161475667579,,,0.10025131626550253
NCAN,-0.008635314399516309,0.041041160804717196,-0.004597721582669159,0.12038996991979642,-0.042594992220644556,-0.09873456957678042,-0.07855233769601527,0.017440428241250455,0.13685007969087556,-0.11272023822583958,0.11180459642096155,0.23767466404505463,-0.029236378303380602,0.004864072630395372,0.002143511855528314,0.1922951225774837,-0.07096744194393188
PRG4,-0.027418962336098848,0.03369989687235913,-0.010950153152455929,0.034952585077823374,,-0.02733312762152175,-0.03696185084962655,,,-0.013950283722715786,-0.010665885397518254,0.002560956961156046,-0.004856287412333761,,0.020996839649565453,-0.05462044769282489,
ZG16B,0.0015246416886662384,,-0.012708991934320367,,,0.049974761677076915,-0.019759566839763407,,,,,,,,-0.01776808585527433,-0.0033817198132848566,
TGM2,-0.028788249614535404,-0.07896947999594124,0.05551359362275865,0.00402211894139994,0.036005031371119885,-0.05450657951179702,-0.017588654762927706,0.001938336990193023,-0.09117440681120052,0.03711526896830693,-0.023544937253050815,-0.021324254025332917,-0.01350254561066283,0.06064018307461456,0.03296154353691976,0.04173099738244822,-0.008228638659732687
VEGFC,0.025071849916237992,0.013545248945535888,0.041609663719335846,-0.03098769200092687,-0.013721630894210711,0.03158822398421246,0.07855411611777395,0.029123754430914285,0.14121821009455288,0.00919669917926662,-0.03499471769849165,-0.0190027917587709,-0.002980440271340524,,0.03239868366499606,-0.007358799575916966,
WNT6,-0.029417156075415368,0.012193633245172182,-0.015145471782928896,0.08031953810758172,0.04237027732192665,-0.026878551897578266,-0.004056236364778268,,,-0.01242517810001308,-0.016922858212767698,0.04709728059058856,-0.006419577421140896,,-0.021458615425467037,-0.021935380426761075,
NRG4,-0.016792441735207136,0.0681516641522955,0.11629120735482061,0.009728449833921304,0.08362296300870335,-0.022477114047216792,0.021742015332902064,-0.05463482526143592,0.007333256303299335,-0.016608911796012194,,,-0.0015136973622370048,,-0.014249896887620593,0.07038130205920556,
PMCH,-0.01935419280064374,,-0.01846563144165039,,,,-0.028922533056885753,,,,-0.0014658922838002996,0.019136270219942606,0.04164849694791835,,-0.0022476390999418452,-0.07007326808186852,
COL9A1,-0.0073956151034145325,0.042106158474511754,-0.013918908902284798,-0.03400557798057017,-0.06055623527516969,-0.009685404968807165,0.015595041074099663,-0.04865320972753292,0.05619948736499563,-0.018925460140707742,0.06779017401448771,0.1834602886039005,-0.0440167205330411,,0.05896990634453316,0.015242414773090471,-0.041660531154205226
GDF11,-0.03610445261204514,0.013975115825833653,0.006527899930252672,-0.040066060225784655,-0.1274712289643783,-0.04922443869043946,-0.009338011075410008,0.01648610232919723,0.059014016008578855,-0.09623649865460265,0.04935518615274337,0.028858266235175394,-0.039833433250382494,0.029172365954382773,-0.010398337185313737,0.008015667683690518,-0.054603539354172725
RAET1E,,,,,,,,,,,,,,,-0.015632035637471283,,
IL24,,,,,,,,,,,-0.04597014998869793,-0.041686879199073226,,,,-0.012627079436231512,
SORBS1,0.03166395578890876,-0.0036119716336385247,0.02560102814728467,0.04434876444293397,0.035246631921542995,-0.020565162552052117,0.02635277681210833,0.036068742106637845,-0.0371666662516447,-0.051475394374984024,0.08760313907471894,0.04975020913667137,0.01874465069525125,0.06249758853525386,-0.01140403945034548,0.04282626922433518,-0.12675590683870147
DLL1,0.0178396994126757,-0.016161981156798316,0.005952944630316878,-0.0541653534432357,-0.07526450114483194,-0.055628998706004566,0.0170140159223021,0.06424580449409453,-0.05689100413528823,-0.012208285029224901,0.13187364345452895,0.16038032268613658,-0.01115729459986011,-0.030965484984470805,0.00300591230664043,0.010156511212960101,0.05617750770892304
TLN1,-0.06241841455592125,-0.053191458100870004,-0.02484418872152514,-0.1306939043437105,-0.09009608174690595,-0.18244972247212288,-0.04611399680621415,-0.0024389236790693693,-0.18177349118746555,-0.09899403536074795,-0.026945209703848307,-0.05536655342254332,-0.03337834864222279,-0.012279634242906165,-0.000983457217183229,-0.07453551887907797,-0.09319078388989803
COL2A1,-0.07990065714016831,,,-0.017979695873950426,0.005311407127295231,-0.025228829053959668,,,,-0.011591849072157103,-0.04337835791538605,-0.044693283918294274,0.006203451266426807,,0.01927848552413304,0.020075764150869892,
SHH,,,0.19129459673204036,0.024039188235526438,0.04976301565628981,0.03820746805642907,-0.07330314263659976,-0.029216760903881922,,-0.01106317609267031,-0.009777243873874027,0.05071968208267241,0.07220785835116517,,0.008354862861724334,-0.015198949309931984,
