,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1
HBEGF,0.08224672700249068,-0.016707508239103195,0.08183471311150647,-0.03638041988911841,0.005501651778790848,0.06509763416865008,0.030494480847587577,-0.024592442117533808,0.028083268833164175
CSF3,0.031135977543040375,-0.014728596163557922,0.06952766555969685,,,,-0.01579300548559168,,-0.02613272465440331
PI3,-0.01122624584722118,0.004918535669275108,0.05959957230727518,,,,-0.06964283633548664,-0.020409544660382074,-0.11052177920397108
PCSK1N,-0.027544145232568307,0.007808365067862539,-0.0003078410189202299,0.024896379927726774,-0.08473294348132386,-0.04444118023796218,0.05436394940310184,0.07560305497269182,-0.00018227254467179864
NTS,,0.017906567687853172,-0.02133493120647332,-0.015374948041599184,,,0.0488859436605532,,0.10468058787665258
SFRP1,-0.013094780157096635,0.010579286200618689,0.07019632217335438,-0.028548052956963152,-0.007164690830538665,-0.05418704848900879,0.06172624492153589,-0.06549998534079395,0.0485086394770277
CXCL13,,0.06015299165902045,,,,,0.014788161720090119,,-0.007205482879964914
MICA,-0.008883683046943053,0.008648678315125708,0.04125461174595786,0.01985863137842555,0.07772394621707937,-0.04398145774295854,0.001878532507964353,-0.0020671468310652077,0.10401309754861543
TG,-0.01413134245109597,0.010059688276131974,-0.020949416712111972,-0.01298724430281742,0.05466576390156663,-0.05367513365035022,0.030937531076396865,,0.04630811412916643
ADA,-0.03665287333451496,0.0116093327909998,0.08365577072111029,0.017496945515825313,-0.046535250942993885,-0.0056283427898019996,0.00863033833574477,0.06415204248554743,0.027993957146137612
LAMC3,-0.01623800585153462,-1.9685198728185724e-05,0.02052000373352669,-0.005231673527879313,-0.04428396003811056,-0.03907170798844461,0.03546578598863392,0.07132758621538354,0.028108112537019343
CCL7,-0.01021693801408242,0.03417160306089782,,,,,,,
NGF,-0.02340961451875276,-0.03099196864333968,,,,0.007568507525288117,-0.018341404732068585,,-0.044864177476891795
TNFSF15,0.014290263182647306,-0.021497504359207664,,,,0.0037857830919414918,,,-0.016227973366858255
HMGB1,0.0351756775437261,0.03470263322951075,0.01413258458330561,0.024236114274571802,-0.01582431865067902,-0.10583388032172952,-0.10779768965736529,-0.03722345974350766,0.003903215124585797
ITGB3BP,0.07057719594175761,-0.05689787680017727,0.03657648855719311,0.04674852835230887,0.11522990265972627,-0.025490497062344672,0.0014517344413727512,0.05588395494063623,0.03060425247102806
AANAT,-0.010351962299186307,-0.0008294114201558954,-0.01565728387014383,-0.011679504699215656,-0.019986682425838526,,-0.025018858631336113,0.03725940380679044,
RELN,-0.01796868828075927,-0.019144617735512355,-0.017617446058022526,0.021211624255421373,-0.022126982566715633,0.08117606169512825,,0.020248495608133247,-0.0004638075964725744
IL15,0.06170579418050874,0.0490669496879138,0.08062195169466706,0.024236228288012994,-0.018536724180530574,0.03256401187648266,0.029437574468089436,0.06839044150194207,0.008014701607127214
UTS2,,,0.11090147269987448,,,,,,
BSG,-0.00462403579090855,-0.06487114054009341,0.022083707615149342,0.026183870076134867,0.007092467484302548,0.004547113637299454,0.03661504265634219,0.08322069890370884,-0.05230443269212266
ADAMTS3,-0.017060081877952295,-0.03353981571037053,0.03154974350809307,0.03951486170448149,0.027912205628318008,,0.06110799346246745,0.09750761187565246,0.041836633351637294
CD34,-0.003159386194903531,-0.013827630611943694,0.07544644074016206,0.00810392524141708,0.0037743129964140486,0.016365645772715633,-0.019621329973368812,0.052294585712196584,0.013084992323879045
CCL23,,,-0.01781550361399819,,,,,,
PLAT,-0.015540449531416659,-0.028466092522509243,0.12037093776857234,0.030365390659066183,-0.011174693643607611,-0.01611543921431001,0.05151573461346202,0.02741761970261226,0.008812514955373947
NTF3,,,,,,,0.05396688388379547,,0.0619189437535347
LTA,-0.013094779544502238,,,-0.011248580220093913,-0.018536726468712458,,,,
CKLF,0.026518227982268723,0.013202878627989752,0.04003156298563998,-0.01842890331027466,0.000984310845993989,-0.03220858490098512,-0.017065773119084728,0.05700217046237829,0.04859804544030902
CD24,-0.03742797339502331,-0.009785175937407069,0.029061284894743272,-0.015812217376521446,0.0136578123870466,0.011084911936331045,-0.009977505027716537,0.036997138191990804,0.08602670486973092
HSP90AA1,0.0031660055518761953,0.025815640080814734,-0.03546359512661465,0.02754747736956695,-0.010354994195942404,-0.0950914958703599,-0.08467361855799913,-0.0033169962922584015,0.01028102154245272
BMP4,-0.03055169264065828,0.0025793942550356606,0.028333198743418858,0.004693438135803123,-0.015795205506486436,-0.03902068310214171,0.01093304722709029,0.07492344725379275,0.05607412423300834
SCGB3A1,,-0.02306791840353868,,,-0.012934682591912333,0.05262428411033251,-0.024239682372738092,,0.06703977103771012
IGFBP4,-0.0515620051400072,-0.07016909572944921,0.0798864853853202,0.008275749644910875,0.01721500372641605,0.02636125538458409,-0.024711212500891505,0.048954013774265975,-0.07082567492429484
RSPO4,-0.02004385430350393,0.0005181572197765449,,-0.013082783592102567,0.028476466874481247,-0.0016973941196852709,,,0.0915082046155266
LEFTY2,0.024762491250027472,0.04154851644037864,-0.015780614935714577,-0.02331963249498947,-0.022883381814242522,,-0.02137665834582703,0.03078889675293569,0.01710213694101757
PF4,-0.008914077131605826,,,,,,0.006695029008687771,,
ANGPTL2,-0.03275011283864606,0.01580246026955075,0.04616940011792781,-0.005976018384901466,0.07339862679229557,0.040389483636756866,0.06238011121250773,0.021004692493332394,0.026058402800426667
LRIG2,-0.05192967314477462,0.05648194464098697,0.06905601030070227,-0.01956283008350105,0.058577241672883404,0.007992229956450055,-0.005983513711613391,-0.007803256977687907,-0.02019164727672773
ICOSLG,-0.029767414292046237,0.01987490512365234,0.048005567423799,0.03471347073285813,0.00994725571899858,0.10310155136272113,0.061567591359789946,0.021408184793276226,0.010058589525279769
WIF1,,0.022714845232092884,0.02036599973342027,0.10022088836089908,0.008777639756367316,,,,-0.0034598231121004486
NPPC,-0.0138279318998186,-0.013368089864252105,-0.006451964447632535,0.037949944097230105,0.08796607244974243,0.013184116536499105,-0.03224123189739463,0.007276772340959334,-0.028402266798889336
LYZ,0.005376773917316471,-0.014110101981449793,0.013104634276605697,0.033554303522221225,0.05899087060411004,-0.05774191464737505,0.03302813961474084,0.02758762222337034,-0.013509802076644126
EREG,,-0.037466464692499694,,,,,0.028043001850221863,,-0.02826796636639361
SPTAN1,-0.005951114535901271,0.008090653896991975,-0.035190760558695564,0.07531137490385197,0.038736961402608544,0.07185925399690717,0.061814788076902154,0.02049309808045165,0.08048344785340321
PTH2,,,,,,,,,0.027176813443984087
LIPC,-0.016019260502362218,-0.02577653764293499,0.009654790500227413,-0.024459596246047075,-0.02911946382725747,-0.06466243893175116,,0.0107290868400576,
COL8A1,-0.022546864949343954,0.005702688401641262,-0.019207206755547993,0.01955925181080456,0.04522421362911698,-0.025557063494875132,0.05886178324850496,0.010282768886704256,0.023409510347507895
GSTM2,0.028024573252465202,-0.0012670133263997974,-0.014665983636699142,0.00724775748268327,0.05862461998745199,0.038035988161258194,0.1369957915675955,-0.049807005414472826,0.013881191357667211
SPX,-0.014840901166912656,0.07414014324916565,-0.001351127367337524,-0.023773907098703157,-0.04380515770197247,,-0.021157606777614364,-0.1009932425745784,0.051942563396196365
MFGE8,-0.061818059320570225,0.06963221609678862,0.03938414223822852,0.028691272916540594,0.008356706210926542,-0.06924013799318106,0.03177606955614984,0.09314934614605415,-0.05389482126253969
TGFA,-0.0077935826045939585,-0.05082395844490484,0.01915541570118894,-0.02073929195748794,0.014831922999582761,-0.007546358901315811,0.03127451932620767,-0.08016745337630066,0.04967653725983579
SLIT2,-0.030338897425529667,0.06645592165414342,-0.03759107985416615,-0.0159509043978728,-0.009925599449172519,0.20732792320847815,0.018880194359195596,-0.04190993322207207,0.056843365977846026
PLTP,0.005723274509024038,0.0003024306782389837,0.09375468100119508,0.03588786457816551,0.022925364539481102,-0.0968652375748471,-0.050156682769059796,0.022993635807486836,-0.016423346514066715
APOD,0.010100618899704018,-0.017659307429376336,-0.009906661000407867,0.061303114323595836,-0.041227672296986914,-0.04869675040111877,0.0756387628536548,-0.07070305974895877,0.03089732738719108
B2M,0.06264604963483277,0.043348713823822105,0.09868683146196458,-0.06334858481856845,-0.0046935757446225955,-0.09614928352892585,0.0058862693532878586,0.03948956125853683,-0.00924125222255752
OMG,0.02352299838385473,0.010051659017011301,-0.07400651005765749,-0.06287006946907746,-0.07664633975979888,-0.07468101104525178,0.07975845350652776,-0.10884141031506998,0.07153795613481771
CXCL3,-0.040876712298381204,-0.020490967670021783,-0.020557265262895186,0.025532102234034227,-0.013349799806337692,,0.00439406737428514,-0.020923836292525796,-0.038870981249771445
CXCL10,0.00886616150040055,0.010140401735377303,0.09817856601962902,-0.051236789844328855,0.027030811168152123,0.005169319365352441,-0.02285587015679523,0.04648153847957461,0.07218158569250152
RSPO3,-0.010351961534293496,0.02978864737990695,-0.010388792605235059,-0.01975956697037621,-0.01395028350543513,,0.06662838811523206,,0.009614374812435163
CORT,0.028246164046993507,0.10183118237267959,0.04847871675479605,0.0690231578352031,-0.008154355426733128,,0.07493102779228672,,0.05273949602190961
NCAN,-0.05243877655497138,0.051592175441707785,0.018887618856642897,0.03501517849707372,0.007914237425563943,-0.09125175392949515,0.05919373108177357,-0.0010722640985393512,0.010777921698148894
PRG4,-0.010216939606240543,0.0010814565595871743,0.11871085741856122,-2.695926828370451e-05,0.024787952574753594,,0.03959318453608225,,-0.03841481437821472
ZG16B,-0.01185800794211056,,0.0862845162262514,-0.008938018113903044,,,,,
TGM2,0.03700565125439584,-0.004397633461966352,0.009465311248895469,-0.02858652190844696,-0.011970584461397907,-0.02455301465598626,-0.003915071962694438,0.034185641003916356,0.023222561510403836
VEGFC,-0.01820932206337064,-0.0025206384473258634,0.026416608411406025,0.0008336330547835349,-0.016645196450067904,-0.054016034655127644,0.0580472201433763,-0.027598884855939962,0.011129985237943466
WNT6,0.08967478808389302,0.002771337789641099,-0.021901520205235777,0.008843314844224275,-0.014527086930359255,,0.017618139606280888,,0.0204952417538464
NRG4,0.08087624481476634,-0.01262822533698635,-0.02774109338991651,0.04631049193334257,-0.01941856314148804,0.022904682002284,,0.02499677091935378,0.022428352976560817
PMCH,-0.01722918744639886,,,-0.013082782960716955,,,0.07452438130549328,,-0.017255693264496465
COL9A1,-0.01298690983217095,-0.03591059145958102,-0.022408086298456063,-0.023955055907103315,-0.006269211619302597,-0.03550680770456824,0.04055224239490762,0.02586624997179045,0.010256539874656008
GDF11,0.010303620240526104,0.047310559044369704,-0.0012435285140821415,-0.03515126983498938,0.07315970914096585,0.03225303330458261,0.019482538410075724,-0.037774729467016925,-0.05631436115601926
IL24,,,,,,,-0.016768518861119346,,
SORBS1,-0.02716755534155741,0.04342947611011531,0.06019732390339536,0.030846743590662376,0.004009349848979591,0.042668900517283434,0.02863171798160483,-0.005867313922086868,-0.002673067975435423
DLL1,-0.007333781610870523,0.0174240723960479,0.01597613348935023,0.03569443496495764,0.07377305976574759,0.06346389925412878,0.033452408934404196,-0.03785222468848946,0.09696254974578604
TLN1,0.054131107282121706,-0.07147440446945269,0.02131804978871743,0.01851341649868344,0.06639640889468855,0.030634033427121402,-0.026221016194350747,0.0425666751079006,-0.004963197423740726
COL2A1,,-0.016483915841239462,0.05780380135210166,,-0.01355278755760074,,-0.043703889767609666,,-0.0363518978112818
SHH,-0.010617077730003867,0.009960469157747912,-0.016160513834589763,0.005675891150705678,-0.012934681461340554,,0.008900785992925604,0.1154582356955312,0.005715987176794269
PON2,0.02420623706085647,-0.005141499722514631,-0.0247235227025713,0.028687880569724305,0.0641666984853491,0.08859810739590096,-0.016553242564605383,0.037032574117202836,-0.03245483004944752
ICAM5,-0.016547469201829472,0.006777219980647208,0.03962235012776185,-0.02904200239895572,-0.012144351782052636,,0.00945918767603445,,-0.013208834203452681
HPX,-0.013710431644739339,-0.04676362639502577,-0.003246138969301226,0.04571357610035678,0.07521237661653671,-0.06455033066151569,-0.02011921108471308,-0.013017386121957061,-0.030183129643182757
SFRP2,-0.012091700963243896,,-0.016406614122464233,0.06055849767715115,-0.025374534867302453,,0.022078224500489498,-0.03032487944828542,-0.05566396210643872
CFC1,,,,-0.011248580899903724,,,,,
CD70,-0.020552451211011964,,,-0.020982541869149014,,-0.03860791230256727,0.018835305133781594,,0.025805717953137325
HP,0.0016657537579612878,0.00011042817644024781,0.0819024166735467,0.005141281570388474,0.002876391705792178,0.07208385879510845,-0.01825179884983646,0.04125074261262147,-0.0312864085305216
CXCL2,-0.03937673332340106,-0.0254402151613475,-0.016167502382675766,0.02926366216370165,-0.02560084339142796,0.05072334366875045,-0.009601821440683757,-0.03618320755369295,-0.03518581618617665
NPPB,-0.037820507909991884,,,-0.009849714900982078,0.12728937132511425,,-0.03095910591100845,,0.04620884633002902
CCK,0.03822939024356991,0.10568867877431734,-0.0341097966784965,0.019042738342360418,-0.061176229881554946,,0.08727227575560967,-0.05368395743392423,0.03403406941808176
SEMA6A,0.027267521246814315,0.06967295594682804,0.03233745223913469,-0.017186622103470765,0.052079475531554724,-0.04273273457625042,0.02017665602054981,0.021324872497194957,-0.013991537756759528
IRAK4,0.019607914397519927,0.02491033146428515,0.025272929755377028,-0.02920314034111825,0.07194425049656124,-0.07640411681604264,0.022953323488190278,0.0009081643226303617,-0.06316558095102755
GSTP1,-0.00932717259403964,-0.020480356782871488,0.022011863340154324,-0.005174385784465564,0.043704990457947804,0.10077704751921888,0.02345120306666928,0.0007180860577979698,0.0539624842846112
VCAM1,0.020010813591564064,0.01891172860229811,0.054634235268431995,0.026187303939184583,0.016313341062702266,-0.04253978779196514,-0.03479427976023478,-0.022702182409088636,-0.04961725959081154
NXPH3,-0.03861902513114924,-0.021178305984761954,0.020650627661157273,0.007571839639843776,-0.004774664110505301,-0.07313376508246704,0.04791378436395776,0.04094234193439519,0.07476246349370314
MTMR4,-0.021156721261367827,0.005262135432269645,0.018805418661967617,-0.015818824629259706,-0.008647135942389896,0.03880800124965302,-0.06350220036664733,0.014901827832738548,0.06755084257930684
LAMC2,-0.010940432318022188,,,-0.012399692184918718,,-0.02865560709308968,0.10787062243345735,0.026595627726687877,0.07395105350711244
IL10,0.016020177852068773,0.07038317885135582,-0.012927231550948198,-0.03876958513672438,-0.014899818364997439,-0.07643557173707811,-0.026449658184290785,-0.02066815857209401,-0.021985138120910273
SEMA4D,-0.0021993352858544796,0.07003920422445527,-0.04686474373683375,0.01897687137280676,-0.03729720954051872,-0.02701376785811325,0.10185230420135447,-0.0353252820060707,0.039248845668970786
TRH,0.01068823237856353,0.09410935922284601,0.08884269751801786,-0.03267518203234504,0.06834041639516873,,0.02845496326502446,0.06550512462169186,0.023592152432321094
SEMA6D,-0.03134182920474955,-0.07429328767425086,-0.013332689073965388,0.018117553481986765,0.09026161208154573,0.005791389758829912,-0.03292928156178621,-0.021257895398720004,0.06817840396649548
CEL,,-0.008693228847772766,,,,0.08033050183045477,0.0028370656368603303,0.03939562437473052,0.03177543776205236
PDCD1LG2,0.037086005548070976,-0.01538153355297883,0.09700389868054406,-0.014696950092916338,-0.025487909108696815,0.018219510751742454,-0.039162577912162454,0.009223211617163173,0.05519214311519349
SPINT1,-0.020094149127616104,0.02429772986169038,0.00558305658340319,-0.021541755552815622,-0.02186972570439375,-0.08363568088161363,0.02953806495935875,0.05503343705198454,0.03180907112610788
CTHRC1,0.03351964629872078,0.01641715821141967,0.06826226343004826,0.03164978305263376,0.0031215250101921596,0.006659936551561167,0.02933717151561319,0.04324180653802743,0.0026437448997096626
PODXL,0.0005691260450083741,0.020766886160931964,0.1056963581809845,-0.018068133950456533,-0.07613925167294949,-0.06184735818168322,-0.010394287543153495,-0.01653155371491735,0.007080027299310742
JAM3,-0.008536911978746927,-0.059999669791994996,0.03913595646343801,0.01906512890741795,0.050604063815713765,0.0078109755578126,-0.03719011450078691,-0.06269762387589928,-0.04912590031215591
TGFB2,-0.00782745774503032,0.06811978187627345,0.11428052499931,0.024443520534910026,0.019283816715057654,-0.016432776082169264,0.011939622029297017,0.011584202424875631,0.08344377151852977
COL18A1,0.016329484836763122,0.002580394293611125,0.03759044724183943,0.06237137084611838,-0.001498485719298449,0.006944569722950144,0.01061831847026908,0.02262066817553186,-0.05876232997323877
NODAL,-0.02090936011646811,0.0007836299936373641,0.040267547447899184,,-0.022883379254485046,0.0027981493110624586,0.13636111604092138,-0.03223271081427794,-0.019154128593328493
INHBB,-0.029590340190423208,0.020486673234705415,0.025937214044987344,0.02890790440555056,0.02354528346611141,-0.017400485271015318,0.003735770661378361,0.0806943194718935,0.021949558666847512
LCN1,,,-0.018040198833811756,,,,0.06477045011946096,,
ARF4,-0.019746152332860357,-0.04240800516396622,0.015079070242856244,0.0316970268477558,0.052128090077870254,0.021094688229898153,0.017492753382788592,0.009603111531199712,0.07185231446605113
CXCL14,0.019172482187285837,0.10453771569757088,0.0236938320836734,-0.009497898434456028,-0.008402541985729489,0.00674637864905366,-0.06046296186175326,0.03905511249197404,-0.05380525097442515
LIF,-0.050274224461758485,-0.026391128564180452,0.031608606470943434,-0.003284227456269206,-0.015427605285449461,-0.06596404934606648,0.027365953725603836,0.08068972272595197,-0.051818485920586015
IL17B,,,-0.02979365638040625,,,0.07592756742307105,-0.003281503365076883,,0.00767386852833144
MMP1,,0.0284281938948987,,,,,0.10979111391676732,,-0.017255691897951144
MATN1,,,-0.018913922014686696,-0.00997341959646534,0.08809776849071951,0.0752131649175334,-0.02284578906907839,-0.021674193611919912,-0.024558874261655324
ADAM28,0.03204108885633183,0.0018068212148984201,0.07208333037232192,-0.019121418929398955,-0.03900706494350411,0.03243287844643743,0.05422772392133433,-0.05493293236330084,-0.0031787794783850283
TCN2,-0.0315428879093736,0.05421979269638995,0.06412510797997738,0.08569913252445494,-0.05046339126985393,0.04360792844435744,0.08514244911073479,0.04474851594502347,0.02580651558701635
THPO,-0.021539332007400002,,-0.0057866539742526795,0.07334921899587048,0.11020996882342621,0.0037270494530623017,,,-0.021303685908408646
CUBN,0.04535808909580342,0.0086841194895582,0.08571984947491616,-0.03671536530361567,0.0277066069623567,-0.09752975832086098,0.0374404910226827,0.06773139800300086,0.039930557615745856
TIMP3,-0.011976398375830108,0.06121114232966573,0.024560831980198886,-0.015665727592699654,-0.05375942511217106,0.01800681210295714,-0.009863552570518429,-0.004662701208039057,-0.06727708416380705
PIGF,-0.019788068170525107,0.04314059540694034,0.036153091887681864,0.00456012350243753,0.06805679555106839,-0.005396671008867401,0.013762029707397348,0.027085513185417485,-0.016228202991626296
CRH,-0.011975391720366341,0.07085863307942838,-0.013805284124816167,0.019222167044389452,0.057153644853562675,,0.04208376156169568,-0.0075697379546946246,0.039035298839934035
BDNF,0.005684705007848477,0.058917872622668635,0.027340492923978048,0.03627252914733579,0.07268291616292824,,0.07017960008325637,0.05944742417201648,0.04072953777140055
CCL5,0.0008525037858381243,-0.0106484415795855,0.04860464814666468,-0.021626806861605223,-0.018385985944329247,0.038134850027024485,0.01520683223827293,0.034557851455683936,-0.025692711856068685
GAD1,0.018585623306150156,0.07971928323016245,0.00515890444143686,0.003086595760714511,-0.047631402684450055,-0.0840100648829737,0.02924362931919107,0.008925139971826321,-0.026229465265005313
COL14A1,-0.0029741342753288385,0.08913641361883455,-0.020117476106772107,0.05901576951839573,0.09567639329641277,-0.06468270554901719,0.02174757764207276,0.05453868138602344,-0.049658359223145265
HLA-A,-0.001309743992068202,-0.04495305624999038,0.08452427847708667,-0.07418297502585244,0.02360784061544553,0.04918323500518093,-0.043013346161310875,0.037285877474978954,-0.057069036196879
FGF18,-0.009514359167097376,-0.022490826381864497,,-0.010686912019639632,,,-0.0024183303083157998,,-0.029819063476728302
ADM,-0.024199868228870255,-0.10098485227642694,0.07642983042603262,0.053967820727148084,0.11103544096309809,-0.014329278037669549,-0.008647341034264632,-0.03722289700709397,-0.0734558935464552
GNAI2,0.0031165503860813367,0.03298550125643915,0.09468205160798128,0.07638422892641868,-0.02080906073043845,0.022221323066156613,-0.04993988771878883,0.00043387633946207946,-0.05055859927920873
HDC,,,-0.021668793714350418,,,-0.07957281097980812,,,
COL11A1,0.003409920887124786,-0.049222960116739566,0.01564156255651782,0.0071436391653773275,0.019354048145778454,,0.04381229014725123,-0.011376914399792075,-0.05884867857796744
NUCB2,0.003779694382148298,-0.04357788803671252,0.0070463243613785856,-0.01498226480213997,0.037498977705424485,0.03179313133254901,-0.04935895125278939,0.003179358573909307,-0.04963453662370456
CXCL1,-0.010330176586286462,-0.03769293133545623,-0.010774446549886534,0.02998781186614957,0.05656536246933919,-0.024459603104032175,0.029314640794677337,-0.032579478026625704,-0.015306299658890257
VCAN,0.008529047024216994,-0.07689513496473846,0.009430128166824432,-0.06407857465247689,0.025851120967519008,-0.044656478785692906,0.05268253616732961,-0.12035004242263438,-0.00925683485141843
MMP7,-0.018915193217981113,,-0.013167857383803615,-0.009849714847166905,-0.020947213705543543,,-0.030996164858197565,,-0.04559822475447017
PTPN6,0.0030462655234878098,0.024807102901130283,0.04339243228998841,0.005937930564669355,0.06332046294011616,-0.0050406596805735926,-0.023570692592611544,0.06219950318458448,-0.019521255690009176
PTGS2,-0.00574505930997867,-0.059367391653861026,-0.022162625640584934,0.0013645934971204224,0.0019562967396065845,0.008803629812203102,-0.02607980097133617,-0.026794823460077815,-0.056163879639842464
XCL1,-0.010351963276549586,-0.01724852362216353,,-0.016177788094883263,,,,,
CD58,0.010102988699820169,0.0012586228538626362,-0.003113325204726743,0.023724221006756537,0.056684555169916155,0.028645125159740596,0.08460482979703707,0.020368417366628595,0.01747752886683728
TNFSF14,0.053564612375065414,-0.010847366912260941,0.1588214532130811,0.06138823512233074,,,-0.03328904877193589,0.08659638067093534,-0.0249163135022123
CNTN4,-0.0028877404840910097,0.0777106124698676,0.005977047929877792,0.028445692018319924,-0.010293963000443199,,-0.00013657834544997764,0.10430339986147366,-0.037482968175323504
NTF4,0.030712538098410715,,,,,,,,
INSL3,-0.009514357300911358,,,-0.011357757169237372,,,-0.01932275792908904,,-0.009829833662216878
BTLA,0.022404328952251404,-0.01798216007773705,,,,,,,
MFNG,-0.03754881491754945,0.045477412427664315,-0.030053904608234722,0.005344477530189589,-0.04315584685716716,-0.06092429064723862,-0.02921589064954763,0.006442188906053702,-0.03448739116726028
ICAM1,-0.012690638137267053,-0.08989790397371589,0.09095340635461643,0.004757825423096278,0.009662949694692382,0.031323800013004485,0.037385066296673854,0.012765488145896316,-0.021014883335806936
PROS1,0.02164617056669802,-0.08467177790103025,0.06732552704045831,-0.02201915230804198,-0.03526360711636417,-0.02392226445382092,0.05001261965840753,0.03474425896020286,-0.004091967944080169
CLCF1,0.028671257763389187,0.014677658218516352,0.04997297924764378,-0.008033452560309622,0.053870731276610566,0.07280265641314354,-0.003790815713778738,0.007756224948912253,-0.028085153426877837
PSAP,0.011364480961188719,-0.026380717378247907,-0.04003451315990549,-0.05126002012506131,-0.07853905953669123,0.07463214407649518,0.008536725757606743,-0.009095097451515915,-0.04325332695713292
EFEMP1,0.01904867932078737,-0.042729897017698616,0.05456543993110742,-0.03038232742034864,0.062274170737215966,0.03396276715148135,-0.01804741299706233,0.0026287158505456398,-0.0075849428017993855
C1QTNF1,0.022210695569813643,0.01109258624674153,0.09613147859519737,-0.010409100081148101,0.04292723548552671,-0.04838089442801402,-0.018963021455532535,-0.00914151635107885,-0.04689399528613787
ALB,0.05418678307304286,-0.005517155018111861,-0.022087424043247934,-0.012399691867518832,0.01752314936486982,-0.072825912204715,0.026046938534127435,0.0045308439148320796,0.02070969177194313
CCL13,,,,,,,,,-0.027948820405102895
EFNA3,-0.011329166527645282,-0.05407208785181932,-0.0375994523989593,-0.010848428942288525,0.015191563859252655,0.011647025020148846,0.055844051994797174,-0.036125519395280976,0.09343753678630681
