,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.04825998615372981,-0.000508003365950543,0.04543561034649207,0.08436381082128205,0.00021911358474509783,0.05879133201140075,0.036452520398233705,0.069398488077301,0.2368402093596227,-0.101737561042059,0.022079063115127164,0.050578424307529526,0.1344798513427085,0.04922275447997022,0.1358495861592683,0.050352203891802394,-0.01970884256421223,0.021708457381691196,0.08149929650785355,-0.03411497143135659
FGF7,0.1122610149029441,0.021635878142135336,,0.04167418939162518,-0.023584264729382607,0.021669338694403906,-0.03025560869568473,0.07285228318437525,0.11750972500746154,0.029216328176784725,-0.054874839801703615,0.07049905356175676,0.0783298540320915,-0.07249677482673991,0.053114590450532816,0.07340372959919603,0.0630214337319522,0.0781449027557433,0.1574171814127079,0.06841677513752431
EFNA2,,,,,,,,,,,,,,,,,0.016339068808452598,,,
HBEGF,-0.04861719954334573,0.0721337505419601,0.007176745876266674,0.04113095359810302,0.009459336812835355,0.011879732168335516,0.007821140665690108,0.1473091094609865,0.09382490007587592,0.04271940215997757,0.10251733554888971,0.10555718082136134,0.01499661858861346,0.05151689878979178,0.11637183018777328,0.04071133313837454,0.08482746180096565,-0.02162927621880793,-0.06244076806550546,0.07532815656603206
CSF3,,-0.08828924738575272,,,-0.03381309909948556,-0.021112878430592154,-0.10472959386676986,,0.03640454350445683,,,-0.03860302864601991,,,,-0.0473014534702869,-0.09772742910392186,-0.00554071731655788,0.03161903587593778,-0.007038232707629178
PI3,,-0.014558999223592654,-0.034597875821249034,,-0.013280227153582054,-0.021004271772414537,-0.07716359644930747,,0.04164001362618397,,,,,,,-0.09360448946458896,-0.17655541079551265,0.03305188649710224,-0.05294376996699061,0.00707079659411966
PCSK1N,0.026607452217310538,-0.07632264638294844,0.0873850034175152,-0.07361272854289734,0.11167904909701815,-0.0319608936714552,0.009231206489237804,-0.07117847051374253,-0.09605926761856855,0.001822822459484859,-0.06360855631878078,-0.006553438783513049,-0.10612320259952836,0.037745331271459265,0.07245510877434265,0.06090526843305854,0.03135589417238563,0.04270811125985982,0.08283263378169357,-0.0010235206699487033
NTS,,,,,,,-0.009594655132082765,0.0014586308316653378,-0.0385547358459441,-0.03292738981244087,0.01737000018062118,,,,,0.046120046997637464,-0.013910174275063638,0.02217355144198669,0.059226054804739865,
SFRP1,-0.005069717615283109,0.028236834306203124,0.06810082566502117,-0.012898560522736007,,-0.058592558620854884,0.016466562193363333,0.094213386723413,0.0031201771156309324,-0.022694120148723983,-0.04808810768451251,0.04650878426432265,-0.021693833103664625,-0.02992112498166979,0.06467828976940924,0.11706186477351344,0.037927974327288436,0.022645096830766234,0.00038246111049858463,-0.015766578268696433
CXCL13,,,,-0.0438557557086811,-0.05506277670437296,,0.02331159653702303,,,,,0.07317860785904946,,,,0.05968602494566277,-0.02120988589727751,0.021010351783240868,,0.02382573484414382
MICA,0.04936555978882278,0.041571961604383555,0.01928610193584622,0.08306779442141099,0.0418079234282655,-0.004193574729632798,-0.014109116394629542,0.07974465813528887,0.17192615907812278,-0.001350434667269018,0.048549400365938286,0.09363412321108443,0.1041262712644909,0.012103866135499627,0.0745667618681566,0.0676807668791592,0.05517842880128865,-0.008240136673889923,0.04844917934253019,0.043910286338377916
TG,0.028758634020651548,0.027780242230637353,0.0665904768447612,0.048686618161311375,,0.0011549438395810116,0.02574933338813609,-0.04041130806005622,-0.012861558645693114,0.01503782592170021,0.034079888765025684,0.02235477605237637,0.08472428659472579,0.015507890022361394,0.0489869085951973,0.06724148360592641,0.07485691228980591,-0.019147757615673954,-0.00013686761732679877,0.0024106103775529413
ADA,0.01543845354858707,-0.08045173577371371,-0.017099485315398802,0.017194717522946164,0.024564490459593268,0.028656402937274377,0.046878893523371996,0.10047318106898762,0.1625723571073552,0.016880411114418008,-7.991880413280013e-05,0.0583606928094166,0.08494772612153646,-0.038110377657080405,0.07913326872653641,0.0998956164844348,0.10512914895552344,-0.024434982351391805,0.05399931677615796,-0.04756707614695755
LAMC3,-0.0752465056466303,0.016987961653225185,0.04562877619246268,-0.003915476934538842,0.057873682239288404,-0.0724746906380429,0.02852977058027393,0.14387542733279812,0.2676860076882209,0.06946796662385236,0.07409266661305978,0.030767841324661666,0.002230815507308132,0.010808499599732431,0.05100776371451969,0.09103710997156848,0.08982307282857986,-0.04602527478450529,-0.03316898183395033,0.06022963692374279
CCL7,,,0.010666309982212196,,,-0.004768391919471548,-0.008123517145529039,,,,,,,,,0.03236049926764266,,,0.020712562907509946,-0.034080710454088045
NGF,,-0.007392319529823958,0.009781885234080646,,,0.060335383596553036,-0.04090809251542842,-0.0009469130780191502,,,,0.05753177976801144,,0.09000664328218769,0.05504334326941758,0.08181734823335202,0.0787671590482305,-0.026380667154065472,-0.034107451479880695,0.0005856892894687866
TNFSF15,,-0.026379122918144857,,,,0.05055851494100913,-0.027025801694859103,-0.03012555432328003,,,,0.01129868286763185,,0.1056196723256657,0.02955057267770551,-0.01804481545708515,,0.018870327113834066,-0.024543466061086015,-0.02789386989702909
HMGB1,0.017999063125808186,-0.062056167685710484,0.05217646030067087,0.08219700197196388,0.06159930321287624,-0.020804380906394828,-0.03493742255581814,0.13767415377118475,0.13424707952022996,-0.032609468774758,0.04280488221451872,0.13430256887245806,0.01064080432736414,-0.048099490619635574,-0.14008978052279794,-0.10776165652514594,-0.017570371151006032,0.052513393170780236,-0.0037922788031478504,0.014060783773327434
ITGB3BP,0.0071198462338715905,0.08608992200832678,-0.027783989383517515,0.011844219878891527,0.06035386723343907,0.03343053710113597,0.04263839330637584,0.15151343311697255,0.16053184901559225,0.0055491461320832085,-0.012400709322854678,0.05392115759990047,0.1553717192939241,0.014126557470705048,0.12817122852755225,0.059429179593844195,0.0016978817780631092,0.022134816207143467,0.09822280838313532,0.01070305470445731
AANAT,,0.07614933238480208,0.032030614285310434,,,-0.013429498981493173,-0.021570596324172284,,0.00045635535367933796,-0.038524394989024366,0.06371650198642138,,-0.008583980764040676,,0.08048952708577067,0.03149528858166674,0.06739538837052414,,0.06666056419489802,0.05616079923632884
RELN,0.07031972318880231,-0.038284923301914305,0.04658631175635664,0.005063105006889732,0.033412764821095176,0.02292207950664694,0.01580421862605021,-0.019120154203243603,-0.07020268057866892,-0.070481525302398,0.032427641654475335,,0.014732319711090035,-0.06720738529482839,,,,-0.01658111621403652,,-0.013679069868697985
IL15,-0.044115302789373624,0.011065933288931804,0.011104603703678932,-0.005913554858185015,,0.02032098123401936,0.014122519698860655,-0.010261372293422388,0.06879637526396618,0.02868397352287729,-0.012475233391092678,-0.0008383254316912024,0.04343776779406288,0.003205001010972672,0.09329022692033744,-0.03002650426361609,-0.0061948209318136134,-0.005211976764129467,0.08939986931612606,0.01023125336247612
UTS2,,,,,,,,,0.11118436148630136,,,,,,,0.049473621830547064,,,,
BSG,0.007636739242373423,0.14470714165521711,0.015436446016650635,0.01637966219266604,-0.012914680441930063,0.03130204339088685,0.0404713512395085,0.11321476578535769,0.004037693323323168,0.10669927282161483,0.06391664147096685,0.047891671653667,0.085322798539128,0.01401894764653375,0.17586435984765234,0.10963737332574171,0.06860013743991891,-0.016729877435343685,0.06992281694758361,0.20706582363242285
ADAMTS3,-0.009239782869707875,0.07832926388942679,0.06417782344639941,0.020636659901010948,,0.022278278672939286,0.020709691458388295,0.0336761532159254,0.26509167681012813,0.03331044605753371,0.011827245008672653,0.023318174696877532,0.04617570169385943,,-0.03555199040331811,0.029878647056097527,0.07320165048317781,-0.0034867129135091888,0.15109782045307474,0.025674031562672523
CD34,0.02806157273836291,-0.044075940845052564,0.035063159770066715,0.0266835065901371,0.10339791000578466,0.013787516885720318,0.011718825822523338,0.1320369840187865,0.20227936583279024,0.0015290551677637364,-0.021931837719694765,0.07993988834878261,-0.06065084345168262,0.047374126701669024,0.1320325129269785,0.09172211263632853,0.08253236324726766,-0.029444240199783235,-0.0198816602866678,-0.06786768747069649
CCL23,,,,,,,,,0.03482302340913239,,,,,,,,,,,
PLAT,-0.0007011969687816744,0.03113738879027655,0.05170505871276933,0.015385907375753283,0.07498777017882373,0.018639509545177034,-0.040418980855164065,0.18621506037124477,0.24421926759930768,0.08884080827306189,0.0028069714871109537,0.02218946283069863,0.029217119390654956,0.00036741473072655337,0.11659957693943244,0.11535927420579148,0.1677174726413065,0.04404018494831956,0.03000794565091347,0.14411536999129504
NTF3,,,,,,,,,,,-0.035692825789461056,-0.03510375021333019,,,,0.05673539460480277,0.09505010534341261,-0.013685558869986708,,
LTA,,,,-0.006339674575670927,,0.008751586909418003,,,,0.01522354823951894,,,-0.017262183904083978,,,,,,-0.033730053965497504,
CKLF,0.018236310862662652,0.0808613423574834,0.01560172670411215,0.07508111845663161,0.023631984003703328,0.006467779428329447,0.06927394094137204,0.20981659190467186,0.15415498117105475,0.013016183020449129,-0.0004936294175332808,0.0852394235364743,0.11919163968571046,0.09324242087241458,0.138629046254557,0.10326386975692156,0.1817681538391271,0.05333892622933236,0.11786961176755315,0.06310492533068374
APELA,,,,,,,,,,,,0.007330414910548368,,,,,,,,
CD24,0.07893019754588315,0.07380387806054647,0.06513195628111892,0.1148234493585336,-0.021474431708588433,0.056582906693355375,-0.04997403627578482,0.14174604492688375,-0.0025136201282994217,-0.08510710216683173,0.03209298394250719,0.019049846477787295,0.101474062451896,0.027354792100227815,0.18149496630725276,0.027920484754768205,0.07718345431092466,0.04927038879750789,0.09681795156837976,-0.005352495833396103
HSP90AA1,0.03789450530621731,-0.10871202063234763,0.013734588778596523,0.01703163803152513,-0.12897901106714924,-0.019911729675633594,-0.08801945864500678,-0.2238849214964925,-0.25836292397109073,-0.0036433206515958925,-0.02563693414201125,-0.01794228905337648,-0.10738793157417062,-0.06643660631639484,-0.12742262767087814,-0.18596520952929474,-0.23079068161949437,-0.05585058956113465,-0.05820324490740941,-0.14343814399704136
BMP4,-0.019648223037147913,-0.08503636814604232,-0.039700352903774334,0.07700353430758586,0.038223490013159,-0.007476600958867088,-0.02905140484702742,0.21789693261145102,0.04303154564304823,0.027725166866166807,0.009048125170076646,-0.03210927829747777,-0.023905789989184658,-0.015861362355272354,0.09277678462445436,0.06837332811242992,0.1006226003493499,-0.010047831857055198,0.04785736389026278,0.006984275452599646
SCGB3A1,,,-0.03207138545298868,,0.022853098247080927,,0.010864341358554212,-0.005567339516983978,,,0.015445824120183771,0.06481842868334,-0.04353260400233113,0.01952224965185268,,0.07415708552367446,0.06235763979398512,-0.03532472707154674,0.021921724345156046,-0.03978910392578195
IGFBP4,0.02337643652023513,0.02404253160079681,0.059306907816925214,0.026654366818185768,0.055779176735816845,-0.0673204388367077,0.01713787374609598,0.20845263138291084,0.2526460889361147,0.07572405756536882,0.0905554588051233,0.05527738092701807,0.0368906114941039,0.028096939281558504,0.027042980900958993,0.0011747557457330473,-0.04076202939743194,-0.05527424902646361,-0.04145550245814227,0.039253813480952464
RSPO4,,0.03431817213461818,,0.08543290316991538,,0.011536114391447206,0.005090417954735322,,,-0.022200592142721895,0.03635593607756369,,0.07110027067689088,0.07500232231163133,,,,0.03147717953181912,-0.003660303856074047,0.10469113848605133
LEFTY2,0.08200539368410646,0.09295257741870244,0.08851583210543347,0.05902309324787143,0.1093798776076261,0.042115723248522134,0.0905170404657039,0.0849794129447364,0.18516158901510385,0.04163857841331081,0.06376112731440454,-0.0016429745802580091,0.059036502846972504,,-0.010315906938732928,0.021213306251081816,0.062378460671514604,-0.026095243581205047,0.08574080310247861,0.06805256586304571
PF4,,,-0.05103901398043656,-0.014115958912692267,,0.03520114677551087,,,,,,,,,,,0.047074569412229955,,0.05145857826895807,-0.030158301696289802
ANGPTL2,0.08904385660048798,0.017976773210915557,0.02655752697446583,0.029822101601163963,0.08335077197792837,-0.003846111574999737,0.04480546387685852,0.2516723541896946,0.21492775968919442,-0.005206456214869036,0.0546766736519414,-0.03900272907879674,0.15815808485129354,0.08469859602633403,0.024876276711420783,0.12698567413691453,0.12221876843880713,0.020494035704572974,0.018714285384220222,0.13058648677504808
LRIG2,0.037018531140295,0.10279292858703243,0.04200388061518272,0.046415053669931566,0.012511384812376425,0.012936361734970448,0.037531355792342284,0.12772074742726752,0.10377187993844776,0.012601852831401904,0.0268814896981711,0.05020890733348246,0.03351827248796947,0.07201848941915552,0.15282612882434105,0.08343240848529875,0.10815054258070692,-0.013470510849509544,0.1235851038434857,0.10697291377360679
ICOSLG,-0.024848812321590037,0.017739136546849926,0.060475888947096296,0.02735397175721082,0.07779427405074864,0.051047249926263305,0.003996886134875039,0.08246595384315906,0.11860053804558038,0.02973129427432608,-0.00039266494629272347,0.07478423202322668,0.03990676958396452,0.02987646873930257,0.03711341559070558,0.11035183056394636,0.11941330326649008,-0.016000486040376218,0.07513285167233567,0.1316065990898352
WIF1,,-0.1303078518746485,-0.06647712116894004,,-0.021851622162509278,,0.013378930903649736,-0.1893408322891266,-0.14799921961624612,-0.03330019135893587,0.015819366547320534,,-0.07401679053016377,,,,,-0.02938881295452101,,0.0018663522968989893
NPPC,-0.023701043473521154,-0.004045553327266974,0.024489993474645276,,0.09173412913369053,0.04167849539247275,-0.04311937613044007,-0.04260163311520643,-0.0865703199763106,0.02631914873833763,-0.026405239242734125,,0.08578028438961964,-0.039133717697151425,0.019068103585422845,0.002810323611422481,0.06043575381738269,0.031552937574546,,-0.04204255505129938
LYZ,-0.031663292464382695,0.040567573351736635,-0.04625224385510098,0.055110712344470236,-0.02532858496260567,-0.002816525474432825,-0.00997116266435582,0.05907137764134646,0.21835382481395663,0.008366044289942896,0.036967079125019786,0.1422676428030309,-0.02686649327239967,0.06476941584345622,0.02896385198915546,0.07271868914744209,0.11186960790983642,-0.030936438084645707,-0.03442080563696545,0.0017074811333856344
EREG,,,,,0.03620175060031248,,-0.04131506059947549,,,,,0.03353009981180324,,,,0.0037553165206410766,0.0189488959159323,0.021958044471101446,0.022648160598784557,-0.050281160484268804
SPTAN1,-0.0056015589747652654,-0.026776810290152008,0.0638388579708184,-0.048559893524290756,0.07806175696571976,-0.008520791334572973,-0.003197967530101566,-0.05835738459713557,-0.01988866934576217,-0.010561909471698418,-0.009633776020088873,0.03459349013428035,-0.043183758217278045,0.05091233111837414,0.11435629799249375,0.03222914995266907,0.11511724059331785,0.039698132892898225,0.07417245850457843,-0.0462368776978397
PTH2,,,,,,,,,,,,,,,,,,0.030586473997487665,,
LIPC,-0.024443205648313898,0.06793641684526128,-0.012884203902660405,0.0019761437563802792,,-0.0038263454193478907,0.043916476343274835,-0.035071737836750896,0.12597892003761327,0.009687286393853925,,-0.01453029753492514,0.00419916283680715,-0.013239041160273394,0.008194849153057047,,,,0.0343456836905071,-0.016097588613503324
COL8A1,-0.03256821271477115,0.09583216736129929,0.02767957480858731,-0.043419831086695754,-0.0002960070802281028,-0.008500295643982898,0.008442251609033434,0.11925588433369781,0.17627308285768378,0.03902659899847352,0.018950530808983592,-0.06161811168265292,0.1429679677547342,0.13036261386931802,0.0354076233999642,0.1353673568962688,0.18052984885202436,-0.037747493926168184,-0.03319295363152167,0.010872408204112623
GSTM2,0.07869533026707429,0.00047382829663612374,0.01906750010980146,0.030618578187437257,0.015311114773772215,0.050946143352949676,0.06178389693664244,-0.028175033233056965,0.0849056598354929,0.03508432187201479,-0.017802161506112142,0.027095957839147214,0.09192982641419364,-0.043359884489880006,0.08783868057642555,0.02225091767142705,0.04246525349485522,0.022115493403854856,0.06423832449085164,0.056759855274744815
SPX,-0.010760839190609526,0.0011061866551066283,0.039335331657520595,0.0363186851410408,,0.05498526810241914,-0.07273873950920148,-0.057392524834062326,-0.07409035548245982,-0.05009338800388409,-0.003587613789615591,,-0.08644151619610506,,-0.07165623941446,0.05941979226790871,0.05599895033449145,-0.040388316257421196,0.15822017858228166,-0.051907340262481144
MFGE8,0.02356261658115968,0.037188175696568807,-0.04996072314953414,0.02401876953104516,0.03331028788261485,-0.05315123972192698,0.03653383607666139,0.14672595504217306,0.05327816409832925,0.018499282727578607,-0.011427394781694935,-0.010327017538471784,0.0038623320392517316,0.03845470890638631,0.09503828017265759,0.06293330049842268,0.06170353293161932,-0.05527033486731609,-0.02218657572901851,0.004049977192083159
TGFA,0.011473907625390509,0.13513557370953913,0.039783855293252075,0.06390539929325358,0.10449820845715892,0.020650213188838747,0.04600164903999484,0.10687882146843883,0.050463189700406655,0.06604019377895047,-0.03570201286115462,0.02802736738920723,0.09216407776992222,0.021974866778431648,0.031719485658984546,0.09384846240783344,0.12958304715301713,0.028759611141536842,0.18425550280028347,0.060612410656260225
SLIT2,-0.019648219893137572,-0.13992713734719864,0.018394814544574378,-0.03533683059052602,-0.061757298272088416,0.015326807175484227,-0.03775612881284779,-0.014057502355009546,-0.019088827325976613,0.0045720923694903964,-0.0068295095009016015,0.07568944671640045,-0.09843061136853995,0.05452972459253814,-0.07668111089888027,0.14712855388279128,0.11217166586963168,0.055330234734676215,-0.01515698958290025,0.06701879863326299
PLTP,0.03353058302095991,0.08521788910806082,-0.010309740783829385,0.005913424600151682,0.05941691140495412,-0.05639298522114214,0.03769328435249171,0.10716319841176539,0.33020787871154755,-0.05382073663609451,0.06880681607252229,0.10194608968167679,-0.017670153475871225,-0.007177003654151409,0.08575503970186929,0.060188649715336086,-0.024832715524575118,-0.06961365399962786,0.031288693334518065,0.10143612705188279
APOD,0.005167198413789404,-0.1474149659079755,0.016619642194540308,-0.09919608499573007,0.10281742915002424,0.001940956390586777,0.004423304039711065,-0.10284740396592588,-0.002951355567629529,-0.07003399900266832,0.061546156618345664,0.09875534121751561,-0.05288805467073436,0.00040087022237142293,-0.264664076066492,0.16430629213225628,0.17480489573732685,-0.06516584976747261,-0.11027672353928875,-0.08574372389684784
B2M,0.10484524115352593,-0.06834164772926674,0.1715552714963697,-0.14390793198458754,0.1048798256864535,-0.05550271633940589,-0.002471607343527614,0.1890238669473441,0.31607826191846145,-0.13393124962758596,0.07038967007031009,0.14783321323077336,0.15172864478626472,0.04404184451376535,-0.12537621593391682,0.18182080543111928,0.16054970125154566,-0.08492814203837405,-0.11578778107272503,0.14920252796114583
OMG,0.01505862914502863,0.04850692604709663,0.0428158248805457,-0.02631862237428309,0.11384621649208829,0.07706709670780865,0.024129209748615293,0.0028849769096878372,-0.15952289033396894,-0.09310692373203423,-0.02688035533802936,0.009636135932597194,-0.0248763380469943,0.025440899759369168,-0.1264307198874063,0.08998109065104788,0.17198796878550468,0.051494909403581014,0.2064783360724653,-0.12070979600824727
CXCL3,-0.015374678623916282,-0.0735456369735468,-0.017353080821811046,0.022132683131879213,-0.06509627432747442,0.02467438908172971,0.0007765822801948667,,0.06466710200213292,0.06229751721012891,0.016263055850128355,0.11588111630885935,0.02893835449589233,,,0.037239756293882514,-0.03389141675216178,0.01732223003060284,0.0035839625422922736,-0.027677343912719213
CXCL10,-0.011381541020027084,0.0285255675292364,0.06549788173872066,-0.006358569709753445,,0.0026674719858350146,0.058888034219877906,0.04581238701950311,0.2691618212140041,-0.08076396791628884,0.04315563171398337,0.07256557454410378,0.0491902927722566,-0.03774395404172181,-0.023003437859624647,0.0020672096897104498,0.04962003714069296,-0.042505934618750706,0.049286937965144134,0.011719615031154056
RSPO3,,,0.00011976307952001155,,0.04764880854496846,0.05588824221444869,-0.017437026153966997,0.01547138249437879,-0.057876160811817304,-0.011133934821402647,0.02108800918685912,,-0.030501795753783357,,,0.07277445027965976,0.005253166741428992,-0.0017623904002156282,0.06549566556062802,-0.014154396663681429
CORT,0.005140827554689951,-0.036968357798923754,0.014954159536655008,0.0510030335985194,0.014954034114000835,0.052928022569542536,-0.06590166114344807,-0.0334317491890965,-0.07890709501416113,0.0011781642355408707,0.013359114782349496,,0.05066074068923548,,,0.09137965452739259,0.0681619359178941,-0.020512907465794823,,
NCAN,0.08919638980068842,0.09446148156146054,0.13367545905422523,0.06214298269566951,0.09269085772187367,-0.05129913047987939,-0.011145835874643698,0.07571052430338589,0.03577605230637934,0.14775425283899848,-0.01404199090078668,,0.15322719253665423,0.050638975273192076,0.02067300749116032,0.16164259930876587,0.15803809777574365,0.033517797680057144,0.16581473740734085,0.002047111514349109
