,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HBEGF,-0.10180236838565518,0.06480138865032639,-0.006854811342428768,-0.014103961261943593,0.03719685006026697,-0.1655056924687354,-0.1796996511730735,-0.12035631292499435,-0.21270874489378389,-0.03258963750697653,-0.16302272798241355,0.001526178703213553,0.1451584615878253,-0.045692084326943966,-0.013361445968748178,-0.007306331137817843,0.20129648224110416,0.043003187239369696
CSF3,-0.029632598177662874,,,-0.0399150069827817,0.010210844442717103,-0.013037186151593426,,-0.018002703620458194,,,,,,,,0.03798657618728395,0.0476671513465609,
PI3,-0.028801841319859262,-0.022159583894161432,,-0.08206342730310177,-0.04613599694720222,-0.07777117731346045,,-0.06361611435744849,,,,,,-0.10492948624584718,-0.022765535598807583,-0.11956325931539132,0.019495298894836963,
PCSK1N,0.25054819973419373,0.009706258821978907,0.10501857908791978,0.1228121585192679,-0.021333223638357088,0.08907884731413818,0.15257645523041177,0.30841029663146763,-0.06570236436131412,0.09050830074842044,0.42929417126994623,0.1397902910805565,0.03075142430402085,0.03550336485471984,0.05678354847584868,0.18113326971979266,-0.08434704930742014,0.18351888936190933
NTS,,,,,,-0.07140392634424013,0.05832945955825289,-0.06534366238714398,-0.04613106554645336,-0.0109720061570217,-0.0555033841553246,,,,,0.02673622736176584,,
SFRP1,0.10516339236284213,0.023509527436375553,-0.040599779286445155,,-0.029107765091125455,0.0610189746540339,-0.10522687115236463,-0.03530732786860561,0.0069329594613248054,0.18049301386560482,-0.10563082346596865,0.057579312927927166,0.13142720843889838,0.09968439723225304,-0.010601472831021036,-0.05333164065121247,-0.05374052798123493,-0.08436845332524809
CXCL13,,,-0.030209590812557932,-0.02898301792457808,,0.0518142911329803,,,,,,,,,,,0.022108690869880213,
MICA,-0.08245747214921997,-0.00494978343160417,-0.020980852084474158,-0.04482747939786705,-0.02064905165886609,-0.035925765297453685,-0.03780473711643006,-0.12512474639589147,-0.013814968972648866,-0.026727189680822928,-0.044632690853994496,-0.05746435367264731,0.03376945804778609,0.024172506298753015,0.033754535783993914,0.05248261841503619,0.13460455189235557,0.11750680351861074
TG,-0.019827303736474643,0.04536331405000459,0.05165570262653477,,-0.0025226175400640616,-0.024397612137970058,0.022944173333451376,0.00756011847769967,-0.005234668512913605,-0.028630724969000064,,-0.004847176086232461,0.06850446795609348,0.008042110368975156,,0.017377049335917313,-0.058361099738038706,
ADA,0.06310859029311199,0.07567549815533219,-0.01791691053028887,0.006532691707803419,0.01573557004762921,-0.003335380586140386,-0.020868718185008205,-0.2681354880598431,-0.008539297073793231,-0.0007285163217113722,-0.20228994118483595,0.01818422944869893,0.0992795082991167,0.18977377016464522,-0.010427832200647623,0.029376206987216432,0.048941560732722524,0.12869755866647595
LAMC3,0.008045527830395527,0.05521205378797878,-0.014437209118106274,0.12419390461195792,0.038516930056201944,0.09576421391883844,-0.057925147711441645,-0.2177907782523465,-0.017928800728669092,-0.06562970726229524,-0.03491648037486298,0.059403577006741204,0.03538146025314671,0.08706009655419837,0.01981375066583221,-0.11898107012278769,0.10640181951262936,-0.07145992968891625
CCL7,,-0.0035381652900367175,,,0.06530405252764813,-0.03887791166423289,,,,,,,,,,0.046409471471828376,0.05805304053859785,
NGF,-0.0387095795797889,-0.00949489866154408,,,0.008631215593192,-0.0055448657571292035,-0.006340127216044874,,,,0.09950833072734676,,,,,-0.071615821957924,0.10303990847616064,
TNFSF15,0.002539589417639906,,,,-0.025289526914789744,0.09320662264624384,-0.028798663939278147,,,,,,0.021567659555377258,,,0.030826711436994145,0.09248099869325314,
HMGB1,0.12054504202008134,0.10694677907546943,-0.031116082782037882,0.1635723156641009,-0.018120868719918366,0.049659234805515595,-0.06318333959206429,-0.3215668398199665,0.11158513395032055,-0.00597312211760445,-0.10076431682898758,0.016331376901370702,-0.07948819728403507,0.07507081627963193,-0.028219521607513676,0.09257839403531287,0.02359879315132549,-0.05415962350353625
ITGB3BP,-0.21938585639296393,-0.048922837393634254,0.016605367638228098,0.08011088317642942,0.02070247452775327,0.0039532013075201395,-0.18467604037185775,-0.28121593876092565,0.01197296973035255,-0.030582821933173274,-0.06764019771298065,-0.023229332869245903,0.022258247150723675,0.025202324399478948,0.033986078332278034,0.0883682249511963,0.03074111172525434,0.1252267253807447
AANAT,-0.0021859271855182213,0.0070671295178451506,,,0.04068814910088959,0.06949547968627705,,-0.01520327283023109,0.004470028573867488,-0.03300309528056181,0.01187060404025521,0.005845740282317169,,0.0470438765573757,0.03262066603320026,0.07205566152654815,-0.009373236331939452,
RELN,0.04122910649087403,0.016281207602394574,0.09312071533727861,-0.04495039657943611,0.006344401269704586,0.025237951823879792,0.11257758168654369,0.2192254723065974,0.08728786624963412,0.05621164904631289,0.03484958861640063,0.011535586711067584,,,-0.041447149009431555,,-0.053843131524002344,-0.05681910005678423
IL15,-0.05004885772410669,0.04028263556700181,-0.022367287487307232,,-0.016661582806272578,-0.037310879650976736,0.049592396466281906,-0.10885191503481877,0.07282583739787556,0.004626165091610579,-0.026235702710738298,-0.035493396035931206,0.07705317434720678,-0.056246755501527,0.03734173425708566,0.004948467283040605,0.10328173402952859,
UTS2,,,,,,,,-0.13981549920207098,,,,,0.1435627334331044,0.07948879750371184,,,,
BSG,-0.21930529774412325,-0.04079749040012823,-0.04176431516699102,-0.0006288479406682148,-0.012106447924538848,-0.009976453142881262,-0.03718105872830856,0.2509573682784134,-0.1302893625133037,0.031026057602086838,0.2575102613978969,-0.09765205529552483,0.13485015120139365,0.01007662209216377,0.1038105367467413,0.22115557879514663,0.17125714198354275,0.1686662283314145
ADAMTS3,-0.1062552957819324,0.016535398984344623,-0.023069736123421537,,-0.01807188790586799,0.010193906980180618,0.02827239552774,-0.36681770023975435,-0.022734297310753705,0.037288994629151244,0.07101778701774772,0.02401000313016821,0.19472880491453623,0.13275165237697137,0.06522145955085075,0.2598865293308703,0.11015434876255589,
CD34,0.14573179989856636,0.011443846374341236,0.0568755820644968,0.19479013382631688,0.02699997707948976,0.12277791019683354,0.00289860726487096,-0.2085221465420114,-0.016300666160647483,0.05044445826512567,-0.005316037442070231,0.016637570836724475,0.05237635379582942,0.08844695949201327,0.05780400427580061,-0.07744017349047413,0.09357661032163743,0.09397622691854933
CCL23,,,,,,,,-0.06302931445957628,,,,,0.06336454867156782,,,,,
PLAT,-0.02559748086407556,0.08285816269022729,0.06651905255940396,0.04589499167732442,-0.050344264038960945,0.022721025918455897,-0.22769393562622628,-0.30778894310857857,-0.1688275590753465,0.016564093177622596,0.025570548337442746,-0.013576244919779911,0.10330678223698032,0.12366492440901479,0.11806287678337785,0.020199223991228577,0.07483267623596063,0.044105042492132346
NTF3,,,,,,,,,,-0.0129043611756497,,,,,,,,
LTA,,,-0.01882226446142957,,-0.029107763729418454,,,,-0.0023188932651389904,,,0.02088371793734118,,,,-0.0053091967050973195,,
CKLF,-0.048229980674714346,-0.0372523863486689,-0.025139991354752603,0.04298033162448043,0.01989662013646582,-0.036045606766805134,-0.1919227280182006,-0.3842965968229432,-0.017847926222733946,-0.04009476403309263,-0.17530986778843718,-0.04267161132472699,0.06402766991726443,-0.0069088630548889435,0.028011060653092293,0.16408686462627195,0.11824470170519392,0.0046339862032636495
CD24,-0.04506886590962466,0.0009380260871705644,-0.04329957578201799,-0.006749530902087854,-0.002171810271872904,-0.022930633820516026,-0.1940822199108938,-0.04374827031256579,0.062392325262979574,-0.21859767862425344,0.045350921290805375,-0.08227057934377,0.17158251753882758,0.09099546386408888,0.029198400898094556,0.10582000918416759,-0.08271531747886272,0.20636711080398354
HSP90AA1,0.10512167287817333,0.024353978857559855,-0.0056710278633579445,-0.09321235693012622,0.0214378702019261,0.284620287601113,0.2691189173332471,0.43648240186418,-0.14423458213940446,-0.010739751529980215,0.3739744404202335,0.1270870697111897,0.061018727867811755,-0.140559777370895,0.11124938294594591,-0.07984221389442325,-0.13773772406967894,0.14136993027357705
BMP4,0.1723810857876046,-0.009197688276598321,-0.01995270369036523,0.015011358469957173,0.012527130860100927,0.01699544518025096,-0.12950007147147372,0.08879778508984389,0.03220622087877611,-0.004550969733990961,0.14252505257595494,0.026774989155498117,0.049017451697119706,0.04766806017245293,-0.013548047252313804,-0.011505741003730589,0.01006324867653777,
SCGB3A1,,0.019749034155482872,,-0.04266519525367001,,0.02863460416823367,-0.03773845378568302,,,-0.027838433662180254,0.06303278204218786,0.14672958660516364,0.09579739205096793,0.054247882244518014,,0.005418691957511761,0.004274194438500106,
IGFBP4,-0.04103020289567465,0.04961563961641281,-0.040171356306641814,0.061762611204297296,-0.018835198812904765,-0.018546923660343096,-0.16775514060701738,-0.19212222389183325,-0.10466371706467086,0.02192428008012072,-0.12679563355357631,0.008467568197479675,-0.046284649758112154,0.07194944648965626,0.09328609529579192,-0.06976020995965845,0.04502978794875409,0.10183052557971771
RSPO4,-0.047287720108938974,,0.012780336837493834,,0.04408551670376721,-0.016534342904434573,,,0.008882563528056678,-0.02783842959017958,,0.013108682685166406,,,,0.004274276376707242,0.14014588997664698,
LEFTY2,0.011181073199835884,0.14801618995596444,-0.019053430506589725,0.07971185097399469,0.031276728446528165,0.0021932206939381544,-0.06769916865156379,-0.2739287151537271,-0.021914428959334997,7.399100696909222e-05,-0.005574334987437002,0.036490411687826775,0.1505895346357139,0.23227546221117543,0.10309178075593046,0.011162928782341286,0.032224972652629386,
PF4,,0.04751375110920679,-0.01712140774097571,,0.03756262373006052,,,,,,,,,,,0.06559753623959008,-0.029029049599145543,
ANGPTL2,-0.014653045745781674,0.01737937111278644,-0.0013300110406376613,0.06559009635704863,-0.03156860539350172,-0.05996916122515408,-0.2839507819452587,-0.22134475507464252,-0.0019229758888003967,-0.10221257956973322,-0.21627523606083335,-0.10224292733398034,0.12312580959449122,0.1379352998883444,-0.0408569093058904,0.06147193839629342,0.11338903514984301,-0.09558516661527017
LRIG2,-0.04315124293721939,-0.02139830603643915,-0.02970726964156963,0.04796558712934413,-0.014194949126553653,-0.02721448709367496,-0.13427802052406232,-0.13593228342197863,-0.008413606512850945,-0.07372330294078173,0.05965832599900688,-0.0581055984062509,0.025099756806385386,0.13142534496971003,0.059586568434231935,0.1635391935123943,0.07374903210795193,0.048412712793486974
ICOSLG,-0.05143993281250223,0.04122990695052874,-0.0025992272746076213,0.08649592866064619,-0.022429761582730544,-0.01379855656161093,-0.13978919897353226,-0.17059514556822367,-0.07505673477626532,0.019262650500550513,-0.1409134861157387,-0.014101018381141096,0.133908726768666,-0.111498233182425,-0.04576257495882047,0.05526132315840309,0.018788048966009246,-0.06830823417188751
WIF1,0.4038253695591169,0.03172847771963084,,0.015717337206163286,,0.17533341562782095,0.3742693822416395,0.48628484116927756,0.10577384064637645,0.06172218564587558,0.3646079626079881,0.18524930349242993,,,,,0.007096274215793507,0.2494093988434582
NPPC,0.04902370799299443,0.015904030776668184,,0.08199543991576017,0.010233060594026322,0.14506173162626568,0.041713572008346314,0.010134627663528467,0.06756161630933759,-0.005514986462967722,0.1897139913713071,-0.06661957998693319,-0.07094200418488512,-0.0007655081381349039,0.037138267510895974,,-0.07481924152195234,0.14034193340793824
LYZ,-0.025359247461179797,0.013230160026490419,-0.0616862286144432,0.03413498378028992,-0.04115328547602977,-0.057520223655424516,-0.07060087947730455,-0.25027366126842304,0.0055227167369522375,-0.039531535895179826,-0.29566593312063777,0.06715159791901756,0.2122482554946398,-0.024665418861966996,0.015245197703986373,-0.08583603320552377,-0.05670791238342674,-0.003994250220137443
EREG,,,,-0.053802490027901835,,-0.08132822019837642,,,,,0.019049323637904896,,,,,0.0025060597300403187,0.0036945971656953667,
SPTAN1,0.21781463758860714,0.12482557649993727,-0.0032468670948589025,0.1065028988756654,-0.015085235681115092,0.16285038162143334,0.18861744128962465,0.18147032967670162,0.06605716464880361,-0.05382160613019528,0.3868897232513678,0.10655628899496562,-0.019344669193001287,0.12355431935574777,0.06573873708900002,0.10916135015663944,-0.15388676094930037,0.13918435859907682
LIPC,-0.03515574274595572,-0.006162461546001016,0.06255892579311126,,0.023524838959164757,0.06712097581393975,0.08230182632803103,-0.12949633072116584,0.03525684023603969,,-0.07643521129780761,0.03603384045700394,0.013438987633943333,0.10900317039250797,-0.03859454575724585,-0.007868060569588496,0.0041993451156971465,
COL8A1,-0.16137853290689147,0.041306901675737806,0.08744568719387073,0.06708712599410524,-0.03925300056138367,-0.13053124238837033,-0.18476781128098022,-0.12461837438772039,0.010714094145483381,-0.028572684563509105,-0.11507240146417795,-0.0299527202644896,0.10404808502321486,0.016102944150644307,0.030121517205371345,0.0008447817868177416,0.13991079088526348,
GSTM2,0.010217479036552833,0.0207005891922407,-0.01004694177518544,-0.010451027497598632,-0.015901195147782474,-0.03989879474853593,0.04586656013952587,-0.060810420201345576,-0.0648902588778102,0.020895310889221978,-0.05419360444944998,0.004725512306110449,0.0341828015275436,-0.03894022250861204,0.0015561540639119937,0.11592390876566987,0.052708784734682546,
IL4,,,,,,,,,,,,,,0.041330441841188836,,,,
SPX,0.19544894216134104,-0.051589119065941144,0.059272544431877225,,0.00676607525934026,0.2432157262191333,0.12608143367529243,0.2389651179154154,0.16254306293772633,-0.00027956788804060474,0.054256942668716494,0.13439899805340402,-0.01285723252742528,,-0.09332837999553927,0.0814118612747151,-0.1386498336062892,-0.12464846317380997
MFGE8,-0.14519343648663394,-0.03043011354673933,0.011789112852671039,-0.013598486758656414,0.028350223599806778,0.14157276523184822,-0.10147408693077514,-0.08538672944551774,-0.10631875780388483,-0.01225493538658777,0.17551374812477114,-0.042900286805468896,-0.022378652848061967,0.1254490565449803,0.04447386207937471,0.026702921654206378,-0.0021200865588746546,0.09343281165885549
TGFA,-0.24948965051680608,0.015181887562763808,-0.03229285047369944,0.002127470954509065,0.04524960337303149,-0.10605946238600737,-0.0665558983736718,-0.20787459955745446,-0.12260074277495768,0.0027007566154524693,-0.11279667612995778,-0.05564215311887649,0.0077101820427636115,-0.03798235126543184,-0.0029418727520438403,0.15193189316743116,0.11017461811695597,-0.1469263343404919
SLIT2,0.3463081538818115,0.04879078900872093,0.042651894654972954,0.19276145167138506,-0.01646858256968456,0.08143118712769522,0.038468552806240806,0.2073110582193451,0.1432457947012546,-0.03812837970337919,0.27711759920784307,0.17907640642405695,0.07453530478956329,0.013336056203319974,0.023053355962580076,0.010895207041511326,0.11813914354114094,0.2550274723230809
PLTP,-0.07046858109787113,0.05130936749422402,-0.021598876076604146,0.1103013430721727,-0.06373208691644716,-0.15265438650343513,-0.11771654280797753,-0.4084266247374376,0.01676262578802479,-0.1842103411288286,-0.36300574307143463,0.004042182592916843,0.15301717490216568,0.0714755106102047,0.0748608416427433,-0.06702357967158269,-0.0029619307799398234,-0.07336528757146361
APOD,0.13558302362489347,-0.03072146808911911,0.04836525974623811,0.1773777069820228,-0.03203235952428568,-0.10697189434665617,-0.18514437634963643,-0.386037364228752,0.05317289965814296,-0.10246216149814605,-0.3017886324262005,0.02542246179288316,-0.1150509902613944,-0.05960254554251269,-0.06462830405503905,-0.16919707243984766,-0.133859383725904,-0.20064624411522894
B2M,0.08213238091936545,-0.013183674656387622,0.10656283252353735,0.06618653953779982,0.03655902960321531,-0.08201375961614396,-0.35646026634976447,-0.523739227632128,0.01035515715769448,-0.1473193034161925,-0.43720151785512146,-0.059166632468163435,0.2646976038308753,0.13999980022803554,0.09108463444233428,-0.17982387165987584,0.01497950754244506,-0.24321433882325635
OMG,0.23310708653672269,0.023000664707606616,-0.014162924705583502,0.12936964229124814,0.02094885684509742,0.12971334892549125,0.030008814927674436,-0.027358297706853135,0.09582615935936789,0.10379968814642142,-0.11008694908366018,0.14261446309789338,0.011274122418592733,0.05168310348934833,-0.06917074265577927,0.13716774715123325,-0.08337634646406164,-0.17013320806885118
CXCL3,-0.10137119536675922,-0.059721091168758,0.002024040276271148,-0.07515446285492798,0.0345663881904527,-0.07475183452469233,,-0.034189586764343166,-0.08139114351272644,-0.019530331750265084,0.0006445778186018478,-0.035323405812104414,0.1632044890066065,-0.12242149296152542,-0.0019315083530266862,0.01567795519412632,0.044802997616555484,
CXCL10,-0.015717029706280906,0.08699282793476598,0.01852175970518045,,-0.013247626520361017,0.0075123445636521785,0.029872247634515545,-0.35529533539391883,-0.07077330957966392,0.01646680904769594,-0.10979455892190922,-0.009341762608627301,0.0475505926737712,-0.0320716567140998,0.05028343946413144,0.04050220725397136,-0.06107028996666981,
RSPO3,,0.019839611774763125,,0.09483935140538798,0.05744289155964325,0.2637476665758059,0.05979173850316478,0.18389831614916155,0.10826337777341077,0.03581613019226212,0.080241934360948,0.03585877954439776,,,,0.009422614271659989,-0.050698056060604436,0.11034167112918625
CORT,0.0653337732192308,0.0843386378334587,0.04546301309587343,0.3388410675790282,0.03137778433712049,0.18148903471340352,-0.02977242684994238,0.2619869916636594,0.028275794165142896,-0.02879544877796745,0.09137798980817669,0.011908227322598162,,,,,,0.09350415846513613
NCAN,-0.030568183098028317,0.03629007712507132,0.03342972078554938,0.1311768549980952,-0.032074796671518094,0.27672889954782975,-0.1576901284830444,-0.19542896118994077,-0.02194849239159445,0.04736440149972422,0.31399609852094396,-0.0888025850157092,-0.04547726915847012,0.0233613977320436,0.015192408828232485,0.2730572499266343,-0.11841631257061692,-0.02692235534633725
PRG4,-0.02461078934103139,-0.01803023433624005,,0.14686359716742417,0.002456905080833362,0.06469812165912334,,-0.05817013687479156,-0.04405187706699571,,,-0.0198779857766146,,,,-0.001368645642916184,0.0936972126026958,
ZG16B,,-0.025830157314302323,0.012048502766361014,,-0.003220571815207094,,,0.04228127333704119,0.004886567100685038,,,,,,,-0.005245219082059475,-0.03508613876329443,
TGM2,-0.07689655869588852,-0.011274025808231284,0.040828670690288255,-0.041858457603565165,0.051915918357428696,-0.06385099912146126,0.04704386846222087,-0.11954176869811715,0.010696434096084891,-0.04292537186977986,0.0269394878234638,0.09488419744197449,0.12345131438312062,-0.13191465600753197,0.04921018465025071,-0.04160428079736514,-0.015082576525443363,0.16055267562161074
VEGFC,-0.05191754819280675,-0.0102815651275046,0.023143365233057427,-0.04893037853643268,-0.02536772865449706,0.006385918306402761,0.04517757033071539,-0.02368106405158532,0.021479634224310786,-0.028833934267896,0.005282520496909109,0.13164048355539462,0.07606322553766227,0.06441648239719847,0.0019310714878203676,-0.07302912841443558,0.043023560815371654,
WNT6,-0.02931138012087172,-0.03149796404228708,-0.019053431006637544,-0.023058250216104748,-0.012454529380341051,0.05079840612637222,-0.022627979929353743,-0.05453738163493985,0.0006581809816073527,,,0.01986003889512869,,-0.11418467380152451,,0.04577878184259917,-0.07721619548853033,
NRG4,-0.04907024020721921,-0.009649574786841569,,0.04092307194067389,-0.017036317674803007,0.0764841924312435,0.008894451299683494,-0.05200911573163674,0.012534007160131002,0.011233916434779037,0.25577349073949296,0.03626006558859832,,,-0.024719735786020287,0.09953737235421178,-0.034454168857708904,
PMCH,,0.03752445193036225,,,-0.006762658466748209,,,,-0.05172635365448275,,,,,,,-0.007818374929426837,0.035320759330864836,
COL9A1,0.05833988192984562,0.06459354642383501,-0.0396997164854036,0.06372182385855334,0.031961364729127736,-0.025666329272582892,-0.2266911883862511,-0.05797622575233325,-0.006858651418303025,-0.05366263422320179,0.0500599835363017,0.013049714131671898,-0.05798870788188657,0.09770813497031214,0.06962779867774552,0.20470449759847978,0.12010697281453327,0.03941097297484585
GDF11,0.011074641058420783,0.0996002313081906,-0.04729563273174636,0.0851051053863028,0.021751093237850058,0.03694246832745005,-0.20125614376145304,-0.22506522904955298,-0.016847805361919068,-0.026150036494092484,0.12317641874727522,-0.023575821902563163,0.0846634834305668,0.002116430541691116,0.07543382656866235,0.08939754962497488,0.09253810855710036,-0.002886386151993501
RAET1E,,,,,,,,,,,,,,,,-0.00708412517008101,,
IL24,,,,,,,,,,,,,,,,,-0.012350541296619123,
SORBS1,0.07139444739104618,0.08485928418332862,0.07391423669794338,0.03691679173365114,0.020173711198135515,0.07063812103814329,-0.02555588519598559,0.016561269881616724,0.12633364402405833,-0.027580849834346687,-0.059708058460741335,0.0017984067866845914,0.04650152686511339,0.08487056803225818,0.015930845184525255,0.1088987048794172,-0.012039089615765781,0.0418659611394798
