,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TG,-0.013940897206442364,-0.018617950947984123,0.014157453257197259,-0.02819354609351683,-0.026903410796375603,-0.006418844924634057,0.03106950940340705,-0.003439772844913419,,0.006958173140051173,0.1279373118683296,0.009920934564066716,-0.007768811388613603,-0.020933053394017735,,0.04829941862580464,
ADA,0.00954380551003529,-0.028784761035565137,0.013244235069147008,0.020710176878105013,0.005387241059428122,-0.0643846220096946,-0.025863278240331092,-0.004507438754452543,-0.09709412677184523,-0.01840814847015136,-0.0845266375551208,0.013965385243713994,0.07219226332182149,-0.05097324977091406,-0.03210318881718056,-0.020024959353775854,0.159002612207672
LAMC3,-0.002391516185420274,0.009777012099145914,-0.07664518663806982,-0.004078137116040747,-0.002679954829179348,-0.05688127475650725,-0.029459382710358535,-0.006929183170290232,-0.04888451353502921,-0.005618497892648008,0.030911566129115234,0.06414561283542207,0.09178853365624283,-0.024286636027647336,0.01451602945950921,-0.023315526418153276,-0.055628622285682314
CCL7,-0.008320793550225625,,0.009410949641428456,-0.03471065774231947,,,,,,,,0.04648585375479544,,,,-0.05305501912931614,
NGF,-0.021424291757990436,,0.008096487198326705,0.0962861241473652,-0.03700109271861882,,,,0.05912944287946677,,,-0.006969505189430751,0.00547326431290225,0.03865012327267048,,0.013029335138706893,
TNFSF15,,,0.0050269963972611595,0.07501636614966328,-0.033514949113438365,,,,,,-0.0315401664698184,0.08123069462333127,,-0.002260186046422042,,0.0008548508022396289,
HMGB1,0.07342923014803986,-0.0610759510711519,-0.02976682909951286,0.02491142465614515,0.007437565726436725,-0.10150246723513358,0.04632322381370581,-0.0025812439753547245,-0.1118463141754651,-0.015774353260398822,0.0013347151258091762,-0.07844154877063877,-0.03380398024915903,-0.026600424583669204,0.08757843190490347,0.022529126247055734,-0.08454239112179364
ITGB3BP,-0.03560682201734141,0.10156050283417546,0.00981814120955322,0.03964641936961009,-0.032222162026527314,-0.12500349363610874,-0.030998859351833462,-0.0022178888623389215,0.048739101385703795,-0.10457843863524995,0.0034053910033721817,0.03218875832711339,-0.003911109348422189,0.005775327223816416,0.032099766350267525,-0.03070969056237439,0.07200880443363199
AANAT,-0.03358545474714617,,-0.01320544572160063,0.06973333517525912,,-0.017452220814674735,0.050794770403332426,0.03512039805866436,-0.01805576272490764,-0.039148273173989806,,-0.048123023375034095,-0.003130088907269873,,,0.07995785820446191,
RELN,0.03718113959987923,0.04444950883689998,-0.02292169647860668,0.043981861692338156,0.11747876009338307,0.07229385985789157,0.0936072456880282,0.018920936635296957,0.03987755610492531,0.10215883100939302,,,,0.028534273660925705,-0.04426316785681142,0.07063514317532726,0.09054517626383435
IL15,0.04620445895584072,-0.023718984669686638,-0.019568360282039544,0.03759710723022729,0.02844412254097159,-0.02814956349993271,0.03896488976806746,-0.03681981553625832,-0.07437530698196099,-0.01632315825284054,0.036199741869060796,0.05482923947136685,0.03871339316744873,-0.06039690469566497,-0.036308710166460464,0.04042080930320223,
UTS2,,,,,,-0.057568668450097185,,,,,-0.017165091646551053,0.0030673255237001662,,,,,
BSG,0.059216661878620874,0.039489004147794424,0.02976308693795638,-0.0729947649460461,0.05184143165682586,0.04188720065147707,-0.09261661301448032,0.039630320349454774,0.22481776540397805,-0.16780659651262103,-0.1387453940251385,-0.004554973920042096,-0.03370874974315643,-0.02315243547943435,-0.03366142428031479,-0.07008210205169367,0.16510572350879016
ADAMTS3,0.04766919790988111,0.031246870331100077,0.036070325964560786,-0.017973785390244194,0.0985093907689103,-0.0675764910592105,-0.017294322567955798,0.05787704985450445,-0.023279517847630726,-0.00411937251150778,-0.036518081094752394,0.08515066104400269,0.16134189735778856,0.003928987080993204,-0.04174439583309483,-0.055188876687037695,
CD34,0.040661796141178694,-0.017894729154611905,0.004085517513942576,0.00911268427985953,0.07122469003947235,-0.07463293791881913,0.03327729323882976,0.03235125228227014,0.01642522142645155,0.016986709971471385,0.06646166986048474,0.05968548112734427,0.08126822807166481,0.002312217093028713,0.0359748495209417,0.012208361256666722,-0.0031419501048380125
CCL23,,,,,,-0.01985785692938809,,,,,-0.029761601148671303,,,,,,
PLAT,0.11330418612276558,0.049441828296576285,-0.06828361274989303,0.00701837141126168,-0.023298897909648435,-0.07426462798524325,-0.18513066438461748,0.06115798422153641,-0.018088417424697537,-0.12600275189060584,0.07195027891856923,0.09585806138646018,0.11861150009615479,0.018665558078545766,-0.0779936761901825,-0.04865514232252273,0.05429294434021898
NTF3,,,,,,,,0.04673852380923792,,,,0.07446699003509724,0.20269716270486524,0.08085946094423856,,,
LTA,,0.07934250217482823,-0.01670431127099861,,,,-0.031200432327681025,,,-0.0363082184470261,,,,,,,
CKLF,0.06029386173193514,0.04307281714431544,-0.02716778964059875,-0.03760916129026263,-0.025025536029591663,-0.1080067689836969,-0.003824548952993028,-0.01079971567603713,-0.09454552988311962,-0.16759458196552504,-0.057867898953609775,0.10331143907248151,0.135437751627277,-0.015323515505372946,0.037726750800957595,-0.0633510526663061,-0.023056247662818243
CD24,-0.055607504079906514,0.08676118277101558,0.009809905326378805,-0.025050446201419635,0.15635645819703026,0.03231786169193349,0.12829370870630452,-0.048592169739419024,-0.012925827451734845,0.009141632869942322,-0.042516078762212244,0.11389148919487775,0.13862588553923996,0.05714966254558019,0.09938905221609222,0.0035522685563599307,0.06325156353341119
HSP90AA1,-0.06073376791604222,-0.0335567332026923,-0.016577959933330135,0.10510812194221515,0.136616394226876,0.1339962312215035,0.003975995012336845,0.029981774004071978,0.29196980679408713,0.2612313008553993,0.10688625997179643,-0.17346692476253608,-0.230216906879167,0.04117789782844378,-0.06019672956495883,0.14806343556308038,0.09222002333241601
BMP4,0.0477944305001134,-0.014514004234258637,0.005179449365373105,0.00903272243468294,0.014463255290504542,0.06630954848694229,0.012936818841321559,-0.01752476490827592,0.06191114248817223,0.049674305569723756,-0.005175732214217661,0.07605144527369244,0.07519562421843035,-0.017563043134141084,,0.07009164712141641,
SCGB3A1,-0.02314884441036157,,,-0.027577038395451756,-0.022408419108339888,,,-0.03259933287255842,-0.009751376120036861,0.04298520625575753,-0.03672820675177773,0.09775223331658173,-0.03158467776613646,0.026505440599154786,,0.07464180008424103,
IGFBP4,0.015012847595340505,0.0012294052635365865,-0.02137710306871048,-0.05783897533815222,-0.08838674117359799,-0.06007738863999633,-0.08209855650311898,-0.027109294103967237,-0.04624097814968695,-0.11325531709504806,0.09291158887927256,0.030691511167963738,-0.09629449027545203,-0.04078437977728406,-0.07072284363473778,-0.0060101278357171245,0.013276244246102274
RSPO4,,0.06797753934825579,0.021562130184334807,-0.0090937112638477,,,0.003920790490723223,0.0089753547706243,,-0.042895282770930056,,,,0.021811219589414586,,-0.04127981315758427,
LEFTY2,0.05042954509117756,0.00937875063357247,-0.0037107612968079722,0.006043887265991396,0.01053799644344068,-0.07003162897858649,-0.050668213468929794,0.000763807713979072,-0.014713123826444052,0.0019825337227041464,0.12125223456576589,0.029908376400343058,0.03583843438342862,-0.03463981122729493,0.15094139951510682,0.055472408321999164,
PF4,0.004725378963458939,0.1433921082429604,-0.011371212367034495,,,,,,,,,,-0.04182412558241281,,,-0.038491636597585685,
ANGPTL2,-0.016947480264596984,-0.0208752238604882,0.0021755087956013292,0.00011747962468505067,-0.1075063790837045,-0.1217150491596883,-0.015264601336278086,-0.010924561654741864,-0.1344973306000309,-0.2404581394077352,-0.007941174534259793,0.12593442442279895,0.14650505394308094,-0.060072358088960456,0.042315441396828225,-0.11202019468194531,-0.03139595017162787
LRIG2,-0.00023832423196214737,-0.012124192445910292,0.025229183581043653,0.016208364842839745,-0.04371846883832181,-0.01467335606431964,0.0024526650834534366,-0.03950496015942375,0.05304619077133323,-0.023625995520546405,0.04948260419047435,0.08923565457331482,0.027971590985315067,-0.06463897746897786,-0.03020926728882675,0.00442269290516697,0.01948018370591059
ICOSLG,0.01793333096643106,0.03998962554399564,0.03031319894045996,-0.005920315877923311,0.01833278367015465,0.025897588633182242,0.0055611646354490635,0.014965914647117105,-0.05919120519332647,-0.07086236635107764,0.009246399823694603,0.11621066987160455,0.06715779265146274,-0.007453592898832048,-0.02084102782613363,-0.02558531977295542,0.008273479370418934
WIF1,0.012917607751498797,,,0.03959860422592931,0.1056299454077121,0.10810741243941449,0.021850982922857937,0.10241902747248419,0.19962629197457246,0.2620267033842137,,,,-0.06594757742115505,-0.007725286901527504,-0.007265709857127221,0.2564487584865316
NPPC,-0.005631574167260461,,0.047695262121767945,0.032690172786924945,0.15599637285273452,0.04305189322397748,0.06261234110902823,0.04644934219646682,0.037278135489508785,-0.150434006732492,-0.02629539604855555,0.048128827493501114,0.02957961379816555,0.009214987664169302,0.05120276554175075,-0.03992853381238621,0.26454435411897154
LYZ,0.02192493148709877,-0.034292648562167544,0.03736680236875519,-0.045776723423303176,0.02530497635909679,-0.04699984926653765,-0.015713898649833087,-0.020522084557856934,-0.22252403437932136,-0.06149671563969059,0.07165698245974104,0.0434145419565296,0.049895577367567286,0.01935278616303943,-0.013445405620775843,0.002127325085505617,-0.06003678733367945
EREG,,,,0.05804148208836805,,,,,-0.040023727019184475,,,-0.03262671064504668,-0.04477940211631345,-0.08698722115075118,,-0.013282305514273807,
SPTAN1,0.06174085913025246,0.02055694547702042,-0.08040411091941743,0.041739247598633046,0.14863032403486437,0.08758940828706646,0.09700144241470954,0.06812539213885829,0.2719031052836073,0.2001824787828321,0.03128613253838,0.07232060991089843,0.14700034933838999,0.0016543602821310736,0.12018772030843698,0.2262246876954698,0.20765098174030222
PTH2,,,,,,,,,,,,,,0.045090968540513414,,,
LIPC,-0.006412505371793403,0.016641280149784624,-0.020434915521355103,-0.030815115427666018,-0.03484418210663497,0.01734844160823952,-0.004987497914735264,,-0.024512690413538676,-0.050730824443095464,-0.027883575804393452,,,,,0.03472146570317241,
COL8A1,-0.0391338214313812,0.017242401603158486,0.03883129831111241,-0.051917438584403015,-0.0445519604425346,-0.0612065595581233,-0.05252236492157177,-0.02738780378987567,-0.14976500102978527,-0.13517653194196055,-0.007967418178270649,0.07750950726645227,0.051751144422378166,0.004847861279946666,-0.017661204499285522,-0.03250618453230335,
GSTM2,-0.030691349035320777,0.032391472256359646,0.03529142916668346,-0.009693197310553093,0.034087230339573595,-0.028139688220403702,-0.03144945863014957,-0.017511755445287377,0.008336619238282168,-0.030947219524698064,-0.04103423743538222,0.02492891364331946,0.035489744297851164,0.001692437804215418,0.08449022568589136,-0.030695947159869345,
SPX,-0.025741582377452523,0.041792136767440397,0.001823254646758422,0.17459107969929125,0.008160142041691309,0.08327615909892915,0.15947647604199575,-0.002949844347369264,0.049175845916676564,0.30173212796426296,0.00880219810142455,0.11450785599199902,0.04687179817135403,-0.08087308056908413,0.06501065691827396,0.14875716083082152,-0.0401601996070903
MFGE8,-0.028390907100670697,-0.023624181028455638,-0.02654025139264256,0.02314957547218233,0.0015540576048769755,-0.07055821651551672,-0.05670967134470294,0.004910629293599964,0.039907281751398314,-0.08104833691651779,0.10317906760725962,-0.010853773874714501,0.03773034240738893,-0.032444753005316296,0.05909746841831496,-0.0637899403482019,0.1431132924844834
TGFA,0.025014720447643652,0.02249799389448144,0.0214128487389513,-0.06191312718831262,-0.06387302455250442,-0.04088905121144605,-0.10625070817927816,0.008366609595803366,-0.051474618537102744,-0.09672874963687259,-0.01539940930872169,0.04614351015050768,0.08112402374531105,0.012609303208459067,0.032153344822540286,-0.058886934171286695,-0.09940357790111344
SLIT2,0.001631463969521931,0.012375127257140869,0.12936976435658917,0.0984797581513527,0.11488684795519583,0.11893540724040326,0.13219642986347424,0.08286538892745834,0.11748967718844311,0.26343223958760914,0.02056800718765909,0.1470642266950415,0.029839799042192784,0.0556323680337029,-0.05438781236913378,-0.09366296669121013,0.24935360632615605
PLTP,0.02810689697730367,-0.033311558838565104,-0.05323069988582645,-0.09774907381260513,-0.042066696891635065,-0.10552827429733268,0.1168960622700399,-0.08586065627042772,-0.2610255423363921,-0.024354780410394697,0.059130646898294274,0.00035636294061321214,-0.07870108279653187,-0.012058927801130631,-0.06984552164467031,0.08611697556604307,-0.05149177088343882
APOD,0.003288919734608226,-0.0014798899756758683,-0.0715353828155871,-0.04275075858889231,-0.025895266388245797,-0.09631039869473222,0.13729984457740066,-0.033596996633989816,-0.2064842864475515,0.17195906194594343,0.08020773920329291,0.12234101351466341,0.2130348340744407,-0.07644626210041242,-0.1474815813161322,0.03988525889308119,-0.1276722142758738
B2M,-0.009629709765058878,-0.05556648939959402,0.005393360799452688,-0.05080892391799189,-0.11198522537568156,-0.13932568470192913,-0.0012290349912125547,-0.11221196663459142,-0.32431546231971653,-0.2872421596088872,0.03559914561879189,0.06342424775810004,0.04628211315164279,-0.035401623080623314,0.0517868151003068,-0.1182560467713313,-0.1885013947972889
OMG,0.06684039080492904,0.07577657156786062,-0.05720240833527964,-0.017582171200939904,-0.021764093160989633,0.01011558921473261,0.10628263907722696,0.013586521569230067,-0.08162140338651827,0.1951662543367091,0.03598894578033166,0.13343472440619533,0.21631435976892285,-0.08116968427124698,0.01484473323569656,0.18333813513285588,-0.03811694549359652
CXCL3,-0.0097244845891086,0.025807291239591922,0.056614086845777914,-0.04278853419195146,,-0.022913931668442918,-0.08436640481922586,0.029659329653144766,-0.022915712962574362,0.024795280244661627,-0.027100042600766854,-0.08744521486527719,-0.11430758472206655,-0.07510189652893318,-0.008804325065930192,-0.12800573908893567,
CXCL10,0.041397123099591565,-9.136517965389365e-05,0.09631166679967783,0.02300355462110033,0.008056905356246357,-0.10806648544988907,-0.04211588050116521,-0.010492880897639192,-0.02784302629150148,-0.041553118547378295,0.028767027642250503,0.03416462931713459,-0.009277895663054968,0.027543619465508953,,0.037030826564756314,
RSPO3,-0.019697873441460904,,-0.013205444745867701,0.16616351702022245,0.08166395859978806,-0.014492041432299447,0.023402453747892533,0.09984657724675487,0.14814208753822272,0.07744064628587093,,0.1646844540825436,0.0987808707628779,0.07308276251015569,0.08113447414481047,0.07007990837296627,0.19721498431423473
CORT,0.03640101151315327,-0.022242879969556786,0.009236717119950852,0.1877399598694907,0.14049949946925852,0.05111003065584334,0.04774034627981204,0.07253176501692236,0.05877436627581694,0.07595017501095302,,0.036618425618131396,0.1289204486377651,0.04259714933694606,-0.07018980601439968,,0.2865221266263611
NCAN,0.07734379210649053,0.05536015776973655,-0.06777159051444327,0.11260669893783931,-0.05988820893553586,-0.05542120513751364,-0.05935440117613781,0.0086494863391085,0.14872584287127844,-0.18814191787340165,0.052728167155751494,0.10208409262544788,0.22849222969994565,-0.01848892033313559,0.03360937408359776,0.24053716960290994,0.005304823484075202
PRG4,-0.025159564813795582,,-0.013033204479665297,-0.005212141555667608,,-0.024825156585938184,0.019377203000823084,,,-0.010919663137144464,,0.020710874069019468,0.0653866596832121,-0.009408012621993716,,-0.060662912575726716,
ZG16B,-0.03210046042991219,-0.014986920481074573,-0.015126627756184797,,,-0.026802745918451755,-0.0247915758122309,,,,,,,,,-0.0495527614605588,
TGM2,-0.06074495655796231,-0.04829485734659909,0.0809533759880877,-0.034098626985968855,-0.008492662778167556,0.001620085128637073,0.03771777772689645,-0.030531255621528988,-0.016713566117993017,0.04285709654321472,0.07703749950753669,0.04958265917788416,-0.05196868468261064,-0.09519914493758147,0.07874906187873311,-0.00879222797480548,0.03335349939415999
VEGFC,0.01856155357544277,-0.0192437830368837,0.0013386934053634906,-0.011633168071376576,-0.015775297091979612,-0.03273041029165037,0.07538108076671658,-0.063055434068128,0.08741823250195517,0.010393901666579048,0.06259186128193034,-0.03696096144384402,-0.027962831274488238,0.0016258639970805069,,-0.022456732614893497,
WNT6,0.0011588458060684311,-0.013859854914851897,-0.018026599988114428,0.06846606957855333,0.030825904554244193,-0.024412290788678393,-0.004942551457231282,,,0.021108470388194467,,0.037416442291773114,0.09481416210828796,0.06501649153529998,,-0.051202869489971964,
NRG4,0.01117936371829799,,-0.01586200606707099,0.013966963529016599,0.017509142560755014,-0.004703413262634251,-0.018401096894614173,-0.00306942685613444,0.07303860056911415,0.10324905703723196,,,,-0.0356246296137211,,0.0622660657109834,
PMCH,-0.024573485268167623,,0.00538996889788478,,,,-0.02807269638189837,,,,,0.01789512283404522,0.00722885191477126,-0.04544255792658954,,0.044577309520400475,
COL9A1,0.03348111813818143,0.036048280650852374,0.0007558345784438195,-0.01337065442854058,-0.05897313353202895,-0.03515771822745685,-0.024130921131123268,-0.026656193947092618,0.10152390258162809,0.02460729019989092,0.09968424851911643,0.0807612148755637,0.1685682251653073,-0.05973702466292936,,-0.05459883220092658,-0.05053348900860702
GDF11,0.021153458072888476,-0.03213279977961461,-0.014799150221604086,-0.04418086305871067,-0.05876835439478431,-0.06160357014399944,0.022850454278201593,-0.02399583599388108,0.1301053317226093,-0.07989435277898164,-0.0454245949193041,-0.006393781409407317,-0.013547555930086342,-0.048550552571514756,0.006462998060810804,0.06508842125694383,0.08687302422977083
IL24,,,,,,,,,,,,-0.0359439717246047,-0.041157261164168533,,,-0.030320182151669633,
SORBS1,0.03220932702392851,0.07878347603896706,-0.07869017882492864,0.04272881889631247,-0.030063482752878498,0.012399096149842465,0.04898848468462165,-0.03450111465522141,-0.03818068770241134,0.041601239703253766,0.09110663912115978,0.08805295450004529,0.03291067874334564,-0.06862876128751855,-0.015391783782204883,0.1369127320012473,0.041217970552680776
DLL1,0.041044947566510566,-0.007552572413290691,0.013455640646565317,-0.007884875749487617,0.0006534541511703491,-0.02825206906045927,0.05006014859305301,0.028825210061082986,-0.029949565076322772,-0.0925359161823546,0.07604510867682023,0.11007482976168034,0.15854645444946902,-0.055119298275949316,0.06956283384388252,-0.034359569652846214,0.053235506450751535
TLN1,-0.006563959280627497,-0.01127584078914392,0.03060229517280378,-0.09908114499318224,-0.0510904814837836,-0.11559770906788869,-0.05783677853258612,-0.02694248103109288,-0.24242024974611995,-0.21495437097450337,0.056248112420826966,-0.03130412779444097,-0.0958135721357673,-0.03254105093059194,0.02043617132075948,-0.08238261417123648,-0.040514652113467935
COL2A1,0.012795190724370971,,,0.055179264005325954,0.056490832895710594,-0.022913939466307817,,,,-0.01376977615853691,,0.047438526007291815,-0.03030532265490793,0.02915535805843586,,-0.06937400430371264,
SHH,,,0.029894942390584926,-0.003032682054287373,0.018008013118142895,0.0036360130797231977,-0.04637101560635017,-0.0007439122524828588,,0.12752585070559605,-0.033922283128820514,0.06200672061195183,0.06256369060847349,-0.005982620523199048,,-0.048065445958603834,
