,UKF251,UKF259,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk
EDIL3,0.008614240975632013,0.01552747820035358,-0.021329419373151012,-0.08793626812936829,0.05543261286464241,-0.014583042561619271
CD86,0.02481503504013831,-0.022014227706418813,0.026418023023112136,0.008772837875300366,-0.0012276652940273701,0.03689036086430104
AHSG,,,,-0.04425954727585918,-0.00045914179429932357,0.03420370392438862
WNT9B,,-0.009514360062489667,,,,
HRAS,0.07693621304997916,0.008858544430695265,0.056445583303427235,-0.008031248750841196,-0.070381233322268,0.021557543871752252
C1QTNF5,,,,,-0.051529321270191636,-0.033261478534657614
RLN1,,,,,0.10166720938429387,0.029025961192030606
COL4A1,0.0013787838535134678,0.02441860015161924,0.046225002997207366,0.033221209526773335,0.013402265528231885,-0.04962582783448338
CCL3,0.05702845839723607,0.08014987673299105,-0.004756443051783457,0.12731178837040824,-0.028233090358819445,0.012173200853666633
BGN,-0.04610910580856944,-0.021630550563217138,0.03507926657318997,-0.021226668114770402,0.03355184939699723,-0.05454909848165642
RETN,0.07345544318739189,0.013156371147909685,,0.06617998764306438,-0.051742173844873514,-0.030053260936294464
S100A9,0.08496480401547088,-0.005235581032944659,0.08033922990449457,-0.006805509505012244,0.006024363534202849,-0.03343993404853711
HCRT,0.07641447585934856,-0.024613310491751302,-0.010237259304449796,0.11757054648562203,0.09102029541112014,0.003780774695660422
FADD,-0.002221752553019963,-0.02990709668864263,0.011479327934329093,0.0957414493739098,0.024640505163387432,0.022348080178333965
ACTR2,0.009459266183467756,0.04430346413594858,-0.020708935269232027,-0.10539131086187829,-0.009038710277648854,-0.05318662591373088
BMP2,-0.022572144672572344,-0.05284817966654944,0.06563535771074466,0.035967834445413134,0.05980203847984036,0.016105751242499456
PDYN,-0.01706486452728895,-0.00395880704423378,-0.02840339166796133,,,-0.01847229963046215
CD55,0.03523912625442581,-0.009744658443215188,0.023916422604487706,-0.025580851846884408,-0.019245901716063062,0.030423530741354267
OSTN,,-0.019673781319798956,,,,
PDX1,,,,,,-0.02701169191509013
CD6,0.007925268114863207,0.04195079838827303,-0.016810362402539285,-0.013184978881972812,-0.05283090100799931,
IL16,0.04054448022872255,-0.03578504773253997,0.036124616799823185,0.012345289152323555,-0.02319162559215899,0.02583809213498707
LAMA5,-0.05335342779485417,0.021363103051830565,0.018914336963222353,0.028063815644012766,0.02326855832501304,0.010612489727893092
RGMB,0.018966590717311563,-0.008220940010378704,-0.027327021284163044,0.05936447667420155,0.08206680364355946,-0.06561140425296338
INSL5,,-0.01628528378209504,,-0.046597931724238546,,
IL12A,-0.015237139432002902,-0.012212685127430312,-0.02288338136632207,0.0348642545409122,-0.016901912679404555,-0.03138629803159615
S100A8,-0.03300386471163995,-0.04153991474599099,0.06332086444728742,0.017733659098639224,0.030969831231778624,-0.019593682376768427
TAC3,-0.024684196829168885,-0.020263143601318458,-0.03633082238241153,,,-0.0109502857015027
TAC4,,0.046569087628830934,,,,
MFAP5,-0.0163774379875488,,,-0.043657567500291275,,0.09450299772548065
CXCL16,0.000760176592077622,-0.015304570105095366,0.06663407338560427,-0.05080354367285012,0.06584441406164565,0.04022948385091353
AGRN,-0.038556794333461146,0.010749499245103801,0.05447739324778833,0.011747339664463646,0.07566152042129137,0.03204690437381896
COL4A6,0.016322083816045774,-0.012986910714248671,-0.013752912507777267,-0.012567679978081983,-0.0019486195591369767,0.05636970330659142
FST,0.05816230955650322,-0.007358695313268766,,-0.015466327415003716,0.048622283049786455,0.019739205277936253
MEGF10,0.05146576712420329,0.018262837082162284,0.07213311164916057,-0.0619140109706832,-0.08347691539806061,0.022505157327522098
C1QB,-0.00817859639539412,-0.00418528956843839,0.06792833050588921,-0.05206114318673698,0.02423313064922876,-0.08396447559636329
HLA-B,-0.07046239306687857,-0.02121768988260329,0.05115917780791908,0.0038165643452622694,-0.0369633520047205,-0.01225099509049397
PDGFA,-0.012328401390239312,-0.002021798111654679,0.03395020651335501,0.025849555359904613,0.05506464098900774,-0.09334373091700586
LAMA3,-0.021181791733500557,-0.018209323606626384,0.000499601964303176,,,-0.014038430139040936
DKK1,,,,-0.014185604465175444,0.10669182195607911,0.08674880602760253
INHBA,-0.014674473890309276,0.01957589155838502,0.1625115770915215,0.07972089140613216,-0.015836375517092844,-0.011380106242660717
IL7,-0.02849416200686203,-0.015749209494983298,-0.016310190279193316,0.1477053203045858,,-0.026783953802421614
FABP5,-0.053287916068015896,-0.03920683501675504,0.06513022136516437,0.09226666119881985,-0.04507645668540649,-0.008816261770457544
CCL4,0.036990548564803424,0.06167221878894818,0.0040073665884255505,0.047796533388016184,0.020528636398576657,0.08277368221514418
FBN1,0.0736548774247419,-0.04537711339805447,0.03991328242877394,0.08668310565296468,-0.015429755012635674,0.022251987641758373
TCTN1,-0.0063905839258772724,0.023122404542674058,0.0014948563950483668,-0.0018699953175533644,0.12030610146068663,-0.004338392358713766
NCR3LG1,,,,,,0.05762088002143419
BMP7,0.039384059881189724,-0.0035851922471026305,0.024361141277542832,0.024440449155415468,-0.011358102914740879,0.010095035553661423
NLGN2,0.008591437697194074,-0.0020070459515114797,0.03040010446586608,0.004025031469067231,-0.039260288368362935,-0.0370078935051743
CCL25,,-0.01619704376245926,0.018398203295744667,0.019263588414130298,0.06970036451809627,0.050498660434026454
NPNT,0.027898683098253118,-0.010370886154387799,0.0063184675828213315,0.09694460011533906,0.035036684599556715,0.04371860049379459
KITLG,0.06751985141160204,-0.004934623965741638,0.007779648636151237,-0.015324357641577033,0.06014180496313424,0.015995506753674775
MADCAM1,0.05602960530286439,-0.02718346866465561,-0.023375641487956088,0.007401056830388241,0.04867985289585295,-0.016482683759995113
F12,0.050909142823074696,-0.029725680436054416,0.05106059537257506,0.12488113348110452,0.05430502908347594,0.02389953729124364
S100B,0.016231227244052678,0.07095344567192619,-0.04372269645222886,-0.08608722032321338,-0.07743974243430163,0.041178704297190456
IL27,,-0.02055245613693443,,-0.008131937656608981,-0.05043533332515446,-0.019992207463893113
CD99,0.016791000006424573,-0.036916429483118844,0.02730894808546396,0.07138024211045435,0.01474458839189613,0.06649801798754283
PDGFB,-0.013633378277333722,0.0351322832412512,0.00734332232122897,-0.06733755578238333,0.05761600635915633,-0.018508660952301168
CLEC2D,-0.0024875525988209725,0.031224559093375168,0.010103319522471194,-0.021607123850132134,0.09136903166115447,0.12610926908312203
F8,-0.0508164279758308,0.034191620704293296,0.06105747601977874,-0.02717902647438047,0.07321825314592845,0.07428330760308263
C3,-0.002326026082842158,0.04332868533412413,0.06706577629096158,-0.09252760106347496,0.003870540539992819,-0.08657083513781365
DLK2,0.06115947432253238,-0.014624136546407662,-0.021869720116168608,0.00017018486980999707,-0.044694578483864954,-0.03045029739494227
TSLP,-0.015117387966258002,-0.03398283104349436,-0.01898233501058518,-0.01670453531910288,0.04836608404995031,-0.027334253396482034
OSM,-0.034355147307466374,-0.04630003497264439,-0.0028013290384286942,0.025351784065494667,0.038359541204956556,0.03474440885541637
SLPI,-0.02473173963441081,0.015265323739579286,0.037784045997693395,-0.03570339005291325,0.10685112471032074,-0.03966595942103383
AFDN,0.001913471406122661,0.03511195463585973,0.0334783401518635,-0.04742669571394984,-0.040251969216296264,-0.05897026248224779
KISS1,-0.028952126270053426,0.02269878992754778,0.026295949375662365,,-0.05588691886397247,-0.015768409279924993
ULBP2,0.04571355064058676,-0.045757576361361595,0.025342508910074543,0.02091444591483588,-0.06056227845713886,-0.0021555226849892437
ICAM4,-0.021964110841762963,-0.009514359094837424,,,,-0.013833677053539108
ANGPTL1,0.052967219709121015,0.010965019778712823,-0.0209472154035352,-0.00789620244707252,,0.0029704160066077972
LTBP1,-0.034272516435770915,0.08748767077166272,0.021205149436431748,0.0013878469565230384,-0.020405504494264443,0.028829134023977993
CD160,-0.017168587732942314,,,,,
NTN4,-0.0038015025509187186,-0.017044287456730277,-0.031656138979645775,-0.031657237108667094,-0.022790071139907827,0.09728067032947556
APP,-0.022268606601605997,-0.023526294797794937,-0.03254014586869029,0.003599714450608636,0.05717996380667863,-0.029881603839507408
RIMS2,-0.031198721378292178,-0.023667030579553897,-0.024122477961162157,-0.01299144328390117,-0.012579208201876496,0.014555899745716657
WNT7A,-0.004877780315645241,-0.029737316362823438,-0.02654769773239478,-0.048450915107120886,0.012715848674874033,0.13979277206397628
GAST,,,,,,0.03524341930102221
GPI,0.03796754292079537,-0.07612275766521123,-0.03938851514763233,0.04238667469965618,-0.027638586308302796,0.018111504021007946
IL1B,-0.02136762013472645,0.03456400530525796,0.042361917912492206,0.014629028721533715,-0.009750295165027815,-0.029774346448355908
SFTPA2,,,-0.012934681584765715,,,-0.013626017787704715
HAS2,0.030263413273615484,-0.03524834149966712,-0.008147751219195061,0.020405510517028255,-0.040993873492326374,-0.07561588821077875
IL11,,-0.01836821709038081,-0.01452708626403967,0.09967162542900622,0.09308933550701799,-0.002607816761346868
SEMA4B,-0.03171461430247891,-0.014606089165697477,0.038524080618181356,0.004470856012837128,0.07845163807014618,-0.013956306173279455
FGF12,-0.032668561780788495,-0.024075847046619706,-0.015579653099927378,-0.007407118616267621,-0.08005363814306814,0.009480115894958124
CP,0.021405778388272248,-0.009989619858787251,-0.001894090080016696,-0.02662224204712892,-0.01340879172710433,0.00201214953961526
NLGN3,0.09150374224749755,0.047483482947449834,0.04430802782761467,0.028538669673197698,0.0008076842555302617,-0.003961603895705922
GZMB,-0.015117387966258002,-0.012091701888562964,,,,-0.019547398721514713
PROC,-0.020300390963814717,-0.02275596814603517,-0.00557159313973129,-0.024691191034013165,-0.061157792242914503,-0.016656809074527924
TNFSF11,,,,0.0805132109609133,,-0.016656802674684713
AGT,0.02325341383347186,-0.032550190424810256,0.047473500489465685,0.05971043331434339,0.024070531364493417,0.010269372377331942
PTHLH,0.027043163708127427,0.023189171165384718,0.07886292216224876,-0.01098946160024504,-0.020090957067917338,0.09686582464404705
COL1A1,0.05331212411561452,-0.009861597401901994,0.046745317773665945,0.046513825755429804,0.056981089607764386,-0.03910989438310219
LAMB2,-0.0005766983100487402,-0.026941467885274267,0.0316708477606918,0.05612186177041113,0.06423125247433127,0.0042918209698865305
DSC2,-0.04874792029196181,0.11188416005862904,0.00311945392271907,-0.07778328869310099,0.06678137186703806,0.00882346762201222
WNT5B,0.011088898977102942,-0.033033164786208664,-0.028712064125686894,0.10308498527819052,0.003140306965696974,0.03772194950886325
LEFTY1,0.00017582516286613345,0.02275940791112454,-0.035091697476199585,-0.04544211615598433,0.07404697319662303,-0.04623165067419565
FGL1,,-0.010351961527328705,-0.014899819994522641,,,0.014775697255115211
CXCL5,-0.015439019226522683,-0.009514358058067492,,0.023336640759743177,0.12634624441896244,-0.04263732508131052
S100A1,0.06762369650261364,-0.016220260687756997,0.02415301437472854,-0.08692187902064055,-0.04124370363943545,0.028326586453925884
C4BPA,,-0.026485181173544915,,-0.02313713501423416,,
NPTX1,0.023426382183526325,-0.0059030098247238,-0.053776394489612786,-0.0011699736813930986,-0.019138839993769367,-0.011769508446474142
TGS1,0.005569164264564582,0.041242807236763726,0.04050567539129133,0.028812941500509306,-0.1349704384518829,0.015392671210174126
SST,0.014103730454027626,5.399822723572391e-05,-0.019130476522620225,,,-0.007841418787174865
IL34,-0.042375738219513924,-0.020451080382686792,-0.025700466296413673,0.022215175539596427,0.052040544608325565,0.04933873504035803
DHH,,,,-0.04425957109224795,,-0.0007160353463727498
RSPO1,,,0.010505654991521252,,,
TF,0.040357572169744435,0.024279046155972928,0.07281644117163143,-0.1036734766138528,-0.05591995551279753,0.002881934564261966
IL33,0.016383022454630733,-0.02784812155068465,0.04704730769446675,-0.025868459117464448,0.0338078978157895,0.08059726984716425
RBP4,-0.00906057088641609,-0.019373402194431847,-0.0022153734992395686,0.012449303545451762,0.042294776310594445,-0.020647180685411094
CCL19,-0.01421835480429987,,,,,
CCL20,-0.017361046413030868,0.028207110892615232,-0.013552786186154594,,-0.06376050390753957,-0.0130050377067075
NAMPT,0.028131006418239218,-0.03197060957772251,-0.016137452408191998,-0.020870073680037442,-0.016058345497507287,-0.07354916934327135
