,UKF243,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.07158173434858266,0.02968392173214305,-5.955860087662907e-05,0.010535783488235476,0.004698294003151574,-0.038771072624740076,-0.08610361416294002,0.0650544522996713,-0.000756992274831201,-0.06778919755345342,0.06376712890904762,-0.08859344219234125,-0.030669210130086517,0.08119564688446429,-0.07721105341696496
POMC,0.10478274060136378,0.01792082632868802,0.003067691236602196,0.03289713316696387,-0.014027601444521231,-0.028544054839986784,0.0008996721737548817,-0.05501818392161264,-0.03671456413511543,0.036333568002910044,-0.026981268734156662,-0.028551520945655582,0.08363988457939604,-0.01624740652297711,-0.026344162113170616
CCL18,-0.011461420958629847,-0.03004097801340947,,,,,-0.06350408406547241,0.06601258876383845,,,-0.0367470493706543,,-0.04518538345186433,,
CCL17,,,,,-0.01507785455022636,0.0011675715619305256,,,-0.01565443588201537,,-0.014246135340357787,-0.023430330213036695,,0.012126213346601076,
VEGFD,-0.0183268273566072,0.041547691287993564,,-0.026838411841462344,-0.016064178720782297,0.031070625510381433,-0.020721201839255746,0.005198019937928744,-0.016777343804870243,,,0.0583358550317426,,,
TNFSF13,,0.0996868340357762,-0.011744307774609969,,,,,,,,0.08417501239703813,-0.025125999070302128,0.08731306158247416,-0.05727605870073745,-0.008588722739495026
WNT5A,-0.02102303619153119,0.05232262775313254,-0.05495072920120248,-0.06875517514053245,0.020756426746920936,-0.011158238850422851,-0.014336384769740447,0.05871335829927426,-0.04170065828598287,-0.027018457079986985,-0.023771736437045023,0.06947769309594076,0.02635237653923647,0.057773994389585935,0.10070326661665338
CXCL8,-0.020462688490860716,-0.020742579838862584,-0.027987377104133626,-0.05336510530707508,-0.0030328622674946335,-0.02837044571481984,-0.019340143177861407,-0.025603559462673807,0.012924069939709454,,-0.058203746432758614,0.10412977120254804,0.04273434836316453,-0.024723108167497888,-0.0005754971285206473
GRN,-0.002623622113525344,0.09281776742358758,-0.02626176408978035,-0.08475340439598499,0.003901231443002848,0.01971193442418042,-0.1052863567244372,0.003990522677732588,0.007098713283414544,-0.013616511096326285,0.010173275717145708,0.025760045779673262,0.04647674782018285,0.00540369502419453,-0.04820946652563325
MIA,-0.028869925257773155,0.02542774874519758,0.013783566519036766,-0.009460707444603096,-0.02963572256695414,0.00019119518361603336,,0.06653012590739371,0.038937037741887504,0.00036227671363623,0.03757222769491402,0.023740888344255622,0.09231838651088017,0.03339974771200461,0.02549664263718124
COL4A4,-0.0355287964198106,0.03210184966553804,-0.02564610688806201,-0.015786882418736995,-0.015741746639225136,0.00646009243267976,,,-0.022288873407981285,,-0.03764231895530591,0.019594261866063032,-0.01200364068436742,0.05558377826157967,0.060495929913571875
TAC1,0.19121250787954802,0.09369279161237594,0.0575398963380235,0.09028730052411206,0.026084536808999952,-0.036707205867425305,0.1464180147160188,,0.01442218796694894,,,,-0.022637460936013095,-0.03673081549930813,0.0567855276075069
RARRES2,0.12407708480299431,-0.019095588225911602,-0.05916027224243959,-0.12002410544436855,0.0013230594469900245,-0.022232493276043503,-0.030074182712566642,-0.09662939573028968,-0.08881799425169393,-0.08128301566396078,-0.05387425399938888,0.003899128887825701,-0.034052105950863894,0.05671917647307762,0.02184674338917113
FGF7,-0.023876576581038266,,-0.0560415221881198,0.014563222168769693,0.06799726531435268,0.02196912803319983,0.09037259099041997,0.06002149939268757,-0.04813762972474691,0.08978694029090369,-0.024373152274698526,-0.007660303631596329,-0.0379502135793906,0.036675919582295186,0.03393121600375458
HBEGF,-0.027321797468537544,0.04230802376998252,-0.06886927195391311,0.02475058915848062,0.00744363483101984,-0.0215353117297844,-0.05974887973982481,0.10080479604884517,3.9673513479893693e-05,0.07566124787894146,0.013078893912866039,0.02021310203338453,0.017999178982758247,0.05246929962252872,0.11326554904164607
CSF3,-0.035528768291556344,,,-0.016702217739269633,,,,-0.02882560167672064,,,-0.005279007127464718,,-0.01881074414322479,-0.0370088634189944,0.0727786679329234
PI3,-0.04208912412621231,-0.0208894564286779,,-0.018806917619830627,,,,,,,-0.03361096533266637,0.17917571875160512,-0.02759500320569802,-0.07514201250983746,0.024308731488439223
PCSK1N,0.13845188460171684,0.009804210517645044,0.013821609640302393,0.10347625794726299,-0.0006165177049819391,-0.01304775395026673,0.14183601883701216,0.06725151381627098,0.025579904064791974,-0.019082927861439513,0.03436668419756589,0.08491508603715274,0.008250622043215479,-0.0561766259054425,0.0011266579093663878
NTS,,,-0.03130806950511107,-0.020529034734129356,0.013723066212768179,0.005213210677175992,-0.018655737866844366,,,,-0.006401239897199161,,-0.004846517801896116,0.006508442911465328,
SFRP1,-0.03441289330387132,0.03614005813091009,0.031010126576890184,0.004428275953310006,0.0036766646353987666,0.047332299192201326,-0.07775169244681507,0.055756933870578076,-0.0036858140871772267,-0.011987359031737725,0.08576886034184844,-0.027998343858873172,-0.014363480532696432,0.14771886424274705,-0.0330199689224328
CXCL13,,,,,,,,0.050962029980039555,,,-0.03199974084143944,,0.0445693301403803,,0.05720561704007199
MICA,0.015962304859605488,0.014933710557029042,-0.01839023765905274,-0.03901519472411301,0.023040564966959606,0.04550490405873632,-0.05939042036560281,-0.04136263117179699,-0.004225411641585042,-0.002141418104117769,-0.04135399385570977,0.013467870485949418,-0.009564792218067919,0.032669804438523936,0.06480341919646347
TG,0.11382390394955003,0.019577375286374387,-0.004656384014261424,-0.020158082497693124,-0.015190367860664819,0.016753344944696196,,0.07168413402662749,-0.023515171581695155,0.10164446031409498,-0.018929552129370714,,-0.015481531486694143,0.07928705974823821,-0.013537019312582686
ADA,-0.04188375775467878,0.08873347146713745,-0.019783705449477853,-0.056392836735505804,0.0016942173762693666,-0.009566357143598563,-0.053592968847535914,0.05504249376752889,0.09490028251261728,0.0032928036146761836,0.05336072996181774,0.029572570785365543,0.025750214624107412,0.07339821592017276,0.07926565183178612
LAMC3,0.024769179030261983,0.06297775578253047,-0.04516749976131711,-0.09485292172736369,0.013931983334641546,-0.012499617836276745,-0.018031824486554545,0.060119687899492284,0.04579337959928484,0.11406374147973328,0.011447043851329476,0.014466337338886888,0.057245628837694205,0.045201919531346585,0.06554916769719064
CCL7,,-0.001384133720990154,,,,,,,,,0.11960548410901978,,,-0.0058806393735214455,0.05326550941085399
NGF,-0.020469133371243137,-0.03280851696025228,-0.034485120985664544,,,,-0.018655750150409964,0.0774404754103818,,,-0.024659473136947455,,0.06609843520663648,0.08231512633328676,-0.002907827092891769
TNFSF15,-0.025322872597796874,,0.003462123027831184,,,,,-0.009826556411022135,,-0.04009942279221541,0.020816446047254602,,-0.01168114917231185,0.029164027606730557,0.039878853785484565
HMGB1,0.07963174578968285,0.06096817362853236,0.00775417763798097,-0.060141023923942855,0.048392770405475946,0.01888593410930969,-0.08886059291086527,0.06503627219311943,-0.019650242227139774,0.0033859595307553906,-0.019044657429070085,-0.016109524066609104,0.015198422094124876,-0.03789436858676163,0.004234622903763811
ITGB3BP,-0.0027070803823635065,-0.020759587716450995,-0.05175483322673895,-0.0890761793066896,0.001326837419536027,-0.040632776740742255,0.02684466764526816,0.04386683596876485,-0.009014560034745595,-0.022711253819734305,-0.0033291383062914828,0.002842132046508888,-0.03593738285002886,0.06065476714184613,0.05699883119718757
AANAT,-0.003979688142831226,0.020680060282270412,,0.035847354410695,-0.013660786589881967,-0.03464766162440349,0.013407311044621086,,-0.020998928372758123,,-0.01873144203018352,-0.028982566779844114,,-0.018803758458323324,0.0890443454401438
RELN,0.04760485344123236,-0.01346201180247781,0.014574367022221068,0.0780967118583581,-0.011017779493113397,0.04929834564512184,0.00851879768108983,,0.006066649056883344,,,0.06864169403694768,-0.01410956228682361,,-0.0394533827274904
IL15,0.026745005963575853,0.006490485525871279,-0.029794771017053943,-0.03929788231761254,0.03496442157762657,0.007321542705165883,-0.0359416334777853,-0.024474225527985487,-0.019475535511051897,-0.0035947892342353947,0.004064679378615171,0.04881716243135287,-0.0021687671371771124,0.09317841936183843,0.0045766324905756285
UTS2,,,,-0.049696887900446546,,,,,,0.047628279008750496,0.17164267694537905,,,,
BSG,-0.08910676180508306,0.07091562303829307,0.00545023914338786,0.0901385351829393,0.01272617669213751,-0.004706732207821556,0.09302740120803805,-0.09316231225375828,-0.09630106928344978,-0.01501623255369456,0.045407836424397593,0.05246201055897844,0.062356866534047456,0.036370939529442786,0.01872456124441818
ADAMTS3,0.0009298404509774319,0.03620314923853353,0.01759390214601486,-0.09894290137437914,0.025394154915916654,-0.01459657550621633,-0.028163751679881728,-0.004694067978518461,-0.03236205443941301,0.03586472554644645,0.012106888172298507,0.08724555325288778,-0.0036224059763079177,0.019684257524146164,0.044090104777712025
CD34,0.1284028597878954,0.04393727215215822,-0.002256123229012979,-0.04909243217775489,0.022480864353672553,-0.03540011883050397,0.04265960230402859,0.04575054807060998,0.007327381903795499,0.08654347396843413,0.050720818052427584,0.04464763147642196,0.012418462323223321,0.08539882766298779,0.024261792870539662
CCL23,,,,-0.0171425484787505,,,,,,0.0407562716117504,,,,,
PLAT,0.018144881501697605,0.057217807544362245,-0.08877976953561906,-0.0824880206401842,-0.03569191688541952,0.03152917287402185,0.008764034427975315,0.02265502839281901,0.09937380329778106,0.033341525273110136,0.03895661672826554,0.09008620674837213,-0.009787457933741427,0.030134819535508298,0.10351717976421271
NTF3,,,,,,-0.020832372243935218,,0.0026701734657488788,,,-0.0062178777516594935,,-0.0058337436770124484,,
LTA,,,,,-0.0131567611626707,,,,-0.01947553791512109,,,,,0.0027769799683430266,
CKLF,0.09477259294085202,0.054543783263176236,-0.05272875109829159,-0.08151639012492347,-0.012444693718855308,-0.05558331997204831,-0.09013983041325926,0.06488011894516688,-0.05200303046314025,0.07377458496011213,0.06984661639140627,0.034601749109689994,0.025423417901640776,0.016748733873079836,-0.05722123012018641
APELA,,,,,,,,-0.038408613402920976,,,,,,,
CD24,-0.03087280977039644,0.01908671648959748,0.05857994478457222,0.008217755899219213,0.03717146509681557,0.02170043575951563,0.008699509221127453,0.08114779005355853,-0.022560442230973535,0.08858174669846527,0.02881261228595913,0.05032502741244881,-0.04693148245642576,-0.014724152267367153,0.07630903115975494
HSP90AA1,0.01626209797640896,0.010218806301034063,0.0763380837428887,0.11603007211654442,0.021487771860389398,0.027960899133023163,0.13670304099682049,-0.00120196680901652,0.014067282587818511,0.08352689273363409,-0.06305376172110805,0.0003507318082249237,-0.014064855592104429,-0.07362284646193994,0.00010630200883719783
BMP4,-0.016469439235408286,0.03766786020647752,-0.08449730015281516,0.03957182790675902,0.0012274651833811062,-0.0035817241866983804,0.12477885750977498,0.002265273934114521,-0.016595169823427455,0.034886702857341675,0.0008809443977052093,0.009938901185233462,-0.001807410929005831,0.0018270336919155394,0.07802261621441274
SCGB3A1,,-0.019108597900381694,0.024565377757172876,,,-0.029225641458203416,-0.030873810133721445,0.03977999522144796,0.011072573851287182,-0.030611292745772713,0.037796041007525386,,-0.02425806091405345,0.03803056191158074,0.012076096319445619
IGFBP4,0.03429350966455795,-0.009504151686605325,-0.05630219471933259,-0.07982349846546406,-0.03381944088458244,-0.014672293180861811,-0.02993321514961768,0.015504453266936752,0.031844436453179074,0.09410354524103216,0.051650545951296874,0.04557997986421667,0.06292341676631279,0.09061932994980308,0.09110984989562343
RSPO4,-0.02500514498579751,,,,-0.015302114195418298,-0.029225637183292224,,,-0.027015637157827916,,,,-0.016336771659289914,0.044964322905180994,0.06587669432911628
LEFTY2,-0.013954107139854012,0.04207223117419986,-0.03989595426160932,-0.09042805023409073,0.06270362636200659,0.008485539444454588,0.03775782400378116,-0.03553668528900853,0.07726037282641551,0.10115191010941445,-0.018125152603145754,0.10785756378411454,-0.022216930153950577,0.06289160002469621,0.08769203946828247
PF4,,-0.019822102943009845,,,,,,,,,,,,0.0040580383044093995,-0.03638345900886391
ANGPTL2,-0.0005129168410481487,0.027324228400969874,-0.06977301934033517,-0.056594015117204806,0.0319013249022451,-0.03722590137125562,-0.09239360008435411,-0.007857374090299017,-0.03128700987183427,-0.0050489039662625695,-0.01971128157073909,-0.04661724988094204,0.005482697199171931,0.05182245680868838,0.11888141033066617
LRIG2,-0.055928978498980764,-0.01418149696965324,-0.05855542935228679,-0.019634402226759867,0.02434704025816568,-0.029882020244575848,-0.03056918018750689,0.037006479144173425,-0.048489691034611496,0.11956358530305286,0.0057617560727445845,-0.012441465217550216,-0.03044096013338077,0.08673751311640088,0.03864939115983855
ICOSLG,0.01050704220037805,0.007278146932311011,-0.048694888998444125,-0.005368563927975975,-0.014399565208297596,0.04977361449147129,-0.06999671544799337,0.01621930984446587,-0.00916410895421285,0.0652841602742548,-0.007588801122449129,0.0357936913104725,-0.027228869553391814,0.0643115950748574,0.04802738985376554
WIF1,0.20622927035968686,-0.017014255069202087,0.0745930722828053,0.16309911446692715,-0.01180827908358477,0.0329989805891932,-0.042735032087124085,,0.0388930384061467,,,,-0.015186611668152036,,0.012341923890825982
NPPC,0.1152945347751481,0.03684250903508736,-0.00592632632476685,0.020936735482174423,0.012623529609781615,0.024764007120518843,0.0035310951403872016,,-0.04605965626099112,-0.0334313455399416,-0.03187419756124513,0.04808035165795926,0.060245284527631664,,-0.03705010864244505
LYZ,-0.02017143716330683,0.06739679904734662,-0.03819670898145626,-0.0820961897993619,-0.000997575090678372,-0.015640657043059534,-0.07968568973195778,0.015718974426299277,0.02775076665298104,0.06577454288132062,-0.04473443799346515,0.0017527045481911048,-0.00839471016386621,-5.565809792347648e-05,-0.018255111712702513
EREG,,,,,,,-0.019191314978894036,0.011672594508825808,,,-0.022475051040640168,,-0.020347724540767182,-0.025125789835420236,-0.04188813929277447
SPTAN1,0.059749328395547946,0.07676817257449253,0.05089452414414716,0.0443950190493846,0.0015913262947734048,0.017254249093618345,0.1276555316604328,0.02670562768473586,-0.040821768745660965,0.07149289152132567,0.04277500237428432,-0.004686887155621531,-0.07320298435720242,0.050568848889190054,-0.006802509691156143
PTH2,,,,,,,,,,,,,-0.025980909402100783,,
LIPC,-0.007044750643867401,0.03206080053969583,0.03122385027311878,-0.029606241271078935,-0.009065305703137055,,-0.034371295343142025,0.0221509074819799,-0.030594248816961763,-0.03545051977481204,,0.07324929627222457,,-0.045126441144531355,-0.03777318270053412
COL8A1,-0.0749038928779246,0.011867351310722906,-0.03962957888987923,-0.016495000954228033,-0.039137149386596716,0.03249423635502229,-0.04175786936565652,-0.0847238561599371,-0.0028271128972821233,0.0686624409491438,0.019951619581802124,0.042869578595923774,-0.006519434557194163,0.008509231984978794,0.06597605037378046
GSTM2,0.03890613781675189,-0.003491614561727847,-0.02519549083863999,0.012457932195625191,0.005440143863189574,0.052374578740267984,-0.030524022912607595,-0.02969783428774249,-0.009355373250556534,-0.06960480529731286,-0.007259003746128685,-0.048582770852578186,0.03583328499371215,-0.0036176100975748612,0.030507413610128556
SPX,0.12115914430959997,-0.003819404423059806,0.03380564776758974,0.11958982590076071,0.0012177023804651143,-0.04495690559449072,0.0776173457735063,,0.025757684824635526,0.04810344952948312,-0.0015378534775824751,-0.001551520123564367,-0.04020390542273861,-0.02995346846786767,-0.056447778054637444
MFGE8,-0.06342301608826018,0.04914937561271868,-0.051838597675525074,-0.019073492324659748,-0.057874156657371494,-0.022487279516661306,0.04757999997832971,-0.049625874277069305,-0.004863196108606844,0.07589766273817983,0.02744531148310049,0.060952783914865874,0.05802053138384138,0.07228005476301357,0.049666440101944175
TGFA,-0.06181032078665981,0.0551767787879072,-0.03923270403573087,-0.08395773568834201,0.026811456951755016,0.006324677617134511,-0.027856310761427822,-0.012711089611672128,-0.01046559524818542,0.06416894226104039,-0.058919558229840185,-0.01609609107210496,0.02901095633174825,0.026199162061809403,0.07358846703917125
SLIT2,0.035743209558950925,0.023934285522930785,0.04207326387185193,0.10236854554751652,0.06862385525537439,0.029856491522869833,0.06638066051508056,0.010142669064652025,0.03919905129986459,0.021693432859943736,0.023840593638197124,0.013371679389495905,-0.0371752717419867,0.009782003323094014,0.08938854191582171
PLTP,-0.033801435445705776,-0.010590820735216536,-0.01379898724116345,-0.10809586864376147,-0.011836657782570157,0.029205350943379182,-0.09589253871044433,0.0026165224480020725,-0.004317266505153914,0.023685861649780794,-0.012640529706255848,0.04021824131158395,0.057273041697688674,0.00464138731228247,0.02811537782695356
APOD,0.08132380732515171,0.044160108167406786,-0.009348579117264664,-0.06055949890557169,-0.003367946399475485,-0.003187034482492208,-0.05348797132484177,0.01559190176605235,0.04068171676733168,-0.004466308873039408,0.06489917465918818,0.005576294654496032,-0.039724721375346904,-0.023414162029611232,-0.04615203805945942
B2M,0.10394909985672847,0.0868072524892579,-0.08381011262686625,-0.11032538229111997,0.004954697797278112,0.030093368059304192,-0.09219918002763895,-0.018184024488004547,-0.01353878532521603,0.08632989269482323,0.017308176581923553,0.05691390199448544,0.07993012610453555,0.007591374834275263,0.030341730619141454
OMG,0.08683469658229377,0.04301294426051457,0.017231804798879122,-0.018224277489543382,0.029934709501136417,-0.026922741609424525,-0.0004655050916889847,-0.007324601695572575,0.08401090322601626,-0.002355236196561462,0.04180093672772333,-0.07683494618783407,0.002405397501184589,0.055786195116803584,-0.037144039135930416
CXCL3,0.007235137977072179,-0.01805926822186606,,-0.019780744007866263,0.008560054878495501,0.08094540299267448,-0.027016473816784382,0.02510241160364955,-0.014025914053726921,-0.034454354163764044,-0.036669579672854016,0.05354675453389798,-0.01701241815320806,0.016944940220093643,0.027477889752074505
CXCL10,0.09869021714161925,0.02762334985432741,-0.04072607659084083,-0.08296339123896863,-0.00843913167562745,-0.04135839528589507,-0.05360950953818686,0.0005216984690355872,-0.0066689397454003305,0.019856509141628703,-0.022048341663687986,-0.02749600044965698,-0.022322695120588574,0.05398671082345969,0.006005164373559439
RSPO3,,0.09640892982821583,-0.006770486134011284,0.12022316538063843,-0.023111530363861866,-0.01953880155842831,0.15859784365734145,,-0.014656809863131216,,0.012001832860009488,,-0.010404673809446728,0.031719094650138016,0.012469529226275824
CORT,0.14545720220646444,0.07673459148088681,0.014099613873009597,0.21495381572141706,0.019092579676009445,0.044238245493257805,0.002553499309603093,,0.01940614442763813,,-0.024346557818815628,,-0.012286223211783,,
NCAN,-0.0013977242149862436,0.07857729680730258,0.005095423789544558,-0.11072194712060454,0.011173612988527877,-0.03607738216237517,0.053404696847729874,,-0.036174429407027794,0.038773366692876045,0.03925665141529251,0.03211715331347497,-0.024367046971876603,-0.02182391796324747,0.029900204019045286
PRG4,-0.038261428960604006,-0.01694533177166047,,-0.02143063331457546,-0.01955549447092111,,,,-0.01713623359004784,,-0.023385990688242573,,-0.017313920136263428,0.052969668012756405,0.04258175437863211
ZG16B,,-0.02649785794481155,,0.011027148685370792,0.17084814486927408,,,0.007127481038054606,,,,,,-0.013807257199838297,-0.03103882201526541
TGM2,0.04307400873370067,-0.01157099272206453,-0.009685443374802025,0.009734425421269084,-0.05036619803685533,-0.0031058409455927325,-0.002753306617291254,0.06194017474527766,0.05468730163412087,0.08859467976592271,0.005123794439137857,0.026194248493100612,0.030224864676940286,0.06701937566810817,0.013168448602832105
VEGFC,0.01402303146357371,0.02046308605080328,-0.061079639984560966,0.0272070990399307,-0.02815069202469626,0.0233875639507529,-0.02168610236464938,0.04161950539012304,0.17471769853027297,0.0033622711269001015,-0.027478376719879703,-0.02692051625238255,-0.027882241293035397,0.043688451628762205,-0.013539427269188404
WNT6,-0.03481814790497738,-0.01921588081012763,-0.018671964901917467,-0.021074221644881656,-0.023265540677914098,,,0.022717322414214734,0.028685301762369074,,-0.031874201861646065,,-0.02168156213688853,-0.036906729787794725,-0.03207241546033873
NRG4,0.12776365438602105,0.02179265746781445,-0.026916585383232012,-0.02669321331542557,0.037338139526924184,-0.010198423784737976,0.08460619466632195,,-0.02040203610694438,,,0.0013592673822392489,0.047182045628518916,0.02935981366226789,-0.00575209485565
PMCH,,-0.020284591346174843,,,-0.015302113456926012,,,,,,-0.021702505985733294,,-0.012420918036869037,-0.018419733217670663,-0.027101228306231996
COL9A1,-0.04042330845442444,0.1103394787861788,-0.033134505593228086,0.028849436276893594,-0.028018731523572742,-0.032893413514734814,0.00887961437432391,,-0.008436273093962316,0.0028941275078821736,0.02125778513696294,0.05813322729815567,0.015014932739048243,-0.0031907970119248565,-0.059600618055986244
GDF11,0.06476814587435097,0.05562965171399299,-0.05247585105151916,-0.04070726388407587,0.029969957664638787,0.045503469831169645,0.0058719640734737465,0.02244788989287974,-0.05054937664879499,0.04013914177472494,0.025225873801212932,-0.005026242429330684,0.012637406617909897,0.09553591304159995,0.09578920681633293
RAET1E,,,,,,,,,,,,,,0.020337036833225873,
IL24,,,,,,,,0.07181597667905666,,,-0.016180865499188544,,,,0.05737160020340283
SORBS1,0.02369356355042638,0.06339477917397073,-0.0045037233611622636,0.08581687055985904,-0.0027499583038734505,-0.015726889341743232,0.00031620386094521793,0.019234164753463616,0.0494204320797313,0.06297902952034568,0.06011941851486181,0.06830338381818919,0.07855981158818298,0.02441129852858819,-0.03066706937428784
DLL1,0.06288210215754002,0.06388752050822907,-0.05501176525076046,-0.020552073760329956,0.012024166051121466,0.013583524075565116,-0.06952868449586008,0.06911429061026945,-0.013502941013681108,0.05490114781809138,0.07489423521616653,0.05592667535050976,-0.06021684386568544,0.09789728399354,0.02839354388324747
TLN1,0.008491774612729867,0.0036441603453774905,-0.03531282572021933,-0.1315102800193012,-0.027911018542599537,-0.03126737391843626,-0.1062855405335353,0.017701738856843795,-0.022897231678481147,0.09993838225129037,-0.04683822520002353,0.007673758805127938,0.05142462871507211,-0.02411593391516383,-0.013200205664095292
COL2A1,0.10495699982910031,0.042652975479331785,0.012079054150969161,0.01825299928176039,,,,,-0.0142391823269952,,-0.03537349317039114,,0.032410128209681824,0.06235030771216296,0.05278487137459668
SHH,,,-0.03613776929489016,-0.01555007356813087,0.028332083034356168,0.0434554350369145,,,-0.013589771616123394,0.02614931466437287,-0.05493832297429723,0.028085072425331547,0.04989211384101212,0.005325099795384814,0.08796738009429057
PON2,-0.024990972053272137,0.053126157579025064,-0.03793950962623039,-0.11607434359693274,-0.022892360470647227,0.005667693683624395,0.02436566046613624,0.036146990922490504,-0.01305314594729635,0.06441478917099885,0.06362434885482272,0.057700705816398086,0.05152815705413892,-0.022775393019794456,0.06193999594369356
ICAM5,0.12801710271805222,-0.015865494469675775,-0.024917698780991912,0.2506753539247396,0.04112974092362591,-0.007517205541740182,0.08523710466335808,0.023840670663271828,-0.01390525151136934,,0.004190731151850034,,0.04056195445215199,0.05257144007870442,0.03122164977264796
HPX,0.09017889945885024,0.03534593567539434,0.01731560332193177,-0.028804894170643892,0.007600243541485481,-0.029225638478719656,,0.027805940409666385,0.017288920768733958,0.05470441288754695,-0.020153657745158357,0.04114561381666802,0.014451696801383971,0.0878162953646985,0.09209806102063578
SFRP2,0.10061107538895894,0.028245029558179775,0.016934148763524417,-0.015786877770073707,-0.017098577896391052,-0.03527373456344634,-0.05494564541049932,-0.036767599355899835,0.11538388159766857,0.05568246858576874,-0.02519468305926404,0.0908127313188103,0.04738220775113253,0.1331470730526667,0.09252718206641738
CFC1,,,-0.004340388623389052,,-0.01315676195780174,,0.22168046313796186,,,,,,,,-0.0295611073172531
CD70,,0.03141514535926598,,,-0.0016407175734120144,,,0.023757404118155637,,,-0.038559235384297896,,-0.005733066387365943,0.09750869041939557,0.04668646186289943
HP,0.06189017310798708,-0.020187817724460853,,-0.019660809435651076,0.06700128360722833,-0.021336423975021588,-0.04448319288206329,,-0.017037214804908638,-0.016058081399186564,-0.012064256419101586,0.0302515122189184,-0.01915149924728959,0.04385500405915063,0.009148164320550985
CXCL2,0.09294357948355318,-0.022138816817220217,-0.0037594892256771328,-0.05245629907539214,0.010467953657111928,0.014833451329758189,-0.02455516517815897,0.050854838882226375,-0.0013930840356014423,-0.061838334242658506,-0.01965515117366665,-0.0241343895578247,0.05555068916598162,0.005091729783892726,-0.011089962192010028
NPPB,,0.03268218176847949,,,0.15282298729832178,,,,-0.0174882106985403,,0.009686401776443074,,-0.018564345765820132,-0.028219324976613013,
CCK,0.23191246422424724,0.08267569355091739,0.09050767088894604,0.11697386943467161,0.020231391424363497,0.03265814545913824,0.11995272103376003,,0.06398417202450174,0.047541309154194196,0.05069866638592569,-0.0017189068423570676,-0.02908285664836343,0.03426822054119964,-0.08348316865932223
SEMA6A,-0.06654659368117527,0.018320556521892076,-0.027171274671155213,-0.09088402302196212,0.05129545169981211,0.040279291332739324,-0.09811419381036984,0.013144122955275863,-0.05186230226578429,-0.061307870525597,-0.007558966065259144,0.007383469803908468,0.09117764838054618,0.0071707095708528675,0.08408006791116189
IRAK4,-0.04640579839910534,0.016967923411980727,-0.01897552220036223,-0.06312907946487345,-0.01088489621811781,-0.00937585772451061,-0.021926798635529193,0.02344213531534233,-0.014415673051221439,0.022467433821680163,0.06598700929890963,0.11522757360071013,0.016574841807387518,0.02181705236641544,0.05132289510266324
