,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
BSG,-0.01747076050775255,0.04637322769459106,0.052579793086098184,0.034078887654346954,0.017476868892942782,0.0060475057623230275,-0.03230984126559803,0.06371148906130637,-0.011358770452005654,0.02458284447417647,0.07838704953240551,0.13209224304465403
ADAMTS3,-0.03190580269218889,,0.016938680897507642,0.1086749604559921,-0.025291957782045762,0.0024681471980091867,0.04342576819218427,,-0.021777694594759523,0.01005480067194965,0.10499615041239273,-0.0006918583007317385
CD34,0.00763805207429062,0.023178886644772315,-0.04052228377697456,-0.002229559471879793,0.05742188271431678,0.048540197772257244,0.1020662841971158,-0.0637015585275774,-0.0018227985112140494,-0.023431069611158206,-0.0028545923894403506,0.07187586279382402
CCL23,,,,-0.013530632569206995,,,,,,,,
PLAT,-0.012409232862494735,-0.05703022370732175,-0.010773466281630128,0.0936500489414004,-0.010634705638823799,0.01842802558165142,-0.013028988604332608,-0.0077114371090630796,0.07020522620381009,0.009414717998626131,-0.027038376097420276,0.051610707431601
NTF3,,,,,,-0.002246982575755988,-0.011997459271797241,,0.0978532313498804,,,
LTA,,,0.019847789239740184,,-0.012705502056198489,,,,,,0.042081870720462954,
CKLF,-0.03542691584557118,-0.09697244518030029,0.030099371008032887,0.09511990322627674,0.0401292064862118,0.019713242609574768,0.047912654132941344,0.011271610750236655,0.032268420172751396,0.0020381160987268465,0.05441694233918607,0.060782791653359224
APELA,,,,,,,-0.0169906259386749,,,,,
CD24,-0.07505558092026392,0.02215800541421013,0.0036092093419754973,-0.03791459371343427,0.014272802148090262,0.03880611454970782,0.07009389981486452,0.01849411593917208,0.006188203003520338,-0.0011631826569822497,0.052973668007176615,-0.04031270620856871
HSP90AA1,0.040923346999367706,0.06763715731755121,0.021471038029163694,-0.05445109892592311,-0.03362085293403679,-0.04419108467330103,-0.0031476076511287587,0.004524904608668245,-0.1101333126861177,0.05609369536785994,-0.1028516656370825,-0.15383733886100306
BMP4,0.027875802018924055,-0.05731689162437795,-0.024745728600157123,0.007227182478491964,0.04139527986439668,0.0019768401236066276,0.01741177205729677,0.07202452738794195,-0.012207420884149191,-0.03272366252598946,0.005826424179674619,0.026647800770132023
SCGB3A1,-0.011604525878901942,0.05325276834614576,,,,-0.01319322063182505,0.022616073834513764,-0.04905868271237167,0.04753318686068786,,0.002464150937613545,0.0008042478149754073
IGFBP4,-0.06183961253690103,-0.03983113575629969,-0.0830495309077158,0.05767056670482729,0.01512028158349917,-0.028891176208063266,0.09194046000766841,-0.009401105413081322,-0.007249595426670034,0.015084511135099496,-0.007515330348238698,0.044698851727575914
RSPO4,,,0.004710184415096055,,-0.01477727238263597,0.00795997362412101,,-0.022923825910525015,,,0.03947254336535556,0.09382580954659193
LEFTY2,-0.06598963279629638,-0.03334084232093517,-0.02004245696533315,0.01667875751114455,0.0073050106539115,-0.014466525663372823,-0.018382146068231017,,0.10367449142242308,0.02267635468564928,0.02927320750195451,-0.040515680341595785
PF4,-0.012037832800480945,,-0.01759870198212923,,,,,,-0.013415301485689436,,-0.034067554469214945,-0.02791023409987613
ANGPTL2,-0.0763507875670572,-0.0442482156076698,-0.03941991560400472,0.10424553800633275,0.04097177398570186,0.07026555833344947,-0.04441433120370107,0.01749024042010167,0.03480888832176036,0.019836227223425172,-0.0345026904263762,0.04063438837451741
LRIG2,-0.03359240826495421,0.02236842600914037,0.0327352384145787,0.06155632328305717,0.018137566181599462,0.029903499327495135,-0.021921766324228136,-0.04391996559679131,0.04281971657565505,0.05470755647950796,0.05140236515265241,0.01513832434366854
ICOSLG,-0.004568211067829682,-0.04736588443711313,-0.006798833970736093,0.0607184907277035,0.0068601497858633885,-0.025038265369676127,0.03670482704635816,0.027816706872193658,0.0005907794092053725,0.049853498430005465,0.026500650891563643,0.059538217291132345
WIF1,0.09106233350921229,0.04957290843101802,,-0.018846633627171018,-0.011403271087897229,0.02141461667329893,,,,,,0.1209810834364573
NPPC,0.029523347042358945,0.13243285517360215,-0.02729992672727151,0.016519733527092986,-0.022244158654144197,0.012834513466220202,,0.05236974885921452,-0.025382649772810757,-0.028188872080978603,,-0.010717955129623858
LYZ,-0.026414018643063336,-0.044316326712439576,-0.041034413841991524,0.03737065932151814,0.025933312017256197,0.024593805597624214,0.00544619680042026,0.02564650514078538,0.029493661004541035,-0.011812069733346784,-0.023294258265592335,-0.050647472899892736
EREG,,0.03327402347546829,,,,,-0.02149505074763763,,-0.004046297421570537,,-0.043349707380275465,-0.03213294737547444
SPTAN1,-0.014047393296343627,-0.023102239858538483,0.004215551755138371,-0.017474349706244275,-0.015757378127081563,-0.06355051024059989,0.030494018363495783,0.08300064948562791,0.030326552781277768,-0.01160737452704972,0.06997798050345723,-0.04457290731345721
LIPC,-0.014737471429445433,,-0.011587619708107323,-0.018107414189103343,-0.027627615602793056,,-0.026876799718957244,-0.015435189629514809,,-0.01856998857132458,0.025178915402052745,0.06334853172244304
COL8A1,-0.03343216257045535,-0.030880622188481918,-0.014882082375172327,-0.022568569291346152,0.03020310490633686,0.023832263950255526,-0.10491985146582798,-0.002606429926843647,0.08377078779013662,0.032936774168610565,-0.04335795584366415,0.06965086317705357
GSTM2,0.002138839945783644,0.1617629474707052,0.005945114155741637,0.025077091882448426,-0.008112570006343647,-0.009363336631616202,0.022389215959263388,0.07044531920326912,0.020517412791105367,-0.03893675844019618,0.004732439674409047,0.04813571347935659
SPX,0.005020426661793954,,0.010202975998960117,-0.02350418987002027,0.06793101824041435,0.03451114196917186,,,0.03217726913332674,-0.025495512796038042,0.10460963614978441,0.0391700986764568
MFGE8,-0.011933842544243409,0.03200747293964779,-0.05177989334010022,-0.009593651163164327,0.04227284577029935,0.0370427462844465,-0.0524088595941216,-0.018239553753195956,0.004610319269490533,0.01184861190708183,0.02785565554418531,0.06269470178993171
TGFA,0.006339622645872754,0.021026052731625427,0.09584285689382147,0.009322225113782176,-0.011984725443150926,0.0164941403810248,0.02461418014120701,0.021697731369522154,0.015169199053803806,0.01256476776717362,0.08053385344555208,0.041516409504290114
SLIT2,0.0009061742364661379,-0.019650580586422276,0.051007729491084904,-0.029581923297602886,-0.014014345239567703,0.014247235817943817,-0.0245167678707753,-0.03735494168406893,-0.0075405985684295325,0.10205418672843608,-0.05448021904964767,-0.003411685033616953
PLTP,-0.007227913884570408,-0.09028428155876549,-0.028991122224239323,0.02216444395974719,0.017247392674328694,0.01945552182559293,0.06660778112681745,0.030868872106267268,-0.032905123135408644,0.007153419062740531,0.0050753334571616,0.12419254994063542
APOD,0.010404011455918323,-0.04499738646232118,-0.030769292631175903,0.028003825877527623,-0.008302433969214998,0.05792245736866953,0.06083891256984276,-0.02028083512286359,0.03417589716376702,-0.07957640628133496,-0.02204543660041596,-0.009697140790181719
B2M,-0.09854892877039717,-0.07383988330986925,-0.019704154048183004,0.06138266865121492,0.0361542655826081,0.01826857045563691,0.04871123868323156,0.048122777130894336,0.06936793969556064,0.03789011427301959,-0.12122409993521668,-0.05387307179149566
OMG,0.025858429261673744,-0.02184667909826155,-0.014509149608498067,-0.051374067727145076,0.03262230606982381,0.029578668197128878,-0.013612933740684379,0.05427552562846275,0.04303093649513735,-0.030108168920077994,0.1395253522321029,-0.0734803271869791
CXCL3,0.028466258823831372,0.05798852122713402,0.006446079524413816,-0.015612963232844229,-0.025346539178252917,-0.014113955272287655,0.01805398959569972,,-0.01732429204471775,-0.020923835081252742,-0.031758549476437505,0.021950028162520636
CXCL10,-0.01767130280297399,,0.05981373700340856,0.07313687428669578,0.04673643780788871,-0.021440131082995466,-0.018549016749245507,-0.005871752694681435,0.0044120109054891716,0.09896868711599516,0.03580242363058954,0.03464589321274642
RSPO3,-0.01576327393480088,-0.024733817980935536,0.035749637233545586,-0.019526463755793578,-0.022318836142825735,-0.00044697208271273154,,,0.11139276677639674,,-0.006571530941748436,-0.052766446128100844
CORT,-0.034411568488254815,-0.016527424129452455,0.007170103177108478,-0.03379492031886266,-0.03487343418933619,-0.006700564295514037,,,-0.014038431157266194,,,
NCAN,-0.06532767947537321,-0.020941250760123247,-0.090405077170974,0.0881849709749834,0.01864813636707359,0.017011895365944055,,-0.00025606293309284267,0.06072285618521429,0.05104395623205713,0.09528970584234212,0.016956247826761764
PRG4,-0.017451822790539574,-0.02765560371330276,0.03582475526801936,-0.01691522269657672,-0.01888476746961262,,,,-0.0013766007881640247,,0.051876664802164754,0.03889401366157677
ZG16B,0.025960597762076362,,-0.02341078552428137,-0.018262701164478493,-0.010095674769840985,,-0.024249389155676385,,,,-0.030272841016603026,0.018621481947037794
TGM2,-0.06007431170222861,-0.0018073462900489684,0.019503601498539382,-0.03578615542511261,0.02996443240611129,-0.012401908450030792,0.023397108712103192,-0.00799574620955603,-0.023224478943053663,0.03658889925144129,-0.022961734681210967,0.01581389443304944
VEGFC,0.011106541123767261,-0.03677708848646072,-0.01931068504455459,-0.02230165908992471,-0.02718516137679779,0.03262594815089352,0.009575043095131384,0.042793468930000716,0.0016727914904087365,0.04560217997786065,0.052398021858592464,0.043355007328737705
WNT6,0.019298462123393163,-0.0014138529104945547,0.03499617727789881,0.029523729469900048,-0.02246756411148555,,-0.027115773891793593,,0.05112085532369035,,-0.03656067730102486,0.03710036721592063
NRG4,-0.010688176809574769,-0.018539326153836154,-0.013000010197627497,-0.021068982940908254,-0.01939542586815596,0.0441664798024932,,-0.0358011932565278,,0.0007828773632335937,-0.024278634541484448,-0.00861020717126544
PMCH,-0.012318698967177199,,0.03021983887766965,,-0.01477727166947297,,,,-0.01969666996148532,,-0.04406876787140428,0.02109605961069604
COL9A1,-0.03228133520428409,-0.05308979734010799,-0.01420299641394486,0.02298865436958638,-0.004439377333989085,0.06813276968282808,,-0.038444602226317896,0.02743654399805999,0.06628754213928026,0.07135892266901762,0.10238441744492109
GDF11,0.0355539878963587,0.038537824153761495,0.019171318455004808,0.08762209305360934,-0.008572621786450959,0.012996218926246101,0.04188851505668342,0.021374891464091935,-0.018307383269166748,0.03237065484462419,0.05846209890021064,0.04669849163746048
RAET1E,,,,,,,,,,,0.004549379759945167,
IL24,,,,,,,-0.015291581787227448,,-0.013201401324090173,,,0.005905659135723382
SORBS1,-0.025584559042666006,0.004281084979245355,-0.055469999446191944,-0.0010274620680882614,0.017073695098617427,0.0015523981385303586,0.045348584450259036,0.0524399252700832,0.08923543716513639,0.01301588564806416,0.0852965301341256,-0.0029165941073898897
DLL1,0.010787161105079135,0.059938193688836,-0.03539391313279748,0.10296474226583613,-0.0018220899745826885,0.008911287634953323,0.0413119270896091,-0.03793758571342921,0.06636918811851197,0.06468871384972766,0.07022067966702511,0.017598701191949232
TLN1,-0.018621997438331366,-0.016610828332364158,-0.010405707536749817,0.039994399446986996,-0.0029257187970197665,-0.00786358108365138,0.08112849708391465,0.050118366410866595,-0.006872048905045339,0.07145024924524929,-0.019153984048832316,0.0437226492021603
COL2A1,-0.007205783659606876,,,-0.015612968546108654,,,,,-0.03440689025813577,,-0.00031570790663515706,0.12059257436436469
SHH,,,0.09010941576786638,-0.012273690352127406,0.002886467597671295,0.0038047535918928764,,,0.04040560846203687,0.031014702986835774,0.020919009094710953,0.11540528389408498
PON2,-0.0018974850768168987,-0.022726203611103044,-0.057399275105248525,0.07292518761007137,0.04176714463053011,0.030946055968377628,0.00810582088955718,0.10296310243503219,0.04864712088678173,-0.0029230115674253447,0.11067670568449926,0.12574663354233312
ICAM5,0.05001691388052817,-0.026438006530901823,-0.015072893965431877,-0.03050926628322485,-0.0328035373332629,-0.033561874949213685,-0.014475361018764293,,-0.04213403867657448,,0.0655540839460765,-0.010247935594618176
HPX,0.020571228601156337,-0.024733824483373412,0.03653278723015896,-0.02273573498718688,-0.005650377321912316,-0.01319321928680798,0.14941944519049336,0.0785247618096972,0.06669866759419542,-0.02971288299288493,0.10419861663139537,0.19107010410059325
SFRP2,-0.015428248081365703,,-0.023872156205004675,-0.012460600171942384,-0.01651211980932301,0.0028953860892642377,-0.015091440510259437,,0.006236592220231422,0.0687084521359339,0.08000898518823457,0.09448262286626331
CFC1,,,,,-0.012705502824057613,,,,,,,-0.032738649360818106
CD70,-0.02818702735025802,,-0.019558703523340666,,0.04808981875344617,,0.025779942194927755,0.012312088671382419,-0.0017203053576140216,,-0.0035694609888034944,-0.010533480757463753
HP,-0.010798616270174791,-0.08647813938602573,-0.05595055926979566,-0.01818476621121969,-0.028782835262389065,-0.02502329523180494,,0.06898281982418579,0.02930528766396808,0.115165463889116,-0.03631818181569104,0.007967703055350916
CXCL2,-0.03598267643419125,0.026671848056658544,0.06699775681178215,0.010093884263538805,0.003444422107325881,-0.018335343900004228,0.04950900794459532,-0.03526992542420176,0.02434230036104993,-0.014758861503062876,0.04475887021789272,-0.024333299722882472
NPPB,-0.014970961523311331,-0.04470697747609319,0.0336005316255245,,-0.011125454988874307,,,,-0.00509442645159013,,-0.024627970825455783,
CCK,0.059679985400974384,0.05892296969921432,0.05621328360834621,-0.05470863068163961,0.056943583371669895,-0.004237133605325293,,,0.09888789941669153,-0.05397621702566073,0.03575796438100373,-0.1749094336385317
SEMA6A,0.006271769865961625,0.009204514866562884,-0.04476072978202018,0.10003870412636073,-0.03539511967486122,0.00584502565078508,0.014664210763012022,0.035756917925461686,-0.04005047290362236,-0.03321270628831196,0.08348045990478083,0.06327211736494584
IRAK4,-0.05142188938232439,-0.05684940233505237,0.014552950939045833,0.0020199508799844503,-0.00429664049803207,-0.02759408111016014,0.029534072665249027,0.019920563147259214,0.0028915922037723424,0.023428850392406712,0.08457384907118219,0.08190764279686628
GSTP1,-0.05138039219236987,-0.023565909068529484,0.0030755804890504916,0.07920388170774652,-0.05934256358149584,0.021928479084861213,0.0013531913246257823,-0.01342605100673168,0.048859788639917974,-0.012005826668796845,0.16335840350252837,0.11064635409327543
VCAM1,-0.08737037122151438,-0.04027947912772221,-0.04790465015039549,0.08229885869464883,0.03423654489702624,0.04529176800122547,0.018433636040219727,-0.026704167385434574,-0.036421942172014526,0.0754555762947813,0.04318049262516006,0.00519389757896802
NXPH3,0.05869561125894959,0.03789217240641123,0.08265464860785407,0.08780814021337584,0.011608692439783548,0.047381323403002544,-0.028855743370495388,-0.02149425948788134,0.06657955809358868,0.047228736987300894,0.11361518929813487,0.030528474413254143
MTMR4,-0.0024478115891606983,-0.07823804317217842,0.01637512131030046,0.019234229063867323,-0.00192419922997532,0.029374443890243847,-0.03217865540739444,-0.024610505196066012,0.03107384100676017,-0.029210538234236635,0.06635822609767919,0.058171244309152804
LAMC2,0.10236541693983832,,0.0030246245866930406,,-0.014005706628671559,,0.11522345576514925,0.016525309965028025,0.031045253609253476,-0.021426749261686927,-0.008261187906819319,0.007748869833820997
IL10,0.02000913953766446,0.016204886974049645,-0.0086393962896271,-0.02048770073074896,-0.014239971955426974,,-0.036080316183614576,-0.0471571816914546,0.013415936152885461,-0.020668157375622043,0.0352726289996276,0.0706924359755313
SEMA4D,-0.007392701193524134,0.011982629883018292,-0.049201861368871676,-0.051395958457847814,0.05394579843102297,0.020415899126597345,0.0058908733660276045,0.01692303634912969,0.04204146338197107,-0.036714722068023835,0.044544073948438095,-0.05025036629210134
TRH,-0.012327029480114571,-0.019102488343840266,0.00539597913233136,-0.019144618183213766,-0.029317222266860742,,,,0.0633706063051478,0.04187969617183237,-0.012658418324625687,0.016687301174356375
SEMA6D,-0.018697327292650074,-0.01343274002081386,-0.05217558276286798,0.07484587688726403,-0.0006233958743494249,0.020698255279075012,-0.020605888675300187,-0.08315523322935463,-0.005515981133493203,0.030282794726988336,0.11100993523099383,0.03156473678338656
CEL,,0.029927438730230297,,,,,,-0.018076498918846176,-0.021553038210379967,0.050052519047603,0.05425175949672542,0.018039402962882173
PDCD1LG2,-0.032776035752209,-0.025810530658522842,-0.005502288102568853,0.007370891832109703,-0.015616433344512926,-0.01778977811063436,0.026688194187301714,0.02274499834472715,-0.021837696681710265,-0.00530011244970076,0.08407717355971966,0.014762366276950236
SPINT1,-0.029727073538319052,-0.025169389178408035,0.08895902295690526,0.028098563653468592,0.02359398419689602,-0.02156062289204099,0.05953888588446082,-0.07653911558648265,0.07179551725239035,-0.01839861144129247,0.023870384524364283,0.018636599878856814
CTHRC1,-0.010251690119317904,-0.022444009710757582,0.01844875047564266,-0.006780194569856365,0.06666391528392013,0.02579785094376386,0.007692148362684046,-0.08552253347043831,-0.007301879506995807,0.07568319314842681,-0.022826780949332923,0.08187408642685588
PODXL,-0.047163546882646845,-0.08341652765703364,-0.04644652056210035,0.03525555601563692,0.0484324614908465,-0.013751325012587624,0.065027087381992,-0.020246798876971048,0.027536024187349375,-0.002431154282734141,0.024928099613775057,0.07913274058411277
JAM3,0.00627210113085217,0.03987009998187655,0.016502010731598432,0.06360366458023363,-0.06709428910306246,-0.028070248944475244,0.04000676442659878,0.024261563645006586,-0.05658538198172984,-0.01666800007884689,-0.06984814468712709,0.0814244738665807
TGFB2,-0.0033279502421411163,-0.04006335335083823,-0.025324075073298053,0.03983820377385945,0.07060196180106051,0.06247178133779602,0.045424220720077436,-0.0039611992120562,0.014926787617596278,-0.0067048812731988145,0.013951857936624271,0.07972916719123078
COL18A1,-0.028819524325847817,-0.06719304912811716,-0.042206563326446005,0.02817713349296796,-0.01972484220188961,0.02426739893838098,0.12095878769707316,0.057802573274839175,-0.004425812647201348,-0.0073085405619078975,-0.06723581474882732,0.022574905406170204
NODAL,0.0348697610415286,,-0.027503834081322506,0.058011307233635796,,,,0.003065991952984391,-0.016306840392042932,-0.03223270894833837,0.043510898320209455,-0.07422106425337195
INHBB,0.011985487577130237,-0.05017062664219727,-0.029785333323213467,0.033205889904689416,0.03156278445390178,-0.012765323226289576,0.07638775390840011,-9.46976991000916e-05,0.018582366022500605,-0.022526098322846373,0.10188565357760114,0.08791463915454012
LCN1,-0.01175064202862984,,,-0.013701285531100579,,,,,-0.015399748203835729,,-0.012575746422376006,0.01752475160082077
ARF4,0.043908583901351717,0.0072394357098781595,0.0011673447645432307,0.09317815005014009,-0.010381028890186753,0.0071102768492097325,0.031835085967533754,0.0444479748355853,0.09401954735851727,-0.018010261220899333,-0.09409382966685303,0.0009693289210355921
CXCL14,-0.0451341865000913,0.05302364033107416,0.008998114079222576,-0.029407984280317413,0.00567149577674477,0.005354149837069392,0.0027590794981158288,-0.06212246650470758,-0.03307469358260864,0.04810243789010097,0.08431627046045324,0.015846126374460732
LIF,-0.03688368295704714,-0.011236909961596918,-0.017215489003568805,-0.017253192934766765,0.030229043889661154,-0.015640862659637694,-0.0031360291945337375,0.08455137431751192,0.005066912000860281,-0.028922033233945047,-0.008634950584025127,0.06309735267175261
IL17B,,0.03602183516267022,,-0.022627876601800774,,,-0.0049713799868045675,0.16255684760460148,-0.007189965250933209,,0.016841394611309672,-0.028255464387447488
MMP1,-0.016200200440422054,-0.058448586260640624,,,,,-0.04599372391234767,,-0.02538264812721976,,-0.028357992107303224,-0.036706804314928974
