,UKF248,UKF255,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
LAMC3,0.1458042007020411,0.006453775744443771,-0.00825399607968672,0.008605531416849799,0.03849653884386434,0.05997178087297242,0.16823631125766111,0.19444804683521996,0.06033095191077048
CCL7,-0.013923213623549738,,,,,,,-0.018580932105765446,-0.03892396180676863
NGF,0.10895192711383361,,,0.06891890981564618,0.07293185023647748,-0.04374918329178393,0.11041094354293458,0.18469461029920642,0.060662243617859546
TNFSF15,,,,0.15435611182170036,-0.0125496895139237,0.03086163708791618,-0.013515157908002399,0.10379062097756066,0.1258563985039922
HMGB1,-0.02792952534475108,0.03982515609952004,0.009259105439826545,0.06482397659658563,-0.052105576975675895,-0.022058126168335423,-0.008773854847840516,-0.1306924287337747,0.0017806243733408322
ITGB3BP,0.03253975153924267,0.026509225134860235,0.028869990143909355,-0.00821865332674061,0.09202616584185565,0.0999737068546131,0.004348196821924226,0.02303003173056831,0.03135380019260145
AANAT,-0.020200464698710785,,-0.04475444063692828,,,-0.005224942917819484,,-0.0336551939951669,-0.017847911503286917
RELN,-0.025447744913855853,-0.02678589800264249,0.03520812941337965,,0.08153590451380782,,0.030362904061039458,,-0.004664289768035772
IL15,0.047879105153175644,,-0.03195447190548067,0.10344005869880442,0.04520387622390325,0.1653665840250226,-0.032967629709997226,0.05886771064152643,0.02170186823143188
BSG,-0.004966347437583857,0.060674393051363365,0.06782834110806181,0.02417635533352838,0.0050727956076454484,0.07606954118692824,0.013350233861671553,-0.02663627652789293,0.06092310194793894
ADAMTS3,0.05744009811042197,,0.02179062349825945,0.09953146208939219,,-0.01772132949427638,0.02677441196981106,0.01757673184018966,-0.01535058803438278
CD34,0.05403182052738765,0.021866864526545755,-0.02354650863755153,0.06577050123788274,0.015488778106364448,0.10919513233005511,0.1441775229710514,0.18300212361612603,0.018925205420858356
PLAT,0.048599002960356845,0.007272102862016319,0.005139884127202546,0.06186471907288077,0.04900628291967975,0.06114671853121005,-0.004656824473225948,0.13813338634094788,0.009472018720373331
NTF3,,,-0.01547183603279952,-0.06818798521134498,,,-0.03810365538380301,,
LTA,,,,,,,,0.05176595972208582,
CKLF,0.052495352962013866,-0.024255810027138894,-0.018640207303551204,0.058699564140451486,-0.05464954824705962,-0.019938211550347428,0.05208551932050935,-0.034182644840784385,-0.038947253725158164
APELA,,,,0.1650855912277032,,,,,
CD24,-0.02210324626548644,-0.01629595979947633,0.08707524137008824,-0.018621556365368542,0.1056583187250473,-0.041537231197944745,-0.08869258508119685,-0.05186142842165178,0.03317730474874045
HSP90AA1,-0.0612482136612261,-0.012643878136834555,0.009727073618715795,0.010580655309057097,-0.007138786815061066,-0.04898382272099777,0.007526873823160525,-0.14060490401059667,-0.007478095091139989
BMP4,-0.02227731077467848,0.05204990385631632,0.04432246717214837,-0.022465881645695823,0.04905656363843205,0.12918869613937614,0.15332280826209477,0.1283331251552951,0.002638002925004005
SCGB3A1,0.08486287649263866,0.058439202490969955,0.03183738372331079,0.008692409436100954,0.05475905147417262,,0.07703884791605015,0.11742225532515553,-0.035865481638951535
IGFBP4,0.12281815305472356,0.004712821401028824,0.004919876105300831,0.09051838355434168,0.03904332201838395,0.08152617474289325,0.15343050249913054,0.26708085153483124,0.07428662649556855
RSPO4,,,0.011999068570891766,,-0.049529755617136836,,0.019880248153997623,0.006330604412442288,0.044037117841607944
LEFTY2,0.014287089591562841,-0.05226937232129787,-0.0370205671665036,0.0073772870650969016,,-0.05066192270943584,0.03388785046197886,0.1802347094478911,-0.054866968717456464
PF4,-0.014443097687436214,,,,,,,0.011793151204660336,-0.017629839006712212
ANGPTL2,0.068235744425537,-0.05652431787792549,0.048141516980213746,-0.11877622516384954,-0.07785517807149028,0.06767353091797525,-0.008910628304700241,0.1286103926460067,0.06496900426868048
LRIG2,-0.05817967041807609,0.048376487599029065,0.0237221508269548,0.03857837201446201,0.039290960987283886,0.055706974580960376,0.0065763177595900895,0.08305303605255003,-0.007424816799676936
ICOSLG,-0.04964153092737283,0.03539892962341202,0.047383277871945205,0.022882654306704196,-0.02085219864777689,0.028520280677940685,0.013250923023680215,0.08196173481220523,0.05236257483708471
WIF1,-0.025988009981533836,0.03783422880825818,0.04426840453166032,,,,0.06769091773141633,,0.11163903159143906
NPPC,-0.034503222567459774,0.019090825146118196,-0.012843459658190176,,0.13258630405149846,0.06665645683905959,0.05905716729133852,,0.02306455890380874
LYZ,0.053270095418140845,0.0185208558556306,-0.00536898322438404,0.10958107808168421,0.0006530617897930942,0.011041826770570569,0.02052058181051059,0.11136172146565222,0.04916965908582773
EREG,,0.01892581002932335,,0.025098990510882692,,,0.03915775349333813,-0.03589160793420197,0.15530329528261808
SPTAN1,0.009636027390223201,-0.0014435597681115699,0.04562725492508888,0.08753325328336474,-0.09396567769646852,0.08851373546270509,-0.047708208557043344,-0.01079138707320241,-0.08491062148331509
PTH2,,,,,,,0.044187164767646066,,
LIPC,0.020544876163648827,,,0.003597054761013301,-0.007011889397851534,-0.04239242036742713,,0.07690028330350267,-0.02749267862704001
COL8A1,0.024216720733214576,-0.044686762723094894,0.028234590688998293,-0.013087188798870442,0.07859654748315846,-0.0470727840239248,0.0593149558577416,0.021784507248871467,0.02006552536365068
GSTM2,0.016359776394072514,-0.014877582369991151,0.030955150908465238,0.013926022797338919,-0.03834568335943884,0.0005174327337725591,-0.030977191848788888,-0.021274452078004498,0.043786009920458585
SPX,-0.004893969722132483,,-0.0351797377498529,,,0.042452070831363625,-0.02891542946333095,-0.02907337703899555,-0.006783200919673866
MFGE8,0.11418410960523712,0.06581501865176684,0.04816014207146831,0.03671664836425636,-0.01854745994057863,0.039569732107024996,0.11658366628049342,0.12874498985871946,0.07317142627148081
TGFA,-0.02848288321042072,0.008448701939171417,0.03606071869169934,0.014895803231931666,0.02311452665843361,0.02412827709393411,0.031079313176780945,0.03383903616486449,0.07908644229109682
SLIT2,0.020739481811552933,-0.028435982496623248,0.0501450162998529,0.10801673224259985,-0.02099235744496497,0.08842075623002243,-0.016641432311491844,0.019467945423977194,0.09598497419189277
PLTP,-0.00026145557514913964,-0.04429773522949175,0.0727295947508877,0.011423807956564107,0.01640304324535278,0.09091168094240054,0.1230145877784673,0.09434235106478486,0.05045197465638794
APOD,0.0626460008123733,0.010964487752359529,-0.022986844521580424,0.08586714648548831,-0.10950513095886387,-0.05240167342802454,0.11094357225877671,0.007268315089709133,-0.08080250119163782
B2M,0.05937125650046803,-0.021132906016255056,0.028192689833773644,0.1739565503338918,-0.0016179966576432964,-0.04608683138712651,0.14619360945011642,0.20325682350866098,0.004205568563855625
OMG,0.001209670587249028,-0.054081289747116894,-0.012114370451671448,0.017654070983446526,-0.07142416335477379,-0.03218636355146019,-0.03580964867279441,-0.027803833501725744,-0.04578850588723066
CXCL3,-0.025126085911798275,-0.027253511662076513,-0.04279966904736591,0.10472379525801788,,,0.08161974585644399,0.03836390630831442,-0.05862406553112919
CXCL10,0.01542106313790651,,-0.004848813553476646,0.05126499178638676,0.006243484866191475,0.01505530417728825,0.07961933337493242,0.0966705047187071,-0.04083519302323605
RSPO3,-0.018912914732047956,-0.021478158847856064,0.06288946315073397,,,,0.05556639232756477,-0.006493214906021483,0.012577728406242281
CORT,-0.023682060224155643,-0.004795396793793686,0.02448249962423352,,,,-0.005710562583057216,,
NCAN,-0.03172049122440828,0.015142184075046724,-0.016503363267643335,,-0.012165503244120182,0.042585130689940486,-0.08457877083895034,-0.1058551651702429,-0.044500924081421235
PRG4,0.0461403742288393,0.013748696869774195,,,,,0.11250563780899932,0.040931768181644616,0.016072520934766275
ZG16B,-0.019307293071025144,,,0.08795452148566743,,0.08989823551542747,,0.03880999074853815,-0.01504006078569413
TGM2,0.1009915228620414,0.06064470099743726,0.03959050235864711,0.03524474499062355,-0.07067741696347016,0.05832302728440562,0.11492637034625122,0.1555000103555562,0.03639873150221934
VEGFC,0.025991438133484743,0.039602373219681325,0.07420929640531501,-0.0019108635680942082,0.038378634299000285,-0.01793014642833533,0.07964608280396455,0.16401382034171239,0.03324260968054711
WNT6,0.008008382808309067,-0.060964501325234996,,-0.005276708503856408,,0.031158581740948384,0.02049276623299969,0.03237148444824139,0.016075830489509474
NRG4,-0.012823768557003982,-0.026827907281983126,-0.0020011842565653953,,0.08272482110290152,,-0.02496023855509982,-0.032279866389480154,-0.001006107342351766
PMCH,0.10080799919303632,,,,,,0.010875114961199287,0.18041013588596427,-0.029930086047988944
COL9A1,0.03803288888574294,-0.06936468907268557,0.004557480796192013,,0.012838299090272766,-0.01804724145758613,-0.03242420710846182,-0.04756929047381625,-0.01971048449762984
GDF11,0.010587496291625722,0.03508383335566618,0.01884014684065968,-0.035554784166426885,-0.04678737311572637,0.091312886113578,-0.03503205071302859,0.06781289476489027,-0.031183636815597524
RAET1E,,,,,,,,0.12559187373812472,
IL24,,,,-0.03011035382871479,,,,,0.10487279168515447
SORBS1,0.018918589884943344,0.06277044836486911,0.07187320224399088,0.001963237228499619,0.06908462475786149,0.14253546894268077,0.0024964537562766043,-0.11075721882805713,0.011145049521053737
DLL1,0.018709700579158887,-0.04977985255862278,-0.008284628715292192,0.004897041160431284,-0.09657372435749166,0.03777454860402556,0.00817429337375742,0.10406561378952715,-0.04523383748940569
TLN1,0.08190371396050508,0.01647120204595408,0.0077238870321435825,0.10458654128388994,-0.04124658773157139,-0.0260540106313368,0.144319398412117,0.1934642397990373,0.06305517223054516
COL2A1,-0.040927902012982055,,,,,,-0.005962061944662687,0.04365149864287032,0.14924292656534432
SHH,,,-0.030465658898691256,,,,0.03012555896305144,-0.030003525094165102,0.00620020153171182
PON2,-0.012395805896598213,0.005403140061151101,0.03222072992304144,0.13358043851435117,-2.592886955260926e-05,0.016982413551640457,-0.04273782196442423,-0.07926624340058606,-0.025257098488389237
ICAM5,-0.009099347542783503,-0.03825793785847686,-0.011255036072656198,0.029396504734543055,,,-0.010704531850081364,-0.043208576161446154,-0.0014740492826270065
HPX,0.028149859630802583,-0.021332478144848704,0.004090440394443585,0.06628486418499183,0.10536914342002762,0.05320863213265207,-0.010134952179583297,0.09220882439922193,0.04407906286613357
SFRP2,2.402908446881569e-05,,-0.02377277595762993,0.16982258923849478,,0.040686913320562,0.0024249125662578587,0.14160161696668305,0.04698157577201214
CFC1,,,,,,,,,-0.020679766262905925
CD70,-0.022442326197865292,,,0.10933311823763456,0.0577330338323864,,0.04479864561122794,0.07324304979447971,0.047224698102124686
HP,-0.044207812943106564,0.017902749716860344,-0.008239304859387276,,-0.02076683423502409,-0.07866997996633186,0.01108108612831332,-0.01353583820623662,0.008829081853036469
CXCL2,0.072151265815287,-0.013780207781531592,-0.03707230527384308,0.06792526922628256,0.020050423898552754,,0.025038471174992052,0.04183367841959238,0.026579478530419313
NPPB,-0.017962291330994022,0.00035016234607647634,,,,,0.012446590523872406,-0.03274432943629294,
CCK,-0.03198307641843772,0.04916319225178825,-0.061524992591440335,,,0.015846989946426474,-0.06297830306143419,0.11243067000590759,-0.07573436254803374
SEMA6A,-0.04752219974503398,-0.013443771442882835,-0.006849536863310117,0.07226611575066395,-0.0874051388326949,0.040163180285002355,-0.08605354332790635,-0.07222603445833171,0.08212509300394434
IRAK4,0.033682822786626515,0.04362459564480244,-0.004629032726138967,0.02372991562950719,-0.02801160917770879,0.07011183625086193,0.036938663355993176,0.09113655029858878,0.05972181973197354
GSTP1,0.019739059512520772,-0.007584297916149288,-0.018341733787378824,0.0251761899034963,0.03204964905846634,0.022691699727487406,-0.08215363037326419,-0.040971336933987385,0.005712299772665803
VCAM1,0.014809372707917778,-0.006500863339984309,-0.018973720933397963,-0.0028742037707467655,0.027035187546392527,0.11944349183833795,0.01546254811554932,0.17563311809578508,0.012226716013452672
NXPH3,-0.043485516766441794,-0.002363713682898357,0.037849774524731136,0.05927903748392874,0.07318918965104819,0.12771634823159564,-0.05906146593141449,-0.0012123078343052594,-0.03420480539691144
MTMR4,-0.020542323350812748,0.008560345709426435,0.037763684463223125,0.06416366766008087,-0.020348928318318214,0.00837627080670768,-0.015261790367156153,0.060550388384508325,0.0321154351133437
LAMC2,0.009947762863986258,,,0.012378510700905405,0.04616584505411341,,0.09292854879037903,0.09353699309763307,-0.022505521822978655
IL10,0.041394116392236176,-0.0373499487779442,,0.05953228257387168,0.06368175200105167,-0.05689288110385494,0.06327771002406349,0.10707442967767623,0.047388974122872234
SEMA4D,-0.03155432745261481,0.04883837560363766,-0.021932725470995902,0.012047130561285698,-0.012486554432171336,0.009194319707262293,-0.054712055954721645,0.0682530361423563,-0.05948543730262131
TRH,-0.008202363555167142,-0.007963148955838524,,,,,0.0009932458413216784,-0.02449815908370774,0.021804704052756967
SEMA6D,0.058212412216960996,-0.029175455292976934,0.0004447596156076523,0.10557217274125553,0.0046535280727849,0.03235473751776868,-0.0670640067100433,-0.07924297598834594,0.04708071512390376
CEL,,0.03998188473102312,,,0.06461379757942459,-0.021827841023947407,-0.0037662779658609717,0.052719773577886785,-0.02404407965197682
PDCD1LG2,0.035819099180212706,0.07991555889560165,0.010037260050559627,0.020475242729106495,0.01954609353641102,0.06759954566411136,0.026386781705322184,0.044593319510373486,0.06928825393796538
SPINT1,-0.03566680433195486,-0.02142789287328803,-0.028347423951072714,0.01034143108499104,0.028955995832070976,0.05987285919118151,0.014145869524452088,0.09533711941897614,0.05618716370614235
CTHRC1,0.10130970204885074,-9.745653186321589e-05,-0.0009595137875565053,-0.1712253330811796,-0.02437061008332508,0.07920117707768974,0.15764378458747805,0.20248466268587953,-0.001651294516086571
PODXL,0.10873470533294029,-0.018815206393969313,0.019023963810002903,0.015357502351068465,0.06452851512841218,0.03030959722485421,0.08326692545282466,0.15881228626714486,0.07456210261823829
JAM3,0.00958303117785901,-0.038591652133844516,0.03557540609164864,0.006441865655627853,0.0010771797260268664,-0.062031244105694744,0.017734649920535348,0.021001321676257168,0.12727472958185007
TGFB2,0.003220115893355176,-0.07007144637148106,0.044335373942174294,0.018878052173099288,-0.015084222925190039,0.04982433033799382,-0.02365185968876559,-0.0775814095700812,0.0077993039469936845
COL18A1,0.161304176250885,-0.021780224409235282,0.04815290787369862,0.061535869741644655,0.006525893506998066,0.043240834879185876,0.1561674805944102,0.22337966031520012,0.051448552935533534
NODAL,0.04707828063600463,,,,0.039028542060478004,-0.009422065019454981,0.07629444590012015,-0.003887663885233454,-0.046882638426153415
INHBB,-0.03962369942319719,0.015964535836055,0.024807324607422448,0.06397882045014266,-0.011958054633922629,0.07352923866425791,0.05904860163981533,-0.07235508210131233,0.02096777024602903
LCN1,0.05913665852985498,,,,,,,0.10995315669044184,-0.015785703433599026
ARF4,0.015247305598511115,-0.025907783934813463,-0.05662547980999801,0.0898192423684518,0.0745009809160062,-0.00498919587453586,0.003288187697105889,0.10038620699232421,0.06328447245950537
CXCL14,0.009670628298830542,0.061108717249071076,-0.023475114231956785,-0.07073110379196483,0.026287963390006944,-0.04170855384422864,-0.0019136189698741913,-0.13910843435609718,-0.03938146313981316
LIF,0.030007358650355614,0.060137636172901666,-0.000506443565919736,0.09082126478659672,-0.04433022797041798,0.036235930269507395,0.019786599752944792,-0.03489723435610276,0.06690237064946963
IL17B,,0.10384346174049959,,-0.011186325255081135,0.03158354445026503,,-0.019845957456884163,-0.006448932417199389,-0.017847907918937887
MMP1,0.06907744486573818,-0.031468921126703533,,-0.08039792702887932,,,-0.01437107367263307,0.20774072461322246,-0.03994224956749187
MATN1,-0.018510950288529476,-0.020000552085051384,,-0.016995228460150887,-0.08517885396555096,,-0.020453389723137493,-0.00778253299281665,-0.016264977707159657
ADAM28,-0.06501030918923853,0.005742255976394773,0.09227305347435673,0.064701190807025,0.028255616711735206,-0.036629301320452036,-0.022222014626789466,0.12828188448194908,0.05842266543048681
TCN2,0.09313577688362049,-0.05025250510144765,0.013898052625755974,0.12351083815380257,0.06287422530620283,0.07183270178555799,0.10743024114924817,0.05703936818595623,-0.04269263909397834
THPO,-0.024120534677898417,,0.009515115379456337,,-0.008107739729774016,0.15781519799803262,0.002900929007148174,0.14795495118604285,0.036415711903854966
CUBN,0.023873373950879677,0.07952763028298582,0.011428589142670961,0.0858881129336931,0.0656601588319883,0.02714236648053326,0.012484808381250085,0.04072830131755563,-0.01876320148397293
TIMP3,0.039859899568018047,0.008428246780440542,-0.03390914614902736,0.030470577532517695,0.03484208277226296,0.08154488658483255,0.12777676994542303,0.20743616561951528,0.07623362873120897
PIGF,0.0004667654202195747,-0.03528364123142324,0.032714813985014655,-0.022029185940374407,0.06089212657384512,0.03853207844035784,-0.05926292788337918,-0.013820416548847905,0.00495675736312626
CRH,0.06609754524417516,,0.024779940183243396,,,,-0.01773864536834467,0.033170009974349435,0.2400329905479842
BDNF,0.02647049742441489,0.005639813060738033,0.020967093420429062,0.00682834613812904,,,0.02180610461524917,-0.009820664722698876,0.04296185094030414
CCL5,0.044323604861826904,,-0.005953657530348192,0.09548959295494527,0.00646291627525578,0.00264117940009061,0.09963062722925214,0.2008387062968396,-0.013939308339413856
GAD1,-0.03298204116930899,0.047376439214881376,-0.028313635915778092,0.05251513704942966,0.02068495990937144,0.0038840806888045224,-0.0844313051022612,0.010858006105332996,-0.008173658670264662
COL14A1,0.2588758925844609,0.005334803926782169,0.033790764422658826,0.07248702486067712,0.020148660091376166,0.04688632438810864,0.04626357944147566,0.23382211058824592,0.07323355302219
HLA-A,0.05090698421863079,-0.01898103471752553,0.051526260141302835,-0.004702224799572267,0.02284609121808625,0.0800426492877609,0.06940606871297472,0.16198639307254617,0.06053170466418876
CD5L,-0.016518097121126164,,,,,-0.008362721384178394,,,
FGF18,-0.014945892347283624,-0.027642817737770605,,-0.03126452119236416,,,-0.02483423792029263,-0.01388823128012136,0.0003656838619336412
ADM,-0.09900845846338993,0.03930642967820447,0.03534133217975737,-0.028386303537559623,0.0417342435393864,0.09515482208370474,-0.046333366136464514,-0.013058862503814304,0.09176862590730164
CCL15,-0.027558981892252532,,0.0023253452534908454,,,,,-0.018874894827597355,
GNAI2,0.04809167643558219,-0.06491047467304457,0.0057753246328339745,-0.02548533079736235,0.16481688277620105,0.14877341428500684,0.10867802003075042,0.10311733987230993,0.043234095611566804
HDC,,,0.010339675680712609,,0.04095108058041608,,,-0.04286309246151036,0.04528634568746346
COL11A1,0.00815006253933943,-0.008051834750244742,0.023393971775406617,0.06453885623013017,,-0.023862052273673842,0.0362297205477306,0.05631784863524424,0.09425152890334576
NUCB2,-0.00014892490453581052,0.05148500400024773,0.0267536319623154,-0.023493366460352032,-0.0392988852162871,0.04077962311544718,0.000908500984819125,0.060095312120850765,0.06330384709948184
FGF16,,,,,,,,,-0.016027013838033413
CXCL1,-0.015537908591047356,-0.02723821234101156,-0.02523147930268992,0.18261322839904665,0.004228048796233682,,0.11352112510758604,0.11775027845402186,0.017907299293618256
VCAN,-0.03824255791232427,0.024449128325539096,-0.010651536630921816,0.02653487761184516,0.05566194436052157,0.051765078347821396,0.002609007929779176,0.08112350408346988,0.13421521594048086
MMP7,0.043506358950193426,,0.013493208001430836,0.01870614598537799,,,-0.009697164702673568,0.15672517850144632,-0.00019640704878284916
PTPN6,0.03114501181238302,-0.03515663486106738,-0.0015559645157359574,0.041965547565699785,0.0075892412498703024,0.03876230353604012,0.039932256815948766,0.09744108694557026,0.0016190496131510844
PTGS2,0.039892840941585406,0.007520651823796561,0.042747599993879885,0.04919491290664671,0.07305795042322168,-0.040836667183752604,-0.010371597488572852,-0.01528510401901562,0.09876683637643516
XCL1,0.01954626751667648,,,0.053382900903553646,,,,,0.004828765185260671
CD58,0.04769178411179423,0.02492456961370422,0.007574512518267746,0.043278901863066925,0.001459361761177992,0.074811682370237,0.03404023969611277,0.05061008654826285,0.028338654653513467
TNFSF14,-0.01823850264535266,-0.025035706817377254,-0.03374843346173997,,,0.029543150156711207,-0.0024243664166467135,0.01705066571038053,0.036931365509607815
CNTN4,0.02789444140569928,0.10145635575200927,0.03823498777416167,,,-0.07167980981133962,-0.035175446410418164,0.12060027046656906,-0.054052628258914534
INSL3,-0.016215047813198123,,,,,,0.03343312562730307,0.015822965854153048,
BTLA,,,-0.028644259954483643,,,-0.05823252735534558,,0.11476833280156816,
MFNG,0.060427109542838336,-0.009419645650185642,-0.008816886956122705,0.02585785139980567,0.030823148734274566,0.09202513301355626,0.06431252354726089,0.0009076420158618318,3.152654792056978e-05
ICAM1,0.028845480078108495,-0.016689759336273806,0.03369816912289969,0.055165838593750065,0.011579501418333487,0.058045468334738184,0.0435718878389715,0.002331630624508185,0.07607345638781454
PROS1,0.06311690280780378,-0.014870151904625581,0.026789094683036727,0.08939339099408845,-0.041565062702433986,0.04449366491161246,0.047136307951101686,0.04498190264724648,0.06403617048361847
CLCF1,-0.016890031912618064,0.007842746851554765,0.02903182484041365,0.05645965007926463,-0.0904479062831361,0.004565290502174929,-0.06080787363719151,-0.07641867967192635,0.1036461754935444
PSAP,0.025141803892198236,0.05473989418563573,0.04270369760401933,-0.12656061921254286,0.05159073627768751,0.07932838917816287,0.02747792753436957,0.10779319765689567,0.08756784189473714
EFEMP1,0.015001751114990672,-0.048763416689172306,0.06958685649178832,0.06502165779741378,0.06178429364799818,-0.009255797395473863,0.025778608957774927,-0.01005665034834748,0.10375788670318106
C1QTNF1,0.041408868710249756,0.020141401672841112,0.0070067459242748155,0.0477260509713282,0.033965131238810335,0.0027436007109753967,-0.016177850835869697,-0.10688682177181913,0.12140292472218
ALB,0.07215361305257531,,0.05673424254649892,-0.02850315889038432,-0.026968484176401856,0.09780361693711763,-0.0347367833483693,0.03993557466070757,-0.0016411575848711741
CCL13,,,,0.11844364142522439,,,-0.007476567564049066,,
EFNA3,-0.052649946488143626,0.0027747032333363397,0.02757914835755741,0.022773113436663075,-0.0003616786311515254,0.06998402802646721,-0.00045823049991338235,0.05717155889688375,-0.04658288866660325
DRAXIN,-0.008300046908446814,0.01505954426496453,-0.04115192048303308,0.11550731782201695,0.030187657953209438,0.13733558712836635,-0.03257220127578103,0.02431867326612285,-0.0002505797742188888
RAET1L,-0.012631679725193103,,0.005001769585041649,,,,0.03403422706248646,,
NPTX2,-0.030029404192566656,0.004965472764702939,-0.012996068727194277,0.15171529053608618,,-0.014461123122502183,0.012253124776678838,0.17452843944303384,0.02253325654193184
FGF11,-0.060954050052035295,0.10116173252966383,0.017083569980073387,-0.03557949933462435,-0.01845661398758627,0.14493933840570813,-0.03916548556017559,-0.056081139789386655,0.1057282011582336
