,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916bulk
VEGFD,0.015468843996553322,0.06908358924885037,0.004623054056205482,-0.017618791613954042,-0.011060656513879389,-0.024256561311649355,-0.047258916191695,0.009468631637478827,,,0.05872949689528935,,
TNFSF13,,-0.01050457719230214,,,,,,,,0.02194125829410382,0.0669017312167981,-0.018006211272057714,0.12973321335590418
WNT5A,-0.016726322289494538,0.0527301018470396,0.022390409274446944,-0.028231600785658884,-0.026926748178322385,-0.030225905507655373,0.017996997645894464,0.025206329732594332,-0.07404688553194927,0.0855825472492944,0.007471135404548509,-0.023342148310910135,-0.08961284618023405
CXCL8,-0.02299245411136291,-0.017977940836597844,-0.07697641210032641,-0.03976345274086132,-0.010300164279058471,0.05903155394508638,0.11777645644982129,0.06668988807925035,0.009656312813463463,-0.04532602430326822,-0.05282005468163231,-0.002068917326664021,-0.07037640875027848
GRN,0.008057818842412943,0.01671269299153264,0.053898509166185306,-0.02755388454976915,-0.03945426927733967,-0.012023518941906208,-0.040334749179737554,-0.0037953597264351966,0.07827865237688049,0.012450651362763658,0.039993576255882714,-0.021621534577547345,0.016336239017622434
MIA,-0.021838076829886213,-0.03206702394285473,-0.022106471087947163,-0.01396653011788114,-0.01257916743196522,,0.04717402636964781,0.05202487502998022,0.0008352823228547279,0.12970420772903346,-0.05398731391324006,0.0636490299930499,0.07763518430649459
COL4A4,-0.00962266974299113,0.016964000067375196,0.020366301766281947,-0.01726515612761202,-0.021132000897701477,,,-0.030603787851903857,-0.02372338660601026,0.005021250268499359,-0.020272755062044578,-0.009181474121109505,-0.029555660714268704
TAC1,-0.016371758965898466,0.07771139765187147,-0.016770703585648368,-0.024950526730380448,0.005254358503354087,-0.0697144089020048,,,,,,-0.014457982913642557,0.09237745791639797
RARRES2,0.05704803975941307,0.010112960903518634,-0.03278948516852226,-0.022972212849127118,0.06873879270319895,0.04184942019995773,-0.0020645192668275665,-0.046144845302673695,0.061922370312466474,0.015428762045724194,0.04316247823418123,-0.015809852851016087,0.004187007667358687
FGF7,-0.0277155902469477,0.030274048312539034,0.0025628520743884386,-0.03935813081968163,0.034870291695938735,0.07370757568619868,0.008999724246598468,0.09781608072145806,-0.04568672974532334,0.03703433989080069,0.04839179686234983,-0.010507221265511842,0.029431972082493523
HBEGF,0.023026910898595796,-0.01393876522140405,0.028105908393214536,0.01760131423368586,-0.028404826452226882,0.038043482927351095,-0.05250353500420652,0.008956851320433248,0.0023243143922219416,-0.030701963668255144,-0.001983202806678782,0.02992240996225408,-0.014568007986427193
CSF3,,-0.01815156035249213,-0.04938949579232795,,,,,,,-0.011292735254798132,,0.06037581244620543,-0.03108917343431642
PI3,,0.044608770363359744,-0.044313498738823245,,,,0.008913446815718627,,,-0.010994628002181296,-0.03160995893883631,0.03918469298237842,-0.02911589724081571
PCSK1N,-0.05785377438268484,0.019933508260429507,-0.026275253147858498,0.025753581159304012,-0.024985150306984085,-0.047163948567953695,-0.0609284714694069,0.07930984844847178,0.025817732114770384,0.02240211712415739,0.039934140530721716,0.006140725070866096,0.0893453740839974
NTS,,,0.06558426773432427,0.03809719600526277,0.0816044170357767,0.026797204265597445,,,,-0.016771031959937798,,-0.00014419264967256766,
SFRP1,-0.027851753141361513,-0.013287832749183917,-0.019131991606669653,-0.028504299617033144,-0.015079037856915748,0.05867507271983031,-0.05290692125222545,-0.023344095026623667,-0.06597738265160961,0.02490192182950936,-0.01594159568554085,-0.04090246813734876,-0.03878624702570115
CXCL13,-0.007838123974557873,,-0.01896004800890345,,,,,,,-0.03799079842596313,,0.04598435011424697,-0.02521754277505676
MICA,-0.03772794504446522,-0.02658145908489329,-0.003567832358053247,0.03285765860470551,-0.01028569418804825,-0.01779258693013551,0.03900613862800273,-0.012559396986133495,0.07821602236452747,0.06932338912721718,0.055613783026663775,-0.035260528887139486,-0.03382045981101077
TG,-0.023312678567939497,-0.01433967678409954,-0.005173748791719585,-0.01666041759919644,0.0402222935444889,,0.043613101465882875,-0.026279191895104408,-0.030551957130190287,-0.02247358198318255,,-0.018919755899343405,0.009722155407516345
ADA,-0.04816089000857526,0.02664934612593797,0.022541949809251255,-0.0026026432809020143,-0.017722995380493007,-0.019577181937370205,-0.11724891651343276,0.022529365725989653,-0.01162481036524109,-0.014070913979943119,0.020833488826304983,-0.03460529795317447,0.017465393265491794
LAMC3,0.03094960690541255,0.01072037417879822,0.034851211165551205,0.05768493281733157,-0.039120670898827495,0.01893490120908167,-0.07083020813930002,0.020378923152345737,0.034203628966955064,-0.0014269663464573385,0.09384822451385927,-0.04465993589543258,0.06263646465031518
CCL7,,-0.01036756340398213,0.03364981229353414,,,,,,,0.09378122359269747,,,-0.052644100091325245
NGF,,-0.02375473575854388,-0.02683168958490439,,,-0.021838711424591994,,0.06541004012550576,-0.027884286186610475,-0.029276270638511896,,-0.010937780062539338,0.021841035467896053
TNFSF15,,-0.011544788921364697,0.0008586622576705897,,,,,0.051511982489425144,-0.028160771474208066,0.04524022988554754,,-0.01427536359396378,-0.03440781461451594
HMGB1,-0.007362891011493981,0.045018066721172124,0.04993599933989533,0.10163036355445422,-0.017541880112115497,0.07352082627372936,-0.060381210893229655,0.005751170079533999,-0.03295241334687655,-0.030790996476348295,0.02787688657975345,-0.015553141501705997,0.0029133959527082812
ITGB3BP,-0.00018885317221240333,-0.047824651174618545,0.04146928331820651,0.004743099120155197,-0.004406891034276691,0.031205779133059552,0.05869625741592136,-0.019001729945303168,0.04805493398300321,0.059893055830257814,0.06341093939683803,0.01155652757678344,0.021670594628715286
AANAT,,-0.010504578313435669,-0.016770287960685096,0.09678594713045979,-0.012579168131650628,-0.020531600475343144,0.019756744399389698,,0.11995717351364345,-0.022238381301975103,-0.023709061271595312,,0.08840905385902298
RELN,-0.04215778339530615,-0.0018383047547981676,0.02904015420087419,0.007964774926714258,0.009217182374476704,-0.025648448077753887,,-0.04180183298522671,,,-0.037313489396023594,-0.017243092167123025,-0.013399149110968456
IL15,-0.02969999583236418,0.0338243009386752,0.00626742713661583,-0.021261414785926514,0.07815826130293675,-0.015111765980911095,0.003726872735460277,0.1086839653877103,-0.03303682271328269,0.017208820560130077,0.035875768292780656,-0.023443063434071123,-0.04392475307402294
UTS2,,,,,,,0.029994245834449613,,,0.13960796231370268,,,
BSG,-0.025545331336604193,-0.01307246781835737,-0.015601725465054702,-0.017997070939882606,-0.0019306569138922136,-0.10925355265490826,0.04296616048238841,-0.007430866365083999,0.04366847696507099,0.03616704067749385,0.048262141972207406,0.013088336882094069,0.009067608423165872
ADAMTS3,0.0024681846156519725,0.04479718597017773,-0.020216290472903947,0.00916411912943602,-0.03155556875930786,0.03441835878374,-0.07996158469929883,,0.09309350983524511,-0.02710594344726415,0.01668473674941164,-0.006199856714740544,0.02304287829917005
CD34,-0.0024575550391350036,0.038062587068912086,-0.011202879846217536,0.026093644630419428,-0.023535282023581624,0.069590641937332,-0.0774218744018908,-0.07911764702900087,0.04684110346190914,0.06913452602974944,0.03756634775528406,-0.06896268538600833,0.049004600605178424
PLAT,-0.050208082372479666,0.01865743353214236,0.040054467520448514,0.05005349158348085,-0.04668205982715046,-0.03349797715239549,-0.04273132503957989,0.03400214068829414,0.05563035677000414,0.0754468473320498,0.09518069436935271,0.025498720993054478,-0.0016330652586170143
NTF3,,,,,-0.005700280307808264,,,,,0.07225228029539409,,-0.03984186910174917,
LTA,0.021194945547722156,0.03032218721595114,,-0.014430008360139197,,,,,,,,,
CKLF,0.004091891062005546,0.03878354570975909,0.02643886630831606,0.04269645255175559,-0.006712779000017345,0.09341856562040092,-0.014809047131998624,0.10431417669268693,0.07710024858362945,0.13182763906888187,-0.0019745144454088757,0.07116349316929613,-0.07742863518608971
CD24,0.0015209485882923116,-0.04800361655606585,0.027566486298668466,-0.05547185839674401,0.031457524488028195,-0.07483004858914058,-0.040590894998178854,-0.18769868480479063,0.005962920922498028,0.04443810306698628,0.011518568657825445,-0.04293544598606961,0.0642683253184792
HSP90AA1,0.03805327973066809,0.014826236491383865,0.043571044358712015,0.06068303697318329,0.008893301161411451,-0.020588558980036958,-0.009934752299992283,-0.06667690726614206,0.01833049760051809,-0.08896399275750211,0.01033516922136098,0.005752961871851986,0.08294037700169941
BMP4,-6.816356828735027e-05,-8.08594781877778e-05,-0.010089962717412151,0.01751209957174476,0.005886797819979377,-0.016427833050871914,-0.043175576514379886,0.08761501948455265,0.11986443789038728,-0.01908182707345778,0.033821368983469546,-0.04185429393623276,0.04961924652184178
SCGB3A1,,,-0.0013805402523154448,,-0.010610651351984543,-0.036141362563926166,-0.047258870251763285,0.14007210766511388,,0.06982246457613987,,0.10008639768225437,0.07749864229712737
IGFBP4,0.02373691855275153,-0.04055624771840096,-0.06653163857943314,0.06023329257988878,-0.02322314658387437,-0.0032189220012498907,-0.016704168173624002,0.005637630639266072,0.0381367907759066,0.05943316695412942,0.09327619826792939,-0.058912231471888676,0.02017909260187111
RSPO4,0.02090011951062544,-0.006304638381520688,-0.007192802142754553,-0.016782978199390557,0.04259649981498378,,,0.06500056096205545,,,,-0.019964932554813918,-0.023936824946952373
LEFTY2,-0.017354774166667013,0.0294432367789647,0.11845395633961255,-0.025805719266145496,-0.01163470727672899,0.17555098578919423,0.006877660720802775,,0.0851476231131242,-0.021518581115951202,0.08118840323954775,0.083999299957982,0.007357599414926542
PF4,-0.01559499559185897,-0.009045494816796198,,,,,,,,,,,0.1443301224263523
ANGPTL2,-0.016489583825666596,0.017170586774247164,0.034266924726716774,-0.02582444790310424,-0.02827737385418725,0.04077357897175601,0.018067438717385538,-0.018931588892258357,0.019491417516014683,0.05562465544619862,0.05071105957946882,0.03341901480694114,0.030722620587898816
LRIG2,0.031311410879267004,0.037538702014768964,0.08195309143186624,-0.0002921935482747871,0.021887082582891834,-0.013373142956359694,-0.080467897003368,-0.015915038200239106,0.08082029479107959,-0.013080305452408644,0.02432959246099507,0.012277579899124095,0.019213239502873066
ICOSLG,-0.0029033971092265565,0.00239185142200332,-0.024308228982124733,-0.03595127735220556,-0.02013703186735464,0.13968636461256762,-0.038126559795697346,0.01809931674392236,0.04044962055156546,0.043660423159090626,0.03883795133365159,0.04056628881277722,0.011374010024721763
WIF1,,,0.0014877961873017162,-0.012951026760175434,-0.005224602144765886,-0.03927876716517312,,,,,,-0.018559338651121485,-0.03440781179083796
NPPC,,-0.014031793137994459,0.019143564409461605,0.042429558627306053,0.061811131855943766,0.0063038968777787375,0.07725273540149424,-0.0668231811872825,-0.023401127850210885,-0.014414528085154293,0.08366628344266284,-0.034055054943812,0.057511464937751264
LYZ,-0.08950310581753108,-0.00679011197288151,-0.02897718966437675,0.024517412139279885,0.06385002382023901,0.10176542711546151,0.05021137945003408,0.07127939556737627,-0.008258655330184099,0.00615200321221617,0.04950570757325542,-0.013199778346148872,-0.019904798461271446
EREG,,,-0.009178685806017692,,,-0.022465651946636227,,,,0.006876337945120077,,0.06875005948042609,0.02617977651219666
SPTAN1,-0.04132489255310078,0.01739168739736644,-0.0030489143516007717,0.0003257781171541513,0.0008210311486209386,-0.05676478750616768,-0.12836147353798047,-0.06724449859993314,0.03413106763205328,0.046912314670895475,0.012397219599880323,-0.015401469493411684,0.07967052423940746
PTH2,,,,,,,,,,,,0.016980140340653,
LIPC,0.005787724521433894,-0.01625542787029061,-0.022316364106075234,-0.03137748688368619,,0.013396158456784697,-0.04256546823666413,-0.009252314937594576,-0.04808170178157483,,0.014828734203204373,,-0.029241170370096266
COL8A1,-0.06431725881317758,-0.010612809179015125,0.012605276594434308,-0.0020824262219302924,-0.023145966038687037,0.012032650864702713,-0.008335071301131413,-0.0523420027686183,0.08875349204967457,0.0837107072655624,0.057743505407681445,-0.008179988858564267,-0.02458921186692787
GSTM2,-0.024752366598418264,-0.004304491649566503,-0.020409570945807733,0.006189355868509468,-0.0002704215985093205,-0.03573189619991895,-0.02544535249197091,-0.09967829487501181,0.1975891780413283,0.06051786626947904,-0.04150182546040929,-0.014300309804210386,0.054452588681960276
IL4,,,,,,,0.013692480399065845,,,,,,
SPX,-0.02053951996917879,0.019270007542090024,0.007228800706427369,-0.01825832197851974,-0.009109805388696851,-0.02851541228650784,,,0.018805905974155854,-0.025558208433770175,-0.01507994222496806,-0.049132611812484746,0.03396446838349978
MFGE8,-0.03986810364131661,-0.008026299888931901,0.041473041824073145,0.018650422348262762,-0.03506307593583043,-0.01058535408172881,-0.04135705068906365,0.01932895979577583,0.08657872917146524,-0.052125270431994074,0.08058404813421932,-0.06107759500789254,0.06109482373855239
TGFA,-0.02827480229712719,-0.012313850974988228,0.03985736076048816,0.01591034521703581,-0.035407938320080656,0.0026009248706234172,0.0880339677988283,0.031168757914771413,-0.07046784912751203,0.02462153319267959,-0.005084177404085405,-0.019135661657462704,0.045067623267288325
SLIT2,0.020114918310325233,0.016219396028467784,0.0780203441839902,0.02088711514801879,-0.003363710051456196,0.01661792069461944,0.006181178660373672,-0.031931937052331424,0.02639587565291459,0.04871496406318027,0.017276033031087806,0.05545345750536179,-0.009362514821242745
PLTP,0.032512969453791465,-0.002516583008998382,0.004731188919739047,8.595034932611748e-06,0.05991931170183326,0.04582198804604258,0.023265189258787265,0.05785338456436906,0.027399137952795593,0.034414667935819133,0.013292459341711842,0.019693441433585434,0.027985246556570652
APOD,-0.020514773930271672,0.03350660870015166,0.0369167419228962,0.0928550066917117,-0.005424045051784289,0.08090934107004716,0.028679079066107827,0.09678821255297229,-0.04686807091833872,0.057108460898244624,-0.016192050646631543,-0.024672752406363945,0.01956169309253843
B2M,-0.014969696287344396,0.040981573326656855,0.06427548889965064,-0.046043411237501386,0.018944123563742882,0.06575283229826942,-0.01152371147505848,0.0683736730537385,-0.013843515410988813,0.08510665913013406,0.052478247150788276,0.03659030116168255,0.009196525404130894
OMG,-0.024015183250053865,0.019970728449943537,0.03038248936608768,-0.06541733828683052,-0.03588989857131463,0.0026421398539014382,0.017122598639890713,-0.0762854918668199,0.03301139980409841,0.03836808616426542,-0.055014035622319615,-0.02440413672767868,0.09812947250833683
CXCL3,0.030412688293995967,0.013308330709340335,-0.018504173970645688,0.043368434465929126,-0.011351152441921374,-0.0316259046480548,0.07434811653452926,,,0.04832631387293732,-0.015894835324751177,0.031079691554849576,-0.04894411465336254
CXCL10,-0.0035002172419976566,-0.001480836431192147,-0.0027806900267390126,0.034872576681278286,0.04739681576679648,0.00732129784256255,-0.04669956872443211,0.09592791194413647,-0.007389725235260427,0.0383072593851271,-0.018562778406739172,-0.027280243111606043,0.060667419522605785
RSPO3,,-0.010504577537266264,-0.00521977390086688,0.03976982925256272,-0.027564044224108613,-0.011616265992575984,,,,0.04168791195719423,,-0.01359870980355486,-0.0027743793006993573
CORT,-0.02785167458031587,0.06931789655481231,-0.027084260584691017,0.06879633086410518,0.07340646934278348,-0.009466733219514625,,,,-0.028904770668107527,,-0.008348824596707357,
NCAN,0.0013650643476619845,-0.04052971238312777,0.04983349254716319,0.019053570429327506,-0.04349965226267789,-0.08622038616490697,-0.048114856630202006,0.12596101864104786,-0.05629317717160872,0.03297834356429055,0.1101049047519548,-0.0559478238645998,0.08249737503137677
PRG4,,-0.010367565019612987,-0.01597842672859748,-0.021447979879933188,,,,,,-0.027764364175035274,,-0.03215405638592648,-0.0260989340643349
ZG16B,-0.01876604256154143,-0.012032827155778336,,-0.011465951576386565,,,,,-0.021725662965053665,,,,-0.015996585337397357
TGM2,-0.032362495354327094,0.007226960363216772,-0.030778929635144236,0.06906745625404659,0.026252799995861817,-0.0987235739338575,0.11469169932399376,-0.026714895448720032,0.019700181903439758,0.03286213391091207,0.11725866234273938,0.030502018618871155,0.0824491786060892
VEGFC,-0.010725366255459171,-0.01847777688142123,-0.0245960934741159,0.01632723156906285,0.05254654361658288,-0.003913183479315471,-0.022115164206151214,-0.008437046896052671,-0.028160773985491203,-0.032622935173454645,0.019716423626143356,-0.03407448414546151,-0.03638711586507025
WNT6,-0.01735477462213444,0.10851870534733316,-0.022016733716209474,-0.014508503988506583,,,0.07505812956728204,,-0.020661108030439083,0.04855281997881843,,0.03395095737731906,-0.016529271975445615
NRG4,,0.010011109131786586,-0.0227591793354865,0.028569013243320437,0.03550844461881477,-0.028281605168303085,,-0.03060375409321944,,,0.13496529502349072,0.0021991941781883385,0.053841052776952156
PMCH,,-0.017483192420608553,,0.10180241202672642,,,,,,-0.02576569398882556,,0.008966039038036047,0.0026327450178032985
COL9A1,-0.004376377758366834,0.008255311514761481,0.0015672836384768747,-0.011851627293174112,0.05862453931756798,-0.02215421573109831,-0.009313076267795256,0.06634598048806915,0.048577509688072625,0.049934564984107546,0.05200498104469528,0.05631868733297719,-0.03619194372109525
GDF11,-0.03074895317743163,-0.01546609489068722,0.0171989786794264,-0.005265953995861579,0.0658223374783747,-0.02475241736888134,-0.026789941359611165,0.021694918533665078,0.06385617855438745,0.007169329638248211,-0.027246749115390836,0.019816339862185818,0.06532434263104389
IL24,,,,,,,,,,-0.01921028056393601,,,-0.027789846679644056
SORBS1,-0.0037746251029582454,0.0441024141642708,0.09748014549259411,0.01569540403000994,0.03156972636206423,0.03206433561767152,-0.08292480304020802,0.03621297548642699,0.035316878112765855,0.03310821150133943,-0.017484272515618838,0.10212490146786757,-0.004840137976484801
DLL1,0.02346389674719637,0.014919216881764678,-0.008399823794035834,-0.02831571116088126,0.003321690913737212,0.01790316377844912,0.06269602685933848,0.0674248577168492,0.03374128504367521,0.007292775072195525,-0.01077815420946484,-0.04259989516717703,-0.04811063943474926
TLN1,0.03717499474657814,-0.006145797239441722,0.009559360232272574,0.02619226887073681,0.05433741996043898,-0.020260148270023502,0.06456407813728166,-0.0929819014064244,0.06619430149851711,0.007785259060117598,0.05285603857134133,-0.0012964174041770408,-0.0010195046559125065
COL2A1,,,-0.014271159024642207,,,,,,,-0.04199619163534646,,-0.03197790302308896,0.02259114105052541
SHH,,-0.010773602265091888,-0.036178353686918054,-0.018887709551504615,-0.012182920081275424,,-0.09081761211767032,,,0.01843771702696749,0.05153826323722371,-0.014607116832468776,0.03377883648248715
PON2,-0.012883776320917029,-0.00342475834063775,0.019128817238061053,0.002498767651013474,0.06272808081844035,0.003915965634786813,-0.028631111001470897,0.009410819295360107,-0.0012197272506923552,0.056641097882022616,-0.07351971245578576,-0.023249396991926054,0.006674585000485118
ICAM5,-0.02233949253923696,-0.016791423799277706,-0.03784703259027134,-0.0048362669118929644,0.022757629454756914,-0.037626884675759725,,,,-0.037288843003918666,,-0.006845221300259692,-0.011048849255985338
HPX,,-0.0030483823487320394,-0.040486202142742046,0.02832416603804122,-0.010610650270254192,,-0.025973523269118903,0.05797699153851336,0.060957003957389545,0.03223724407509542,0.0011084177204955502,-0.04201733851282195,0.04228096673810943
SFRP2,,-0.01226996544616715,,0.08368972139341482,-0.023589722697376296,-0.010795327610227062,0.04068494128709732,,0.024882656127900755,0.03718116752705287,-0.0002454276507444025,0.05157273418132175,-0.03829125362678118
CFC1,,,,0.024203644120669256,,-0.023076814291768326,,,,,,,-0.021994967340601614
CD70,,0.06219686425507376,,0.04821538587689737,,,,0.08040409140138009,,0.04168101210744921,,0.0912644370345774,-0.01997246434177899
HP,,-0.043904560417634,0.016090566265171864,-0.01541107227178263,-0.01490521309868594,0.06912136486513532,-0.021442850488247657,-0.0058915780263055495,-0.03331571813395741,0.06617013686087815,-0.043959395733350115,0.0012361114085004752,-0.0169180065849758
CXCL2,0.0034883398207333936,0.03682537072893482,-0.07867514015613002,-0.009361429595472105,-0.014746205416468415,-0.0024652886624250657,-0.05760970104933279,0.0014828143693007324,,0.02398629324865609,-0.03357553448337152,0.03383905406882137,-0.06515192656009297
NPPB,,-0.03837808482220331,,0.00903792429696886,,,,,,-0.013471561564361452,,-0.02268721867873337,
CCK,-0.01226552325904729,0.06692301750888681,0.03315621451482108,-0.001546376722440045,0.018691790197861397,-0.04885437099971191,,,-0.02704027287083811,0.0029613053052028005,-0.03794815557974876,0.009067546607681677,0.09301413296009427
SEMA6A,-0.03818628660914909,-0.03528204170199,0.03889867511842707,0.06321041350149627,-0.020947646323455582,-0.002596661522668655,-0.038765863017434024,0.0649950529878861,0.0328013095423682,-0.01963954932947031,-0.014686655011019654,0.07027800708526774,0.03197957017141403
IRAK4,0.016472583353019196,0.04286821138609612,0.026556238358927405,-0.0013056153589736125,-0.024190925303951324,0.020157231167285468,0.07139027961798648,0.03863316051562963,-0.04958341489539649,-0.0011532284702292304,0.046991012381607064,0.05265595726064013,0.027376552065216678
GSTP1,-0.0005180783795218636,0.028067732786203666,-0.0043450150604789645,0.037189512782349346,0.03967952318957742,0.05609679449875202,0.02129825641262296,0.09981765985460378,-0.05253892907189173,0.12243895929977064,-0.014834918442382562,0.0654577350122929,-0.027747369298241488
VCAM1,0.03761431119474622,0.008596114001598069,-0.0027756349678782683,-0.06971550577857645,-0.02026671851868463,0.0073918472433796185,-0.03120014585449256,0.040942881100753455,0.008959842455145323,0.019104504829927867,-0.06556409811319241,0.04121118471961647,-0.02073516798783976
NXPH3,-0.019067442604383786,0.03788592382517094,-0.021956044423823963,-0.005778848845911675,-0.03957340078925788,-0.045077377413788366,0.028864986291341273,0.013879370286231773,-0.00791396250143837,0.026936911010411103,0.02029714074901524,-0.054717404834059624,0.0944843193990721
MTMR4,0.00427144356776615,0.018687962026813824,-0.037722601698530395,0.04379791698541978,-0.0021045863798257957,0.057125807747066416,0.05767917419614513,-0.002642323342479676,0.08278643800065591,0.027358930584951195,0.05530851244446613,0.0389800680342349,0.06903508663922305
LAMC2,,-0.024080892542328078,,-0.015906688523401574,,,,-0.030603772440316677,,-0.02361728754308179,-0.033185390210001595,-0.014733999065294764,0.01778165117791036
IL10,-0.011892255393604004,-0.027054074998361627,0.011414758775478852,-0.030810766469329863,,0.052495077706714584,0.09322805781534646,-0.053299764418752636,0.09856388411232846,0.05664730384948439,-0.03201049580853407,0.03502278847115674,-0.041639983785715
SEMA4D,-0.014612988409286118,-0.020977136691638917,0.05888769029426132,-0.02470670266706062,-0.005184149195810269,0.02118086989703624,-0.007907430257013653,0.09220973701734356,0.0057499815465861075,-0.004220264215835131,-0.04347443193527376,0.01947854634951949,0.021286424671986458
TRH,,0.1304923494608039,-0.014043902468489185,-0.014207667828509879,,-0.004644108258670518,-0.062253245444360165,,,0.037835408064448975,0.06436767390616678,-0.051630490757039176,0.04615093584430047
SEMA6D,-0.04397676905293348,-0.05233089896283057,0.01837021037270177,0.019727487273261082,-0.027384275917012927,0.027457252380125446,0.05729882910338678,-0.06497731706994517,-0.011888139604042511,-0.014997716236285673,-0.03520693880984826,-0.0001280113422536538,-0.023102520195868934
CEL,,,-0.01395739006723942,,,,-0.05211752095719161,0.017998109419711198,0.16423256946565712,-0.02909103353843125,-0.0033620803944322372,-0.03729795120350445,0.05338222463311198
PDCD1LG2,0.049615044957243316,0.0029768430791183354,0.04046972025227318,-0.0028609014747408078,0.007231567008558843,0.047555538733876856,-0.010496725101456264,0.021381642886299335,0.01169478818623848,0.08055689488559177,0.13451748866898225,-0.0305016627559779,-0.023027942866887495
SPINT1,0.009087813830276898,0.009521283521671517,-0.02723366251415042,-0.006865681881312758,-0.00046374315485712145,0.030909872846537182,0.10121921537246474,-0.020770697403696504,0.10174332760828497,0.014287072840709831,0.01979592744640701,6.804399666591768e-05,-0.011313397214358357
CTHRC1,-0.01303955825087649,-0.012640360315799017,0.01584327815002269,0.01945734898787531,-0.02756404106377045,-0.04269870146207553,-0.092931048693651,0.056910936365157705,0.0006096959266914962,0.011386388115580287,-0.020260971705952743,-0.00786515395341818,0.044458077261752604
PODXL,-0.04664895662862472,-0.006696829180925688,0.009893956545809286,-0.01848212445696006,0.026396956313679252,-0.011924547870047245,-0.06442983576026383,-0.06511052203926367,0.0991536008283933,0.012427791496755615,0.05036137369915006,-0.06120282439600472,0.020623993395926566
JAM3,-0.0026410843181662934,-0.03659023296759943,-0.005771802974363321,0.02533999208268452,-0.010886916508553196,0.08377881217022144,-0.0789101157869144,0.015017277625192409,0.05437880173902116,0.004841652410541587,-0.0023702898753568463,0.024065936912040023,0.06585289621930025
TGFB2,-0.028716319159304813,0.044044114232299876,0.009286723630266393,0.007743211726527865,-0.01595053983304578,-0.018172592796947454,-0.04589506009756492,-0.10073738759741786,0.006327811552029834,0.0523972057852428,0.042895466347492195,-0.04771548877653601,-0.05825710705660542
