,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.03659798762373714,0.023388572096226048,0.013955031898141495,0.005517458829637814,-0.034029441575230295,0.013942917383973815,0.1824870912088113,0.007361510419657611,0.015352108809429582,-0.004614763860875497,0.0492067778842845,-0.005902417984862899,-0.05830757501506622,0.056486116741703916,-0.02210540935678943,0.10875052525194016,0.04346155212570367,0.008472841489282384,0.034947157058430885
CXCL8,0.0856876259464695,0.04621717584035338,0.018365653417819244,0.011820815061091554,0.08835658667098982,-0.02037429606681965,0.07504053881945072,-0.017579079517764534,-0.009370633558726941,-0.026776661738624814,-0.0411122598016331,,0.0701785718763707,-0.039993822222016244,-0.06152840992283603,-0.016656223946479046,-0.015741093867637942,-0.05044438005539127,0.06829391505274926
GRN,0.0026336963850384335,0.07061995713183972,-0.03676202860358222,-0.020112141076786383,-0.0264885369028753,0.006582347306824495,0.11138285901374897,0.0022870831135178367,0.006851274140447417,0.10047896032905472,-0.0047658803533774195,0.04325799753462124,-0.007153679889952407,0.08178679579933365,0.10444546221736753,0.08177303486906491,0.026333262312691636,0.05584739626823422,0.07989290978401088
MIA,0.01039169043537236,0.03737168099747338,0.08147947567958078,0.011497360938407154,0.11985544144174326,-0.025899709338160527,0.04174291523450996,-0.03893410760754895,-0.011443969754780757,,0.04106402339541278,0.14687672137305302,-0.021460687045831154,-0.05101441435376036,0.0943170091328378,0.07209686563004751,0.031653725126197456,0.06018347850306647,-0.016506384372035113
COL4A4,0.012964025451625222,0.04461328456203862,0.029558010059765435,0.04098971148381498,-0.05552398246324626,-0.013628208419540414,0.049326228825674154,0.020195604476574047,-0.019224959079308022,,-0.02121444644534722,,,0.0697926732939678,-0.0373914407259694,0.12124324127034285,0.06777616898843938,0.06936479042145151,-0.006518995137753383
TAC1,-0.05197809053288659,-0.0337916785565063,0.015398075593616395,0.019824070349809205,-0.019682915861926602,0.08241237211980071,-0.13161001747396087,0.06195214423698358,-0.05195045009650667,0.013533356824246362,-0.037596438908335736,,,,,,-0.03755674685212873,0.23452693227591442,-0.006397346597558713
RARRES2,-0.031638331487257844,-0.04878919278599729,-0.032460407167021456,-0.05001812737755838,0.09706017299949252,-0.059912222087611655,0.16975457360465032,0.06501463784339544,-0.024278212769750715,0.031194369025214105,0.06480119769602624,0.02374784030443761,0.024730983944917625,0.027343240222435027,-0.016020179481644536,0.07017263655821261,0.04781648613277943,-0.0013979775652707923,-0.05457512808679874
FGF7,0.013782844099206226,,-0.02137354595762841,-0.0026259444721394203,-0.026751758378119304,-0.0072846136443757425,0.037384442748209304,-0.03417756484190504,0.02620844654104088,-0.051227421264374094,0.01672095282061697,0.1147541854651239,0.06339151093145862,0.0035674686107622236,-0.0069211821594856275,0.01402501999665081,0.020845025693596628,0.018760713761227746,0.029580447821172053
EFNA2,,,,,,,,,,,,,,,,-0.03240656926145464,,,
HBEGF,0.018470630721444527,0.046633150108326124,0.017642635282205554,0.00012060180648374382,-0.0072032292745320345,-0.07143308589399351,0.14670803193824655,-0.03206566189666225,0.018023353114483415,0.019618683230800835,0.03792081236072763,0.11251648503632801,0.1411858027349562,0.17651399256286468,0.042242285573361724,0.066959629330907,0.005462093738913059,0.009567261341891425,0.10239682240671939
CSF3,0.04371231359786647,,,0.05630417757739489,0.039058792813535616,,0.032116490593404504,,,,,,,,-0.02464608341739877,0.08153521527427716,-0.03120802098274896,-0.019638777219713115,-0.036122154971678394
PI3,0.08652900848355342,-0.00908561066975877,,0.004335910576771512,-0.02960591088855392,,0.07383523017129369,,,,,,0.12046437284463433,,-0.0924555906655599,-0.011698114270836698,0.0732328286424819,-0.0030196518035367466,-0.002876973337744307
PCSK1N,-0.09122572164305971,-0.019019043409718897,-0.004701262849430564,-0.020625779255626378,0.03620302013260227,0.0007832585543908286,-0.056377352887601186,0.032655702062474215,-0.03279815901142772,-0.0379639728242807,-0.00552206597854379,0.025748121934854342,-0.04046153100653749,0.025868148848600628,-0.004314283359375575,-0.03233375292721522,0.015259824512662563,-0.0029009823546581144,0.010127129687261262
NTS,,,,,-0.04054706821454438,0.027296737594694517,-0.0216985752115106,-0.023625425673627222,-0.023350951672938214,0.05550381997059587,,,,,-0.022946902358805126,-0.03948125506354491,-0.021496601643618454,-0.029082351094823513,
SFRP1,0.04604846352969994,0.041389980511453095,-0.0037260088908043954,-0.025748429929999952,-0.010765734806981446,-0.034070875483787594,0.06278925435554177,-0.017465340276218842,-0.013718241218988094,0.08175007399126816,0.02624219462918211,0.02954113665284981,-0.032092110567820915,0.06528085889728845,0.06809054658700783,-0.042875530375540295,0.0017490750720003973,-0.028406550933825984,-0.015850501481227505
CXCL13,,,-0.021833289174131198,,-0.038295572335343274,,,,,,,,,,0.005577893954518122,0.12373691320841854,0.05817023653090079,,0.032372274389573796
MICA,0.0045658542460021235,0.05892806744063974,-0.0019566740327774906,0.017710224227066463,0.018682735217163893,-0.012490732152123638,0.0718987827187245,-0.02186377029522907,-0.007757899221239911,0.010256192343687232,0.01270058049252085,0.1785918534413963,0.03563083629379441,0.022772125776643688,0.02398367996875589,0.09010884563294297,0.08087212787065563,0.04520882883927547,-0.010752992995771031
TG,0.0860441899949469,0.022791046733766245,-0.017978134411990317,-0.007334866389326779,0.003068959606046074,0.021010123852331173,-0.033320837244750136,0.007831028750963719,-0.009927831497076102,,-0.007476370415212139,0.020718610028208278,-0.014172630396422673,-0.03698578238351555,0.010383849005970449,-0.004497234316773961,0.03473393791162815,-0.03829936152553787,0.0839693778041865
ADA,-0.00942211522512055,0.0443545932337806,-0.03714043203795503,-0.010746405010755869,0.09645149662154262,-0.03751577012600333,0.06355415030889988,-0.01090469761561895,-0.016123596747991985,0.12651117014569432,0.009185050988429906,0.07438367406728741,0.038273921563116514,0.12856740128259997,0.08461096637441858,0.01579843157161069,0.013748961919513308,0.04459620793908586,-0.007880048405682679
LAMC3,-0.015285033467352242,0.08659047994847588,-0.03196993603971898,-0.0478075225379055,-0.04563908892564333,-0.06882086950096282,0.17817204265070985,-0.033176824803735086,-0.010345341002143984,-0.048637529777638,-0.006792384283794167,0.04497478860002917,0.03940364262808888,0.07846061114416471,0.09478075797444259,0.16667360839507486,0.03879233308924865,0.1131829039522197,0.0013094858643402897
CCL7,,-0.008091801323901755,,0.03657179235726784,0.037216331239080976,,,,,,,,,,0.018745877762098028,,,-0.000676147245768726,0.03541020443046001
NGF,0.03480768837064861,0.023955345900790737,,-0.03985162697404573,-0.026965717739391666,-0.01832521474768046,,,,-0.026631705716064418,,,,-0.03375633634280438,-0.029874169974979773,-0.031970970450239035,-0.022797220567674737,0.07255171103792493,0.11664755798948319
TNFSF15,0.002646939136937312,,,-0.022370855669947766,-0.0159714737716862,-0.02225082819654418,,,,,,0.1872123203450356,,0.11777544035193024,0.07992353237064057,,0.01919529286806183,-0.014467670041303598,0.0075737409146386615
HMGB1,-0.04192864613380268,-0.01830509467419962,0.03637892805232311,-0.06933484397638115,0.00817532198692381,-0.0460008400881642,0.09150982559772854,0.009932808262890327,0.037041272632758256,0.07459098023328088,0.022680867611311013,-0.04435120562972359,-0.055239374236396466,-0.028509270437588972,-0.02966349241478942,0.017753078412601386,0.07549567771787469,-0.026984172030473028,-0.009743344760654136
ITGB3BP,0.006876522056946995,0.0282908147215698,0.014787619879183417,0.0037798806457667385,0.0020482042078060533,-0.061522064485148235,0.12248230334214136,0.006089459136092346,0.013044156992814917,-0.041410611061176404,0.055642442368959516,0.06808361297530872,-0.08752704948358629,0.05401094684270649,0.010744262235412156,0.08475134175028613,0.048551302536926286,0.019220724148794836,-0.008765075019477956
AANAT,0.055987626129242116,0.04491926182797252,,-0.02035519288608648,0.02050129373788274,,0.007325614282482808,-0.017946940011083046,-0.011443970391323574,0.14281343190976045,0.046471175340123204,,0.07101185918942574,-0.023658913589907446,0.010652564668544435,0.04404547786315015,,-0.02177400608005507,0.06877514272915751
RELN,-0.05057781163179451,-0.010428497954172765,-0.03470752396881038,-0.0006996323774769507,0.05504338571940218,-0.025423300458075324,-0.06244665609083112,0.025859349522607204,0.008861268528583514,0.011283798644556992,0.00774708721473879,,,,,,-0.023408511250374544,,0.0412428509132979
IL15,-0.008180979463355486,0.023675463527543867,0.03298450263164662,-0.01981677149500867,0.08598282736282559,0.07743878683460546,0.13157622801283023,-0.038155131453491496,-0.024596842784290498,0.006623927177527947,-0.018536724469246684,0.07103749428270942,-0.005673023714720475,0.12064327814974418,0.0313712313845152,0.03119192464947785,0.01964358250744696,0.06086857543796059,0.06788700583358398
UTS2,,,,,,,0.02153405297852557,,,,,-0.047845330440024134,-0.020845964977102383,,0.06834653371833099,,,,
BSG,0.042028019504394824,-0.023031538687039756,-0.011968930128416886,0.009335419165011311,-0.03025921511862869,0.01936534333050517,0.02346082306361219,-0.051672193222792026,0.018545242791336774,0.006084256818270919,-0.007105498951238111,0.049872148240061365,0.055208578769753214,0.07471614408382049,0.002727742406754843,0.11835201243060625,0.0071227737057766825,0.01759080185480623,0.011639280865112667
ADAMTS3,-0.01852854602697469,0.018857633426804517,-0.02115204355440361,-0.014477867400638918,-0.052377141775228724,-0.010116201609855864,0.1299540558799764,0.022775845667312732,0.008741670784927527,-0.02525091849711846,0.0476128397311133,0.12002713368542399,-0.08785251088034164,-0.028329140446670686,-0.0034052928106286322,0.03246624827488917,0.017663177763774796,0.05983644358021529,-0.037241109185102574
CD34,0.006840750926075477,0.0229271749844917,0.055241946056284054,-0.06675123264135228,-0.0036823472837660336,-0.009402302207648738,0.13730796028414236,0.042774895021404635,-0.021411357874423758,-0.05563243409722683,-0.010059465035744125,0.0303649672144376,0.03364751462718518,0.12375332539162733,0.10743532001617713,0.11245116629659413,0.02757125801466384,0.08658081135605264,-0.014831766057830943
CCL23,,,,,,,0.08368977562138179,,,,,-0.03971310823425242,,,,,,,
PLAT,0.027217277104913996,0.023831172008324873,0.0251395339835497,-0.02106526185701855,0.016132481140367715,-0.05374063284743682,0.07950594669857321,-0.046048540293501486,0.015988641250275517,0.02393394548276056,0.0625802584117026,0.032424093828502365,0.025542554104493055,0.1106327066471166,0.046804900215048524,0.015160264640680479,0.09187902063756102,0.08113640070751331,-0.0031666928990201682
NTF3,,,,,,,,,-0.01847329822249061,,,,,,-0.0337875587130181,0.0002060675712534466,0.0154557329219184,,
LTA,,,-0.013221176556206722,0.05601567522211144,,,,-0.01728477359433213,,,-0.018536726757428606,,,,,,,-0.029304530762283468,
CKLF,-0.06324794670268553,0.007257311105999926,0.0969345280196849,0.03984457024548486,-0.008141025058775418,-0.01319224795063861,0.1501074448828876,-0.01360771458382332,0.01158875465685697,0.06386802416308644,0.06305365444031275,0.09918979963187256,0.014204141461012908,0.047513873175464176,0.10777788783924613,0.09520077509290431,0.008147367836173093,0.0007570963745288475,-0.04352897496338546
CD24,-0.02960080385133056,-0.05006790090820816,0.060812125816921504,0.0042318704531454756,-0.058390233841250354,0.029076769683699225,-0.00046070708747333904,0.045629386817171595,0.03237366330255246,0.09404181013537527,0.029168577850876853,0.008201418845193969,-0.04075154505268516,0.08180954943846956,-0.005677107420250238,-0.06598546908322767,-0.039617785874644255,0.04535641827212035,0.009392158748400967
HSP90AA1,0.023866447368046904,-0.047447215918829576,0.04334198913035331,-0.05973753671927303,-0.007807118801635223,0.08356554336562902,-0.15705485878424727,-0.019896177337382265,-0.024539398884447297,-0.06828276622192897,-0.0206760876229004,-0.051834289752488834,0.04595873826342834,-0.09705016396654789,-0.10573192182742523,-0.11721571829339784,-0.01775309072606419,-0.024553859987881434,0.03950238693198077
BMP4,-0.033203949247846226,0.06946638087015124,-0.014015222175024121,0.020764455078311306,-0.030201973600484832,-0.007104347639772965,0.020580207741225456,-0.005585086839983524,0.032647135067654154,0.015817886154800776,0.005325801407232401,0.09165983899686775,-0.018830120769860726,0.04699287536728305,0.08933277237463118,0.021989766688273862,0.04673650881747254,0.06451853396585377,0.03509298655658202
SCGB3A1,,0.1617466723559389,,,0.0733897832655225,-0.020210832703547423,,,-0.00965310095500209,0.047237793378369926,0.03841390825531729,0.01738887307700657,0.06803633114575694,,0.10873288218091538,0.020605092490881313,0.0002905932184749492,0.007832808794926701,-0.060728492168401635
IGFBP4,0.034822972811252205,0.07769957579815705,0.028068753603540716,-0.04592876891565528,0.07966957005459514,-0.08289615415165598,0.2139034525513631,-0.06839427820796709,0.09628672587308386,0.06767482046491084,0.026972820837932055,0.0007418740461745079,0.004683830534119638,0.026488842909883053,0.09598076940613097,0.09975441436348358,0.12534617781032228,0.0806631310904599,-0.04097473690708971
RSPO4,0.0017028731323393575,,0.0241387147349238,0.051844567298769816,0.003588248319654807,,,-0.02010324396044074,-0.009653099543017709,,-0.025713358283350786,,,,,,0.04071217881970341,-0.0034261246611931857,0.0349350934399875
LEFTY2,-0.0020767969261443835,0.08421286037929161,-0.013383552719984752,-0.030009652087834498,0.057147318564853354,-0.009945461855373343,0.1849222535593105,-0.049507267277674995,0.09817548116000208,-0.026631705716064418,-0.02288338217065938,-0.029845064181551407,0.007698821197071791,-0.03023408647892771,-0.0007264927960137232,0.03951071088091379,-0.03685906400818734,0.0974548429705058,0.013436291162214052
PF4,,0.02262343080304762,-0.012026457023707748,-0.017527861305054345,,,,,,,,,,,,-0.02970286433943286,,-0.029304523980997685,-0.023203816307781355
ANGPTL2,0.006156664930210241,0.07616751367452829,0.016681953332860405,-0.010914138773374507,-0.0004704474029858645,-0.08276514444352875,0.164198382055883,0.03133708936241517,0.06182192056250018,0.08371517396032342,0.02519739607381447,0.12545278762320258,-0.030399966398540756,0.047257946634655226,0.11535279809070301,0.061878017596469756,0.008538600373478979,0.012907261328627075,0.06264314254915214
LRIG2,0.012705541390368969,-0.04208216735842133,-0.03802978860842915,-0.010982691637966883,0.07622603037474864,-0.05796112932164387,0.056085188117013574,0.014684971497891981,0.0009988491683902126,-0.014924281647226886,0.04907006678954653,-0.034989602894309975,-0.07378466916020641,0.008157820500051816,-0.014131849569015753,0.045333643797818214,0.021431252406027786,-0.002443827635339181,0.06404478830348763
ICOSLG,0.014069865430488738,-0.010885768224567636,0.021128737214678065,0.006384888810152018,-0.017555852910390576,-0.045049477189106964,0.02725970057439986,-0.011322891266165163,0.09130128597735439,0.005380897834905667,0.01634137544645188,-0.014871774970067973,0.03949391796524702,0.007829090336724189,0.05250439964134621,0.1434134939101105,-0.022762492117248664,-0.017789402184949964,0.05859939837152728
WIF1,-0.017099745317274907,0.04048515903528319,,,-0.0012699528845275916,0.03753724103437013,-0.08464022237793527,-0.015513197205216987,-0.018165134711428978,0.03947829043383172,-0.061902709581772145,,,,,,-0.02519539322782469,,0.05981767911745773
NPPC,-0.023338164863656818,-0.018322870944815467,,0.015144086640958952,-0.022564321226916904,-0.028778257938563548,-0.03760404495681302,-0.011457964090737651,-0.013415446046319371,-0.0008584250401971076,0.01063408430824014,0.13800670970927845,-0.015366303508392624,-0.028329086038860064,-0.050644305922156976,0.057104308621175125,-0.03350678408099784,,0.03038826840364686
LYZ,0.028457862784334827,0.04554518020964549,-0.04176894541022998,0.005796193559977872,0.028145105120636813,-0.045297422957600315,0.1332536013126187,0.018774044773542182,0.028874436654697043,0.0841795510167591,-0.016407841599867256,0.11128476860297884,-0.011792881230665126,0.09826423151246011,0.06605568497990227,0.06526132833551046,-0.007498370486222146,0.04893707714747212,0.08259525781146153
EREG,,,,,-0.01322924093282786,,,,,0.03172772764664358,,,,,-0.017748450684836912,0.0935276882911052,-0.022296446221446758,-0.044256619206739144,0.03331269159003298
SPTAN1,-0.031266913526138335,-0.02340909198985883,-0.03864869501312013,0.0124171165668165,-0.05322565537463758,0.02655510228056873,-0.04700436298312947,0.007963004023275365,0.03548948685601392,-0.11826040851716552,0.05118643704346818,0.03082848226818,-0.02397886045978666,0.04470252079806665,-0.004922674596553366,-0.05082706069276391,-0.09094209198898975,0.029717612102606112,0.01890288051625465
PTH2,,,,,,,,,,,,,,,,,-0.00784462498234017,,
LIPC,-0.007619451572064413,-0.004448241059053403,-0.018100460569545656,-0.0314988721938912,-0.03609450024606114,-0.02455259298899711,0.11138633653171566,0.02397166481606874,,0.011209601913713485,-0.005248529812165939,0.06417576454325663,0.056997305564736166,0.059210233399004844,,,,0.08810114186006616,-0.05839386077111654
COL8A1,-0.05000261321017219,0.09035120380116224,0.019045874766779176,-0.03805367437121671,0.010487929340515598,-0.0499034958566755,0.10129446595293469,-0.017222480756168997,0.030721581661699766,0.001624095467511658,0.061330470468433713,0.027816779984860512,-0.03547272864967092,0.03898209765691653,0.09825993022534972,0.041700283698252655,0.009771105925819886,0.02841086459948604,-0.06569329357537569
GSTM2,-0.045432058380880457,-0.050283061625149304,0.025299539768712517,-0.005093984538616311,-0.000963249172875907,-0.013388753383908016,0.014075304413504255,-0.027958115152847275,-0.0285314312230328,-0.01738518343613633,-0.010467758556419696,0.11064962456503691,0.006865092206217892,0.036005172665181766,0.01790631970547325,0.05543875715445643,0.03497122540294287,-0.04394981080631267,0.0734507508801452
IL4,,,,,,,,,,,,,0.08333079264837853,,,,,,
SPX,0.0272413101916141,-0.03397938131779052,0.04523070442976623,0.018125202303352697,-0.022834753471711614,0.0005813588866551271,-0.04499975048754136,0.012391104759372891,-0.016022980461828703,-0.08851937749476045,-0.05047472210696932,-0.04651573444621725,,-0.06687787541494868,0.11640302216102436,0.09511756178354547,-0.03385921744235171,0.006036405474016977,-0.04427827400784149
MFGE8,0.004348049117458909,0.040886661735078884,0.017675956731731526,0.023473920195694803,0.04826137606103756,-0.013365723076995482,0.027284773029341312,-0.014166033021170117,-0.029920600245480967,0.01405888255309364,-0.007462414070481089,0.003453794061619794,0.02394827092471255,0.09206625533025388,0.03343927581782025,0.07853527012555998,0.061674122436137686,0.045483389221888174,-0.026942993673079337
TGFA,0.056134197205745584,-0.008497593859224077,0.0667308647534829,0.019034042138990827,-0.08924930936716675,-0.05205562515062897,0.02238351624772012,-0.03805638333389497,-0.002312428834578606,0.0976258774934651,-0.015663261524984762,0.08743587734613459,0.014706314947904293,0.002649049625815646,0.054211630656463776,-0.013086866563211341,0.04614820748685144,0.054282935707746345,0.08692950232226786
SLIT2,-0.08491087345423724,0.053061753346724146,0.009882398846899827,0.015119553381999112,0.03765843365388699,0.06092499475832503,-0.06621879129334607,0.03530735306070781,0.0658082422564333,-0.05126295683319861,0.02169872601676223,0.09162382224539173,-0.010464371950566164,-0.03203769096126476,0.04863463448875862,0.08457118787979204,0.062816586475182,0.014746407148948506,0.09265074014809703
PLTP,-0.0457502308994326,-0.043816985958937585,-0.025443600956192074,-0.010564939851810999,0.027832088861417446,-0.07449831061242461,0.1677729044575302,0.041416495596014374,-0.012349322689277561,0.1041237585247835,0.05611747026208117,0.044984247203489466,-0.07142041819392403,0.11030769473164197,0.03533727200714636,0.045153965862198865,0.08013089538964102,0.00718919078644881,-0.028153566494599228
APOD,-0.03256635382236019,-0.07608915674710422,0.018862609084778267,0.02927254341705337,-0.09269674038628462,0.03930701676288147,0.033810887420913566,0.011076927647914915,-0.013361610478384125,-2.268905829805559e-05,0.00058997330687769,-0.11378819399977294,0.04700346467532143,-0.16831145876984865,0.08356938953480507,0.07360599222816597,0.04956760996612348,0.03442694008369626,-0.07787130147725992
B2M,-0.015829132626529414,0.07291741849792253,-0.013235075985950596,-0.025087712569489364,0.07684935600585106,-0.08787328077091741,0.23038074299982636,0.0426460952179401,0.04192658461405828,0.11729659484399518,0.08404081722158506,0.03399987779350052,0.07100471506466488,0.057252588757114836,0.09765275159256907,0.17853410544146703,0.0836755782146319,0.04795511133614449,0.14621270315804666
OMG,-0.04732464803325026,-0.03449338540569412,0.055659667259626844,0.06305819729978991,-0.09341249655197294,-0.0034484762377650913,-0.07559712313680332,0.09776917582516699,-0.041866965973553764,-0.02468395540551525,0.010339967707453141,-0.0735293496311545,-0.006148795730035706,-0.16974273579817548,0.061377852010300965,0.08910552395772557,-0.017875351860814622,0.07658667259422529,0.05420774266760668
CXCL3,0.049053838154495086,-0.0026229208815211486,0.0009258098132090848,0.059419185097547504,0.0006211270455179577,,0.13791776363766756,-0.025585945739757577,-0.01032677607081978,0.18114771585380804,-0.0133498000142656,0.10840713966425854,0.05654755690314183,,0.005668086772197393,0.13515561307995294,-0.013668997038120852,0.010079943308395057,-0.025851737134748153
CXCL10,0.07162972681513784,0.03230037252469666,-0.04033338664548594,-0.0009045729894312976,0.010251552690971773,-0.004414863276852266,0.1787729919534791,0.0693812329247316,-0.01568712868587901,0.04904853121988523,-0.005352923141083389,0.043132679206197726,0.056072906466035986,0.039714042742666815,0.005638344303734673,-0.009546079550755447,0.0045896475352388754,0.038332015849859936,0.06629315722883762
RSPO3,,-0.025788808311625916,,-0.020355191382068188,-0.01948061517277605,0.13144068037720708,-0.04089286815423308,0.008057810809375619,-0.025076547404763918,-0.05883894720145858,-0.013950283722715786,,,,0.07717223903956782,0.09179349530666286,0.015280537194109581,0.1179729220890754,0.053209495185380075
CORT,-0.04278048480528774,0.018380023685349422,-0.0064159886189803245,-0.006010115720851946,-0.0547048857620645,0.029945839799181004,-0.07077427014771309,0.050683262670620344,-0.03392873616100259,0.057909246845045566,0.017550522154937055,,,,0.020583547484682774,0.023176230432465823,-0.04507687125418168,,
NCAN,-0.049607276746839776,0.02573331689330513,0.03494625529576531,0.01484998683830148,-0.049094270058602535,-0.014931530250682229,0.0022806277912966605,-0.005551301077849781,-0.00615447085618221,-0.05612482397175268,0.12420784089867894,-0.08402367515152166,-0.024788915747943962,0.012139058884653602,0.06241769782401964,0.01471641672501923,-0.05386508716551528,0.02757856207418121,-0.010649814791591576
PRG4,-0.008600048629232535,0.052514307865343904,,-0.0054932170013604195,0.013136813176652735,,0.0317826483650043,0.017879369779070772,,,-0.016310187738822802,,,,-0.007930634334141798,0.035408034222685555,0.043109309236093366,0.033471512210509397,0.02046026480381504
ZG16B,,-0.008211495958441497,-0.014471886384454293,-0.023316549261909347,,,-0.03824626108440116,-0.01373432170620763,,,,,,-0.026300791112627273,,,,-0.026040354506386056,-0.031944767093198614
TGM2,0.06168891249819669,0.004064123038964416,-0.03627554240906727,0.045560685854450035,0.04505888277763627,-0.017911088119449036,0.1678486856129155,-0.06708333586871576,0.03907696927393969,0.08581067871255459,-0.012232927924523686,0.06387385062106456,0.02885605692949312,0.09790896530489229,0.0250758417067018,0.07868414613875972,0.024973575537838275,0.07162469238065151,-0.03229513957561101
