,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
AANAT,-0.012229621432440623,-0.009541069795139672,,,-0.008686776173511426,0.010727856855237684,,0.03653380926061326,-0.03595050608890206,-0.01078678907017894,0.033387495747683925,-0.010296407477295003,-0.01750320050782655,,,0.07604624007776295,
RELN,0.2593119633477937,0.00822842486822736,-0.01740346700732608,0.07804779713639642,0.01767734893203095,0.08812768469217203,0.1473272827487382,0.237566994527109,0.1328743773878313,0.08991199527248815,0.08369432947584929,0.11719231461389722,,-0.008796377416756413,-0.03596361217168292,0.18689191572959088,-0.02004852492205379
IL15,0.04281112995773392,0.025966447175735926,-0.008584845639126407,,0.013418039657791732,-0.037666329458544305,-0.02898704387323646,-0.09988802954804599,-0.006736676786009649,0.015042941089448578,-0.021993777685540138,-0.011828615414529679,0.0813007750204141,-0.04968712158001714,0.036634094863936484,-0.03967773048731039,
UTS2,,,,,,,,-0.17272203437779218,,,,,0.1567875386824149,,,,
BSG,-0.08620956262231985,0.14441545520653654,0.028548791817081552,0.09721852722655058,-0.028205151351928838,-0.07160670970767737,-0.05898083601910707,0.2523934768009956,-0.18826296646744217,-0.032685561439286456,0.254231981960467,-0.17969047430190083,0.014497207068133396,0.02796223709894406,-0.029218399904283817,-0.0292108040704747,0.2234645810948656
ADAMTS3,-0.04978359275619014,0.06597084130935028,-0.0065508760503677895,,0.011076285937769091,-0.03925140067192861,0.06605155434922624,-0.39475022324144377,0.0007672930801254537,-0.02077519177242689,0.06086107265451693,-0.04129731271095325,0.01695769090022647,0.011931408414923421,-0.0659411538641184,0.011037478135620084,
CD34,0.04915838685373913,0.003776623109787025,-0.0029958587968917385,0.19628900138860636,0.0022782742927258824,0.05183611028907625,-0.020633807360463354,-0.20284967799716774,0.021630755772309128,0.05365633543771514,-0.04430989735707743,0.006720434087606541,-0.008402626358869287,-0.017080069874915386,0.01871142437707314,0.0121529839600207,0.05589645647798058
CCL23,,,,,,,,-0.04248862467081763,,,,,,,,,
PLAT,-0.03499813213919852,0.03557424246409892,-0.010561407591421719,0.13547619278906775,0.007686282142717967,-0.019306662358000912,-0.2633077954246308,-0.37859910245379746,-0.21694676209050276,0.01078367056554164,-0.026759635542496638,-0.08513037489452617,0.039845948975887786,-0.10229942654329711,-0.0028282925813818845,0.10935559092694569,-0.010198767006704837
NTF3,,,,,,,,,,-0.0010473728383751518,,,0.022366732052838362,-0.03624085980507079,,,
LTA,,,-0.039651552961390335,,-0.029833633254671046,,,,-0.02152647925646666,,,-0.04394832706376995,,,,,
CKLF,0.03275154005257509,-0.06473045594307332,0.058091890833035786,0.14404161513210093,0.01796434089490912,-0.10857471956565863,-0.18700946112779612,-0.45084538520507184,-0.010492455373076488,-0.019388739774575458,-0.21647556865059528,-0.2026111873340354,0.0575855630107902,-0.02669546662349654,-0.009212047474640859,-0.024934465390560278,-0.03787153823497331
CD24,-0.07971254544038846,0.04998446276361432,0.08937587925355184,0.09484347923292194,-0.03625699506019491,0.03793246623429741,-0.09515324052797922,-0.052473025385504066,0.08474754098980665,-0.15643664603986612,0.04622679167681386,0.01651120912419543,-0.00268917241448564,-0.0523496287760242,0.036632076939611236,0.06268495008803154,0.10925972358380466
HSP90AA1,0.0587043448163026,0.05813506658347947,0.02034648652636126,-0.14307296402248576,0.10539950177281855,0.3304836612355929,0.2580406074370444,0.49226282449014447,-0.0786066068711965,0.06315090354557294,0.40191354729764733,0.3103487967562591,-0.10687804990493095,0.040473745975350084,-0.07591037529877814,0.16763797685624945,0.2075005170592313
BMP4,0.08725936131888763,0.04374397358911732,-0.007890627946878637,0.026400467301667955,-0.02999111898787075,-0.040788439497885964,-0.1678917578951831,0.09121892351229322,0.04688865622087723,-0.01018236033467593,0.12057905012326353,-0.01847806159869931,0.0436463859084063,-0.04999886886194046,,0.059407551763662345,
SCGB3A1,,-0.013856325056868521,,-0.052839087628052936,,0.020771731425448574,0.011850957562831797,,,-0.04449295410268596,0.0035090272694677004,0.08605511661584629,0.04476120409045206,-0.007198155242083201,,0.015122911111407514,
IGFBP4,-0.02619007018756001,-0.052196716946106975,0.030310874541878637,0.01211776122597854,-0.03717308737886352,-0.07559239291849479,-0.22669389056982397,-0.23102922572537393,-0.15074769599307306,0.01401135961934261,-0.16255447703135467,-0.04013537843872116,0.020200825448173688,0.0129210580865955,0.046754659744427794,0.12954387447358254,0.19414410422343492
RSPO4,-0.03341597289726888,,0.022168493579949513,,-0.014587666787525091,-0.05574042146938263,,,0.005381509918129624,0.024034087433134944,,-0.038474361047716205,,-0.0004917752914974006,,-0.047246010929737244,
LEFTY2,-0.05597197075992168,0.03384235587648334,-0.04013853436053739,0.06089921329423968,0.057249923408443204,-0.04595486577723616,-0.05649120486310658,-0.27847719378457125,-0.06616117547287333,-0.024463867898189013,0.007719357821085469,0.053666318821997655,-0.01693666615397823,-0.018710385980592697,-0.007549143268618845,0.12337343783200011,
PF4,,0.023441961949091223,0.0009755807319183057,,0.09521371856734553,,,,,,,,,,,-0.026361530043239993,
ANGPTL2,-0.008933426553525487,-0.008958734717584564,0.01884462523006032,0.14612511761055685,0.004416367980776175,-0.12260530238068108,-0.3002420490741717,-0.2588977908615314,0.033073046456130545,-0.0621501355212256,-0.22117257037962632,-0.23493257283693741,0.05414661939725366,-0.08097618153614583,0.07752867601689946,0.08450504809765241,-0.11803164946324526
LRIG2,-0.008086786600779081,-0.017266801117372946,0.06639942933336312,0.035289255599855046,0.025995093288936757,0.016437539181510027,-0.089506251265386,-0.17092763655440107,-0.07118163362585407,-0.04507519783115434,-0.00476283952089827,-0.0347435352520209,0.02318617640337793,-0.04008651701714449,0.03163573611451767,0.024148462605633712,-0.10227073734694314
ICOSLG,-0.03589639597010535,0.04640129622621322,0.0016493408624240452,0.09606316786221704,0.0004913701959930238,0.0036557227798763507,-0.11206361087293297,-0.19718122911239733,-0.06352004488702355,-0.05327699539828511,-0.10094338806007837,-0.025067750485901534,0.04344146664602226,0.014050308979541664,0.07163562901348987,-0.045648567845913736,-0.04666789915949282
WIF1,0.3001639429886163,0.10951629041779133,,-0.030161756115751795,,0.19449681512215525,0.31408397032078644,0.5250153990720823,0.10077071797713333,0.06290221241943145,0.21874473222722496,0.23956912430776686,,0.07312787673106401,-0.020609603674011916,0.020987236285828686,0.39050899338120565
NPPC,-0.01121162040106251,0.07721338869574843,,-0.0662910092562214,0.1720142712851945,0.19065208606645137,0.1170550392893022,0.1084304744653081,0.14815526098159462,0.056472615255384856,0.1780090986515137,-0.17644745401264958,-0.029784170916556156,0.009439095662419133,-0.033750753841304416,0.20007173691153085,0.2157116765925189
LYZ,0.009657351133473002,0.005000807860444648,0.011277631010534682,0.011057520964550219,-0.02551248350842693,-0.14756577646579733,-0.027646557320286296,-0.2587831937218164,0.024672582008664807,-0.06203447057273595,-0.27528338516944545,-0.054348009374588446,0.007482308363848338,0.032969105041950664,0.07215284785479346,0.05055174347026762,-0.05814691214413913
EREG,,,,-0.05800582598461208,,-0.07843999850899651,,,,,-0.023189806110009727,,0.001748418945392258,-0.03548195319924508,,-0.04982060935572076,
SPTAN1,0.16580811449202934,0.09235970880251343,-0.0033505673491343443,0.1413918824960123,0.0700581310774554,0.14756781152213133,0.18577024859870828,0.27728897269887237,0.12961131188553532,-0.0633548740024645,0.39449717128536965,0.16744469879544516,0.014618414543374805,-0.07609766944306211,0.026345423253386836,0.24348835583296255,0.27312248278303336
PTH2,,,,,,,,,,,,,,-0.045304987770608436,,,
LIPC,-0.013137070326397547,-0.028579615008427796,0.02075307671119304,,-0.03142110309967092,-0.03285185047177298,0.03731158126129672,-0.11026305278100205,0.0269159416689019,,-0.014684822638428461,-0.04344830358132267,,,,-0.042716022734909556,
COL8A1,-0.17208028706824682,0.0108610077664048,0.02655344783553336,0.03977656053684325,-0.06784366932337658,-0.12443669991346155,-0.17910750330255584,-0.15118472680331138,-0.10222710670507207,-0.052178612142084295,-0.1622048364468798,-0.18166908476050767,0.037898026777253326,0.0009196721647267724,0.059037645210151826,-0.07163760987397694,
GSTM2,-0.005554602662513378,0.062406252489782925,-0.010596215877421308,-0.06808098166734039,0.013458885219082062,-0.0242065943260877,-0.007681478099146491,-0.09473096787058807,-0.05724139215875597,-0.004463245727455188,0.034741529282824535,-0.05509787283301877,0.025162158420582524,0.011072646836481142,0.01673166056818771,-0.007144747207172285,
SPX,0.16065309752296017,0.011875106984285122,-0.03163813563164047,,-0.0045300882956306136,0.3078377391235256,0.11212144550312704,0.17447348022133616,0.14700168527715676,0.0015449293636655725,0.06569409759301374,0.19336423650297563,-0.020116142481888807,0.04680064493910984,-0.0383923182683901,0.0434968359986632,-0.08333135677257175
MFGE8,-0.17781055242497404,-0.06375215993753526,0.017557694880608172,-0.040877937903204375,-0.029243161166108502,0.1017823773153482,-0.10369319481058166,-0.1147981502566867,-0.1158290433390377,0.015404775787462577,0.09134770520309937,-0.08867745085205232,-0.006634248964549612,-0.013807935014724278,-0.017045259402650812,-0.07206926919968921,0.10393157807799185
TGFA,-0.2323422312946376,0.10910267533862436,-0.02661050504622478,0.057242871181280554,0.013104205895707917,-0.16575724282450202,-0.10941057670211062,-0.25961368608179136,-0.21376937390837011,0.011234205499663835,-0.08847154026180971,-0.09923962697658827,0.02285481466432695,-0.00787724069411519,0.044662191618458226,-0.005111510796754631,-0.1852911950461869
SLIT2,0.250986711459405,0.01608000620671268,-0.025198372563752746,0.15597954893096722,0.09113363739259615,0.15447442005486525,0.1350779209293594,0.22690834887783845,0.14869933619159326,-0.04497189312116693,0.2170558461200169,0.24006388064547896,-0.01503332057787259,-0.01005609974223474,0.0816000852031717,-0.051365119300197916,0.3724450177995756
PLTP,-0.036286327811628785,-0.026973908066637874,0.031968516247963555,0.11733545283982633,-0.07895975314650855,-0.2032659799678409,-0.16587412094625184,-0.4373918286722703,0.04015841046490076,-0.1977096030485041,-0.38736461536557465,-0.08152568087226023,0.015790733559375974,0.054529456213768944,0.07668073145724541,-0.027425128383911267,-0.07529837320370228
APOD,0.1448443493249655,0.051099812326152586,-0.06706330208011561,0.24681333838665814,0.1049663528176806,-0.011548757025213685,-0.04626648344120084,-0.4251213582799405,0.04312712955085156,-0.05312260239435412,-0.26244857517713993,0.18228816713523352,0.07749250491139639,-0.045376966115988106,0.05553871279674929,-0.0055833702618370605,-0.19276672569461228
B2M,0.07205977321384366,-0.0163608611065561,-0.02803411286356149,0.11193985275139462,0.12390142082231564,-0.09019896734290538,-0.3334582315882599,-0.5555282782487055,0.0014592119269616838,-0.15064499003206458,-0.4305136660490446,-0.24808605116599136,0.049356290394856644,0.026316393380728723,0.08351290419619996,0.014938020804776879,-0.34336586957458004
OMG,0.21851214447870157,0.08007775382117065,-0.012642156286792019,0.1469066432072564,0.04610967236976541,0.12191919098144131,-0.04722973897412284,-0.0025441147195326697,0.1804246427091394,0.0353344790959305,0.02566051012591457,0.20248520805777404,0.040506484967995755,0.0550557046677956,0.09703564317040814,0.21379914570189973,-0.1086696472275994
CXCL3,-0.07220651994344626,0.0014587844114730168,0.05472782781660217,-0.0800635033293362,-0.0051698351323624814,-0.10545208547894896,,-0.07524007612961094,-0.1475033016303656,-0.017864687557640015,-0.018968160725374293,0.014749477793902186,0.012136915636739186,0.04844410980097239,0.05317655417661941,-0.1640226568351219,
CXCL10,0.029557315576572193,0.03440726798807412,0.0007947502399871657,,0.05237447560611678,0.06547140135514024,0.031680124902959815,-0.37766845392638826,-0.04038389655929809,-0.023627208126290097,-0.07738610883827479,-0.05029687829779389,-0.02060260733705059,0.08438112935130992,,0.05530165758832604,
RSPO3,,-0.020586186566590264,,0.021329170723775347,0.10890928565074608,0.23849659781279808,0.12461818450356969,0.2359624847054524,0.10990371221935229,0.07287778483369456,0.1974592844706824,-0.0019043515780893128,0.035705128019060006,-0.03612897642613887,0.02953347404196724,0.1269579120303941,0.13216356558383852
CORT,-0.02083235991365685,0.04172177210490024,0.0328135073883921,0.37527556263956385,0.1441818837216089,0.24880374045102852,0.09431337966847778,0.26995484511532997,0.0662682224999298,0.031705435415073015,0.10052734508979203,0.05906769373385217,-0.02275012689847601,-0.03150986114550059,0.17217738214583694,,0.054852134094733294
NCAN,0.04870823858339728,0.108421577734137,0.001466089178608666,0.22610870114842768,-0.04097330936270573,0.3573672566349295,-0.15004045274310818,-0.21188634746993568,-0.0889160163921149,-0.02298738737990949,0.2543233937174066,-0.18329377679770062,0.030116714888609602,0.0035091448949849486,0.12393442776092098,0.21828621386093236,0.01984486355657315
PRG4,-0.051131192156034795,0.005182734851225112,,0.023176498821418305,-0.03483520429129345,0.07251176758348431,,-0.03496847174369481,-0.08181393766274794,,,-0.02098549481066482,-0.02185254522480905,-0.042624383035784044,,-0.05639255867266949,
ZG16B,,0.009179149837882993,-0.03500039078550683,,-0.009165182934177797,,,0.06872894720393358,-0.0007524238224093208,,,,,,,-0.033502883337003714,
TGM2,-0.004545104097846531,-0.06758021380394424,-0.06288669340707861,-0.02921335052167372,0.0013334170988489834,-0.03803411077577176,-0.016797000050201245,-0.15360619086442456,-0.01729841219513474,-0.01907449857710398,-0.04350832220523027,0.13538288076050697,0.04097521564243669,0.013727425209456764,0.06541871508833018,0.01703444908525172,0.1694466146714458
VEGFC,-0.0025687788074504458,0.03862769198858398,-0.011480344591242682,-0.005393488428489642,-0.0013174196642256638,-0.0006660136694828588,0.014613374424803306,-0.03289962715161231,0.08076314829442498,-0.0069816069715747395,0.08000349310371781,0.058121017209469494,0.009311422501121007,-0.014996118054597033,,-0.05582272088327601,
WNT6,-0.020601556193747813,-0.017645550206639844,-0.0017311435948846273,-0.006073726556803251,0.004801449556059744,0.016915490557015533,0.009500966873353797,-0.05577526735556875,0.00014555579534044,,,-0.02428230642494902,-0.00025400682425820133,-0.017552586366214498,,-0.03818224904029466,
NRG4,0.033264287767854867,-0.05082646132109946,,-0.03705276142468881,-0.00731357535246779,0.0773121037302111,0.026897128164556756,0.004122683833405191,-0.0015130859887709904,-0.06023248136260927,0.107901039925496,0.02607544393371579,,-0.03761879208978717,,0.03181572226010432,
PMCH,,0.013769866643280329,,,0.02765300195927476,,,,0.017359749376806913,,,,0.11193167343755805,0.04812779872539676,,-0.022845138886180984,
COL9A1,0.047548610544574876,-0.013377517613949102,0.05363483982940479,0.06043086070109619,0.031829683265279164,-0.03846512588396051,-0.22527509519192637,-0.08631988301375476,-0.003008456181779111,-0.06874258450656676,0.16156987137473225,0.032436759067298905,0.10368115769460697,-0.005404457951638546,,-0.1072506959168555,0.04058387618904519
GDF11,0.03868057370067098,0.08474362244615932,0.022752622975709087,0.07301659222299178,0.03105879702817081,0.03229798150553527,-0.21187668677813376,-0.2720598700436718,-0.060883622426643906,0.0019666081169912343,0.0864003649837889,-0.07736102881267665,0.057511668153580234,-0.008128091480395273,0.015505572424832921,-0.027197250202123206,-0.007536755218593436
IL24,,,,,,,,,,,,,-0.01511986812153059,,,-0.049439508286722715,
SORBS1,0.15857131651912018,0.021431612502560603,0.0029569032791801923,0.02581532912404088,0.04628074915960942,-0.007115761381621098,-0.04181401779900925,0.005116647491810463,0.09246610848784205,-0.023825866452939107,-0.012752370663033266,-0.003278626249735193,0.06118032391850032,-0.06517341075366895,-0.01998980532317235,0.10756735990776933,0.02913791015440544
DLL1,0.09503547045283928,0.04646023030694992,0.042289297608362995,0.11980298764265662,0.06805734929014114,0.05186003102768312,-0.18302478637802141,-0.15709806219799702,0.08707021249932231,0.025933943713768372,-0.12635774643524458,-0.06937597046225953,0.042608890414872,-0.05462893702783241,0.09909865338529371,0.05334040447003443,0.17145837353719728
TLN1,-0.031830615282089476,-0.07484877442273292,0.05590784777773088,-0.07927699721478501,0.003038855137663784,-0.20015715242167686,-0.20297166755489915,-0.4503833370863042,-0.047023425046231804,-0.031685186824466645,-0.29103852814749376,-0.23961054949007032,-0.06011026482562706,0.01164693007939909,-0.05481891270490729,-0.05567250897905527,-0.11032533622333691
COL2A1,0.014819827984217568,0.07743796781841147,,,,-0.02374722226118798,-0.05108424938909891,-0.05888186204134406,,,,0.0809783232215284,0.08200082000657068,-0.027820050068190237,,0.017265451925191546,
SHH,,,,,0.058983335057750476,0.0037027283022435086,0.004148744704259652,0.00268832409848234,-0.12047657567077964,0.03049450842330131,,0.11299309759092445,-0.033582399154676076,0.01813619811157478,,0.036919693851025934,
PON2,0.018301957498995148,0.08999005762188725,-0.030204632195155262,0.1253100103254915,0.047690971507884754,-0.08133404084626304,-0.010446842945831111,-0.5101074140889276,-0.039520754543672675,-0.07049471976235354,-0.12629446215729948,-0.15651182701537888,0.059522836020018385,0.07488817627286419,0.07152879206454253,-0.020585626444398653,0.049455137738836176
