,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,0.017574625137256033,-0.012055894731983244,,-0.005195531162643164,0.09767749836149499,,-0.014986986504680834,-0.004179732528598935,,,,,-0.027317227521690825,0.10110587633599342,-0.018069885236858967,
PDAP1,0.04591424154509272,-0.02215211983216973,0.01855343289693962,-0.043412596752133895,-0.041011142035609,0.06325707376801708,-0.07105013611003722,0.07081766478508064,-0.036310175843927574,0.036391101119909064,0.028097729210020045,-0.0020083971511783336,0.016380940530160905,0.06408838414691603,0.0400922774419634,0.023443214005561416,-0.03235994391105608
QDPR,-0.0346379765408048,0.012375471825071602,-0.04843770166798705,0.0064709942491562745,0.029059191811089565,-0.060941323686253164,0.04139596355432251,-0.07138683790386419,0.0060125876580169905,-0.010215568865167437,0.05101402640442908,-0.01959583038411444,-0.02958050896661576,-0.021266707611778683,-0.051875224958340314,0.027385505036198195,-0.08057219074031467
POMC,-0.04362860207271938,0.00511348566872164,-0.0214214015099726,,0.02630142376612007,0.019244030581049742,0.011315922144747814,-0.02527999243888705,-0.019030632162456627,0.042275922831573824,0.0507983566918544,0.03298617141883653,0.032530834316232306,-0.001834273283038767,-0.02595736587662525,0.001122147437478283,-0.01833741862286829
CCL18,0.13504725556251534,0.010899887825617198,,,,,,,,,0.02860512265207231,,,-0.00526228321194746,-0.03934849089306979,,
CCL17,,,,,-0.0027360707124696637,,,,0.04920837123265324,-0.01700780254952107,,0.06098377907375111,,-0.019380250735661738,,-0.01177150577368703,
VEGFD,0.04743746069172084,-0.008587185067378334,-0.017267650437047956,,-0.020931764596936187,-0.020844591166944135,,0.03930907475196771,0.02952593997914631,-0.012475428852667489,-0.02241636934906602,0.018465245741779872,,,,,
TNFSF13,,0.021866852069850205,,,0.0744360692710644,,-0.012890034215070498,,,,,,,0.033480396749248235,0.06482301784955527,-0.019180686130558178,-0.03498044451441685
WNT5A,0.07797066025218183,0.056327665054924606,-0.0233241207703209,-0.009241653519794451,-0.04316913754236417,0.016816347834423612,0.008234272305611672,0.09828208016712742,0.029743036465071173,-0.05929408491970224,0.028412900004643363,0.08177858677998626,-0.03164999196370031,-0.052468866500407024,-0.021554568667069365,0.014668307245518495,0.005248474384499904
CXCL8,0.024665322814648057,0.038878631073668804,-0.01616840438296947,-0.04139410407499192,-0.004152394031287274,-0.03698640249924584,-0.01833523763420302,0.018126882577574294,-0.034734537206291057,-0.011617661797284367,0.012955822376942105,-0.017791930314159946,,-0.028287896151147948,-0.06406259048806559,-0.054729194277905895,-0.03922589722572682
GRN,-0.0032884216900523327,-0.014718763499298706,-0.044840248484927674,0.0026296251087104395,-0.05222657800415419,0.006652723905915928,0.006462106124824832,0.07078871917115027,0.026938541220566038,-0.0017605308773532993,0.002546496342199617,0.04688662579536559,0.03021002824594053,-0.017793895910496845,0.026334215775178544,0.0029233344749663337,0.021819929681429703
MIA,0.007061855703785169,0.005030883794824529,-0.015356640723160564,0.05528415333291711,0.005106629994935858,-0.02607550998851425,-0.0072246178773064575,0.07979211255230427,-0.04020548611042807,0.025382255425432196,,0.028372626288661454,-0.012010364374964621,-0.04224680227114641,-0.014903761107243379,0.05565495375745068,0.11644836190534348
COL4A4,0.045266678258301454,0.057053453647265724,-0.025825295774134928,-0.033488836080941504,0.020119083642338033,0.051485366807176684,-0.012264298068567558,0.04768174745756295,-0.021356137830868205,-0.012061933136421597,,0.01719874825420505,,-0.031820301700386584,-0.03197876824481149,-0.0345692119284445,-0.05155610852156651
TAC1,-0.04401871628078573,-0.0050793114315336365,-0.008556880823506991,-0.030884060410419526,0.009335570166945023,-0.04125008722270739,0.029578259547874068,-0.054832991886559705,-0.016728022423965934,-0.008337149826485573,-0.06797962994594155,-0.03514529968682686,,,0.13213254015500012,-0.015474841316599534,-0.04181869890783043
RARRES2,0.006340909427542085,-0.007226262256802649,0.040894064227743235,-0.0885250469451042,0.039579783810958884,0.05979344690872978,-0.023359113716799534,0.09591029163120342,0.04418593272704127,-0.007591321757471285,0.05764200200877718,-0.008663260398371175,0.04261631653428759,0.01870025714773966,-0.028995161411067123,-0.02779491764421516,-0.043239418695023984
FGF7,-0.04535408543479195,,-0.0027210750675002045,-0.03982410394419429,0.027045226698049124,-0.0399113298944986,-0.03515154075376823,0.021164809529246514,0.007741811149656633,0.003914011114525923,-0.05204144794152386,0.00768821046109776,0.033979514863982936,0.007803477143147031,-0.011453823865786968,0.019509381043596265,0.02018321174901957
HBEGF,0.03215442265642993,0.04983485957089626,0.022891521185259122,-0.0017255818243677612,0.019196597426418657,0.034792782177791734,-0.05853261541644993,0.06789286977031347,-0.00444515038236492,-0.03203809747029525,0.06185799570139948,0.038529445951180755,0.08716006177067007,-0.0023894200260424596,-0.02013603817479409,-0.04729928980776872,0.10674540594955388
CSF3,-0.035146843523257296,,,0.04339944702048445,-0.009764931669745328,-0.041965178610039684,,-0.02298521514577192,,,,,,-0.044507542995337275,-0.022748421813257196,0.12180530070102388,0.0810571638668477
PI3,0.041302498994557506,0.046869604882927234,,-0.055534799542685254,0.006938429783744133,0.10440809829732532,,0.033583887922503726,,,,,,0.005294453681040818,0.005877907934936252,-0.026927131130629153,0.04715913026322879
PCSK1N,-0.10465518530586591,-0.020482083980272642,-0.02595909307269096,0.0532943201022448,-0.0006924219058422422,0.04409861428269747,0.0545178734747207,0.009231321384260768,-0.017630901726095168,-0.03984697776043585,-0.10352708203522325,0.020512957680509956,0.025337462169577895,-0.027844366542960096,0.022899749426681326,-0.013326447985150662,-0.06121960786656132
NTS,,,,,,-0.005717820284293839,0.010485759544513572,-0.028251594337053706,0.10238663969058581,-0.005915569445797852,-0.020181933159411806,,,-0.004656225708950325,-0.03632249491782341,-0.018353201399679393,
SFRP1,-0.02981573194400227,0.022153325887418078,-0.01130687836210415,,0.019447249382586927,0.04069154520433732,-0.020387565644989735,0.01649869698421128,0.0236876982253112,-0.00032665224404268735,-0.001062816906662815,0.00825955991267789,0.014823273119635324,-0.03262023987802427,-0.021575229091527603,-0.01792671949591986,0.04213697395637297
CXCL13,,,-0.02915218777590631,-0.01702087589496229,,-0.0073607585280947305,,,,,,,,0.027757157740769377,0.01710788143083292,,-0.020886701519703427
MICA,0.02436804917085195,0.029245275491144248,-0.04315212381960941,-0.016140565447294912,0.008654132828976648,-0.012341719104710335,-0.006614471928266782,0.049625547085727036,-0.005708307741520379,-0.027746397531987623,0.012611753131726218,0.02173945753192626,-0.04923135848604326,0.005918454638565859,0.007447132341458304,-0.006717581535755397,0.07892200300678705
TG,0.08200903632908085,-0.007097529908451057,-0.016393587761923702,,-0.0008791524604458417,-0.026095216845085516,0.026424087499419824,-0.013787042530623808,0.03251524960594179,-0.012308472846645694,,0.07708622978379184,0.04433254527413825,0.04602971188305349,-0.018722300717772967,0.07690383108143081,-0.04847589731734244
ADA,-0.041433518547265825,-0.020545982825097394,-0.03386696962972436,0.0898833059537878,0.08435224696274395,0.05124867007915372,-0.03376119390993898,0.009042565792809501,-0.010606582572419778,-0.019989949750997757,0.1730195457171019,0.05680785759405431,-0.0024152194315158085,-0.017327307428062953,-0.0033931501045578643,0.04479253840018008,0.05508570742846473
LAMC3,-0.019569325426012266,-0.044537245880774255,0.004458112396350069,0.028806603461736236,-0.023744469475632298,0.024712297263072606,-0.019663283102348997,0.036416906359156835,0.04817635613292563,-0.007898432638401663,-0.013950299859366038,0.019084647861680244,0.01583093433631866,-0.0023096755936842725,-0.011859111286862496,-0.014760929276842567,0.011526112506791088
CCL7,,0.0830283639312909,,,0.12098595318053303,0.017527838343000545,,,,,,,,-0.029046528692910547,,-0.01298727006409765,0.007998768876886775
NGF,-0.020249095655442216,-0.02289172961247888,,,0.0030633747398863247,-0.03335039212620863,-0.016491228261068986,,,,-0.020181946447875743,,,-0.006931968238093413,-0.007366653283581596,-0.016121206413265858,0.005396124184037267
TNFSF15,-0.025050658481894684,,,,-0.014242758852641061,0.042999571386963045,-0.020023966531332812,,,,,,-0.034724326729730685,-0.012266811319647991,-0.014126379403817437,-0.034314616036380065,0.05998394315925564
HMGB1,-0.019780081406522446,-0.05095183828715876,0.026621736591838238,0.008168341493333993,-0.02527626670358832,-0.04605242919874471,-0.004674716117298205,0.07588549690111221,-0.04886236182881431,-0.06531654947282438,0.046147549502731464,0.055743780301707874,-0.06085039270138428,0.04909782886332195,-0.004383656545996276,0.05059540122270164,0.037288285709504876
ITGB3BP,0.08021913271647547,-0.013170576911928064,0.03902748015405806,-0.06766784479296478,0.04612326243691978,-0.012159786862005088,-0.024166838566887842,0.02963496479260025,-0.0030939263114309083,-0.020114217758651798,0.06060103628851993,0.03756528237495153,0.1073528103395417,0.057133567418464724,-0.010743100132117576,0.01806821656127904,0.041084408725335746
AANAT,-0.03629330218276289,-0.03418252697677664,,,-0.012959455282033986,-0.0034975476495088752,,-0.020733286085552718,0.08777312376568999,-0.014188173808238816,-0.018973997743106173,0.0640778504872218,,-0.007984539446760967,,-0.013741073325265807,0.1375849711213192
RELN,0.050055488967963566,-0.05132989952698852,0.01688814044616964,-0.026398048802195505,-0.022494712163858222,-0.043743849101514284,-0.01856777846200711,-0.03996136160941027,0.0240260117490576,0.060935534410305824,0.0392376597660674,-0.025752110640692022,,,-0.01706313541118976,,0.049103215888782636
IL15,-0.01870710768994571,-0.025669753291217314,0.07270245623541446,,0.027710574030713992,0.023520147121863927,-0.014248242598098296,0.013629848742119333,0.042766350596654686,-0.03049503525647238,0.015441872936789443,-0.021573649754263367,0.019274689284176093,-0.03690959445848888,-0.023469751343713142,-0.005441079381303081,-0.025111616329683565
UTS2,,,,,,,,0.06739837906002223,,,,,-0.011918632573312134,-0.02169978930764031,,,
BSG,-0.06767493674762258,-0.07867353058634438,-0.014332682356935479,0.010583991695455076,0.031739410321950864,0.06294833520105213,0.0018753346552488979,-0.033760882283029474,-0.04602335992770105,0.06811759858598113,-0.002415565714009509,0.015700685358127516,0.021876643107570013,-0.02384941145034949,-0.05801545892580868,0.038845113147257845,0.08081041781796411
ADAMTS3,0.08007177802739608,0.004247603811222935,-0.028804722259133903,,-0.020262365937730856,-0.012810129854617115,-0.022949796988359403,0.048670915203810956,-0.03237885772591899,0.051174006382527226,-0.030467781975636758,0.10367418233321675,-0.012723776472138546,-0.006427340421880915,0.02270315109726813,0.07033035026904809,-0.01855109466035994
CD34,-0.012603210477226122,-0.03260720531536651,-0.0318719989099064,-0.03886761199400196,0.06436014792199007,0.021007914597915393,-0.04388130051377146,0.061082762085535786,0.053074953447722825,0.017983555957596653,-0.016541392150167467,-0.006324876290789066,-0.016170703696120933,-0.01447997128072958,-0.003447675452651788,-0.031780320636011015,0.03049782071174478
CCL23,,,,,,,,-0.023591188372816395,,,,,-0.032766205063480776,,,,
PLAT,-0.06912400902653511,-0.011669994888336341,0.05888094215407158,0.03302558629295332,-0.02212731930702314,-0.005414580599853762,-0.05928039265730365,0.06538217704372372,-0.02068908282433698,-0.006340722212132602,-0.025714608772973567,0.06796333136196166,-0.005430420830909932,0.03297712307812051,0.013453008709648908,0.0473834303934565,0.08943300661376559
NTF3,,,,,,,,,,-0.010102906568041812,,,,-0.020809297234882094,-0.012972261306074434,,
LTA,,,0.014258299688399645,,-0.016393144123835256,,,,0.04372119125104375,,,0.04143511019835391,,,,-0.018493413866357583,
CKLF,-0.032089057993331435,0.03475854563054425,0.046962300911524577,0.018990398906299697,0.014533468771790533,0.014930734184151364,-0.038572781431885854,0.13784950403485896,0.035218070113704425,-0.043992074039557856,0.0773051215442336,0.059501480804997675,0.09425005750955626,0.10377395303089047,0.026847310886820647,0.029171414608917638,-0.013051836868198665
CD24,0.022875238011818635,0.04125269766289894,0.057499311368582155,0.023445354510407558,0.035386972685605624,0.01711273218246495,0.02234226631122047,-0.033789318348303045,0.02932271756710289,0.025384854214883918,0.02040556069608149,-0.031066872219985484,-0.01661193671293954,0.0038464792952713238,0.018484809006077407,0.004266462234270835,0.024548806162103646
HSP90AA1,-0.09482434950162352,0.013279825320873856,0.01245529360547566,-0.026664180172780216,-0.0002610256174929585,-0.060294111277964746,0.047819908992515606,-0.09942274292990952,0.03694080454011758,0.005330063680871122,-0.0784880871120105,0.0163034705992369,-0.127033774170153,-0.0039594147437629484,0.03892416129668844,0.00825930681348522,-0.06156798418035931
BMP4,-0.0438239961883498,-0.008560967547707436,-0.01277995644397237,-0.023853339790936203,0.006814020527434389,-0.04045230213705743,-0.01787014367098419,-0.025821953022733317,0.05797076012807859,-0.007934038027106963,0.0074588594669882866,-0.018382980081855915,0.08485847018587718,-0.024859267803706144,0.011804373107853596,0.04650466885367964,-0.062117134023150715
SCGB3A1,,0.03316283738888091,,-0.025056017124815096,,-0.024823338367010485,-0.01818813367535934,,,-0.011967863377371551,0.09785520690708308,0.09524480056286375,0.0905971410055395,-0.004172763762527105,-0.016598137229357164,0.020086272127736306,0.015735292342021125
IGFBP4,-0.018308312184923486,0.002196074439703246,0.018523991743481214,-0.020043395021974223,0.05709275634981534,-0.025535392773673154,0.0037227609252380943,0.06630235716264793,0.031976843369609646,-0.014978895929812814,0.07051751499224168,0.07029904502373446,-0.0020193839862307017,0.03943684624811059,-0.06010581090122433,-0.015358081159402376,0.06692621915885576
RSPO4,-0.024736346356849417,,0.031544112016057294,,-0.0250925791669741,-0.028650167637343925,,,-0.02075970775992136,-0.0119678616268008,,-0.029926052282387965,,,-0.019756569434083104,0.010218806992432886,0.02089493258381849
LEFTY2,-0.041433540159054615,0.0463124349120302,-0.012203960714359401,0.07235789530126573,-0.002445846772158191,-0.03615586870536092,0.009431880615629126,0.07178999394482882,0.0022609502357132526,-0.013122906643950771,0.08640493673763533,0.06338544399076913,-0.018435652720905474,-0.02465721360065885,0.029135073906855106,0.0824582198469391,0.14144092259973587
PF4,,-0.024440109853538037,-0.010966475951568433,,-0.011159389942593573,,,,,,,,,,,0.18782193608321585,0.034285001348706476
ANGPTL2,0.037574012035104534,-0.010802217237373766,-0.0044704942601569,0.07266976713200375,0.010598178595831436,0.06111926591743378,-0.021288063448985987,0.04020884514120252,0.04440254454440895,-0.01748909967639358,0.058016339457144975,0.02263931696790839,-0.06959899408944963,-0.0031747979503997,0.002133540250162947,-0.01703847638471245,0.10117954347132296
LRIG2,0.0416495636666911,0.01740235124121146,0.0036676815912345703,0.032485567362863,0.005212473436058022,0.003214519486352823,-0.0351646830056503,0.0377112682173436,-0.03156605140291492,0.0026585662071415468,0.09218655942848718,-0.00818320659494944,0.030908245490085244,0.011072546746778964,-0.05194299355662568,0.05698584509496015,0.010997935570304674
ICOSLG,0.03756137465684481,0.02176369243554474,-0.041125360083099256,-0.008294102732801336,-0.012469523489976934,-0.051520520328979386,0.05148326307839673,0.08119906539745057,0.020249889498876315,0.02798287415709387,-0.020312499355179734,0.0630928232443991,0.029560213286488533,-0.002254383149300687,0.060945978595804105,-0.006827473825415907,0.14330983935908964
WIF1,-0.057565431425090276,-0.010376763722091877,,-0.015186532809337887,,0.0029948084472771175,0.005961400362708733,-0.03654377527128354,-0.016019774770483004,0.13482625234160636,0.0007938534983516683,-0.01945271032635103,,,0.06321749142313576,,-0.03326338595869292
NPPC,-0.05048328662768701,0.00830293311497682,,-0.03143484752873212,-0.01731096577822702,-0.049978009937179546,-0.02391995422675621,-0.004135814617513542,-0.013121139284306563,0.018437741205821315,0.04227147201054285,-0.010883073037749902,-0.028950066726866244,-0.043361229272123034,-0.0033657909385597174,,-0.02345332351558637
LYZ,-0.02118874920849938,0.014534469301698523,-0.0022559068590558805,-0.019347535957184435,-0.0247740002608296,-0.042624442273571386,-0.040764059353057644,0.010137720738559222,0.015517077011736375,0.008300741017275752,0.05713918481296606,0.08818449967655086,-0.032550674477870946,0.049046195050328714,0.051778960484493416,0.010151274457908695,-0.01851759265846438
EREG,,,,0.03394458229171417,,-0.0307336615542154,,,,,-0.02076132495587928,,,-0.01157250001326525,-0.024607140327303614,0.03238213908449387,-0.0376575951798229
SPTAN1,-0.051679843073405084,-0.017634346883768443,-0.06824693632827328,0.03021546579457699,-0.006747118946644475,0.07768693446334514,0.03210571925000693,-0.04202918076899209,0.055378672417837116,-0.020749131918592435,-0.008222643774941474,0.029825376800821,-0.08560714845808116,-0.0348768387172814,0.03316491873448693,0.032241018851581454,-0.08071220685103643
PTH2,,,,,,,,,,,,,,,0.01754652708006496,,
LIPC,-0.040719087739127864,-0.0179519034645319,-0.016505132405739743,,0.008305646412934402,0.0681924799505248,0.028924373311224782,-0.0024644842919432242,0.028942983368716074,,0.02164741695662095,0.0600015001022983,0.06410513618244715,,,-0.023382669431192892,-0.019582026529057776
COL8A1,0.1123471721822231,0.07702337476855022,-0.05419601806277628,-0.029266406763045653,0.04742040235714343,0.024129693743691217,-0.0069451728550726285,-0.011704196208018538,-0.0036485696010622242,-0.011016677080949128,0.08529013277870501,0.07805043814358519,-0.060854735046282644,0.0008543892704905442,0.047598539874414536,0.05800896009630223,0.08500981080712068
GSTM2,0.004287566010555627,0.055876786362961436,0.03106983168942766,-0.025398397799891066,-0.03712877196860536,-0.026806466496574075,-0.012048807679764548,0.04554480437794846,-0.049357096293312024,-0.0009115015013704848,-0.0011897718165326983,0.009027750450824995,0.05215384833235991,0.04393733300125212,0.1432981559679929,0.0445897431833646,-0.023461701791970813
SPX,-0.016861643615936468,-0.001475165371574448,-0.014846734805048004,,-0.023915647454296012,-0.012132054985103575,0.0021985623345191323,0.0030229966000045252,-0.03340997725619682,-0.025465557988875027,0.03902230466047739,-0.01081365468457167,-0.03837886686060503,0.07794084019193342,0.020868752862151216,0.035324042095930014,-0.050381627098439886
MFGE8,0.04114531801076993,0.0095659826252996,-0.012643924981836812,-0.026762100009454733,0.005847858456817246,0.007805512508547772,-0.05571729837518907,0.03231432273596151,0.009298641068755203,-0.0220168856921389,-0.022376086782855856,-0.0018015687947814422,0.06313411870614102,-0.027565361090001586,-0.044757861426893066,-0.01121884963202208,0.09165557837163671
TGFA,-0.005262672816773576,-0.033211007120930586,0.004990593862819551,0.05765735157814028,-0.030125865729043837,0.09346894633059263,-0.031221261653881494,0.07293345720793647,-0.0014188370062007836,-0.024404092157569068,0.02372825378073634,0.0394022717593143,0.0012336659098044003,0.03493140342212665,-0.04855732786008825,0.02072563869708521,0.08138386926236593
SLIT2,-0.05012987684650385,-0.029973120892241738,-0.02859474448067656,-0.018623390457033876,-0.03798077824561557,-0.04272936446774947,-0.007338153085465563,-0.03201835250658837,0.0029819975374751713,-0.05173824735431335,0.026447115892290676,-0.020634595084964076,0.05359733175649217,0.005947930377547511,0.012678676499539384,0.007714201567090991,0.04934114856766192
PLTP,-0.07216947130957076,-0.02766957910182635,0.01656495683469968,0.06513517088708926,-0.004569948271060637,0.04603535064347514,-0.0004566754758756275,0.09480975353701053,0.03010186285354993,-0.05959676479483331,0.06499077201040811,0.02141241876518767,-0.09104983191877586,0.03144431017787705,0.0007383200224964654,-0.005054548577336341,0.015375904731190389
APOD,-0.08057431583843223,0.032515812175211,-0.036206789377918436,0.06515216658446839,-0.00030065913357240476,0.0276598696537844,0.010021592236656184,0.07188769293278272,0.023425035701955192,-0.022086105484062087,0.06744293684731774,-0.06852272759034239,-0.018873545787431476,-0.016240013848161566,-0.046402493948056206,-0.05545795306980545,-0.15015119621794576
B2M,0.06779134367381658,0.0508545058512581,0.02147941958021996,0.02994910814264458,0.02817772158393936,-0.018360788439088206,-0.03486400690937748,0.1133997494283263,0.05267830987006125,-0.020298362417050284,0.10377579598400881,0.09147234209829241,0.04379490845460181,0.07130115660401844,0.003290089183967294,-0.02027125193983161,0.11895689330815445
OMG,-0.0755283272269741,-0.013543395853081267,-0.021994805550552995,-0.007462517172437907,-0.013952994369221044,0.00407919248286185,0.028110792881097704,0.019905332456029608,0.04239699949708751,0.01080201994502469,0.05393591278589826,-0.01980758484873837,-0.004567392201954311,-0.0510827508104326,0.03939369652159233,0.03773194376707401,-0.05310822137471748
CXCL3,0.07565703384364363,0.08808856830522292,-0.022546030896505365,0.09409574325368235,0.009999405492006544,0.013757573455927301,,-0.013001511593030604,-0.06020578844465389,-0.012803082213725194,-0.011224251316723919,-0.015536936435292999,0.0749471732499022,-0.020931000100758382,0.0028079522335423515,-0.04449904111152809,0.06108770976378941
CXCL10,0.0009230774703529337,-0.02455599082897781,0.03801788826523325,,0.014680476392895396,-0.028725756084401095,-0.019475733476954533,0.0806075936059669,0.047622850769751,-0.019448818962010478,-0.04856434048133991,0.030026139492876025,0.032245938619874424,0.03065769276746019,-0.026995534081238757,-0.015430383000447592,0.005997638015437484
RSPO3,,-0.009696744040736918,,-0.023440912991163316,-0.012959454324476967,-0.0008534295722555338,-0.018862872058130094,-0.009353194228340259,-0.03135440045153877,-0.021244934887919606,-0.044589125988761844,-0.01623579912976407,,-0.017412131130736492,-0.016983440719581244,-0.01317953957831409,-0.06834328340024784
CORT,-0.02773380252431513,-0.005119584989540259,-0.01958543160187807,-0.031109285170723883,0.011785492575191405,-0.03366432471908313,0.013096888355605145,0.05511311078578387,-0.0011073860037074318,0.012698043884885992,0.03882921747342016,-0.019243456468174637,,0.04662591025168899,-0.0210069471831602,,
NCAN,-0.10744811255082491,-0.007481735024608513,0.00013027230367781563,0.04029534980600462,-0.0004703553725321454,-0.030267086983159476,0.028766615513662087,0.09254682500440427,0.006703082842479689,0.0156923757919142,-0.043567218600909584,0.04200189205838361,-0.08594832849711771,-0.0015666422514416963,0.006994808256782074,0.06779080405480466,-0.07929921837096272
PRG4,0.07570498798731617,-0.01609826989860408,,0.013913478167836972,0.05584625187348265,-0.01986035188996906,,0.05142422344106168,-0.026530082388133872,,,0.016772497246302358,,0.0652704132301225,-0.04711190815289406,-0.029855209077571353,0.024106933687371025
ZG16B,,-0.011077879825381543,-0.01319637144140559,,0.004618615445295988,,,0.005536884054209461,-0.014182810767390398,,,,,,,-0.016433467473674086,-0.02790401803574648
TGM2,0.08228258125422032,0.0341406302290996,0.01223820165144408,-0.030913834968545533,0.012313099723862977,0.022457568960066565,-0.028730789415958496,0.04138411488260897,0.06118257128161106,-0.030652083302345878,0.05526479726364327,0.03907947965347478,0.023198109344000996,0.011918854692142064,-0.0231024095477668,-0.036287193598317224,0.03733807587470892
VEGFC,-0.0271582231314409,-0.006322242081026308,0.15687425042263578,0.012746342364009988,0.004185753152514276,0.017655656878126598,-0.016163632614373764,0.09947222285055082,-0.00872498257051748,0.004498387906007437,-0.0013338842053150367,0.08628844320600335,0.03073717655168047,0.011843912439912913,-0.03371886732409995,0.03000861033142138,0.0703504509312791
WNT6,-0.03444386211600533,-0.019681922811346973,-0.012203961034646287,-0.05352445451146253,-0.017690801307141863,-0.027365652857992435,-0.014614306710584871,-0.002448816298763646,-0.02274091093412936,,,-0.016907101941694695,,-0.0015904094476671133,0.03180720527032519,-0.019846789434541993,-0.010698803158266924
NRG4,-0.025668787896376506,-0.021699937163906162,,0.1007980521879932,-0.015566529342762845,-0.028288474078658504,-0.017890613037336828,-0.03673459779802094,-0.027247475885689355,-0.01646427608658518,-0.026136058573672113,-0.022599962963548832,,,-0.011278251014765256,-0.013179541055426035,0.006044990575690396
PMCH,,-0.02501034538363481,,,-0.021568942950549373,,,,-0.007604918042406269,,,,,-0.02952379698402807,0.1574612618892213,-0.014068759679334308,-0.03443383358496586
COL9A1,-0.03998876868685794,0.0013454847928352906,0.016197395019170807,0.10365403821652963,-0.016258103764061824,0.007353997306767612,-0.037002085937526574,0.04702545999996126,-7.525560530940656e-05,-0.025351682347981408,-0.020473515437189574,0.13199384080537,0.05853535323387158,0.017005037377412848,0.0048358919623127964,0.06824711104459465,-0.004840151843972428
GDF11,-0.02074550030324686,-0.046558288932409105,0.034224325950970864,0.10924105307999371,0.021638972563934836,0.015260033258527032,-0.037029372205814905,0.04669205741396384,0.006206045164423478,0.03835672955715027,0.04152963897103739,0.0063313913344854676,-0.037270110892679224,-0.02701661576437351,-0.005323773407659698,0.014126023533595601,0.07717040065757624
RAET1E,,,,,,,,,,,,,,,,0.12618907731376283,
IL24,,,,,,,,,,,,,,-0.022012231598413038,,,0.11592768417597554
SORBS1,-0.0012750867997790866,0.05137417581574578,-0.05104253658936612,0.0009246900059107278,-0.00806397648070174,0.02655427536277298,0.03415539370143717,-0.0011183322285067683,-0.020766029381252032,0.00409239361895898,-0.007607686564734113,0.010893643441857236,-0.07836590854675426,-0.03636708224870981,-0.021308212594854405,0.022723496891283966,-0.0504043551241145
DLL1,-0.00088708037752208,-0.002425241716940297,-0.0278116236728866,0.07229965592226653,0.017524808906350546,-0.02890461225462432,-0.01830563864679661,0.03866210477946551,0.023749172023667345,-0.03760533915381947,0.06170802464468009,0.010292350285448365,-0.026745083176341986,0.08926884689962324,0.047396430482235165,0.023070427733768106,0.06098314740133037
TLN1,0.01300799096355898,0.0172468119339327,-0.019248201205682523,0.04575725046697375,0.021645891701597253,0.0017812691253998266,0.018420568655664857,0.04699719571131608,-0.014581969928910097,0.010602475297846848,0.07205365835996828,0.040370151386020625,0.027403989784496617,-0.04940371730281361,-0.01283307834023789,-0.04521490854989679,0.11256635398108564
