,UKF243,UKF248,UKF251,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.017466582563698305,,-0.009880529527989278,,,0.020802624009190748,-0.01664934657350659,0.05528224588695448,-0.029368625111059712
WNT5A,-0.05061851682253883,-0.003921355920576361,0.03456458218134058,-0.04026520122875506,-0.0012903349563980968,-0.0018768212944148017,0.010997133572037828,-0.046260039242809366,0.07884372006987893,0.037883005589021405
CXCL8,0.020973881783747778,0.05198514019908039,-0.015933239301310385,0.07001490466806413,-0.004369328229770719,-0.021495166879338817,0.008914146453277637,0.06208607617644015,-0.0015729270708877254,0.01357716001717047
GRN,0.004362632717991732,-0.01162980433992932,0.04530046627881453,0.03367449508425029,0.029120084710015072,0.02293436245994166,0.016613192062240746,0.01555163474034637,0.1016899346667203,-0.05788980056330617
MIA,0.05474727285095157,-0.007915969993403032,-0.015133282525027226,0.04489319689081315,-0.026101067462027047,-0.0002895255138975539,0.019040142349689725,-0.020785783534409876,0.013126355287746532,0.006530687786014281
COL4A4,-0.03277167284999779,-0.02779793937876267,-0.01210914274015573,-0.017806657555849714,-0.013864227203243833,0.11344334865037205,0.005295920036733289,0.060379585746567044,-0.012532636592370498,0.012514363317279063
TAC1,0.06274252905721006,0.029075605207923107,-0.016815141016279237,-0.009626745965466133,0.011323166964796991,-0.03170168459035655,,0.04832737275657609,-0.035078767355973366,-0.026450851137540567
RARRES2,0.01228053856573789,0.027148759545473022,0.0047825693569565455,-0.0041142270020978885,0.043304617905071244,0.04511189948423415,-0.0222761866792691,0.03827221728167196,0.013043216594624861,0.05572271377257601
FGF7,-0.07387111879076122,,-0.002394152793670956,-0.025391017106173797,0.04129081071396057,0.024392632027393238,0.02085103221426628,0.004357876985697527,0.005659310919638139,-0.057752025946852525
EFNA2,,,,,,,-0.019422870508175073,,,
HBEGF,-0.00044384470853740007,0.00787843158760694,-0.04106954752804705,0.02154020798125811,-0.0017706319437877278,-0.015012055442118815,0.029207099667306932,0.010014711236586952,0.03800439809855385,0.038872032862494646
CSF3,-0.03277164690456651,,,0.05006751593937442,,,-0.028024859697338235,-0.02125604383401487,-0.012436344549581792,-0.03452697196744584
PI3,-0.008187741803492413,-0.02435037641753229,,0.010804407316712755,,,0.005141498714013118,0.008941408649132116,-0.06103911175372811,-0.0005838376726296677
PCSK1N,0.014214859983218291,0.011739407234170917,-0.024195469550271017,-0.04361874782003052,0.06750043892550216,-0.03171312286517951,-0.01134866835605358,-0.028135915958035856,-0.006304056496708558,-0.05705240563534129
NTS,,,,,-0.015838267966539643,,-0.023663081963803134,0.03273817746790876,-0.04160350784638284,
SFRP1,-0.011379095293993042,-0.027023825071991504,-0.01249655813048905,-0.012498439626633032,0.04318368140479642,0.03101785455692662,0.02835924276336117,-0.013480461381958807,0.004386903974081971,-0.019238033999531157
CXCL13,,,0.03996516450663595,,,,0.0003814218513179682,0.02343794002451069,,-0.02800606437227383
MICA,0.004131515051424482,-0.029833985587152594,0.033447121956407616,0.048676525913974325,0.03662760358849449,-0.02704564274677714,0.054561476156935795,0.0036158558955633625,0.08518592266683889,0.03921360779186052
TG,0.017167979798681694,0.13287437614281913,-0.01615514744874234,-0.013487796537964896,0.006761134948726968,0.14294709748098874,-0.015445803926308403,-0.0174940507081097,-0.04700080040361787,-0.030862827867921362
ADA,-0.0076605026632531395,0.01114894549028746,-0.012519334203194257,0.002789433697084288,-0.04332104898490076,-0.01917631790626654,-0.010258583893865782,0.02816749175501516,0.12752526281252283,-0.0074822703002497696
LAMC3,-0.005534638037772496,-0.009801740059346467,0.02794248684344876,-0.022576066940475564,-0.010698036923115783,-0.047745245468534765,0.03818352180759797,0.03431538693500206,0.13490804117365127,-0.06303414526721592
CCL7,,0.00885831258769591,,-0.00975165534710082,,,,,-0.02943987701373005,0.03411801463270016
NGF,0.012574165015911533,0.002645221553517869,,0.08569048571028258,,,-0.019161794451789838,-0.03649198220382081,-0.015476484580968264,-0.026696200557969854
TNFSF15,-0.02335775427321939,,,-0.010858945176350174,,,,-0.013199638299676601,0.09225726313903684,-0.03821258397771187
HMGB1,-0.039006125879879,-0.04518595918749579,-0.0034599936755309504,-0.03165970518034823,-0.017559567832197923,0.037825187436539794,0.047691499614325075,0.0316132576488521,-0.0641494120432942,-0.013473427261957239
ITGB3BP,-0.05310440230614574,0.029886035807870238,0.00491976848723544,-0.04237234533695092,-0.030429991441158936,0.04246094861698097,-0.0035315574278371236,0.029535282496809506,0.042844982362761394,0.01738218219578755
AANAT,0.07414367975039932,-0.021360391360147658,,-0.009880530582519389,-0.012031463432730795,-0.016852966146211238,0.0046730006458761035,,-0.03114861758752369,0.07227728859018104
RELN,-0.032554371008385825,-0.00621136550572112,0.028630050404472793,-0.017150388395420917,0.026546129787250874,-0.018657688163022875,,-0.015943732590478505,,0.03448155505417109
IL15,-0.03320264451150669,0.0127505466178181,-0.020581410690349706,-0.03429502767019611,0.009314205166127383,-0.015630347169186612,0.0075056970872790455,0.017119681691065213,0.1329613086750007,0.028157563147542447
BSG,-0.012186667369042243,-0.021033863627100597,0.039832300886424005,0.0414515733269791,-0.0893384597917628,-0.009669957037060976,0.029490055687720992,-0.05702233630341421,0.08122390938354916,0.028219456531780658
ADAMTS3,0.05573701699826253,-0.022686967983524882,-0.017117070824890303,-0.009490592585518667,0.06381981386190212,0.08129076624066427,-0.0016385499641367754,0.005935207713832511,0.02494264801365645,-0.011917818226457549
CD34,0.016120072775828453,-0.03420651150396941,-0.040472514687332185,0.018078148766945492,0.020562658448457966,-0.02674981375565914,0.009424479298517176,0.06585206421615258,0.08253339611129473,0.041455808874268
PLAT,-0.010941448892243104,-0.022558489122825945,0.061859761459849776,-0.027387220557981314,0.00931636656863679,0.018181509969434774,-0.01723837320321144,-0.028334500359049358,0.10497754169241823,-0.013583927113067664
NTF3,,,,,,,-0.022235212065640917,0.0533518929525447,,
LTA,,,-0.011880546213344782,-0.012498439041936383,-0.011587553160305459,0.005615531451880866,,,-0.011259051903773435,
CKLF,0.04101912003762904,-0.050470870713293786,0.06182881617140994,-0.04945779300818675,-0.01517270941740334,0.03734398880305451,0.05047731206956741,0.014019664012620565,0.022086183196784983,0.025948453435299626
CD24,-0.026283157612625285,0.01114341647177253,0.0031526579437130752,-0.0360696929510133,0.022498542487699204,-0.02336025250912306,-0.053235907558190375,0.027741955454362748,-0.017592575638905372,-0.051808438998424536
HSP90AA1,-0.012310142777909932,-0.022261989780420398,-0.01010790900756374,-0.009207140680296813,0.06981710014950122,0.0193961659162935,-0.010205841240138007,-0.013474780300467854,-0.11256532705957051,-0.10523550313423011
BMP4,0.04776566231680977,-0.02390590670858457,0.11648098681952505,0.01126368909381946,-0.03323646746246828,-0.013318671803637121,0.019756390857805787,-0.010224209514130047,0.1164315327143299,-0.001585123346395902
SCGB3A1,,-0.014722694090735984,,,,-0.010906650898283878,0.021692941563949675,0.014410450756490212,0.06888053682670206,-0.04236465554217784
IGFBP4,0.045652288770699226,-0.03051708258883984,-0.014977336589560216,0.02926562176058297,0.03762193112125557,-0.007980196061050871,-0.04773324732621128,0.006908916048798828,0.14757954159502815,-0.0325193289233066
RSPO4,0.002115917494747449,,0.050017955386404855,-0.019131050685230973,-0.013477029757715937,0.02455477634531284,,0.02221068456845642,-0.008706545311212215,0.04931688893777341
LEFTY2,-0.0058836071473537446,-0.026883945223084987,-0.012026457396779123,-0.02792667505522738,-0.01489187829908958,-0.019295491408203296,-0.02233281143252314,-0.02510501645304191,0.06690679682408929,-0.04800197852116444
PF4,,-0.015272431781045643,-0.01080697151615368,-0.008508127171279503,,,0.07328334829531317,,-0.022574098011985837,-0.02082453720549694
ANGPTL2,0.07506505567953614,-0.031118343894089566,0.04770049545933986,-0.01794817710854039,0.0730324908948802,0.0204923315887071,-0.010352356746527232,0.019987395861581356,0.12600925595277251,0.0007769135362365585
LRIG2,0.03250580922229289,-0.00790444889582157,0.005506311824505355,-0.026140837468392353,0.036612936170704775,0.1137013782764441,0.04389791726690395,-0.0003235023448975559,0.05449507380226486,0.03330221460055695
ICOSLG,0.01150035267657998,-0.0099725629821995,-0.04052720281085859,-0.03007014477332005,-0.00802845833273275,-0.021266887852579144,-0.01830618490160124,-0.011365395234514622,0.11292305704764265,0.00897391820065803
WIF1,-0.01985351780250232,-0.014335899005618562,,,-0.01039990465138052,0.0023644657926647676,,-0.01716079283469864,,0.013461973023638463
NPPC,-0.0222485345641285,-0.04567374056716337,,-0.013198203401483831,0.046755276877579986,0.03027036882081735,-0.008571303556827893,0.02937543550148866,,-0.05004617310588277
LYZ,0.02933982861844153,0.005883614069966311,0.02768138009645364,0.05199108806768847,-0.022259547901795195,0.004330102273553456,0.05641751722656785,-0.04716165350310859,0.11517774991913103,0.023399715018459867
EREG,,,,,,,-0.01183056577731498,-0.022992823753694432,-0.0005481954884069927,-0.02397521123428386
SPTAN1,0.03345768405491462,-0.030341322913624492,-0.02522721987488552,-0.02857483469465511,0.08722147495114162,0.020664286857909844,-0.03653098137970063,0.04021925363187706,-0.05612593884854863,-0.06570448315978719
PTH2,,,,,,,,-0.029358293584442377,,
LIPC,-0.048374331442086506,-0.018697470779152382,-0.016265069705794027,-0.015289738189577443,0.008673559741448553,0.04419174792516279,,,0.02109308153880114,-0.03247461923671502
COL8A1,0.058914077423245274,0.013367237282139548,-0.018569772349500836,-0.015583640260514578,-0.015066690868826877,0.001195182097819586,0.0010370099629119353,-0.017051277866886663,0.11978487828284799,0.08282477746576844
GSTM2,-0.004155639660601518,-0.041464918061465655,0.07621697191574577,-0.029700997277875556,0.014983968908327537,0.005216169171002224,-0.055032131456976344,0.0019552091477331034,0.04865144229849827,-0.0499181728306145
SPX,-0.023141958706285402,0.09177145268075321,-0.05369910732096925,-0.025053954929156276,-0.01918086616136297,-0.022576163158369016,-0.004039715258084953,0.00585140720992554,-0.048485221082306566,0.03342050774285748
MFGE8,-0.048882485289115055,0.006027068141461177,0.0030866653682989843,0.022288848401869104,0.011193910567971683,-0.0020602905957986697,-0.02749560885710061,0.025959859174430118,0.07700557960531108,0.02014880283635551
TGFA,-0.06446378718695649,-0.03682206996024338,-0.014991643679827317,0.026426077887794733,-0.010462861774863885,0.045034609189212434,0.0035321542864287588,-0.07492416663249869,0.09085662008892881,0.05083093178382751
SLIT2,-0.02101733121804814,-0.01957943390703769,-0.028178841633274873,0.03651194837138502,-0.0189381907833437,0.030475121360704835,-0.04399162111538926,-0.011645948575147658,0.07907147327851684,0.07134453398151142
PLTP,-0.0315207344760039,-0.017989793387420846,-0.027856510536588743,-0.018827335753101273,0.05041521522295304,-0.011145749310422212,0.0530657968073473,0.0038697010233727878,0.10080563460259481,0.06017923322505809
APOD,-0.06911066867093689,-0.009854343025608055,0.025428538626124934,-0.02850455900334551,-0.0019862370096137808,-0.03113422931733242,-0.0529971530851245,0.00799147828503121,-0.011097762058030005,-0.06926973851337306
B2M,-0.014866096551784525,0.0029790576475062797,-0.04229028336186919,0.01158528877896499,0.0794767773421491,0.0270326196734524,0.10251913218194797,-0.0175427775897536,0.12164868132210482,-0.027212489926385145
OMG,-0.0030499613633419784,0.007348206160933247,-0.028978083744363302,-0.036554993684230104,0.06393319514362114,0.002327129200802024,0.016752295600035584,-0.020028385918297517,-0.021386864625198964,-0.07045139361635126
CXCL3,0.062380147227973,0.025370768896553875,0.03955692797883302,0.06065663992810985,-0.03825780705136191,-0.011256681794475823,0.050074920238376626,0.02952112198480115,-0.02268239833333371,-0.055279369483246375
CXCL10,0.0010923526413135853,-0.006815831147462041,-0.03624357196541977,0.06456874853388428,0.06975400532523923,0.0016610774550391142,-0.023878186668852473,-0.025224530319683396,-0.050264426065777315,-0.016095708078427255
RSPO3,,-0.019998909255955353,,-0.009880529852460044,0.07654037541551179,-0.01176301552393749,-0.03639631804236474,0.07957874567035267,-0.029875718481881957,-0.001376164604379376
CORT,-0.025859573507544333,-0.03583283251110883,-0.0022492285904123304,-0.022157846871994798,-0.038995141814607455,-0.009928485365037943,-0.018629312558882772,0.0695970867455251,,
NCAN,0.024712336760810815,-0.040367937649548956,0.006109407020071884,0.006156418319339593,0.0025174358453542898,0.004831144654145648,-0.05472682885840153,-0.034481951810220964,-0.037304073454834864,-0.03603756407232738
PRG4,-0.018265700223411552,0.009585880593618075,,-0.009751656866751548,-0.0014606489428980924,0.034651946605922045,0.12164157995897407,-0.016688451273338772,0.10108433042307362,0.03971733033162917
ZG16B,,-0.020415933111107325,-0.013004433777421224,-0.011317990418975014,-0.009207362886350112,,,,0.006969282147549121,-0.01776546599690317
TGM2,0.010614468003024414,0.030897661078511655,0.005557920130498594,-0.0012233862867429737,-0.014010268474335588,0.06484173177468626,0.04608225249326962,0.034290095899089976,0.052847013830463085,-0.04364230044164229
VEGFC,-0.025322891326786414,0.02272243737050113,-0.016698193764772187,0.01651509594136911,-0.002187397269030082,-0.014035392482515055,0.007668780690536327,-0.03150678881190381,-0.039101555395552004,0.0038540219913715842
WNT6,-0.0321161724394501,0.004377351744167691,-0.012026457712407524,0.07027768194440537,-0.020490657698756486,-0.01224938181455799,0.015343768694237115,0.03836325697092401,-0.006721640515776753,-0.018357056399207785
NRG4,-0.0004930519926634628,-0.013560119491065123,,-0.01186821250489426,-0.017688834909469545,0.06437112485763088,,0.03776520319072137,-0.029875721830237217,-0.02760619723875991
PMCH,,0.028319982155718584,,-0.0164445646686217,-0.013477029107303687,,0.037554379077100304,0.03979947970654994,0.08469670718128694,-0.03535370857514746
COL9A1,-0.037286358494381264,-0.0055173533011661415,0.12790476961847608,-0.012395481751249512,-0.01360213565903402,0.036656531414101454,-0.02736472811349067,-0.008734497732998342,0.0273610280921803,0.0016651061667797842
GDF11,-0.047098343943012905,0.017611758502707936,0.009191679226813066,0.0114891599180274,0.032362211810490364,-0.008730228695491239,-0.008637110574580917,-0.0003483878498412678,0.06378353856704319,0.04272364436679359
RAET1E,,,,,,,,,0.058262529837573476,
IL24,,,,,,,-0.01751855522363206,,,-0.0308628101456241
SORBS1,0.04175237709294892,-0.060223654079700976,-0.006653512775132578,0.031428482722062355,0.0011321423031965573,0.02637963134724859,-0.03268012064143034,-0.05092168278626511,0.008224825055111887,0.03249297931108151
DLL1,-0.03663884231537773,-0.022146939422840253,0.03156321563362111,0.0019417660835094766,-0.03478874930091825,0.024793052717510224,-0.011992891713073875,-0.021227310507540467,0.05233143193525312,-0.016205653855605823
TLN1,0.03284494565153616,0.03536208039309825,0.010664174180518782,0.019916460708228594,0.014084722787817824,0.001237360331769464,0.01796813222112116,-0.03958027194028014,0.08727799508207124,-0.014687644417712923
COL2A1,-0.024498138691227685,-0.033059113861240844,,,,-0.01142784305211952,0.011340996851841164,0.023237673994839093,0.04564517673709255,-0.024871701963725897
SHH,,,,-0.01013357257073225,-0.02362150142845482,-0.010906649944974693,-0.020667097663399775,0.012242501668953803,-0.01099849349303386,0.09000901790588882
PON2,-0.0008991362726068437,-0.0482037675456076,0.04671613610246009,-0.06560303637386362,-0.02077121653538847,0.09656135996432182,0.023722276480853472,-0.026643489176860935,-0.04559884097487815,0.06206416488231971
ICAM5,0.03920393432848706,0.04664467916826993,-0.015480752022968875,-0.015793892093755518,0.06740172719731445,-0.02130009819831618,-0.04116948092681145,0.07625430170557243,0.02971870110797615,-0.0779616707545986
HPX,0.026486436449060298,-0.007448358915881668,,0.0784298655885312,0.012756149100067476,-0.02772252739301648,0.018801392572963482,0.022022066196198765,0.028505109237888942,-0.0440562920858396
SFRP2,0.0034767900638935857,-0.019573861028730356,,-0.011541040984220095,0.05894612526806409,0.011257935424894241,0.042025981969632,-0.02753226317515002,0.0819383542576355,-0.06816045140423224
CFC1,,,,,-0.011587553860601155,,,,,-0.024427140927316734
CD70,,0.08606657207199173,,-0.01961648592480898,-0.021614845126211788,,0.012250716542577237,-0.035499838695397114,-0.00047570491886235477,-0.002771926985275421
HP,0.009242843269446537,0.03253625781609676,,0.028553631531353974,0.0699697455851117,0.0221820624893084,0.07695155867423925,0.03153227948220192,0.018460433058040546,-0.06712428786483529
CXCL2,0.003226759156890517,0.007846741633077263,0.01618329048889006,0.03804756986735781,0.021458642083529465,-0.005884591774016251,-0.011675854732662035,-0.013153494109822647,0.08430437137243517,-0.02163002197744743
NPPB,,-0.018993700307275947,,0.08234596044295459,-0.010146533410954308,0.08217585294313981,-0.03334330176744706,0.05279805500128781,-0.030305592531050453,
CCK,-0.009787190244222135,-0.007811631784415748,-0.043592753110889344,-0.059404134581022276,-0.013135484280573411,-0.05123019209949219,-0.04211160246344936,0.009586425823876329,0.08477366644675413,-0.11102992745160327
SEMA6A,-0.02110136970793883,-0.027531050149656892,0.025115026221954922,-0.004829019799613546,0.0030202992442978876,0.03859690034704878,-0.017771302939642738,-0.035743768819935164,-0.004560987190087606,0.058260769732299544
IRAK4,-0.03551593938005006,0.011401105113448853,0.002069876407555573,-0.021384011322414184,0.021151678027363827,0.05701626213659542,0.050485482375356695,0.00183276650274818,0.03462039576946374,0.03384614603359598
GSTP1,-0.030496398251380275,0.010228589849312051,-0.013311826726364292,-0.03133002606760084,0.05919864948079751,-0.00807207496048593,0.08173122475557357,0.05082274012303063,-0.03935667238914414,0.042739057847036604
VCAM1,0.02311189647525643,0.0029385896024845546,-0.010659237107651091,-0.012340918456746768,0.01747194440611137,-0.011198477714982974,0.04352668068796489,-0.025306764906322575,0.10181440789863454,-0.015619793848480005
NXPH3,-0.028846746707842725,-0.01763089072656818,0.01794029936363445,0.007728262830457214,0.07052074337797867,0.007438962585380303,-0.008717632274194632,0.03251233740204476,0.0366395409094243,0.016146011719193082
MTMR4,-0.002626848443064519,0.0007500884402577591,0.04248214725733956,-0.03415789784564328,0.08378029736284795,-0.04545218013634772,-0.0011552075335556084,-0.05059209957196061,-0.017140084527590967,0.03389059648573913
LAMC2,0.004990283176955438,-0.014908068699803479,,0.07066410323436847,-0.01277335357465853,,-0.023006778620898116,-0.013623713125730803,0.07697817534771027,-0.026583741142123116
IL10,-0.03467618166983237,-0.03149911050874423,0.11574643154269797,0.02441291817373634,0.11105949167968407,-0.012563672606583847,-0.02850520280188898,-0.00953535256210135,0.057913799911826595,-0.022083943544854746
SEMA4D,-0.02426456759238855,-0.04311030665344599,0.013011108479461174,-0.029365368400744715,0.010945706106739556,-0.0014665912377982825,-0.017313192187491673,-0.057099023672581926,0.04385175701844165,-0.0668765571901487
TRH,0.013692991288226496,0.013720944592719482,,-0.024021541435505427,0.09299389276092422,-0.0026368119741495355,-0.00204883032741893,-0.012457121301175936,0.040250108145890584,0.05175243680746028
SEMA6D,0.10096458489013584,-0.009702761237394665,0.057249733149688925,-0.006212691120031163,-0.022816564699049382,0.03580758739848252,-0.03716490777676236,0.004069344468972196,-0.015388252118680817,0.042109202052647975
CEL,,,,,,,0.05753471112176733,-0.012767544013907098,0.05021319790124647,0.11492097629403442
PDCD1LG2,0.0011028250512450648,-0.04158304724574058,0.002822277101624228,0.017049469367540458,0.014338518608384483,-0.021491654302330025,-0.02057670778310965,-0.031929588365449284,0.08652787227604328,0.08002450961693355
SPINT1,0.056241785421714485,-0.03771482044890721,0.025498814949915825,0.016981445883419995,-0.022190910563864238,-0.018440766660033154,-0.0345182835429195,0.05961883660975922,0.014936344480118187,0.017715955296021862
CTHRC1,0.057151631814646206,-0.0007245820262914616,0.00014099241562087655,-0.01636923521090891,-0.004754143569719248,-0.008185704672557435,-0.028717085446934455,-0.014441480265340924,0.10112964994814284,-0.02128348036008482
PODXL,0.012347312715713224,0.03187977184832069,0.11702317919962944,0.011602523817564903,0.006043185457303039,0.0008258796889388864,-0.003839413709987551,0.016890201040768726,0.08552025325123686,0.018272102609484937
JAM3,-0.02313841952270899,-0.002654703314468212,-0.04526205537192242,0.01442969912935768,0.021743076437585458,0.060701413647600316,-0.015653261910056265,-0.029045445072443443,0.05029907581015581,-0.02820587579017251
TGFB2,-0.00812502637375348,-0.03187722326250952,0.05786617904817581,-0.012725638395584191,0.07941571533472341,-0.011740367670634211,0.007370344576778579,0.014042943255128084,0.005695834575286165,0.04481886491297068
COL18A1,0.01629512168735302,-0.0029757170617426883,-0.04897230308724402,-0.010106229499467186,-0.018744853348898423,-0.022605717870605984,0.002740844074174318,0.02568110338778911,0.11129689574934293,-0.038020382374671285
NODAL,,-0.006580227747053558,-0.011583495137194526,-0.019957141083088503,,-0.019295489249790753,-0.021639542418095997,-0.015579737756642441,-0.01848466928490827,-0.02003224809857447
INHBB,-0.04609884965171352,-0.013808311664076006,0.09506106403741803,0.0016805963754905348,0.024556592244523463,-0.0022704478436339904,0.07629309961917095,0.0054932568733131815,0.03214096633512045,0.04744269376912243
LCN1,,0.0768736144167385,,,,,-0.020435810768560048,,0.06253362903203676,0.08744634235777492
ARF4,0.03051135693325842,0.01814411600140929,-0.011663928352010865,0.006937468620535638,0.03507089081502448,0.05507684201560647,-0.009432421708475695,0.017499894001069508,0.07538580642497794,0.012105335905715732
CXCL14,-0.028094294205216704,0.023171721112295207,-0.03640078524644238,0.016132407277387868,0.001698527475974562,-0.018116705362931727,-0.001199913971137209,-0.022444636783216464,0.017119151145571398,0.0786955512640712
LIF,-0.05832584156300836,-0.014956501750103877,0.07534999811212945,0.01234605963893733,0.016569710610469857,0.03900671986991417,-0.007475262792705796,-0.010876707868728365,0.014232942945148737,0.017706584001967323
IL17B,-0.026124245415523925,,,,,,-0.03272093029371662,0.07931447196177699,0.1041690808671275,-0.021082122324355763
MMP1,,0.031451391469136065,,,,,0.028346324353272397,-0.014035572188501273,0.06698370633661929,-0.0024125569811475397
MATN1,0.03624591179696719,-0.01957386369613877,,,-0.01027396591417201,-0.011427841629979134,0.023113161027689844,-0.0017216017144014429,-0.00047425423315096345,-0.019212349771337518
ADAM28,0.013856369842762015,-0.024342671974574296,-0.012242099165398276,0.011374969286006426,-0.007999730934827053,-0.029284811881619736,0.035619544707648665,-0.016643457084834154,0.12211600990446117,0.010046678401913858
TCN2,-0.045960491746931835,-0.03426845153039419,0.020731282724748442,0.01132462501812281,-0.011339198526261151,-0.03702197123377937,-0.008519253935198517,0.009614148343841783,0.09123699161780766,-0.00034441547853077684
THPO,,-0.025505554858290244,,0.023075650105641336,-0.021092006536040694,-0.011427842942724089,,-0.01732816181564588,-0.0048134361398965335,0.042788212528140614
CUBN,0.07649489421599685,-0.013604005756443318,-0.027901173336614616,-0.014487579646422749,0.08125144796675426,-0.033426555258376955,0.047577100944380946,-0.003491208704260095,0.05990507860591988,-0.04650971382647549
TIMP3,0.007637009676651712,-0.0245561106333972,0.01488390802745975,0.012685887243035864,0.04861780029776435,-0.0036720928685540825,-0.07827013301579294,-0.004891300506910563,0.13053421467537887,-0.04870001462247028
PIGF,0.007691087122053845,-0.002747820183373025,-0.01610977781828152,0.027345722084028537,0.011971499982495314,0.0018187089185303616,0.019655137635488425,-0.0302474718988043,0.0312857760308113,-0.04315766252237903
CRH,,-0.017466581344279614,-0.014537255853410142,0.01338083810751683,-0.016173620565533422,-0.015630345728917788,-0.04236699544439464,-0.017558370302103474,0.04112671817870121,-0.04207807843441258
BDNF,0.09403901038737231,-0.015352787792621564,0.08544386681289162,-0.011500679304156108,0.0005584170729048481,-0.012870686246519733,-0.009216141014871664,-0.024697340727922557,0.055784369277869915,0.04776556738738615
CCL5,-0.06752664640592529,0.044230716637890855,0.010712757163260679,0.0029655273550282996,0.029262185545199076,-0.01550324321378697,-0.027893764928727315,-0.02450809711728538,0.12994484902615444,-0.011055100497349542
GAD1,-0.003868181859417965,-0.011398313330464632,0.006274772258388629,0.00812365120107874,0.023664135539048028,-0.06008710454108951,0.009085511608997641,0.06412801033188016,0.020508907978823574,-0.057116542117739345
COL14A1,0.04637916450096425,0.07690021708102313,0.05405351031727427,0.001963416969925109,0.002384034364198296,0.05173038177389065,0.011973105145010586,-0.02707329541277093,0.18934069036585913,0.015891698667172372
HLA-A,-0.039516322212095424,-0.013622949057643705,-0.0640685765310831,0.08401753184252479,0.07539872542107183,0.04031462144562137,0.013740998081101734,0.047782266850996784,0.08219268918919495,-0.07225536056947833
CD5L,,-0.017466579323529192,0.019223483471241018,,,,,,,
FGF18,,0.1345493884247811,,-0.009081072168410864,-0.01100895923966196,,-0.01938800887020066,-0.008368519732119384,-0.007110606148320815,-0.026375088020417388
ADM,-0.04751066022610423,0.05146745695903643,-0.028385767985120786,0.06512251557318982,-0.07349825094498201,0.039790461797916475,0.017166142684428287,0.11274532933031149,-0.013617547652119968,0.04906480390922977
CCL15,,0.007535644919728043,,,,,,,-0.0020437400551758635,
GNAI2,-0.015674019666318015,0.02770816799396812,0.07830805967077396,0.01736647220918651,-0.01828462610411567,0.05273117663170634,0.043112108223258304,0.02758529092883411,0.0641992491814533,0.03537009832254325
HDC,,,,,,,,,-0.006159250933490658,0.006715874055495219
COL11A1,,0.024742521328655103,0.08983685578604338,-0.005708648840811558,-0.02102589664355989,-0.02428143147833471,0.038362792565562,-0.024289078685457995,0.025086772399648648,0.0477162803297345
