,MGH258,UKF248,UKF269,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HBEGF,-0.022172627630692412,0.01808109920481907,-0.00953319062591313,0.0470751063141238,-0.05523915978442495,0.0765732083043374,-0.011969522040200851,0.005081608453958441,-0.030185337787152246
CSF3,,,-0.020065361262749028,,,0.0364760096725263,-0.016745327571887497,,-0.013006363866746517
PI3,,-0.020748182286487157,0.046182566082290044,,0.002334450848710437,0.01444974665037815,-0.0987136559431205,0.010888009662518424,-0.02825850774164526
PCSK1N,-0.01527025410603552,-0.02760269206284726,0.030484953165400057,-0.026867148227548463,0.02384449111029622,-0.06452106218765444,0.06529683378385857,-0.017873858706223978,0.047596599630051056
NTS,,,0.039004849376764766,0.04258233090839321,,-0.008642098650247914,-0.022649971153729756,,-0.019260651323039658
SFRP1,-0.024713685813869592,0.001761470453371619,-0.013178582923864153,0.024339490729340916,-0.024720991354417847,0.002983175371267179,-0.005762608257217477,-0.06383979109867857,-0.01881308258203287
CXCL13,,,,,,-0.03240411682997927,0.06456548826473699,,
MICA,-0.012344470828903624,0.04011271929986978,0.10910114393707097,-0.010413434866223386,-0.008838133285466192,0.022993503493608753,0.03297006887136474,0.05614029447526487,0.010313552397416513
TG,-0.01967077097000734,0.003141681758564459,-0.024217095836890832,-0.017271621715088434,-0.05847119934918749,-0.019168762077753105,0.047152532119640066,,0.04001954978468614
ADA,0.040350285446761024,0.011742608145343602,0.06931054163398775,-0.02805050265004643,0.019335534764094508,0.05985825309331385,0.05052552247984872,0.09168052044148085,0.06058886441724363
LAMC3,0.005480593879377653,0.041793209161078766,0.11632775037767026,-0.0004628123523934808,-0.1571833305734404,-0.007629885503491609,0.04134239185665066,0.022739421880678474,-0.006470014439036805
CCL7,,-0.012544741241426906,,,,0.03783721138426612,,,-0.013629408564497385
NGF,,-0.005848893575651974,,,,0.12911434372588027,0.07191566702037747,,0.05520544071699286
TNFSF15,,,,,,0.0409882411471193,,,-0.036011257129900345
HMGB1,-0.02062304372616274,0.0356559166524374,0.040340953391830636,-0.03956596779586142,-0.05981229586375397,-9.57518954323425e-05,-0.02972135011417926,-0.0632497362966213,-0.00665220235472954
ITGB3BP,-0.010061354132799735,-0.013252024495227667,0.0859024534196159,-0.005016065032002724,0.06701092126687612,0.02324512258755987,0.013634694840567022,-0.004758803162225744,0.00015029205408368626
AANAT,,-0.018200510992181305,-0.018099498866212226,-0.0199092750089308,-0.05039585640855552,0.025837630146095306,-0.025018854485518698,0.09254877028319192,0.01406344145242698
RELN,-0.01630759064861227,-0.019649510414598757,-0.0050299582328940445,-0.01968793074711473,,,,-0.03183709499023048,
IL15,-0.023411183911697588,-0.021125064803230106,0.025403545520109195,-0.023108668081105073,0.03018019713277478,-0.008791907723546724,0.07231517043647495,0.0013438572054179333,0.02020853913344974
UTS2,,,0.03451740064987247,,0.07698422823491553,-0.01615276667275945,,,
BSG,0.02426894927447051,-0.01000442834302928,0.05463154162714645,0.0036826478999518104,0.00042332089835346934,0.053730047591324645,0.018973907434006756,0.10391427831987887,0.057812412140968696
ADAMTS3,0.04589759611636157,0.014099264766016183,0.06770581566884092,-0.006691766091133633,-0.04866149065745201,-0.017108966735349205,0.032859979607600794,0.07553878002584026,0.0024831281989161065
CD34,0.007172877489397545,0.007015960523489214,0.041890200318407095,0.034206460170272,-0.052764000398909716,0.029319208826447302,0.04680484414300122,0.0001107371403211029,0.04491203749275715
CCL23,,,-0.020594356603409903,,,,,,
PLAT,0.053077001283692166,0.057697755964390605,0.077000233738068,-0.036605588552655645,0.026851199426932242,0.011522530061814293,0.0603191330965377,0.06485004323250121,0.017464023718955907
NTF3,,,,-0.023189916490596207,,0.014366667163018302,0.09416968791380408,,
LTA,,,,,,,,,0.002454995258756848
CKLF,0.013241666477567908,0.01446941585358717,0.08697775695922756,0.018399275151942777,0.15144539390349548,0.012833613727827823,0.03635305995155843,-0.009890400458806686,0.034811844687596606
CD24,-0.01027615881455187,-0.009602570885271066,0.05533148280215485,0.006185568628003663,0.0553365089632075,-0.010641810704399176,0.01393387646060006,0.04418773115413135,0.0006157094080317374
HSP90AA1,-0.03832675464433877,-0.02406656007025245,-0.10946261650082169,-0.06944871045371089,-0.07827664453118212,-0.022559207188733704,-0.0883443066101499,-0.13639157705317476,-0.06198575886009147
BMP4,-0.020244079039890447,0.007514226069786458,-0.019596237735247844,0.008714958043885153,-0.038088180577442114,0.08039589864760209,0.05086550160220572,0.06717566790263244,0.06580093095149367
SCGB3A1,,-0.012544739986969542,,-0.01679366819646949,-0.012607045766993407,0.034233253693435564,0.09202289168496887,,0.04652721658182369
IGFBP4,-0.030590058692290176,0.01076830471514963,0.10195723695928724,0.01469165732168584,-0.1054495981404808,0.020661599299874878,-0.003843421074294896,0.09258422176186952,-0.015443238913710761
RSPO4,,,,-0.01679366574001562,,,,,-0.025596851917195504
LEFTY2,-0.01947628058190673,0.005215820635300388,0.14483820786833426,-0.01841445987497191,0.11505190535583652,0.07418848161385591,0.01729523097603785,0.08558276580969137,0.025952804081193853
PF4,,-0.01301315401116035,,,,,-0.01704021362513637,,-0.019407791919756952
ANGPTL2,0.03792005682557669,0.027867497307816087,0.052479908759943156,-0.005049273810764592,0.13926116036382893,0.014696718163472159,0.04048846898192527,0.02652497113870519,0.044012279584684746
LRIG2,0.04630969157020949,0.0006168162395417586,-0.01613609962859652,-0.007900746460847442,-0.05966729272734334,0.023662626085973307,0.023918846779038216,0.029516130893224142,0.05187300964815398
ICOSLG,-0.0527829006753909,0.1028964964301085,0.0771134535249275,0.023492946403050705,-0.015342337375083408,-0.0034494706896694904,0.04531878600796485,-0.004182028656000527,0.02362242555137461
WIF1,,-0.02341505843496814,-0.05783491063215803,0.02162110387624723,,,,,
NPPC,0.038816565477043825,0.0080579439772684,-0.02464671116199606,0.025775868655431137,0.03232477009888212,0.07297991779421562,0.03362831727622703,0.14073970295096463,
LYZ,-0.03401476491211498,-0.015377155757263943,0.06369402677694866,0.039729624358168715,-0.025376794448872076,0.0027199172293646693,0.043608690411343236,0.06575948004157114,-0.046941823340696714
EREG,,,,,,-9.683290768411109e-06,0.04167147338608213,,-0.02931026135054352
SPTAN1,0.005503604580078976,0.08449612965284821,-0.036226769426344216,-0.015242642988314284,-0.019765120748577867,-0.04125273457808604,0.0595107358873769,0.12707111482174285,0.047057245559808634
LIPC,-0.02518447526767243,-0.015931520949417625,0.012489610537556954,,0.17592032309441347,,,0.02034742663033935,-0.024538794791625382
COL8A1,0.13502199615063273,-0.0046602936477913035,-0.03878073564691054,0.006227972477646203,-0.15553342466805622,0.02968799754233946,0.03731077339317136,0.11064074529345276,-0.02303875322525908
GSTM2,0.041749819094962975,-0.024539624474896198,0.10006339337162236,0.04197868823938377,0.01544412140145671,0.05501643700183317,0.013931334465935313,0.02935464098257378,0.017054114418276953
IL4,,,,,-0.03589417960108098,,,,
SPX,-0.026885636437023956,0.057748087170021264,-0.026478607177241948,-0.014666864747160228,,0.099558732367498,-0.021157603271636096,-0.09117754577985508,0.05449883831638751
MFGE8,-0.01460032985716854,0.031955348624252845,0.018539517077170244,-0.010410583775779959,-0.049321519488932326,0.04228493929737105,-0.02604916994161956,0.0638955747986969,0.015576284741136457
TGFA,-0.028843310856185325,-0.018107361377106446,0.011675731792523557,0.07468347146893624,-0.019121445636050456,-0.004347118742216226,0.012001068897830348,-0.04913368269651076,0.05682502830508883
SLIT2,-0.020244075800534216,0.052203893657287934,-0.03773198916563258,-0.013034560857858951,0.023937691466659892,0.04881880413208959,0.016620630081443478,-0.03590875073030271,-0.013565307701471054
PLTP,-0.05016391311985456,0.04593867708065889,0.05501032357712038,0.025720222306995017,0.008969285714032639,0.03481206393942721,-0.06191336236890563,0.12174644252651114,-0.02818507874814771
APOD,-0.0020492566491818174,0.06049197560422365,0.006527176105336196,0.010565461201215317,-0.049931213278337085,0.021576514439372675,0.07653919430824091,-0.07916979733402535,-0.10357992531974392
B2M,0.015360773161171256,0.01216875890154266,0.10156580627673358,0.012745083595051929,0.03198492103964343,0.06866823892024322,0.018225282222846938,0.14770734586916232,-0.02364360449633889
OMG,0.03167741217661498,0.03554388285427506,-0.04052241253180143,-0.0005327458666727625,-0.06129696580984325,0.016511939400471128,0.029061661101587588,-0.08518103849803277,0.06072491349109794
CXCL3,0.10118716606804656,0.011846134864181157,-0.023763776808549197,-0.017965672552375245,-0.013218819119715433,0.06515943361132198,-0.07174763233479065,0.14975477288992575,0.03859176588953476
CXCL10,-0.07885039398080813,0.007800566824112723,0.10599126205678025,-0.02729117154518701,0.17965605175002372,0.13528268714103425,-0.005315983181543354,-0.024152439568325645,-0.01129876037990984
RSPO3,,0.06263610949200427,0.06441403670534196,0.008730370149276532,,0.06440297742648479,0.05330930197285099,,-0.013831184592162935
CORT,0.09971826842592658,-0.018136201204554614,-0.01908363538712004,-0.003600960421695627,,-0.024654221666292053,0.07181486977295598,,
NCAN,0.03348684663476506,0.06088335842040281,0.03231483481309985,0.015367463392690016,-0.0036616503743913827,-0.02732649225757001,0.07640167106891681,0.06766449899809718,0.09625347063207347
PRG4,,-0.018865792664913585,0.020524491335524885,,,0.012050081652148843,0.11319365850149263,,-0.03133136065458288
ZG16B,,-0.017395768117695134,0.05931914217215061,,,,,,-0.017245998675984628
TGM2,-0.05709143732714614,-0.03493148429555369,0.0083182826352407,0.009735451698921456,0.03466503511121978,0.06171224175147971,-0.014692027620760103,0.07327918189546306,-0.015384600566528656
VEGFC,-0.019670776352796623,0.03175644695836871,-0.02257098627278971,0.0033024705719165203,-0.014673357974562708,-0.02782561689924959,-0.024476042100587573,0.0183945839804266,0.022746230331189072
WNT6,,-0.0029667494010031333,0.06649100360277342,,-0.045516260307982705,0.03416238044150565,0.044634004733428406,,0.05910581607473295
NRG4,,-0.011554147098300951,-0.006845614521527567,0.04334366230005761,,,,-0.01898814743985985,-0.01383118614230874
PMCH,,0.037582902081040995,,,,-0.021976757341557015,-0.009021555310938604,,-0.01504346759587944
COL9A1,0.0306441650351478,0.015674622232433655,0.13201811840933,-0.011411132675154147,-0.00930490326870012,-0.013693413488276572,0.00851995352504952,0.05144585947138989,0.01199141059251716
GDF11,0.012652583515639328,0.06368810892866235,0.03750799353552107,-0.015440977779120929,0.09920561178954397,0.04484234420725739,0.011755408967402105,-0.027635195413359865,-0.011008825848498056
RAET1E,,,,,,,,,0.03800608739496283
IL24,,,,,,-0.0163853407014749,-0.016768516082446724,,
SORBS1,0.0007601459612419647,0.003477352371000792,-0.02608708654032451,0.09231079063136777,-0.0474319542424183,-0.04695616776678304,0.01863686540850748,-0.027395367346917866,-0.0011979481715992796
DLL1,-0.02640994966945069,0.06776758611366847,-0.013107341449851996,-0.013253299067806448,0.082270093108867,0.05731108415202749,0.04816450359561643,-0.023216709184122834,0.06246449149844222
TLN1,0.002062130105385084,0.005328424235083546,0.0890213817378284,0.04136421062770286,0.04664798576208509,0.009824836095461332,-0.01568548591980444,0.029859476528248326,-0.047262845639696564
COL2A1,-0.018475888428444397,0.08289686169607394,0.04163318893591869,,,-0.00900124808493661,0.10129324658566179,,-0.020129048392908112
SHH,,,-0.018681222378826134,-0.01928212611290619,0.005698281015002782,0.04551524139291736,0.02091709995328889,0.007828941473204827,0.02517280356281032
PON2,-0.002005503525807072,0.035380020400634,0.06639013896551277,0.004043681936750819,-0.045220311617407555,0.04200675917101233,0.07448547106384082,0.1392492261695587,0.01730444585094381
ICAM5,,-0.02308109252372394,-0.020715514655830065,0.0388393262803814,,-0.03526712767530019,0.08173185160894055,,0.06822194781880357
HPX,-0.020986431122945143,-0.020069145496975947,0.1457270361805931,-0.016793666484395463,-0.052326141958506656,-0.018814415848391042,-0.030039674324496328,0.03301879882427589,0.0887260417108156
SFRP2,,-0.01667826524365579,0.0007700521155683095,0.06692590015179074,-0.03589420072783084,0.06329517395659294,0.06175413332466685,-0.03938431985395448,-0.01019428120585654
CD70,,0.0532557422374192,,,,0.06271591428843108,-0.0311076463423169,,0.017458778270524004
HP,0.020871579907184218,-0.025025628867172547,0.005738477438211472,0.014924023703925435,-0.01781570793262403,0.07685293718550727,-0.06659159986838621,-0.02431892790982965,-0.020689941692755592
CXCL2,-0.03922988730071967,0.03739882188634317,0.04948042145615979,0.025905997804619715,0.10867717236251617,0.071805472920416,-0.010933817034011688,0.01470932381527339,0.013449565234864526
NPPB,,-0.01618392872097563,,,,-8.561162565169609e-05,0.004158368217844051,,-0.014030197959122985
CCK,0.054669882759026366,0.02110356864616688,-0.04494663587457571,-0.02777950853871897,,0.03690991564979838,0.08508564520267109,0.015951387463107477,-0.01820095428078535
SEMA6A,0.022812408572538415,-0.032181590532462674,0.055502129726534614,0.029199704409887745,-0.03640300850420172,0.0349266695772046,0.025135634908241805,0.020550370599791968,0.04214566146233004
IRAK4,0.010742206606770425,-0.005881959260243765,0.01565911474053904,0.004321576065486065,-0.03944205028683663,0.07593756585257941,0.029643067291985733,-0.010299296061277894,0.03662547889194007
GSTP1,0.05067074465475765,0.017080664795487716,0.012329537598057683,0.0023002868150436536,0.10384333083373996,-0.041823870473492716,0.00579685239389877,-0.05210339403712362,0.02328893097296858
VCAM1,-0.02113769664616755,-0.029625668211558893,0.06300124322180084,-0.011732600885575853,-0.02846067833440681,0.11033312339144093,0.006087441277319686,0.02866716549719021,0.020298183160474173
NXPH3,-0.06560962260875548,0.035459365610915276,0.07919025959097438,0.002933025969668657,-0.07833818031957968,0.0469851178586594,-0.035208849708497233,0.07895799396547208,0.044119522242346845
MTMR4,-0.02419185211249064,0.020307550698639078,0.01791690539386747,0.021463068734203786,0.0444810939696068,0.024480401175834988,-0.01923036661447539,0.034168080315645874,0.05606458186875807
LAMC2,,-0.012702691803166086,,,,0.023365435083452808,0.05500820796048797,-0.018358603404649027,0.0693487813495979
IL10,-0.02043194703923959,0.011748852777250813,0.03150839133227955,,-0.05882469324282419,0.12440288200546183,0.11703675060555829,0.03833108461686826,0.014766095564975799
SEMA4D,-0.08640378821920082,0.0577288017139694,-0.03223909419273667,-0.013082776894754258,0.07959156935561118,-0.00023499296556055998,0.05949629027322763,-0.047260187543119885,0.01742005900413228
TRH,-0.018061547406604716,0.03408320330234471,0.027876172316093614,,0.16988866021059362,0.021012061955282543,0.013778455341248243,0.24820504298892762,-0.015714762599974397
SEMA6D,0.06059549388228846,0.05644421559595359,-0.025055881774364408,0.0029586741027894433,0.049709650668802494,-0.006616584647310497,0.06581479613721,0.003091201470427904,0.049858967663001526
CEL,,,,,0.004201881714554516,-0.024813093921183443,0.08029201112771235,-0.006100924360352118,0.03533912804649061
PDCD1LG2,-0.04929734198756839,-0.0354315937252221,-0.020127538392195162,-0.026155698756279665,-0.011720643114244082,-0.04274169769536654,0.05614315178834766,0.018525014849760015,0.040195541491622314
SPINT1,0.00998846407293366,-0.020833176084074242,-0.0032865075173580055,0.04759767154295691,-0.08071959102726078,0.0028676641629756614,0.04577953819423786,0.03184683713990245,0.11124178873188821
CTHRC1,-0.02197684170853381,0.044111628310074445,0.023189151439463946,0.06001640351767634,0.027429090446134074,0.027071004345238372,0.0029653009055515514,0.12274591668665877,-0.006601519393765531
PODXL,0.0252926757345758,0.07314086057091879,0.10751705925698644,0.01424840316844495,-0.02729021815936856,0.03952226291609976,0.03814584696073303,0.06405461207660461,0.06620239558064031
JAM3,0.03225253210796487,0.01856740562366841,0.015377111706959233,-0.03277355661040459,0.09856039183539211,-0.03832660925330878,0.045272453441696496,-0.021365317990443004,-0.022762491081631267
TGFB2,-0.035434353833938115,0.009377650949205509,0.10693509479279116,0.011797267470507173,0.043295808709094274,-0.02145230806261502,0.002606097294194121,0.01918943900987798,-0.02527377206699405
COL18A1,-0.05828025604413303,0.07736037584844321,0.08202994152106767,0.027736222262398826,-0.10496183768899722,0.00967422297496128,-0.04744771479504099,0.0887091081732277,0.003564680863683933
NODAL,-0.012023987989076541,0.02479912491048987,0.16713140453090533,,-0.014134882776539808,0.11664491067670872,-0.020713067397540776,0.06635186477398294,-0.021507081710520584
INHBB,0.003780511973388875,0.01806663373681568,0.05036785940333523,0.02832991969672306,0.15292155384964767,-0.022305577602609768,0.0029930255653162724,0.0030604455790299826,0.06929874119082617
LCN1,,-0.012702694661323462,0.05239509995725209,,,0.04274853029706273,-0.019560872295460382,,-0.015891623277854216
ARF4,0.04473011801572054,-0.023803858429820916,0.036077655161520394,-0.010067379569354967,-0.03801942204342624,0.04169735084839736,0.029733818517544978,0.03514466166140491,-0.027537116353905315
CXCL14,0.045691850342329886,0.02278216021621528,0.048188952656868476,0.07878755113310801,-0.03303937349941101,-0.014292698783967033,-0.048021485661146335,0.11484917805891401,0.06659348080574923
LIF,0.01461083926614336,0.010475916800333449,-0.019032719895760657,-0.0199092750089308,-0.0789810058794238,0.05737900892841048,0.02442853508063661,-0.02697724947589626,-0.02353178424884005
IL17B,,,-0.022944783559291776,,-0.047335811453189644,0.01658880889774778,0.0863003017318817,,0.05200902836650035
MMP1,,0.021554668737012634,,,-0.021691384844616742,-0.03582050616834006,-0.032241224464532724,,0.002505496724523349
MATN1,,-0.016678267516469773,-0.004187781642464854,,,0.018895332248390663,-0.02284409187459497,-0.018570614550176844,-0.019112509367047895
ADAM28,-0.02320691230536495,-0.00964008797648594,0.04412139389433296,0.0026564408566243473,-0.04840174919210772,-0.012018210620173017,-0.002831937654036821,0.014901023776614092,-0.06804131622656698
TCN2,0.013939599059880813,0.04976179654564153,0.08309763427784204,0.026748763241929617,0.020686009705468758,0.02500821468693952,-0.016377730200060166,0.07798183003421215,0.021462769911118465
THPO,,-0.02173247314307569,0.05070021750260618,-0.020717491284992,0.055383533394220905,,,,0.040063883009333896
CUBN,-0.04484780583516852,-0.007574390791575549,-0.05322769667090868,-0.030128355737951383,0.112520548666131,0.0005502682827224395,-0.031700283265097016,0.03093222143860513,0.10928619847009312
TIMP3,0.058256862718484397,0.0062256978067287624,-0.00780653112328341,0.061882131430438664,-0.005518355943752356,0.020178450029316553,0.04402076607980598,0.05743756165469095,-0.0436503969733599
PIGF,0.052276608637859184,0.03547660120637417,0.017424824262081036,0.019101469562879097,0.020414137968285305,-0.0026162354057259023,0.04045387282400814,-0.019989963950718788,0.044873772785716116
CRH,,0.05481671650971045,-0.03206812141488518,-0.020883932977224955,,-0.0050506103420303585,-0.018498581899201075,0.06333322257323552,-0.023565243394681773
BDNF,,-0.0028955644112493273,-0.035816532647317254,0.009118274818849468,-0.06261631578159454,0.08182756259759584,-0.008988768406367587,0.19452591310305842,0.01635095599106945
CCL5,-0.017901076612092892,-0.001307878230575764,0.09540883563696455,-0.012837301201137323,-0.009449864374738704,-0.0011649952303329858,0.022575220354080355,-0.02787739300745806,0.034489171304383164
GAD1,-0.004632113655089879,0.03413249011618324,-0.035003568493384006,0.032416219378162,0.10517193826152212,0.037791214724322356,0.03937382605009412,0.036324966310480156,0.05627574054972822
COL14A1,-0.0213752883641195,0.014937123269295156,0.005930047463819794,0.036243399282749604,-0.03686647730027457,0.10603812495878924,0.03807715681191103,0.018048549696591327,0.002807514926786736
HLA-A,-0.07065619370442106,-0.05754570577314144,0.08803886432258887,0.056589215008513535,0.10461869865409255,0.03912602721951101,-0.04513274293718258,0.10418982602450039,-0.016562317980735694
CD5L,0.02220531282435668,-0.014882717437790535,,,,,,,
FGF18,,-0.013466169318968926,,,,0.03847707180297924,-0.03053459271434937,,0.010472957723031952
ADM,-0.02709698062390405,-0.03786297414597461,0.029007922501883124,-0.0037648262130506025,0.08923384780100511,0.021392631862224464,-0.040875594722734644,0.10024397093362572,-0.002188170787121976
CCL15,,-0.011098900386228407,,-0.02153861627839094,,,,,-0.013629413476446804
GNAI2,0.009438101572156113,0.017413186434115716,0.10894152381257709,-0.03032992553919171,-0.10868868847625908,-0.08540886111658187,-0.03273706870282457,0.08990699880916359,-0.031987396408225455
HDC,,,0.06149253811202494,0.030578225281494512,,,,,0.07012579850132834
COL11A1,0.058358028328974625,-0.007586271537813441,0.03531764218397785,0.011219710110423801,0.017418536144175923,0.06262155364374702,0.0028089351217514403,-0.0003461515890692186,0.012404273767222031
NUCB2,-0.06610280377651172,-0.07144340176249654,0.04577863786767556,-0.0169737199556471,-0.017243470314898573,0.09421740681990645,0.025148946740654283,-0.0851963551651544,0.019432746638248583
CXCL1,,0.0033788839801873983,0.02064490060797456,-0.018853040754097043,0.06272785833701879,0.062069158314889177,-0.03172644961744643,-0.027914345488991365,-0.03428641923120686
VCAN,0.012138735974071072,0.012590799345149301,0.05908738701474634,0.06147667819369311,-0.034380593064551074,-0.04572292256644391,0.04760982202337705,-0.10851565158907121,-0.07273548577006494
MMP7,,0.00641799959315271,-0.015221772931067672,-0.0364199904807884,0.06182520082098659,0.05079635298093316,-0.016760843505265896,,-0.052232778611200514
PTPN6,0.009033878029202852,0.04785951859945152,0.078052217757153,0.016808686566964676,0.03225406462074326,0.042386083288207504,-0.019656657984349936,0.026052716689817793,0.04209719862324123
PTGS2,0.011409088159235243,-0.042155905147984736,-0.03719318227334859,-0.040207787374254664,-0.054136854258687084,0.049199659383607236,-0.06246670364477459,-0.02295800929560228,0.0072317945399933735
XCL1,-0.017638268200782268,-0.01630879638690021,,,,,,,
CD58,0.0974256030323252,0.03221647356541529,0.049695810306706924,-0.012600061503882974,-0.02308790989613309,-0.005209423544768829,-0.01791534072432678,0.061566028239934886,0.09436932260409768
TNFSF14,-0.012740500364272087,-0.016432793642556866,-0.019919356296998817,-0.01841445987497191,0.003921209692568297,-0.021441883961792897,0.05116914757488477,0.01244071164029863,-0.01928630925130033
CNTN4,,-0.028890826307304895,-0.006478884963535397,0.049015575562135635,,0.04836971746771242,0.021272233564485068,-0.0233046848183472,0.1021625674570102
INSL3,,0.076402147781136,,,,-0.023846049165022826,-0.01932275472715935,,0.0031447371324705925
BTLA,,,,-0.010800658515849241,,,,,-0.018044987418210333
MFNG,-0.0346806724645273,0.03138029103517889,0.08007200940589039,0.021707515058514787,0.015581270873128068,0.018941746231819056,0.014649310870340233,0.05788035421807537,-0.008905177242623418
ICAM1,-0.05553198141314073,-0.034829238667059274,0.04927354207087588,-0.06105746607910888,-0.024683695501404732,0.037283149452949256,-0.015606334895358738,0.02475965462197997,0.016516817686217697
PROS1,-0.027444111834887593,0.016666723584307323,0.08549168325044065,0.0375764619847263,-0.0034698288400264845,-0.017672654791813545,0.0032541343528084327,0.10466530039568275,0.016403119044443953
CLCF1,-0.014626846719164708,0.02315186518957155,0.09608849441631612,0.030971390337338735,0.10064258654954902,0.057928631768232826,0.030223368329298013,0.08044176609962797,-0.003674592882015933
PSAP,-0.08199020259739846,0.026084789195657244,-0.0123159151664401,-0.03273773919760845,0.09474440021444207,0.006832345178186388,0.00396926991328005,0.043764510433456597,-0.02035892839840671
EFEMP1,-0.024415556243497883,0.0038902214621555106,0.06411624305078287,0.03408848384596903,-0.034733226377953674,0.07035387147632315,0.046184091655233114,0.11684587317772567,-0.034741290173140926
C1QTNF1,0.030941571193760065,0.037182250583528,0.04861437943844983,-0.03357924814495143,0.02442017790580709,0.02524773709409114,-0.061648204676956884,0.02514600565519245,0.05661404013287168
ALB,0.04477129388071725,0.037391379443641876,-0.02553260895975837,0.03240737776063658,-0.005123654463519647,-0.02316786648841129,0.03087524583059179,0.0023070051194479593,-0.0008948119571177192
CCL13,,,,,,-0.015916975021393012,,,
EFNA3,0.04659070250431419,0.012127288815992919,-0.03103123516366229,0.031693180594240776,0.09189112953066204,0.030641234708283376,0.029675883224359333,-0.025917867159857978,0.06771989768338946
DRAXIN,0.0038491045160767698,0.06486777409511205,0.05984282399911089,-0.01679366819646949,-0.01646609973888399,0.008581066791979036,-0.01714202633458519,0.0001201460487708853,0.008710055725034836
