,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
ADAMTS3,0.08879943809989496,0.08002257534189477,0.07157891251904228,0.03935594447900108,0.07669173749228331,-0.0275901592111153
CD34,0.06998359408784798,0.033059916797245216,0.013764447688284167,0.036172212849790344,0.0333698192817182,-0.005729730141541891
PLAT,0.09126250414264399,0.11520801559682584,0.041046055060237875,0.060827714332986824,0.10086297495595635,-0.022917226754698608
NTF3,-0.0026868376526545247,0.02170415222854223,0.06217345684150548,0.09444310897829584,,0.11134057437618068
CKLF,0.05510196864054465,0.03419320132107375,0.017642448596465736,0.03822058540168895,-0.07241163838662096,0.002803301267978546
APELA,,-0.03469691603858311,,,,
CD24,0.026354158171519385,0.08532139227175344,0.02205827399163068,0.08809605693189779,-0.030261587440522205,0.09208108366471353
HSP90AA1,-0.06651211291039552,-0.018344563593318517,-0.08932207006141657,-0.11797813815911429,0.10284292653293549,0.023358282556526427
BMP4,0.07054103884081707,0.005969130512075929,0.050350933844171,0.03553964283729455,0.010707141123124334,-0.0409415447909072
SCGB3A1,-0.013193221139335215,-0.018114671251043737,0.027933079432217907,0.06519860487826455,,-0.0013630876574414908
IGFBP4,-0.03614592813047612,0.04853546444020115,0.0039247456312073254,-0.02980968266225505,0.012521203752804392,-0.07309394261085518
RSPO4,-0.01319321920952817,,,,,0.02525314495848436
LEFTY2,-0.014466526219863845,-0.021281579454922442,0.1075197265919987,-0.001844426528900713,0.05755935275746989,-0.010758170127484716
PF4,,,,-0.005876725944408931,,
ANGPTL2,0.04435714857617576,-0.043037829211511475,0.03467164675299599,0.08407629490349476,0.02259630041751497,-0.049487866168015475
LRIG2,-0.01945555726733317,0.009933928872569976,0.055937462330282926,0.06848604510496377,0.00770915920502643,0.049207069385037355
ICOSLG,-0.025038266332835506,0.023630987434705222,0.05203829603357944,0.04240654869912186,0.014332489244846659,0.006824973393732022
WIF1,-0.013245486356322162,,,,,-0.030431847372349646
NPPC,-0.018335346040299794,,0.050679558597836606,0.02087850688010905,0.009808123204443466,-0.01345333477911952
LYZ,0.01483391344859836,0.00814426442562584,0.02741524956411697,0.06869771969954291,-0.05716444794514358,0.01624181266626843
EREG,,-0.024885485550788167,0.05622281243396609,-0.007908926312470262,,0.027713836841120543
SPTAN1,0.005323183813519244,0.01749432607938329,0.04673194499350538,0.042148768515436315,0.05448376343696682,0.047823220393034785
PTH2,,,,,,0.02248571563563056
LIPC,,-0.005720440244484068,,,0.04723061698039084,
COL8A1,-0.035172423686643986,-0.028087604043241877,0.07591512815799045,0.06270989250359206,0.0013273310381722717,-0.016991984134957082
GSTM2,-0.0004630810303167114,-0.011534827158076341,0.1278061729646392,0.048233719012354,-0.04795984575538809,0.033328875148434245
SPX,0.0680179793247367,,-0.003814698376377775,-0.01552268165311205,0.060014912248363805,0.035400906766712134
MFGE8,0.0034599789900778004,-0.019792188866813307,-0.003817130339149582,0.023464207438651345,0.06176514306563023,-0.02858405936223799
TGFA,-0.022779489923188182,-0.03353796112458229,0.09612512041452016,0.02378051177735125,-0.02978440313259218,0.017053232394793078
SLIT2,0.04297194627020174,-0.020677024457131245,0.02809788602035731,0.0630222139727636,0.008411279539991367,0.048296802077105586
PLTP,0.07771079526997902,0.041952435320813504,-0.013986214368105621,0.008653986368420392,0.09689972758258218,-0.04705220568278075
APOD,-0.038040020427537534,-0.04392538523385562,0.09182921343100237,0.1258822530328908,-0.06034714369251612,-0.016735145189070683
B2M,0.0796598048886588,0.0057610914461896975,0.036354973120805475,0.08968482470538981,0.09347669568240696,-0.09498540320039428
OMG,-0.035705853881928915,-0.015760114729892836,0.060553399871153026,0.09573316151390932,-0.06303319545327374,0.03309509519889884
CXCL3,0.0660844251539853,-0.021055891187581915,-0.03151159151894768,-0.022926190329097023,-0.020147847734466134,-0.06862987505250427
CXCL10,0.004684901952469976,0.03118685399854094,0.0667998513014703,0.03420193076670612,-0.027143448537695947,-0.036090075246828494
RSPO3,-0.0013198487889328088,,0.03177637396989835,0.027985890760195198,,-0.007387130845507007
CORT,-0.032986088727209054,,-0.04289134972449123,0.0592448051197457,,0.12680769849139306
NCAN,-0.0451488032036706,,0.017862627888913792,0.11466957064248406,0.11264587577959238,-0.011210257129169574
PRG4,,,-0.04119911786823188,0.022737082008564214,,0.027557079906533718
ZG16B,,0.025776041211948344,,,,
TGM2,0.001537337863306558,0.051249709036754514,-0.032372825771192326,-0.0228108494533159,0.04181104272298955,0.057254238930809
VEGFC,0.00550737585447081,0.030823336300488703,-0.02925379552800522,-0.04940445676979816,0.06850740477693455,0.027468715570961106
WNT6,,-0.031392770703592296,-0.023201076200505086,-0.0003754394567183577,,-0.015854804978136273
NRG4,0.04088063930774905,,,,-0.02133961670422467,0.00030176187371604277
PMCH,,,-0.03823332156681989,0.03700776166969911,,-0.024889783855812437
COL9A1,-0.02794737380638096,,0.04047445954656787,0.10735349071853229,-0.029647330091583816,0.03201658500242931
GDF11,0.02737652588388807,0.07442009854617171,-0.03420711774918059,-0.032753562126799245,0.0423597157187528,0.03062531605585539
IL24,,0.02600713512094909,-0.028505843254535757,-0.023187229402608377,,
SORBS1,0.001259523208935494,-0.0369928555313463,-0.00523547154944214,0.026009433524774347,-0.04163167574959908,0.023478954909755326
DLL1,-0.013715703822597741,-0.03381955883864599,0.011270673302836947,0.13453563627026163,0.021045411677620245,0.03717580796165719
TLN1,0.07294593815207069,0.0012826659963735185,0.004739352594865159,-0.04980991179869778,0.006671792246469018,-0.07369687605327427
COL2A1,,,0.08840284658111737,-0.046827421252294006,,0.042703246738429394
SHH,0.0038418056759436034,,0.015001057679907838,-0.011863422101169164,0.05766509206379196,-0.004505307617579022
PON2,-0.027775520543858734,0.08192341234939636,0.02594313223553611,0.12930030440008972,0.02611206256238352,-0.07317211503361844
ICAM5,0.0699297130545212,-0.016758573482990775,-0.04971182980961042,-0.011876718211049565,,-0.030560724567208177
HPX,-0.013193219794318093,-0.0332760060090435,-0.0526211440477467,0.08179869799216623,0.06456817848509408,-0.04561577721002519
SFRP2,0.011451902881834392,-0.01747182777876974,0.04118056622753044,0.028382077786223057,-0.05644826728891745,-0.03914001668863168
CD70,,0.11664723473687429,-0.007480168958303643,0.03303923470665796,,-0.05011873815858353
HP,-0.00123993089162279,,0.025570420348427977,0.050595190352943215,0.029673375681365324,-0.022340877312704985
CXCL2,0.012206226240324743,0.02732355958997735,0.009571778315114597,-0.03015035622346749,0.009895675195434703,0.014132923520080817
NPPB,,,0.07733689177494422,0.0002069158717591302,,0.06756355334517572
CCK,0.03161685495981449,,0.023053820641850655,-0.013735974758235375,-0.016941052697534466,0.02506086121007983
SEMA6A,0.027284164653018143,0.04550631693887845,0.046134499370931274,0.005445593157508802,0.10638332864537647,0.019189902870398116
IRAK4,-0.004937456068707795,-0.0443001973274648,-0.01246367477029259,0.0366937225656633,0.007125830203517696,-0.010709273788978367
GSTP1,0.027109513390937444,-0.03283311977117701,0.07862489714573645,0.0660067611567494,0.031603671359869745,-0.03843694560315719
VCAM1,-0.003374783511529524,0.07436599651291438,0.06470461484524764,-0.033768990199025024,0.10541251408447466,-0.02806744511515228
NXPH3,-0.0037353052471663954,-0.022090516236963037,0.05546166003719023,0.058052849223918485,0.07222718481110797,0.05885198301498317
MTMR4,0.002841708466814584,0.0703586732869018,0.05009151695183504,0.0256180953075928,0.11086298818858215,0.03479345237619727
LAMC2,,0.034302816951974284,0.013927389672557638,0.012180985589736348,-0.02063211069541684,-0.009172781048042786
IL10,,0.03340644878672211,0.002437722531233196,0.056957355190110914,-0.019901652165530467,0.005310716019972741
SEMA4D,-0.0039446744996620734,-0.0015053960839202715,0.0306746673984156,0.09143114961549359,-0.0612480541226563,0.06834153763152097
TRH,,,-0.015041344326595433,0.039891412350623094,-0.03469452353492501,-0.02353505087885874
SEMA6D,-0.012314436856839268,-0.023856075098901044,0.010005288183036483,0.05747641584450406,0.008571443234637962,0.012625585769441212
CEL,,,-0.00121239937682837,0.0058096415420728145,0.12854615550213075,-0.03484663341213831
PDCD1LG2,0.007435338512214854,0.004776191495647225,-0.016217550598381775,0.061711256584361426,0.030386132093807222,-0.0021375256701991674
SPINT1,-0.02156062372142417,-0.03796971089978411,0.05635050084465299,0.08786381667647836,-0.016500006223347043,-0.020408133491445195
CTHRC1,0.02735231943471221,0.03436454788817885,0.001886055944933602,-0.0001832826947906165,0.022409732286377174,-0.03829087555665815
PODXL,0.05592387071500296,0.0358132408128151,-0.006064850840625512,-0.009040732517083752,0.04146968808739777,-0.005887064715042504
JAM3,0.017764809499899822,0.037694067732904735,0.06813191957661387,-0.0233298382772772,-0.017516214104556407,-0.021532455309199103
TGFB2,0.018187040021096033,0.0285074806316754,-0.023043836934362,0.06440410255603943,0.010798755997869315,0.024145056809057555
COL18A1,-0.049223296767582185,0.05081549167130822,0.012110448800526398,-0.05539175868226278,-0.04214407896851545,-0.049132903119265374
NODAL,,,-0.03164415056058062,0.0008183340101977044,-0.031037317463008966,-0.02762810588521983
INHBB,0.044759041249811705,0.03738002665794889,0.02577513551071042,-0.00941555318790679,0.06512011105779411,-0.030703686693737974
LCN1,,,-0.045326230068700665,-0.012023932126861906,,
ARF4,0.004663247548820354,0.06494377820878013,0.056031914999111705,0.04904185953358234,0.03099254759472327,0.06797154018866004
CXCL14,0.10874248629531472,-0.032354467314572824,-0.07312766182404282,-0.02011394301473392,0.1461715023558347,-0.01800571186940623
LIF,-0.01564086326130252,0.1063362869498624,-0.010520649098076505,-0.10501033688927072,0.16095353944974797,0.01308746252919708
IL17B,,0.03195309192157966,0.02882019156306599,0.10742204079591922,,-0.034371930980732116
MMP1,,0.009410629969556626,-0.034305714119361536,-0.04458263714000794,,0.0346744791094176
MATN1,,0.06873902009670907,0.025331773675421,0.06621724165594313,-0.020870377045355222,-0.003732394665649659
ADAM28,-0.03389548684825129,-0.01858770831193344,0.04500982962392457,0.037833737803025166,-0.03554380421071285,0.01637781927045091
TCN2,0.08898558361949041,-0.0376000306112314,0.055340936220031126,0.05242195300565084,-0.01605671741738098,-0.015145909255805745
THPO,0.0009812406573330506,,,,,-0.03072864876912156
CUBN,0.02702883239850105,-0.020120980920975775,0.0357001787908599,-0.04418913878262464,0.11450190398538639,-0.005001151912268744
TIMP3,-0.04355824997470874,-0.06250315555325782,-0.005490009459568246,-0.01446300768174456,0.01643928041549057,-0.026993370540294364
PIGF,-0.005230744517619381,0.03890640355160005,0.05119875101738645,0.07185104531056197,0.003616995678011165,0.017270751134889035
CRH,-0.019117227102954427,,0.006107300096492141,0.030144061454568927,0.03908399921206527,-0.026046529888256332
BDNF,-0.005324358733740112,-0.02730767701903668,0.030559347851864878,0.05991208457401855,0.11218512600730318,-0.01670974983521563
CCL5,0.04527990819749405,0.09553401084165314,-0.03995036471176952,0.020758179534052092,0.03999008080471726,0.027853070634860894
GAD1,-0.0210520956319498,0.0029934197745027295,0.048256803731951535,0.03844615093263374,-0.0006394086053999466,-0.009677454954602135
COL14A1,0.005915260953630543,-0.0245489266670056,0.0156357895868153,-0.08522058234323845,-0.029805878457944267,-0.0374593589783983
HLA-A,-0.024983084233488398,-0.040390930429408826,-0.01448976957637048,-0.09350282658600553,0.08660659912014002,-0.014294016929828441
FGF18,,-0.018382136172406312,0.003074796411774297,-0.013008830289703932,,0.0015215750478275245
ADM,-0.022141673008198325,-0.03741635790636738,0.015424843773177424,-0.12095802427275336,0.010947834023009579,0.046724252875910345
CCL15,0.03746865964071907,,,,,
GNAI2,0.008470670455319969,-0.003629923410130798,0.012841394235216106,-0.05281296709646358,0.02365343224883663,-0.02200170371656628
HDC,0.03815594507719917,,,,,
COL11A1,0.009014706474236167,-0.049458545689386145,0.053421147608596904,0.06763285830350971,0.0237720168160609,-0.024850969787792998
NUCB2,0.009589574473604945,-0.009270567528635174,-0.021337927996763182,-0.07061174544047029,-0.04752750492529902,-0.00860154622154719
CXCL1,-0.014811078372382757,-0.016863966524766776,-0.014197947475201264,-0.056805126423703334,0.08357901076084008,-0.049328991277533776
VCAN,0.05672845008372734,0.0031053690937080107,0.0014851828981699638,0.036643137447734564,0.009928911608091047,-0.0008234030060358304
MMP7,0.04116483408745153,0.0071916486862637335,0.009054035475446217,-0.027982721057079666,,-0.04321219169493831
PTPN6,-0.010944385528648019,0.006492297760677416,0.004408974065299048,0.08117238057205425,1.1991035804717107e-05,-0.05108160835500039
PTGS2,-0.03158751406458252,-0.03739618240955182,-0.03977843412019951,-0.08740853953578218,0.014281089052811412,0.055673660964195244
XCL1,,0.10120415877915442,,,,
CD58,0.05689460748999725,0.07131674095155581,0.02183295471625119,0.016184497410260717,-0.006720949465745796,0.010379016521236824
TNFSF14,-0.014466526219863845,,0.010517138297890713,0.010303006259082289,-0.006124929981303572,0.049581018842797246
CNTN4,-0.037767830108421115,,-0.07617448123008025,-0.01405836666940566,-0.026190708862536813,0.010544813881183673
INSL3,,,0.04838376845225885,-0.02671918876697674,,-0.03593953532496454
BTLA,-0.018474248774713566,,,,,
MFNG,0.01588055337136311,0.0826607591984836,0.016593783635407748,0.1089504386058493,-0.030304872466472906,0.02768518736260045
ICAM1,-0.003971247853580801,-0.023653235753245554,0.03342400819730239,-0.042159325890996344,0.07225123917423465,-0.01462536249800993
PROS1,0.01837161897692599,-0.04327796838055888,-0.02877750868780971,0.010662818021920744,0.049073019372426335,-0.05855803928971339
CLCF1,0.014395754726072164,0.02779486434802636,0.0348006029905751,0.01936101474478387,-0.0061200435304499465,-0.016386016904428324
PSAP,-0.008289023338287996,0.061664083807859635,0.029908619658693254,-0.05719103184215768,0.033882443865861415,-0.0928726482580663
EFEMP1,0.05893659370366471,0.0183384848554692,0.056274264003863046,0.06060566156765683,0.05276973838781246,-0.04358677091429901
C1QTNF1,-0.012983129093221505,0.035557015006426926,0.004840608970751463,-0.074180895341867,0.11616334122798684,-0.05863135654847213
ALB,0.051859897963032205,-0.016758578992559274,0.006007559490080401,0.022483565453593164,-0.03333533613086813,-0.039938401910223985
CCL13,,0.04044064251160197,-0.027691019876403825,,,0.05925093617441568
EFNA3,-0.03268220301331223,-0.014567003613582699,0.06405145634272102,0.024285831265034925,0.06006462579124472,0.028790069032147002
DRAXIN,-0.013193221139335215,0.05647181292697418,-0.01257398059708716,-0.04750751781037177,0.08406723695699614,0.038415490010167794
RAET1L,-0.015801851466246918,,,-0.011598300928668065,,0.02057272666132306
NPTX2,0.02518564509686822,0.09669832742422421,0.05015305487386088,0.013711005700633345,-0.012956933366711302,-0.04714902153354169
FGF11,0.0001014580134116595,-0.002437822974642123,0.053334423492743796,-0.023043328473007777,0.04025205455255473,-0.00014844842783454755
CD59,0.036933772042151904,0.029438805817108483,0.012895196298439224,0.022741203254384296,0.0283667068648188,-0.06869572881494232
COL9A2,0.04551334058997795,0.10737602643670897,0.006843807938815424,0.12828129518929052,0.0018944160493413417,0.0012979994735873056
DLL3,0.0017050060090193385,-0.02147477219311989,0.04676708609667495,0.11896689506071932,0.00829819248925077,0.06973323333369975
FGF5,,-0.04043151109146145,,,,
LIN7C,0.03375238282089098,0.0705693437680754,0.014954842527088077,-0.006882922352552315,0.04174105371163196,0.008612332258505927
GDF7,-0.014466525657694611,,,-0.005107603302268501,-0.03410169058603953,0.0361434449496231
PSPN,0.008313015964694246,0.032263521870651395,-0.042214940158777775,0.03379709583119644,-0.0002358837162529262,0.004445851380608331
ANGPT1,-0.007684540078745456,-0.01542757069265472,-0.005529805887885491,0.030502484449303275,0.02168385302809414,0.013328187767195066
PNOC,-0.01185483064205612,0.02999381258745152,,-0.024657409552196845,,-0.03463764384772871
L1CAM,0.016234291993878193,0.012488234333260061,0.01424133294750292,-0.04197281180833889,0.05798254394787597,-0.008152404759219791
APOA1,-0.023412682842203904,0.04059168947103179,-0.045165395345254,0.0024001531093711496,0.0606973642110137,0.0004729613756404784
PSEN1,-0.004646741125913914,0.004228287612504144,0.02322960676626917,0.05214288813310198,0.042798981549282286,-0.01648634168875342
CALM2,-0.03387722723718858,0.08984479008186962,0.02388700080334907,0.12168252160819149,-0.05784504515481305,0.004298247361202212
CLEC2B,0.016360996766988427,-0.02365554198591601,-0.03458990893112847,-0.016458691298052074,0.03236769317098819,-0.020286173666740886
NTNG1,0.03718414823500105,0.001095656195601813,-0.02346435183571767,0.07724093393510535,-0.007399480123282461,0.06616439610433586
LRIG1,0.0044613635618695096,0.04157520840120103,-0.0067723886098623905,0.10010524875971749,0.06482926466706444,-0.0011490373057479904
CPAMD8,0.03965945893569377,,,0.11476912056914526,-0.004398271834551402,
GHRL,-0.013193221139335215,,,,-0.016081990121030787,-0.007846450042653677
NPY,-0.058370316942070156,,0.01949515889827287,-0.03581254546936463,-0.008501960015144883,-0.06694778472646859
MMP2,0.016982786611400548,-0.006047774526044345,0.022524370934815616,0.05461488748063173,0.07248937710376517,0.020947159391534347
PPY,,0.009015086590043624,0.05535742975943804,0.004379248237843655,,-0.023486513050936624
ALKAL2,-0.035079240004718446,-0.020316418814694436,0.026237319770183173,0.08782344077452475,-0.008150636425849267,0.03224521558186123
CSF1,-0.0382298292785232,0.011035242109374694,0.04772964688592094,-0.01833662866016265,-0.0009839108099964548,-0.014449731709910632
SEMA4C,0.047934906106181376,0.0071668629978380765,0.04023861300669031,0.0029764254187603593,0.05118437309247927,-0.020654379701292348
ICAM2,0.018324548916529203,0.04134869417243406,0.02918662868953779,0.06942381806951144,-0.054033138377788996,0.007894546632927834
SYTL3,-0.029721985470671165,-0.012216680348163053,0.0039554177792534345,-0.0034847279642310535,-0.0004918761907194742,0.0011083617481373223
IL1A,-0.037189866501707435,,-0.022715354524686805,-0.020016957944639858,-0.04035562779441714,-0.03849956990066157
HLA-G,,,0.046228581681076894,-0.029568171369037444,,-0.023148980244443645
PGF,-0.011584290176683306,0.0324912853177443,-0.02841861953045954,0.07617836835251551,-0.003519581131999983,-0.06799650652799838
LGALS8,0.004463402174451502,0.0008084875275177346,0.007206139002909742,0.03487012244644706,-0.01724369643241607,0.060368827753187505
DKK3,0.001157605527729488,-0.0005846411867987087,0.020714753436840143,0.08614500441954918,0.04388558670690429,-0.01506915390469436
COL16A1,0.05812565284190685,0.04396083402739839,0.012338691757583842,0.029048729369732604,0.037071711989292974,-0.008681039311621353
TPH1,,,-0.05412021705824959,-0.02490368113870089,-0.0006059861788586925,0.052074816267820484
TNC,0.0435213355031717,0.01707449604316577,-0.001572211298856364,-0.06197024031137313,0.10559635573474625,-0.061710552791095656
TNFSF9,-0.022036663639169066,0.09403040351401655,0.03019278657131606,0.0256143501237,-0.04893076065748773,0.05114845136665696
C4A,,-0.018382146147872223,0.13761238191585992,,-0.028431041868911842,-0.029524883113596356
CNTN2,-0.020232776761532904,-0.019463760128261114,0.0221789196387014,0.06914469336267794,-0.07774458369350169,-0.0043825301434093555
F7,,-0.016758581344206012,-0.038842572449251225,,,-0.029216747272318887
LUM,0.021542055560479077,-0.046823006311496614,0.023954670197213028,0.01818500230723341,-0.026541691618517018,-0.044211313739183564
BTC,-0.0025986481494009524,,-0.02810123560609226,-0.017439478706364957,-0.024394906904017927,0.027078673117435396
APOC1,-0.04556273586841211,-0.015202247381726734,-0.021459233602998003,0.11877045666001938,0.029900243160939574,0.048851264078737196
PKM,0.0029425941051303924,-0.044343667091564815,-0.013188652724000768,-0.08994378840588288,0.10925188566715972,-0.022208824614634144
TNF,-0.01928819772848755,-0.023856077037060067,-0.011686334511558268,-0.0270484434915564,,
GNAS,-0.006426527602499732,-0.023857076958860905,-0.00672382597520812,-0.07256772787694261,0.10386461921501093,-0.02592333987379091
BMP8B,-0.01280716503398356,-0.03905831937225466,0.0606968455108916,-0.01931831434478791,0.013878321717914895,-0.05308204513991499
LIPH,,,-0.02769103006048732,0.025669172569815144,,-0.005427185887829184
CCL28,-0.015148171906271686,,,,-0.019652629297909965,
PTPN11,0.024423690465415263,0.047242828413861966,-0.0849056637408322,-0.04647808385655202,0.03700606402676277,0.005755957381441993
ADAM12,-0.014639766454651414,0.0425802105351306,-0.012132454999543456,0.045719366703366564,0.06312324231524523,0.0406429946910254
EPO,,-0.01523754882982211,-0.03007316583939206,-0.03132001890175765,,0.11011782329643978
EDN3,-0.018653476850520587,,0.002582351044296606,-0.012305380066203962,-0.014847370098788972,-0.009401089651579249
CCL22,,,0.04572355068781253,-0.000424631339730013,0.07937874334110953,0.06991318631421245
CCL2,0.01687387310192851,-0.02650216081859324,-0.00604925196581031,-0.03243127803107188,0.10157329946747438,-0.01732582773302059
DSCAM,-0.002205863402136452,0.048588912223682695,0.08377976435923501,0.05500710040361251,-0.04237082002442987,0.05345267185784491
ANG,0.01927170059780798,-0.06284155475818505,0.008827958792687862,-0.0024625791689941437,0.07340200602991567,0.028363571424047374
FBLN2,0.005720616709781843,-0.005856845097760922,0.06251525443870534,0.03599539034762261,0.014813521924048034,0.050805667059703366
VTN,0.07921925847441792,,0.061487665939720715,-0.022023605900641,,0.0062137449086725385
VEGFA,0.045623003720078346,-0.03865995072058564,-0.01925105059515196,-0.14446143276590692,0.058564729112948,0.0424381285778516
F10,0.038207028138364525,0.019781414688459384,,0.02744566932657739,-0.021106189574923415,0.07476902436598185
SERPINA1,0.038056555110159936,0.008346047113041646,-0.08456729464511692,0.020093463681023015,-0.024591995070585928,0.012526286156007647
VWF,0.018297681417322572,0.03144706973356301,0.04906719360503059,0.018474266210119564,0.012000131174746137,-0.015338763718110637
GDNF,,0.050340100480902046,-0.013567530718400986,0.03197315326427739,,-0.018852786287567837
VASP,-0.027152621827068187,-0.02852690072853954,-0.021976959509111365,-0.025315985179813587,0.022190553057205752,-0.016855209726197556
ADAM15,0.035420653305413274,0.00402435117664645,0.013419567502769706,-0.04211624941152319,-0.0018854451285249987,0.0073707148286494386
WNT2,-0.01718673711199966,,-0.037302776758521144,0.04576024099961673,,0.05725191380086367
CALCB,,,-0.03264675252680408,-0.026804931019999,,0.021318393585422125
OLFM2,0.04235083545798205,-0.014317369461780523,0.06074086510351971,0.0033853366618052383,0.028636245485334832,-0.032446665381151034
MFAP2,0.01527359853626543,0.10534969009046974,-0.01385384711225067,0.02530471480897272,-0.006580124043074559,0.023167423993920667
HLA-C,0.011226637506037791,-0.029654881211747804,0.022513759391456008,-0.015807660895841805,0.016546432533722562,-0.009903707136211571
THBS1,0.006247782066795057,-0.004299518827467789,0.04940302107466206,-0.007706502173077386,0.13319266873569163,-0.06184961204087283
HSPA4,-0.003165533321085095,-0.04022305107670645,-0.03554784299362049,0.04862423471133547,0.06789284467400122,-0.012491416032139043
LMAN1,0.06451137416820552,-0.03396937114346518,-0.04000048948714937,-0.05477851595413386,0.025579658845790797,0.05262077654950378
LYPD3,-0.020071713357199428,0.005232796734853841,-0.02377507224198773,0.05264785355721448,,0.015689718746766983
APOE,-0.045697006447378986,-0.013703320690695457,-0.04109301235871833,0.06996226946702769,0.05842283534711983,-0.03002892907661013
SOSTDC1,-0.030975765995427593,,0.07093736644528344,-0.008899669286470185,,0.020483112071039596
