,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
CALM1,0.004849637673071871,0.00459448596132237,0.009394365693367344,0.05104433894104803,0.04004149920632202,0.07921494804859434
VIP,-0.006609391449048198,,,,,
NMB,-0.008774253009276386,-0.0013336930914197472,0.03791722804783004,0.02866639107682018,0.015232741195153908,0.0412326940417457
CCL26,,-0.03844827459413923,0.02774705563784636,0.008887746699279811,-0.02157073892395552,-0.008923974162060103
FBLN1,0.002164538314356223,0.048430260423231286,0.033496594064113976,-0.005439141003198415,-0.049489996796091326,-0.019790311510626445
SAA1,-0.016119282553948337,-0.00437447802374244,-0.006587283350352232,-0.04404516910331805,-0.010634186828973172,0.01596269237227293
MICB,-0.003026923574811375,0.02905449034912821,0.014873141872346283,0.014708822027591793,-0.035176752253704355,-0.037133258583570396
MMP13,,0.08470391790592553,,,,
F13A1,-0.022705296902847186,0.04664139579022322,-0.028634217346259382,-0.04392896458862136,-0.052936998854962725,-0.04413787868296197
CXCL11,0.036565322661902086,,,,,
COL5A2,-0.017560557139439277,0.0007237545289271784,-0.0015365215421944925,-0.01716654916164656,0.05562169133614969,-0.01808860271318208
EFNA5,0.00011894417729262125,0.04439805859608814,0.022417491585172446,-0.007232245639151587,0.006708754701462692,-0.0055552898937115
AREG,,0.008939249363738622,0.01914546092309151,0.08041537020659091,-0.024600107368543563,0.006087601790230461
EDIL3,-0.03804406015409443,0.010561193341834628,0.03768536963689733,0.022052930107216494,-0.09019013899193698,-0.0060941813794447115
CD86,-0.0222300170599462,-0.04698635514772774,-0.018456392045821696,0.02537388759687495,0.09406896671169429,0.011831017814983533
AHSG,,,,0.0887293228004328,,
WNT9B,-0.020828239166568754,,,,,
HRAS,0.042303185417216456,-0.04039622720377009,0.032396299561630655,-0.013685479945867605,0.03320468036848641,0.0342655298827472
C1QTNF5,,,0.01849433633641583,0.04400925013330152,0.10306396093603501,0.09022127001803758
RLN1,-0.02261906183771863,,0.07005091896857923,-0.005265615614642871,-0.017262829949928362,
COL4A1,0.05699485389785687,0.0327716851309156,0.006786255719427106,0.04324654936107748,0.02963189654751125,-0.05516251289111959
CCL3,-0.0440377372540397,-0.001968430925806891,0.02475631838386041,-0.03630834766465991,-0.03336949655478139,-0.0019947520272701625
BGN,-0.02763885816012723,-0.0127902188065649,-0.05846231682418213,-0.04102703870022902,0.035972858126410594,-0.03328761267354298
RETN,-0.017453027942767433,-0.016266632637551383,-0.04133935828956736,-0.012533148406810446,,0.09821232384571413
S100A9,0.007491341541941879,0.014799681656159655,-0.03307709816555085,-0.03067764118049762,0.009851946650481757,-0.07981829737440992
HCRT,-0.0020844129728218993,,-0.01723380399103719,0.0018422137035980133,-0.008421638668444975,0.07710054085400968
FADD,0.006472754455946598,0.003921135734904331,0.01119595964925355,0.0028774499895838413,0.06005796722874384,-0.019546312033527097
ACTR2,0.02895076913257549,-0.008165125490005809,-0.026974038539370047,-0.05982229583937073,0.04690368806455014,0.016992549008549795
BMP2,-0.03263775381328507,0.015724779592022838,-0.012048102090442119,0.04113471955591379,0.06939572854805098,-0.0013839310205157945
PDYN,-0.020542042584743354,,0.017028434742388493,-0.019005885080348176,,-0.0025885420676493424
CD55,0.002281959998205578,0.005559332001890512,0.027265240884008307,0.024656799442884084,0.015316002183772787,0.004319688726092372
OSTN,0.07582847212469714,,,,-0.017819735493971273,
PDX1,,,0.08277819679975443,0.041955493353655206,,0.02645437218072206
CD6,-0.01968352962234164,-0.013699654628105296,-0.011896544498083778,,0.04151801219660969,-0.034901521785997834
IL16,-0.020767874457375973,0.05441407368139822,0.020604708365615742,0.09329890846459794,0.003500077966123978,0.005487584809755192
LAMA5,0.044524708586185055,-0.024978579428705246,-0.004891790023423505,-0.06316520333020026,0.11412743806769352,-0.017336334473124444
RGMB,-0.004929913639035758,0.017260510365395314,0.01536558076165191,-0.00525981804675796,0.025976900556503507,0.009570547043319439
INSL5,-0.024613973324732488,,,,,
IL12A,-0.018474249093740548,,0.028788457358294387,0.024282777673278157,0.07036090399003529,-0.028591203918957638
S100A8,-0.024826906078467596,0.031328868554881824,-0.011755550967938642,-0.023617929138410022,0.002143429532703074,-0.13985306736789485
TAC3,-0.012147024258137582,,-0.028648333182597237,0.06564875174980501,,0.07162125259525903
MFAP5,-0.013632021537308768,0.006616725692963963,-0.0062001164085167875,0.016811192588663895,0.05939542574896998,-0.07598979104099311
CXCL16,0.048909990470451935,-0.011660249560215311,0.027329341405694665,0.09787954408672773,-0.006338638926012613,0.0014695049772879333
AGRN,-0.0005109722309823659,0.008585627846632702,0.06195896685984283,0.07645685718757732,0.03695894404026209,-0.05556884056422614
COL4A6,-0.012780808008280542,,-0.01732629634007658,0.07632148574984356,0.16934284337392652,0.04123590023074013
FST,-0.006686717998028586,0.11925678018928318,0.008798722270558489,0.060676656075650946,0.09893714160045736,0.004758494111905839
MEGF10,0.015608389042628996,0.04871249637991859,-0.005281529239022048,0.09704720823598002,-0.019883102600127493,-0.005504830477145083
C1QB,-0.01816332229856464,0.035549684718522934,-0.011585135899279439,0.09040383011495401,0.035256928608100445,-0.09434054589704785
HLA-B,0.0509451083172852,-0.0006047169579116798,0.02709690700728649,-0.06716553407853647,0.07646378705577991,-0.03237224286808023
PDGFA,-0.010452880177381295,-0.001101844220345696,-0.02804510340192861,-0.09307208929224689,0.037543050274685734,-0.041365996034264337
LAMA3,-0.010972313414913778,-0.016373552722774354,,0.010817252272158464,-0.02014783455470781,-0.0018991262461486066
DKK1,-0.019288197912440873,,0.05009418376977912,-0.0006867431631478723,0.17665064129673588,-0.019779441545538897
INHBA,-0.02863510423510268,-0.035745648557631085,-0.02241538619596981,-0.02863851535784047,-0.0304119639334713,0.02609210804658404
IL7,-0.028016291886215468,0.0025596697794795296,0.07958622305514038,0.06879218687832787,-0.018887350706839563,-0.0019269338108560859
FABP5,0.04119602147639559,0.016698500838745637,0.008600424003990017,0.0876579060870613,0.1263764094105521,-0.06164613357717709
CCL4,-0.014101938848029879,-0.037918654928158976,-0.009360168845654972,-0.06104226242030164,-0.005981873982933675,-0.01281629118676712
FBN1,0.026010084843041802,0.008287464103924917,-0.003385784690866361,-0.020260153501433766,0.09332078262801682,-0.004478476708456694
TCTN1,0.01365003083406336,0.018530991774754806,-0.006751280039828823,0.08823787340446405,0.03527107217624624,-0.04237401469610195
NCR3LG1,,,-0.011157041330560915,-0.037126300313337295,-0.018887360735364993,0.012994356016126156
BMP7,-0.054983578927460496,0.12627765034274527,0.05113104095709422,-0.04233212233893121,0.06571695585106681,0.006688463642471086
NLGN2,0.012943232277884006,0.03344154791468022,0.028219327258213404,0.08999911792024635,-0.01716294729365401,0.060285426243987375
CCL25,,,0.037967275921005225,-0.010386640158432077,,0.043447648487608466
NPNT,0.03513154972943363,0.026022425828347927,-0.023190105131353948,0.030944152677556375,0.08342439425863216,0.07007741755404266
KITLG,-0.004987483748121997,0.0663449999691453,0.02000143348036452,0.0310219015966711,-0.02443972416902848,-0.003864745407509501
MADCAM1,0.03961207722564423,,-0.03667064623397698,0.06783969542462667,-0.025006072862381778,-0.0266324270454237
F12,0.0024830800265429344,-0.023141520685357207,0.01120121075036919,0.05225767633994698,0.05814602905210591,0.03649593344975886
S100B,0.003887570272230471,0.03481407994133474,0.07977635989593063,0.14888011673219517,-0.09086201191881144,-0.04185363416741854
IL27,,,,0.014237914520644102,,0.04870031109471176
CD99,0.04572142563796122,0.016010300140141376,0.017158704380664903,0.09154768982406537,0.07576767708701576,-0.030114948135342927
PDGFB,-0.016839015706907073,0.04677260678301877,0.024831578176554042,0.041971623475918436,0.0027694979132964533,-0.029932275899075527
CLEC2D,-0.027823501617462578,0.03875603048927172,0.02135304259234632,0.034360567551898015,0.06156093658231797,0.013369290688527154
F8,-0.03151352493729397,0.11012077308005656,0.046257169478092906,0.03468572427726907,0.06362749323392085,0.04337526280932579
C3,0.03871932580295202,-0.052811659803286566,-0.07849994607702457,0.037049739462520506,0.07582736739852798,-0.07240532767267001
DLK2,-0.017083320560409423,0.02761010907351798,0.07840770757677731,0.001219450861970833,-0.02014784260252176,0.05760491035019406
TSLP,-0.008330956041738153,-0.019673405797371382,-0.03049814298055095,0.0327481563176927,0.025356605825428494,0.037365184539499545
OSM,,-0.009073628682753378,-0.0275820120475471,-0.010727598754349834,-0.008045090477627494,0.0010898123879769328
PRND,,0.005546045249822276,,,,
SLPI,-0.024506902287743097,-0.03692745413260257,-0.030324411184184774,-0.0543436725068678,0.11843907226262533,-0.009139441360891985
AFDN,0.0014463317764683411,0.015231695122887171,0.013588193717904538,0.06271087597389323,0.06698654556267834,0.057126409357055825
KISS1,,,0.10133455784637853,0.003470960862097741,,0.048185702627485276
ULBP2,-0.015229127287882026,-0.01532625640330145,0.008814784001039168,0.10558638922457352,0.04604266452312577,0.07520665441274571
ICAM4,,,,-0.024297771191589504,,
TDGF1,-0.019683531247389537,,,,,
ANGPTL1,9.789292743841886e-05,0.003759951416793332,-0.006335556717406664,0.034879887275125275,0.008478911651027307,0.07436692179876679
LTBP1,-0.047088524830049217,0.026171839838942876,-0.015194706720162847,0.07013548738505328,0.08995013449106365,-0.0014510450849397774
NTN4,-0.03638976562402344,0.020584991738869296,0.11258896604609094,0.02151871102466272,-0.02847247417169156,-0.011258600754027391
APP,0.00354254555770099,-0.0025021927662057207,0.036586864017937565,0.019173159382931917,0.10286511008932275,-0.04292479723066113
RIMS2,0.003318203944709932,0.003866924483232067,0.06466383029671931,0.06672751130874356,-0.0265753458933456,0.05002605089517461
WNT7A,-0.020138568349358288,,0.04760806781997657,-0.0018228301167929539,0.07689647370178869,0.028803264264790924
GAST,,,,-0.012346348157307379,0.023297447672673933,
GPI,-0.009648894483902208,-0.03232644816378282,-0.011200510172384855,-0.04043236305686935,0.05479237794886324,0.04365446066752807
IL1B,0.03520808369826942,0.02962670207652459,-0.010560499683895611,-0.042188268908791765,0.05855394222279016,-0.051271697950796134
SFTPA2,,,0.04454659340877015,0.07941568812811041,,0.029870481864101836
HAS2,0.055216416335174386,0.0881751578308599,-0.0400009967026335,-0.03345072580523448,0.04843850413500422,-0.005160291842452143
IL11,,-0.015760112592893595,0.01146384621618011,0.019433380866280704,-0.0006751049318971731,0.01967228100830712
SEMA4B,0.002467660663788873,-0.02749710757572496,0.042604565307535744,0.0006459566842097616,0.05754920661145763,0.01488451382201297
FGF12,-0.010542739271032362,0.035825647210908626,0.05409617866814046,0.09114647303430669,0.00222457420352418,0.032535684296739614
CP,0.0025991063114664623,-0.058211766557824576,-0.05198628923131138,-0.02609038350762467,-0.04808101377413741,-0.02030919851814285
NLGN3,-0.019007927744121054,-0.015355313381914362,0.06588758010629667,0.08310809112614759,-0.016712115626671915,-0.01909073223162658
GZMB,-0.016737092579598715,-0.02368062151921515,-0.042613392360210445,-0.03433347617469672,,0.008795229341410199
PROC,0.07442978068770122,,0.04275468679655,0.05899813832516197,0.046280728685144865,0.05091635746669915
TNFSF11,,0.030777886984565933,0.03670145301454098,0.026886270073447866,,
AGT,0.02509807448093855,0.031212419863276414,0.0327925558081769,-0.0231438124650695,0.0453387491571509,-0.04280017133264269
PTHLH,-0.016182337808492098,0.024288532292869994,0.015061863594760066,0.1112575894777915,0.06313660113658245,-0.009988537592868742
COL1A1,-0.037061069101493774,0.001455409564981538,-0.00877673646999652,-0.06901049052190317,-0.01307965573293985,-0.017710503349739806
LAMB2,-0.03165771052857336,-0.05204308106666814,-0.0014963844414579404,-0.010466555750804228,0.045032901566515224,-0.03705303780981111
DSC2,-0.0016524441738843152,0.0012095211380546323,-0.015863076851786385,0.07535926872435193,0.04112928188026175,-0.014092426825789756
WNT5B,0.008300748897636412,0.023606021969540616,0.019074393404083814,0.05841240576048368,0.009170305443492672,0.021172098576967547
LEFTY1,-0.023635086999939364,,0.06472618804104004,0.0759436230612171,0.003688535524617307,0.020534953861121384
FGL1,,,0.02365538960383088,0.004840667008404367,0.022498437722819557,-0.01586576453772479
CXCL5,0.006063399031704654,-0.029264693683915235,-0.03611501967479257,-0.09218062028959392,0.03536391354890761,-0.007816084227181257
S100A1,0.04214309028777554,-0.0188217640971533,-0.009065303665812447,0.06529702689481694,-0.0938450403076439,0.00021279024855792324
NPTX1,-0.0530256510467204,-0.015500935948357629,0.013114037719189276,-0.03551854589826082,0.0373002534063542,0.05229657128781999
TGS1,0.012392350751555443,0.12044597005349136,0.0025592452053145812,0.04698806872161907,0.088234185279604,0.0076041664618001084
SST,-0.01000912737558295,,0.002840490466190895,-0.011386892359323362,-0.03826114996224157,0.05704120163685851
IL34,-0.0418065683313098,0.004800715677012669,-0.02615886821312487,-0.026727215263925564,-0.02235004709112675,-0.01645217821382894
DHH,,,-0.02874592709426269,-0.04402127495616022,-0.03186669330845857,-0.008556861063503184
XCL2,,-0.020492076374823226,,,,
TF,-0.03615693808503638,0.020355392562890713,-0.006285588372645892,0.09069249106194459,-0.03281172532911168,0.0010907223590772143
IL33,-0.027713607569779614,0.05244910510332731,0.024995109144165303,0.08751311562752498,0.00465190798796696,0.03155449079387986
RBP4,0.02220041813359736,0.024911962096391026,0.08278967982538389,0.05391243299062321,0.01852160883405063,-0.0011387916630683829
CCL19,0.03401284975374,-0.024203555707991282,,,,
CCL20,,-0.023856071513308083,-0.04142614723968674,-0.0878623151026168,0.17776527167639514,0.0762726068298516
NAMPT,0.016479190201498992,-0.0009708220118668593,-0.06895616290511847,-0.0795040479758481,0.030454206548985643,-0.03893861322542123
