,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
CCL17,,,,,-0.03736967036789742,,,0.039042282736856206,0.08218188201261074,,0.052546858948786516,,,,-0.01612355873728874,-0.03142536489079999,-0.019038963676286724,
VEGFD,,0.08731550157581731,-0.023145825523630363,0.01932904582318917,0.015579058465010773,-0.02322557318017738,0.07799546918850178,-0.03809519322186708,0.034246852442696527,0.016205305790232064,-0.0032436472245023864,-0.04899590596136594,-0.06158720400560086,,,-0.02176930947410805,,
TNFSF13,,,0.020620252578081935,,0.05060834198454993,,,,,,,,,,0.06548224246758365,-0.021740160951364246,-0.031022402192780237,0.03838815489724874
WNT5A,0.02568216819407796,0.046877951421996265,0.019945968789887504,-0.0019018759831312497,0.0017678931149025102,0.008795598096351836,0.13498530267436532,0.046810803746665935,0.020615178611974146,-0.02308206241649791,0.05298817644965718,0.10772440700915578,0.021050934042743292,-0.011685535442160585,0.0077451371899879065,0.029999005385587564,-0.07115018929195108,-0.034940757487983934
CXCL8,,-0.08128182899639728,-0.05177737853552319,-0.018895888068105125,0.03892957742404785,0.05157169870730215,0.056672968728942674,-0.03194136430820299,0.052675623958964406,-0.030411264292299265,-0.0006226299643845779,0.02856148304136484,0.029191613307473465,-0.04090082878037282,-0.06494888588219487,-0.07250877772631185,0.07481660683657221,0.008365230325446997
GRN,0.04275938375121226,-0.008613930706652749,-0.032568450292466196,-0.011890685354377784,0.04827055049028441,0.035641446744973895,0.17862452587016647,-0.003167622145385238,-0.04260228638755992,0.02296872602599651,-0.01189148728342034,0.024680021508051587,0.050342570083722706,0.04561332825848404,-0.016706631853560857,-0.10748756295434354,-0.045974659154013976,-0.00044443896552930675
MIA,-0.013734276219231534,0.10575662878585035,0.03850011160680335,-0.004882390385279406,-0.018005068993490386,0.02180802234927456,0.05091201185860161,-0.027253379720618046,0.0025483284592581704,0.0015941544560760582,0.034572236995137444,0.042440143654477964,0.03387393264316862,0.07845191206357814,0.10863626515200937,0.1367451338588407,0.032981015684955116,0.026581360708112248
COL4A4,-0.026123006249759,0.008385825685712821,0.02498587943486522,-0.005927378716120296,0.05649832943498572,-0.017565904143053587,-0.008052603748950516,-0.020726749888722914,0.06450371117801725,,-0.009542205331533249,,0.04065626290642094,-0.029370521434986512,0.019681012571032785,0.08291174173613423,-0.02219855782759832,0.03302793980873398
TAC1,0.059314154556868816,0.07059939025592492,0.05192740094856874,0.06964877309677803,0.0011015131601305917,-0.031270112699423876,-0.14759473249998661,0.017177907963322067,-0.03703308635623132,,-0.05527747134707421,,,,,,-0.02502865371579036,0.01462479445700742
RARRES2,-0.017956496783212008,0.04031425425585119,0.02911915110397669,0.04086671593254375,0.012485655896854294,0.12077478866652847,0.20698489631432884,0.07354515878423633,-0.02135235996341954,0.039819901786230384,0.03180811461667327,0.047713895259816425,-0.05433540207900081,0.035307499617258147,-0.026538388680862515,-0.0349040426938042,0.05607599407250707,-0.08744721008074603
FGF7,-0.039734581274122376,-0.042126429352255114,,0.0002015121551555755,-0.02309987350274949,-0.01114158757823994,0.12324129851113436,0.030176885959653465,-0.011819077635635012,0.03650174389958036,0.07898521404137084,-0.018230587335677968,0.05460137605672179,-0.018069287017246714,0.03431898461648753,0.08212282800778566,0.11153474805429454,0.03781297816171827
EFNA2,,,,,,,,,,,,,,,,-0.020690271785961663,,
HBEGF,-0.044572971747580604,0.029518392366672395,-0.024209598894759286,0.005947605091600014,0.028552873707704304,0.02728515205877774,0.15360041881399655,-0.015997006378429296,0.037546449400036534,-0.027392385069197864,0.05467421171712625,-0.00946168554353149,0.029115912415906855,-0.0186127873469538,-0.024274867957611513,0.024015864690479484,-0.022731432171408474,0.005836811162662531
CSF3,,-0.030228037313282448,,,-0.04789414681037897,-0.007741163292534902,-0.0027321815593029045,,,-0.030876051392611282,,,,,-0.010591419633255196,-0.031127155394684,-0.020045091644319682,-0.03411480950242348
PI3,,-0.03580961783223107,-0.024350376587080613,,0.021015532245176567,0.0011339084559927816,-0.017406229258159583,,,,,0.05305238306571054,,,-0.09533184614875499,-0.12296325145940142,-0.004023825582510748,-0.010847410112616047
PCSK1N,-0.0017068658950377658,0.08446281292837367,0.032554478447569986,-0.02753622520595523,-0.010872416988889275,-0.04821120730394733,-0.056645778000879166,-0.03331200574301929,-0.04754029019449146,-0.021121019554617447,-0.057032843291358985,0.13829701102056263,-0.08057716712164562,-0.01025652459349184,0.037705444804108736,-0.02327081115629175,0.07558575305924187,0.019421509499322125
NTS,,,,,,0.014894631379912432,-0.02620828616219885,-0.0361333089707676,-0.0051475653246124764,,,,,,-0.014872088334108021,-0.025207169914380257,-0.029684047352136207,
SFRP1,-0.032820046782465424,0.09860389988411958,-0.005647888921358568,0.02454219559084285,0.009048182158234448,0.08527769673586792,0.003435119321870397,-0.01319513751653749,0.01762436449741955,-0.0319491186107321,0.01861716728949443,0.034049965325443986,-0.02109191616163297,-0.004128474075885117,0.0771844286564499,0.04472808133459248,-0.02899426529448123,0.008594177213177973
CXCL13,,,,-0.041198785706537726,,-0.03883144403907789,,,,-0.03040182934702555,,,,,-0.011536451472413414,-0.04540983816302324,,-0.027671744625435486
MICA,0.0053563768867964205,0.10769157315106512,0.0034978307574638668,-0.01455431508656423,0.024679145502317604,-0.009927778563956893,0.12242036895988323,0.008574441398850163,0.046250211976967326,-0.013079898156492058,0.02765914017032026,-0.03424805867570283,0.019058388220295194,0.08344721268380269,0.06306051633883485,0.03375350388952499,-0.017560796442454885,0.022632394013377858
TG,-0.007350614043535661,-0.024096570489583233,-0.006211815044412214,0.024937279075482457,0.01936646275203432,-0.05118425632961042,0.04851385937465224,-0.01106327664988944,-0.024579826919017268,0.02958120262190088,-0.01257100765747547,0.005001295719144847,-0.008713579013326853,-0.037824570609396355,0.05846174312859118,-0.005139990946964849,0.027935738108624587,-0.014298069335518459
ADA,0.03376815546691505,-0.03563489119125478,0.07306427235176544,-0.03327930894099086,0.05647536166752709,0.0867691189443232,0.152690363710239,-0.022568637479672297,-0.024186376643359778,0.023824120315387314,0.030281829423436525,-0.06820615314611687,-0.08473802048040088,0.13208604129237014,0.0039762091273947255,0.029310461149132522,-0.02471910416432828,0.056374460511805245
LAMC3,0.0017108108349098757,0.0370430889443836,-0.004635437434975582,0.0265559774490986,-0.008018667587960236,-0.06020378139934629,0.17991276060807387,-0.05903808479362385,0.04482470904279925,-0.005674852765515711,-0.017030001436678495,-0.04299242940508367,0.026839957863431633,0.013760137651810429,0.031145466682920647,0.06781569903496312,-0.0437903480819152,0.06523610915714416
CCL7,,,-0.014722695665497974,,0.0832348306826454,0.07221478900100065,,,,,,,,,-0.024165498056880265,,-0.02100531297849705,-0.0011723525477458116
NGF,,-0.017415231573438498,-0.02527813734204637,,0.011754931420618528,-0.040559723113274236,,,,0.012827039549506349,,,-0.011488766915428758,0.005716864235521989,-0.027909215661303728,-0.02041215972414546,-0.027328711020299965,0.08146116602889185
TNFSF15,,-0.021544814936565602,,,-0.03401132046774505,0.07526528690191589,,,,-0.01966247641553411,,,0.034927318465595235,0.02446962993540092,0.1033129136751496,,-0.032251430494214084,-0.037756424867611584
HMGB1,0.04947062628095318,0.06381080300616682,0.05048969934881771,-0.0023537519666565494,-0.01685172197602641,0.009267648688447183,0.2012803964644765,-0.03457338900832414,-0.009803399314359928,-0.003842412554351942,0.028365383822208035,-0.01311380037903417,-0.08496757951582581,0.0019609428855297275,-0.05289735924650809,-0.08205582374307878,0.11829712503690806,-0.0050101226153733
ITGB3BP,0.028919822346176825,-0.026172928328036717,0.004455801716793278,-0.003847940374958484,0.015814513713229023,0.03730053521829139,0.18078349944280292,0.007436344986153758,0.03146761406823555,0.0028769942303286103,0.043958646954419,-0.04437822742291771,0.10683371659348367,0.0029808434921334654,0.007659224989264044,-0.049620953638900504,0.015592284436107108,-0.03282028391835058
AANAT,,0.11367398711909443,-0.021360391508877124,,-0.01159060977654321,-0.03434666927840906,0.03147230025436127,0.0016581131504938397,0.04359243236391268,,-0.024425733594249033,0.042798091406748326,,0.08956152256223127,0.12141529315522274,0.13189478116939096,-0.02222449709855477,-0.02083046066472037
RELN,-0.021656659877758146,0.08804982580146849,-0.007130216140946443,-0.01254782476025531,0.08436255596489772,-0.05586447890587126,-0.06763105180455815,-0.013397560796198272,-0.05117394301411941,,-0.038812644970809475,,-0.00043641760551534493,,,,,0.04208122154592741
IL15,0.014279992103259536,-0.030625582538350394,-0.02233025407552937,0.06543520377344775,0.05646026606490898,0.01860018810760068,0.030210105422246072,0.008326212911421474,0.04299210952924401,0.02986048876746911,0.06601322093238059,-0.012745784586853794,-0.04248087850893161,-0.040900935678318935,-0.02733728712954807,0.015431927025766276,-0.017204839456431982,0.05998843217785805
UTS2,,,,,,,0.07772480119363838,,,,,-0.10366000596796233,,,-0.018053317898757422,,,
BSG,-0.0169375349524029,0.0032156702973297337,0.055731248546599124,-0.01434312149116169,0.02404676578293738,0.03155203372212358,-0.03539105713616743,-0.013996400237318274,0.039765379589584225,0.01058007350020553,0.05047241484766497,0.1318609765334633,-0.0697275156648912,0.032607186341035974,0.04589536463901582,-0.0004929928055707437,0.04544881651979521,0.027703126674786575
ADAMTS3,0.00578718999469955,-0.024654545266423338,0.029940836025090095,0.06368775224059933,0.017419089902540097,0.06264530622402228,0.18541132125813586,0.07493807533533713,-0.009247855435087646,0.011766939923168108,0.012538380955517328,0.0017368805002056652,,0.06602505557936622,0.039393248240356483,0.09211391072007173,0.08315080248030522,0.11225563068632355
CD34,-0.026154743698476837,0.007037251507871044,0.01863237456965141,0.015931201351560984,0.07554550159734096,-0.017447350749502277,0.14251693187946124,0.036730950137834256,-0.053011321838960825,0.03645538906788594,0.0489666432152385,0.018930334141312104,-0.03540403247679336,0.022637170721350408,0.009705239256463714,0.03382600953616738,-0.038111695698323,-0.042818597631624884
CCL23,,,,,,,0.050816448198490204,,,,,,,,,,,
PLAT,0.09640962161000574,-0.0452605552271309,0.016509765406428907,0.005060575328834069,0.04080803689439153,-0.0030287257995071796,0.18146150580046236,-0.03046426117449411,0.02345110799671727,0.013496899716318714,0.09603493533684966,0.009560459653545088,0.024501090636062782,0.09450552922504508,0.07888761535589893,0.042234613998295326,0.007059262507417958,0.07577497861857513
NTF3,,,,,,,,,0.03254875393574509,-0.0418822409308611,,,,,0.014701376609636024,0.04908276477166189,,
LTA,,,,0.03535199082975888,-0.002942061487580795,,,-0.031200434667567542,,,0.05201529927501215,,,,,,-0.0010654252788641978,
CKLF,0.0906886352407181,0.063725492167593,0.028911319526342672,-0.016574860590616698,-0.03990880541822219,0.026866395600240393,0.2504900101144125,0.0274388998474225,0.03241183927231064,0.036225343831867776,0.032103299095384515,-0.10514735305577891,0.06226997205375937,0.08374867157817231,0.039740223389468046,0.04577229985005865,-0.0024272588712604543,0.03540374122774346
APELA,,,,,,,,,,0.1207208208842188,,,,,,,,
CD24,-0.02879160134897624,-0.04539499938044417,0.004527322298680245,0.054805098279150456,0.008383932150450092,-0.008060665291336906,0.03209363436701084,0.053023831549725176,0.06285911436994432,0.019097233574955453,0.06396233203610618,0.009898676897655221,-0.006275309292620775,-0.042756367849071754,0.020491588266040375,0.062355924981522357,0.024306607866287595,-0.029849316555545433
HSP90AA1,0.05197837319242486,-0.0009225619753244127,0.026894620555469383,0.018029176920109392,-0.07154743486300326,-0.09405078923398799,-0.22581579107145658,0.07382731341911648,-0.029740303520788023,0.018405926112986096,-0.06213511154481752,-0.131298284056062,-0.14353604354136948,-0.009986981954398873,-0.15388261118852953,-0.09717380340773787,0.029230091619384616,-0.04964364799197598
BMP4,0.06215133227037557,-0.037690821115187734,-0.010317297338243209,-0.023566724895309324,-0.0029118670452343547,0.05536168267148974,-0.04562122093896662,0.001891661689188266,0.03270929579677803,-0.05424059709789918,0.020214829382126036,-0.04476248414469711,0.11498904773060689,0.08656681736922546,-0.004232032912553672,0.07911913127731364,0.031006566741157114,-0.021533802447614638
SCGB3A1,,,-0.014722694193248079,,,0.04304130417468117,,,-0.023899635159564482,0.05566080988199352,-0.022688554200118425,-0.048995858332923414,0.12753917319921168,,-0.02407744588359559,-0.03960649715245846,-0.0341435312487229,-0.01648655489399253
IGFBP4,-0.061188038517413494,0.001997985358392067,0.01743813255971265,0.0040146053566452134,-0.023187892027438706,0.0024075183418687768,0.1848817113042739,0.01668861835476996,0.023366049458239842,-0.004012098805513458,0.08382738312449421,-0.03774163095052144,0.023478557784267228,0.046681675076710644,0.002930298254615171,-0.02982427967249478,-0.08262339471179243,0.033517230919536525
RSPO4,,-0.021274490842238373,,0.0009168564704295235,0.024478058050902616,-0.038851225472848486,,-0.019979296450214474,0.06229999620268847,,0.07409271441262713,,0.052642383062706376,,,,-0.01747783472274082,-0.026266385784858785
LEFTY2,-0.006659027179444559,-0.03563490977847037,-0.02823725464024221,-0.022504566901252607,0.007965740088958617,0.053426442441486414,0.2357252819728942,0.0068999749359736585,0.02854440911641611,-0.022232162714472967,-0.0401394348013673,-0.07082749710676121,,-0.0079256056851005,0.23329220079310067,-0.02379009519159641,0.0026932329269980346,0.006145728126492264
PF4,,,-0.015272431887385484,-0.020222598015467656,-0.003843055700488174,,,,,,,,,,,-0.018964066546081175,-0.029910816860971724,-0.020575946260549316
ANGPTL2,-0.02046743226916226,-0.015462859932175596,0.009059067058991718,-0.04622925118272182,0.057970906328233505,0.06911070925192528,0.15958114775621332,0.022549445574074383,0.09114842512908988,-0.011309999975244527,0.06342946012452198,0.06552405779460786,0.018525595133942988,0.03529678614248477,0.0792173223931309,0.09805951755599475,0.020390626294994746,-0.016017966204478273
LRIG2,0.022923083294257372,0.010391210228626142,0.06026282241405182,0.000554212337568147,0.06663845858289448,0.0069744915035485746,0.10628894832305799,-0.031451965291956846,0.0006571024273541322,0.02091226329041785,0.051056915844367015,-0.0037598904260994184,-0.03944039599784452,0.07220642939757213,0.05436590042024287,0.050776127465175375,0.014591603201862402,0.02422272662482302
ICOSLG,-0.02179432472074074,-0.05928875686645653,0.02466740300524142,-0.06619399018262781,0.04227332105873538,-0.04438778582395072,0.06327004365190292,0.02323911773703033,-0.04535703783503228,0.01750447965287053,0.03872414334980981,-0.024967530214994236,0.08869628225049027,0.01391869820525121,0.06288389666301,0.07505918285792126,0.020603769972062955,-0.0036830517360896993
WIF1,,0.0494417639338092,0.021798255766382217,,,-0.0008354923202793267,-0.1458827698887308,-0.007594678150424901,-0.04497415848557229,,-0.07169990497198735,,,,,,,-0.03775642176912984
NPPC,-0.005718381241899158,-0.030010674372048376,-0.013638703463779123,,0.0043505707533258485,-0.011985737362248986,0.0248384865761759,-0.026245304093048996,-0.033214639265086325,,0.020613417037484056,-0.06120960188370495,-0.04008047573845655,-0.028971551934889102,0.049915390095738824,0.0787346613956622,,0.024230647886926377
LYZ,0.021222211626510726,0.025475041220456476,0.010923522957025995,-0.021334418172085416,0.0324748866010349,0.04394901557247498,0.1619010225002239,0.03212371511327581,0.010809269352009168,0.05157462852051851,-0.05378094902373307,0.07284216996027026,-0.03514785776220978,0.08942895325060354,-0.00620666606586037,0.03911995413882519,-0.08238831954093387,0.030971976974322423
EREG,,,,,,-0.000793166618864313,,,,-0.010734210433333037,,,,,0.0051315251112427265,0.0024715953957637417,0.0015086592338163533,-0.023689009415859958
SPTAN1,-0.036832397978984854,0.1250889517762459,0.03939725968119899,0.014196715489440547,-0.03722108791454739,-0.03668978889013869,-0.08721247528167063,0.026156933135447865,-0.010806172519374605,0.018846158400767712,-0.013187496511900156,0.04393691546192908,-0.06173958256504162,0.11479338929470498,0.06550529475581289,0.07962907394078923,0.028050546203919766,-0.036513221257343624
LIPC,-0.033445260359059044,-0.030378813400061825,-0.018697470909340298,0.0008695835178897602,0.0012016308785704668,-0.012875765498331668,0.01233762695925827,-0.02974354637262712,,-0.007422607924603392,0.016288491459816447,-0.0441299514882147,0.03399346303168072,-0.0595271103683232,,,-0.03781859368834707,-0.015760530461032287
COL8A1,0.043988631798937514,-0.07474991047647365,-0.04788806973026153,0.02847350675344077,0.008823790844589773,0.03039907948998893,0.10143847949786737,-0.03152837375319035,-0.006243342613229938,-0.009967245939939934,0.07729356220026562,0.031422596090051304,-0.06456676122690479,0.1288640038879247,0.08123062177763712,0.04910058019089118,-0.013668758082744592,-0.02176064643753023
GSTM2,-0.06142568164634331,0.06132516529227103,0.025436768838824356,0.030420226539958076,0.005286964984586283,0.04822617997130149,0.060105766563620586,0.02582571566000257,-0.0048838950021866,-0.04765798065313706,-0.022890492440383624,-0.05018398088771722,-0.01576115485748502,0.11534140036206661,0.08118402691843483,0.03287394283669697,0.024973673105689494,0.03537870919019423
IL4,,,,,,,,,,,,0.009091830596019429,,,,,,
SPX,-0.05855829189396504,0.14289625928647398,0.049517005808118394,0.039376328328378216,0.020469609981566893,-0.06024227019881319,-0.05510506649732691,0.04029044334268819,0.04205966326795537,,-0.042888509139677955,,,-0.025317320765502527,-0.02436476831022016,-0.023546312577151195,0.1377848963375821,0.008307135209733647
MFGE8,-0.013536109865083844,-0.08724226976709007,0.01314906375232292,-0.021543862162084516,0.0365060552784836,6.449792210818445e-05,0.05933352560557188,0.023690689877580915,0.03882646799509769,0.015312693826397215,0.03272604110081457,-0.07682379154677403,-0.07909431071502095,0.07684826427971299,0.013407198147554249,0.0858023460287712,-0.007933902781152746,-0.039979188389992495
TGFA,-0.027565832692115343,-0.06823679006561727,0.06524574189487772,0.05770856878795246,0.05759834484282465,-0.0016747580738368138,0.08559564858230294,-0.028736500886228047,-0.024650272194700198,-0.00047641794348472094,0.11362772601266295,0.021415031720487965,-0.0038509679398940587,-0.018511686400954522,0.033747484631268095,-0.037722782762222816,-0.009592450724778217,0.0012792354659324262
SLIT2,-0.02688435548810101,0.09786280960095692,-0.02661413160094723,-0.04039972819076666,0.06721175067094538,0.031743694424342044,-0.05251206168965494,0.02280168503092721,0.02168000678696034,0.004054115428755625,-0.0639501672337451,-0.09642134467061128,-0.05031682800392912,-0.03276426307170616,0.020243523330817702,0.07031235003970587,-0.02043628252992974,0.038464231532565146
PLTP,-0.012470645528999263,0.006613564955182924,0.02457205228461413,-0.012438349955581332,-0.03358426330613252,0.0859047780857989,0.2134518524265786,0.08426202152833204,0.04970462315588766,0.054247755835814926,0.054426609700642295,0.05453875040987181,-0.060662534435619184,0.0630234039670311,-0.01625341138453069,-0.09032272141107472,-0.03377182810183376,-0.04916713924158089
APOD,-0.038167259574325284,0.06626292032214975,0.0588541068274369,-0.015164539771834584,0.018681682379649796,-0.028816125696813723,0.07199769405508447,0.1077526349096335,0.0031536160359889706,-0.03507213443168066,-0.0011468494454235385,0.03475305834491406,-0.05663714148293137,-0.06817516668578236,0.11745755782192518,0.1648899598485857,-0.08108878765761454,0.018078055260206418
B2M,0.017769447111718246,0.07295893161631282,-0.011197996282944942,0.05108778064899702,0.022232299370300062,0.10647568160479433,0.2458811057402775,0.06694569208132281,0.07037272391196898,0.011262999407835457,0.04537322060061289,0.08724197649705216,-0.03724311608724535,0.00797753732124707,0.035394079511888846,-0.012618997086306127,-0.07360785133590202,0.04677188262388216
OMG,-0.010472603262419977,0.10416707785548676,0.07900998369416713,0.028696894154686247,-0.013011667686455066,0.0030876857276273127,-0.0408488490004143,0.06403777772763344,-0.018543873177220647,-0.0164640709969812,0.028893291604533345,-0.0023414906198623306,0.02092107635326579,-0.008861821741463856,0.08338338462631477,0.13039411418503538,0.07886778414493296,-0.032263601305159754
CXCL3,-0.02103693504494203,-0.04187675305881697,-0.037714810742781636,0.12451126233427369,-0.021574113750565168,-0.054948466119882314,0.1513299668189542,-0.023502963491566366,-0.025567554055178753,0.037889820547044185,0.06527561746177747,-0.0034458044045794366,,,-0.04389809080829489,-0.00766167093997768,0.005251216595427351,-0.028755891898763253
CXCL10,-0.0011095323864901108,0.10115539386619078,0.046803801723746014,0.05388899163766318,0.06320275915352666,0.02162766444367742,0.20267002359489408,0.07911387263202105,-0.03150528360592902,-0.022433983335352525,-0.0002100334597295471,0.016927110325531656,-0.12865869417651052,-0.03907914103124912,-0.00798518872786883,0.038465761399236284,-0.016989280676819343,-0.014970608685628281
RSPO3,,,0.031067441539048432,,0.010516802073570529,-0.021308454434714113,-0.05266231683946207,0.019650176236955908,-0.03804486342000507,,-0.024470006215536223,,,,0.026843838393748643,0.1443541684762118,-0.021316285284640475,0.08599180341791463
CORT,-0.026123005829264582,-0.02385245255351198,0.008033207015436082,-0.036116279467842266,0.005881519244788733,0.049373900004965825,-0.049282197291637846,0.07135457696391094,-0.016647012373955838,,0.03095467350475736,,,,0.003888726471712875,-0.019844931770856406,,
NCAN,-0.015981158482395293,0.09070384053779337,0.13513251954672165,0.022742071410479122,-0.04488472326285262,0.004214561352243656,0.14832180446928034,-0.0130544443708317,0.002092005528140083,,0.1002312118404303,-0.048537527002872144,0.07324726589345176,0.03229933969695902,0.11131226226007057,0.12312955027842938,0.09113606805596476,-0.015958134947168426
PRG4,,-0.03255299741295873,0.03859527918620712,,-0.030543180889145143,0.13698726272417888,0.0686667649883664,0.05103774745952642,,,0.029509674215816066,,,,0.006020701299578014,0.05506051080310327,0.007866177626208604,-0.02863891398406595
ZG16B,,,-0.02041593325326066,-0.024334609960474637,-0.017194302106897062,,-0.049253985109455486,-0.002343403249160627,,-0.00174352587890673,,,,0.08038969325098481,,,-0.026579113693856887,-0.017553392425422348
TGM2,0.029989268275234002,0.016177468684161533,-0.014078767022709694,-0.03834267417150136,0.0741252148072294,0.019841660022623966,0.11575485729948204,-0.00251183562435471,0.029202143694608558,-0.020401357207493736,-0.018034430970360484,0.10829179985087306,0.01915378911654635,0.007214079579851641,-0.002984576629296904,0.02189650362053529,-0.054303878075747804,-0.03878315215574841
VEGFC,-0.026123007511242385,-0.023357425586067643,0.04319649312589956,0.0214983547617867,-0.003522403931371351,-0.004568118872429821,0.09287758807906413,0.01747948754047792,-0.010703757341549948,0.032706542954758104,-0.02919711706455951,0.04420201543473846,0.07204695477500228,0.0501849514754815,-0.0022771429929941828,0.041990868304217416,-0.022734066152036547,0.0038360461537665213
WNT6,,0.009591268365099333,-0.023754743981698332,-0.022504567491873788,-0.027561705123549184,0.004023305627619562,0.036590643966365154,-0.010122429537808623,,-0.032794990043794534,0.03086990610909494,0.05887024389693784,,0.029444416852263334,0.058688877462484024,0.031958633862839834,0.08485173677198271,0.09429745367286507
NRG4,,-0.022076437043484817,-0.01356011958548237,,-0.029281588317093297,-0.029656276243510905,0.008476675500345662,-0.029636036726748576,-0.00751896795453883,,-0.024409219522389055,,-0.006365914057350788,,,,-0.021316287673687487,-0.027276650868039973
PMCH,,,-0.015628767572673303,,0.004896653649814598,,,0.03355923350008244,,,,,,,-0.02456256533068589,-0.027843500966732795,0.06873980522141043,-0.03493167701999824
COL9A1,-0.05483520094516687,0.18995442145319114,-0.03284545323831144,0.022507611714525352,0.04552641423532136,-0.00954419838737457,0.04914615052609082,0.007025315610151595,-0.04450589578157335,,0.02344414785856433,0.006683370130453438,-0.03999445818345851,0.0597780141322401,0.0593248909985512,0.08924578973515297,0.14718510856857825,0.10837982123943446
GDF11,0.0014663867046760702,0.07376483859737565,0.008354224302811691,0.0667339692861936,0.017485310417027607,-0.04787581661823213,0.18745811207726057,-0.007884357378819826,-0.00745914608906583,-0.006855949857110223,0.07619366364665202,0.04594951833452104,-0.00678532311142306,0.022329645196342503,0.008449438355316035,0.009609691833273282,0.020621827926846872,0.01907952317502049
