,MGH258,UKF243,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
COL4A4,0.1741780803154121,0.050688129542840805,-0.025068665052730952,0.006539091050070081,0.006020543136708273,0.08926438212407378,-0.021843714218963604,0.009474061833420963,-0.019508343691309497,0.03180415937222937,,,-0.04276397628901587,0.0622255877039383,0.0768381242324584,-0.035629762528303376,0.009773296156652036,0.057931329524969336
TAC1,0.18528759917459833,0.002630762104649828,-0.04694785295851981,0.0921530971140772,0.09067286029331655,-0.06571624758769921,-0.10156923344740144,-0.03674268453782337,-0.03169777092168479,-0.04981238575780178,,,,,,,-0.022390735765853605,-0.06593188326942799
RARRES2,0.08056301781923438,-0.0076117503344417066,0.001126789502668822,-0.022641124091197548,-0.07310210965529446,0.03724436165912047,0.14004298777418264,0.027932976808266573,-0.026832499347164994,0.08088456161459394,-0.016258217904868384,-0.037181233897869266,-0.07650001313155783,0.025288291015564568,-0.05946796637426884,0.05602651879690096,-0.0025118474865598126,0.07151176034002514
FGF7,0.009334636980792276,-0.03866794435984624,0.05048386806273296,-0.017983425119080434,0.012054759019996685,0.023411541819532502,0.04132360941648201,0.0026838754799885247,-0.04049531258237246,-0.027424619524205766,-0.046834998717930024,-0.08914046877010326,-0.013949627342741064,-0.07227045242535868,0.0286783582595802,-0.058326836178393474,-0.0017509867938599844,0.06454582895246735
EFNA2,,,,,,,,,,,,,,,-0.03198062507233597,,,
HBEGF,0.03599080172300662,0.04560532291168084,0.0105532704618648,-0.01276441442541663,-0.004317128928204749,0.0933741051208074,0.028205421334500276,0.03274936522878751,0.018291322521626078,-0.03945751412732908,-0.037645901273537445,-0.039615155518549314,0.016488547222454245,-0.04283494274312448,0.04234485376045325,-0.017840130803735546,-0.03291359416403158,0.07566808161768686
CSF3,,0.08846539815047964,,-0.029383935676599422,0.03621890558540882,,-0.02311022920437375,,,,,,,-0.08015992947549443,-0.12830358078057827,,-0.01793242079685343,0.04640695600886893
PI3,,0.029741659929399825,,0.025744168908981156,-0.045215567548518285,,-0.026022423106134587,,,,,-0.001596684914861821,,-0.09802986270650814,-0.16495812842937152,0.08030023390993545,-0.038961192928787615,-0.0004473793646667995
PCSK1N,0.06193438563732768,0.03517431249620889,0.02523259311916481,0.03102574166680082,0.07131761092600249,-0.10330063312625612,-0.002224744047598534,0.03979246710767607,-0.008702924064799718,-0.08021729683329576,0.034064063478416895,-0.030888508640722404,-0.044723493801268104,0.015550718547862209,0.0329137743719561,0.06150222600019765,0.032730673900317635,-0.09947722477191774
NTS,,,,,-0.060199632364469645,-0.021323807592132312,0.0820897392881882,-0.027828613706895395,-0.004440651208827384,,,,,-0.06886894335565016,-0.0271688029252017,,-0.026555469913407598,
SFRP1,-0.033095504961566796,0.0859869727029063,0.01754388482711192,,0.03364849137102859,0.049319305926542295,-0.02553289424629795,0.0005432509380150872,-0.013920454313390451,-0.006014507177770989,-0.0010614549413951538,0.09334599679411901,-0.017742295462416378,0.03979399484546836,0.042888098693243684,-0.032643253126202705,-0.02593838806935957,0.03476739586092612
CXCL13,,,-0.016076083300196647,-0.0213362140905275,0.11109769851289086,,,,,,,,,-0.004266040591428003,-0.005275887174694831,,,0.07244530067700203
MICA,0.03986915208748912,0.003258144551245073,-0.0044979645138853415,0.04224874047460874,0.014122005512911675,-0.012701779963359446,0.015640416407579166,0.002631982855961545,0.04006634209055717,0.039438220283958415,0.03920377773921742,-0.05903505540093719,0.1231172446138431,0.01125983795464757,0.03262098447356338,-0.007396392350294529,-0.03136935074223914,0.053095678812841246
TG,-0.007826008918421282,-0.03784865906882132,-0.01591328766223901,,0.09147657644895366,-0.009288249874326839,0.1259490239511085,0.023983301305904262,-0.010074172233886458,0.061492572900101135,-0.04276529408240762,0.019989919414827667,-0.0872250513181586,0.006845551669777007,0.21365762506362793,,-0.03497164102647711,-0.031400922180662365
ADA,0.013412376896876264,-0.013219812007754269,-0.03287473357222414,-0.031111952570261312,0.033551594007155024,0.19718193470618556,0.06046782341195796,0.015707694263123937,0.05238323751420295,-0.0036068428932745805,0.06525052279844558,0.07788879294818116,-0.07755767308735624,0.07737788571174493,0.0002502387544511491,-0.0009377220956296572,0.01879053654537994,0.02293483799178814
LAMC3,0.16893090087841456,-0.006970746207816242,-0.016853879688799634,0.10212337896616529,-0.014911108826467252,0.11644587579499198,0.07353296778022161,-0.008640232778535777,-0.004016374493663307,-0.012689192607722173,-0.015030928671401194,0.07798161051354668,-0.028705937816468168,0.03183193787244381,0.051091080529701766,0.034902016288890655,-0.023136647313984095,0.013073766106828557
CCL7,,,,,-0.03250531230729029,,,,,,,,,0.010806587557135025,,,-0.018791438721446656,0.044856210785488085
NGF,,0.05702616590046677,,,0.009980422280225401,0.023859330193952612,,,,,,,0.09354123068512789,6.993203344159945e-05,0.1208660839303127,,0.0015639310017895158,-0.025581935812731053
TNFSF15,,0.0707293218573662,,,0.008188831099828611,0.08048544843236495,,,,,-0.0007934076925139275,,0.03312950060432082,-0.022998762606892598,,,-0.0037566098395439003,0.09721644209627413
HMGB1,-0.02872616198778757,0.02973851217685665,0.008999618133345008,0.0518808534087708,0.00427935285597953,0.13375603284574383,0.11860678560019805,-0.012969788017692751,-0.012477883410927483,-0.01712899996530615,-0.12161513994666706,0.032931072429391105,-0.014126896000458728,-0.033321361998068504,-0.014709233985116683,-0.05517087674402735,-0.026761503599341353,-0.029063072154832767
ITGB3BP,-0.03412312648049399,0.014411402156997358,-0.041013297811302245,0.0035173297275167435,0.022290666206426273,0.14878146788959004,0.04595827100004368,-0.008945618929270295,-0.03160645105816319,0.052909075577527546,-0.0007606987634845439,-0.037259486776978955,-0.000448549862928182,0.02571495093026593,-0.0025847442024490848,0.04339873798024249,-0.031650289353349535,0.007385954728402705
AANAT,,-0.049028134343263155,,,-0.02168564679270474,,-0.020846052149532092,-0.02113987141178888,-0.011612659702740214,0.06129052116309344,,-0.036166988225737606,,-0.015345707905883257,0.01484134854923392,-0.01145301102913722,-0.019882125811216688,-0.03541460861642431
RELN,-0.0009041752516158625,0.0036739674975621306,-0.00023049816314489136,-0.0010587728807772106,0.006569441571736574,0.009596339724427244,-0.04688213356247709,-0.020571327961451995,0.052416734356353835,-0.029316548067858206,,,0.11277533813326697,,,-0.00828995057102104,,-0.007811229154265218
IL15,0.027977532199629406,-0.04810382592739319,-0.02027328502258349,,-0.014012294092792347,-0.020293105722011352,-0.011231571804042639,0.038525410966491064,0.02206923635602929,0.017225158336297876,-0.011124933822921998,-0.0019513670505033822,0.06989351378182003,-0.004544966376133516,0.07872960941155614,0.040618734340759965,0.03026331687705732,0.04383011540580376
UTS2,,,,,,,0.05272092244804468,,,,0.03601798222554128,0.001309915942390762,,-0.03305401233039869,,,,
BSG,0.08504079882790118,0.002143606620128219,0.008537502875509743,0.04095535677877357,0.004185971994520053,0.09421813145641156,-0.04197173213315593,0.038241844512877946,-0.021477582132500044,0.025482922843673653,0.0033751427439137286,-0.0544164506087199,0.11380213933405285,0.0662454007664198,0.004411201421810265,0.07478711689054492,0.07478076171423967,0.11052721496149331
ADAMTS3,0.08058485032724744,-0.0379443276224669,-0.02796080016145951,,-0.03851727459556694,0.01218494543725368,0.07158857832778645,-0.05070103652760813,-0.03734082784766986,0.06646793676619302,-0.07249111231535713,-0.02084480147196608,,-0.044446146426463586,0.10227046219884028,0.07433333188355044,-0.02697066886066666,0.07459265475337455
CD34,0.050967799310155854,0.09621105886130082,-0.0019024510266741265,-0.02612263185464851,-0.005902490812083062,0.1286670660284344,0.0634296048586159,0.010996994553805933,0.030379327105381243,-0.017792811881111953,0.04655291571243237,0.09906069201461062,0.02658704357633227,0.076610515069436,0.13340691933680848,0.04175934097180096,-0.003161486714600874,0.0744760943090936
CCL23,,,,,,,-0.023719498253190457,,,,0.040747257352482094,,,,,,,
PLAT,0.10299934087815152,0.07010788347929618,0.03700476374836762,0.09611968703224043,-0.03675073528702875,0.10777902508221358,0.10952414362572216,0.038424166180661176,0.015800745023241046,-0.07478718491820792,-0.026106510802171433,0.11148951036557997,-0.01838303282417584,0.0711134548769967,0.13037773206663117,0.010567512032234718,0.034832567513401094,0.04862684786314106
NTF3,,,,,,,,,0.01268702411900567,,,,,0.009696984810166013,0.1184980191205166,,,
LTA,,,-0.011702681766126367,,,,,-0.020359899288704113,,-0.024559735196709717,,,,,,,-0.011427031456900341,
CKLF,-0.008454051803660694,0.013228814284171945,-0.012037422675267502,0.016832226158205274,0.02308357203355209,0.10825362637177348,0.06405317989799948,0.02228684385066092,0.020044742283789566,0.07455760829386163,0.032846053283717896,0.016480546134831766,-0.0019041393705714912,0.08854388607392127,0.07147295447009186,0.019877004586696227,0.11243451592919541,0.07933807993568741
CD24,0.07079839628731519,0.06542561204004992,0.03449569968630509,0.034593529413953376,0.0172026424995416,0.07551845732938348,0.0793671961107717,-0.009356481733206532,0.04477085773294893,0.03115906793462993,0.07801730440158319,0.0419262296511499,-0.0586691723334651,-0.009943033125168184,0.06066414588452574,0.050716931755586496,0.008236286598013292,-0.002342658483615742
HSP90AA1,-0.0710989253399642,-0.051128147285148,0.013440862735509516,-0.029757236642138397,0.008145785133367287,-0.09761041920594091,-0.11163787872582671,0.05002777776664432,-0.05350685455116806,-0.025454784337921168,-0.06648874288123725,-0.2364670174472763,-0.011456664766286257,-0.16271376479713975,-0.18256223058332258,-0.03346958242489183,-0.03741898453129105,-0.1502631676150428
BMP4,0.0418476307776135,-0.048976029816206,-0.012405528683365705,0.07030586502273758,0.015171410494765085,0.21057364451500948,-0.03750359606456072,0.04893413823651063,0.08202051275980152,-0.020927431025736173,-0.019620859932958177,0.040047304840585544,-0.004657865167516824,0.021182087452146142,0.014020143066038526,0.12799622244874695,-0.03580020540961381,0.03255999793636741
SCGB3A1,,,,-0.031408521449193184,0.002969848571880782,-0.025904508364379245,,,-0.0097953920390798,-0.017137458431349614,0.019526891641356847,0.07670424225945495,0.06976940807695588,0.05560935196127248,0.047194188108664596,,0.003833529786079935,-0.024730436802191426
IGFBP4,0.06903168489131373,0.044299217982089044,0.05649701801452286,0.07484999613487656,-0.040367322222403836,0.13998793573029522,0.04437679386607739,0.03260746455712489,-0.04313871478061371,-0.05269403654173884,-0.062476656979371006,0.05964228675069567,0.04013415553781627,0.0015656562397298604,-0.04076975371454468,0.07187536704839516,-0.0015497464729058948,0.038006428519353375
RSPO4,,-0.033415997977750744,-0.01891872164369747,,-0.004244564425979091,,,-0.023679802351882513,-0.009795390606282128,0.01830651302051925,,,-0.05358093142475992,,,,-0.011459299661596572,-0.044656418660689874
LEFTY2,-0.008587119369874167,-0.0021999640629166923,-0.01184640850353285,0.07362387034695207,-0.020202244411966577,0.20131055170633644,0.06696908949502633,0.10292554684499046,0.09328057716611025,-0.030318718826196057,0.05235154024467656,0.10969900390504209,,0.021584637424631927,0.0083218801026033,-0.035261068390817114,0.014858571593871075,0.011278796779338516
PF4,,,-0.010645179627101748,,,,,,,,,,,,0.025993710131377752,,-0.02675833884154675,0.010803227761483562
ANGPTL2,0.014988317021611535,0.023644601333724532,-0.020658712545356776,-0.02402306375369318,-0.0003229879855563122,0.15710114591540655,0.05461534177346431,0.0335323384071514,0.003076421284971973,0.03626866085740106,0.04517379843323801,0.15229544440222478,0.06765080674529593,0.07723890622808988,0.1316993672456641,0.011192950911071127,-0.01578725798161289,-0.011389910355500786
LRIG2,0.0034542753909691283,0.029875498886809463,0.013920858876827298,0.07059840117882457,0.06745757726036143,0.13978847021941507,0.04049677262519995,-0.001843088778997432,0.02746953200719116,0.06512513286458585,0.054893376018602995,-0.028108429248210193,-0.02098093924215695,0.027026999256271087,0.06350785224523804,0.019981607302585736,0.040821812478904554,-0.020085915115258257
ICOSLG,-0.006177968389711394,0.04137465079342739,0.006553085143896051,0.009444061371242832,0.0015797834677818564,0.04005494932409224,0.057481792046206986,-0.02328820841017054,-0.01858982216085062,0.039643817088120425,0.09604348453294835,0.0054636212843387185,0.037934370732605555,0.01395526720934687,0.11252036775542339,0.0032265164767117317,0.06072681603300263,-0.030605613734960426
WIF1,,0.013070742271611436,,-0.02726978241480647,0.0026115395569358477,-0.08919239023676388,-0.06991694782227297,-0.018273142602665837,-0.018432897031802047,-0.01694210774520066,,,,,,,,-0.047297987847303415
NPPC,0.10345533919771165,-0.03188748647494265,,-0.039404590040787904,-0.021401229049665096,-0.003655518002253759,0.017464166356258182,-0.03564509516878054,-0.013613195802611689,0.08808006078674194,-0.03286388207345227,-0.04597228060959705,-0.03947029743663358,0.01776087727948006,0.06116977056377757,-0.00836054247436531,,-0.011515755259911343
LYZ,-0.046236186359227924,-0.0590166555380768,0.04628206880492165,0.04059567642674575,-0.014476800302196098,-0.018462350530351987,0.06358523710291032,0.01615583709310129,-0.003580352881819726,-0.0015311985589351576,0.08245089150628539,-0.03500737900086256,0.06072621852851666,0.0745970208314285,0.0004209551445374847,0.0033970112050283837,-0.010855845941007627,-0.016042172614268647
EREG,,,,-0.039607381426808246,-0.041944346489152726,,,,,,,,,0.07795543075119922,-0.07929659408201385,,-0.040411289856922425,0.07354760688965148
SPTAN1,0.07504026576358652,0.028203943401605362,0.024906110259814762,0.01630751883556553,0.07170703422878574,-0.03032207865874141,-0.0817778181552125,0.010647434057002952,0.02677617453916906,-0.023396310608622073,-0.011633406583850417,0.08705182520962093,0.06523800635576085,0.010141875883545795,0.02095196146204061,0.035000035368124,0.013111406301706444,-0.06007778290677078
LIPC,0.021880612499120572,0.03121318630147778,-0.016021564265872375,,-0.028857273699549022,-0.031469403551049116,0.08621862328549924,-0.01264887025182047,,-0.012323140516424051,-0.03484878285649897,-0.008897065818638196,0.0070541026857477065,,,-0.03331722578023381,0.05408966764203639,-0.017799096439766803
COL8A1,0.039075698702505685,0.0751988025726656,-0.023055397045679056,-0.03668637996130501,-0.04657976933883301,0.01324894858107496,-0.01717569991375621,0.07935122434643335,-0.015059469897910937,0.033069267505289816,0.06783368001023322,0.044192926069358575,-0.0032723239879924003,0.14841636264716043,0.05293279721602314,0.0580799379248738,-0.03156885662321263,0.07754033710311035
GSTM2,-0.009922373814322023,-0.04909293018433621,0.033687879455701966,0.07357521877620876,0.03693802536761967,-0.017160553407637696,0.024146796694745808,-0.04527616746241067,-0.02895199745329793,-0.03427834794207102,0.0639955380517176,0.031086186224500587,0.017393995798356914,0.059900853900927094,0.03079926165254067,-0.03636215813021171,0.01522556692122949,-0.04570367890850784
IL4,,,,,,,,,,,,-0.002797558503850616,,,,,,
SPX,-0.0015310414424336654,0.022058241528187493,-0.026177528222838805,,0.04839877000881446,-0.0342723426708027,-0.013112396583305739,-0.03363757346370367,-0.017886121320382125,-0.06150305516784721,0.029129798056422202,,,0.045291014693375854,0.02009722216675506,-0.02702083999862489,0.04253091177720614,-0.07570933254304335
MFGE8,0.054570311227930594,0.0600091953506931,0.019657097127473683,-0.11151801047155194,0.03846430631414514,0.040247463308516834,0.033952989831673545,0.0607062917934648,0.018577667517571155,0.047874296844846,0.01583725956797727,0.071544813244515,0.0707643059222195,0.08589417643358858,-0.005717899066604135,0.018959202165862336,0.02098683224236435,0.024810352799086062
TGFA,0.0021995733002931014,0.013481508228873479,0.027280817510853775,-0.002044190560539537,0.009743053626610486,0.06919685185473644,0.08855287802455833,0.008400988760195576,-0.032687403028832634,0.04887757513529877,-0.055499040289069455,-0.013475890257417203,-0.057356210923121494,0.11885911288358122,0.07472699718240258,0.02520107016053556,-0.008312013384499273,0.07893218589589328
SLIT2,0.04004227978267031,-0.02394373521805262,0.02065149892235419,-0.0014384885186356305,0.09540127330395316,0.10048293158610618,0.013127432957028392,0.03512740862374784,0.048865887484585604,-0.04921984599950563,0.07671177449990516,0.012985852850766208,0.11426721431139654,0.12549144184200015,0.0781366403141708,-0.04035565713533395,-0.005523673078949931,0.05951279959304561
PLTP,0.04573072701440302,0.02048116568845886,0.022105336722484183,0.05566231432731731,-0.02522151385046231,-0.009362234236212255,0.09593166497795541,-0.006379888272186724,0.015520502478171829,0.01098405629792757,0.007616802019951801,0.0034583180532658086,0.023359575117005635,0.01319487283101669,0.030617839938697305,0.07264575841255289,-0.03412370290997549,-0.04839585387822638
APOD,-0.15326060644006942,-0.008884090141525526,-0.019515179529162343,0.0310698089820263,-0.014430647094745884,-0.06822949395642319,0.09927074048294275,-0.02685569428191256,0.04395714072535114,-0.09546570963361248,0.0074349309922331405,0.10814670532635355,0.03030821985118948,0.08889018276614363,0.1592131547168323,-0.040888076938875174,0.029274376047364825,0.020888266090323904
B2M,0.024919664562227686,0.046735189394123855,0.012067893011445046,0.06333276436478556,-0.04290945820587387,0.06002843066503159,0.09769668612797347,0.0014695813439806278,-0.006698711262645562,0.08872093504265757,0.16299427464474536,0.04557846899902928,0.06467324676697243,0.12399554103787291,0.146507483536483,0.040038058463168553,-0.07730779297072428,-0.01055196417002461
OMG,-0.029494303670012854,0.053454434270375814,0.02265744948245303,0.003446300575009999,-2.1599502427986765e-05,-0.06339868693510044,-0.03506988460656477,-0.008461072762955085,0.02130896692466498,-0.06294560005677974,-0.029632373566022305,0.14447642986971893,0.053295441079676625,0.08415016139864652,0.09731159008888868,0.01736758459699168,0.08496038591848055,-0.12965663710518063
CXCL3,-0.02121349773724293,-0.03508871544741155,-0.021885476230598905,-0.018461860139862,-0.003888855534501646,,0.07427203647400409,-0.010532860349386454,-0.010478997431499042,0.0016079712700190006,-0.011930782513211877,0.08282593196990637,,0.015587651359460808,-0.05520815217641584,-0.020147852751345435,0.04503544515323998,0.07256821860264183
CXCL10,-0.010819649248319142,-0.04528833206206878,-0.015233295166600411,,-0.0063321475019087,0.025127178497419734,0.06704316258071746,0.05289359914967466,-0.015918364074091085,0.055743510008546285,0.1396359502077156,-0.06279263434852181,0.0907424497987502,0.02079656489879083,-0.028349728801540432,0.06811578962550584,0.04642460823173037,0.029992974996812107
RSPO3,,,,-0.029383936593117145,0.03368571084936001,0.021163832030228872,-0.034230322978438345,0.028878300750756928,0.022152786193863728,-0.01848305143795499,,,,0.08888768402209249,0.1397922474066047,,-0.019069635815721957,-0.013807523914448616
CORT,-0.026342255840273957,0.00991580217646566,-0.019011616712339457,-0.01151219032417234,0.018492557106095875,-0.0219716527253283,0.007436295971494595,-0.007891559749706473,-0.03442886111279167,0.04189305528404194,,,,0.027617493616841647,0.05328793602659461,,,
NCAN,-0.012410860325091078,0.09486866823281728,-0.0418637317683333,0.036553588367854835,0.079708578771276,0.08633691811055645,0.024377399814290927,0.06080411633375915,-0.0153751518589145,-0.022746812028544425,-0.019499452153778195,0.03986678683573732,0.10072424338918692,0.06487132974647657,0.14511458850004688,0.0229629505095767,0.09456859311946487,-0.0735036718529839
PRG4,,0.11951717835532079,,0.04772218184161107,0.05136535367208139,,-0.02965275962905656,-0.010928310095996454,,-0.021609742492081536,,,,-0.0013013033816319808,0.04823620641030709,,-0.03328157648140702,0.02438504180885482
ZG16B,,,-0.01280974353476122,,,,-0.0201650908390443,-0.016177788225629045,,,,,,,,,-0.02377778359026442,-0.029843148101361707
TGM2,0.0974630837612255,-0.009233515594158774,0.012829439518472556,-0.0009989373904561478,-0.0075315984334890776,0.06036970810181953,0.07597155635078864,0.009365274067958448,0.0010435321213942944,-0.024516185538267694,0.08481396122684971,-0.056507118175567195,0.04738506481276425,0.0628137508686025,-0.029226930507375626,0.06677041377800581,-0.01336400070305678,0.02563486517285292
VEGFC,0.13368282142374588,-0.03668767877630575,-0.01644820399576804,-0.018556883743997853,0.02764092505727784,-0.04160111151583024,0.019145465734957533,0.08082634046513415,0.04056615622497337,-0.02205360357455149,0.04570160709656781,0.04106440069107056,0.016457990340446156,0.031729596792756394,0.002034907200968976,-0.026575349778350413,-0.06328489702294683,-0.0052999299125031435
WNT6,,0.08092585373631699,0.015171492474480694,0.006184898101884115,-0.015884627744232795,0.0496717088858893,-0.0020052631731798656,0.028595276573006236,,-0.01924727156067204,,-0.010217839400398394,,-0.030962539496300182,0.056750276601921536,,-0.028716560573237244,0.0011527539879985828
NRG4,,-0.03467562072679025,,0.025149833577197855,0.050556439087611205,0.1031981954138563,0.07955690305387914,0.005159157559785802,0.04196432311757454,0.11685015169689036,,,0.02507273746848916,,,-0.021339622017858304,0.0033062571789588915,-0.04637400633652543
PMCH,,,,,,,,1.711076501918166e-05,,,,,,0.03682144432125405,-0.012896998730463889,,-0.04112138379441349,0.0337950222224541
COL9A1,0.11164438535732868,0.04734409095817434,-0.02942356605261871,0.07713194636101478,-0.004074247838481879,0.23248867776473386,0.018081253451618286,0.02908225847307264,-0.006524858684729706,-0.006666713926640724,-0.038426649581656584,0.012185901674298626,0.008727534866820553,-0.03042269670569167,0.10761366856627745,-0.024920158301469136,0.00949413614245069,0.018022244643322197
GDF11,0.044595305706035045,0.026988552911738562,-0.004836528358462052,-0.023364635616893767,0.09298140378992209,0.08172621652315912,0.020554465251293823,0.047029501986570146,0.012397825101725353,-0.008881823495396277,-0.03646343957819513,0.07336646229053378,0.03569244058172283,0.010843554994838564,0.01366652909581624,0.012072078793081432,0.10453308057448894,-0.06775395697846462
RAET1E,,,,,,,,,,,,,,,,,-0.020919257340979033,
IL24,,,,,,,,,,,,,,-0.033529937289177136,-0.028845084776741883,,,-0.02126295220052009
SORBS1,0.018562568158164,0.10817605570409569,0.0228824017014989,0.03937614599073738,0.02702980252922137,-0.03963813882375821,0.0014036832989941044,0.05282016405191187,0.046274010290810574,0.026805586812714617,-0.022013786758739825,0.09363185750968665,-0.016273439892910718,0.016279530364979245,0.02396449980448192,-0.00887521027595703,0.026945257779560465,-0.0084311582103171
