,UKF260,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
MIA,-0.03058926711892252,-0.0027983567315436795,-0.015127749322703499,-0.0057567775435397985,0.00664940361273745,0.06221483554248467,-0.02431619379299968,0.024928688796642916,
COL4A4,-0.10061956503393628,-0.012183582593696209,0.021829843410709933,-0.012884209418939056,-0.03272093231730256,0.013523049736607015,0.02324953964717849,-0.042158005908071776,
TAC1,0.06604065840489154,0.026432064683795116,0.01915282941632604,,,-0.006646597482853583,0.3014592619845595,0.029633609605217534,0.052373881531803904
RARRES2,-0.06263888095304243,0.03849126298133073,-0.0173659743282604,-0.03679349618668736,0.002896582725083448,-0.06131212066814261,0.00586312306700988,-0.046844303290299885,0.08406448789948048
FGF7,0.03202608823966003,-0.0006188359415058909,0.010170405826839405,-0.014137956243166737,-0.06644150160745028,0.007685171926166444,0.005793019717177727,-0.008398615303728449,0.0637496803805914
EFNA2,,,,,0.06691061277170135,,,,
HBEGF,-0.06360149140768248,0.010863561813979399,0.04472141396805046,-0.05147751426478127,0.054825382551499637,-0.041777600853892184,0.02849490592337532,-0.009356026458076806,-0.08317504825522637
CSF3,-0.04469305628144249,,,0.011315657064207927,0.01457479444490166,-0.013702741580107274,-0.014520841468470894,-0.03270305612704828,
PI3,-0.017744539626190457,,,-0.01691113765616866,0.021613464171267204,0.0241352828447715,-0.03154896443433366,-0.02383972242763968,
PCSK1N,0.020575424229048466,-0.03210390783434625,0.022705305320549568,-0.04034093857608494,0.014176442927885589,0.02444657811362179,-0.01096703018891145,-0.02035753141654807,0.03970026304185309
NTS,-0.05194611074812948,-0.03181383488250842,0.04529617934779028,-0.04424522701127226,-0.02366308482447181,-0.04539221356846069,-0.002191386813790526,,
SFRP1,0.06465515512774483,0.05914314740921182,-0.002168858815036654,-0.06000230613141215,0.03361663407610984,0.009308332844528143,-0.02100370191898111,-0.0178127248049003,-0.010933319205018995
CXCL13,0.06388401508737146,,,-0.0426010655882506,0.006966771777073825,0.03914335123985545,,-0.035970142152316975,
MICA,0.016442634044306643,5.476957185293569e-05,0.008049939980489187,0.06985943064826436,0.03201619146461263,0.012041519643611956,0.0429052995978188,0.009192756287758898,0.07229715099371269
TG,0.0031216139516848196,0.0073496022431943815,-0.013123570703519806,0.09241487805799486,-0.02914367572520026,0.0768213206562974,-0.02831841060337223,0.011344332688799856,
ADA,0.001787876946935629,0.0997746612891884,-0.021313734220774597,0.03398555094806542,0.02433285472175894,-0.02086056029682426,0.022832496900882078,0.00047458745877988377,0.08268859456220826
LAMC3,0.0174651692530606,-0.02337676276467397,0.05661234514397266,0.09145046075381101,0.07773273843864714,0.006415900094931881,-0.035537318887905955,-0.024186062318431515,0.11677542815105829
CCL7,-0.007063981657602447,,,0.01947387359428965,,,-0.015216434285687287,-0.012396859555020276,
NGF,0.03770953816416791,0.008922175485677307,,-0.019154321104553694,-0.019161796768290506,-0.03979464119221204,-0.027211571174542402,0.018125425966375446,
TNFSF15,-0.017209589002913427,-0.04254892529843012,,0.08539157164998269,,-0.004436236177460057,0.07050464214493218,0.02767112313506202,
HMGB1,0.0322919410898212,0.017816399913574702,-0.011510109115667305,0.04270761542646823,0.06934977596270887,0.05015808950853686,0.007275063544659454,0.005721287422396215,-0.054664047606252084
ITGB3BP,0.027097881663464756,-0.014243960088322427,-0.07340003669232414,0.0075769316651564935,0.03469232228925002,0.043808480434829135,0.06758519344202141,0.008694225067787675,0.09890503435965484
AANAT,-0.01550686892409572,,0.0037098660215171405,-0.024937057910699847,0.05257265325473619,,-0.01609962203271124,0.012393519425630611,
RELN,-0.02837207202904707,0.02518481780475677,0.0474414180024266,,,-0.026735661537396097,,0.0065519475327411375,-0.027720314759194693
IL15,-0.017466219042094795,0.022785610916745934,0.006452853346899612,0.04348803769770718,0.052887706572709,0.03839879125727081,-2.3678416767419078e-05,0.02623020639932021,
UTS2,,,,-0.021235729894088715,,,,,
BSG,-0.018518683308785786,0.02120440649241153,0.019982206546325355,-0.040929578417333176,0.023277569273102802,-0.026637984594552053,0.05457876380032794,0.008180426804981326,-0.07743069258035674
ADAMTS3,-0.05656054874269276,0.026250906584624725,-0.025393609456691273,-0.005133553414026703,-0.031443554271223514,0.026674449818454505,0.0972847638132209,-0.0271167288562031,
CD34,0.0274773068071018,-0.07283562666564176,0.0119021803704151,0.031760833147935,0.09747324358557223,0.011115855359005751,0.005546107331092491,-0.04042198636493931,0.177664138753827
PLAT,-0.006852062667195606,0.05475922621059184,-0.030662660219413225,0.0029114347669942256,0.02150677016770507,0.03588692318002933,0.012160530962531266,0.036876200442770735,-0.027642011856168852
NTF3,,,-0.012677950558258018,-0.018905218115434896,0.03527411170678972,-0.043809592629577704,,,
LTA,,,,,,,-0.021667664984758295,,
CKLF,-0.032033198048830966,0.01374185027176813,0.029793935255345103,0.10399087855220412,0.058969701946395656,-0.0018332730349390025,-0.00013525581401854252,0.0005607945109467417,-0.05629953941026051
CD24,0.03306828132644397,0.019370817138956997,0.01611200552307232,0.007638361675416041,0.01253546049497317,-0.039979285831044487,0.06742423545008683,0.031565496686691584,0.009191846984387332
HSP90AA1,0.07520064329072387,0.033591903914681163,0.023180323086481262,-0.07132802065708059,0.007688942205935741,0.0022987269685821503,0.006263247008200654,0.0507087215833381,-0.027061102562492664
BMP4,0.019228993047875162,0.018188372096317823,-0.05562964345518055,0.012460867989696091,0.006105023983689816,0.008624382326800132,0.08882606251354039,0.03929746256660327,
SCGB3A1,0.179102942045792,0.021749555798568933,-0.01276040522328513,0.041742724781877336,0.1446885648400244,-0.0026850719370909363,-0.01851319756362138,-0.05441188243481698,
IGFBP4,-0.06002923071315679,-0.05816639789829659,-0.044647030414085416,0.010865283960987949,0.054947355505964954,-0.0019307713485519921,0.018413485649960433,-0.004104242364119324,-0.00619548304226773
RSPO4,-0.02131365049210167,,-0.012760403356787206,,,-0.030955914068602063,0.048116920279423665,-0.019317800290757005,
LEFTY2,-0.03308208023230111,0.03560113762085169,-0.013991938343879191,-0.02412990838487459,0.0136414148926102,0.005752244685591915,0.11758605970967731,0.013936796460668787,
PF4,,,,,-0.01780240768087352,,0.037888774928177146,-0.007301453711645702,
ANGPTL2,-0.039617408167773704,0.008605493150797392,0.08548042197835953,0.04225339440446446,0.016282257524282407,-0.002313362762274513,-0.013218569295598007,0.08147016564023618,-0.013581744243773466
LRIG2,0.039599183929014584,0.015469204994916453,0.04506691830830405,0.009615832318891676,0.02990838729684485,0.0019022124265451613,-0.009032558737981315,0.007819470366700304,-0.11858349373241489
ICOSLG,-0.017742127713178166,-0.04925392234055264,-0.024216862669188717,0.003072772418203532,0.012818314928527573,-0.018662958955343634,0.01903572178027368,-0.011413832499168632,0.004814405283492566
WIF1,0.05441850428524827,0.0229004735463182,-0.011436251254265433,,,-0.02877652057560665,,-0.03822206867223244,0.04594791302383514
NPPC,-0.037180021058703376,-0.016718121238951413,-0.017733837924221365,-0.031644612592835575,-0.009007389256617862,-0.014552676096141512,,-0.021864547275098917,0.02995076311538041
LYZ,-0.02128116446552618,-0.02243810923618817,0.0761617540375009,-0.04255442090628647,-0.003103785446322845,0.04365174502977271,0.058151003688009795,0.06365991059484584,-0.06337237489844154
EREG,-0.01727114233329437,,,-0.05769837585055993,-0.04863226566371875,0.07163228105525586,-0.03272318557524382,0.2191769973671502,
SPTAN1,0.04501119619923516,0.058298189347697954,-0.004043550192222637,0.02075301555143282,-0.008962883118251863,-0.01804199925498855,0.0037582037310700716,-0.040563053338985126,0.08228350260132922
PTH2,,,,,,-0.0014223012120294994,,,
LIPC,-0.02063512170253552,-0.030011410585049896,,,,,0.03276683318252618,-0.04170941888726962,
COL8A1,-0.019736087985482743,0.03840565575085563,-0.0008760021599275597,0.032200733423965205,0.01768027165645554,-0.03942936518655126,0.058247105593487454,-0.013094466498493388,
GSTM2,-0.004995830695289902,-0.010819773431967144,0.021214682865936123,0.027191450240495182,-0.01585588117075719,0.040724290666036646,-0.04773521218717872,-0.0274465626500497,
SPX,0.1380818407496994,0.05192968574084221,-0.0448783947116417,-0.028659753385470468,-0.02210396461440106,-0.02241121794484664,-0.0072673615354330555,-0.014187058022356043,0.015053482054113372
MFGE8,0.05825816255119186,0.049897883329229155,0.02140767908132731,-0.0009537580584160133,0.04492708152914039,0.009244395188747914,-0.058241299752146515,-0.04259127271955065,-0.015042366515651126
TGFA,-0.038633597153162974,-0.032767624835611894,-0.029205820876085368,0.004290062785855108,0.012067739825067803,0.002806677361257412,0.0844942955279377,0.04248104456717881,0.01185024619681729
SLIT2,0.01743938456462969,-0.015190895076762703,-0.04861779536737555,0.01749358404492832,0.022289889429203336,-0.004865909769313373,0.03338575746070103,-0.001478630475039951,0.09529920392532931
PLTP,-0.02748717567349758,-0.03347186627379892,-0.064099376912117,0.023991228755913998,0.030330875131658268,-0.003011352360295047,0.005400677617656188,-0.035706764215562785,0.004042277029211231
APOD,0.007801394242041958,0.023089823451671713,0.03879222133668655,0.03611280024361079,0.013515290605336404,-0.005272376254505146,0.08556835599020575,-0.06705729031523684,-0.0622961729673205
B2M,-0.07660905343393061,-0.05710330071706906,0.0040330776929051555,0.038892306148301824,0.07155380267582546,-0.0092007423373426,-0.029517342553694554,0.06970733499647065,-0.06530713445932597
OMG,0.048581903052774184,0.04977535297008958,0.035715114163026286,0.0581070464985875,0.03244954102872414,-0.05445111268457919,-0.04445670786740133,6.689006610011227e-05,0.04638325434899074
CXCL3,-0.029921596258679888,,-0.013650934339964756,-0.029128058793036805,0.03081696098954808,-0.013896103047447417,-0.011259118925477582,-0.06163729030421176,
CXCL10,0.03813187021422269,0.06025408599365597,0.007989861956394551,0.029693282929603392,0.11501418593755992,-0.042298407931752775,0.021930237604977768,0.05574690213370562,
RSPO3,0.12348533682655455,0.015905520100402835,-0.03314861286309186,-0.04376232838257522,0.053916293074203765,-0.022367237460159575,0.0371395307898463,-0.011743698129465952,0.12675649831874586
CORT,-0.025043820343303054,0.05689680631101777,0.006297143854198908,0.022333466920004236,-0.018629314811010832,0.06361177942860728,,,0.11480328298493288
NCAN,0.10439281685062146,-0.015939764690041644,-0.007928276237247532,0.049479030133048524,0.011898146716315184,-0.057054773658843816,-0.0033885969589152894,0.009813969495044778,-0.0049574347188564025
PRG4,0.10840117701765332,,,0.010595372932491152,0.07590096732721567,-0.01449491777245475,-0.009906687199682263,-0.037227353064972095,
ZG16B,,,,,,,-0.0192541447636798,-0.02281742728347795,
TGM2,0.02446205793283869,-0.036579987725152086,0.0034824552471738063,0.09427838499547024,0.08092648865217493,-0.0020990734278577288,0.02578347454931752,0.00697043837852726,0.00800230056736114
VEGFC,0.05858927015515917,-0.030399975633200762,-0.0013879608378410948,-0.012533989360260777,0.06230694291474448,0.030322025710606094,-0.015552755858816603,0.004763719334243175,
WNT6,0.07108024330575027,0.017344197434775627,,0.010554662692834152,0.036462285902432466,0.01576757509427418,0.013569308153296204,-0.023577248105996314,
NRG4,-0.021044576670522445,-0.01808859931490733,-0.019641928378791397,,,0.09301158498168216,-0.015441707102080026,-0.03545656489835713,
PMCH,,,,0.12620924958124732,-0.02613792533727442,0.009128373839497241,-0.03329818666465832,-0.03418136328976173,
COL9A1,-0.023660672877721604,-0.03061533386782663,0.016325526557611224,0.001849549090448421,0.0008842307005250987,0.025717621589528,0.01330183757032949,-0.049704431872432286,-0.05822762673121078
GDF11,0.033034593872826354,-0.012901470770306142,0.0660213710497608,0.06346193639308055,0.024651358483438992,-0.012994069516807332,0.007923142547849316,-0.027157567055732145,-0.10430106343205366
RAET1E,,,,,,,-0.01693944297469328,,
IL24,,,,-0.02154149047085173,-0.01751855734147885,,,-0.03963926003316319,
SORBS1,0.007617623853895242,-0.06796988121553127,-0.019047299685033107,-0.016817444182655215,0.08407318804877488,0.03494252604008501,0.03297509061460078,-0.020172416487895375,0.019743277961491452
DLL1,-0.008262420162065257,0.025972076494198675,0.037564109477573035,0.06557612195270066,-0.006082127731229741,0.08763298310460972,-0.04211063904131238,0.023081685169200766,0.004656231857123137
TLN1,-0.0789826969295256,0.00884517243692219,0.03623018316996931,-0.050326992354665576,0.002777013001856869,-0.00509631662318276,0.014760097552972811,0.07721697950845671,0.08180283805759925
COL2A1,-0.013196016246641231,-0.033643078662538954,,0.08122327045109269,0.008674835908937988,-0.008354602719726116,-0.022472900467739466,0.032417189797240405,
SHH,0.009153805678307222,-0.005930745918008829,-0.014651220917827652,0.015011992204836126,-0.04705409741030615,0.05471930745182853,-0.027289143110093207,0.056557640014058996,
PON2,-0.035025724282499275,0.02344383775827239,0.051616998448423636,0.01365270092125028,0.036240142350262426,-0.06935928101520143,0.01731885748980433,-0.032100626741109015,-0.013123997060057534
ICAM5,0.13068618326690712,0.024853230003582784,-0.010482689840737027,-0.05276330702396202,0.0007387635729635051,-0.011537009962958398,0.003377460517292397,-0.03750111923011136,0.05353837995828916
HPX,-0.02715707126285999,0.10255438640266867,-0.012760403922392548,0.03141288250820508,0.00042604362206355624,0.008529023365990233,-0.035635445368942094,-0.0565845692549547,
SFRP2,,-0.051855300687908265,0.022215730321717427,0.07144979561803609,-0.029322955882901135,0.033262298924805804,0.036731614613928876,-0.04867830525996975,0.03370031683213984
CFC1,,0.05385575643653826,,,,,,-0.03137348110933178,
CD70,,,,0.006147326480110651,0.003098790469091707,-0.032786904204525805,-0.023559114288336094,0.0018194953090102106,
HP,-0.04202022661595007,,0.004459574412535836,-0.0002964538271253169,0.056880363807466285,0.04595661429454479,-0.023099104898989944,0.04280922167609183,
CXCL2,-0.060082491585785096,0.017054255205561357,-0.0014325808314905007,-0.03409699196559692,0.03554683511367777,-0.012641057148486606,0.06115495243129913,-0.007966321239618782,0.031045368549650378
NPPB,,,,-0.03353080259156516,0.028706436779127476,0.033228224139546104,-0.015663892108736685,,
CCK,0.11308553426062819,0.032925781594592994,-0.0141046572394988,0.00020757820730284366,0.05066015906070815,0.004467922057874727,0.059914887971651225,0.025975079971999118,0.10221441926044397
SEMA6A,0.08450891203070994,0.03233911463486322,0.017367899005654195,0.0359409414277512,0.06932434345807402,-0.042249511188638865,0.03074009892466873,0.021538339626779625,0.0031289731910414576
IRAK4,0.0005228007908112631,-0.02364195772890128,0.025019275793431345,0.029645135576369025,-0.014487829941373868,0.0539562809648121,0.01826972073973247,0.06076002776480637,-0.00844496162814476
GSTP1,-0.05830223777374758,-0.04658925635309579,0.00976328014755129,0.025698533545792098,0.011751176308364414,0.08253243407443381,0.01768888273488968,0.013220428592842594,0.06225955944373422
VCAM1,-0.0476161019539783,-0.0003389556776230191,0.005334841760459112,-0.03255817487075835,0.0024278716830466165,-0.055438926539924015,-0.02337027313801821,0.042092521854060524,-0.02851507047954564
NXPH3,0.011057863669265694,-0.03459547140257235,-0.008890546003965211,-0.028935399045478066,0.020785874719907053,-0.0039596458533150344,-0.01542615285986522,0.019485546431007656,0.1378199014452291
MTMR4,-0.04532641063013675,0.07058990476692227,-0.02517502172046591,0.0030980928190548714,0.028980670632237263,-0.01560504164723337,0.010534563258953827,0.047803553591679274,0.009040917159885519
LAMC2,,-0.007417621914538593,,0.10330262395611403,-0.02300678140222521,0.04156048755978164,0.01236812744451657,0.04098326017682027,
IL10,-0.04090572569233667,,,0.012565529168329556,0.05347236343112558,-0.020566370098283195,0.05719165260825546,0.06614152871866757,
SEMA4D,-0.00876303701139094,-0.026612082310815455,0.005292084661427106,0.0040180235673380965,-0.05485045570995444,-0.08576198533253857,0.04236515896733159,0.008305705519981846,-0.054559127825386224
TRH,0.0969375800329415,-0.02328085869671477,,0.0022867533336629986,0.09434829307829307,0.009325047052214817,0.006755477985494633,0.09166815262891978,
SEMA6D,0.02770412702024468,-0.010097121618345894,0.005735133102433731,0.04288967494388619,0.024599054700677147,0.004295103564785527,-0.03790282687752975,0.017060144487103843,0.02071680415722721
CEL,0.04483972757056209,,,-0.03262129460679502,0.00025957013187715577,0.018773818385987576,0.034785475370185934,0.051198407535349794,
PDCD1LG2,-0.028872979646889497,0.05502409838144924,0.012745962526729219,0.04146175019978894,0.011770716306340644,-0.001500196752506529,0.022083904745763966,0.09764901466792418,
SPINT1,0.12477050406304722,0.01128211815668849,0.0064493588495637445,0.038651753504440174,0.032375268172434385,-0.02081233926351637,0.060036163117049325,-0.026947616198191398,
CTHRC1,0.011944396608792936,0.006982098838249148,0.013884951899868506,0.03270840260370334,0.07299376140290881,0.022974485817591504,0.000503214234294413,0.011543388111589815,0.15328842997226924
PODXL,-0.057115417625129616,-0.039615022180440274,0.01602194374914656,0.06858765568720687,0.09508416004841017,-0.029227794878189172,-0.09546161389564271,0.07335179956974835,0.07785557838154934
JAM3,-0.008171437073965669,-0.06850617414592486,0.0280645898085634,0.043119578302654095,0.08201795309853521,0.0034657092083568456,0.002393382065994196,0.02668683172624254,-0.03185481162444342
TGFB2,-0.005291059241941482,0.08769325480693578,-0.025349848175086037,0.10480651864338258,0.04266900641550405,-0.039160934603687754,0.05466810322059285,0.035554457536876145,0.0005101529268733159
COL18A1,-0.0690339513592754,-0.06204933210497192,-0.010139663199983624,0.025781979434673894,0.05761659842745512,0.02778301102725731,-0.06991229776287743,0.03003868749384568,-0.05622062705763266
NODAL,-0.006048254932210969,0.03308207951966632,,-0.018907576026393723,-0.02163954503413567,-0.026125287359105288,-0.024011393742903172,0.06410885741356077,
INHBB,0.0018425003314158114,0.007689693886821407,0.009908058354124206,0.06502394419953007,0.08003368475032493,0.005509466756133639,0.010972788593375256,0.012489808296060983,0.004758578620261842
LCN1,,,,-0.03425243534759098,-0.020435813239078632,,-0.017742064166324633,-0.023948649234004443,
ARF4,0.0038847870071823973,-0.01243157365168428,-0.0347752621972834,0.006289330519449091,0.02374610010210983,0.03445506815893696,-0.0006745894441093355,0.05444114442041965,-0.06168841357069579
CXCL14,0.09891394875819305,0.02436713083163265,-0.01665348699538401,0.0028747216196602656,0.017431944827271808,-0.022904328229522902,0.08590195325619736,0.02329646560288438,-0.020392945736752297
LIF,-0.04246000063573507,-0.016528137731146357,-0.015127750164147543,-0.03882523201928257,-0.0010269774546453013,0.008636365212543677,0.04997031161303607,0.00932612353951087,
IL17B,,,,0.026914019406547467,-0.01968336418202909,0.07612893689673797,-0.029968828888093987,-0.027077240371923165,
MMP1,-0.012985877628623318,,,-0.03709704751048027,0.01530101200201014,-0.023535913274132368,-0.05269367671916782,3.0803480485038243e-06,
MATN1,,-0.015912477610419876,,0.03175160274346893,0.04126753757967909,0.0028390396469096498,-0.021337994340841875,-0.024675761048353843,
ADAM28,0.03996250091244248,-0.02883456105083764,-0.028150267396566172,-0.003623922355532118,0.004792157000037814,-0.0019091984920146612,0.10591371444896003,-0.018488005648507805,0.02916466115418668
TCN2,-0.015459982925383982,-0.04535411981961242,-0.05814915463636857,0.06361810447060644,0.0411088632808925,-0.010479074040087936,0.038926628146495,-0.006862718757459159,0.031735878734368665
THPO,,-0.02209808762272703,-0.015741860617560187,,,-0.02905717759246709,0.01241412847748565,0.019686128072261878,
CUBN,0.03649560898720167,-0.035046602652345535,0.006620878691502578,0.08261507889058432,0.07483237536695192,-0.011110278222885201,-0.04755058330005074,-0.015219756217652626,
TIMP3,0.06445548312779896,-0.01885698805483659,0.0244330247945454,0.03175862136739839,0.02192553838026642,-0.0090775415946262,-0.006736390050058589,0.01773655537645453,0.010509201717447507
PIGF,-0.03168702911994089,-0.0037815176217236538,-0.02537607751587725,0.045375696814915906,0.02756586274047329,0.07459530390886851,-0.02532226971057244,-0.04948529053110282,0.04532607014224788
CRH,0.09556071509174575,-0.004761703829369591,0.02401616490073179,-0.034712539023770195,0.09561715305695355,-0.04965806567070127,-0.02630921039930136,0.05624295002597479,-0.009754098172526763
BDNF,-0.0037523139430180384,0.04147267427957349,-0.025608156530355152,0.06071073844563156,0.03804399837407037,-0.03195879870515694,0.09039910928719537,0.037998121071171065,0.2014791843550711
CCL5,-0.027270967990908702,0.052456344429576356,0.07176333248782808,-0.006499673115134382,0.019735317426059714,-0.033094661456623924,-0.003943754573899808,-0.03435394988321278,
GAD1,0.09879236026044534,0.08842411987130856,-0.005848506650919533,-0.030903001381214202,-0.0037322974386005863,0.06704417219437114,0.043896308392673763,0.028919991115193586,0.050595635447042354
COL14A1,-0.050674360478656234,-0.030015438921113503,-0.02061963442918683,-0.005421280330946923,-0.01903312449061444,-0.01948350155011761,0.05756062189657595,0.05993729835309199,
HLA-A,-0.10536624025838645,-0.03146702578608238,-0.02034550386954091,-0.03448745962283429,0.03350735042658943,0.048433661388962865,-0.010026914308944843,-0.0024355528474801127,0.028829558335871388
FGF18,-0.018004781945862865,0.014853860736590781,,-0.023267819054879412,-0.01864348010671197,-0.040671732901504574,0.030766396038593203,-0.00440022688215963,
ADM,-0.0185364993338497,-0.07381534203067859,0.021261626394299633,-0.0581965811410732,-0.026062812263465542,0.01981385109008852,0.05884098938582075,-0.011530884768185558,-0.02281344135717462
CCL15,,,0.04832359325551573,,,,-0.015216439769590364,,
GNAI2,-0.04599087047882415,-0.04360329732121724,-0.02425945938566117,0.02357850748378058,-0.01337835346953217,0.006458831423275213,0.008130369483556645,0.03626523859825164,0.004639331186461691
HDC,,,0.03893526330101274,,,,0.042203644412017724,-0.024675749872935204,
COL11A1,-0.029795724782775573,-0.0447147041787321,0.006586333657401551,0.011356272182645396,0.014422093079055563,0.057377435417196955,0.03838522112154713,0.014829854630751399,0.06628810241219127
NUCB2,-0.007863497405384988,0.030769654164010663,-0.03919864177568531,0.0040241127329218,0.007120967867712536,0.04076783421712872,-0.0468735530293051,0.023189331649104285,0.024425707397205954
FGF16,,,,,,,,0.062338065602761686,
CXCL1,0.03661588570984372,,0.06454212604283632,-0.02202654929307936,0.052156772117288745,-0.023713651753376922,-0.006311450411353922,-0.05726261202486828,-0.04125471297620873
VCAN,-0.057908761702707943,-0.012730281530960705,0.020711010719238903,0.07226331945722324,-0.04600490988561302,0.07817914561387744,-0.0006384977830440815,0.05805973182995415,-0.07991809491440705
MMP7,,0.0018913227637077955,0.01438158418240112,0.007359251904982707,0.08605458488016816,-0.006133952832437342,-0.057849677888779205,0.04991074509933825,
PTPN6,-0.030271168351645287,-0.002094512712191845,-0.051992550793640326,0.003824304174770687,0.020841831760986355,0.007593313761451847,0.0027982450671396484,0.02278145177293503,0.009627320077771806
PTGS2,0.0005860623339135233,-0.06569527713795709,-0.010531693867826214,-0.04638709495782667,0.035810601470791126,0.027838824491175643,0.036626051995037004,-0.041826155082282296,0.05233255795339794
XCL1,-0.01380811453666888,,,,,,,-0.0204001605122469,
CD58,0.008360534157409661,-0.03258901619623698,-0.0032692797428542685,0.030605292838397705,0.032229203205466364,-0.02804258824916732,-0.015327293892700667,-0.002103108309685493,-0.014252846578951876
TNFSF14,-0.03886523158065746,,-0.013991938343879191,-0.028189230084089363,0.07411301319082114,0.012101866430507669,0.06821030390765409,-0.018169239225810496,-0.044798220087556066
CNTN4,0.037499461798718596,0.06689615887513771,-0.04791428085299727,-0.048343506568137296,-0.0009642368847837214,0.035693076170309146,-0.025891718544345552,0.00399399216234663,-0.02290151997805063
INSL3,,,,-0.017246680334731375,0.0203006601598722,0.03618857380173549,-0.020834757524283223,,
BTLA,-0.014395419075233458,,-0.0020007241282541297,,,,0.0008833619694068937,,
MFNG,0.0007945152942804528,0.019270393295839832,-0.005660787079784652,0.024304659159029834,0.024115662323098728,-8.076097755938906e-05,0.015325052154974182,-0.02606165302981694,-0.005392752080184747
ICAM1,-0.043781139763317815,-0.016811354133780255,-0.05356594584357196,-0.004059913256595531,0.01760435733291078,-0.04516497070086252,0.009265631306231573,0.040678902815292226,-0.011969179125670599
PROS1,-0.02196680705702914,-0.02803883218399957,-0.03488779891451388,-0.024850474483982074,0.08421923335099964,-0.01582499248812545,0.06246365967084906,0.06696200870049862,-0.0048160503835828015
CLCF1,-0.02385339806568946,-0.03504221895660972,-0.0063605209762216605,0.012456431672077654,0.0764538715209241,0.05841433083734286,0.017334828727992458,0.03592270079969142,
PSAP,0.048195516496646516,0.020217963169768063,0.0030231310419776337,-0.05769347701500362,0.059101068357327105,0.03807811031355867,0.05315280844660205,-0.012907859273331513,-0.08065115488325117
EFEMP1,-0.13337146451174814,-0.05370288135939123,0.004376363200747585,0.03035215445434971,0.06343135514196811,-0.045194306253827664,0.04623752449920808,0.09237603585363288,-0.012529109219969243
C1QTNF1,0.01782199686446793,-0.006224550136879906,-0.013037949678740439,-0.017611333337007887,0.026558251067313274,0.053326288201235444,0.014088561941467013,0.04362092619708893,0.011890617152520577
ALB,-0.03400322786850959,-0.03605848450054146,-0.015891886758855982,-0.04647122616069797,-0.0019268560683229593,-0.043432884928996426,-0.023559121640848862,-0.034936431901318524,-0.03863200648011002
CCL13,,,,-0.020925739171066438,,0.0034392620703811608,,,
