,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SERPINE1,-0.006746509350618249,-0.20795177520223262,-0.1497574589296411,-0.008725668605617519,-0.12620941470513036,-0.06901041787572172,-0.09512941440617062,-0.02521189568315251,0.4248823130097813,-0.22192229304470362,-0.0227477311064214,-0.07828670407991489,-0.17899233428652625,0.11485933071493103,-0.048903758258330585,0.0185615048451918,0.06899930542776592,-0.014044886360867013,-0.1910022597511127,0.0896374482961791,-0.1781526978620194,0.01666032175238465
RSPO2,0.041514901070324926,0.27569361972018236,0.08855822012123643,0.03908345686823587,-0.019102488595835167,0.08183263610358528,0.23819523574390838,0.136781043806834,0.19545942209921105,0.01595995064768049,0.05967169510376123,0.023637693926626915,0.3231658641082101,,,,,0.11058473966567242,0.00961458406207409,-0.017028966478716892,0.044978947257890305,0.23688882128554117
SHBG,0.044870675492421346,-0.010576867850042021,0.06623283680648223,-0.0010078749218517791,,-0.038804885200761606,0.06390374108425147,-0.008703903118250539,-0.04293958458206091,0.011283045014090365,0.012864921037211742,0.05209735369656459,0.020554502877827317,0.03000911401469926,-0.07625269612465556,0.0300266478826106,0.04374787610408582,0.06209862974647829,,0.02238621650766352,-0.05750977929219266,
LGALS3BP,0.06935039836697246,-0.2102292735122847,0.033535832098391054,-0.01932631796747938,0.05080883869047885,0.004015488303229895,-0.1707798820695227,-0.29339270466572154,-0.43050325106297116,-0.07027903286016624,-0.10201123134011082,-0.14679949065753095,-0.1301260329522414,0.0029431788600423627,0.05616065337503653,-0.04559153186876174,0.05611542354536721,0.014212788890650146,-0.00575797185020009,0.16127422848225104,-0.11083899746809579,-0.1824687221673029
LAMB1,0.041819056849542874,-0.07495092977986074,0.028086243879061036,0.028176639545403274,0.018984241208292802,-0.005207919152870042,-0.04155196990823121,-0.12168054088967549,-0.24283535011707066,-0.05741797785487466,0.03836719197089952,0.01650810026506096,-0.07339732310632947,0.08552674790738196,0.0756346756880959,0.039984702510204764,0.1935069145831934,-0.004613988913723776,0.060417600189352216,0.003137083412553982,0.024434122024992726,0.073561562404678
SPTBN2,0.08067489633130352,0.3177082958702973,0.06326480228749932,-0.025711202434084656,0.05645583138919106,0.032478520180656285,0.20041141577180957,0.15376871600280126,0.3820055073033511,0.06080327541857194,0.05797994557017072,0.14214676994941539,0.3193179900544574,0.03675178634937318,0.012679780273569717,-0.006213661985900636,0.08355369881560176,0.05813089532025905,0.09636735358793123,-0.049843319579191823,0.13991767680505138,0.1825243828007167
COL1A2,0.0012090531151494315,0.027337664805307478,-0.017188914193507595,0.024496202710976404,0.015872746774093952,-0.045617606078931255,-0.004165285889912574,-0.12919635678875274,-0.2942934683842749,-0.049884915193283315,-0.13809501110415418,0.009446216294978597,-0.17016117747522616,0.007535000819882066,0.18005943469789848,-0.04558685223678787,0.16293985783635986,-0.027308165878881796,-0.049050951517941366,-0.021163487212755603,0.1281628305535241,-0.08770951038374737
DEFB1,,,,-0.03329637401458947,,,-0.036055883240671466,,,-0.027092649579883207,,,,,,,,,,0.01450333399697926,-0.0027293710540559385,
CEACAM16,,,,,,,,,,,,,-0.039198111317925444,,0.016404635549011875,,,,,,,
SCT,,,,,,,,,,0.019461799599966655,,,,,,,,,,,,
WNT11,,,0.008020545141111984,,,-0.0327773039987927,,,-0.05579363585458462,,-0.06646552177788118,,,,,,,,,0.021975396383009476,-0.07181607558174684,
LGALS1,-0.1791472839428252,-0.1269963620294986,-0.18859673326596516,0.021812152087032546,-0.08657774563435286,-0.006706586181160886,0.07667404847494874,-0.10594600082376714,-0.13904387399981777,-0.07498064907085353,-0.006899023355867304,-0.12413409976853008,-0.15086608746271438,0.10537296979154301,-0.16638343173069273,-0.03535415365117307,0.25337686082082433,-0.10094282785179674,-0.12008395139596273,0.05126568652632711,-0.2248966030701202,-0.037753383835124436
BCAN,0.23617514383284413,0.06768823648238137,0.2892676304322279,0.01189786546530522,0.09834139698947565,0.06298816306047836,-0.05626529455465399,-0.3471661398235329,-0.4627642565215155,0.06712984004600205,0.08382192426102074,0.11680092943015498,-0.33177493302676586,-0.10383516809796885,0.03338297586638434,0.058398258516109525,0.04564805021375755,0.015222060698106941,-0.18685510643246434,-0.0675645289211723,0.10091579765148317,-0.05930984566150299
ANOS1,-0.02835010571813283,-0.06463470549431788,0.11034322459657243,0.03002374960623971,0.06754236130593616,0.03878183239044044,0.11125619483513838,-0.11104981882301336,-0.20267662874142484,0.020579941773026314,-0.002335400668722632,-0.02050188234587064,-0.113706585928127,-0.03571564514186556,-0.008078151158979446,0.041376851211905964,0.09036128475680208,0.004033396972461555,0.003180303151927596,0.029037536021554275,0.16324650925963746,-0.03273522017190636
EDA,-0.01863569949077804,-0.055819222229878125,0.05242184163077868,-0.005160000080905041,0.003463107555421766,-0.017874685594457176,0.06450387929002398,-0.07120346975321987,-0.04695779179441453,-0.000940700695549211,-0.06806126347752511,0.004431535161209449,0.0019317619709442947,-0.005290210192653802,0.14355223612689666,0.06736128615046602,0.005056817552957169,-0.04942078315613838,0.024140459687385273,-0.028999121907732867,-0.06015651845421295,-0.0657882028804169
FGF22,,-0.0005537096983179323,0.13647827085864037,0.02395884829129934,,,0.0859673489812457,0.010216068829345955,-0.005198770143075564,,0.04447455417626389,0.1020530514888225,0.06313387439801216,,,,0.11495810138448538,0.020684009713703717,0.01700060441899707,-0.011244232385292671,-0.015864281721618027,-0.04937379751142247
SHANK1,-0.023696751762162637,,-0.0505030790382301,-0.027081971564014352,,-0.0006845487479973002,,0.06426520841406136,0.1268094269086614,-0.03644887428556693,-0.005131497731191248,0.05266630895033912,0.08304525023854101,,,,-0.024997644000315743,,,-0.014178370647953062,0.05364496945692567,
RAET1G,,,,,,,,,,,,,,,,,,,,-0.030746844745465744,0.012735540229552212,
TGFB1,-0.028011141123576323,-0.07047515165852349,0.007395816656655965,0.015632060924034363,-0.019642532522915254,0.01585525200454724,-0.044097718829123334,,0.05899997926338933,-0.04387156605162532,-0.030646627064093362,0.005654896501211243,-0.07544499393778709,0.027638835546717526,0.03689707498492853,-0.005631072036880317,0.15851534472642512,0.03216602761335237,-0.12395897479815737,-0.019752355590941306,-0.013079364818307116,-0.03539811118238146
MSTN,0.05945117761811269,0.0606653447876955,0.036514394500589346,-0.011168410068024378,,-0.032927793024738694,-0.12300524846899723,-0.0014323825568047124,-0.2699347130258275,-0.022340732981357643,-0.0799638136188524,,-0.09651893337459204,0.032308039017611194,-0.009975555623287852,-0.16651781534687066,0.0005115616746309976,-0.018333555589496318,,-0.04473708100163545,-0.052173275544005,-0.0572131556124105
WNT4,,0.1380115675845587,-0.01813317811472029,0.043022537325249605,0.03500642386089596,,0.08419956006874556,0.01695124090474624,0.12481961973788712,0.007705134433792427,0.01801299441934203,0.016013039093820656,-0.009061346134137248,-0.050165578328198214,,,-0.0003600097864868248,-0.02622598657312296,,0.025536718860839552,-0.06814739658531915,-0.051144200657508784
TNFSF4,0.03631473382247471,-0.07092202354911631,0.06256487833132353,-0.05452683146287145,0.03089948834100291,-0.020244601093845745,-0.016683692584801034,-0.026403250123598784,-0.09204542384244385,0.054257610572505784,-0.053362938881136884,0.11247246709695934,-0.05523084367351265,0.009528730936259276,0.018495156633977067,-0.031316442957480636,0.0634555725624263,-0.014185902776001893,,0.07383894991748526,-0.07945851733987412,0.0261277173965842
NTN1,-0.008961022315982852,-0.09713340559203656,-0.017025702868223237,0.001448468754546354,0.024341073558177106,-0.013651137667480199,-0.07728075748085439,-0.2310549916638783,-0.29116573917334526,-0.045895796537202896,-0.021805073195028047,0.06192041514317986,-0.09960148045100835,0.053111209953324946,0.10015726390304301,0.009437085170711623,0.06167924720704913,-0.05364641304304993,-0.08034805778100212,0.053370476383660055,-0.03826774522444378,-0.0537219916653767
CXCL12,-0.028581427747361002,0.18632002444435472,0.04707451842175979,0.0055214142928772265,0.06572632371958094,0.005903279619023049,0.23151063295930058,-0.0193097720794862,0.10692165949777459,0.019867661558694256,-0.13418884396924058,-0.02164985668288353,0.06359452062215233,0.03460178415639553,0.04432822334138607,0.0897841216985157,0.0493148319587445,0.05165649321428653,0.10071662609048307,0.03934404496808798,0.11660682817558814,-0.013629697911105892
GNRH1,-0.026076084421755484,0.019659732632329337,0.08092947904143029,0.016705551226147978,0.0511233260905514,-0.017747243610072305,-0.025965352962096334,-0.03140690475114807,-0.0960697551229902,-0.022392982791559962,-0.04520375619977201,0.07941967305676889,-0.04019039163703521,-0.036910723313426964,-0.010200759549379237,0.025438201041557945,0.03455723690840663,-0.026575344958680754,,-0.005592000750365576,-0.0045364463714231505,
FGF8,,,,,,,,-0.013994528809541256,,,,,,,,,,,,,,
RIMS1,0.12870564246414237,0.3710995014100363,0.09085199116246846,-0.030437373776461468,-0.025598389972738483,0.04768793650502052,0.1652759739501097,0.1336386954745662,0.16329176025776754,0.03526864670240087,0.0044368333288922175,0.14169223531722708,0.37284165805115094,-0.042883352517059825,,0.03873322842818586,0.02528212846280427,-0.03801082335869512,-0.01200330058572651,-0.0029299790005039876,0.07858278120681511,0.21747471530345425
FGF14,0.13115572948554466,0.20964770616908293,0.05461479770090763,0.01049122838388584,-0.05807041705464451,0.030240591440890058,0.06843632782445647,0.13412355947073787,-0.0801603597837068,0.010382035920938516,0.09439252942363481,0.14281359009684502,0.34621425646540405,0.1114660594587596,0.05662528629165891,0.003935238144594434,0.030455658296886505,-0.009413240076103651,0.1085416461169329,0.07506022466354366,0.2094252486428775,0.2120726304618342
IGF1,-0.08042997745069784,0.13738125550129773,0.028328946725330945,0.03185565028074995,0.08764555847100008,0.013732344451444879,0.09585466788075712,0.12100973778378575,0.13550833103958812,0.04420430983050076,0.03659093923246582,0.0016460558259616198,0.07090841673638101,0.006233411892051759,0.05532329803809963,0.023792329559053322,-0.03455476048782,0.020572342674111708,0.0834979538126579,0.06527488819834719,0.023816633389096023,0.06531399376258917
TNFSF10,-0.04477910115911297,-0.030110594566696333,0.01788389384589483,-0.03306705745150191,-0.031061535797979226,0.01231918458178646,0.16349414684064534,0.047558047330642034,-0.21581775213484708,0.01086100867642673,0.011429652961367064,-0.005677135868786514,-0.028239864525742925,0.013579747914354304,0.08180546456963984,-0.013038941349885891,0.028722211252999667,0.04590360827428179,-0.055235606372032696,0.04981398331241852,-0.010795890434630676,0.028489839476232764
GDF5,0.011744127818586204,0.11940800990667409,0.05484250600819878,,,,0.14796121700201395,-0.011621322659028523,-0.0901362181138715,,0.032299534828116705,0.13164564958378186,0.05066189908965531,,,,-0.028645257764616957,-0.0707953263376316,,-0.0029525023040476808,0.05543828859415722,
CHAD,,,,,0.1666368985755157,,-0.007013224112251224,0.01550648793256182,,,0.04937814293633784,,,,,,,0.04101124534628416,-0.08019920161607366,,,-0.009095787801941943
RGMA,0.044196575678376475,-0.18753427220243352,0.036041555182645,-0.027382111734977725,-0.014627512865232208,-0.03461867016058695,-0.11523813189133073,-0.2271300169681108,-0.3047602856778531,0.058623905654117105,-0.03558805742365233,-0.057024124391046746,-0.2301531557852462,-0.020712920488886285,0.1535391878698764,-0.10459213696477693,0.0488493449841544,0.02139985055316998,0.027998912712575673,0.05277565396007911,-0.07233359698211833,0.11812476266151241
CLEC3A,,,,,,,,,,,-0.07417572527407315,,,,,,,,,,,
WNT16,0.05144227057189482,0.05268822679654309,0.06239809672339947,0.05217500196325644,0.034360640808310604,-0.006028908738089425,0.18518302610650786,-0.022982400664659564,-0.10492919948547251,0.019296871081205376,-0.07198537052005323,0.12387691844876786,,,,,,0.017560426344635807,,0.012747924643708882,-0.0037224535914786427,
CX3CL1,-0.044857790103206514,0.04381172237958645,0.06720506573008461,-0.009426260835726383,0.09055044054715178,0.0169127327270535,0.03924043711657828,0.04510362309913387,-0.046027572654136976,-0.04160837597633357,0.039010535982112314,0.13065971040754976,0.22913545417493378,0.040253494385284194,-0.03483396791699069,0.0334627360975825,0.11176354708766521,-0.0018924281617801076,0.18636012216214515,0.038493396773381594,0.0939905379719663,0.15454328835411957
FGF1,-0.15713387360746287,0.08619639783407095,0.06857695062843373,0.033273376246822924,0.050981689076513466,0.05118120997112576,0.17890619917023995,0.028353904470898552,-0.17175331249887468,0.1109290335187587,-0.10418863498963316,-0.12325485760995335,-0.011135415959136719,-0.02996856288641487,0.1713122054939632,-0.05380921513633978,-0.027704905415438543,-0.005029443063730176,-0.07337701647572417,-0.041869758264533305,0.04687377419262789,-0.21008465943861893
ALOX5AP,-0.1654001574271772,-0.08852374268088598,-0.14860011658856173,-0.029727334044235162,-0.0328999722363845,0.006306979906097726,-0.10845883438843038,-0.0434750288101476,-0.4180715350784866,0.08385787263255319,-0.07417342530504127,-0.19258148639662062,-0.14724269387295763,0.08744137226189386,-0.12017846229848399,0.05566716223971185,0.016310262815953495,-0.039742657880167336,0.03522406377992947,0.05667681960862418,-0.12684326414797653,-0.06102742305773307
IL1RN,-0.005897162883721616,-0.06950917169525177,-0.08987778328064439,-0.03779585504638799,0.004805207299405888,-0.04189641895026384,-0.0003695094344640475,-0.03625405378181745,-0.05194490057411461,-0.053955228021545384,,-0.02481239914767583,-0.03733168526438164,,-0.10290484501974238,-0.028137415588583094,0.07353279961335095,,0.028680740213622786,0.030339864162735767,-0.05509517092762651,
FGF23,,,,,,,,,,,,,,,,,,,,,,0.026707625657067878
NPW,,0.38281574420739184,,,-0.05824710195077923,0.07086443127138056,0.1619439972681689,-0.030620399148380422,,-0.007811004431905571,,,0.012993842761553976,0.04426783036213891,0.049778011436189214,-0.02067040887571294,0.018151359213524752,-0.02726162657247005,,0.10389884914828236,0.03122360799574681,0.16841561473078753
CXCL9,-0.05828415514900269,0.06746166333489546,0.016271994734316942,0.07620021737699291,,-0.0401300992598784,0.03186830112616218,,-0.05097280463842431,-0.04134244172569322,-0.03803654225211187,-0.04766949649600332,,-0.005371171382198108,,0.006330315064889708,0.09517009478405052,0.05005932590510656,,0.04391214830684676,-0.06080802871183034,
ANGPTL4,0.005139595268473328,-0.3238676042066625,-0.20365556607139626,-0.029035136199372695,-0.08143663768351515,-0.023003111943888068,-0.08625875469043211,0.0007498971190806659,0.020326201382296287,0.020206571731365804,-0.05446547840039095,0.08263251940160557,-0.17056804730281205,-0.006478166273850766,-0.1992771615716972,-0.07744703660659212,0.11363715255686586,-0.04993765751142441,-0.11018725373044895,0.16562607155293482,-0.14163066803237753,-0.03398151543658112
UCN2,,,,,-0.03195330171788132,-0.018837897919246865,,,-0.028016632519695595,0.04467345009327936,,,,,-0.08878719209057014,,,,,,,
OBP2A,,,,,,,,,,,,,,0.06141516666918829,-0.034416018911601225,,,,,-0.027698263342918906,,
COL4A3,,-0.029371774897051353,0.05123969307492125,-0.022791548273167015,0.040876208597905736,-0.005958333399867869,-0.1205605685100706,,,0.012918403334261037,-0.012673060841762635,,-0.039875958791795764,,,,,-0.03425494351434727,,-0.04480482549921251,-0.00531364338942443,
NRG3,-0.0049791218637926,0.18477920258941752,0.09276506326119999,0.04810226562701549,0.21275757317035462,0.06182934464196769,0.17040344722487488,0.13992276594609016,0.2589652874526319,-0.02291310422780335,0.08964696421589095,0.199962263604229,0.2074951029937665,0.04087452608743732,,-0.02593436990612471,-0.06340514713453292,0.05085545487706178,0.020599512855916477,0.03580613645706951,0.017384870389126898,0.16142301151780242
IL23A,,0.014742751050851929,0.038627053160143296,-0.0009515912451963444,-0.022682325415194587,0.0015405594784892555,-0.03518441088673235,,0.006408542306178489,,,,-0.021638175807366964,0.02326998879038339,0.04537504752304323,0.010412994361045844,,,,0.05760640367458535,-0.06163041444235953,
COLQ,0.0068452981942475335,-0.024204047500424635,0.03719498215995105,0.01727577079617326,0.07763021806435215,-0.004621817313997756,-0.01178211647006667,-0.06485994566344591,-0.07427689853574974,-0.008149346260739144,-0.0639741867371583,0.11775410870526418,-0.03528189261016539,0.05444051902013044,0.17280595037222093,0.0016673761364999042,0.12158880030783786,-0.03494682058731359,,0.03528352949117167,-0.044876448496427974,-0.06354387814632001
SCGB1A1,,,,0.045352397536853155,,,,,,,,,,,,,,,,,,
TNFSF12,-0.019444294745379107,0.03802003482132045,0.04183074730856055,0.0017202281064175287,-0.0413638351247997,-0.033191597591983805,-0.018379788481609184,0.003303564792405773,-0.19940976871135455,-0.06932001208570988,0.006490828904769061,-0.010855091845756741,0.06629549839391007,0.011297266922695793,-0.007081115812467186,0.00020080869213186717,0.11066781858193851,-0.013061832973612209,-0.011835795113597846,-0.026459761909330862,0.018344252720081645,0.015261609260725026
DKK2,,0.0468652918702696,-0.02809476759783363,-0.031691464652900916,,0.08807575643790287,0.04438111404604079,-0.04109141073512909,0.13951075779246905,0.003302395322287757,0.008070386652963696,0.027097162694790723,,,,,-0.01792716114288751,,-0.057618720098217974,-0.020157605927393234,0.10600264566209003,
FYN,0.002188704482234604,-0.07961115908660991,0.04882707389553841,-0.015502923322791564,0.10564411201247945,0.00450249072178471,-0.011044348983132604,-0.2387276301279781,-0.28394376746378525,-0.025930031658532613,0.05562835422174163,-0.0022968227484366954,-0.04675718055798025,0.03846985784519773,0.18188173023435752,-0.036203295706925376,-0.02752547641289892,-0.04882565876171511,0.08480263133522774,0.004192620987342788,-0.0061220981026439145,-0.05121333377344405
ACE,0.05804335254781675,0.083024272973173,0.09102347122631452,0.07107029305516636,0.04481722906323167,0.03758569619784167,0.007505057697417179,-0.09381559535162239,-0.16890458895756139,-0.07311735572568086,0.02394745526033378,0.08032179547504235,-0.019660012793771657,0.009349925096568637,0.1690227314238103,0.036118576155421044,0.24139176747624708,-0.04365064741545684,,0.04394610373085859,0.16659384218546067,-0.05884873346981835
IL18,-0.11157019392100367,0.13592505024859228,-0.023611461129770327,0.060846324676931726,0.11667677786722465,0.03277680773222759,0.09724066380168088,-0.10211762505230625,-0.3657961419554517,0.018301633383030674,-0.09558788229153138,-0.13477395737133332,0.027962214125151742,-0.0162308981384182,-0.01894584586114183,0.023638733985448124,0.13518509953952207,0.039521210050686824,-0.016617358757823532,0.028861307046622386,-0.04452567271832319,-0.03519792058051297
PPBP,,,,,,,-0.03287328503765437,,,,,,,,,,,-0.03138664731520192,,,-0.041115980947799814,
CCL27,-0.03861340476588769,-0.0444569265012972,0.019919276640089387,,-0.02940025327822192,0.05221335376623018,-0.005465161016513622,,-0.018775240392816653,-0.004286133619372518,-0.001808096302374367,0.0026664659354092525,-0.03852159431129059,0.12111526818741548,-0.010024989488390836,-0.027514815420181967,-0.04237542032599718,-0.03369768773030232,,-0.0036070304281825474,-0.06879445930193144,
SERPING1,-0.06597193760982659,-0.09053603612327983,-0.08224547691317108,0.03301626166123582,0.02249540678919818,-0.055369814250969325,-0.021432040958710385,0.028695956170938116,-0.32856050408346815,0.04433156532257741,-0.0928671220242612,-0.07044862330554616,0.12695276202252687,-0.05645676164242939,-0.0050340952515881675,-0.06387869863591729,0.11590027153918878,-0.10505986105749422,0.08266010362631124,0.10767910905117825,-0.10691209812887142,0.029888080209545816
AZGP1,0.04832976499835274,-0.00768022319160533,-0.043163870266076626,0.04797377049759047,0.04169371089820128,-0.029834322105783954,-0.21248601315579219,-0.20389522603250246,-0.018867002624614007,-0.06965862726895686,-0.04879774523304585,-0.02935371640176614,-0.0791702077111292,0.06787371887540439,-0.004080224442556137,,-0.009899915767889879,-0.006235960254084194,-0.01947671079082844,0.10165263345438767,-0.06461240955665716,-0.10770222341730075
INHA,0.027482125592187035,-0.0542596044432379,0.019111330731430346,-0.01122432142537578,0.01741898017943841,-0.017547691193790668,0.038311219777948054,-0.0027181118241874458,-0.08603172331370157,0.034261113564471944,-0.02219822915839098,0.1157278278123782,-0.04737500652100222,,-0.07587497972412305,0.037727897608381,0.013002955477909315,-0.02726162641088393,,0.04384965279442661,-0.031828884912632936,-0.04004029700674634
SEMA3G,0.037587218620088146,0.013889650670458017,0.06709940023108729,0.004371969595004942,,0.09873816224193416,-0.05679621338364987,-0.029571290230004973,0.038089231695602584,0.060157445270755026,0.020965712226953183,0.04647864773751599,0.01822420719431437,-0.00390336608704676,-0.010661321055148013,0.05892874043048538,0.08449347667713833,-0.025150943093405643,,0.09208886280008609,0.00581108167346677,
COL6A1,0.10746498265438399,-0.1955588479934365,-0.16506053119804817,0.02604196409802643,-0.08273993535088359,-0.07356148643944162,-0.19683489889127312,-0.1929530993859975,-0.4009812488649261,-0.10330881090597441,-0.10241975962281812,0.01212926851445833,-0.2643359756887676,0.09837732117590624,0.022304537214036944,0.020768873621226158,0.13993813878947292,-0.05619579119037247,0.031013956163448063,0.023283006405274483,0.08438330899790815,0.06515235992900832
FGF17,,0.2536136099510105,0.029174398914029658,0.029047631223824113,0.12971043733813226,-0.019279294383036435,0.2281316575899902,0.039216469581627,0.08627110852103392,0.060492139134666965,-0.006535613279068864,0.019454910000041997,0.11948942110278615,,,,,,,-0.026387949725796542,0.015945912142833887,0.18090110004770124
TNFSF8,-0.04192264380291555,-0.04037329173705201,,-0.033296377442446914,,-0.024030497300826965,0.015329935075901743,,-0.051944901017875286,0.015991142751012485,,,,0.00017222354850235058,-0.008852311298279316,,,-0.02440979179779595,,-0.04801114545236507,-0.003001140774347507,
FGF20,-0.020900480037718383,,0.005804554503261974,-0.012520475439865836,,0.008336145933590106,0.07080450178763543,-0.03010439332777371,0.00467215769496589,0.059417001153978334,0.00809535062568561,-0.005847820749822777,-0.016168490163461495,-0.03898461767233793,,-0.04803570120192826,0.12029741249315297,-0.013507086384889542,,-0.04542869004068997,0.060436973059306565,
ICAM3,0.10414104151107129,-0.11941777312324002,-0.000813135515997333,0.03433696671116944,-0.056595560205550455,0.008835274305663963,-0.02729802887866333,-0.0689960512170223,-0.12473829443397726,0.023716887342228547,-0.00019149054421223447,0.0017444918009927109,-0.025050019043173864,0.07245859211362547,0.007868094673129827,0.051075483889724334,0.13048022958775488,0.0690162630716248,-0.07024910513429253,0.016412256126404106,-0.03998087652035106,0.11095249445255997
LAMA4,0.030185818660601056,-0.16476938807124572,0.07659853944346547,-0.04917394322010471,0.021304808116956116,-0.00634991018028435,-0.09711193691445895,-0.05604482204008306,-0.3552771662797354,-0.08670350414582158,0.017148381602335252,0.005846092870120766,-0.0363339101154755,0.03040127587468842,0.21848924208316575,0.007157989597107738,0.23903443186753973,-0.05230737185442227,-0.02725834935582163,0.017391354163303844,0.052244698197353855,0.15333609386119063
INHBE,,-0.06350222384641349,,,,,,,,,,,,,,,,,,,,
DLL4,0.08191838715287732,-0.005423102830042224,0.021676954395738298,-0.011958152375050286,-0.045900642199408336,-0.02263071107090626,0.004754260678374503,-0.037605839657288274,-0.24037585118431573,0.029552909731726296,0.03643925520179636,0.012368857440691671,-0.06215924672935233,0.019224394146474425,0.12303464253910797,0.04289080661122279,0.13842624928366182,-0.017286052921873914,-0.044401569587654156,0.02240170688390427,-0.059050691447889436,-0.02552794699761975
SEMA3A,-0.0594042367760545,0.16528068899649745,-0.02762433667176243,0.09610327651792751,0.02779095347324648,0.051785359140254186,0.0483510841896374,-0.012566457075145386,-0.05690692574713043,-0.037929584088095394,-0.115690143203803,0.03821490039218972,0.1084739932610934,0.009077841641070353,0.05875907760189625,,,0.04722343808485261,0.08068930757766926,0.060538150905026934,-0.028411600636385717,-0.07477635665216785
RLN2,,,,-0.026478481549778953,-0.020706401935790607,-0.024251403427473662,-0.004152369163508408,0.004570770156983924,-0.03354921584952028,-0.014788389307123201,-0.04671904552999579,5.135345340250575e-06,-0.026081042083528825,,-0.01574167586185815,,,0.025277464104017877,,0.024561809914325303,0.024170461917350925,
C5,-0.008284622131715807,-0.03323424447141607,0.05031027757565035,-0.004546616880774726,-0.048673154654170506,-0.002054973829950178,-0.011622080655165274,-0.10401047169709227,-0.23997430231584133,-0.021926270838432148,0.05800626183737243,0.07503958506700119,-0.053757943332516024,0.059601113032693054,0.05832849175701257,0.004348763319982286,0.09466204419378202,-0.022704689007822274,0.022861448635631387,0.11557162896054426,-0.0301229084675168,0.06188447473820403
COMP,,,,,,,,,,,,,,,,,,0.007404015221257279,,-0.025795586851069124,,
EDN2,,0.11599739752274135,0.012796502887057833,,,,-0.04323385425421447,,-0.06033214528944404,-0.03951356833150176,,,-0.048746977636610775,,,,,,,,,
C1QA,-0.17161701750195496,0.19351012900995224,0.005098823387664581,0.08778935020494216,0.08521709417436114,-0.011622955602575745,0.016099315119132374,-0.13522797235414521,-0.3514578172364,0.017144010935244647,-0.03531863697536842,-0.14063510365138365,-0.183929294301149,-0.09146228182230742,-0.09492783414270219,0.043508561453477555,0.09815766668454605,0.013111903456640891,0.027477386142502388,-0.04282047824993904,0.008895125503694801,-0.22443004918678086
UTS2B,0.020778594998147368,0.04588361627017947,-0.009019116076325731,-0.031506575501616084,,-0.024251403288146556,-0.036055880601437364,0.0217984858811531,,-0.028126736068161223,-0.01474600830904822,,,,,-0.0225622334749733,,,,0.045460268668773667,,
COL9A3,0.000729465728906726,-1.2272566570041383e-05,0.11698985593982171,0.03777368398344237,0.030384515489228225,0.010095431825644123,0.049227150356414166,-0.25791124337610105,-0.39221770922648785,-0.07204946583240349,-0.03706925881632385,-0.04458591100015324,-0.2689584280549605,0.00010032891946037496,0.12135839852681578,0.03213275662822469,-0.03451184126507809,0.03317103460913731,0.06548477332738324,-0.03602918677245005,0.08946973862558157,-0.06598065210288662
DLK1,,,,,,0.10047496361372182,0.09958072286603237,0.1204314805219967,,0.006241257212388191,,,,0.15806760299947456,-0.04979195167808746,,,,,,0.06604496901764613,
HGF,0.01608807294488471,0.26552341368161997,0.017219610523344586,0.014713152009599162,-0.012597148018729135,0.07087541060370167,0.03857929827164027,0.03491832126083739,0.21568970679390007,0.036749934913082406,-0.04175472862716215,0.060371815084387756,-0.006285576869684848,0.047176550726193554,0.04093227897979939,-0.02119582545626563,0.019883309221931753,-0.0011816181448235006,0.12675520608027954,0.0712732946737439,0.0973588127759775,0.14159890886345652
P4HB,0.0737301967303911,-0.14970407522530793,-0.21396889119344406,0.02395533803211456,-0.05635012958915618,-0.06054480326994234,-0.18788217180577668,-0.2646788130651651,-0.3754831428150752,-0.17101451188600242,-0.03285961428976597,-0.017148224435147318,-0.1519507832860841,0.013236759297364231,-0.04994022328241695,0.10349770106202004,0.16140175811004,-0.07564561945927667,-0.03695515499053457,0.025392087453186874,-0.06507811990922739,-0.06535787678606066
ADCYAP1,-0.03910196527066642,,-0.010626422828071563,-0.050530652890613946,0.12080187751940154,0.02801675528003021,0.1408782895995793,0.0012225896733788777,0.27829396303420617,-0.02623588590641527,0.0829483381786219,0.09565124090720281,0.20773260516754913,0.14637535244147892,,0.025264376326957525,0.004074405587680329,-0.02681571840086562,,-0.008098119106190696,0.06640772790881805,0.2688628666123561
GREM1,-0.07138514744042428,0.09598950183883527,0.0029540159655766355,0.023402203793520683,,-0.02096081540692842,0.16159033509934137,-0.11345382882385585,-0.1006984516850083,-0.026341187180599822,0.03803646110254313,-0.07501087587270604,-0.0003946651896742593,-0.05646413198057699,-7.383844386356078e-05,-0.11101907921523216,-0.08922905176713444,0.03196694522190912,0.025245939403954424,-0.012147001796422006,-0.020505115941535305,-0.12116934771212828
EGF,0.03145602760756723,-0.06523076903826401,0.055574953042596534,0.06373042051133829,,0.024181715468016406,-0.06164179135169278,-0.08941659456661515,-0.12506743379812435,0.009334624530677847,0.00936896894078302,0.019969885371763148,-0.0014871600548444453,-0.005000696694505855,0.12407182281434383,0.05363037218991218,-0.09097272682147427,-0.010394954546322993,,-0.003537364610222442,-0.010689875086175662,-0.03568107313802181
