,UKF251,UKF259,UKF260,UKF275,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
NPPC,,0.030342875461900152,-0.02715599808392236,-0.022244154214805183,-0.036943463186425246,0.01598946288468373,0.01766949975092428,,-0.05249863454785818,0.05522072628514342
LYZ,-0.0024330014039929174,0.013060633144108184,-0.004196142324171523,0.005776349352785597,0.07819729491354596,0.0501101220787881,0.019529470602788476,0.06764612063612223,0.00982003813597837,0.036674099150465336
EREG,,,-0.029993375396515875,,,,,-0.00401423619559132,0.014634491154300402,
SPTAN1,-0.050828078840436657,-0.028927049266156617,0.02367711746495362,0.03156836738828848,-0.01683035439681569,0.05849948610147785,0.05291339313169045,0.0030723412965005504,-0.04703548130370766,0.050507890166713997
LIPC,-0.024417668886267556,-0.025357977141826867,0.051718772967885566,0.06285414455190474,0.0003802724807567122,-0.005982114972267028,0.02235687863784351,0.055390419230789585,0.058648552942249535,
COL8A1,0.016920315992884606,0.05152470890758553,-0.009386773153024717,0.005511750477115089,-0.026919329937064994,-0.049877907566490465,-0.045250727970037076,0.06205177837876251,0.04805546710722845,
GSTM2,0.011582048022962003,-0.022202741152716938,0.005716526173656268,0.0005160377602970419,-0.05781448177096448,0.0005598669487079959,-0.030037019280232422,0.041155754830567506,0.05663578986793702,
IL4,,,,,,0.027637172489108193,,,,
SPX,0.06424840758414689,0.01080153193139771,-0.022104197588031053,-0.029946049176749815,-0.014187144377229809,,-0.009232865254477158,0.051547413994814786,-0.004506676029719134,0.06664499973798903
MFGE8,-0.02178125340449606,-0.030833248988483577,0.05908736378031473,0.029565760359806712,-0.03586521119695052,-0.019294005526058,-0.016646055813587822,-0.028481383768358404,-0.0047057477011649695,0.05872641702259616
TGFA,0.004410761706743593,0.014587542150108554,0.057589152963863785,0.016814774717527774,0.028980301038199624,0.01203186029756632,0.04558384632390079,0.11422608572159364,0.08004393503244153,-0.02698276303149292
SLIT2,-0.026293600174517744,-0.04211061594266898,0.0030078967302990815,-0.029559437655350653,0.163976563961389,0.006869482604257112,0.019136917541689488,0.09014391791229359,0.09899453576566788,0.05671883143153753
PLTP,0.013221222203958181,-0.04600597824719978,0.052416817199973695,-0.014093392967480372,0.03945991083295174,0.06161644057706,-0.010974289314194155,-0.04049208082071561,0.04039616763775249,0.06966714343044242
APOD,0.011951354278122335,-0.022507767362266895,0.03844242741540445,0.007833978230726773,-0.0711924984798331,0.08386900194827579,0.033694800474560166,-0.06874929145257075,-0.05568124385254033,0.005484266504442637
B2M,-0.04569562982430586,0.0011115272848780946,0.05471268956655994,0.02713761363426035,0.1253718446752375,0.002636343265296324,0.018847894965048448,0.01231738016929385,-0.03649649647048103,-0.03648906260657882
OMG,-0.03303610049153302,-0.0002032951458025577,0.04950534807997969,-0.030002837890270074,0.061477753607501975,0.09545130111465766,0.0033743473733092327,0.057717891800612424,-0.028351334092617326,-0.015157878247147805
CXCL3,0.013453418752573266,0.04518567487172841,0.039031126529885954,0.027102977779555965,0.004948307276041521,-0.02135178832425219,-0.01821904102286138,0.07235524533752363,0.022430370095171605,
CXCL10,0.006332767355338837,0.04591891337972112,0.02917951060333112,-0.01963770883676142,-0.0027049542678402446,-0.12901021889210856,0.01588436994124362,0.04847711083185822,0.0308853304288048,
RSPO3,,-0.016386824093470243,-0.020635117287487903,-0.010137860763861598,,,,0.09708911868900859,-0.016371989714382293,-0.028448135751124513
CORT,0.10806560714452318,-0.020097973909484226,-0.02504383042572945,0.004636652201174989,,,,,,-0.030378001268230065
NCAN,-0.019927204448068375,0.002508181078254104,0.027838846881693566,0.017860206608521355,-0.07491018048215128,-0.060977819997978806,0.06396552043646238,-0.01464197082178927,-0.012128039163979195,-0.06780550989281166
PRG4,,0.0018436109999200108,-0.014774669893965036,-0.003923062808331577,,,,0.02294953114884034,0.07856881780549965,
ZG16B,0.04196770438697694,-0.018770847399560062,,-0.01009567275501437,,,,0.01154630301035443,0.10141236516817792,
TGM2,0.03833416104196856,0.024619449603497535,-0.07586904819368324,-0.06042247830345645,-0.0012395154626794979,0.052136166575663875,-0.011906686510216426,0.024304239396136778,-0.01084927060603464,-0.08350186803909702
VEGFC,-0.03363974760294754,-0.02882477456328436,-0.022743112819159743,0.012750678363649688,-0.0511558221285679,-0.084728005555515,0.08702922515637258,0.04296733496840358,0.07843934070325434,
WNT6,0.08580878567396463,0.02890239999074122,-0.02035807268923013,-0.00978801424296351,,0.0792783113528019,,-0.008505640523651872,0.010874312604239472,
NRG4,,-0.019683388798547488,-0.021044585142887783,0.010397420519972498,,,-0.019296718799463822,0.0798880695320971,-0.04113493454616286,
PMCH,,-0.016057495239475687,,-0.014777268720324852,,,,-0.0068854688344398745,0.03177659930649936,
COL9A1,-0.02440606524772782,-0.02055786299365039,-0.010154876614088374,0.017353583712752002,0.050541213339650164,-0.040033012565717195,-0.011624482046541507,0.06966392872380998,-0.03383337020739906,-0.04628508480134843
GDF11,0.023987796609579597,-0.002813330607554647,0.009564020093430513,0.04640034194107211,0.08346016040842244,-0.09252617194061909,0.02771194816870519,0.03995742781427499,-0.021610106155077944,-0.08993576888907186
RAET1E,,,,,,,,0.03437746295285064,,
IL24,,,,,,,,,0.029284704293741113,
SORBS1,0.013476318448388149,-0.06953613575761786,0.005445051620941391,-0.012571512136050473,-0.08831151926700441,-0.029249140382016474,0.04415234721135153,-0.0020078840820532697,0.06609970921225226,0.004214699627204797
DLL1,-0.05016440015808912,-0.01356933742275246,-0.013110285332538685,0.003992040045347069,0.1443187710803248,0.009900583947217502,-0.05555124179239437,0.028121441406091505,0.01132240921538615,0.08874108542956206
TLN1,-0.04778361007834378,-0.02969812407792505,0.03542905265645896,-0.004298678150307921,-0.00818374082268465,-0.051607486659098104,-0.036269036259525204,0.0019035427173317626,0.04607150057509372,0.057800146052177405
COL2A1,,,-0.01319602155924373,,,,,9.041950076812212e-05,0.023386310196848083,
SHH,,-0.016806494553898817,-0.03345280747037886,0.04895203035727117,0.07353967308724965,-0.0032215581205819748,-0.0034164007341897016,0.048031136024464016,0.13078703272750794,
PON2,-0.046357065082605106,-0.08106741876023493,0.05291347809578175,0.026830037475742294,0.03515023789407025,0.06353877198853398,0.08212575062419968,0.06509665523136426,0.056382849472092454,0.03390170652115738
ICAM5,0.04414121538680976,-0.02619411462303142,-0.011942906427458348,0.032870007930999534,,,,-0.0313822621731976,-0.000737252667719366,-0.0022641511202307727
HPX,,0.04838192905305044,0.0026162915518545514,-0.006034690583743978,0.02009084804934034,-0.025468054156698946,-0.025871941355525147,0.07224955515764078,0.13211671346128429,
SFRP2,,-0.01914077597942364,,-0.016512116513945612,0.03061978771427243,-0.01457753555451365,0.13331823220759517,0.007825963552816579,0.0038205523511281245,-0.0738618869557156
CFC1,,,,-0.012705500288379133,,,,,-0.042891805244656994,
CD70,,0.013307418727754197,,-0.023700206643104797,,,,0.023047376526279383,-0.008994771975848756,
HP,,0.06562868813463052,-0.042020243532931434,-0.016117431642388016,-0.01098129961590207,0.16196325935365513,0.06119220184654766,0.051544920397227,0.007033587440379138,
CXCL2,-0.06332426953796667,0.0036604552851421876,-0.0040931040737032425,-0.0005906779823320204,0.0026345398233825245,-0.055965543714514183,-0.008963392709691091,0.05767266120844427,0.07649159313935362,-0.051360534773792835
NPPB,,0.002084993339649907,,-0.011125452768531108,,,,0.05648470758875229,,
CCK,-0.007594230046830417,-0.06266779046225544,0.05635710037499987,-0.02655041377684215,-0.01864861300253002,,0.013030959712158731,0.02601844971899263,-0.14825663318613636,0.09742486952097536
SEMA6A,0.02965563647462509,-0.03431452685024706,-0.043379414415706335,0.03708200150309903,-0.045735607265298,-0.03125553486966359,-0.021794067108437842,0.01958037316465062,0.07588682741628053,-0.0065278377794161365
IRAK4,-0.028896084968721012,-0.010064372783344851,-0.005212253379589902,0.04915296751421284,-0.0181452576239572,-0.12524622402739027,0.004406856323930094,0.052962909983584286,-0.0018637742845847374,-0.08596461344528984
GSTP1,0.07119245017350224,-0.004379887803814511,0.033073756455886456,-0.04253776648524868,0.04633625802834765,0.14440361812907213,0.025587430541942607,0.02204241324417529,0.04190590859118165,-0.03586840556880931
VCAM1,-0.024470853906712813,0.06226001054014409,-0.01940419878890781,-0.016540876870224847,0.07188224868238896,-0.029192401826903767,0.005379330642193609,0.05009327101661553,0.07688369312748904,-0.08961196983278534
NXPH3,-0.002906108702388798,-0.02012519470809087,0.03404735429002398,0.04463228379776483,0.05353603484998405,-0.06265467394190186,0.028132597501421032,0.052382336812519276,0.004559823790150029,0.21098672924772147
MTMR4,-0.04898151734710217,-0.0028130569106856003,0.015042593930649576,0.06246801486511846,-0.07827506146673067,-0.07897047658624441,0.006511170043635392,0.08622099008866402,0.07989901726536751,0.014957021125334412
LAMC2,,0.05767137034891256,,-0.014005703833507183,,,-0.018656944210720023,-0.012691603701696162,-0.04883430212874424,
IL10,-0.03581945384173995,-0.03441282574605886,-0.020712094700653935,-0.02940664549063314,0.06336999524034424,0.018688441272675344,0.010577464384642764,0.1130110644158072,0.05869545903839907,
SEMA4D,-0.05952439432311774,0.02416375191581035,0.006767022986908595,-0.00318492999249826,-0.03829046053833999,0.00851425657872777,0.0169467520219575,0.02913520337352056,0.04950600652134944,-0.04553772985863884
TRH,,0.0359425889255493,-0.012985885689459326,0.07413369402254216,0.05917324949014656,-0.07613916057895305,-0.041237369649742464,0.09395870416748718,0.049557821778801685,
SEMA6D,0.04725236170254378,-0.029523767844548448,0.02937790921619675,0.057207552049460944,-0.04904408833737962,-0.042089603296230224,0.053003160653900566,0.044875994723343686,0.11104822406205485,-0.03355626466653292
CEL,,,-0.02561979976909932,,,-0.06420725139850975,-0.03636825578751079,-0.008642147784817662,0.006701265754095177,
PDCD1LG2,0.017340284816392625,0.011809954404472255,0.0488348593475092,-0.009222899947968134,-0.04718998551759887,0.04908005296856595,0.02402506481835151,0.10153037289530431,0.08730445263711431,
SPINT1,0.07276439697211973,-0.046833573803200204,-0.034637255202277166,-0.02433184984168396,0.052739283652395864,0.02536917156771727,0.019662169229023564,0.08370435347168613,0.003296235012316605,
CTHRC1,-0.038427725687227715,0.08257338246689092,0.027419480435126112,-0.01632712374507736,0.12613861147468702,0.020689988721176205,0.007380962305469689,-0.024456569812192415,0.03130372527415029,0.044768843857436846
PODXL,-0.010807226168984038,0.021163938561917936,-0.02646960930507734,0.023932560980749827,0.12139789446086108,-0.051163595550830214,0.0485038554138623,-0.0523793818580274,0.04719340589495369,-0.03602608786142765
JAM3,-0.01383912365262999,0.022397344940715637,0.08817092895221915,-0.017369678643950517,0.013102856571340062,-0.038527263346564006,-0.023688559016340687,-0.00898296502899371,0.029487698073023767,-0.050749271607923384
TGFB2,0.01412378880062202,-0.03829422137746171,0.0020207510503220225,-0.01949618945845925,0.023900845863402086,0.03978946299703567,0.05845119734454626,0.028099926414401684,0.043285725421683637,0.008597766218036961
COL18A1,0.03311543960112382,0.017251543978702922,0.02228948076114026,-0.005019203247590945,0.0241610573629798,-0.007073740519708338,0.0023231442401925703,-0.09442811555495763,-0.011945335286906989,0.09038737990407048
NODAL,0.005977322356491761,-0.023935309522297697,-0.006642077665319771,,-0.006567333135764916,0.07267999953096722,-0.02806603303492336,-0.020432583310868783,0.04356232598486582,
INHBB,-0.013954333730161679,0.027278874607973427,0.012373779906507057,-0.012165252282230426,0.030432412721994505,0.03388460673578426,0.01448411068254865,0.06607054322433266,0.06772659686667584,0.03069665621744075
LCN1,,,,,-0.020270033248296928,,,0.028130705560892907,0.021636220003708632,
ARF4,0.0212773656590316,-0.012733110206703068,-0.006421168579696335,-0.0037727700367915324,0.10132537276231667,-0.0030359819343787585,-0.022045033294889077,-0.041830024365773454,0.0642928791182984,0.10081383167697794
CXCL14,-0.044023250178390816,0.025916901699987026,-0.039716213846617776,0.08455064464917118,0.059888321238285046,-0.03558774827417561,0.001373630876898958,0.028897218431499984,0.05646460162971633,0.07484254878569765
LIF,-0.019245202490164984,0.013281199387766954,-0.0201751568459012,-0.036866449105369445,0.05969864966476756,-0.023677561957207206,0.020706539559702076,0.03241438719916704,0.0740307244610919,
IL17B,,,,,0.003689070828554328,-0.04831755743586906,,0.005553916567756313,0.05483753567234146,
MMP1,,,-0.01298588285662582,,0.12278106547060463,0.011729213599279023,,-0.0074010620639540815,0.017034967363380744,
MATN1,,,,-0.011265179731258458,,,-0.018872400693273682,0.08514461825890178,0.010747218849724032,
ADAM28,0.007303977712059473,0.005135317384941106,-0.0005252595355406431,-0.000956725272039482,0.0908040175190612,-0.015344806862558544,0.02386257323740473,0.09893433935047656,0.02025392701536252,-0.036246135822229644
TCN2,0.005942789977606631,-0.05019382687388324,-0.01515719337684265,-0.019509159093331216,0.0572548123099846,0.09341403217392927,0.04547106879243257,0.0807255227527455,0.021332675602697415,-0.040421455181663686
THPO,,0.010384465437617252,,-0.02312692552285204,,-0.021556412260964917,,0.06566747050729414,0.03226302724142154,
CUBN,0.01154034979951179,0.003503545823828322,-0.008977931900729036,0.046904642228706994,0.0908341186726994,0.07872108584524358,-0.019889663826515788,0.031093547485108286,0.04045314619432751,
TIMP3,0.015073295689784832,0.017964793500552027,0.006522814690479045,-0.033153697700146624,-0.001110117115106804,-0.03188008689404744,0.009151785164903043,-0.04759697323381152,0.027301982055684595,-0.04047494122637877
PIGF,-0.03386232537462394,0.05636486033483235,-0.025817156999507727,-0.014617984375023972,0.016341211560610438,0.004818853074004093,0.06664867629639057,0.07517049428368903,0.05591249771097533,-0.04796411840992053
CRH,-0.01793152087369787,0.011683151699744224,-0.013196023980501504,-0.0014874452453211124,,,-0.03180919474891275,0.02229098519909472,-0.0017756419134258685,0.12001485993120437
BDNF,-0.022753557855135356,0.03154103116579676,0.05227408862076981,0.03465217351088476,0.11796330603472667,-0.08460021914194912,-0.026751772684795987,0.11263828958913655,0.047708960714383825,-0.004080660406688545
CCL5,0.048834708195640654,0.05765985277747294,0.05053983632803036,-0.037003997172242314,0.02891149589999353,0.07266553857689309,0.046275614757142654,0.0835891115892876,-0.052078515012942514,
GAD1,-0.04349362740942361,-0.05003211009300885,-0.030551649312595443,-0.023266081423990396,-0.07755034193168349,-0.04200480780415181,-0.06152449226679893,-0.009783975067890811,-0.016090511200403897,0.0010785521920568524
COL14A1,-0.02324941092180111,0.0021727767680469016,0.011011521306355838,-0.024470408212290427,0.03556899111407906,0.05446698980027632,-0.03759553502115081,0.040681826034331965,0.04173950740447114,
HLA-A,-0.03524406087168321,0.01935697910688898,0.022692276158819923,0.01851319492034274,0.014152109458582772,0.0046461908789620305,-0.016195793375741535,-0.019465440685434657,-0.00660742336072746,0.004061121239316271
CD5L,0.00997730316645458,,,,,,,,,
FGF18,,0.0039932776167649975,-0.018004789194433022,-0.01207108389544284,,,,-0.00943439168598467,0.0345355530908881,
ADM,-0.021269421419462652,-0.001124379969969219,-0.03973014714524726,0.03796200896826037,-0.025635035982615927,0.009314823464694297,0.06999503729819699,0.06519531978678894,0.09202804769217221,0.1087329901529248
CCL15,,,,,-0.03807394360302788,,,-0.0364694600418365,,
GNAI2,-0.07691826362172756,-0.008788881462555556,0.04116633622353478,0.024021309072651063,0.017282168971630107,-0.015268550606098243,0.015104374671364204,-0.053877287113529515,0.056931856128772426,-0.02521196566837353
HDC,,,,,,,,0.06230311535339967,0.0070088613973360876,
COL11A1,-0.009949503046691465,-0.004226519502829254,0.03337444441777533,-0.023054437466435276,0.051439725631019055,0.017887445986529332,0.0036735106220449057,-0.053822226375467457,0.14699928598170542,-0.04887146346696608
NUCB2,0.012578538901784562,0.028570799450157468,-0.0148557027043083,-0.05494141140376259,-0.03663523909723978,0.13241511130234973,0.0681974452233101,-0.0057317727088687835,0.0555433627488731,-0.00838344402569874
FGF16,,,,,,,,,-0.016712713684232355,
CXCL1,0.0176395742638305,-0.006947931482508431,-0.021148157071406815,-0.02549014216351311,-0.002476896730199934,0.07960008783736895,-0.02836797413113639,0.11239693590131417,0.039737788559218466,0.19433489643881238
VCAN,0.013870484462424343,-0.022243619236445272,0.043352611096767774,0.02075735147792033,-0.11291643921380355,0.014602757690259266,0.07564520387609078,-0.035884364544587995,0.11196045280420273,-0.05665651977188198
MMP7,,-0.029942146030028895,,-0.01112545270774578,0.11532603526331532,-0.07319805126615957,,0.006116254051292295,0.007764459113172887,
PTPN6,-0.004692217125844998,-0.010076004851980553,0.05954659708639513,0.03516252167772194,0.0010419052423443925,0.11929562793321462,-0.043095908099403356,0.06777090223348624,0.004339093979871349,0.03544246772706615
PTGS2,0.01068677586273939,0.026633765515752753,-0.04512911414533404,-0.020216543846025736,0.006846439409920324,-0.009443426870258816,0.020392478160769778,0.1312188138028568,0.03278696979948415,0.06846276622544988
XCL1,,0.052833355659673766,-0.01380812009569688,-0.01827313979727301,,,,,-0.04762484700842188,
CD58,-0.013920109001610847,-0.0026318052636316058,0.003960586402258892,-0.0030365404411712062,0.11380487356364326,0.02736916084699265,-0.006625233337134627,0.014197649611268848,0.05433689787976231,0.06925295579965166
TNFSF14,0.03660313783123207,0.02988021163567935,0.05893136134524672,-0.0294662642946014,-0.03229347301627856,0.009984845195665424,-0.03926841462185855,0.10481830586232406,0.07867764394968471,0.03154727508082137
CNTN4,0.039370188177323164,-0.029450076009091025,-0.03252009615924142,-0.011057581305052567,-0.012001624423081838,,0.040673701924031906,-0.013454377079394614,0.04690755623009828,0.019467121093929368
NTF4,,-0.020728618349545657,,,,,,,,
INSL3,,-0.015060923375339737,,-0.012828817099081425,,,,0.05365334174002659,,
