,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
NUCB2,-0.006846659434623955,0.005307748554096733,0.012596850387287237,-0.0009143253547532073,-0.06908600720067978,0.026497403899855092,0.05037519347387052,-0.01824082562367532
FGF16,,,,,,,,-0.02023864225298306
CXCL1,0.10391553234745894,-0.019678124721303723,,-0.011713129940548893,-0.002370395565256268,-0.03177869265846261,-0.029047083346802203,-0.0022774117923266375
VCAN,-0.0578253368830132,0.033939135241489345,-0.06184540090078657,0.001121229574646685,0.07348121944727969,-0.11347581054687897,-0.021847574607757846,-0.062420171333935424
MMP7,-0.0251343117722834,-0.022419347824167296,,0.003122946547312548,-0.06860369782091226,,0.00770624282354056,0.008269300229902382
PTPN6,0.012945516599105717,-0.007115577968376923,0.10111025873251996,0.07970688528505826,0.032348664318225924,-0.005693381317256181,0.028613332529986275,0.05142033656157605
PTGS2,0.04599810355902212,0.02001644644672679,-0.04205047152557691,-0.048428708370160896,-0.08022773897170873,-0.02613622166934907,0.0011013428322050156,-0.02407361877610378
XCL1,-0.03296906554206851,,,,,,,-0.02311262714873854
CD58,0.04864990431324387,0.051254756033441255,-0.007791144866827578,0.07290219560304675,0.056181014116522654,0.020906398112670404,0.011396396758532823,0.045421837318550436
TNFSF14,0.042842956960326736,,-0.03250746680474531,-0.021441883961792897,0.02091290217123863,-0.02080241148144468,0.02291446407512133,-0.014405030366993109
CNTN4,-0.013533642409219598,-0.030554303155609436,0.011818049590837727,0.005898507553604059,-0.026700509432151985,-0.02653088952548302,0.08240280809707862,-0.010158865181782405
INSL3,,,,-0.023846049165022826,0.04623724706246935,,0.04582303763600657,
BTLA,,,-0.030544220066353257,,,,,
MFNG,0.0032399842935792915,-0.00348563594509872,0.06768301655018061,0.03461194937876788,0.01788605507154172,0.06362436920305471,-0.06332400105057605,-0.04279567426670858
ICAM1,0.0014891101841222234,0.05585809172422436,0.026293223595501816,-0.028388336824842132,-0.011305955030855725,0.05358879953322758,-0.020367754477680532,0.027287546320916053
PROS1,-0.007506871863389298,0.013004048494556546,0.1281816349806847,0.05576994287132496,-0.03461368307480965,-0.0004097239050236473,-0.082226186733849,-0.01815537261204558
CLCF1,0.09147528399907827,-0.009511593412496158,0.09565269652737157,0.10894999268535646,0.036966638416572786,0.006533613433742344,-0.027400809582149303,0.010096669890789507
PSAP,0.01154754578937821,0.036304474233615304,0.05939736276803593,0.026269479947024436,-0.029683780885801068,0.08880455834703604,-0.02245450674916182,-0.049849885533215094
EFEMP1,0.07926860137148545,-0.018192180002292987,-0.0007483166695167895,0.04072280571423037,0.03268619755707549,0.04945488836480319,-0.03688395051762025,0.031322727959765026
C1QTNF1,-0.030251864585005964,0.04714874947328271,0.06438345575087415,0.020105239927556487,-0.09210378045977617,0.08653726798161322,-0.005300698123532741,0.02727307649144149
ALB,0.009087004671075772,0.07835445888437653,-0.04380506997197536,0.0022471018952291773,0.08230636048956225,-0.055040932669877404,-0.004675738332389497,-0.02907972036944504
CCL13,,,,-0.015916975021393012,,,-0.033953271005310266,
EFNA3,-0.03726020166258968,0.08579398678155561,0.08979498308354435,0.030373916754529932,-0.0425279333065151,-0.009043856499308858,0.023606436261504344,-0.019229864648138913
DRAXIN,-0.034408392647043706,0.0019388593616293482,-0.009709266215921775,-0.04441691120024398,-0.057953458474708466,0.003973092637772233,0.0463556256941601,0.04919198967765335
RAET1L,,,,,0.04377889803485706,,-0.02613482083970457,
NPTX2,0.03423198739320624,0.004673517464522942,0.013622147194030246,0.04482703859161907,0.037948664932475035,0.10626540400097988,-0.07009951919277048,-0.0203391566986567
FGF11,0.08783756878112985,0.044196362856408065,0.04634394576681916,0.017981812866600753,-0.05101865595184722,0.08543418689709482,0.03920644894730313,-0.025848136479395586
CD59,-0.005017159741590606,0.005739039726467031,-0.041258199217352264,0.08418321718784194,0.03747965777272498,0.009137011883749992,-0.09850074350631627,0.016898950488539267
COL9A2,0.014778152557192488,-0.010754374928356495,-0.03105465772412883,0.07496367530304975,0.07279104093343684,0.018757609277321705,0.03272708515842427,0.0061262842254294235
DLL3,-0.0468136313534844,0.016246146312424325,-0.004729466867354411,0.04886528853307555,0.11064274742701137,-0.04021674239407871,0.08248314308114128,-0.010925380046521282
FGF5,-0.024172985649629393,,,,,,,-0.01986020215305571
LIN7C,0.06517104463825671,0.05312539902695637,-0.08118445761372908,-0.011424239122232987,-0.003295621937440036,0.010112190579675464,-0.017534427685552214,-0.05865894135942897
GDF7,0.016629901258433482,,-0.03463591777549618,,0.059947282422244404,-0.019556916058668845,0.03737440429418991,-0.015026680618489814
PSPN,-0.015550871199988076,0.038442078617522274,0.06683633272195447,0.007110479215885663,0.038202259064721834,0.05998841397208204,0.04718721465343084,0.0031209724579203853
ANGPT1,0.0693829911167206,0.007092750379339996,-0.0364138465287834,0.03057520540176329,0.08141480264117638,0.02297601497407893,0.002793066810483399,0.039603387887893506
PNOC,-0.02436370232211954,0.05940974737131729,,,0.01651226632497018,,0.02557785553428275,-0.009365082957469812
L1CAM,0.001512714859660375,0.017843341519144403,-0.04765719250962799,0.022409446487877023,-0.04643545205429171,0.029368653317081436,0.053216545259683834,-0.0172260260925774
APOA1,-0.03153448531802479,0.009932380970973532,0.1042837435645213,0.043012788957371956,0.013428832220487751,-0.01216148832311268,0.02557091101909724,-0.0062985996910377645
PSEN1,0.08341638672885726,0.05647567555265603,0.014822510142969642,0.06069251695576854,0.004200503948845724,0.010047483880586714,-0.026285262921301775,-0.02077605259370372
CALM2,-0.0705399131133786,-0.03736094242299121,-0.06625391178238725,0.08414377836260949,0.07799164684557568,0.020327272413206803,0.03572112778360963,-0.03735187282110216
CLEC2B,0.04146341036290128,0.09055794456454676,0.04391178749588223,0.0241553571004714,-0.014784350110676523,0.0035899177433132427,0.018449657534408852,0.033273662466897044
NTNG1,0.0061652867935070525,0.04381714680031176,0.055270079002276755,0.06432770770843999,0.06472032265730093,0.04532288850867654,0.065403527905127,0.016855460815185474
LRIG1,0.08011634803274388,-0.02474980849902934,0.015519007218130324,0.056299155969228236,0.05630740369152528,0.0165791188250954,0.04724274414111555,0.03166895140095311
