,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
PDAP1,0.060751916820134685,0.031985920530393085,0.0027957031690882986,0.02750875979214588,0.04577481276328691,0.07237455962712061,0.04050828096219966,0.09154427950542093,0.008066286308115308,-0.04831825629933899,-0.020509846016988683,0.0571676599508652,0.04410768677833902,-0.034773506896837364,-0.015513666445883081,0.03675769134800014,-0.04780084466615221,-0.03126349372905829,-0.05489962555633641,-0.017941861759850554,0.021774633156354032
QDPR,0.0617189469107344,0.0038180895877783618,-0.06284080408398965,0.030979374801619202,-0.008620944436958579,-0.07219277373162007,0.016643537257248577,-0.12966225569361392,-0.024395077289851238,0.006657948552065793,0.09433537477169075,0.07387507317455347,-0.007202536697166091,-0.00709986964726675,0.022093267110924908,-0.0531724084444983,0.06995601741482749,0.07849974611718738,-0.09117690425217341,0.07490999278574108,-0.009685150211859615
POMC,0.02465918525164011,-0.04110369781966994,0.04573742610395022,,0.0612583413514487,-0.04247760796410642,0.010795558084971625,0.06239363022045707,0.006298055666027939,0.0458297708638247,0.006597687309168769,0.04421273719073343,0.034890245447647586,0.10852807791878864,0.05422861949338271,-0.028279576038339905,0.042643469385495666,0.013576602368895779,-0.0005110401059744315,-0.024834242027996264,0.0026832441936232307
CCL18,0.00014274690530366335,-0.008534277151568187,,,,,,,,,0.05372661822426658,0.0030442484297976166,,,-0.04547843051316774,-0.021922622055537293,-0.0029099368596275984,0.009931544772085809,,-0.0029544115833061366,
CCL17,,,,,-0.02061135698373393,,,,-0.02434607655619944,-0.0075409326815105366,,,-0.023489884996349852,,,,0.0019314883482915233,-0.03095422073050704,0.033179670443347124,,-0.01196850324234965
VEGFD,0.0050321016619398,-0.031549401566242634,0.007593758242881879,,0.03348161400387502,0.0013525035266463835,,0.08163297742911164,-0.0035537513591090445,0.05946401512253838,-0.02425656698975758,-0.0027207065759422633,-0.025174837310706584,,0.08109259556669025,,,-0.02144293353327248,-0.026976898779810396,,
TNFSF13,,0.07583343494039602,,,-0.025089595365363225,,-0.015493632335819959,,,,,,,,,,0.018646662823941732,0.05247028671017359,0.03407025271324087,-0.017047328103056338,-0.01950167706303331
WNT5A,0.05661008292495793,0.044495681333893054,-0.003153436045047945,0.05110120318810707,-0.00811903051418815,0.030182406809725164,0.05727022546135838,0.07775762799194602,0.008173006346378917,0.037232172917912365,0.05158319905123325,0.012486165658277948,0.027708067926072163,-0.024187094058566606,0.020719369396075167,0.10088209120707126,0.0022167383886878365,0.014246685368469228,0.03755366299642595,0.023158608121350135,-0.03341647729339022
CXCL8,-0.03310653707265019,0.039823399238765114,-0.00473134734300719,-0.03587318693898253,0.028088904786753792,-0.056948993683647565,-0.022038687093793512,0.011309969799375668,0.05697213358904784,-0.014466302944943318,0.008034392869760489,0.12886967862959467,0.05520812185335287,,0.07943813388381389,0.036449538001766424,-0.05164550231641218,-0.11655074952751035,-0.05366233858403078,-0.029385829567174962,-0.017523883448551273
GRN,0.09275900097012182,0.015300716135321999,-0.01428580386791113,0.07260396996648993,0.0018635045935736071,0.016137936251523325,0.044331184289143906,0.07689377990589477,-0.029909081560755654,0.007191313582193674,0.0835219361630209,0.00976921919627806,0.002390339016324663,-0.06490157062118188,-0.001794332481251254,0.0982427973879969,-0.05918517692366,-0.06580382728164588,0.04120131890532009,-0.003138851226391057,-0.03762528254536481
MIA,-0.02401800584047468,-0.02256329943710248,-0.019311487406611684,0.03823393291892116,-0.017967952129534535,-0.020521380291212973,0.027079985542813947,0.08496634297852862,0.020901158563824185,0.04613661523286556,,0.039590874133388,-0.034478093398386346,-0.014271215094402236,0.0010198406428572546,-0.046205254958781146,0.12177721734563758,0.1383968314974281,0.07451369211845056,-0.01816082138183035,0.06084603078871403
COL4A4,0.06825885419385372,0.0007747160320452116,0.008609929670711136,0.03231023210983174,0.0061970384791175176,0.05815580882881492,0.009924131396965552,-0.026997239361840664,-0.008561717684455976,0.009433331171061847,,,-0.002483577856634648,,,0.024071119951924177,0.13380069176058057,-0.034333489380541045,-0.030151587275263136,0.03301324853994212,-0.009291537947477235
TAC1,-0.058343294709900455,-0.02841921720341787,0.039495839504316246,0.06413971134136821,0.011394738717870452,0.01910731314603472,-0.028657296424945584,-0.07255011669450584,0.015728361102911568,-0.0020491747252973005,-0.0523584058448499,,-0.05927159208425179,,,,,,,0.06378844096789237,-0.015733814520702296
RARRES2,0.011507824780675325,0.004406961733678693,-0.0253693843818452,0.0688460984434887,0.07257658946163016,-0.014062924901835801,0.0005113390220626635,0.11976662347469828,-0.020048696996503208,-0.032011997540275824,0.005149084007749492,-0.022185412073510755,-0.014678935694818493,0.0384364880683635,0.040649905920589376,0.002103911871470614,-0.014564279672264474,-0.034485202995695685,-0.03441788128152799,-0.07926781023370046,0.03341240134984563
FGF7,0.012973191831647694,,0.05553800671355468,-0.034067540452919626,0.08535122703755059,-0.04847802026733144,0.07479495864582149,0.018984647533910468,0.02365580812361361,-0.017245168207339914,-0.04660540549850393,0.011236378378116191,-0.028261157323903534,0.12732961247279148,0.003666500902317987,0.018018228551340672,0.03308875116319559,-0.028043552390769794,0.06979849318782926,-0.013373444795394976,-0.038431933870004195
EFNA2,,,,,,,,,,,,,,,,,,-0.020380073296279735,,,
HBEGF,0.08887323520240605,0.046384333486591996,0.008685928004969515,-0.03756933880056359,0.06700271371474088,0.032873587668847834,0.05293084030181137,0.06679653571856106,0.04004449870901222,0.04400302992983104,0.034008505062154165,0.047696823584325844,0.0025861670472162915,-0.04650337884595036,0.01067569329720003,0.016138848739423332,-0.016212633624556196,-0.02023154479967476,0.02710569184729502,-0.06057163329893101,0.06529118698017719
CSF3,0.05020844853868231,,,-0.027437578654417247,0.11992873000485689,0.016434698734536287,,-0.015194584991945932,,,,0.08251874393788466,,,,,-0.020318229891530905,-0.07926966259298318,,0.0117166951190983,-0.012600987554645462
PI3,-0.010290755386080205,-0.033191290086012126,,-0.05660636625641133,0.028679819029880267,-0.003392706637065525,,0.04093983990893483,,,,,,,-0.026618110776898816,,-0.047181463410834595,-0.12933228377822586,-0.03211402050655212,0.013262959442403029,0.03796538133171593
PCSK1N,-0.0037983134616116337,0.019657695014859027,-0.016106469335767225,0.030188470834134482,-0.020134827577207085,-0.011179877883611345,-0.002661468756269911,-0.05228433762054421,0.0008763222000230963,0.010843947625545554,-0.07168727800830889,-0.0001868374306354537,-0.06945544696033076,-0.0958844920427259,-0.0037133467564546547,0.012573845206988796,-0.05474106300153335,0.01678193888602787,0.018277702561843273,0.06854846089354112,-0.0049040120764797905
NTS,,,,,,0.05380417854708901,-0.017996030231732324,0.03595851325341508,-0.025431195010951483,-0.005968332849866242,-0.02183870215738033,,,,,,0.004487500594456007,0.17484704660593012,,0.02153405477894811,-0.018660344282425453
SFRP1,0.035705128012981015,-0.015166237021977053,0.02158524033892594,,0.00412636917035783,-0.009752532066213024,0.029837746122827555,0.020307954536583985,0.02415100682597223,-0.021178102003665506,0.03386040708625573,0.02057435974301899,0.009365186370334311,-0.05783873421401778,0.1441935771323619,-0.038169274559056526,0.0024610472732943534,0.02551042028415741,-0.0380554890670585,0.022309355666098138,-0.018226725156199546
CXCL13,,,-0.03665984750561566,-0.019922928594025672,,0.0006491961719920582,,,,,,0.03494233036496407,,,,,0.008289990504076262,0.010804577083022507,,-0.035501845646866315,
MICA,0.03728509528000956,0.032091515009443274,0.02986512093702023,0.002420946358498654,0.06140831849282258,-0.012111216398592502,0.06542453756986129,0.04271727209482795,-0.029285017890553093,0.006488368656106001,0.06857258640942328,0.04582990043355821,0.042139319045938484,-0.04046280486158453,-0.021574662944282296,0.07982682611273188,0.05387798590495638,0.025530978545418092,0.048633027632725624,-0.034938660080488404,-0.02648278431914011
TG,-0.02051236587463682,-0.035682001088768095,-0.02061548285987486,,-0.03424951633910582,0.08670631424880561,-0.002288266435606483,-0.010940638575322365,0.0019737608388262747,0.022671391701018263,,-0.044597285479942315,0.08098648445418066,0.010026164829977742,0.05750061281539318,0.04376182931999637,-0.026822999327739953,0.10552362107751549,,-0.017912223819474517,-0.024574329273908832
ADA,-0.0319259674231186,-0.00986637248716065,-0.009681717491340452,-0.0541374646661097,0.010059158742377316,0.00024791046599622046,0.04237484690232904,0.10069785280392383,-0.002505107272858581,-0.024891469040674262,0.08672563653502101,0.0643407396339842,-0.05648882144405754,0.015274442657425096,-0.02886847693767575,0.00918493729796434,0.04700370067315703,0.03878341904348717,0.06585177453799664,0.0009599990974061545,-0.05205594547471814
LAMC3,0.02102382700509569,0.0196346246334811,-0.03665984764351072,0.026163283130033212,-0.03704624685931226,0.032698484495817526,0.04439684695272383,0.1483986111925401,0.004256613155993149,0.02469064293474919,-0.007393743926630905,0.0008189837035582992,-0.025148890514397126,-0.0405211663446432,-0.06968146562415008,0.11228754075221194,0.013923600341321602,-0.014386902515664506,0.06412610104986174,-0.08300946357050316,-0.04049070998514155
CCL7,,-0.020068078246514017,,,0.022008009047120667,-0.010605208213197824,,,,,,,,,,,-0.030255122263613068,,,,-0.013204613484442736
NGF,0.06131549239258559,-0.014563263373370165,,,0.0276440438434888,-0.009987606771996116,-0.019822214835113136,,,,-0.021838716536716724,0.007485443782767686,,,,-0.032578400462758436,0.026367385623668072,-0.020106130824038296,,-0.01714519905587572,-0.03953421479168773
TNFSF15,-0.03320264819090633,,,,-0.005925007483196831,-0.005167471052525633,0.006622464804362994,,,,,-0.019989710344682554,,-0.00787986672657916,,0.051842846702714156,0.07124215920326174,,,-0.013515158924874466,-0.034888874982283755
HMGB1,0.024292490121865472,0.025575972362417872,-0.01842152285344052,-0.01017426764353894,-0.02671177943828427,0.027051817955374563,0.05777690431639773,0.06594647015584951,-0.025832840396025104,0.06485562280444135,0.016214713289091975,0.059856821352355,0.07134107994885558,0.0067640510536410405,0.017860667062245067,-0.01833804076238329,-0.044822042271259924,-0.07930184417259904,-0.02175399659150099,-0.06485676255319683,0.1044616994780377
ITGB3BP,0.002846212616820459,-0.009138588296548985,0.0035058201217326996,0.005187277403728639,0.00902511013180349,0.05350567696256884,0.042923524686915855,0.09755644968549242,0.003967898848640218,0.03576462647288123,-0.03958538162183798,0.01078590551207389,0.05138023236549309,-0.014495861137077572,-0.0798929747732991,0.04459183226835877,-0.014731899057659722,-0.03308750776268423,0.14528339953506383,-0.019628563159797576,-0.02584738304716447
AANAT,-0.023181437296908938,0.053089097669440505,,,-0.025089598043127985,-0.03789308325437324,,-0.010703797080790521,0.007063005126417724,-0.01766710239348423,-0.020531605281492213,,0.014662428414933988,,-0.06193537153170371,-0.022833329826389845,-0.02654227915956061,-0.01278641865672544,0.029453056215902503,,-0.013971031727684956
RELN,0.02818202540371458,0.03801145894712196,-0.04837777378934067,-0.030898905823254705,-0.008531310519179523,0.011132915395063413,-0.018336926313566135,-0.053131011401923126,-0.009622576578363429,-0.03403346036029027,0.0070764246808328645,,-0.03488366300793566,,,,,,-0.04872695311491434,-0.016324847312012853,
IL15,0.0017545734071743504,-0.032901048475104146,-0.026263809764978684,,0.05706274615471012,0.03479253530488425,-0.017126178919556558,0.012286669435520101,0.0019637601438369408,0.002686509352816869,0.02296979962671437,0.08733714794027549,-0.02922354359140537,-0.03903027398034898,-0.055643749969678885,-0.019723814988821833,-0.020322688667698045,0.003271097854015248,0.05174431711625456,-0.032967632190461164,0.025602883933645102
UTS2,,,,,,,,0.018713754370210976,,,,,,-0.014573692770696662,-0.0022154189458634967,,0.07222227698152715,,,,
BSG,0.026582629371500792,-0.0013019873885831018,0.003290048001643347,0.006860678175982062,0.06476259539386496,-0.00019939387397192783,0.07637831306544063,0.030894472137968563,0.06624553762700051,-0.03458470472671034,0.08745124570904632,0.02959351005841627,0.0021701951928169557,-0.04093741085397222,0.03655793735297186,0.06167314187233275,0.03552617186184105,-0.009880002077461076,0.17156501502739369,0.02881436599292528,0.018755733725143157
ADAMTS3,0.052685196321106985,0.02009450041095592,0.06000360278620189,,0.05551611444417101,0.04628849003081528,-0.0010157110103818415,0.11893885821391975,-0.030953850133289603,0.01026493249147319,-0.0003637381080252128,0.13244322483589716,-0.00608642153713946,-0.026866693263125126,-0.08502270114271049,-0.027340587937769435,-0.013985427395077646,0.10691201263812385,0.13493211035098368,0.03434342662724705,-0.06626961552125843
CD34,-0.008411094827702643,0.048673344532799596,0.028117579738238405,-0.021588034244242993,0.05139284909935563,0.02757432757346029,0.06506462677405553,0.13052003656966923,-0.013882754549430228,0.0012315061812248073,-0.0331918258948116,0.05576260363718937,-0.017954431901828664,-0.005975190812890009,-0.03223480572456493,0.0876129531289427,0.02136167825033716,0.10697046560331262,0.0132233729125082,-0.054358252877196866,-0.034552444924571185
CCL23,,,,,,,,0.0360279732470095,,,,,,-0.029366983266274606,,,,,,,
PLAT,0.0005324486360317899,-0.03769229283564803,0.03566086053298628,0.053718389711488096,-0.04397301766578462,-0.022004379256896616,0.08368060654837643,0.12922320842084872,-0.021598215162934215,-0.018591608489044124,-0.011611208553375375,0.01761337901861377,0.025946802682043628,-0.03313060194251688,-0.08145458849600135,0.07890897986016991,0.059799740757744586,0.04654740318982434,0.09333187541698063,-0.026564897583334437,-0.0821277055299314
NTF3,,,,,,,,,,0.055118278521599014,,-0.024091419552500746,,,,,0.07847232774957165,0.14567426466813257,,0.0064222614426194735,
LTA,,,0.0717051777952344,,0.005562033849218779,,,,0.08486385909568406,,,,-0.029223547198773226,,,,,,,,-0.018802903220450775
CKLF,0.11352010746753047,0.018639791015359203,-0.02373272374845541,-0.0317349283362245,-0.073156170510943,0.00461589396986823,0.04464596492027783,0.12936487936021948,-0.027947274218955657,0.01308403036136706,0.038301941524762524,0.03477476454867623,0.052131956947485895,0.0441319600255252,-0.04379293336391386,0.09223361163721806,0.05949479994524214,0.025299898591982912,-0.016689480491379475,-0.0404212043509507,-0.058463736731306074
APELA,,,,,,,,,,,,-0.02628735926053163,,,,,,,,,
CD24,-0.06241792362274731,-0.04672053413000394,0.018784596819544516,-0.009254624839558497,0.10267404430861365,0.013465631644259134,0.07276861501010541,0.021850498293792597,-0.02390397829158432,0.014953320623144627,0.08268557710122132,0.09142736424930141,0.004989955678430408,-0.00610964452878812,-0.022249202761249778,0.08982811801289392,0.021191095029611834,0.03098537253245595,-0.06331490868439149,0.05672201428187562,-0.015536113641366811
HSP90AA1,-0.09955751264532728,0.03896769749523036,0.02461912774318997,-0.04488270328700686,-0.07655145657842098,-0.11269181218810682,-0.05453380506497118,-0.1342169401298004,-0.0230980461703243,0.03487529949080366,-0.05765658437453572,-0.02458144511286698,-0.06666148299028284,-0.07151509173302992,0.03571561292226331,-0.0457308941983929,-0.07254312553922374,-0.1561828030562539,0.011068503803899945,0.032952120557773336,0.09074758733969197
BMP4,-0.058085208770581785,-0.004816016237818373,-0.0160712210680686,-0.04592306831515909,0.03607293469979103,0.04109850562867816,0.08061941136913481,0.013482296466898845,-0.016312139408595605,0.016930410159141384,0.1865741036643776,-0.04358872998316769,-0.011253527491674064,-0.02707204291268756,-0.046809515367815434,0.12352112997129022,0.07446352344364625,-0.0026801149858093174,0.010588776667089647,0.010200293877466057,-0.04818045451732428
SCGB3A1,,-0.0034165208863100307,,-0.029328058268500858,,-0.045125984269898584,-0.0045796555238214,,,0.12067197075514102,-0.007044826013185373,-0.03198063049534871,-0.020391804770055273,0.003964129061975967,-0.02820858471876783,,0.0035099551976917696,0.06536182401546707,,-0.028066720459304934,-0.027686544123747527
IGFBP4,0.02290134219036403,0.011261028739544725,0.017272600583850085,0.011125052626663223,-0.01760923908878843,0.00027742845133469794,0.03584485847717592,0.18244417343554975,-0.023804920288778425,-0.006634358113032275,0.038012810142500936,0.04920630881152835,0.035218555103749674,-0.04946925228755763,-0.004666196597817932,0.1036832945792151,-0.004695209682940915,-0.11592855480630493,0.09030395678976828,-0.06678573682741548,-0.10609636977511255
RSPO4,-0.03278605255859763,,0.1351145394270918,,0.0030317710833540584,0.0023493392587099556,,,-0.03371997394942733,-0.014902371485536957,,,0.002189916204147856,,,,,,,0.020334338096758223,-0.02479906111740719
LEFTY2,-0.0442429778454944,0.03807199383132561,-0.015346887245378651,0.005360641409829555,-0.017766228204598083,-0.006767994611193997,0.12263392765808301,0.15153278112909968,-0.011330050289122122,0.0521058719187841,0.02715635435670633,-0.022602162800157845,0.0517565117807576,0.1415317404491316,0.023675265631186656,0.018851586683261222,-0.009267553881651356,-0.023433422660942185,0.12643005191717807,-0.025705120054900502,0.0009440361041301129
PF4,,0.09342981215050815,-0.013790708922051101,,0.10065932223471338,,,,,,,,,,,,,0.06744631341636681,,,-0.018802898869319504
ANGPTL2,0.013333320307624737,-0.06199461598023622,-0.008663592734231533,0.0695996098216324,0.008935141073615926,-0.020264162768092005,0.08385437536228355,0.11695355700950803,-0.03482284877599598,-0.0031356550544511977,0.04941331860326314,-0.0415414060375427,0.07163321190835464,-0.027380319935270753,0.09109870696040712,0.10542900450011816,0.028355679542190235,0.05621942973080221,0.01913709968040676,0.010854402548030375,-0.05285005605583907
LRIG2,-0.01774785440055224,0.07004571511411566,-0.01547486925376548,0.07696393303380124,-0.03224453780947082,0.01157260550615065,0.05931122896604983,0.04664998291683043,0.0007703451602706313,0.056726988650134244,0.06175119586328542,0.05799839044249473,0.00010035399300079457,-0.017723626203006698,0.015431900877165007,0.05480354067315979,-0.01120486907852746,0.024303462101122848,-0.00031222648167272067,-0.05329864341840218,-0.05098152440203875
ICOSLG,0.0038459522837072766,0.021164066886874618,0.018213804494132377,0.010855387253608708,0.05024060934835632,-0.01224410522807845,0.04987345489897078,0.04778613379143388,-0.00824847784213395,-0.028281918182353316,0.07579658041275328,0.011352848245581094,0.004645357660336384,0.025070683956570528,0.11554839185656068,0.0200798289087838,-5.4907120323477615e-06,0.09386046337449643,0.03164366495831155,-0.03894826455394326,-0.05989920764273134
WIF1,-0.044546027089433136,0.0005740993083006789,,-0.0031996090383157373,,-0.03577695365357865,-0.042559599197947114,-0.08242555115056743,-0.026020905216173736,-0.018007365045391986,-0.050026305263189186,,-0.016225010217689892,,,,,,,-0.017570999838948734,
NPPC,0.004536643856812361,-0.009252264222670593,,0.050870152733585465,-0.014866268530604807,0.03826771780347046,-0.04194192086617166,0.020539515398578245,0.0071899166599160656,0.007127990289727384,-0.04283219363456869,,0.058424264662971515,-0.025946737605966125,-0.06400877553558616,0.07871183760007706,-0.02532481846840356,0.0598423169056855,0.15222820814437307,-0.03370612395980208,
LYZ,0.004460915461059063,-0.023958395066153642,-0.026886404493716588,0.00020814980899297718,0.018176645032502988,0.0797845599648506,0.0499562433610652,0.10744937348294999,0.01666692275628624,-0.01575570900681442,0.12988373547656695,-0.003963775759854731,-0.008061505826541223,-0.033002096954342336,-0.03485007939056381,0.06405834050702933,-0.033589113014132935,0.06553519542813982,0.009087868594778165,0.04039015145516407,-0.05846870923460812
EREG,,,,0.06133723151253077,,-0.0580906194433317,,,,,0.0023478876955646184,-0.011755811429203745,,,,,0.015514797267572406,-0.03813987564456516,,-0.023542438065929622,-0.028396732729113864
SPTAN1,0.009696919302664054,-0.017299438235097702,0.01011077049705249,0.05733159266342174,-0.08001212333410025,0.028679088688009217,-0.04901810429409943,-0.026250068479291695,-0.033335072102977814,0.006836306562887117,-0.06066154697876679,0.07090507029402791,-0.0007306882263379741,0.010722082428992868,-0.052365437662282896,-0.047067748272588555,-0.03602654719813217,0.09841933658015732,-0.07212306000796603,0.09573699550298699,0.024080273699629805
PTH2,,,,,,,,,,,,,,,,,,,,-0.030060066385802595,
LIPC,-0.01310540877786529,0.001069163109707942,-0.02075575396624253,,0.0008843840089323801,-0.03458892390857177,0.0025995330468105986,0.04937883379577056,0.0031280182874400915,,0.07154664968473176,0.012692440662522977,-0.045907459820112254,-0.02751385921614233,0.04607726771922802,-0.056175902265815925,,,-0.0176150566717621,,-0.023773981025230116
COL8A1,0.06682265098530023,0.008550482012212122,-0.008099443696854376,-0.034256317697283836,-0.0003902339299323372,-0.013455857849668391,0.004767179112526318,0.032043262819145144,-0.01912265565546557,-0.03773635065795696,-0.032592803260844995,-0.03273063409348911,0.03501342999085475,0.05440667261502706,0.009391101988398216,0.05165311143231963,0.07639310901691086,0.027052975661993123,0.08941770927500739,-0.016583180918222428,-0.056300824265655115
GSTM2,-0.00590216794898271,0.022218501160707862,-0.030219005118211163,-0.00915588937285023,0.004537654272284889,0.056441078878208706,0.011157398853959668,0.021208540371439533,-0.0048062197797927265,0.031006089282997376,0.10210494165154277,0.0010832509531926414,0.035839859292915915,0.015647140265752278,-0.05341573279911272,-0.003910428965897665,0.05440233819181067,0.04928730568371624,-0.022795890409813484,0.008924409996456833,0.005707378003754982
IL4,,,,,,,,,,,,,,,-0.017814396331679395,,,,,,
SPX,-0.017932631066111912,0.032221918064317824,-0.010464670352710365,,-0.04915384508586651,-0.032948676230793526,-0.006995929408505742,-0.005446732244656853,-0.027611196059153603,0.017666555729651562,-0.013695096141777033,,-0.04142698339293198,-0.034397377990230994,,-0.030295547469874715,0.026359437997672458,-0.023193294952512412,-0.08339277626557376,-0.0012350437563323359,0.018121721137980155
MFGE8,-0.06818447854120152,0.01744272280216541,0.022677207486592264,-0.012722929020654887,0.015205881211860131,0.004499576542601072,0.019872330507884475,0.034070985890159215,0.02590505216604641,0.01986372670207309,-0.039099538108171225,0.01889401540880472,-0.0012859875805007312,0.024637072341795914,-0.10285045841244733,0.10815575201168207,0.10060257239899459,0.028315559457856066,0.017596475059790395,-0.053263096960744605,-0.008902379332927816
TGFA,-0.031637453023979585,-0.09022554624576577,0.038368045174060485,-0.048549346618596695,0.07480031716853622,0.10315864083411667,0.044277450391732816,0.01431733195621804,0.09164853278447786,0.02347081362147124,-0.02439377062284181,0.019999103401856653,0.0036753018185129126,-0.03222429259764112,0.01676205008308224,-0.010065188346549616,-0.0008106595956877448,0.06807711043308412,0.05279918480926214,-0.010155296891861468,-0.014784126648088501
SLIT2,-0.05760469108530603,0.005140520828362465,0.0033859834814818184,-0.021798671263678057,0.020661719772857655,-0.00987741579303486,0.021565026013036157,-0.0010742056096451516,-0.01768804039886932,-0.007277530038740128,-0.01661061334023874,-0.03458729069695707,-0.048246412330113064,-0.06026191490966342,-0.0011921549822217496,0.22285731079123872,0.024699222574467664,0.03057962195311225,0.022871150528555623,0.0028810544286988374,-0.01547944694608529
PLTP,0.03975549620974423,0.022156333448142034,-0.02449274995319884,0.044298631725486065,-0.021948392723102852,-0.012671333516016344,0.03850514910539127,0.12898210715099104,-0.0058427042104244155,0.032180647338871424,0.08294380396727295,0.056698230936427334,0.0235733853367462,-0.005989686698318792,-0.011873365362965186,0.07214405346290699,-0.0031493591446909094,-0.10836160703257265,0.11040572635788866,-0.10838598529043675,-0.06165951275893293
APOD,-0.050102534440218754,0.0030834714802740904,-0.03287117298445231,0.07508865776005227,-0.058367659515564656,0.06225584577934192,-0.03233418101855906,0.03982728442317023,-0.0008580839426920736,0.06512436569958087,0.02861331452436132,0.09229704473090258,-0.0330680477417611,0.034542721815086684,0.0666648539732283,-0.06580525390734654,0.10945152741625443,0.15604126827268167,-0.03579457093927208,-0.0316325415162602,0.0013006206522365312
B2M,0.05965834507323305,0.004556632506732157,0.012354138858446351,0.04611391105007697,0.018860256274252387,-0.09138175647317894,0.08175982129591937,0.16659803782184843,0.0055836564100373975,0.016138280762246195,0.1372614412834749,0.0735712634071162,0.0292937319068115,0.04139070254128363,0.04158689227289265,0.06647463027309806,0.06726673016687766,-0.03597734130494799,0.12357765556365564,-0.1048023863516961,-0.07970364081241071
OMG,-0.00016150641551672547,-0.02844974731382821,0.004184576648613648,0.07050068855145793,-0.03589045428268064,0.011742417135379973,0.007720937627749195,-0.059419259522421,0.0010633647185673701,-0.001841447350768978,0.028872669292037592,0.16719500665115655,-0.030203074604550864,0.04060817431144224,-0.002093338584948198,-0.016605979660458042,0.05783454462528444,0.17040756347998687,-0.0798585201191263,0.01089156632617737,-0.013504270205486274
