,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LTA,-0.016704310269723,-0.015478693111726395,,,,,,-0.01910762302761479,
CKLF,0.0384455380996996,0.060076356391242126,-0.04450126747168684,0.034457128323793954,0.05450159413360077,0.06897720650373332,0.017392961129726874,0.041416319770630226,0.06337647549951417
CD24,0.012586356069781708,-0.03239576660262323,-0.06745877318939225,-0.004639494979394493,-0.03523887878536396,-0.0369411538364374,-0.005779246066296103,0.03272301774951204,-0.018353315506802328
HSP90AA1,-0.022523279830209537,0.009579716538627723,0.09418977223860239,-0.015497198074054386,-0.03972185769365676,-0.007955124899066418,-0.009040686181961823,0.003919063084927611,-0.040238364405100646
BMP4,-0.00981860390110178,0.011142282343264783,-0.04400883066616378,-0.018572153014478936,-0.02562764490502995,0.04917943940250609,0.017738742653900477,0.06701763609497384,-0.01835950765948815
SCGB3A1,,,0.0028919874280062103,-0.014994917028491558,-0.014112166818326194,,-0.02741148368141733,0.01666747298062201,0.06662501197937706
IGFBP4,0.04688236594331788,-0.0010290988857785265,-0.05724399943744739,0.08210968978143411,-0.029955739657303145,0.007624740328099144,-0.01759641353131708,-0.014979911436619503,0.051959554737667064
RSPO4,0.08091970313192133,-0.0029877482004575374,,,,,-0.018460467690813387,0.041182493477329475,0.08524682475415063
LEFTY2,0.0030452714104214846,0.021047745209785598,0.08569257425693898,-0.02112188289799813,0.04125392665711693,0.030632073951694132,-0.02510501645304191,0.01981639054909808,-0.06900564134139166
PF4,-0.01137121168543096,,,,-0.022972030802362885,,,0.02532729860413687,-0.017916302562217493
ANGPTL2,0.011547418012662174,0.016370811038801693,-0.1605624498439587,0.02384860707299544,0.07824464117855125,0.04253021203369081,0.021621324349512618,0.03797671073872802,0.009591825128185112
LRIG2,-0.022977385549181353,0.005979174186105132,0.020980690307117945,-0.021700320954841083,0.05215427806794808,0.0579832358325162,-0.016123692180883744,0.037223077178140336,0.03711573995887967
ICOSLG,0.0038152797946965256,0.041569118361504384,0.06331826765455648,0.11430460083255342,0.12564609949411956,0.003509482930312905,0.01950484942386212,0.021046409517177664,-0.035115120428580796
WIF1,,-0.013892228174743618,,,,,0.0043050196773409865,,-0.002817402554013512
NPPC,-0.01763955353797065,0.047068564830101425,0.07250807970618453,0.00890592123382144,0.07565770550209877,0.01364609826886321,0.030314285100220353,,-0.020215996770904646
LYZ,-0.0767079349139625,-0.013839500805328671,-0.02225265555264438,0.05307153904508015,-0.0016585665695532663,0.02497356934439122,0.04131588549433819,-0.04247792798300294,0.0480070838779147
EREG,,,,0.0038787641054955323,0.05101228714319688,,-0.022992823753694432,-0.028856930115647883,0.07497267186962366
SPTAN1,-0.00025446720663756153,-0.019350649538551125,-0.15286302975952093,0.016303912345760545,0.023717410576232823,0.05838351950075411,0.0023752514432883393,0.05315632829748306,-0.06480684502169165
PTH2,,,,,,,-0.016645038933377126,,
LIPC,-0.020434914296462787,0.0702187917336511,0.039955300330774775,,,-0.03153146435493915,,-0.02415926210808171,-0.027939401394438367
COL8A1,0.008986923076775885,-0.04209663703843443,-0.051642988353671586,0.07434814621019882,0.03139662074893067,0.007290843628088383,0.04917145896670996,-0.052224877705894096,-0.008669786732683692
GSTM2,-0.05012713843395332,-0.015418554586791151,-0.06791603228756975,0.013592690801331641,0.0360640670388394,0.00394165564514036,-0.01765850681393132,-0.021090926301725783,0.01976175466444612
IL4,,,0.008218013212159528,,,,,,
SPX,-0.02487509332632545,-0.037394644955625854,,-0.025087039090163497,0.028178548131166086,-0.047880251734490904,0.061782961594982706,0.0686059006699702,-0.06933215366232509
MFGE8,0.0022034020105876884,-0.00784504610079178,-0.035238759032719925,0.007288913412474704,0.0633149809958316,0.09145062588477473,0.030292404239992018,0.0071186238246754045,0.0067262231838896526
TGFA,0.0568291097067977,0.07305553037770618,0.06204174585568612,-0.04219084302380141,0.0758483438195828,-0.009686456241389986,-0.04948505522344128,0.007715021988528952,0.03174868534639624
SLIT2,0.06568700372912564,-0.03941328168071245,0.06487870782850401,-0.00623797331353679,-0.042568740815986925,-0.038192644636032426,-0.035982817242994666,0.010929267898126985,0.030517783549961094
PLTP,-0.025090220850935898,-0.017211748467966314,-0.11607751771599607,0.026673551897741204,0.011897098551096486,0.11029853016337875,-0.023982262606745155,-0.018918165829489984,0.050021769873720534
APOD,-0.0365080533144051,0.003505917422536211,-0.004477460964369038,0.047923967023176216,0.10667066029667656,-0.07507398643700665,-0.02714268067620451,-0.06691104209216905,0.004596888859682513
B2M,-0.0010815460405461785,-0.01711420437923727,-0.06910346508818124,0.1536445194427105,0.008212292454255227,0.045430724740398575,0.033538927415094504,-0.043264738739235094,0.01698924133015029
OMG,0.04220938631072247,-0.05158736663710782,-0.1029315533276879,0.0024292494411463686,0.025026554825194003,-0.05712887950561866,-0.01200782443639078,0.0070921877145770406,-0.028627613802435344
CXCL3,0.002633760857117401,0.03355046300930861,0.08287393568948517,0.03653619605356526,0.008157443202910076,0.006673945038987041,-0.051785261176714406,0.018297205163088238,0.028807056676285366
CXCL10,0.04728344682162126,-0.026051757947747934,0.007046610396143041,-0.02569371419441979,0.021213975622193265,0.11370443935923183,0.1383023444663488,-0.0076573977294099585,0.007373086063983228
RSPO3,-0.01320544395431817,-0.02719030021306148,,-0.05651609515106694,-0.00016051454541990038,,-0.018609150751444953,0.016556967418004033,-0.009468972133074495
CORT,-0.029614222049401454,0.050842332348810776,,-0.028371906955923416,0.01061695200358988,,0.07131531927886176,,
NCAN,-0.0638649635772855,0.07341293612455814,-0.028647616219878498,-0.012983292623887243,0.05566301866141653,0.067314819248295,0.06603593988903131,0.06793567459413306,-0.014303054552860654
PRG4,-0.013033203698440046,-0.023006687878645526,,0.03658041964961634,0.035326147904852945,,-0.00582610667661631,-0.03084676980612088,0.11981685037048774
ZG16B,0.061320227990966585,-0.012299226809532568,,,,,,0.07823229172564926,-0.015284443578188447
TGM2,0.015354748413785146,-0.012613621133247401,0.029340835029750684,0.03368891115728603,-0.0028797798268143473,0.031104268614594848,0.04306978478011221,-0.016391577230149324,0.026592211896976442
VEGFC,0.002419780775673476,-0.024782004841873588,-0.08246223729673852,-0.018653352843504938,-0.03915686315097161,0.058455629161599715,-0.006554600183444048,-0.01204972356521006,-0.0007010681195268037
WNT6,-0.018026598907579315,-0.02737149058033962,-0.020612477958760082,0.0927631932529067,0.031192645294666525,,0.021233114312498996,-0.020505947336935237,0.04679668193117166
NRG4,-0.01586200511628412,-0.023628806123246644,,,,-0.02019584509953913,0.005578605465933067,-0.013617264177609235,-0.02375087510666593
PMCH,0.004410574089045745,0.07429436781939543,,-0.0252906996183968,-0.021738594779354078,,-0.014035573300032798,-0.02936399463158574,0.03695912484201464
COL9A1,0.0006874817776478638,-0.00030511905545718563,-0.10738604682585742,0.008601016189630415,0.044422024563314295,0.010883707014024134,0.015224986190028636,0.058050177465897856,0.030257436136495546
GDF11,-0.024450894957741307,0.014135422045373058,-0.020715683391293163,0.02443856023140577,-0.03004838282948397,0.06122822699761996,-0.08157230904836021,-0.028938237503641304,0.012922422615960615
RAET1E,,,,,,,,-0.014938042049565475,
IL24,,,,-0.018856136207250563,-0.0226057534506291,,,,0.02923011529417966
SORBS1,-0.01957015654371451,0.023657880564250503,-0.14099833369828163,0.042311151443668794,0.03909147602858558,0.037874630295644904,-0.0014214370515227529,0.07097840570919269,-0.0159632453360508
DLL1,-0.029256380362666878,-0.02067057030452487,-0.04408176135029191,0.004538454498916709,0.027014618832463463,0.003714415739594698,-0.006734454913982445,0.056884667813159824,-0.012229160376701607
TLN1,0.006642031718088774,0.007137931242900783,0.06306130415991894,0.012463732395769157,-0.035135621978273225,0.0666840596045368,0.05932713413567974,-0.06200128270101918,-0.026065377874640503
COL2A1,,,,-0.019837167451306092,-0.02936699744973621,,0.03412023225844971,-0.019817719665535236,-0.021398263655135984
SHH,-0.013543638513121105,0.01434084956059249,0.18011665578380565,-0.02100231946330886,0.056740089692350164,-0.04088533108413439,-0.04999176903379939,0.04155799335842489,0.0662159104267034
PON2,-0.038708344339304326,0.018396808251436126,-0.01424502475229541,0.08149867798720875,0.03582776558519976,0.06487058125314164,0.0020551323293836483,0.008907858148625826,0.0228042486696636
ICAM5,-0.021108721898422174,-0.02571429900990315,,-0.03525935680351657,0.0064972892209843505,,-0.0270421955101519,-0.029363993396139366,-0.0019109903890849524
HPX,-0.006915791145952302,0.14568624162897956,0.012116385625173849,-0.008858452021841809,-0.01117335013720769,-0.007642018530393626,-0.0010200658797811,0.15951838515898867,-0.010805657027438962
SFRP2,-0.015424736544231174,0.02163618085934709,0.09195781319729848,0.05978583488730205,-0.015363233400664684,0.01352386078938332,-0.04611810854503612,0.010589067928974983,-0.00030968498711535556
CFC1,,-0.015478694047183779,,,,,,,-0.021015787446561365
CD70,-0.0031058874808830416,0.03267265603534665,,0.14218106254297486,-0.003524874878254572,,-0.035499838695397114,-0.020775596955309898,-0.04172356798848199
HP,0.013626901427506888,0.010017380980373788,-0.09786231474530269,0.031236857744289276,-0.06205824344413606,-0.025865677660727265,0.030528471419259465,-0.020369937831127734,-0.00831426313809328
CXCL2,0.03811811498586755,0.014266220247758681,0.019577371319407167,0.048288981699161675,-0.005901332614134618,-0.02457418313011351,-0.011355707399567061,0.0004611756282267991,0.032984307632512
NPPB,0.026877867289559966,-0.01355377400589203,,-0.008423414002302655,0.016193687686094232,,0.10519559032685293,-0.013813197950471699,
CCK,0.07829138551355662,-0.061269590302673684,,0.007818923371332632,0.01140327502843507,-0.025598167306188257,0.0009135913564091142,-0.01791944668923894,-0.03390200885244243
SEMA6A,0.005430992821629008,0.03945826254376425,-0.02411286236676331,-0.008051235131905286,0.01065902961754347,-0.015853665828187074,-0.016232559005019166,0.0541410008150783,0.09268247112344685
IRAK4,-0.021027256789415045,0.04147964414396303,0.06079833130493235,0.06924104339668678,0.023069102643197226,0.08736259493286638,0.035247284058356206,0.0244803841755335,-0.03803601568753245
GSTP1,-0.020314827409292992,-0.017154114630720755,-0.1425284784908654,0.0015596620079761283,0.047959312248333,0.04185752822953033,-0.012888682097131746,0.005077785576880509,0.04729725807683368
VCAM1,-0.052079191815815246,-0.020626108061830996,0.04876797907933506,0.0550904750807486,-0.0433056183544419,0.03679437012931062,-0.022806264607961164,-0.013279576753127343,0.002417956574549827
NXPH3,-0.013185836169664315,-0.0041741739395406785,0.010290640958687076,0.01794799842191402,-0.005038280078783748,0.07521399410578346,-0.038690662750002686,0.05109578704979584,0.0151027097435778
MTMR4,-0.011972765433333967,-0.0013673457019148765,0.09296094156793511,-0.012981878805440576,0.024154237143990835,0.018211184013050597,-0.03324722311050883,0.06200652584033446,0.01508228906543462
LAMC2,-0.011147942793320756,0.04765871231415011,,-0.023181899362479073,0.03978188224360968,-0.019526260356808146,-0.013623713125730803,0.09905057822107938,0.021787818638574357
IL10,0.025434278959744695,-0.007660887744274383,0.02534425937579805,-0.03368265771599373,-0.019711043832944614,-0.01883495331387041,0.05589363614073056,-0.007405413287450209,0.026378713282315773
SEMA4D,-0.0010925403708775929,-0.009858086880004632,-0.011142921759064154,-0.013666672687509415,0.06347664518688839,-0.040724489655186095,0.05838727693929256,-0.003780304702061727,0.035246131586572145
TRH,-0.032105071677296614,-0.032600606595615936,-0.03082792113676785,-0.06070994291371652,0.030107912945490055,0.06002189020319106,-0.0057850740639779075,0.09379705745106717,-0.011124345100918769
SEMA6D,-0.047591227003480285,0.03646115171380004,0.04995446700975555,0.07904422091985272,0.05083115095879676,0.01666471751596157,0.058281288128583415,0.04340995646499402,-0.010067356694895307
CEL,,,0.05182979121077864,-0.028554736042749516,0.12336156855499696,0.06374995129338444,0.012621369842717408,-0.015662601135941874,-0.024434766858101344
PDCD1LG2,-0.058082130685898195,-0.008249970904557273,-0.023882229265122023,-0.026749472526214887,0.051646599843230154,0.0052164438898058595,-0.010639325053118452,0.03238990148764213,0.06599045804170235
SPINT1,0.06551861074177795,-0.02964269416812473,-0.008729924189715754,-0.029674445053406565,-0.04584365190959005,-0.03858023796625657,-0.03130763673440203,0.0208858015077858,-0.03424685006302659
CTHRC1,0.060088825777303664,0.0015546874306292672,-0.08646512230809522,0.06175783989710689,0.06145948931738581,0.06150357993840875,0.03918752021859053,0.0003425799346161636,0.03499744217663204
PODXL,-0.04279096381980554,0.03152910704649031,-0.10336119188613709,0.05503418973090302,-0.014688755003612828,0.022596181481162953,0.02537376770065698,0.03779526182468721,0.09795722027018805
JAM3,0.014607718888363208,0.03075597306464411,-0.022036577830903726,0.059906662851227185,-0.010075792659759965,-0.05398316739811551,0.04470200823630129,0.030140188441974327,0.06962816010666667
TGFB2,-0.0008875414350437395,-0.027751420978488248,-0.15965698673207143,-0.06602052547974462,0.027815103839631542,0.03837723116530595,0.04411924639361854,-0.020155958000892524,-0.009436778919751511
COL18A1,-0.028166494908573092,0.02314181739466515,-0.07532316568125949,0.05914978851223421,0.0016439720453737044,-0.003653237324688538,-0.005980278298950294,-0.029709562453111536,0.0017264551154883227
NODAL,-0.0036697805549821927,,0.027894804930449282,-0.028188042441378926,0.03266613652530298,0.04156252285660652,-0.015579737756642441,-0.02117443943912539,-0.04764442458256195
INHBB,0.009158121238324811,0.022144496258922546,-0.007256076761731131,0.004120507448978385,0.04480089041465951,0.012758011324237484,0.03671258164353485,0.04964139263331587,-0.05082641775895848
LCN1,,,,-0.029982539379907747,0.09746567364849901,,,-0.015645833275544592,0.014933224036707346
ARF4,0.02050977592202401,0.014805912844563068,-0.015994443135032538,0.02827490141398458,0.025723708657114208,0.03418527763589457,-0.05296572287538109,0.019939615564978502,-0.026494435119619006
CXCL14,0.018437899818785228,0.057355989465190084,-0.0333485654966194,0.04963477350858609,-0.04069959493837045,0.07249657550031771,0.013934386427477687,0.06642515473765544,-0.0032173633919938454
LIF,0.006784812456431827,0.017496079365333896,0.10500005873414195,0.0011532979744756089,-0.017228034381150115,0.021534291827633396,-0.07109053265152812,0.011334955250293093,0.06865659602154112
IL17B,,,0.023340996592052562,-0.026091152411239483,0.037388529276187014,,-0.019382641470029216,0.03728937179474911,0.03860338551354992
MMP1,,,0.08755596310985811,-0.020703258590317932,0.02824931680880861,,-0.014035572188501273,-0.012008596252183862,-0.02819076021922811
MATN1,,-0.01372399877918782,,0.10485148640523463,-0.011088624339621945,-0.01975175598601668,-0.019975892859371062,-0.01881690308194196,-0.016529263917738957
ADAM28,0.013889055448756514,-0.06683697745255608,-0.05619132713007606,0.012965507861118825,0.032289915894673116,0.07081116488809787,0.07516196325597331,0.01333121167498118,0.059380749770759085
TCN2,0.026820448664419797,-0.02219206866116765,-0.08487718750295295,0.034602934168309556,0.02328358248589887,0.03157759782150401,0.0495265648928333,0.03129154605612177,-0.015087453171138427
THPO,-0.005581752201489271,-0.028174774412279367,0.0642221406025186,,,,-0.01732816181564588,0.040691819193473484,-0.02477060482802999
CUBN,0.04792140744775752,0.0030149915064377765,-0.016661142070067532,0.015981498051877697,0.07820502592816277,0.05953047743725996,0.02936180641822212,0.02077647525920572,0.07805403160007413
TIMP3,0.046476392498438344,-0.007966324257343992,-0.0009572447972486798,0.03917302153613766,0.009864930657464238,0.027452288595137826,0.007967755017400546,-0.03039923803117524,0.033848890157679244
PIGF,-0.01454040450330291,0.018445828439727585,0.008918712505193375,0.000271399429982939,0.03633585313707509,0.01695672460000748,0.026566365260813195,0.024762138313672518,0.04310860220545364
CRH,-0.015276367060525058,0.004172753953529709,,-0.032872813496198194,0.019942697469618395,0.02623050275739725,0.0015872243240492006,0.0479780857703683,0.03603708663305403
BDNF,0.07144364302091177,0.00671140401332875,0.06414874161939961,0.0012583988053669617,0.0180454557649667,0.11643288294017395,0.06968240608914288,0.02655533402084952,0.08457985693889537
CCL5,0.012722572359669797,-0.062363939882350485,-0.09874143726195395,0.02034230190374341,-0.03928490926282009,0.028553485497245158,0.010729908460618888,0.009923607649158568,0.02483907441370422
GAD1,0.09484523043012498,-0.07570829452526759,-0.0017995662292518851,0.007082794517851405,0.08221971134453439,0.052381159462851545,0.0025385174056083586,0.0632076748343582,-0.020153555319668733
COL14A1,0.045900954398557674,0.03869740381846068,0.001890075961698638,0.029946478039561346,0.015134576416218007,-0.026253885022929933,-0.07412598023364589,-0.004094045764380526,0.03872857496854975
HLA-A,0.022388442833208125,0.005822114003054647,-0.05126720322238711,0.08706297238968244,-0.033143562434995964,0.0681166864272847,-0.035471978051028745,0.028301941638079496,-0.008541533264604682
FGF18,-0.012136959389400641,-0.014705805375199693,,-0.002393442458570078,-0.041163897343219215,,0.09779050193523303,0.038789174161658425,-0.022691695494398843
ADM,0.05821154649428332,0.06343870234445444,0.10511980868378872,-0.002588675647557606,-0.027228813049359115,0.01466601272589795,0.006838922740480737,-0.02595847934936093,-0.012935219240572428
CCL15,,,,,,,,0.10755292452502518,
GNAI2,-0.05837961244458327,0.02049979467896158,-0.03478262509803084,0.09489264390403211,-0.003574773667958578,0.015764252654194403,-0.00839195867230158,0.04003832958106336,-0.001305227056776108
HDC,,,,,,,,0.07563441565220833,0.014332225553595163
COL11A1,0.007148376076362953,0.014182962415207431,-0.0557265561251168,-0.025346160064688286,0.0481209657122757,-0.04016952964057972,-0.023666779498869094,0.05610378811979933,0.10351872479716892
NUCB2,0.02519420196241691,-0.022581816961869974,-0.0834109939272677,0.020985344506411933,-0.04197533469572505,-0.06512349556942139,-0.007442535924231221,0.0022202884216950824,0.012314517476260303
FGF16,,,,,,,,,-0.01628743342362506
CXCL1,-0.040179344260232855,-0.03105380369233558,-0.06924955794430256,-0.0008041276767165088,-0.056740287654900225,-0.029689773546167995,-0.040036780814142865,-0.008090461636109167,0.03399866548020614
VCAN,-0.028333167748366434,0.022643606457841543,-0.14027009761834264,0.011551566174436093,0.03344445741688689,0.0077360349067057245,-0.06267605387675923,-0.009602339430796844,-0.0381117503855306
MMP7,-0.01234506092492942,-0.013553773931839258,-0.01309270311914448,0.0051922261084194465,-0.018834476050918484,,-0.03571590758843036,-0.020773158210303108,-0.07144723060867669
PTPN6,0.026369412103476222,0.025383906441029926,-0.07906235904777478,-0.05363067692480219,0.004043686663757539,-0.03662621460195723,0.012758489438161257,0.052223027976664796,-0.018797777963832193
PTGS2,0.017301799765287524,0.04239208398803443,-0.06398331862182491,-0.02358540252720502,-0.005816438765140415,0.016422987889686918,-0.03173656700419969,0.01551437674831254,0.03829831582557556
XCL1,-0.013205446176821128,0.0021142245521670907,,,,,,,0.005881773353490168
CD58,-0.007842129930835969,0.03768503572859063,-0.005558600759013224,0.05616977242842522,0.09467536075177818,0.013597768285991444,-0.006176604402953539,0.021831416564787664,0.05509091661081547
TNFSF14,0.01763677937917504,-0.028222670239721862,-0.03256436157047024,0.030130426990812573,-0.03454242717013346,0.054797373663017485,0.10503093079617212,-0.03218425060906511,0.0051145760658410765
CNTN4,0.03988047855975214,-0.0375474442880485,,0.046077924615922576,0.03229111203718683,-0.02478692595871244,0.0031328121838561525,-0.02283260322838043,-0.011409089139911531
NTF4,-0.016704311116298092,,,,,,,,
INSL3,-0.012136957008806895,0.019113005363143924,,0.034595158434873055,-0.026049140377209044,,-0.0017033564797349762,-0.018373123865714294,
BTLA,0.07263132320292635,,,,,,,-0.01776589210984244,
MFNG,-0.029098492324972934,-0.02365612039897618,-0.10958887329725382,0.043293349515940105,0.033573819871373686,0.04300285749845725,0.012627407182592813,-0.0043268104226360715,0.023080445328386018
ICAM1,0.0527633258809932,-0.03462375264120368,0.05239844666173393,-0.008579523463887465,0.048968933645495955,-0.034490879398157946,-0.0298290092121609,0.022675204561351532,0.03544816628947722
PROS1,-0.011738576543688109,0.07385589481207008,-0.057334687266508276,0.06654729842365514,-0.03192084160139148,0.08264666997298813,0.017279711839480894,0.008337002384403141,0.057655736112425256
