,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HBEGF,0.029711567043388655,0.03644998213598017,-0.00052750290027683,-0.013325558366479235,-0.01848170970913733,0.14122500895582257,0.05717855036413155,0.04299991500333724,-0.033266033547812594,0.08627833396065142,0.028293879771055547,-0.008941475804619705,0.08975188659338192,-0.08386300129249373,0.07416441162126218,0.044984072007013993,0.06882778522333399,-0.022095357271047392,-0.01930960125824313,0.03775458222315606,0.10796255469726881,0.08129200095623397
CSF3,-0.04747939672142739,,,-0.029113032572233456,0.006103699079214127,,0.04796784145801467,,,,-0.02732245776404752,,,,,-0.055967566806626234,-0.04107380230021263,,-0.029917395916112106,0.012662246763698447,0.08003781949427373,
PI3,-0.03410485215288932,0.047354533529545335,,0.003828392284671723,0.012781036858484036,,0.011942761510769846,,,,,,,-0.0327287747453722,,-0.10840445493046415,-0.06613058200405256,0.031216004291977406,-0.03396468514723218,-0.05702896279266597,-0.006492735157637142,
PCSK1N,-0.01720877445103544,0.01234925712259983,-0.039059369411423885,0.018861273711219102,-0.03721036905872363,-0.05233255899250453,-0.027449376043257086,-0.026326617516228747,0.022588732923996508,-0.11884167793321851,0.06116347613118985,-0.03013942230140152,0.03872425742735127,-0.06494361437529624,0.02290533080039847,-0.0003932739056472091,0.04322915136781352,0.001751747662271747,-0.026593438599747797,0.0977281969453252,-0.046476151588913356,-0.040243085500087275
NTS,,,,,,-0.019723633055170307,0.06016791622643901,-0.01299955487018843,0.01797871679200696,-0.018390045818837426,,,,,,-0.00875104266590194,0.01628709296680755,,0.004758169117409893,-0.03725449044867644,,
SFRP1,0.007365948588505319,-0.027623773511202005,-0.021413966742418414,,-0.019561732291094824,0.03838777704006458,0.07941794635820988,-0.005735541981245757,-0.01765966710131297,-0.03828028410516254,0.02854346066919625,0.06294041661684015,-0.0750016643165034,0.02698774380563496,0.09551696755597441,0.06435679019112624,0.06903711868943554,-0.018925242501119464,0.04686785549638056,-0.02235382843938934,0.028018548492255036,-0.03261818401502928
CXCL13,,,-0.0246614703190547,-0.021139506382746077,,,,,,,0.11576425588511972,,,,,0.026643196828968704,0.06350165449938386,,-0.015904927695306333,,0.06365830851334572,
MICA,-0.028595390242504713,0.01875180369224745,0.03369192926539093,-0.02635558068892327,0.04173474078246132,0.028771787884332423,0.0409794885814029,-0.05370943211704593,0.05078933480177878,0.003798078476505928,0.016169147104777806,0.05353822764720172,0.13104116120140313,0.002539480988672245,0.04587233507778087,0.05590558656673297,0.0857401351683646,0.04271325663344004,0.015208281262749495,0.038810683160629814,0.07810619114060277,0.05481589033479628
TG,0.01040319792941301,0.005367637044681104,0.058796514745735697,,0.03395839516728663,-0.02276627195716865,0.005954203097909687,-0.02632453667736327,0.009068912699200753,,-0.009372680838872867,-0.007815488348395617,0.007228742634269446,-0.04968596099097291,-0.06446306040677607,0.014526428460119463,0.024425114673308622,,0.0070231619786279365,0.03138016964234521,-0.015968918101503426,
ADA,0.03150753744510279,-0.04180817577972269,0.029622991588150165,-0.019388527649015715,-0.013314585786571027,0.03915406920133312,0.10656197887608647,0.004288945444339402,0.03369814162121202,0.05125282272683261,0.07248711453952927,0.05394871046921513,0.03904901275205672,0.013775886722073196,0.08191917672083726,0.05313956348498413,0.06800324014077065,-0.050806579880665816,-0.03041460224838236,0.05722149345807984,0.05093421937956746,0.03466696732174547
LAMC3,-0.01083878738624142,0.022375916260004527,0.00246430913799511,-0.023305556461320195,-0.009449556393553524,0.0669200640021877,0.09622332591769225,-0.05568390460829119,-0.028904943890938093,0.07308087110099153,-0.0008615982534972336,0.02800701429504065,0.06357343448833597,-0.016247472637153357,0.025092081519004227,0.08260219367845352,0.010547358296969286,0.04485619425436752,-0.02383866474913401,-0.05987186416465596,0.07003947057615639,0.06473546929138062
CCL7,,0.0033428485221638927,,,-0.015262646937824064,,,,,,,,,,,-0.007179628927078401,,,,0.03148942703954801,0.015132189567713967,
NGF,-0.027354230124212644,-0.026349239150968422,,,0.06675338970485184,0.04673271019029584,,,,-0.018390057927462438,0.11781102895031212,,,,0.06287587966386915,0.09422129799545442,-0.004225067405312812,,-0.0513616309733218,-0.021079577574970487,-0.057763930390835126,
TNFSF15,-0.03384059656474775,,,,0.017798044171295487,0.04252735756204091,,,,,0.13945460930644632,,0.051752262957949546,,-0.024527569517997047,0.035960493810880984,,,-0.018578189245590803,-0.0330116920535645,0.08186432885662402,
HMGB1,0.036450417362617775,-0.050880665402492746,0.06368371444089631,0.07350680527316877,-0.07873678433180115,0.09001885364136711,0.11676023666690497,-0.03256525332605001,-0.0020899741090912383,-0.008663778241019916,0.0562089165329973,-0.04558934238650669,0.0027971690251643857,-0.0313099657473205,0.009850845437504951,-0.019152420999668414,-0.04936772981118897,-0.06734290029456094,-0.0355507932130673,-0.02246936312698792,0.01175299182712128,0.03402815697029244
ITGB3BP,0.028904581190575606,-0.045975013815551906,0.007269166612233688,0.00465287417383375,-0.0038635477211747095,0.12463421870072343,0.09779632052617687,-0.015807774165550827,-0.005858741427932435,0.04810554603744851,0.01678316267783965,0.005839616095784308,0.0350258600387,0.12506293123064763,0.05216692673186174,0.008826213804293274,0.017967612242714943,0.011615055137413415,0.02037172891857398,0.07331892314115183,0.003650838642533154,0.024707437814520894
AANAT,-0.0251028567098622,-0.03578088879848097,,,0.0035474183203279947,,-0.027867190519655163,0.02511831856223749,-0.014731969222725474,-0.017289359007688333,,0.03140084836522323,,0.06912320874076286,,0.03082961142414588,0.039472089785723086,-0.015023386320153468,,0.06959147319984717,0.028768108979681427,
RELN,-0.02053853881611913,0.05840422890366109,0.06277211742567367,-0.03278572293163945,0.12557166170356682,0.021081844964555802,-0.04319432394003019,-0.01663834173448222,-0.013952261505602722,-0.040167239094770026,,0.08270016042138796,,,0.09612372977700942,,,-0.012191089097403483,0.06450458409416877,,0.03831522846407548,-0.01632750848669543
IL15,0.053105675483924975,-0.07798072358325772,0.022766985607248002,,0.033765603871770314,0.06239825105279385,0.12666775278429543,-0.04410797621077293,-0.012753876618060558,-0.0034123592246651613,0.08670338545356474,0.0970947673655207,-0.06988621188940357,0.08136236248647169,-0.046104224586446765,-0.02710500421963553,0.018036309291535324,-0.009310504082082787,0.03232975575818283,0.003679793842480871,0.0551736243778018,
UTS2,,,,,,,0.09060252928049893,,,,,,-0.03126178065650419,0.05295731232922252,,0.010005089410202735,,,,,,
BSG,0.02766100638495461,0.07260451662162895,-0.04221486956440642,0.04810703597547272,0.06814556306889409,-0.014628644059134497,0.04581724490474197,-0.009174060094964843,-0.021361837312142334,0.051333322867422794,-0.012192659419479732,0.06431098875900407,0.0677075542702249,-0.06454672845299496,0.003139279586081379,0.012486867687491325,-0.012312978017490855,0.10677504616054187,-0.05168525711432789,0.07782503849489444,0.04386335935438511,0.007851518815058595
ADAMTS3,0.0015734773548192556,0.0009653902540662252,-0.005367034653188605,,0.04104099626150066,0.019901287061024106,0.18718369276507424,0.001937982900520884,-0.006615437288394049,-0.027762648013181648,0.11260925360453668,-0.03538313717238521,0.0702180888162091,-0.08468027636693425,,-0.009815948484463346,-0.00815314686478249,0.04745657544496694,-0.011385446502786169,0.11808553087981517,0.019955728827145875,
CD34,-0.028452194989875366,-0.023443398424274366,0.007369783548115093,-0.04827261163877505,0.018066924358732164,0.11338389336364624,0.0869787845290396,-0.031353361116238196,-0.007056576564763271,0.003377854711113202,0.023583995949986728,-0.01685709178369654,0.10380142380193695,0.01925511217129739,-0.013512935730112566,0.03259137329381537,0.07612480911204146,0.033691396321185015,-0.02459782393873618,0.05708238856711696,0.057480605880985025,-0.04188699936981584
CCL23,,,,,,,0.05609139185867062,,,,,,-0.0438325300740888,,,,,,,,,
PLAT,0.06329465663596325,0.0733074321513788,0.04122897317693724,0.029823420625312274,-0.023917680947158366,0.10565029897999414,0.13944920432540292,-0.027182697631898647,-0.018520017487602486,-1.2571215632889623e-05,0.04708634163041347,0.05458733717066547,0.07611680475778222,-0.029967110594415324,0.07754714955110359,0.05158797116322895,0.06915398589792243,0.04770191619575244,-0.08911979976923678,0.028789032276059674,0.05388599494612002,0.0645030409512239
NTF3,,,,,,,,,0.012325380771207012,,0.004140979568854592,,,,,0.007136659624777261,0.03175728652145779,,0.011718687641249117,,,
LTA,,,-0.007892712539897182,,0.0542677224035282,,,-0.010851753316399168,,,,-0.00658254885100012,,,,,,,,-0.006794979605911526,,
CKLF,0.014964480859180219,-0.011990307381167034,0.07713470997014484,0.04340144691280416,-0.004977853308504632,0.13232735498450066,0.10191807986144527,-0.017376918626346823,0.02718239647815796,0.005346880361086096,0.08877794201274743,0.02821226034713575,0.09346396468835927,0.06329480919111286,0.1149783104191204,0.02621308841817914,0.07307084093118604,0.004213466319100382,0.032629422511195876,0.06268130306937576,0.019517142900970612,0.018305452028817133
APELA,,,,,,,,,,,-0.03207500544694358,,,,,,,,,,,
CD24,0.002844221754250171,0.04168234534363483,0.04105159537303245,-0.0328552268051919,0.04906595060595569,0.05275479266994383,0.07229083300276165,0.05133823739654839,0.0035076454530840514,0.07121625386889921,0.08255897795522635,0.050488089768461426,-0.05630687780580068,0.06228765683749157,-0.01808664330292619,0.050154430501115246,0.017897953709709827,0.002531656236682529,0.011976081095805103,0.005057807397205067,-0.04368940033066816,-0.03144724995567828
HSP90AA1,-0.07499180502551392,0.016401739823965873,0.07972008136372155,-0.08277752354058193,-0.056640441524611854,-0.12211901588660715,-0.14627220731207552,-0.039555509051883854,0.03409836976688755,-0.04516647828514484,-0.03531546779376733,-0.047576638550586615,-0.007859220338292202,-0.0413468263723152,-0.08971004821473046,-0.1439388636157285,-0.08904785917405211,0.028109779614097108,0.017878683193075073,-0.1011289329599584,-0.061350782033719985,-0.019531810192925683
BMP4,0.0025201458053161524,0.04354523950580421,-0.0213905711296809,0.056790985910159575,-0.009416517192454753,0.11512088623112264,-0.021153819442723626,0.004116010713214762,-0.03652955187585048,-0.008196326205679677,0.05057654161627701,-0.012390821669859753,0.024127804793442814,0.1300282959375736,0.05749105915286099,0.011061344797008708,0.05706468920641952,0.10225378581572389,0.03664114536816135,0.051880568697903105,0.02942364955147556,
SCGB3A1,,-0.02466205188812775,,-0.031118952820341755,,0.08197398522025666,,,-0.01242656012818513,-0.030434110246064655,-0.025767385676009714,0.042314768782071965,-0.054092863450880616,0.027253751236160643,-0.04330775468235097,-0.014459943323987251,0.011312799875561991,,0.020403832052523368,0.04061837273464833,0.04515207629480696,
IGFBP4,0.027904152592346593,0.03872661427693651,0.026911198816600534,0.0046542964270561114,0.03198624256900156,0.08390217457381176,0.07989725011687136,0.015492775705249592,0.02393602947920662,0.06242101829619155,-0.008989492447397598,0.03247900976051899,0.02677441174182719,-0.05308366737705906,-0.006021550470223757,-0.01833731226550518,-0.006385811125812204,0.0998622677042147,-0.06556183012446888,-0.036532691871232856,0.063813180925043,0.029497724815476627
RSPO4,-0.03341599655566005,,0.028623387497812285,,0.010509450912471989,,,0.015824996473712123,0.010069234393130757,,,-0.007752965291141956,,,-0.03959861034058881,,,,0.030147671889701376,0.01400753782732314,-0.010380140081086205,
LEFTY2,-0.05597201038787993,-0.04153471528923558,-0.01964703276079957,-0.013247000280008242,-0.013027603965312187,0.05365664076404886,0.07281890134949695,-0.03759565177712632,-0.013625873167632141,0.010913936418991993,-0.019673413515401156,-0.018471481752265026,-0.008030510258558976,0.07445915948578406,,0.03254225531043962,0.01984339996364806,0.026974145737812923,-0.03533473691394336,-0.0016661720572332724,0.012530086742478842,
PF4,,-0.02558291999553529,0.05350096854160966,,-0.013316358761177236,,,,,,,,,,,,0.04262571148861632,,,-0.009827690901250763,-0.04473900944404148,
ANGPTL2,0.0993383462715359,-0.0030931134695691446,0.005660428262625312,0.0015861233866788838,-0.0037570046749042813,0.10396028058539973,0.09312396752145828,-0.04405501817044679,0.0013055525099493303,-0.021395358147312152,-0.06797563296321918,0.07002285603856079,0.10157931766493061,0.16314087415916076,0.09656514448647079,0.1291941290697048,0.0725454866708713,-0.010394018084119896,-0.03354654131063152,0.02565518852223913,0.025914594548182814,-0.03389275998426162
LRIG2,0.02369956071486352,0.028358737085230387,0.0264878891007716,0.0380105702070987,-0.029222630138653352,0.07326152605999442,0.02630915371010956,0.03525029266944763,-0.0031573969057446284,-0.01294071335042358,0.06275324908200278,0.02399540700608477,-0.03369112089358253,0.04268047008322727,0.03445135433659126,-0.010472772941510493,0.016023901261694364,0.0296213339429294,-0.005071294469365553,0.05174751264945008,0.08576113012751815,0.06652992009144959
ICOSLG,0.037579525160769706,0.07626643695451879,-0.03813960683254104,0.04945656714717401,0.0024980658180649017,0.055788526087683143,0.02301555277449633,-0.015446141155080948,0.0732550591194968,0.050733613318112596,-0.05325179256282183,0.01230118860652387,-0.02829435720166903,0.0326038566185457,0.07327346907734908,0.042825534988503194,0.05986284240692111,-0.005022992111766743,0.015140563455629969,0.013875059834405323,-0.010337029537174414,0.060764351211973426
WIF1,0.018272069427666363,0.02495483496226902,,-0.05046293453311515,,-0.1183958535887738,-0.09002503153080554,-0.020463459389769144,0.026048508002211177,-0.042126406565158,,-0.04064333531499126,,,,,,,-0.0241534237264078,,0.02272649490729056,-0.009044513267891723
NPPC,-0.005573322046260372,0.0624331113966691,,-0.024487117457136446,-0.020656956338220525,-0.029223788912480293,0.050129616105836786,-0.0032636163538776403,-0.0003345150883002189,-0.0456572980194734,,0.028630174595653538,-0.038727544675795915,-0.07635913655126873,0.059172625417142174,0.003900140333333357,0.02428765976686197,-0.022265118020046812,0.012014545410854281,,-0.005504237394132379,0.009854076969685812
LYZ,-0.041470340978471576,0.023919437785628214,0.03866829096008438,0.009670265715339242,-0.019910403758250882,0.0025290323789495233,0.03944854301167406,-0.03080846966386715,-0.00018072710178754884,0.07747740613306475,0.049409375928331375,0.08571838732795779,0.09144400472398101,-0.07400492636106944,-0.010354297900170397,0.050564092274425945,0.038019168148268535,0.037334313748223186,0.03955149608555052,-0.013688580118473306,-0.05223317415201173,0.0005916851274307005
EREG,,,,0.019841471957829898,,,,,,-0.018917995326941228,-0.023004986486515472,,,,,-0.04711356323573724,0.014919126475973706,,-0.02010323968975339,0.011904128116319659,0.035147956261135364,
SPTAN1,0.04163703789596496,0.014391127538917468,0.019291695503855354,0.045270377674057116,-0.023291352080190324,-0.03900519270841372,-0.01010123860669829,-0.0060051727372454015,0.06381688482809368,-0.1051708827763893,0.023532219700621984,-0.04443529092194674,-0.006891949679271635,-0.028404203722061223,0.025955769801403863,-0.013980872460817487,0.028223672772460386,0.07665562642087251,0.01232938670112867,-0.027638940707082966,-0.015111256738038224,-0.026452825657715666
PTH2,,,,,,,,,,,,,,,,,,,-0.04132112727306685,,,
LIPC,0.01266280956438901,-0.0313202184118163,-0.0337389739502708,,0.02520510075753109,-0.029107886357733686,0.07395230891968828,0.011101510981621572,,0.06379358434031429,-0.015225627869615505,0.04666318312108936,-0.04106659681761698,-0.009538444191948861,0.05073749670035535,,,0.0252408051425863,,0.040076895382477225,0.04035003944885736,
COL8A1,0.07326043349025141,0.060261616374908185,-0.03467368166458199,-0.03634815249140956,-0.004272511494112591,0.006929572192711951,0.07197374686006686,0.0482488330642368,0.07608634852778766,0.09114515359037895,-0.019577520806242428,0.07165060669339801,0.029500078789866834,-0.09893434129764758,0.06296347888707514,0.08517082383454823,0.018905798396355783,0.03240506077794033,0.020262356815731113,0.04320665627008656,0.09938451035337686,
GSTM2,0.01963764341750661,-0.02112132483836287,-0.008398903987855233,0.018772374475779823,0.06472622017472764,-0.015872796496287117,0.057769279211539536,0.023943801507636708,-0.0053421038321640225,-0.03008930463885467,0.04190732839926682,0.007643906431791521,0.04192394298119298,0.08478407493306757,-0.022312175663477703,0.06810676902247767,0.01922784247334178,0.015533562091280893,0.012370989575247656,0.08310035355989288,0.022223806858567886,
IL4,,,,,,,,,,,,,,-0.075404242223048,,,,,,,,
SPX,-0.04312064792703116,-0.0363852540747615,-0.02753821973656805,,-0.017102741241090024,-0.036202535009155656,-0.007695618589308164,-0.023785861203298134,0.006847200011124133,0.08940238647708235,,-0.02935899599075575,-0.0020053083435033936,,,-0.00680183707167932,0.043276093084666824,-0.0315786871469403,0.12649908696361836,0.01903004322291802,0.0510568615701239,-0.018506199280639974
MFGE8,0.041428850979400585,0.027281285401924715,-0.025576071676377383,-0.04472342123223939,0.032028235000807044,0.011717644674956567,0.06805554711081278,0.024192402583269348,0.02249754352666138,0.029072417799809652,-0.03702255264004051,0.04448311145521948,0.043691505706699586,-0.0769396043811006,0.05658671766374985,-0.007953749365675831,0.022861326795833883,0.04075833123314065,-0.047652925318157166,0.015677103749712634,0.04308043090910992,0.03829432982775398
TGFA,0.019935296950144416,-0.024301860073489993,-0.018265041936519375,0.04722961231709575,-0.006370567139277755,0.06356509137136565,0.052704746462751424,-0.014986538092629585,0.04962843374301265,0.03957069537525272,0.05965296390048044,0.036768827549303794,0.037938017303952236,0.057171640646762,0.04303624623380627,0.06456006862310935,0.04815791807304748,-0.07680974351503866,0.011678687690990152,0.10960350673496823,0.07134983847427478,-0.004325825163287446
SLIT2,-0.009461676909264938,0.03330634985464215,-0.00017491041019080978,-0.0013327135848265315,0.0074032469214802945,-0.010271066142939999,-0.005105721438494811,-0.009221091042670377,-0.006322500095700008,-0.043764605803153576,0.04704869985918927,-0.041766202010433025,0.01240384470067035,-0.03377991018868516,0.0835308954626917,0.06625633889281127,0.05971774758437638,-0.030167065299665046,0.018520204992494297,0.011629094780926283,-0.004105461961844382,0.08944668138185184
PLTP,0.012143113974247596,0.007978277961970127,-0.03005471677369675,-0.017250196553863326,-0.0033858630884347975,-0.005032512361632754,0.17428323750364152,0.003465124761986317,0.06539223292813486,0.1251742517804792,0.000846893255045388,0.11051423797195858,0.07391255274207222,-0.01714843835014361,0.03030819509772102,0.007988528218017162,-0.03643931456531746,0.09283551270941257,-0.04047789265224043,-0.08086298335381564,0.05677597270369348,0.01432851411029784
APOD,-0.003444370057228615,0.01780429142768398,0.02465556318147544,0.0756176280740452,-0.00633245648051092,-0.034942855457700886,0.0539772553060877,-0.06382891513488027,-0.03127261446653078,0.07079474355782228,-0.0006303429271989825,-0.05548647201803766,-0.026849859398372936,0.03293529516456975,-0.07618241880641259,0.13151851035491083,0.09041714547957139,-0.07715406573702674,-0.07502753836997816,-0.1506161692564809,0.04446115683029176,0.09171806196096802
