,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CEACAM1,-0.022175227499414096,,-0.010771215370640588,0.1533175553383507,,-0.03515547199659858,,,,-0.024697626920826655,-0.005096988247926695,0.0267746516396532,-0.025750404699393794,,,
PDAP1,-0.006742503260846742,0.03705729898473797,0.0089899459245112,-0.019574311080270523,-0.006563942454602871,-0.08831754906316848,-0.0034309484406892334,-0.040694340549136475,-0.05783907424329159,-0.06853206918462502,0.030148198755732276,0.009433319220453432,-0.0010365472041606175,0.03894301138979089,-0.06444057083326371,-0.03769383535743294
QDPR,0.0639619132561753,0.005008645958878479,0.07164273404682886,0.022800019254137525,-0.04784097824320839,0.06136644878534345,0.06792470474428647,0.028920524126284573,0.023337294256555684,0.05498670107666289,-0.020862636614329678,0.05514887259765624,0.028920771259747582,0.018446643331795222,0.048240117841122754,0.035331956155624726
POMC,0.015521591751725326,0.003971542710467877,-0.019138731245949055,0.06109019959369533,-0.052927879030109176,0.03157834133675188,-0.04619216480292584,0.08225715201796524,0.06497849264653523,0.010099795632751127,-0.05467729082581889,0.07052212509340414,0.06042471088148194,,0.0728230630844258,-0.08002891494817277
CCL18,,-0.0001987342297466576,,,,,,-0.048837236557625965,,-0.005975228442918483,-0.05699473858353609,,0.0028911425923025718,,,
CCL17,,,,,,,-0.010516212243006513,,-0.010600803609328626,-0.017521770901581732,0.026974132013796965,-0.03239257559748366,,,,
VEGFD,,-0.008206555297778582,-0.015427604996330531,-0.018435065305993745,,-0.03013856169237401,-0.021998045027695257,-0.03639222671940593,-0.01136120957037761,,-0.02334000169932432,0.0927792930128818,,,,
TNFSF13,,,,,-0.02615664327397983,,,,,0.019295410751768355,0.009281934138888491,-0.012204113572540521,-0.028915978620012522,,0.0696172252605347,
WNT5A,-0.05934932843187161,0.018027272246323698,-0.06601709159320504,0.024984279380132927,-0.06312893218961205,-0.10524775502223616,0.041597906283964634,-0.03460418718332329,-0.05483700708509163,-0.02279495495950663,-0.01716099838062456,-0.046124800182885,0.002822154354966462,0.039766748827946556,-0.04219619628403216,-0.012253735297098224
CXCL8,,0.006131942460810072,-0.014445494895253154,-0.0713216717973918,0.03445398325611237,-0.05175330364276506,-0.006263106970790506,-0.08292571621488,-0.034158809969932404,-0.05031218962869152,0.018022196301367227,-0.04551675168839552,0.06047795334828859,0.08110978866665806,0.017532949852948957,0.038199251484972
GRN,0.04738660224615457,-0.03410983464821253,-0.010976338680522332,0.011394941606377195,-0.035839575450660924,-0.1001872790009486,0.0032100197043134853,0.004110788629830566,0.003382056855294867,-0.01283827539561725,0.006807365095604182,-0.07360129062540968,-0.045179775903678686,-0.02825277396125758,0.023926968269180445,0.040244021032952756
MIA,-0.02090405271147207,-0.011392673175167782,0.009859381595382353,-0.03272650817735269,-0.047296255641295276,-0.05139092404063796,-0.025018143473857272,,-0.015559697163148254,0.06062177653194613,-0.07584368926650947,-0.011114164021783175,0.023605138237809277,,0.019370989069089805,
COL4A4,-0.018495825431559792,-0.04019876485718682,0.10376301168542687,-0.041618994289454585,-0.02488689046381456,-0.017728095556396196,-0.021643188396082026,,-0.015093483498990055,0.044212124709017975,0.005553938323862175,0.004395685729116044,-0.043598741094009415,,-0.01858280576712043,
TAC1,-0.015970526226672783,0.02002126007634273,0.014201272947063543,0.06365097350271448,0.05613171015021881,0.18178288776284682,-0.04414133006017855,0.05334263437255302,0.07694678500111769,,,,0.063244691724884,-0.006691282377467603,0.07137590148295055,0.11458147278886538
RARRES2,-0.053802213584673325,-0.0035046358657636915,0.0012569120202026273,-0.037664042244875774,-0.03316020883381094,-0.18599950602488316,0.054169500502942294,-0.007882511324414636,-0.0375909953215365,-0.04524680898150149,0.026667735013011947,-0.047664329293881987,-0.00691752310997394,0.14599807432028952,-0.03600794501912522,-0.04663553761449439
FGF7,-0.008147889037748794,0.006419386233128974,0.09610066231417724,0.1715081509255017,-0.059743502988047606,0.020570117553213772,-0.015977251599997445,-0.03265483610065068,-0.04060567099075954,0.09463060195657043,0.0172914137410335,-0.006606287983539637,0.05087943005243804,0.06213113434648783,-0.021089464589026535,0.23401599101765946
EFNA2,,,,,,,,,,,-0.02218310963047272,,,,,
HBEGF,0.0026009100403263717,-0.07594751025112738,-0.004615797900918678,-0.020497163985399962,-0.04744705540256765,0.05326101288704828,0.004091631694652452,0.019249726239408568,0.0003248131136501339,-0.04042520086901476,0.03338139400380006,-0.02315717387912156,-0.013864498633786007,0.02894165191628135,-0.03756309048514037,-0.07555895828085245
CSF3,,-0.040198733031704605,,-0.04190882497908485,,0.0020516227851139633,,,,-0.02166954302107787,-0.04149868346903673,,-0.0159193905131952,0.0731908322012293,0.001989343214854528,
PI3,,-0.047621393750652045,,-0.050252726766037877,,-0.021119485395667034,,,,-0.044318251227441485,-0.008397201657891262,-0.023337419494447363,-0.03731835041777897,,0.050997967633493596,
PCSK1N,-0.08118899673762375,0.05738222550196867,0.05621871002451865,0.00025836998295223685,0.04436069689006336,0.09905385735895494,-0.0069650908793996965,-0.0798281862343768,0.09364618658404339,-0.03324451649925128,0.007647267860457177,0.03023076706344354,0.007850320129948334,-0.0336921252565534,0.07220866580890468,-0.011824201878847616
NTS,,,,0.09726018388987123,0.03340036438634865,-0.023053360365519103,0.0075260606848811815,-0.01540684286136226,,-0.04087646756425946,-0.027025909541896376,,0.04206089204447361,,,
SFRP1,0.057765973286204086,-0.012155985402671108,0.05985539430854789,0.1186569210692225,-0.03715241809186116,0.00934518205125745,-0.029990023949709566,-0.00593924917660651,0.009206591162264483,0.0450918275357833,-0.010617552244649211,0.04109595083993418,0.043192402869229415,-0.05800620078744551,0.04395392388591065,0.016659643769026688
CXCL13,,,-0.026045722863406895,-0.0036479303499407966,,,,,,-0.003192470428611212,0.025272782045067044,,0.041835055756838865,,-0.05746104984598473,
MICA,-0.026267264091856347,-0.007317455258215566,0.024262078422552007,-0.0023513052901087098,0.023894968991219886,-0.04100894263263191,0.03088537783001062,-0.03345457099265872,-0.06044638879193414,-0.037907210828687955,-0.026116314846019933,0.007488738889077674,-0.054453303399555064,-0.06211630280539214,-0.10855546693486182,0.07160750339811113
TG,-0.01849582126345432,0.05617459687731493,-0.014646682673226202,-0.009480605506467414,0.018413687070092187,-0.022636794477462883,0.0041877354477010765,,-0.015923902825754416,0.04956726258285915,-0.033285361976688285,,-0.030383029989781412,,0.03121925251657375,
ADA,-0.007229858375949307,-0.022212454043017728,-0.01946175627236297,-0.01770233109105913,-0.027548326834491214,-0.11634769248930517,0.057349216292034495,-0.04735275160929615,-0.0485248087583194,-0.001729921976272689,-0.055056290481873375,-0.06270975656325319,-0.005419048504979383,0.023349012263011042,0.05738490380141286,0.009626768128622308
LAMC3,-0.04989049958758354,-0.030963160325367115,0.0016481591487142943,-0.025181492858672407,0.041374256210287313,-0.08693643134357713,-0.013148171754691063,-0.06895562763873557,0.09487044843327085,0.05632506686490717,-0.06123538449424071,-0.09277118369130702,0.009452115095670233,-0.018543131624900754,0.0025935766018836343,0.06560565290744927
CCL7,,,,-0.027632915284903834,,,,,,0.0399046509911128,,,,,0.030133912803067073,
NGF,,-0.023159632808788095,,-0.02949526099615459,-0.021366500873240848,,,-0.01573087915696198,,0.08366409595793431,-0.021884931316497575,,0.06456993225396003,,0.17170843497808316,
TNFSF15,,-0.02865135618553449,,-0.020459316706783862,-0.03142638059548863,,,,,-0.025601619540595384,,,-0.02292465095733542,,-0.05000049471137286,
HMGB1,-0.07286167719787033,0.03103783194686662,0.054711812582207246,-0.022500928561362606,-0.0408413472736593,-0.11714408293749412,0.033301523350025584,0.030573701253281352,-0.011586689026104829,-0.03783222925315982,0.06344051652093435,0.08175172050762963,0.07502556215049666,-0.027808957086456313,-0.008041374673021587,0.05096089336240593
ITGB3BP,0.015380571457433979,-0.05542259046098121,-0.03425678510814292,0.035653955508115245,-0.05682322855902048,-0.12952360458121168,0.06948871007809407,-0.012709744871152381,-0.04772894571918087,0.0113953181766784,0.053505471389779576,0.03617074106082499,0.022766781227973324,0.010830913527834421,-0.060284473601264765,-0.019215301446191276
AANAT,,-0.012987200319427695,,-0.01843506793770321,,0.0056690937094850515,-0.025018144865430286,0.03998201294793179,0.009714024077132467,0.03204186120356829,-0.029852457364218515,-0.054940781134383096,,,-0.008583054047810056,
RELN,0.07527804350068158,-0.03993221558233057,0.0686417538684205,0.0702428808534932,0.024999708746735832,0.07764668183169463,-0.02334890331020985,-0.0022727286087734075,0.11554447679285959,,,0.004818063128667254,-0.02769049395866916,0.01301441606286961,0.006037277248821602,0.002348746261224949
IL15,-0.029436744286356207,-0.009924367218551213,-0.018659649644507885,0.002102955551731954,0.1130172095053432,-0.04413009449312059,-0.01914196849380881,0.019048451511251813,-0.013188359433402163,0.02243250793473217,-0.006162961821641812,-0.051624071598083895,0.07192758430192457,0.060242966167330624,0.033391682198385515,
UTS2,,,,,,-0.03836819540355181,,,,-0.019618876042786337,,,,,,
BSG,0.008574578746638804,-0.009853066358511466,0.038441792706291215,-4.65325145726134e-05,-0.06764171638942448,0.03758776641427138,-0.010643500558285644,0.027750153496751202,-0.10262393645641466,0.038138608669199915,-0.02896999110213456,-0.06791515221487886,-0.06478342595996113,-0.010214828517220708,-0.0016548647982716621,-0.062211886319569955
ADAMTS3,-0.056739017055143386,0.09571788011710247,-0.025735283364868668,0.02051857069828682,0.010515710859603157,-0.12877093807391116,0.05525333050968742,0.007664351111756449,-0.005220492043555829,0.04617747292425623,0.040548492727176755,-0.011091724446611002,-0.014234013067917517,0.11645151989863743,0.07845721939595116,
CD34,-0.0435146823260469,-0.012900876040051855,0.054477543490967485,0.01718018658032361,-0.016107280562454297,-0.024927674048945612,0.02458057875829471,-0.0605562003751356,-0.006413598747944256,0.0021297210349240053,0.02110600986590048,-0.03263445577368112,-0.011735467516170354,-0.04654133537658113,-0.06113351153536588,0.03306242815904484
CCL23,,,,,,-0.019250459302258906,,,,,,,,,,
PLAT,-0.034267768251620305,0.04542442350734123,-0.028526956264850887,-0.029517080540472605,-0.0006696755373000529,-0.12104995131276723,-0.02078994095911112,-0.017192026915036462,-0.08349554044680979,0.0039001209659745217,0.016758515749004964,0.00372150186815792,-0.015166071616895331,0.09703468018474051,0.01576888513770571,0.04555560534970229
NTF3,,,,,,,-0.0029443614688630087,,,0.041205421936526224,0.002853413312179166,,-0.04849607654522258,,,
LTA,,,-0.010771216475960216,,,,,,-0.013188361061379406,,,,,,,
CKLF,-0.08300725639454018,-0.09695135898986264,0.011705324783304659,0.05018097552110839,-0.016951690720284497,-0.13058428036969208,-0.004595356738814481,0.06900335988873728,-0.10452391782188575,0.0221758103550365,0.05314001746581228,-0.014036452706671766,-0.00825833020453852,0.010595885145333803,-0.049056695400090854,0.09133029536423443
CD24,-0.042738203854568044,0.014340948655846977,-0.0654471444605168,0.03313953778695006,-0.11462825818015096,0.029233514775009607,0.025340917809477614,0.06903210209046186,0.10827288157172313,0.042645894714212484,0.012825454823665285,-0.04532093085752876,0.006242211228208053,-0.003766231311360012,0.11544271911336097,0.011072753417011577
HSP90AA1,0.0343971422413889,0.0837484731658153,-0.03444817194457209,0.03566148252008715,0.019146716335353496,0.18774177399420652,0.022525229986006614,0.009128278003450688,0.12766820503135468,-0.08368424136452951,0.028576800266048256,0.056622949869611715,0.004527114534681318,0.041479946643039035,0.09709695654681194,-0.08013855935193194
BMP4,-0.019034885218071142,0.0277973204815371,-0.011418120873288973,0.03011454348224062,-0.035845005230873216,0.02611689340089305,0.015314046978686022,-0.004122749775381819,-0.011237845776590373,0.00042947005794209046,-0.0055197063796612895,0.049956039324892565,-0.044572513034658055,,-0.010618017406309558,
SCGB3A1,,,,-0.021953890111998133,-0.017110747037617963,,-0.021103049888696393,-0.054223046848070215,0.026965490435801227,0.006850868323669679,-0.021874111982663112,,-0.014535279991797767,,0.032857874950693124,
IGFBP4,-0.008251663998977025,0.04988802081636348,0.008746134855556488,-0.031330003764132974,-0.03319958778288264,-0.02521386854837522,-0.037077472685669834,-0.0739051391349742,-0.037916117497890756,-0.06663234669899919,-0.0484234267997099,-0.05782829229322456,-0.048022168151501544,-0.003163639998648965,0.05483031636792449,-0.005327084526196926
RSPO4,,-0.008169070973721892,-0.01741290161905774,-0.02533835790743093,,,0.0063776077924535685,,-0.018294333059936795,,,,-0.032061467800328536,,-0.054542788078143556,
LEFTY2,-0.018312947930159272,0.0006887566371088913,-0.010903503402403841,-0.009057820880706531,0.008806585834782202,-0.10645804786579667,-0.023139748914214303,-0.03276471579018681,-0.016280884447479042,0.1334150374539114,0.042772607905032664,-0.06823203125663097,-0.016172396425138846,-0.024772950325995743,0.08745825819610993,
PF4,,,-0.009797885346321589,,,,,,,,-0.020332355784554324,,,,-0.04272645218830762,
ANGPTL2,-0.08617298933216473,-0.0483532306117326,-0.04475750910309708,0.013615783501213851,-0.06642740318729666,-0.10765095460356797,-0.06652288333933076,0.022791287417924973,-0.09147214742106613,0.018284225081640296,-0.009289689889583792,-0.02450628510669936,0.0017038761160630912,-0.018883241760890398,-0.024149222543322087,-0.000629140282121166
LRIG2,0.06766702555067362,-0.04315843566374658,-0.00373908273627679,-0.09207875116174165,-0.06437487808822964,-0.03448703030593558,0.025009799843424368,-0.00818507260853519,-0.03822963060053084,0.007585054114099149,0.046350359357194816,0.03411921506084433,-0.010908747423027344,-0.06338812919543793,0.025280990106041096,-0.0007545698345474809
ICOSLG,-0.03771125049924861,0.020227435081111717,-0.03674303073292821,0.0032962428244904226,0.04336078078948837,-0.06968794213097074,0.05651988903993046,-0.02938511877768262,-0.023774672063355314,0.015195073871580148,-0.06706308682208455,0.004778615383946281,0.0231666009406652,0.02021214203877693,0.03521482974905272,-0.022446718837914784
WIF1,,0.08182120370409794,,-0.0042139299577703985,0.0943307589589568,0.19607503093960363,-0.03195774539046807,-0.00315242821338046,0.07564758536851253,,,,-0.029804239855288125,-0.04018764646000479,0.029038937328613894,0.05927247950830776
NPPC,-0.038673572204490664,-0.057739585074447604,,0.01724645739311568,0.03170092696152045,0.019494692173706637,0.001004519722319581,0.09805878021844439,-0.06430392156639157,-0.028316006677313245,0.09812570957037682,-0.007766386147462277,0.07648086632361203,0.04524373230966275,0.07101313114215287,0.0014147491085902176
LYZ,0.10132459576415295,0.041733940381026645,-0.03136665806174581,-0.008082740591424832,-0.010892649953649742,-0.10389953745101074,-0.0319445619506789,-0.030206864900246724,-0.0301059565561513,-0.014071659955466869,0.003418551881845031,-0.03777370533038888,0.01670912497639502,0.05810486081477257,0.016534539470271257,-0.04167521997425154
EREG,,,,-0.024924031575156796,,,,-0.0015191888539877894,,-0.053305315585000686,0.06461944710704393,,0.01941458770841891,,-0.006759724428369015,
SPTAN1,-0.10335570542124839,0.01305648902568686,-0.008685288217666329,0.04105144468054717,0.09799933153652028,0.04146315731388498,-0.016425123699252628,0.010833844417107863,0.0758029618826948,0.036484540133568645,-0.03358679200739838,-0.034682680451714486,-0.054335072827766735,0.020122442898617858,0.047877634909733506,0.09683476524650605
PTH2,,,,,,,,,,,,,-0.050988414822155444,,,
LIPC,-0.02368018792323834,0.012880872764794885,-0.01474634109001683,0.1408113545580611,-0.03617539538667388,-0.04424985136170486,,-0.022755986025974655,-0.020717681922741534,,,0.009893821246097601,,,0.0014166492470076056,
COL8A1,0.03156890393855742,-0.04726907829195965,0.02982199463618091,-0.0361315182684167,-0.023878912209945934,-0.05933441800868315,0.062196763515052295,-0.008478576116815968,-0.07706177354187749,-0.002048244271433189,-0.056695466586585135,-0.016978352848867017,-0.006784439811020743,0.011608859325916902,-0.007207075838111993,
GSTM2,-0.030133217313253243,-0.06576552843731466,0.0909843039207848,0.04184107328193709,0.02493605490354546,-0.016225203146148556,-0.024244750456672123,-0.043321469339228695,-0.03664863365071404,0.0028743981914388095,0.01639038022208261,-0.041604444283581704,0.0025328457516879633,0.07805838507481475,-0.05063349405615152,
SPX,0.10792916848369755,0.06562926765198195,0.05249093574843526,0.011879974673782366,0.023992694858271844,0.12682177735215255,0.007239564962931264,0.053890355196277454,0.07311056011468446,0.03848181977183924,-0.0252452185595128,-0.06691054413523842,0.010866814296688614,-0.0051981409748421345,0.01768008208428566,-0.08080568400836353
MFGE8,0.012305216077205012,-0.008441477989635305,0.000783035034101626,-0.06551432745628265,-0.012337887526711923,-0.06490619253155529,0.028972849264395063,-0.03790220469069882,-0.021450557704254636,0.02780247758208173,-0.07388875950354416,-0.08091452524909437,-0.04273862687662412,0.07307686584094181,-0.0536543806068532,0.0369810297462804
TGFA,0.03474555911317144,-0.0638641928534535,-0.015529563301619531,-0.027015738758052486,-0.07198776608158304,-0.08576365221343721,-0.017368579234231712,0.10310009251799743,-0.055881140164846535,0.09432922605985036,0.0020251779468991307,0.05318228127854118,-0.050730325140186015,0.13976201534868518,0.019403574499099293,0.03260248629095979
SLIT2,-0.019034882172204056,0.03527769562050805,0.05086377225465786,0.010571608813702324,0.08090950517318869,0.01724246969150449,-0.050289322360442784,0.03261898486469488,0.08302370576915381,-0.01098678948220703,-0.01920525537220452,0.036709902586599306,0.035218559943969614,0.13338788950571845,0.06660961149785345,0.010196032436807403
PLTP,-0.03095493639872638,0.01764342598480303,-0.00660446457760175,0.0019917984235840163,-9.498552377481113e-05,-0.13360976228004046,-0.0177510953394887,-0.007965857262408218,0.06836270759895882,-0.04385134480446215,-0.012198948567683433,-0.057041583702901945,0.018977736292671667,0.09459323750464368,-0.0331249498764191,-0.01806187883147973
APOD,0.11801438352223004,0.047575981990630165,0.08092112156469929,-0.01288085320812882,-0.028013476926179257,-0.09880177462303552,0.00897840756468551,0.0011167012047457088,0.08607026083277136,0.11231933157504481,-0.058961773311581214,0.17102688446789688,0.02176404590173675,0.1032288480927935,0.05670875531395012,-0.05919282331609314
B2M,-0.08462089820908403,-0.04067171109949809,0.07220940821395547,-0.04284618892352819,-0.07087359011489178,-0.18308635328499104,-0.012338486557183849,-0.003445767526165429,-0.12758165161753168,-0.00023322653901512933,0.003365219968763265,-0.057882846961100645,-0.019783059911791467,-0.05435774400704761,0.030650085376758975,-0.11463073064200067
OMG,0.034747634711325096,0.03355179093572552,-0.014690404087398043,0.025842853985807986,0.0455935774680738,0.015571309189768467,-0.03598650731329623,0.10888724543177751,0.12197471890476291,0.08408673995513545,-0.05565499742746374,0.07777923423605206,0.052015870810459545,-0.02696791950826515,0.08844154797536596,-0.08848433066163977
CXCL3,0.01632201312861964,-0.027587750752167434,-0.004122783096798442,-0.06850517641834847,,-0.022213057058805902,0.05227568357224313,-0.00017143658354654444,-0.009498008196877893,-0.018672113743528784,0.005619677622847553,-0.038689324533007996,0.014370211196159863,0.026099123326341893,0.08626266274284806,
CXCL10,0.010645006752369924,0.06814791394166418,0.017677687390982223,-0.03481562972978268,-0.011864692634233402,-0.14146456211886063,0.04246282628318475,-0.08826896187885351,-0.015093484452526557,0.005293205700503213,0.019114877928892188,0.07985063785864253,-0.01755597162273741,,0.09312226979828461,
RSPO3,,,,0.01929935467933899,0.014406031650709814,0.043071642438101986,0.008239488254728256,0.08573206801955235,-0.009925235509560993,0.028175478375348378,0.006582774426696679,,0.03168697330253895,-0.069043058774878,0.07953591964381025,0.04347281566937923
CORT,-0.01849582513383788,-0.031720166361204914,-0.017498402781431333,0.020438021075191673,0.013517174157057853,0.07156216727054775,-0.05635997999828911,0.07959413406489675,0.07075239902083198,0.00028863929343321055,-0.0212767769141075,,-0.024855844513464283,0.03963938670120769,,-0.04363461335361686
NCAN,0.04406807013008895,-0.02402870432903194,-0.04452174516330917,0.07423348196595607,-0.0923098879101087,-0.05859101776606317,-0.010668467208682957,0.016519530003069348,-0.10569318000969528,0.1282057655552711,-0.029776240200555904,-0.003906878017425716,-0.04239026420807976,0.11032108949986599,-0.0014316435181391557,-0.021846044879698885
PRG4,,-0.02878228933578074,,0.12592301952743254,,-0.02406582282414167,,,-0.011604241012630516,-0.013469145459305425,0.02087828100903128,,-0.04925094040292055,,0.028636150731062047,
ZG16B,,,-0.011790162577420547,,,-0.02598292309822985,,,,,,,,,-0.036450045733516914,
TGM2,-0.05693982255581061,-0.002010241384145967,-0.002962018263016783,-0.03204406491051641,0.015822270077001016,-0.081773760779735,0.010283706149405051,0.004558588559781213,0.012379273478509034,-0.0193662265057919,-0.04022557028051931,-0.06484872598114809,-0.018771384389511783,-0.019330515952685055,0.04360965480038745,0.004107969064797882
VEGFC,-0.018495826324725618,-0.031061855115206642,0.005761225765429662,0.00047912020870892447,-0.028149312155570195,0.018418249566752126,-0.008874489100042102,0.07924555362292383,0.07335434554223894,-0.033796521662203795,-0.04263090643777063,-0.029337736976023456,-0.009874394453482335,,-0.061338662514431194,
WNT6,,-0.0393947074327152,0.049125851794052385,-0.024202326327142063,0.01914954946412968,-0.02366558546440513,,,0.11979722799261759,-0.02700159651510936,0.01510914523025974,,-0.042550800170937104,,-0.03766383304555656,
NRG4,,0.1839041672282465,,-0.025018474234888722,0.007269632276958163,-0.029975509021431677,-0.019836697164049375,0.008044171563966558,-0.013815763124918494,,,0.04051991473403064,-0.015151516458950557,,-0.0077065864149718465,
PMCH,,,,,,,,,,0.05729535878285106,-0.02985245630559022,,0.03669331785007472,,0.08039317907864728,
COL9A1,0.010176968954646624,-0.032574348022764106,-0.01410470710557943,-0.011003325954798884,-0.04282859111588336,-0.016987607676516112,-0.024773869931395714,-0.016601665277169827,-0.015742733632728653,-0.0063430245614839965,-0.06421583834692919,0.009153238056457449,-0.07564433757389427,,-0.041137719339727714,-0.06648336608828768
GDF11,-0.006160064176266424,-0.009996747299844568,-0.046335302070469896,-0.05965321474455878,-0.056844800800364366,-0.09452175696766102,0.06326737582234017,0.018456893628671735,-0.08005224458490776,0.009085743617819879,-0.036527650668281224,-0.030748546184679777,-0.035887215099276684,-0.09190770529859472,-0.03627750934963305,-0.0717574047658708
IL24,,,,,,,,,,-0.019901356507748096,-0.020008166708919375,,,,0.029660869395024044,
SORBS1,0.006007271558385974,0.01097276922534351,0.014237821466137451,0.022615904006916356,0.010016004616063175,-0.03359008760874199,-0.017135403686358627,-0.016592995559390047,-0.01821085026097781,-0.01926220539920612,-0.0020500474308002966,-0.04211583608849275,0.029571147950743934,0.033571682639973614,-0.004672922767037214,0.0634148865161069
DLL1,0.005745949160139309,0.0614742517850442,0.0007575704589675007,-0.01095141253373023,-0.06255777785169715,-0.018914631757427112,-0.027202097976596715,0.06635040741867837,0.0015399074755233601,0.12889395110187243,-0.004808647971043129,-0.04328900648236306,-0.0022752737005157678,0.013507743577517129,0.11997832104196518,0.06410706356344023
TLN1,-0.030041999091499988,0.005740347734922749,-0.030687283494791287,0.013216923126457194,-0.02988902653236572,-0.17813753383401468,-0.048279407334553964,0.038902078970719095,-0.08955069111473245,-0.03900032434333776,-0.005750398919103336,-0.016062490909253126,-0.013304790260026284,-0.01599602231594582,-0.026699690045307267,0.10896152042221877
COL2A1,-0.017372309940320758,0.008429793151100543,,0.007429260532573607,0.014418986166322987,-0.022213064618155406,,,-0.00964242828956325,-0.03340539561947131,-0.002727959038705917,,-0.013043422128150768,,-0.031560533490270624,
SHH,,,,0.035022777413937924,0.009548286058999789,-0.017462167818367118,0.03448304337864636,,-0.009202663135479641,0.030590382321065836,-0.006228631579650649,-0.06953559892034172,0.005115262316779509,,-0.09185400401395942,
PON2,0.06723535080056454,-0.021709758211116675,0.03761162169408932,-0.009146045287244968,-0.02548342193862067,-0.1550014915053154,0.008940572079652617,-0.01467841482484646,-0.042995676933663116,0.02982592653222638,-0.019302075170987684,-0.07884985834640058,-0.06478093741338303,-0.01321255941657242,-0.05089231127715765,-0.031067387784780916
ICAM5,,0.11398018933914042,-0.014035257997040518,0.03150949821016794,0.038542970495652834,0.14947581379323724,0.0687496984208415,0.05615763632664032,-0.017972304003582414,-0.036951849882987435,-0.024171454955438914,,0.014808959378522323,-0.06975349222268415,0.006974596044293467,-0.022211951405739127
HPX,-0.01973289606185901,-0.047852979655585305,,0.05599909977359151,-0.029655563882413142,0.01747526257340684,-0.021103047737291283,,-0.02339133300776614,-0.04150485671326581,-0.037047885105838244,0.02675455500186625,-0.06078136932863769,,0.026714960738937733,
SFRP2,,0.05074438331253769,,,-0.028146486316755214,-0.017728090336116168,0.03780771296728535,-0.0766799095876271,0.0014885072707863432,-0.03232263046495675,-0.027266100542871347,0.06467435406867247,-0.03223423789190722,-0.06814895638568712,-0.0029273741164687005,0.05933965169581226
CFC1,,,,,0.05315675197469671,,,-0.03462224702329646,,,,,,,0.0941662952499405,
CD70,,,,,,,,,,-0.01972991124922979,-0.04529357098829514,,-0.02240709868354319,,-0.09359423945767063,
HP,0.022190451875944178,0.010793983302248076,,-0.04262324362218394,,-0.017949538301362672,0.0008004043483082791,0.006130135959360565,-0.032144427983236704,-0.054310586437420594,0.03325269957334089,-0.04147017970987943,-0.02030857542040243,,0.04626068483578503,
CXCL2,-0.029195164699531564,-0.06251658729884485,-0.027677853558195416,-0.054177433945632306,-0.010760908497080932,-0.03990827307444307,-0.029328068395583953,-0.04332932845731595,0.0013680000086351031,-0.021015308774058387,0.01798897192291079,0.008135973182886776,0.021731077855637212,-0.003183315075438033,-0.011789475424262558,-0.0249631259016419
