,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.06636499688056445,0.011460501974947813,-0.024112254410400588,-0.03221791110773569,0.04163615039466543,0.028937762428588712,-0.012354528249030876,-0.03083410920123399,-0.051861247178391794,0.0014546753657846893,-0.03860533246720429,0.07307866945114914,0.012049580799870542,-0.013270183335880793
CCL18,-0.028530838920924,-0.009628387418054255,,,,,,-0.040357357438492836,,0.015689488885075247,0.04159093235511952,,,
CCL17,,,0.21898665666090897,,,,-0.013279517579130084,,,-0.02070895447247931,-0.02378903735111587,0.05778788753512976,-0.01660506608401155,
VEGFD,-0.032145916334649305,-0.010118275457364165,-0.01672021324021594,-0.015318414935786562,,0.0999382759426544,0.06465290965840417,-0.0454670743550071,0.003538772373460735,,-0.016479392299408674,-0.025334476329425426,,
TNFSF13,,-0.01836905156872517,-0.010351962046143392,,0.0329881551575764,,,,,0.005993926540607188,-0.00907172197327628,0.05650183347831738,0.03329172673657282,0.1280725162693968
WNT5A,0.06086496715762083,0.0033522415474943586,-0.01997400764511971,0.04298957165025184,0.15206576182410736,0.0666107556817328,-0.022201281468173076,0.0379372048631023,0.02449435646724918,0.006085459219892839,0.009750078423697251,0.053503749153698585,0.02522106971997308,-0.02405898166044884
CXCL8,-0.036279374801808935,-0.012881685658985571,-0.03917996628230957,-0.03812892756150612,0.06393678527196618,0.03600429189899908,-0.009414861845690582,0.04837945056329507,-0.08942676137717491,-0.0471640822762506,-0.012923138249659068,-0.03410422759077497,0.02055247744867895,-0.024353897494137113
GRN,-0.03696176059373595,0.013525808578328873,0.02171635252330025,0.03569376732552289,0.002474370293882957,0.06073957501426128,0.016959141317640328,-0.11417990358688081,-0.0016077850642613352,0.044531148414298755,0.04018394463970155,0.08652848121023295,-0.009401645623527594,-0.002904737588740904
MIA,0.006884109957057104,0.012628279982958422,-0.03160114002803128,-0.011598322605888672,0.08299683177876226,0.038564293753481166,-0.0025868058753319824,-0.002334247674000048,0.1926311609923445,-0.010781220579857026,0.10046166854096449,0.058158771360741636,0.009597570805554307,0.08545314919043447
COL4A4,-0.032360474927124135,0.07005942036991256,-0.009446518872150304,0.09431411054903066,0.03775769101618667,0.1462215488376074,-0.013864227203243833,,0.08357751567016401,-0.019156283381976297,-0.010667255786319814,-0.03700202229517086,0.0035190379553185006,-0.029123252341369556
TAC1,-0.0405289719923648,-0.007502567805796317,-0.00655162007528408,-0.014668032764552768,-0.05907149170862301,-0.08632044546090513,0.019540520751850053,,,,,,-0.0026531105555973617,-0.006339268803631006
RARRES2,-0.07253272760372555,-0.0024964159191879884,-0.012559908387569943,-0.03527221268103583,0.055411057525025294,0.14521137579010943,-0.025023592240893764,-0.06167999553542259,0.048382345281726705,0.019295992470727125,0.04219061568482908,-0.016585428262048552,0.006814991333103537,-0.015298766254930712
FGF7,-0.03474884098759278,,-0.02660250593366518,-0.029330309578464216,0.08642594012997894,0.043127352372014656,0.03730660287065613,0.00320328435673802,-0.011968651591234553,-0.01546679174835186,0.042880996581596685,-0.010062370350896284,0.03439185365122174,0.04677710835385318
EFNA2,,,,,,,,,,,-0.015662559528945255,,,
HBEGF,-0.0017731739993201996,-0.005863301726008087,-0.05280669226051141,-0.01508357262486597,0.1549228150342109,0.014713279186695623,-0.009155101712889557,-0.011939123262664796,0.06765322224259139,-0.015746986669836614,0.02664693720686901,0.02642179497726502,0.03754498694535693,0.012322314153379126
CSF3,-0.03236044930723947,,-0.017887846450876467,-0.05103692196458315,,-0.017518268840159164,,,,0.007119907537248724,-0.011939695003751251,,0.006413850618127467,-0.014287431262389332
PI3,-0.022908184745317126,-0.025608519497177,-0.030869022465310758,-0.04699072463396173,,-0.01972580193014094,,0.0887053936093617,,-0.012006601884811148,0.006278108635368446,0.0036635579838020993,0.03566451933136279,-0.035761278853983544
PCSK1N,-0.015894121452125744,0.05097385078560674,0.05751063917451586,0.0671146933787962,-0.05832693655370559,-0.03850909649235343,0.06341467257898149,0.09995654608831495,0.03372366675458796,0.008529276625066499,-0.035632002872626065,0.005463276439448165,0.03335622234437843,0.02121855339775394
NTS,,,,0.05268342527864252,0.06601493204162329,0.015175700312156865,0.0731631528089893,,,0.02804262381101552,-0.01908185660509767,,-0.025889306597977814,
SFRP1,0.001979168569083294,0.05408016281371283,-0.013094781234589329,-0.01747565864722505,0.0872815870850045,0.011063182867457319,0.06545256968269017,0.03231201870725234,-0.025224689784987524,0.024306471181695703,-0.019653445405157163,-0.06034783096850252,-0.025287704701694332,-0.03821879234656582
CXCL13,,,,-0.0173186008937557,,,,,,0.011943492064435051,0.04970224658922706,,,0.08203696645734412
MICA,0.031244858301109568,-0.01656813100533411,-0.010660684170512868,0.018785822469266727,0.011774373030829831,0.03272376648895698,0.04985413568963821,0.03945135533117567,-0.007640165205817148,0.01904316884653494,0.005648390014125603,0.045585980515802926,0.03744313707526162,0.0005628660224734281
TG,-0.02579644320684495,0.0898319467528619,-0.014131343613881296,0.006039943404758992,0.05429096758935922,0.16111130935043064,-0.013378611417638507,-0.04371951493172775,-0.06546222455740681,0.004426185055769603,0.06128893190225743,,0.04235630243854061,0.049201435761543864
ADA,-0.038148725238501865,0.0307786620715986,-0.015130202308199312,-0.026348748122917133,0.08453861066401377,0.1292536372268902,0.037039710844408845,-0.09648662720264076,0.12203506507863175,0.02996634032487703,-0.03966536163446749,0.024013378876593723,0.05857764123595585,0.016912972934331645
LAMC3,0.056345589023848223,0.04099811467361657,-0.016454200641474695,-0.011612836571645377,0.10868004708070056,0.041353485415659294,0.02014795321716046,0.02959184684052226,0.059037259146941266,0.05378284453862723,0.0009731463175369755,0.04642650018107155,0.011238502109199586,0.020838046082597362
CCL7,,-0.015483392532045857,-0.010216938854774352,-0.02296126730193745,,,,,,-0.031037949327362487,,,0.003965934121026954,-0.05187390077542092
NGF,-0.01864377474016342,-0.02658421608639779,-0.023409616444992704,0.03831074104498804,0.05588260680305576,,,,0.004721728102994071,-0.01111070678628882,0.010722785224912467,,0.01199179617338505,0.07184738255211996
TNFSF15,-0.02306467616017635,,-0.011377061118869502,-0.017000444393071346,0.054611439455065205,,,,0.06497076961631847,-0.03025851533306292,,,-0.03883182360603575,-0.03390441774322571
HMGB1,0.03615305662141217,0.06670822019809494,0.04756388944063514,-0.03027733703060448,0.1488974963449075,0.13645172237763392,0.019511638982277823,0.08776522986537075,0.04609064541326802,-0.01220517331604957,-0.04523740377545049,-0.06547121407576022,-0.011558161207006914,0.06444117834151876
ITGB3BP,0.060543128920447886,-0.01445188773285146,0.006425679433325299,-0.0017955928018049537,0.18666700301902966,0.14806564913796738,0.01270215223294871,0.023271091583411216,-0.06501878827496729,0.01944079586182598,0.02388382485806813,0.051663178684986176,-0.011846152894287929,-0.0014961877841684623
AANAT,0.054003253821934924,0.06964128818160131,-0.010351963150988597,0.03268930051874766,,-0.015801952571823357,-0.012031463432730795,-0.03356003343355733,,0.00646126798911442,-0.0009029790618049709,0.036405481028926094,-0.01938336819587865,-0.018705283740101806
RELN,-0.0321458996495883,0.007938051284888762,-0.017968689759297288,0.01440657281390752,-0.004707944245588731,-0.013401616009108793,0.03687045700733235,,-0.061229229267854235,,,-0.010118709214455276,,0.020106262384220384
IL15,-0.03278603903275874,-0.021774475648301705,0.0017946849240220353,-0.0033943019883958835,-0.016652069163702224,0.006737169325025607,-0.025443644317787197,-0.06334846511527684,0.040269583182712426,0.006468667138506391,-0.025783574201169994,-0.03700201760603834,0.04683747643925073,0.050331721764063225
UTS2,,,,,,0.022281682516166374,,-0.07512990196648293,,-0.023187519860484018,,,,
BSG,0.046349689152072986,0.09494700788584123,-0.01858506475349881,0.010128930610730863,0.0898574110388974,0.04572693169885515,-0.032577382767602726,0.015633744963313184,0.04390439633811649,0.027920257413225447,0.048603545581982474,0.11827179225303819,0.017764492641121208,0.04711070060677636
ADAMTS3,0.04465081906369475,-0.009955290295630054,-0.020691399275569525,0.017109489931778885,-0.026821666188789672,0.13003848688336053,-0.005716114542293024,-0.07362149463349427,,0.04468667186849191,0.04368074030547551,0.07836601973074508,0.0319445505770085,0.02611289867673913
CD34,-0.004350730755669125,0.04203950406233917,0.05930752882890082,0.021858682219644446,0.11508603837079236,-0.00030095707553604717,0.0060045267531155634,-0.0556364407091951,-0.08781785887005301,0.06549445332219193,0.022986665861849557,0.0664734435207281,0.0035525279134304122,-0.029488365549445693
CCL23,,,,,,0.0032724543601696915,,,,,,,,
PLAT,0.013009465367831726,0.03165748017267041,-0.009709298607966642,-0.003128505873871853,0.08969824261447891,0.12581966387657834,-0.0204494917653782,-0.043231049816058915,0.02897785424818296,0.009687058363499371,-0.0057137624531404555,0.0963517611089496,0.058423322783227524,0.08249270301861795
NTF3,,,,,,,,,,-0.025270513625568113,0.007773104545345532,,,
LTA,,,-0.013094780621994881,,,,-0.011587553160305459,,,,,,0.0053648108495779915,
CKLF,0.0038917518851273696,0.03388035610353579,0.0591712907618685,0.007120736359888406,0.13211498436525204,0.12469633844815095,0.029863623420011174,-0.10958241989247952,-0.033368708349378516,0.05947821666535628,0.05737557045301729,0.0032892232341855455,0.0016902552315163591,-0.0010184710865623642
CD24,-0.012129878098479405,0.02897427953313901,-0.008025737700237444,0.030118502387074905,0.11849674473319272,-0.01976621667819404,0.03849648328910827,-0.028909409231293447,0.06761585013235644,-0.03239558073616737,-0.05025893295682228,-0.0021108676908196443,0.02233818368559907,-0.02220045100125829
HSP90AA1,0.04550039570348358,0.016803170775506783,-0.021652027819544457,-0.039965184480197216,-0.12943898482927568,-0.08087500465689926,0.0018112852526024194,0.01204305179692617,0.02164867727788929,-0.08864845186188348,-0.04621565115186625,-0.0585461829133851,0.003031541565709072,-0.03433434722756088
BMP4,-0.011553103372850156,0.05122811759573408,-0.009387826144867805,-0.017127073195757906,0.18680030323599,0.014111570997301396,0.0019731733378638696,-0.04153855623215893,-0.041368193060019834,0.006803135281282285,-0.02126559168113213,0.17392615228259684,0.04871308082063878,-0.023163751225845644
SCGB3A1,,0.027945373210446958,,-0.01824234374048619,0.11615901758834213,,,-0.045467030156907375,0.04958690617624419,-0.029046341305362162,-0.02998216387878872,,-0.005089499563294178,0.036103561533162735
IGFBP4,0.018448855815288257,0.004805550934938873,-0.040549683874947236,0.003566926708882373,0.11770800624748974,0.03215596671332849,0.01619088152025972,-0.05800237585127478,-0.03213987376143439,0.014851079538533336,-0.031244616996289346,0.09235888509541217,0.04065537323497141,0.01525741190273528
RSPO4,-0.022775282275276067,,-0.005051009151607205,-0.0031992613641225907,,,-0.013477029757715937,,0.10790591916150488,,,,0.0027618914094205754,0.10783501698700433
LEFTY2,-0.02184485615095313,0.036273186921430244,-0.029259148452292043,-0.032680040487959874,0.17149202896828725,0.07003956807842972,-0.0167869037236028,-0.13535022944953182,,-0.02634770420873022,-0.018009129410782854,0.0274358824107216,0.05850205809490349,-0.012848813247822988
PF4,,-0.016061532697811503,-0.008914077865092976,,,,,,,,-0.014355820177790387,,-0.02608708641121116,-0.01847673554702101
ANGPTL2,0.020647783514563704,0.03739931910741605,0.01996590409862505,-0.08614889382593631,0.1663194737286011,0.08464820791164988,0.0011207644690707402,0.00015600622818493079,0.05482887686420116,0.037269768064252334,0.0383783716765084,0.037479950823878706,0.00399283324916327,0.09130604485213181
LRIG2,0.024474782412344843,-0.0006796646529498757,-0.025453632878541726,0.027667042719910027,0.15829110117082687,0.1026878871437491,-0.0005838824021882183,0.10595749273688745,0.0009217716515220772,0.05739644087823775,-0.020349359043976088,0.020313451346127054,0.005082855250270112,-0.0019392371200399005
ICOSLG,0.040710358559196344,0.0298344687832815,-0.057203995511024834,-0.02853126762217337,0.11017809054706523,0.11150852687999088,-0.051754530913521855,0.05706020528156188,0.02026173100510031,0.06523268826140695,0.047590238420828594,0.015874141912489613,0.04210106287358587,0.02308427774963239
WIF1,-0.05300172188288621,0.05398330390188336,,0.013084989210158876,-0.10674942166602294,-0.0784256932532524,-0.01039990465138052,,,,,,,-0.004321176621825016
NPPC,-0.03207489711653894,-0.01878660436899976,0.007232007764672874,-0.036728179878944445,-0.040780828601789464,-0.04254613199186654,-0.02028690954289496,-0.017139503283710954,0.1080753109094894,0.05014993361361124,0.03329909694661847,0.15136173260740965,,0.03879006284143979
LYZ,0.0066112960785982295,-0.017874489610744216,0.039383223147424325,-0.046196939372097894,0.04906877233524063,0.017352528084953474,-0.04392200182841962,0.04043902114473469,0.020131678039184104,0.03544692416813675,0.026410728598200702,0.09036807399129483,0.0697116937748211,0.00168856529248241
EREG,,,,-0.029628860121012107,,,,,,-0.026739262095788696,0.07508059487739764,,0.007203186248367449,-0.0212721960295424
SPTAN1,-0.01957526462156719,0.09276401223347003,0.05429784527335156,0.0935782345037167,-0.0055343221204363045,-0.0674083494512397,0.05305683263416622,0.02799468168216427,-0.04187779596509375,0.01314196517752566,-0.02200660797195821,0.028653058495238262,0.027961196292100653,0.02584905861257141
LIPC,-0.03447024556349699,-0.0026689311997343474,0.0210205503979328,-0.02038434729550058,-0.02582308945959539,0.04636552334628836,0.018662156100662464,-0.040951580468368935,-0.03458803210527557,,,-0.03460041952719006,0.14430792371296866,0.040009108618110134
COL8A1,-0.0005730197740309813,-0.028753615950876728,0.001995143198332857,-0.04113413707153356,0.07536768052207111,0.003221964515427944,-0.010669994958995002,-0.033242626165949335,-0.023516868248794127,0.0019192643047373347,0.037755625231561375,0.1305590270997829,-0.009603546666086484,0.0005566268651583814
GSTM2,-0.006570643248611907,0.012531288991795958,-0.023302723428112813,-0.04127521856980862,-0.014081566722506872,0.017058793099346277,-0.013799514788187115,-0.06034282468949886,-0.09427485679997397,0.06603239105158469,0.031240586210514596,0.0955925649490208,-0.020128371492778525,0.05081902189975532
IL4,,,,,,,,-0.039145802586584066,,,,,,
SPX,0.026012821156640394,0.014443486805506486,0.031302332861854035,-0.040882728470890986,-0.033920866519418495,-0.04844124293584573,0.001956495888387072,,,-0.0038153350335046903,-0.017824585691378417,-0.07352238720239739,0.00041886429465585865,-0.005805457544319006
MFGE8,0.017942733392492152,0.00921310717054957,-0.03820119599115527,-0.05444481426208008,0.058475811135979876,0.04760925904124834,0.015002572175609852,-0.06042049148456834,-0.05676698485662893,-0.021751358949724405,0.059107738685335594,0.08085855175945643,0.041138080975076145,-0.0196259654457976
TGFA,0.041553047449159136,0.019399447446474212,-0.0335498780938086,0.0669158782462507,0.1011039626546287,0.013520006535262216,-0.061795755566475874,0.06639350301353354,0.0738517076034866,0.04003180347030861,-0.02040516807619379,-0.10277557956823655,0.0995258457440536,-0.008614646474903356
SLIT2,0.004345824001336522,-0.02319191414065875,-0.03033889992193968,-0.024842814084818955,0.02976141197085284,-0.04488319343214747,-0.02605514288027787,-0.0688535626585963,-0.033487111464605895,0.0003548681929337719,0.05924743432855251,-0.04190993200899684,0.04902797951512752,0.03558199545278192
PLTP,0.0005465282083685823,-0.029252780900242012,0.02096490121780842,-0.024167688080844053,0.06559244847724834,0.05409885602784427,0.005221287297334635,-0.05347346010071101,0.0799316136270383,0.01834641427713735,-0.04481732828006986,0.08044613960568382,-0.05355058446972304,0.04391401881671064
APOD,0.04550383974831271,0.03141785388839207,0.03318924838372787,0.10989600503201254,-0.04080118023088283,0.07371960766468384,0.03426654541648996,0.01830543828066061,-0.10519659128162229,0.03017537714264383,0.02017451361598863,-0.08786362489301193,-0.00040995014485860365,-0.013001014282606147
B2M,-0.009675862724871927,0.0331247059502507,-0.043498006125851627,-0.08660740654522281,0.0639000958975783,0.09165544783052326,0.01754262250721424,-0.15154271048731688,-0.03019437020489606,0.07716975063767818,-0.000565542390615688,0.11381726480272976,-0.022359766882044593,-0.0005182570976535475
OMG,0.011330190456809127,0.09086749624407588,0.06970972748068195,0.03930008245514368,-0.0309628039157176,-0.05089539789592418,0.02756796798866402,0.011558898138767747,-0.07549059240169145,0.059517736314681435,0.012667261195595515,-0.042720817053399515,0.06096459946755453,0.012524792581864352
CXCL3,-0.0025639543641446014,-0.031233652443428805,0.08212631548727285,0.006111853184539967,,-0.020747208352662857,-0.03796002244016599,-0.03280482478044648,,-0.05047402789829409,-0.012078731931860936,0.07300083595517874,-0.026734510977235348,-0.01662837346889843
CXCL10,0.0907651444717776,0.10489893029054441,0.04006189087154857,-0.04174312353215788,0.058672682968043406,0.07295019769794868,-0.014299203064472979,-0.003847455439495002,-0.001084554221505791,0.060649628934905546,-0.01925531656027646,0.10299146992526041,0.08707031208390359,-0.042796820902030276
RSPO3,,-0.021032219330895573,-0.010351962386095724,-0.02038433472755052,0.038652575852900314,-0.025947644011608165,0.0072920167952931,,,-0.010203726857647482,0.08903217242828633,,0.14130695664722626,0.00731673821999486
CORT,-0.025535104172049256,-0.028981023828329143,-0.010403049188700322,-0.02473946792478983,-0.038311342027806256,-0.04490821137925358,0.033741285651765034,,,-0.0353914760309146,-0.015022636165649028,,,
NCAN,0.054219246735536464,0.06555131501419749,-0.017283267608981377,0.001525541193890572,0.07390865547375321,0.06737241851390188,0.02412109057501299,0.06773093469929124,0.040129130665121075,0.01218540371110053,0.02225257107976923,0.06147222675756092,-0.021949844604355537,0.07834043039083678
PRG4,-0.034849421802118224,0.04890245011015476,-0.01021694044693261,-0.014595110481405504,,-0.022477709348556318,-0.01722310901263333,,,0.017664419722391016,-0.022166818958299528,,-0.0022384709656235327,-0.025717098661558302
ZG16B,,-0.02147079010870737,-0.011858008917836518,,,-0.02426829939269825,-0.009207362886350112,,,,,,-0.02318130056052654,-0.015762550392127227
TGM2,0.06080554272462557,-0.0036809604381589146,0.024201425095083228,-0.06327580723196417,0.03314590023974896,0.02171943220324369,0.014948110628628814,0.011203283032014823,-0.0981351148315144,0.0020850723529850044,-0.010656633498960068,0.0772236005455997,0.007917568643053876,0.03287166403539271
VEGFC,-0.025005155934931658,-0.018060056335620286,-0.018209323561709005,-0.022466711382992867,0.08414141484371447,-0.0022949045062539337,-0.01383049341889444,0.06205913633831544,0.030061864264652786,-0.03994405773034953,0.05870242779911275,-0.02759888405709537,0.014376061230498621,0.01615268386428606
WNT6,-0.03171319931512408,-0.02498211155915031,-0.014131344200622181,-0.020110657105724232,-0.017079892095373063,-0.022103883815628073,0.00626487665609519,0.021454992500081004,,0.13410173654921856,0.0025421374689251165,,-0.027996184723682066,-0.016287443661431325
NRG4,0.22309649679885116,-0.01426074810576511,-0.012434483906778229,-0.020788826241136652,0.13858059573650455,-0.014171742327126379,0.046545764866612827,,-0.03209424229026541,,,0.0009380567854297161,-0.0185912621876705,-0.02449381711612911
PMCH,,-0.01643627964727242,-0.01722918886408769,,,,-0.013477029107303687,,,0.024180515320347082,-0.021077562242637675,,0.0031722869466364726,0.0511466904922808
COL9A1,0.028586217506890988,-0.002217430934605533,-0.012986910900787628,0.06874067932385479,0.20763675862817146,0.011179480019456428,0.08071519876111988,-0.09758507271793068,-0.028543495832122935,0.04718771222168036,0.03230796157770881,0.10613460423754464,0.03033989402440303,0.12531457727753878
GDF11,0.06022272574155501,0.01455129962995401,-0.02936692971232467,0.06259985314047878,0.09914356234415901,0.09622346821544618,-0.018453655663356414,0.055497821515707695,-0.021322535348714745,-0.02193950747816822,-0.012023226453858704,0.0286315859361373,0.031092657331875703,0.09207259110843417
RAET1E,,,,,,,,,,,,,0.04336846963113752,
IL24,,,,,,,,,,-0.023521383093893247,-0.01412692392382286,,,-0.027383272707164376
SORBS1,0.015941890838639713,0.04434584288135736,-0.036376142947152176,-0.03476794402934551,-0.009599604596742434,-0.03155673682995029,-0.027776014678538574,0.02536465436537918,0.13904185259497578,0.0014621311127068115,-0.002341122691145445,0.016904322037540845,0.03874625982695392,0.050252268536152535
DLL1,-0.04373475520258909,0.11140873676494208,-0.02440580585055058,0.019662587961568546,0.13917782331876807,0.03850404408150771,0.023607932969040724,-0.049679499665142075,0.016072638953817078,0.020250000924472183,0.01199321670411131,-0.0046510280380643275,0.022277294272033493,0.030046397545434683
TLN1,-0.0616779376870943,-0.04535835013675818,-0.006645906764971967,-0.025265371264215512,0.13584894905798645,0.08467608596274966,0.008014349266710118,0.008141187055802586,0.022495015690754173,0.029038015338475737,0.03062610456640129,0.0307676596679628,0.00636820273091471,-0.005527746102742581
COL2A1,-0.024190751766238763,0.04998647627309355,,-0.013035647764343001,0.10094746409859665,-0.002286668531858075,,,,-0.0082823581749767,0.024577605900163235,,0.03428546519347454,0.02480073280832021
SHH,,,-0.010617078603620952,-0.033046249049719874,0.07002227603365574,-0.016309832233254183,-0.008872670662908427,0.051034905548232486,,-0.04178655483033752,-0.008863447435931055,0.008910558596461244,-0.03269400995196207,-0.04463044991405977
PON2,0.034074490501854716,0.09721090681243424,0.06863775447566163,0.019146572848751618,0.014169934234983412,0.13807002160763193,-0.07441927713889637,-0.10479054037192305,-0.0022128227028532597,0.0204294722721994,0.04719370530951216,0.05121276038290305,0.016836406594686187,0.049684588793794775
ICAM5,0.012131750570656527,0.03361243576041116,0.0193403350273908,-0.0345704637528385,-0.02300607296081522,-0.040542086394808406,-0.011643010736979823,,,0.002553166765050017,0.004415559730029983,,-0.017961401228135547,-0.02737790395684296
HPX,-0.038522207183087055,0.017035729569582957,-0.025832796616644938,0.037008734033005725,0.2888648829004297,-0.030212268087443775,-0.018068879011719927,-0.059092085325383965,0.030286913050286267,0.06351970497593654,0.004033596677226136,0.0725467914273458,-0.03252523948301406,0.04134576901998047
SFRP2,-0.031494959053074464,-0.020585209575173898,-0.012091701958199084,,0.023127005411469524,-0.01655820641546595,-0.015059229083082064,-0.039145825627188095,,-0.007916903252689133,0.003207781592900572,-0.04022670431379991,0.05762227610952586,-0.013340894058152803
CFC1,,,,,0.09824357827255079,,-0.011587553860601155,,,,,,,-0.021673174228559022
CD70,,0.020049806729204974,-0.020552452902152688,,,,-0.021614845126211788,,-0.03483157098910506,0.06279424443929335,0.044101693345345375,,-0.013735559173855471,-0.019737375661896494
HP,-0.0431558841077459,0.027661666947125383,0.015047496874426376,-0.031613831158455986,,0.004122652860510581,0.020959997304732633,-0.05597215853270185,-0.009770520004687122,0.04146180780669457,-0.009117512935236634,0.04513699856660625,-0.027810494826687886,-0.02507856960044427
CXCL2,-0.0014105377320809615,0.012410492831340308,-0.007066424435872017,-0.04832868386099666,0.05723211495725725,0.05444194944808352,-0.03541266305569993,-0.055425404817896616,0.09140281599437716,-0.013363542068942262,-0.04248693548836933,0.007152795232845392,-0.027598259466357977,-0.0113909266900836
NPPB,,-0.019975072922987922,-0.0215371332295396,,,,-0.010146533410954308,,,0.03591221236382213,0.037199893431894705,,-0.018858764976424143,
CCK,-0.021256745842119357,0.11406358026798401,0.015154615576995465,-0.012935867885480989,-0.14323392657094522,-0.10945666095701397,0.02532773065493426,,,-0.036761658845529066,0.03329837161431573,0.16531494662638282,0.010897781543228022,-0.056644707018631266
SEMA6A,0.031113215233442314,0.03352114270938311,0.01815862189847493,-0.011990389088928546,0.1028503382496661,0.11749760349473765,0.036862610967023465,0.007551921342412027,0.048656855724942515,0.0011397398691778836,-0.031616342950293,-0.013332821877859027,0.007176031920341691,0.0670733703344382
IRAK4,-0.00011924240942678467,0.014530781465814598,-0.012900354273111446,0.09735797493174926,0.1336924237239272,0.0663197397721321,0.04024807905756878,-0.0612268887821256,-0.07416480281862588,0.014105383933473194,0.01917329133270763,0.04115250527174439,0.010903052561862098,0.048952402450838525
GSTP1,0.037171100245602176,0.0846084136598802,-0.014796050067790816,0.029674679396455506,0.12976942110508052,0.10911926654449411,-0.03026563488385536,-0.01116735990277419,-0.09781341868274257,0.04661038980078065,0.06904869694681487,-0.009525446972721547,0.008457941171824183,0.13897718597879677
VCAM1,-0.06514599091052975,0.011968984891658796,-0.014597637969389777,-0.0513710457823525,0.05939100418222808,0.06293952538690091,0.023524431328133293,-0.0660454544166976,-0.035829885505031966,-0.021588245359625665,0.012082916425600427,-0.018973241327702697,0.02533493678631414,-0.04367261764375879
NXPH3,-0.0019135041579736967,-0.015697074541676875,-0.01679171162038335,0.07476433365504309,0.16158641479150038,0.06882157398381193,0.04342647727850445,-0.07255482733089712,-0.022858393176969315,0.10053500483469405,0.07330565170046018,0.02052493122021784,0.018357916233411698,0.08304058855289227
MTMR4,-0.0023068105441252425,0.07027363238186243,-0.036975365513853234,0.007480919624104012,0.028121011981450436,0.04803802484054867,-0.0329958464447949,-0.048692319275611136,0.027371983275841647,0.07848374000495201,0.03235136688668056,0.05045543682014238,0.04697183508032501,0.00909045624154795
LAMC2,0.1147967687377327,0.06941317217106234,0.02884113385337983,,-0.023402215434220695,,-0.01277335357465853,,-0.03209426153091747,0.032659060926057006,-0.01855261505076774,-0.021426749881880185,-0.03593173055263779,-0.023586634847463338
