,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
QDPR,-0.04111277439971305,0.0897298933989163,7.79731177392781e-05,-0.014217752129449448,0.024225679322047524,-0.016721585285561925,-0.03865566084488032,-0.12393162272168116,-0.03940037758880697,0.031572177515468196,-0.04920473529195715,0.03143276200683843,0.03037905058321377,-0.002288888661337007,-0.029683182754968392,-0.002463369580627828,0.01808444354225113,0.0821643764262327
POMC,0.059557515169532976,0.012061858734621374,-0.004404981755784828,-0.021421402489090368,-0.005604493182032973,-0.03181690297464771,-0.027861778068525366,-0.0011054537067629504,0.00800438572397319,-0.033959026706971644,-0.02827735968014703,0.001510219449890554,-0.0319507294664588,0.012886314302997148,0.038350668661045965,-0.006183246613433356,0.09432006282015731,-0.05964826820753369
CCL18,,-0.0348360483472842,0.049411667808869304,,,,,,,,,-0.02932094400456445,,-0.012980647693606294,-0.05846657469564724,,-0.05406207813049641,
CCL17,,,,,-0.020009920083685552,,,,0.03150667293729802,-0.015627492964433602,-0.02307640775250915,,,-0.01951667867179552,0.0022904275514279244,-0.015846714205976546,,-0.01494408936145042
VEGFD,,0.005925028172226419,0.023585924479332488,-0.01726765122630833,0.004219077989541516,0.009290290403541485,,-0.021824660811147957,0.014398285629788739,-0.011462955079334638,0.04610218851090663,-0.041744117150439734,0.03360830782833607,,-0.023942735534263328,0.07549941642835363,,
TNFSF13,,,-0.023668570111219887,,-0.013802395038490957,,-0.014323535050981296,,,,,,,-0.025663443478662003,-0.0016774023386259022,-0.005007436161707915,-0.017628505551463947,-0.007107108474794
WNT5A,0.0069523212874692845,0.013658029600710988,-0.02153443685130656,0.007294533916037621,0.029748354754046212,-0.009627425915742473,0.04690622855374234,0.07097145922663213,0.03274778581490235,0.004698064212273229,0.04516436735171586,0.12078699630225209,-0.04577390998946427,0.0075602618836154226,0.05027527390260194,-0.052519672075068614,-0.03963865974142669,-0.0032566291486019546
CXCL8,,-0.10536399203492655,-0.05597818012089159,-0.016168405121986102,-0.005656611136563347,0.09951154423095628,-0.02037429959763237,0.0361268549947902,0.019626812427990626,-0.010674802195733567,0.0052107759269731406,-0.09838608286650881,-0.08042401975940917,-0.08693623121316432,-0.08658635814573051,0.039716237208372966,-0.03386361654454612,0.03955552124522653
GRN,-0.06299874627482477,0.06345348382681015,0.07580378707336353,0.011094729266837067,-0.009668466613021006,0.02138111333458009,0.022423547657421744,0.05268505275260657,-0.04134640542350109,0.0003784139712444717,-0.0024880670543190736,0.018719883858391777,-0.04063522293763611,0.03735605709132052,0.038639231995986484,0.057959483070777605,-0.09454210181163544,-0.02530352328653055
MIA,0.08672024619965339,-0.027405865828928542,0.025090562506861265,-0.015356641425073547,-0.0028203031429461537,-0.0028577416346040013,0.06060471171670847,-0.05725801869125584,0.02614940295680937,-0.013036697326881558,0.10409406364503751,0.09524033062154004,0.0016918587040423054,0.08460199537987784,0.01023716679037762,0.019502084485014778,-0.08652037504590311,-0.040213425228938164
COL4A4,0.005413669549685617,0.03457518135422018,0.03836472430265465,-0.0258252969545435,-0.024198768290485253,-0.007489329733745366,-0.01362821078127362,-0.019752040767467432,-0.02239788558196441,0.029271460725593536,-0.0017143157437136958,,0.06409900665014709,0.08379922853986407,-0.038336063250450164,-0.00017257720168501833,0.0193257993179263,0.1401301351416955
TAC1,-0.016485138427394994,-0.036989321098082055,0.003702644097247172,0.08319917634005701,0.0060597079835964926,-0.06107192700295419,-0.024872898224008316,-0.03875630682336783,-0.03167675497255811,0.01694203093736007,-0.05822827260708725,,,,,,0.0014726991912403285,0.0009513761082943279
RARRES2,0.04717759829657048,-0.013753077052764687,-0.006427774657174976,0.047830138569759234,0.008381209342120617,0.03525041737044259,-0.010272146292045379,0.0794663383677358,-0.004967056981395409,0.02033072024394885,0.052677143901187405,0.03717339510504417,0.0958982898040197,-0.03683831728332552,0.0006588025241881213,0.013623058615572347,-0.0496946678613455,0.0746110841807029
FGF7,-0.03640968218735646,-0.012673653726618049,,-0.01948973733457,-0.03546943992583881,0.02272698942346595,-0.020067234683605106,0.0011273348318078943,0.00940441024077924,-0.03264442054704538,0.04386147057278043,-0.014283997077349578,0.04717074132515367,0.07389125400321721,0.08027626397008154,0.08135213715187185,0.008407507628096144,0.01318541560508454
EFNA2,,,,,,,,,,,,,,,-0.003972871543213069,,,
HBEGF,-0.038972400343878034,0.05698731245134875,-0.00728664142279933,-0.02950288121290932,0.011915813405110436,0.06224923372529279,0.0840289424195845,0.05395613580791138,0.11249103511797388,0.00172092236316863,0.009046014519921692,-0.0018698154219343312,0.10275146695382209,0.011872716828184124,-0.00030029648836452636,-0.019356566738836012,0.05602247462366193,-0.00979446702950058
CSF3,,-0.03951198840424159,,,0.012913978068440097,0.10383005262320098,,0.16607364490782459,,,,,,-0.042548031180961864,-0.04397759046980939,,0.009729092171098916,-0.015733820699719958
PI3,,-0.04680784233138796,-0.03299664312530102,,0.06433518276421249,0.15481768616502914,,0.06070412376354887,,,,0.11715400267089289,,-0.05947722057210488,-0.06323166753698373,-0.02749602393317477,-0.057769091478708276,-0.009582050252567455
PCSK1N,0.0635257543802623,0.08699784156177896,0.004920948756048495,0.007925213706869048,-0.02613203683883117,-0.049162995803825056,-0.0001456639531491415,-0.04588104181322172,0.03405825618703324,-0.030950927485298933,-0.08989394040115153,0.06398742503144046,-0.023666954661580707,-0.005660305693570714,-0.01238019227262907,-0.009343302230872758,0.08378482276535999,0.012274413232795635
NTS,,,,,,0.008723244710623267,-0.016636948922997365,0.05293708855040836,-0.025586980689990935,0.025033786636052716,,,,-0.005472842958607968,0.03159896115048235,,0.07098904913315787,0.04829447363557889
SFRP1,-0.023986292822944157,-0.0302752348843065,-0.005892926107798267,-0.04444147580749148,-0.01745942872827228,-0.01725814357540142,-0.020737359289239716,-0.0017752396768114735,-0.030004826783937906,-0.015627493121815293,0.00967827808440308,0.08680619260177765,-0.060032138792523525,0.05112226910875481,-0.009981730137579185,0.01210087324511438,0.06106792154721043,0.08991440520863997
CXCL13,,,,-0.029152189108378655,,-0.017103040679784125,,,,,,,,-0.00322299336367659,0.015319943986102235,,-0.03671217444103713,
MICA,-0.05082258209023308,0.007117777021916633,0.012015320601201803,-0.008899318532134166,0.017030882100853056,0.06388141110946495,0.012291944221795827,0.02822007132506441,0.009722569179312284,0.008699738364923252,0.061858025018442696,-0.02704003365032584,0.09034185864111366,-0.02972649552347818,0.045642752783636914,-0.018831895383932075,0.001983517142270605,0.030371573061422467
TG,-0.019091805086996358,0.08142100579360677,0.016573116485017796,-0.016393588511232893,-0.018841489769189243,-0.03660386023994765,-0.019203424777728486,0.03691140694885446,-0.021613365345579436,-0.011309548794079463,0.06363977494601389,0.044596329185933925,0.0691096150855604,0.05667112106043871,-0.034144925490435726,,-0.018522887289537125,0.026312852902610408
ADA,0.07985654175303797,0.0038956549219565048,-0.020507052892087235,-0.03386697117769739,-0.05895178994633347,-0.014005689187533522,0.07832952646369495,0.1499250944120513,0.03610260972875109,-0.018367616756104425,0.042261141026731536,0.078493229825911,-0.06546968455112935,0.012581321224902376,0.02002501551641677,0.016247410525102247,3.568124773967631e-05,-0.01641073588231299
LAMC3,0.06478139668970864,0.013810923884841193,0.04920401805827248,-0.007240587988282744,0.0390877983221132,-0.03254028002258071,0.021704664500849773,0.04130973017952126,0.05283112177049928,0.016964914396807886,0.05625392954322683,-0.02273798909755886,0.061849221946421534,-0.005679679626773502,0.040525715221492044,0.05786251049298225,-0.003567270380857658,-0.033624508297494096
CCL7,,,-0.019950391033155504,,-0.01362236699952345,0.04129659730026953,,,,,,,,0.07358417565221272,,,,0.009204788411600473
NGF,,-0.022763979707161548,0.00622752193283306,,0.046046501447785444,0.06608335492121248,-0.018325217923392693,,,,,,0.027511955123246522,-0.008202391514135158,-0.022450089312186634,,-0.017151403574526904,-0.013812458954074477
TNFSF15,,0.012316123031078713,,,-0.015169171915404612,-0.016788844192023717,-0.022250832052555056,,,,,,-0.02178486090374573,0.01831343209534471,,,-0.013975917674356951,-0.012711271789088653
HMGB1,-0.05056595034746611,0.05933204931843403,0.019307189097661385,-0.03496808493457918,-0.023714384647411185,-0.06374001977488385,0.07596220433512363,0.09117010165196918,-0.07156928225889146,-0.010813176083716368,-0.021389378046157766,0.03608972491083076,-0.06762952319354526,0.0041338667201108485,0.004576958110464106,-0.03587407635435353,-0.03875277073304113,-0.019679152002242965
ITGB3BP,-0.015608354301978137,0.021941433444514324,0.012653586473975801,-0.008856596099995675,0.006413809084770418,0.025814018333678048,0.062304332212641436,0.08683942777276323,-0.022553468830710532,-0.006954378229224583,0.12285091432306355,0.04261608455546769,0.024600014839542356,0.04812948724624161,0.05634391874777284,0.08068729338304749,0.0010688723649922957,0.010354040123203682
AANAT,,0.04972480424146399,-0.02894498214902681,,-0.013802396511594307,-0.01512775268652284,,-0.01884991113557271,-0.01943702576417982,0.008376447468149844,-0.0309547937177481,0.1566424109849818,,0.07818884077103468,-0.016248189315653746,0.04044760705952298,,-0.017444482604258755
RELN,0.012901241050519777,0.11862985542479472,-0.05159113780710858,-0.029123468360323583,0.025722216489381427,-0.036296892053073335,0.003946725847096487,0.04377962517416711,-0.042794056440000325,-0.01808055787112029,0.03450101938981197,,0.15746122199091514,,,0.0026990918517773277,0.005306662751333916,
IL15,0.03356177149362068,0.051024383911385855,-0.010288013188396127,-0.004968455698067861,-0.02287741174124089,0.019244828976328548,0.054248474881675925,-0.018206928466582638,0.0005706381456705586,-0.028020136495181532,0.020589129877973008,0.06938241096700419,-0.017967846759410756,0.05443767675593457,-0.0015051273151481328,-0.009620602380111297,0.056998671915892016,0.004678369632137235
UTS2,,,,,,,,0.04721382507895647,,,,0.030789387739927628,,0.017369140645047847,,,,
BSG,0.0667806279298714,-0.01883196787602733,-0.03771236298240515,0.012123234234064877,0.003374942158630694,0.03357052655781534,0.018910555434256685,0.032703055897537844,0.08213592428866903,0.01022038593086799,0.06857050699253506,0.12018770289658938,0.03234662954966678,0.042695509660123906,0.018488070977261243,0.08991465567728904,-0.06137990771663815,0.053802597761718814
ADAMTS3,0.05901842530741369,-0.043914148309948525,-0.01873296191928552,0.04091896870910998,0.02587570730526644,-0.0017192183275328294,-0.025502044144409052,0.09789419792799656,-0.04464784060074795,-0.03406195671298409,0.01938595596264378,0.057243819829888874,,0.06756013836816636,0.06827596353595927,0.07090632595716401,0.040014872697071956,-0.02845799139000462
CD34,0.03597958614244943,-0.02820833374339636,0.04976481533124317,-0.04106986667278022,-0.03447133255282207,-0.07145809553433598,-0.0016345532919331838,0.12773194670993432,-0.06189069635518824,-0.024391308081690422,-0.030853098017023968,0.05134006979888126,0.021039685518208617,0.05872781957302926,0.023684155810129164,0.038737122432459234,0.0011692451333403697,-0.01859587151204249
CCL23,,,,,,,,0.08624405746394491,,,,,,,,,,
PLAT,0.06357888029507065,0.05034330941960831,0.015079623896630963,-0.039443690256601605,0.04933822795536416,0.015249218470379747,0.054274880837445444,0.11798172625821891,0.10092231313725888,-0.04258938423597424,0.045895835892323586,0.02999003015276091,0.05077952383428915,0.05321156952311344,0.02222615353258479,0.08592017631394634,0.025030283025840518,-0.028153103050163802
NTF3,,,,,,,,,,-0.02104434061923497,,,,0.14876144080594936,0.05839965190634304,,0.06384776811896672,
LTA,,,,-0.01205589652017832,-0.01745942791149276,,,,-0.018719881465786105,,0.0184142708369205,,,,,,,-0.023477644638708894
CKLF,0.013035738772923246,0.027915024769711135,0.030859545444790575,-0.03738817331423386,0.03959648029254359,-0.028363934872118576,0.06444505124810361,0.08177089919360532,-0.004928295425314139,0.025623580761813362,0.07839989780177029,-0.01902578872241235,0.05690890567008142,0.06189078339579455,0.05744868537049395,0.011743404543867313,0.0440370365185613,-0.014595176504088028
CD24,-0.01083148412574816,-0.007476140907064755,0.019475985161206476,-0.03781241642139986,0.03438497676954748,-0.014124056735622347,0.09437189510844736,0.0826738479483769,-0.007740514129935409,-0.025153489172438405,-0.013866348973613682,0.04690100269277228,-0.1032420972410037,0.10310876290366418,0.009544979189946875,0.0033904612300382575,0.09497145860164163,0.019942053011591753
HSP90AA1,-0.053093122787704866,-0.02918997952892113,-0.06945668958554764,-0.004874499341366156,0.017400230131789277,-0.02532086102434029,-0.0833011904840688,-0.10074622587162016,0.05729164335819144,-0.02568604981506496,-0.0939345845942831,-0.08248982466911083,-0.14223623110944125,-0.09991532278634842,-0.05835153604974026,-0.023030510771528977,-0.0022124691823345666,-0.008788537217167769
BMP4,0.026718498472459308,-0.023161877565259042,-0.03875001432030105,0.03749591165795028,-0.011537597060088334,0.022341152622715257,0.08560635372462996,-0.016926180091633068,-0.032210722156287806,-0.0329149196785345,-0.02446315590378494,0.11368178958918528,0.03474982896460463,0.011435707674506666,0.03259140889302543,0.05974058479704431,-0.017609212397674177,-0.017986108075644016
SCGB3A1,,,-0.019950389038143057,,,0.002549844739173353,-0.020210836206032364,,,-0.010996582314770765,-0.020032861027479677,-0.016085825106591057,-0.018582814721953726,0.04835454812996032,-0.024016161675519863,,0.023133406281073517,-0.02130752073912897
IGFBP4,0.03891285701257786,-0.01935979420512056,0.07426458065607536,0.046806978583430046,0.017345838353251895,0.048226241397019115,0.05240595895060098,0.08882124673797616,0.07527155475123824,0.017045870796330326,0.05893027068755853,-0.0415233832027914,0.03345366559575742,-0.03187123204499486,-0.020404187765638727,-0.011190550490009372,-0.07017127363155036,-0.008489786273112873
RSPO4,,-0.02780853506143123,,0.09892276345643583,-0.026724713317332394,0.14136707219057926,,,0.003547382247101344,-0.01099658070627184,0.013842943789118696,,-0.04860631176581314,,,,-0.0007262804494075273,-0.017361169581132842
LEFTY2,0.0051055625945363,-0.02251598254525189,-0.03311043290230364,-0.0122039612721714,-0.022213983255819757,-0.03227328034818875,0.09469389661164862,0.0771641887232614,0.019807656237559815,-0.012057885235564106,0.04180520237487887,0.055955187841092054,,0.04337739704981816,0.09769626456280184,0.003746134701970164,0.001757641467135482,0.006279847647839417
PF4,,,-0.02069532612119425,-0.01096647645281815,-0.01188524683045163,,,,,,,,,,-0.020857419961208757,,,-0.023477639205807782
ANGPTL2,0.026154217976808593,0.0024700534168025194,0.05244049244253677,0.04906881562585251,-0.03993987322301316,-0.04437764426869279,0.10255673249716085,0.04817820642948144,0.02596611207166958,-0.0432797782614961,0.05379592720630955,0.13605320423213918,-0.05635566531207414,0.07916855821165518,0.054352914309389586,-0.005858890305465577,0.045231544290943435,-0.013375924172624731
LRIG2,0.004588818937317205,0.021199766382435842,0.019368954439653974,-0.0007556696999325456,0.014679311322858867,0.02632247527516094,-0.009307144356695255,0.07100700435376534,0.017827676745944536,0.02168468677056886,0.06163110950395179,-0.026359489697437437,-0.033715007645993465,0.033294949933306665,0.052703343240464245,-0.0018636094314236143,0.03925775948517053,0.031627720575010294
ICOSLG,-0.05913864265047987,-0.05075893114743787,0.006443743680547693,-0.008963967536411944,0.010230974706222482,0.03886110786358413,-0.005187093484928246,0.060981231385407245,0.04789174440490759,0.03509808657634474,0.02803301837637279,0.10032590736369172,0.03974972740756951,0.08485502790773697,0.02266604863664244,-0.08094929717916055,-0.03941388287480263,0.003850694338006147
WIF1,,0.037247515574285725,-0.00991201047337058,,,0.023694260207015864,-0.05464085742303077,-0.03873112804512468,-0.01680121589398506,-0.020693288099262932,-0.04009149286781789,,,,,,0.0022792653833323515,
NPPC,0.03939193215108435,-0.03479319472776944,-0.006609035274408115,,-0.0030562769138370357,0.08661329708816039,-0.03877441781312931,0.02999530417203031,0.002977789973044537,-0.015282556084868483,0.05091501943303508,0.02991282271546983,-0.027278712498782293,0.01547267932342194,0.004243091788930292,-0.03797644480337387,-0.02178298289802843,
LYZ,0.022524938945792293,-0.038256350077878594,0.015621483046426413,-0.005983430781643645,0.06437500266008525,0.0130608236742906,0.0026556644216472543,0.06600164854890783,-0.06975623931434827,-0.011529207083531993,0.020955121992066974,-0.034410607061839994,-0.12298973396093435,0.043493037092975875,0.08827600499468892,-0.02741754453173786,0.002939897259321939,0.021093053625236433
EREG,,,,,,0.0505553571314003,,,,,,,,-0.03722087390444667,0.035404447206750025,,-0.024345046779842863,-0.02326876025561461
SPTAN1,0.04348246069528958,0.08611111371465274,0.024265751903755364,0.023078521910675037,0.01003311074763369,-0.034367647994479944,-0.046961208488218976,-0.029206381485417852,-0.01809644542983671,-0.06810033645096407,0.0025982069512367574,0.13272213678391898,-0.06429357267269946,0.0946451353614492,0.044791140401451456,0.024026443231811887,0.06476225596307367,0.008401097952209155
PTH2,,,,,,,,,,,,,,,,,0.015527599463173789,
LIPC,0.05190307082962554,0.05170190808619816,-0.025336518831028332,0.06269468625944695,0.00519211367577488,0.055910962090371205,-0.02455259724389786,0.025717093898114347,-0.03306149450514015,,0.009047233294998598,0.03707028936590604,-0.05216802298358503,,,-0.022892016913309023,,-0.015917027387940184
COL8A1,-0.003443394630766087,-0.03507266190517689,0.046937246698579425,0.05444321806234005,0.021810236432997652,-0.05194754811044497,0.04814954769866939,0.009451736333793495,0.0729398786992684,0.06426512496159781,0.0013841186923736668,0.1088958570385017,0.05564722793743304,-0.0002540517862531635,-0.04515511314124675,0.04390705944653513,-0.010371574588743904,-0.007523582757023103
GSTM2,0.07321269956941776,0.049253112277506395,-0.012110547150399845,0.10053931533298108,-0.01813627700985515,0.051939127900369995,-0.013388755704144287,0.002806227414546126,0.0301235271008293,-0.0057644525933735705,0.05921219666371113,0.03539315882539548,0.004751565950148582,0.0026254686554757663,0.09655427521675422,-0.0671006940970369,0.004712047541668915,-0.042806777293912635
IL4,,,,,,,,,,,,0.006143532302969345,,,,,,
SPX,-0.028773772583000002,0.049616295210181155,0.010974890240906815,-0.05449167651571237,-0.00840819218382649,-0.040373871563165575,-0.03854650236864007,0.035408102337013074,-0.04834348560722278,0.0751887708861146,-0.04471567939062866,,,0.07431191814834642,-0.025897152847790473,-0.05628650594028931,0.009273166781600423,0.0018622788814306578
MFGE8,0.10609809880201178,-0.02188194964915754,0.05400570791578424,0.04045695289604196,-0.01413075236710577,-0.007743882578959255,-0.02393831046843941,-0.02106567370838475,0.030240405311366465,0.027414156563346878,-0.0291240011108472,0.15340936364325275,0.02624839380900815,0.012786009728857723,0.001974398057287292,0.01794578109398749,-0.0025072846641106808,-0.059627440727316065
TGFA,0.01709433283181652,-0.044928916245346145,-0.02378847657024065,-0.008669126598147184,-0.006345683907263942,-0.005654372172757004,0.00488903663402742,0.05557218898065057,0.09908007275547383,0.003066387874450716,0.06715466425982915,0.0870661394637656,-0.02760841418235753,0.04570756662304306,0.10888080701640146,0.006531570327155922,0.06021061487639787,0.01517312322584207
SLIT2,0.02667588724424306,0.0029224252809268115,-0.0019767758861002657,-0.028594745787669587,-0.04045121880173994,-0.03068652490220359,-0.01925083453156331,-0.06263536716088619,-0.02882383977493487,-0.05151333123992817,-0.05337458941773367,0.033730249229375696,-0.04047721010524955,0.03996525658955307,0.010824608500263688,-0.020774691627507443,0.014761908026596757,0.00998112529632024
PLTP,-0.0021692746541690376,0.05876136991270523,0.06418997160542043,-0.054707430628616764,0.03969110473462153,0.026617355680688255,0.03195326392320102,0.05257650762179817,0.01507906933122365,-0.013560225924966201,0.04179870870204685,0.025387780285929796,-0.024065284523658186,-0.04893903372564978,0.018966747904398,0.0402339124490402,-0.11554228589971602,-0.017393820548950348
APOD,-0.09091838499387789,0.04180775661365553,0.06935866325702314,-0.04873438152460492,-0.021228664615162148,-0.07546233320127967,0.0019717539176828404,0.016058668894046176,0.019162448194710694,-0.025025358182334034,-0.04015826450475442,0.05202317277966974,-0.05772453126694885,0.11311494843116873,0.07205773509005131,-0.027041285257844636,-0.02583976804219135,0.033968354421708126
B2M,-0.01005373825732637,0.07999942484655548,0.018250616054311206,0.03227945839085508,0.015231628658027227,0.02726760109563014,0.06640277904615596,0.1115102231817844,-0.09474609272355368,0.0007048114869063618,0.0979235977542878,0.10416626381127714,0.1375531999719425,0.006476859816517558,0.09002476326940469,0.04332440235037325,-0.11169594636392671,-0.01703588101946252
OMG,-0.01984365286383854,0.05992530087142234,0.004028884667407878,-0.006832206027337223,0.0014827536751005383,-0.024104428203289466,-0.011973054408159623,-0.0513872080938921,-0.04832591005555885,-0.00036932893159411336,-0.06202223702527063,0.3623115696497053,0.022010879252341985,0.08669742389095329,0.05892236976644122,-0.023752587930521023,0.08610729998360069,0.012382794682725379
CXCL3,-0.015374691188887155,-0.03055725674785655,-0.009306683225899223,0.007605115968326631,0.005305897841471303,0.0710299985483745,,0.024230031200865875,0.07765021782024262,-0.011764016934903187,-0.020675782522275178,0.04091930530087719,,-0.016000710425584222,-0.022307730183165404,0.044762648460660935,-0.05483078630787678,-0.05338157583268505
CXCL10,-0.014027432248444717,0.023844932144786998,0.01156003302442367,-0.00625196227804085,-0.009330418572462564,-0.04122355750626267,0.1150694527110575,0.1237909921085319,0.01476371257969998,-0.017870402752524918,-0.01114369670257127,-0.007178816237271216,-0.08959231274671535,-0.015897429447917423,0.002577003413621425,-0.01119482455015531,0.029681489441635952,-0.01811025975065539
RSPO3,,,-0.027100068610804384,,-0.013802395491753475,0.05303263865193891,-0.04535060771338841,-0.018139177982703685,-0.03288386127521583,-0.017606649857418617,-0.021605794249103912,,,0.1085277204376177,-0.011615948844550939,,0.02114319265383722,0.0805585764494155
CORT,0.029746789217861936,-0.031178267346287956,-0.04061451562054738,-0.019585432497078323,-0.030952931709106596,-0.02443154206910865,-0.03642642961655459,-0.00907197329489005,0.06458517689231179,0.03916111088728511,0.07533004717029572,,,-0.020053336643381978,0.0166133088543421,,0.06028101007349387,
NCAN,-0.01955093843638386,0.13467057225740683,0.0145114730167316,-0.007819851566987751,-0.036409166119840644,-0.036957784583429715,0.031230723610166794,0.07281123612656568,0.07391711680165175,-0.01308188137369674,0.10363405960009152,0.10666118609081245,-0.051522276196578023,0.0745212794983501,0.03748198466924712,0.020583704966906976,0.06698058637955553,-0.02785705153582521
PRG4,,0.024786342266125604,-0.030003005528127694,,0.07124522654012957,-0.014413448858875423,,-0.026813320811190634,0.08175638937336684,,0.027068099206520053,,,-0.032037942556326277,-0.032205937835068366,,-0.022536679499636874,0.06620205414975634
ZG16B,,,-0.027665168184102126,0.08489442918089747,-0.01581042537872353,,,-0.02894928869610259,-0.014874645186992068,,,,,,,,,-0.02086251420731825
TGM2,0.05257814970803069,-0.07883919883748615,0.005202236106848584,0.0934889179654384,-0.028036968340632587,0.08168657030746182,0.010927510103182892,0.055133971375315664,-0.01309108087649089,0.025955807985051746,-0.021316659847732615,-0.03714558619903509,0.01786976325049845,0.005528863920665449,0.02895257036044464,-0.04431935138195772,-0.021574467082552205,0.07134630384388671
VEGFC,0.10098435120378246,-0.03053120251721111,0.08441439642637406,0.060879706395002293,-0.012029542214125218,-0.022187073949076267,0.028876890650625934,0.01147421007832922,-0.03220734158514287,-0.009008333975847455,-0.02577959721004713,0.005168625795271802,0.0170271735663827,0.08643221501237466,-0.024983876630818386,0.08874086001824132,-0.03335972370010372,0.08330301983531278
WNT6,,0.023888788291334492,-0.03218951488877017,-0.0122039615924583,0.04368348572263187,-0.01986034487926823,-0.016239563908225726,0.03344456165746423,-0.03310299232030512,,0.07006873667370792,0.009793668906839442,,0.02848769280543725,-0.040565023797149415,,-0.025940917542159707,-0.025195773637614088
NRG4,,-0.007948203868176143,0.0582395740953646,,-0.01657904638909011,0.015523789185349282,-0.019880228294835097,0.08214661615789665,-0.02857660182371066,0.053045500390346334,0.014706143652188409,,-0.014381859921383936,,,0.004582596326844696,-0.025811184860210477,-0.016731609622572637
PMCH,,,0.09511533529843001,,-0.010106534793978826,,,,-0.021772360731333516,,,,,-0.029731630759983918,-0.01702059643774913,,-0.014861014559654028,-0.03607970652011463
COL9A1,0.035166493134852705,0.05879859993356435,-0.013655409627845507,0.04339305284514204,0.05167374799023371,0.018317484387298313,0.06774408785492461,0.03258036836430471,-0.03986599182412279,-0.023294204902489964,0.015523703351551628,0.00036449323882036764,0.09629003739048873,0.061572310269038734,0.03891616247506301,-0.02709156039783756,-0.0069517421434848806,-0.005310003154725281
