,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.011177735724109397,-0.036911966625362135,,-0.011904423791452035,-0.002158675493195664,0.01568420578333677,0.05913074357001143,-0.01125083193521537,-0.002533973594032742,-0.05365000459208913,0.00932579236204396,0.003678344417505498,-0.033832814811540705,-0.038406908499595806,-0.024305187228984032,-0.008745763370186524
CCL18,-0.02960631461905835,-0.019434799939119105,,,,,,,,-0.06699168794552662,,,,-0.029877630126746275,,
CCL17,,,,-0.019320483152205303,,,,-0.013289351646341919,0.009952297387516068,,0.0009805813799354307,,-0.005179781160725281,,-0.012727511647150278,
VEGFD,-0.03335766310129698,-0.01943480611057835,,0.01887492371316768,0.011774877929886412,,-0.005188297454675212,-0.026385857446417197,-0.043158183084955455,-0.02645223466939063,-0.01901187407277529,-0.041605207118469274,-0.026833040967268518,,,
TNFSF13,,-0.01466612835031224,,-0.01332683687321003,,0.028775395911467213,,,,,,,-0.008663374810428394,0.03133181585950696,-0.020738417906798503,-0.03799796135097509
WNT5A,-0.009850823487318987,0.016198943772930498,0.08902502482952245,0.02711147826667913,-0.03041067444004567,-0.007132374796459232,0.07487975264620231,0.018723683798842743,0.04515966058118344,-0.054133994785229546,-0.01321655030954485,-0.1176699048077921,0.03239929440064057,-0.04921779147619455,-0.03525423279509631,-0.14938851960520175
CXCL8,-0.047848584482189996,0.017569453687088458,-0.05663248743514612,-0.01979909713910274,-0.0021932204033415633,-0.023022398184252096,0.10400125125792085,-0.004388953883790145,-0.030452524199543942,-0.060275797970713085,-0.04324372001378508,0.06859662487377352,0.01962525512884183,0.042686285116289704,-0.0043054875780710825,0.04837554638454396
GRN,-0.0650374978340742,-0.04929648711960378,-0.005801765685151525,0.037935777855137104,-0.015533258188630023,-0.0513721629559931,-0.01690128662412175,0.06909839304234178,0.0046970413085562325,-0.1453079716503734,0.03359982347617471,0.043240405975078576,-0.017241538260887684,-0.08293961469005796,-0.12533836440896348,-0.0012690734661986694
MIA,-0.030403693706474604,0.03812240267205297,-0.002774752063591264,0.007857057330378189,-0.0522128798440596,0.07215768401494203,0.015860336318862352,0.023321305251883345,0.04707111682089346,,0.039720950066591765,-0.04775165214176262,-0.05116634338316989,-0.01863702760880836,0.004103897660468094,-0.004305727176822836
COL4A4,-0.03358030952296857,-0.023341036823680175,-0.0320389081963987,-0.00582700635064407,0.02402647872452565,-0.015399503361669377,-0.02172554450315801,0.07137038790782305,-0.024961215079378825,,0.09615612577723173,-0.03257769655633889,-0.010671964759302339,-0.047316265901011956,-0.025082143998074298,0.010413102157221465
TAC1,-0.0017222547236337832,0.027818041384253242,0.07319361372477118,0.002642638959436103,-0.0006221318633311207,0.036973478656487306,0.016299902747514344,0.016225300932157623,-0.001386387510273366,0.17284842651559196,0.09665816467780151,,,2.647727466528202e-05,-0.0167316082480358,3.3623183181521655e-05
RARRES2,0.03398180394379548,0.05050543259785641,-0.06349809274477951,0.01846971169039525,-0.04903824373709395,-0.030456235710568918,0.04754790136275831,0.006029490705224031,0.012619342808766091,-0.060209461229232125,-0.06383178374618734,-0.021252048868447226,-0.09406897740833955,-0.008237949656377915,0.08915990909871321,-0.03702083855712106
FGF7,-0.0012476275967079943,,0.05991386162607494,-0.03424734899686348,-0.04125720457298921,-0.0030616279524793436,0.0607933725039374,0.01913868387444363,-0.003928930633339629,0.03227861769940174,0.04506179313751099,-0.003529463243011864,-0.0032364427428097516,0.06636390504084877,0.005855295593738463,0.002109436418474596
HBEGF,-0.04998508798318759,-0.003939496567836265,0.06241960508626805,-0.0005556922310600994,0.017619101383294533,0.0021990638556719897,-0.003308632206974888,0.025777087528360568,-0.0014453198997779802,-0.06939480243028817,-0.010852467292510007,-0.010329218983029504,-0.023146327515119015,-0.027292653737367525,0.030927935639416683,-0.06890132996254014
CSF3,-0.03358028293733721,,0.048571895299982175,-0.02302833130581955,0.04432563229513502,,-0.02298520791953602,,,,,,,0.01228258019929805,-0.013400106314033988,0.06135226249923215
PI3,-0.039780852664087735,-0.020446228941211297,-0.0007412297255944626,-0.017552265384538777,0.0033416764641401708,,-0.025881647489304944,,,,,,0.024560805305318376,0.022568324087459252,-0.029113979271496487,0.03140180152413627
PCSK1N,0.05191751073176362,0.004796185740942951,0.054038012714589474,-0.020353989533489734,0.06521579836470845,0.017414701750975224,0.00919818791821497,0.012177849245833972,-0.0751635571043073,0.20952009206623254,0.06220854411719577,0.04094777432730443,-0.005807331783831527,-0.03302004991902517,0.0252999531794864,0.07736060719828902
NTS,,,,,-0.017606515202475262,0.0013263156561735393,-0.028251585455140536,0.07742118732222895,-0.00010500158188584348,-0.023815508377004888,,,,-0.031869991099970005,-0.019843730196272915,
SFRP1,-0.003653781096320596,0.03685251315184489,,-0.01685786835634294,-0.00987775314470274,-0.009625054436857449,-0.020364732776970866,-0.004009476439492313,0.01295176575109951,-0.030770970893684437,0.014754966420160463,-0.04462204537946659,0.013271176733012958,0.02039242954736065,-0.019382612179448623,-0.03561019539305763
CXCL13,,,-0.01628394247273765,,-0.008604754928462613,,,,,,,,,-0.04733182626991995,,-0.022145700787253152
MICA,0.04228456210160504,-0.03283441092836922,0.026878330923574476,0.011231715836449444,0.047971763906430584,0.05799892296056457,0.05525427849755363,0.04304136810276598,-0.021668912718285197,-0.039654677477334505,-0.02353855454462053,0.1014068176514149,0.05112645022360458,-0.04735241053633378,-0.010462161929169605,-0.06524629460373822
TG,0.05772946652692955,0.015106339205322953,,0.1415402841093695,0.06535877315134843,-0.021699341840716535,-0.02774108951886396,-0.02495059896287188,-0.02955132951705594,,0.049047735052615685,-0.049837520586555384,,-0.0277017974006733,-0.009323619596263853,-0.039931203318927085
ADA,-0.03958674909130643,-0.032825443606030257,0.04010753828544126,0.04038706095812225,-0.010670579437575342,0.001320343808875285,0.045596649304205907,0.04988159185805719,0.0071891612091108,-0.09590049030021353,0.035592542405478426,0.0756875243006502,0.02982907855784514,0.019992419093124214,-0.03527924136499512,0.02258332262725863
LAMC3,0.05314921411922405,-0.060968304705382115,0.10596741180124156,0.026717878762954134,-0.02030814063417851,0.0033928388158315378,0.04174575148027336,0.05624431880387435,0.0027280565298364715,-0.02955880428679132,0.004000465988815598,0.10521544766433408,0.03519436377068053,-0.04641007034951813,-0.10262168699134819,-0.06560922796462165
CCL7,,-0.012362174569746184,,-0.013153011656555011,-0.032298251056534694,,,,,,,,,,0.014916406996657073,0.06848544255158692
NGF,-0.01934655557006155,-0.0212252398419612,,-0.030136909142075046,0.0212229689974424,-0.02070699224892945,,,,0.019820542449047924,,0.0097278997127516,,-0.027518703409146462,-0.042041362151426696,0.045359307037925026
TNFSF15,-0.023934103756201804,,,-0.01464652178513349,-0.02391351548064355,-0.02514282824742455,,,,,,-0.0023952827641558305,,-0.020901603181606374,0.03889051825782861,0.02538399283200522
HMGB1,-0.004583486066797046,-0.0334846416597687,0.037666351351034265,-0.02865853561771383,-0.029319815531807018,0.02121293835890174,0.022564008677147123,-0.009594234669485825,-0.011404017020396276,-0.09007651981608399,0.019283700479049846,-0.024840998738202273,0.0075459654545045555,-0.0008606755068716123,0.04762783960274916,0.04337598559585855
ITGB3BP,0.004003857212152996,0.010062415853477854,-0.004304877759119062,0.030438612031120898,-0.09296567883418613,0.005481286556865262,0.08325153642775039,0.015259624773162712,-0.042554317913273305,-0.006340131594594382,-0.012003272232527059,-0.09001111486371503,-0.022825864988422158,0.00691836684738381,0.08560182367641744,-0.0564573595454664
AANAT,0.0350565250381507,-0.017935634527152446,,-0.013326838295557964,0.04463865163888137,,0.016691973911514103,-0.022438219459064875,-0.048363714510058504,0.05053726754360633,-0.023795720379182702,,-0.014973244963106022,,-0.01485703478841248,-0.008424604154088803
RELN,-0.03335764578728925,-0.03872082872594717,0.03536413838217765,0.002704923087361238,-0.031511220222521605,0.024512426072402983,-0.0198481399680329,-0.03720076317234047,0.026312589209412547,-0.004168202602770511,-0.02634391635261726,0.0049757614854877945,-0.012603608840071945,0.08086629993511801,,0.09246325890091374
IL15,-0.034021915352958954,-0.03908884897268358,,-0.01213531896775143,0.0015369743949939809,0.02375532032471423,-0.024486965994162217,0.022562366957634764,0.0023734402427389397,-0.045882305984513864,-0.022069430831386936,-0.047524037458433116,-0.011032116228653382,0.015916959051260803,0.04118273166967102,-0.05597784455334734
UTS2,,,,,,,0.020963212997669747,,,,,,,,,
BSG,0.07972990265544903,-0.0027857770670772952,-0.0032303889399121107,-0.0639481370490887,-0.03321561505240768,-0.011392956349169703,0.060631206390482875,0.06101987292927498,-0.0034175290657297575,0.14645515393103611,-0.022450873240906468,0.08473718836816824,-0.025893657056787898,0.009311648724752195,0.059823993273356274,-0.012279005555816213
ADAMTS3,-0.021421321593926776,0.0012233482083616593,,-0.03409672784928744,0.011981440809570455,-0.028816608492062565,0.019647159515727645,0.010812716395030746,-0.017797350704396933,-0.006223511248410601,0.0091488003214485,,-0.014638181812588339,-0.022146442181757358,0.08688338623254396,-0.05583369340219823
CD34,0.13510597158204155,-0.03621597516136322,0.09193790946471952,0.008065443440566257,-0.010455752969113491,0.0334711273837473,0.00414568428518056,0.018467877639078128,0.003916550354103272,0.017018627173578292,0.039695427972881205,0.13138301867350263,0.009489128062242315,0.011816911425607972,-0.055542547830600315,-0.06577650971772765
CCL23,,,,,,,-0.007397438243987988,,,,,,,,,
PLAT,-0.0305228267007015,-0.027282858641744748,0.03607136131448632,-0.06226346910151396,-0.027543954047060358,-0.04028783291512603,0.050238767206773983,0.007727176574229789,0.04304918308365063,0.0325458939247698,0.009303259044428436,0.027577528549424822,0.01724006214067132,0.020264658655334788,-0.06374112994451779,-0.081746323616669
NTF3,,,,,,,,,0.03901240262475633,,,,,0.000452717471927499,,
LTA,,,,-0.01685786756770536,,,,0.03136005394714698,,,-0.02206943355564778,,,,-0.019995329816324188,
CKLF,0.057155826563860805,-0.01139767917960195,-0.01714315875827026,-0.02603089350828541,0.00035283125098030133,0.0354602773009903,-0.035850810257418035,0.01123260616058417,0.020211077443646426,-0.0974107571377659,0.0117731250002038,0.07559920580517529,0.0033470089782234196,0.05690325282429126,-0.005012800092740005,-0.07638382407710913
CD24,-0.012060016721539609,0.0021821665291189628,-0.0710195589877994,-0.005059342549255492,0.007372426737612804,0.05083309993345181,0.022079975644480387,-0.009441062796758609,0.05543348849278413,0.005892411273719634,-0.011745936023467223,-0.08812951218199871,-0.05684796370996537,0.04597901178485784,0.04873675087984794,-0.006948831871387327
HSP90AA1,0.010903185577460096,0.0008998066732111148,-0.07988604282079202,0.04618279249723636,0.04732587916736354,0.016810731661454477,-0.0575160043049,-0.011320795723473607,-0.05902785134675032,0.1924307652112062,0.042727623643378815,-0.008922662575545677,0.035681245639999935,-0.07488528912386064,0.06025979702405399,0.05354638010367255
BMP4,-0.0141422787700339,-0.04301795173459554,0.01431453335848444,-0.015010685573968601,-0.024491183356284585,0.09431671086341928,-0.003734532472051913,-0.024871613257000318,0.016315319376304753,0.03924397832433359,0.19907669829728294,-0.07279285700988097,-0.008894522322707583,-0.009290129138183206,-0.059324932091025386,-0.004650135827464554
SCGB3A1,,-0.012362173333545244,-0.023971195370573052,,0.031806778370612465,-0.02283768904753159,,,-0.003948893503861931,-0.013060697456252733,-0.01539975887907845,-0.04464144824528108,,0.046030606579667385,-0.015176771153215566,0.0023501521731142437
IGFBP4,0.021944445224955,-0.05444814474917069,0.06835292159605945,0.014480756568700603,-0.020470974853046917,-0.039032225520257674,0.06062908902066881,0.025095813268636847,0.0266756337731857,-0.08357861406451166,-0.015380147745117635,0.11155299476272999,0.07793530116437766,-0.04669289542387429,-0.08444765681934914,-0.015740562281772348
RSPO4,-0.023633801110740302,,,-0.003927212063496899,-0.0036953718439515387,,,-0.02513414540556368,-0.026221559765913432,,-0.006973929828813425,0.054481708795982936,,-0.016742281471172987,0.006323413738537193,-0.01882527917662916
LEFTY2,-0.00840805647578926,-0.07424016456062642,0.017657417752377662,0.025915344530382887,-0.045969072104691,0.06769366806914381,0.07472049566660725,-0.005533258694445262,-0.0445809882124622,-0.023815524057937024,0.03570901636405848,,0.06738218709083266,-0.019815580430260986,-0.04600934793962006,-0.09081072234907989
PF4,,0.039403884138034674,,-0.011475743540563294,,,,,,,,,,,-0.019995325189256556,-0.026943377733690006
ANGPTL2,0.01300647381413487,-0.060511982481942395,0.04483029027841622,-0.04321652180573034,0.03405290212995022,-0.023000152521320635,-0.0048684710763938046,-0.022281890759949803,0.07317889494656027,-0.06557365530782612,-0.09312098094276032,0.06974738867882549,0.031654926198196015,0.02290980030537511,-0.019520010248618137,0.004932335806499647
LRIG2,-0.026942223629562397,0.005487446230787082,0.07959853794193565,0.014470898776097623,-0.07044558861895785,0.06687154296509834,0.09076567303289935,-0.0028291389506407898,-0.007996855607204463,0.042642863549785845,-0.06472812619353169,0.042320938946393535,-0.048989661217398575,0.013080092336844049,0.019285902567979272,-0.07657616373135065
ICOSLG,0.04406369137758301,-0.02993699004389419,-0.018629667986002976,0.03734845048016802,0.007106632178890028,0.04671826476312003,0.009265412143540817,-0.030650226489923844,0.031092995554926502,-0.0789597377322993,0.03507712120595421,0.058788634455648685,0.041468611130824694,0.08204941633968621,0.0022205627926505625,-0.0016263584751948985
WIF1,0.05251859003486786,-0.02307429339219748,-0.012146469408814177,,0.018517740390059816,0.05269376624115247,-0.02681144636981455,0.07856533663144451,-0.028840717395287086,0.17006115146910028,0.028638095056906048,,,0.0009959964928594185,,0.04090476493628126
NPPC,0.04568487060904111,0.046636441403400154,0.02236789440992942,-0.01780170822350804,0.0987357109489953,0.0765442391769946,0.02205729793581864,-0.0057460212446865345,0.007979289600530829,0.04181609011559217,-0.031757789827874396,0.03418014793366323,0.036413790330444104,-0.032525073919383904,,0.11418677362256341
LYZ,-0.027279156854210118,-0.01464264356829826,0.07896345164258466,0.030129186848032657,-0.021180600154770635,-0.02214778787925844,0.014646182314208516,0.00035932240482655506,-0.0432047006805449,-0.15573902911593743,0.07411661997714464,0.002289812478817959,-0.01213693448027823,0.009142032508737524,-0.044755621381435594,-0.04963716357696635
EREG,,,-0.013184409789191628,,-0.04167715789043798,,,,,-0.02449921444586104,,,,-0.014828317016186287,-0.01618565419484334,0.0354847843335764
SPTAN1,0.04166283532406704,-0.07187275759954503,0.030854050936561628,-0.011532882568099083,0.04875367341965399,0.054406675860285934,0.027277664136710764,-0.01977316301161375,0.0003424443791899328,0.18160358163262474,0.04249589230234921,-0.02006575058817749,0.05510270233191579,0.0702445878406762,-0.03766568710167044,0.09381964731662655
PTH2,,,,,,,,,,,,,,-0.046488804364143,,
LIPC,-0.049567961642581954,-0.01569966564857317,,0.03541948965751285,-0.0014811099629939873,0.05725736701766167,0.03725310215725495,-0.03374673757539512,,-0.04387764654583291,-0.015611605273347644,0.07580219908912819,0.03554773206731123,,-0.025281659224277647,0.06181650777147169
COL8A1,-0.05621092199143063,-0.023593529720577384,0.008540095357942519,-0.03140296273268894,-0.007230323425550665,-0.0002197403793122559,0.001052716692125427,0.06752770925873536,-0.0200944298878131,-0.09254835631950181,0.019885078539205216,-0.08954772162078636,-0.017358578229828666,-0.04916839731272445,-0.05035900622109533,-0.08518980765517646
GSTM2,-0.012777501761042203,-0.041375818084397456,0.021760937807779004,-0.023571283118037738,0.022490754077748594,-0.015128925710325083,0.028267962984113822,0.01679272947573891,-0.06161394363417685,-0.03896630240860361,-0.04373078865933002,0.06471436082256207,-0.0030672883925491135,0.07022513394261536,0.06155671591799912,0.013815374448662923
SPX,0.02235122462962045,0.04326282015427019,,0.011707473636335694,0.09206450506663587,-0.01438206204014758,0.007590081953237214,-0.04424727506590447,0.06187175364507588,0.0015689016623868582,0.03345776595595536,,-0.03848226973280939,-0.009017683335334798,0.05077642407512608,0.07105821097868395
MFGE8,0.06326901684881386,-0.010717543083093799,0.0060248618392747515,0.036552698291483755,0.02755189474167873,0.004403111921962053,-0.027178110280397957,0.07888092072492425,-0.008117754568580937,0.08978335598866048,0.0002523210303454394,0.032163908154403474,0.04558957699949949,-0.010764925166267408,-0.021868691290672374,-0.05001188507571163
TGFA,0.04804054128865084,0.009979828405161532,0.06470270774419827,0.008873938174921225,-0.03643268424161781,-0.02250076883022274,-0.018140669197951938,0.00924551680869036,-0.050581735640684786,-0.0769137708115952,-0.008951480291631687,-0.02806469027336351,0.02823692598154494,-0.05648529122579481,0.06301050407905986,-0.024587034201652758
SLIT2,0.037877339790707135,0.07137103154678212,-0.017817074792221957,-0.007640169354548231,-0.01188266258120208,0.0026492370383755953,-0.009090559733487715,-0.03130354609446403,0.00212754051642636,0.12315542129460313,0.016232713807676165,-0.0051605922813912665,-0.008926900584849223,0.033248329899864267,-0.005638154742734249,0.061589456711182995
PLTP,-0.04023548472379718,-0.006074541083482763,0.05773094419689585,-0.011082455418157174,-0.06262485281048212,-0.024082625170400912,0.012702899976376499,0.041583823705241746,-0.018398029741573018,-0.17247612221869132,0.027188134631392382,-0.05841256669646606,-0.044526470922377256,-0.1200982935802937,-0.0815837719709038,-0.09323925614482459
APOD,0.05718174592109527,-0.03066852092809175,0.024824687132221274,0.015552192862155116,0.0140937089544782,-0.06722624645547312,-0.044688959646429494,0.017946742520653026,-0.050721061313053865,-0.15355891291287774,0.019607772591176912,-0.06885744948145188,0.04145461484651573,-0.07833510024948731,-0.0363236870774217,-0.019747604190985046
B2M,0.009770534025696621,-0.06339248209018099,0.014009560218000677,0.0280630271033539,-0.08737383453070863,-0.03830664601697371,0.025957502748824284,-0.025399321047202342,0.03710386585764183,-0.22317119210927924,-0.02084324574783238,0.070296158236088,0.02840731164401525,-0.09377545380051856,-0.14024813439583025,-0.06135246568030037
OMG,0.0239482770122499,-0.004325318664013683,0.11329160183870947,0.043158323266053615,0.04580336167735719,-0.04762289727542022,-0.0429923089926158,-0.04089436729830269,-0.026105276524829094,-0.009336110306030689,0.019050954531697563,-0.07957044643536872,-0.0758215725842899,-0.020699430618769138,-0.017271362206551934,0.024455842685710764
CXCL3,0.005706236507337515,-0.009213481803146977,0.013047872013213963,0.01577989465531257,-0.010823556822366137,,0.030389732484298142,0.015513272548096714,0.04692700324471054,-0.001811501213839145,-0.01589398863410177,,0.000629155440977542,-0.027990207414076113,0.010853773691368678,0.002433626780285403
CXCL10,0.11309836278795664,-0.02230797926041846,,-0.025245445596791267,-0.010124732032521962,-0.0244544466770586,0.059323456430154006,-0.009519861113307505,0.008748026566132619,-0.05250423009546041,0.028063021714214823,-0.0289719060762473,-0.01234893136499496,-0.03994299777118427,-0.05859708453155001,-0.042655960578135366
RSPO3,,-0.016792441735207136,0.0681516641522955,0.1162912073548206,0.009728449833921304,0.08362296300870335,-0.022477114047216792,0.021742015332902064,-0.05463482526143592,0.007333256303299334,-0.01660891179601219,,,-0.0015136973622370048,-0.014249896887620593,0.07038130205920556
CORT,0.06218828222223895,-0.004872746782377601,0.05505503870570618,-0.0298864559726421,0.018150678825008412,-0.03145099179318606,0.006731771964241424,0.019101118806102248,-0.0037634105277640955,-0.01991233099978319,0.10617905266114491,,,0.015808064082788335,,
NCAN,0.04961787295444134,-0.00909727492094155,0.06210585928048053,-0.018068425794633636,0.09939673806747577,-0.04865933585970488,0.032431133250041114,0.03032690950055715,0.04361872859397702,0.14579372349396563,-0.047511202103459764,0.0989220995227005,-0.013515850113384596,-0.02089246336370137,0.033513705237278965,0.0440058372396086
PRG4,-0.036163077749848685,-0.0185912341938247,-0.025075185825523667,-0.01315301370625663,-0.020530075118568036,,0.010771947551167102,-0.03212044004069674,,,-0.019418563443939104,,,-0.017779114445456597,-0.032279856848244096,-0.03750151111323644
ZG16B,,-0.017142603271529205,,-0.015265681016281432,,,0.01601660747912779,-0.017171379877292392,,,,,,,0.02889498022249255,-0.022985464514584178
TGM2,0.03165102071575377,-0.0457382556999459,-0.011662122173526265,-0.037305119832076544,-0.02326312058735868,-0.010029396598474072,0.058830478708642685,-0.0046612951264148605,-0.049807182340821925,0.0015075201529661088,0.10050507704184769,0.13396598967786477,0.005120992774692466,-0.006485647117221111,-0.06438168473162537,0.022117836829426123
VEGFC,-0.025947730305444,-0.023605270394348975,-0.03334558657550264,0.04011148398218944,-0.0075626269914092995,0.018516044199478904,0.002216173430456389,-0.008525463567113655,0.07179152531430406,-0.02768400565103209,-0.019817418015824758,0.07193159416339721,-0.02923139112588595,-0.034939023051539245,-0.03738813114884164,0.017127627723397598
WNT6,0.04338444500458751,0.05059026637332047,0.040267128398960184,-0.018192311575469404,-0.0017266784490523777,-0.018350260574220106,0.03940702223064914,0.07231431378273989,,,-0.01729564172551291,,,-0.03879578981978666,0.016157601506775622,-0.02375088098053625
NRG4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0
PMCH,,0.012925746017421358,,-0.022180393284475432,,,,-0.01384381947106061,,,,,,-0.02222530473057149,-0.016301783372289515,-0.0457416323362785
COL9A1,-0.03820639443572914,0.00912800892903188,0.09279555799177899,0.017932798755558716,-0.03676699952012366,0.026807767231955094,-0.04278971118712553,-0.020005021330078233,0.016087345991290327,0.0457987658945597,0.024781487757484053,0.08753748875671048,0.04565929916775574,-0.013397538285677751,-0.020439072627530443,-0.028562750966715438
GDF11,-7.550306360931767e-05,-0.04713938789867569,0.03544534474250744,-0.014655339293363484,0.024215466948045276,0.010519804951207525,0.009729757223583548,0.04808180163891111,0.014927798504549755,0.02094906276251261,0.006647339102094027,-0.053520882991100756,-0.046091226670472926,0.003632566612792201,-0.02152076595485161,0.027801129544713067
RAET1E,,,,,,,,,,,,,,,-0.015632037389449523,
IL24,,,,,,,,,,,,,,,,0.053025309708939504
SORBS1,0.010262692136456282,-0.04340926721987737,0.0158700551558628,-0.023410027761868592,-0.03248021030459819,-0.0019166047671129915,0.03505675361422648,0.027893859150187297,-0.0031742745071431464,-0.09494972868879743,0.00277346500109956,0.031589820079348865,0.028274231888842722,-0.005347061965896387,-0.008035484965056827,0.08072625162251279
DLL1,0.05200904070808214,0.015140540352104966,0.09601945323960046,-0.021441915319106906,-0.012064076816609454,-0.027419402304913465,0.03604580479463358,-0.010639685270469709,0.009432766403829488,-0.031123757131799663,0.03694491115859517,0.09117312031698836,-0.0715086849568049,0.015995372825326756,-0.031194009846901214,0.001863256155423342
TLN1,-0.05313309428285289,-0.0030458270959492187,-0.03745645491199304,-0.020059990436870137,-0.014053183672677393,0.05158391183141757,0.013999363350007683,0.04651437044702353,0.012535502561329456,-0.14242706863993415,-0.0314167914877066,-0.03159867888492323,0.01588091246661875,-0.05228894709217028,-0.03736818147248903,-0.09135432763622749
COL2A1,0.02096891287335212,-0.005035831289042078,,,0.0015543966149497927,0.10858340600085489,-0.027221814231430164,,,,-0.016135661547421798,,,0.002018100690300902,-0.020738416303647193,0.046600797794609586
SHH,,,,0.028297388248692115,0.044930519294420136,0.12895066092400267,0.1256191301003903,-0.03693288672542668,0.06902629439684005,,0.006687488864638867,,-0.0036430747872838337,-0.014846836205980112,0.08041768896815112,-0.02459679605667271
PON2,0.06758889476524291,-0.009445472577577753,0.07790546563057832,-0.01803039648690718,0.037840135192642774,0.020834323688523525,0.044684726923002925,0.006910847257262049,0.011822458476603851,-0.12775979205859045,-0.06589185141717402,-0.06426867083762898,-0.08555393925155733,-0.018746100769273508,-0.027829463816880142,-0.0486994950169479
ICAM5,0.07250396575732916,-0.009433899399618669,-0.0013531166863254432,-0.021302767521751975,0.09825011013314436,0.02352066257127124,-0.02337883700941515,-0.0452318217775367,0.05404207812219252,0.06903356695033251,-0.007788586111087375,,,-0.01072945176987304,-0.0013901396942285966,-0.02038397270888425
HPX,-0.03997430951273579,0.05087023817648096,0.025265960127865392,-0.015622220929521069,-0.006464088678087886,0.14106434309018492,0.019154819200102334,-0.015951182506809228,0.0359342905330986,,-0.021947788127149957,0.05470665632691866,-0.03147043654322666,0.08082673463347056,-0.019549738131366262,-0.0018864135748155562
SFRP2,0.036357268347614234,-0.016435542391399004,,-0.015566531136619405,,-0.0172696948930888,-0.02172553810577451,-0.028084886675654685,-0.0019064773798338347,-0.08347409075204101,0.014455861948440441,,0.06340970546786129,0.02127859223143278,0.006981221085513728,-0.02574927241332019
CFC1,,,,,,0.06384078207768655,,0.056045802693191926,,0.10220381931464219,,,,,,0.0006814360164277383
