,UKF243,UKF251,UKF259,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916inf
GRN,0.040119431296413544,-0.08195326444501133,-0.0224388528258804,-0.028244359791630952,-0.0001686117700531192,0.09073948496465337,-0.05068322574681926,0.035633043839708264,-0.06549447093857498,0.0426904992940711,-0.029151332380030932,-0.08495633103749338,0.0058490955134644276
MIA,0.06011105511254091,0.0017666916047532394,-0.01381904222607243,-0.022064107831953415,-0.011272852888108323,,-0.0062282073714942255,-0.0719166397872706,-0.03935772547815296,0.08925622590264282,0.18970286900300967,-0.03864295813338062,
COL4A4,-0.01632370222369816,-0.007636026807460221,-0.02212189586612037,-0.011609947285471406,-0.0035157093610121704,,0.010425235636445039,0.057613565120152616,-0.03215818744787245,0.023331744099813142,0.03386876109057757,0.024684173213419158,
TAC1,-0.0430478194131223,0.007951211314360836,-0.01734374378365747,0.07736795043611636,-0.05001312749225618,-0.04187011145278201,-0.037596434223712664,,,,,,-0.020731851444117405
RARRES2,0.020730644384907557,0.07561408283122621,0.038351409474732055,-0.05056031531446917,-0.016630612367386267,-0.026109721670789867,0.04743300983335567,-0.001907066319809798,0.02996440264853993,-0.0011145942013402953,-0.001850517125832895,0.02648894826252755,-0.05246455612656239
FGF7,-0.005280417542281103,-0.03134572246983662,0.031053766267579858,-0.033276061367123556,0.038978223536605384,-0.0135494278551598,0.02086355483566221,0.058911055158792164,0.020572568993059193,0.024693074187101184,0.0386379977719494,-0.020777194619937718,-0.005319427321461364
EFNA2,,,,,,,,,,,-0.026339121849801545,,
HBEGF,-0.06713645580114343,0.049319295977715075,0.007765996213805746,-0.021371169293799005,0.02045145540604187,0.08555335965551308,0.042546123279056894,0.03983911482426851,0.08845309664127782,0.002136008386392559,0.03039532507230578,-0.025812287664688172,-0.04005852256513483
CSF3,0.0012094708168905836,,-0.024051411309436884,,,,,,,-0.04414478050646077,0.013868042699470397,,
PI3,0.01890002874499114,,-0.006814441534317751,,,,,,,-0.062129016868557305,-0.07853658555457094,-0.02491965377274258,
PCSK1N,-0.0033471136719597687,-0.054851291096382274,0.047921566777965316,0.055575668489560484,-0.0005832105991645188,-0.0891503793718666,-0.01620028373097888,0.03459233536833751,0.050771583752811905,0.0002792212856858791,-0.02211880762658288,-0.044807840349403945,0.08374804984633509
NTS,,,,-0.014173107760593976,-0.028658496929033855,0.06649591964712216,,,,-0.0372361159576115,0.047071487959541,,
SFRP1,-0.027300991872019183,0.02224458973281991,-0.017606813114430096,-0.043135228203275804,-0.013513118127617706,0.14666296307201718,0.015327504053594366,0.08281404936445853,0.026080131157670623,-0.005379998556149841,0.02810408598044263,0.026677207186076447,-0.006833844190567115
CXCL13,,-0.039262154746089066,,,,,,,,-0.03585241449338196,-0.04223775923257598,,
MICA,-0.0020243256038284915,0.004610399585329355,0.008186129766768356,-0.017292441369567566,0.023867947920053128,0.05719333379207205,0.004925324281032594,0.007959994547568867,-0.06195933713200812,0.047682183687540416,0.0015125362504357595,0.007050278145959592,0.11831651559987098
TG,-0.027399674210298968,-0.026366126281565195,-0.019000540872587266,-0.016359502575077383,0.019021150391152528,,0.03751920678100519,0.07485718894722096,-0.04141464204116246,-0.0010023102993454143,0.033857795107245625,,
ADA,0.0042460170627497745,0.013630909071624618,-0.008392152092043317,-0.009151032900097224,-0.015882507387033683,0.04987392043309301,0.00509371622643124,-0.0025629450522467886,0.02250585516592514,0.06867277525135106,0.03041424017114245,-0.0304394306979447,0.0025957822757810907
LAMC3,0.008734871586070244,-0.025621922128657288,-0.05599264295925878,0.005934625027069284,-0.026160638395060744,-0.045742222558405175,-0.06485900469477196,0.06887353309967739,-0.05386033647884624,0.09332755195190097,0.01944825537114817,-0.04809440632344078,0.03621674079187477
CCL7,,,-0.01373736069315961,,,,,,,-0.023922351091962796,,,
NGF,0.09819628373377774,,0.007144441926335886,-0.015611353353714564,,-0.00035995553719038746,,0.04753354492140515,-0.037798486233494244,0.034450799549782404,0.03717709837801908,,
TNFSF15,-0.024498129741668918,,-0.015297223017537985,-0.01895560549613831,,,,0.036454824018481644,-0.038173275290925436,-0.023321606066317453,,,
HMGB1,-0.009935094448987844,-0.025985940045666418,-0.028902280159380265,0.03824121882918883,-0.018166873569626908,0.023154491306181545,0.0449245392202384,0.04531668913902064,-0.0476904250816018,0.02608571849321081,-0.013350417650752363,0.0029950436167431077,-0.012342156042362915
ITGB3BP,-0.0243949294423027,-0.009963010299379092,0.06055562310007015,0.027936678663214455,0.0009210890740888856,0.08187601930407537,-0.011899108913256799,0.017141688611959856,0.0183681061108314,-0.05056460978507057,0.008308860817484057,-0.03601750214249189,0.022315094693666004
AANAT,0.08967099576968589,,-0.013918909930734653,,-0.011272853515133182,0.022042421857354867,0.130905464983896,,0.16391076060826518,0.1669442220864165,0.08107091253273994,0.08443600692907217,
RELN,-0.034143744954807216,0.02254503247130421,0.09831273605579026,0.0608902930277554,-0.006071380404925646,0.020192008699065823,-0.022126980154266385,0.02687002791892107,,,,0.036465730334418724,0.009506662098927397
IL15,0.00014735009653902038,-0.013391826466401198,0.001411655118019983,-0.013488040208227768,-0.024229056539004073,-0.0332090908043929,-0.018536722159518165,-0.029537376576371798,0.056593112004741875,-0.0384484062420585,0.005419648917304134,-0.033415487023723246,
UTS2,,,,,,,,,,-0.017871670103067845,,,
BSG,0.11676658472689652,-0.0075285250592620635,-0.007245699676912725,-0.09677587941145911,0.039709712037921015,-0.0707033476176752,0.021985442568676905,0.09819636923287164,0.07881826738249324,0.033762536081403983,0.019877918087587345,0.01303086806046262,0.04463907205629568
ADAMTS3,0.05198228483559605,-0.03229072796165709,0.015401154001276335,0.04490975007617437,0.05639453207599001,0.06843101528620224,0.0904074942416106,,0.059216887234605296,0.08290884379897227,0.06839856784022906,-0.017460457105370173,
CD34,-0.01306843086733336,-0.011655594734057542,0.008641142954583483,0.034477706504021766,-0.007657030211386523,0.013447182398584194,-0.010758076780909386,-0.00012621369829909072,-0.009195362239090595,0.07907567490460177,0.04762441014521159,-0.014495708070722504,0.14180847283492873
PLAT,-0.02273779647807081,0.0593116639930262,0.00262905763101932,-0.01856984079212764,-0.0029537094332670838,0.013311468578464982,0.009043790783615452,-0.008109827114275986,0.011088121539975309,0.07973660826520362,0.08263994720385935,-0.015118429741578766,-0.008302682350030125
NTF3,,,,,-0.018197074763614596,,,,,0.024172807622295466,0.07509919641855965,,
LTA,,-0.019389732142581304,-0.017606812290755707,,,,0.05683115763089027,,,,,,
CKLF,-0.002230113139763538,-0.023534904316031197,-0.0019882912860012462,-0.032098889684342664,-0.02398312129855448,0.03810962419944322,-0.024217759663715546,0.01052941637577167,-0.011217929851609498,0.017755908678307626,0.06635106142498934,-0.020636275538846012,0.027741407140307938
CD24,0.09463668444284928,-0.0025458312967657107,0.042964598092008276,0.010985366617907449,-0.0018456825086271506,0.024262989636370365,0.0057445971466877875,-0.047280967656451615,0.10249018693706104,0.039131519440188466,0.04097123986690312,0.04545596342000048,-0.03830886771511253
HSP90AA1,0.06459482331327092,0.04413322241075538,0.006992654434655031,-0.006882859166563203,-0.014172483904259878,-0.06791052330680157,-0.008473734571426316,-0.008547105675741351,-0.08393268472239557,-0.0817580358679242,-0.09395819883463107,0.013277085972491044,0.082362882401319
BMP4,-0.042857394155788126,-0.02055425269734477,-0.002842772020204135,-0.030803081814407485,-0.003011473880449487,0.021678052061742323,-0.015795203784374913,0.020194392004808985,-0.08769539505270404,0.08546265858601314,0.05605546599885926,-0.05643469883546528,
SCGB3A1,,,,-0.017217721879511743,-0.009508762196294469,-0.016262935300778856,-0.012934681181676429,-0.035646225895017786,,0.1085699826853201,-0.016057351765671923,,
IGFBP4,-0.033558844336836896,0.02814022454951357,-0.028282128589491643,0.013381181017841567,-0.009028026172469736,0.023385583056905114,-0.03331010360365471,-0.019256224195632974,-0.030139282256117648,0.013491522737474032,-0.09344345451130238,-0.01498239439165587,-0.033411684037068116
RSPO4,-0.024190750228100293,-0.020626747445189244,-0.02695031093159686,,-0.009508760805422895,,0.012960949839221995,-0.033539677609860444,,,,,
LEFTY2,-0.04051966311411696,0.0460961068246431,-0.032049068391474124,-0.019264132558565992,-0.010426472517846043,0.128885673094705,-0.022883379319324968,,0.053205704733347646,0.08856711744245215,-0.03028525785219459,-0.052821167697072256,
PF4,,0.05844389752604724,0.011742953045895461,,,,,,,,-0.006750920783100031,,
ANGPTL2,-0.0673337122482838,0.031302301641298706,0.015198117004641201,-0.033823214708761894,0.0259434576016947,0.09799450702838654,0.013424733527273651,-0.01974619725862463,0.02232354184461741,0.08707221917496802,0.025900980140314205,-0.009267070758330652,0.011402682306161926
LRIG2,0.0518254221418991,0.0839458410540583,-0.04240615923662695,-0.014943796190401013,0.01832398953431791,0.026438761027538303,0.007104681586779731,0.0313299626165409,0.021362563368819712,0.09546871854218124,0.009861614419944063,0.044426143618640695,0.015302307954996167
ICOSLG,0.044122933591341125,-0.06076515024479486,0.03411167265199728,-0.02629463281214236,0.06319179903231915,-0.004114436245351304,-0.00023397627971836308,0.07091503373346703,0.009345701712220442,0.0029275443132936595,0.09280139833311109,0.008850068196025943,-0.033806525292823866
WIF1,-0.0562957420343365,,,-0.038033706072181414,-0.017893519091927376,-0.031840884281379093,-0.039694940904015395,,,,,,0.039625137050869175
NPPC,-0.04936980425024722,,-0.018592584968845593,0.06496340454012245,-0.013214850523817203,-0.04584844762162009,-0.00377830749029723,0.04903199686637703,-0.03172135026067724,0.012095155629451649,0.09413535155682846,-0.03441806198306129,0.004860488355190345
LYZ,-0.030067781614235834,-0.013858551382737495,0.042744104395524146,-0.03858912899742525,-0.03491372826565837,0.13473998109135546,0.01009792589511491,-0.04961879244045459,0.06824042914622752,0.007975275185282679,0.04484500546633673,-0.04159537307280354,0.062443807275978924
EREG,,,,,,-0.042079366972562586,,,,0.006679263126883628,-0.03045521156297957,,
SPTAN1,-0.06781336421061153,-0.035578509998923986,-0.0330492650134753,0.010614623808700378,0.04411250350583821,-0.12594186975656801,-0.003430905421237986,0.0231045033610751,0.0010878583072198456,0.015254597299769645,0.009968462477729659,0.0005245444128104815,-0.008117045218114634
LIPC,0.0237424685319866,-0.014512921959898676,-0.021538973737074082,-0.002592284801422059,,0.017840038662644168,-0.017721223479142394,0.08141523822741191,-0.06517705099966022,,,0.008281401567381028,
COL8A1,0.0015589877871402813,0.02349542890066569,0.011274404897863877,-0.033501962513028186,0.05421176374537665,0.11518564021729008,0.04985269671530215,-0.11083782941453048,-0.022699125023638963,0.08755062216639777,0.054852384536607526,0.0179609520050378,
GSTM2,-0.01686068009800682,0.0489644383330092,-0.023120041829820834,-0.011405954195892095,-0.02810481273161938,-0.025824398673023774,-0.019197063578493573,0.026183446261818316,0.0013200262942339085,-0.02571457537713612,0.11578537717136957,-0.002399975941874489,
SPX,-0.006715589378818729,-0.005831774334740034,-0.010197311159420666,0.021312279156611474,-0.02559679453191913,0.026120769690080967,-0.05047471581767559,,-0.06412421417410379,0.13493500695977845,0.02496428587570471,-0.017117817729356947,0.05049136054241158
MFGE8,0.08064507176396207,-0.007173628743963969,-0.05516000126651273,-0.023701021589662367,-0.008072561981830114,-0.02436151534423711,0.030776834725497273,-0.007681113679740601,-0.08465172313009499,-0.012567056961870346,-0.046888552151642296,-0.06879858675905359,0.05752015182252667
TGFA,0.11231808682799625,0.024738569332822848,-0.026480858417238712,0.032471741922702704,0.00819824633943014,0.019997670083572606,0.05790110071593294,-0.05786445627230789,0.028009267704757337,0.04925491609541428,-0.012583271874265282,-0.006565689228578897,0.03717259458572039
SLIT2,-0.04902418943626311,-0.045989484115107296,-0.01794539776339903,-0.01835309811779497,0.018977866468863253,-0.06356581940568312,-0.033750493455155545,-0.06324789179070094,-0.0358740417933549,0.07919156748491638,0.03426608993749455,0.03294651245511476,-0.006697201769058624
PLTP,-0.051615055197549796,-0.03036656670251463,0.05404060291560598,-0.06929958413464686,0.014576515407999452,0.11507833079954528,-0.001313066552269751,0.09209266999469215,-0.009813148994506369,-0.0105514820501929,-0.05230820377409726,0.0224542068321303,0.057304997651747985
APOD,-0.04518302751946492,-0.02804872672779595,-0.048308206414187226,0.00557650048063027,0.024179038751028996,0.036333633856310193,0.02750526729527964,-0.05891740335270102,-0.016980245783027946,0.09867070356029509,0.0785550876230147,0.03276483381010255,0.041964040194003335
B2M,-0.12481279186439126,0.006365193665203288,-0.0072708960723018795,-0.04022545284016266,-0.015141166989165346,0.15996743214539919,-0.015440429696962344,-0.06521775557699812,-0.08891571409245973,0.05841355331555302,0.10154628515610487,-0.012390399238204864,0.08512195352793725
OMG,0.04733366508655739,-0.017819012564422008,0.006635844799627005,0.0005642863907316757,0.011653578298899766,0.03809603903424042,0.017372587096271666,0.021145967672956224,0.0020432480610156354,0.028058135586425906,0.11084886441130366,0.029924327422145507,0.025941512858709912
CXCL3,-0.060504257358574544,-0.008522923969629864,0.05238374763176318,,-0.010172364131437616,0.026682898193513202,-0.013349798350842601,,,-0.04935735324930837,-0.09109388177997987,0.0947500038961021,
CXCL10,-0.011342951127059865,-0.02057366391854776,-0.022508277430030924,0.0011900818596875943,-0.015452565648285045,-0.01379454719865141,0.042523927619526614,-0.07629148690090608,0.05849390573387752,-0.02470289644329151,-0.007385768270049271,0.011134568850066882,
RSPO3,,,-0.013918908902284796,-0.04477102796547664,-0.013308341446531315,-0.06399466987243418,-0.013950281984470812,,,0.02697540137733446,0.09319529655945252,,0.0383151257801092
CORT,-0.02712209313625632,-0.03149963085527038,-0.03121422197872145,0.021882965073137726,-0.033421414038834175,-0.014127703953732588,0.022379970358699118,,,-0.02727781099017184,-0.025262987428141724,,0.003530877145619695
NCAN,-0.03901636061568272,-0.03972941265062171,-0.0650716181696771,-0.05486657782475477,-0.031026435665551574,-0.08004508592883311,0.07751637406743778,-0.014269466529826342,-0.07307946598134607,0.08101143148566747,0.06129276858191632,-0.006583907617885763,0.001563626438140735
PRG4,0.07611791559817076,,-0.013737362833923352,,,,-0.016310185706527085,,,0.10834027807269754,-0.03727708389463086,,
ZG16B,,-0.021223981042799607,0.056256784438541055,,,,,,0.043136978640701935,,,,
TGM2,-0.027312724990999383,-0.04851813467188324,-0.04969366352004775,-0.012638466899057637,-0.003691175288603815,-0.03903131406366031,-0.05562387934928315,0.04580812428216962,0.010782783713116315,-0.025821412195224172,-0.03761583172206844,-0.023721536794554233,-0.019268702053604998
VEGFC,-0.026559208984789598,-0.027252408984376204,0.06083797919775899,0.08382522049841346,0.012359019292727313,0.05232625371349285,-0.016645194635284005,0.004422314845153536,-0.038173278695090074,0.0247957231429446,-0.05061781950035839,-0.017636396107656292,
WNT6,0.034696335518710805,0.04802751492837161,-0.0190005416614998,0.09083936772413652,,,-0.01452708534650751,,-0.0280071220841325,-0.03571176099368862,0.1057928579846766,,
NRG4,-0.025102625412074635,,-0.016718998996541768,0.027675884805667555,-0.023085321476318487,-0.010894427099180827,-0.019418561024330948,0.022128427595498726,,,,-0.027058764089590123,
PMCH,,,0.0024922958817646737,,,,,,,-0.0243154231779901,0.11222667226502543,,
COL9A1,-0.03910675817996056,0.026971867580968287,-0.017461774203598894,-0.04705644928198329,-0.020142535983385786,-0.041496030293382516,-0.02212698864136989,-0.033848397361659004,0.000787224700311319,0.021135321760549008,0.07283429330889071,0.02469758716434748,-0.006992561729329561
GDF11,0.05301852122403083,-0.00621673910882855,-0.04363140095568962,-0.015035628673561039,-0.02907456588541452,-0.014454357644779488,0.05559122276737665,0.06279079118001776,0.07385470476510919,0.0044032027475849845,-0.00725387906328098,-0.062197814302835816,-0.07277605895169136
IL24,,,,,,,,,,-0.018128993594451744,-0.023756702721850993,,
SORBS1,-0.06983147609574161,-0.059848108925319894,0.008123916423056429,-0.012518922125082235,0.019408522933072624,0.0019890954771364278,0.07371751068702831,0.043232696810942814,0.06522372650867142,0.02177898999891194,0.06445610070208387,0.007947183583992008,-0.04871033066236305
DLL1,-0.0482152945361587,-0.006786876009880219,-0.03180751613672895,-0.04629677130659262,-0.02987836809708004,0.05244415732815087,0.02338297021959352,0.05002254170060795,0.048429682310456204,0.06866880187110058,0.019987470378909532,0.01462715836516479,0.040933045597269596
TLN1,-0.010570397369276117,-0.01424326383513209,0.022869189946202018,0.016500449659070947,0.03733068829825506,0.09421863484884271,0.04336550196043843,-0.06681484638080298,-0.08543138809852745,0.007329531459110073,-0.04075006013065003,-0.03089619584808747,-0.03092568621034892
COL2A1,-0.025694190163443965,,,-0.01498803841295062,,,-0.013552786079974406,,,0.1296478926906829,0.04957658360713206,,
SHH,,,-0.014275375468006517,-0.016359504323968235,-0.010917754816969055,,-0.012934680051104774,,,0.05463935467168823,0.11451162639803313,-0.04522051776246971,
PON2,-0.03793606661464599,-0.0364395138791196,0.002575490459484887,0.044513669384299896,-0.03517398482193217,0.07531711669386268,0.04894590693027038,0.051475010740611525,0.024995974211703683,0.06744826852918467,0.1159668821556624,-0.06874423295854967,-0.17560054482235574
ICAM5,-0.05987251341592432,-0.0252654743057123,0.029990228492432585,0.03358085118454487,-0.006248140570740658,-0.04490054573963945,-0.025260731447540034,,,0.06224153293577122,0.043366054949005244,,0.04767176996918745
HPX,0.028601697698272612,,-0.026193464652475167,-0.013834574226794483,-0.009508761226899063,,-0.012593413832991214,-0.02313085279873262,0.015136938716973483,-0.04591268030416714,0.018936696077163705,-0.009261506815611093,
SFRP2,-0.03345234885295996,,0.10878855886098639,0.01453559184991379,-0.02864148384781656,0.03513780811771514,-0.025374532100780747,,-0.01242676105839637,-0.006121036794061279,0.015135578552013886,-0.05621520238222331,-0.16073592648238466
CFC1,,,,-0.007827746532331037,,-0.043224106714000454,,,,,,,
CD70,,,-0.027634153698992855,,,,,-0.016309564455014233,,-0.06320132850353241,-0.05854686743605789,,
HP,-0.060053230317714215,,0.01359641194217961,,0.05334106900993978,0.029940466821390618,-0.006047604596726972,-0.05060322856963877,0.01857940133476688,-0.006222804176496617,0.0017247488325654926,-0.034655309861480965,
CXCL2,-0.04398558373004561,-0.002348847664944306,-0.0377713494369878,-0.021381933374489463,-0.0132148494895822,-0.012847447458221554,0.07940302405925365,-0.043027364465060905,,-0.0045218327062576,0.009926847694955915,-0.009891071181321808,-0.046686684140954456
NPPB,,,0.012306463562322078,,,,-0.016645195845936746,,,0.08126146801336115,0.08563736977403577,,
CCK,0.002080785583643755,-0.05420826394542432,-0.007715469415525264,0.030165957805222056,-0.053845957623264044,-0.11067201290156181,-0.021009840236376046,,-0.03665438573604538,0.02736205202327719,0.08702250619657842,0.07384866711645524,-0.06273964669879098
SEMA6A,0.013571052608101153,-0.009619694385681742,-3.5334460962107925e-05,0.012466956659834296,-0.01929993894467986,0.02641980484700863,0.05441884104042229,0.048887390284429684,-0.006043920199514323,0.04047518855664595,-0.007688250816859668,-0.007586291451191126,-0.017651299948925014
IRAK4,-0.0024318305696941784,-0.07401521140775799,0.008426460912391435,-0.010684083455081036,0.011638243427213127,-0.00239788310565836,-0.05752231831156427,-0.015081034807501925,0.006631947279775129,-0.005433607571051255,-0.011971457769209643,-0.01591649216191739,0.002880068969298808
GSTP1,-0.015024926138688116,0.050222934722349934,0.08280311679915554,-0.06545120164834914,-0.05716936273766775,0.1431290813916121,0.015109424723389952,0.07011761612260617,-0.055119841411596766,0.07106129957383067,0.11146665653466069,0.014563270280970663,-0.06875660581076731
VCAM1,-0.014061838706346459,0.009795358763570506,-0.04252274750101366,-0.03814016320660407,0.03757812379429814,0.03694105829316147,0.07121176730246882,0.04726546799196431,0.050152945457673556,0.06319954606574033,0.00454619229938114,-0.035474616988205115,-0.00286266477092597
NXPH3,0.04441558341532958,0.01573158633413167,-0.05394465272135747,-0.03360849980458855,-0.01888055576040518,-0.045182090112495084,0.047735649212146826,-0.032667418257268356,0.03463348482001277,0.05273596529953758,0.06400499600974517,0.09135776564186729,0.028178857845357733
MTMR4,0.03724896780651498,-0.020984400332284877,0.04878702298202029,-0.030272407051743853,0.030710198410185893,-0.0097499903334807,-0.015492715125270241,0.008524715558484063,0.005376294876510095,-0.059370574938790034,0.05879146986400615,-0.038686172000988714,0.011070228455555858
LAMC2,-0.022923635395495565,,0.013910018781825857,-0.018955603633116262,,,,-0.02971759922326876,,-0.002567431461862751,-0.01793174250281196,0.011318181144786492,
IL10,-0.03636914694608388,0.018059594172718796,-0.0021005792315843064,,,0.03801987187673162,0.029265164470936935,0.04788841213164262,-0.021412372161203175,0.0807954433419998,0.024889265248340443,-0.025235416287189356,
SEMA4D,-0.026746225004364712,0.016770224373931348,-0.009926296735087449,0.05422673251787861,0.01916933488514308,0.05713509295552159,0.03726089970352032,0.01008348260476388,-0.037791148702154186,0.043353182434983775,0.036446697272566074,0.0592419006635295,-0.03286236961330105
TRH,0.0760069258879288,,0.019333364442200855,0.018706632447393925,,0.00943141233816506,0.09041425038640175,,,0.05957543610420066,0.03156549424694034,0.015920860492450836,
SEMA6D,-0.006667391149309806,0.04864994260304262,0.01859745154675349,-0.02747523668735645,-0.004222542917774774,0.039883738836013614,0.05152960840911976,-0.045807611500269255,0.011003522231291578,0.007064821971509724,0.060973520315846796,0.04039034731821464,-0.010177568895553017
CEL,,,,,,,,0.1290106920246567,-0.04071334121192444,0.004921276018985371,0.03626914857967321,-0.02793703889125872,
PDCD1LG2,0.02876037952634456,0.016106081560720277,-0.013316397114666681,-0.013311585307374536,-0.007798910960985758,-0.08360716195340778,-0.0254879063298142,0.06551880328771238,-0.05706066463922188,-0.035241931872628376,0.01187572916292402,-0.015845769861326367,
SPINT1,0.04863936144677169,0.012419016362791102,-0.0025673329912859616,-0.01721772714039179,-0.015539407822064165,0.09430075027585008,0.06937279306710151,-0.06379551922775738,0.008987885501059575,0.11447592748869245,0.07150214566912912,-0.018772560367689907,
CTHRC1,-0.04698413020124861,0.09835666638049542,-0.039077935546082285,-0.006248312709100178,0.012860128027810922,0.0026467235488373876,-0.013028053583874927,0.024448569491869458,0.05639889702053743,0.061753950339930565,0.01961887899962255,-0.0058582375305893586,0.009924376468573318
PODXL,-0.01839096231532053,-0.02424029201770536,-0.03619864751541112,-0.04196072711112659,0.0034606493192547746,-0.06521091657998358,0.02715065778458349,-0.11465837142197582,-0.044822109739288345,0.044667746566825386,0.014905284722087237,0.04682421402062534,0.010192342847945594
JAM3,0.06134107320848825,0.00177584787186829,-0.006127291573217573,-0.03274450013208744,-0.01236653110640342,0.08565061044330684,0.032756902203068365,0.0845415078903481,-0.015300788779468194,-0.006561394554685558,-0.004984243243233532,0.08079309116877638,-0.005618183281281699
TGFB2,0.00920736879201605,0.021368579870241818,-0.02036847562190382,-0.05972863768032478,0.004304158870463769,0.01561089368711042,0.03376506461706398,-0.02801192953474651,0.11964076336996118,0.039092399143074656,-0.008914837811543633,0.05379717032306857,-0.05685408288988868
COL18A1,0.0035655555738823425,0.012981299031278834,-0.06511604553524201,-0.03039829248560147,0.012820165414614228,0.008252457173151895,-0.007666483994724753,-0.08429862641028062,-0.060207169400844605,0.049896590369076184,-0.044314536830225904,-0.014148533668243717,0.011333805682290603
NODAL,,-0.0013563382797443554,-0.028114041740017862,0.037673681286216815,,,-0.02288337675956777,0.033317566898674975,-0.03709425417318454,0.03608526145111407,-0.02934512405281604,-0.0005640855001055093,
INHBB,0.016696225177793615,0.08355736568399019,0.0717631463002308,-0.025326995966522173,-0.016107866756856215,0.005195273377338534,0.0040535285630169575,0.009074803950725034,0.04414680786713991,-0.04267964711123205,0.012703529596694492,-0.05178124154689247,0.048484311962139454
LCN1,,,,,,,,,,-0.013669831095591922,-0.02771275799352293,,
ARF4,-0.03180594015791971,0.039057171894605475,-0.027869306406011655,-0.04364620843548517,-0.02756414348424348,0.032345293416734026,-0.03348834074304167,0.022095717224234736,-0.018207607825524583,0.08669163076042793,0.08722824150811115,0.02307708429300416,0.006167171831822621
