,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
GRN,-0.06365574464027605,0.07197822540434376,0.034622463926039806,0.0031653161039340576,0.06550407288672432,-0.07244259543996828,0.009631909736046369,0.008168675008575587,0.022528140581257284,-0.0013314221732026305,0.07921140027616652,-0.07564934936386823,0.03335208932919219,-0.09042415427818022,0.03833849105872536,0.023338771890298135,-0.008902464990533328,-0.019795493643646158,0.05587182318379503,-0.0001114976110683725
MIA,0.050477679955750115,0.0646973584573186,-0.01937124318105942,0.15236702028500718,-0.04763138451218186,0.057001652368106726,-0.03652908753691084,0.019787419667236263,0.049511226702051526,0.018405626491820357,0.0921447195018645,,0.11715894417798384,-0.06186712356435664,-0.0717567866719675,0.09336568719027682,0.12342046532021957,0.11302772310613637,0.01898306285267124,0.0002917478715415366
COL4A4,0.06861668067194412,-0.00885480917247398,-0.008191543005491143,-0.023073349225465514,0.030130989657918203,-0.025552195781544336,0.04906860298263193,0.03178308322800846,-0.01246060011013923,-0.0023959822385734553,-0.031162736635145568,,,,-0.0519472487631668,0.09844560144168057,0.048389523024662665,-0.004694971891985877,0.058082250412116995,0.05535126913367971
TAC1,0.02194583148972504,-0.03674011013416443,-0.009725275825289552,0.00383235340017343,0.0688209155396613,0.0558627958174018,0.02177916524328742,0.014933436321220602,-0.02603664457826241,-0.016703000911988203,-0.007036072809699791,0.08004700716956499,,,,,,,,0.0018976445649518594
RARRES2,-0.011895359062572969,0.0022732890440312083,-0.0649097627250866,-0.037290447761088814,-0.027525575825598347,-0.025976191356366553,-0.006012491712346057,0.07052272539924359,-0.038456987982267286,-0.022468029489668792,0.0009028462207681545,-0.034060065451761504,-0.0005508211749299556,-0.017200882696784436,-0.04379004174621542,0.06445500429955511,-0.031009644762095313,-0.058708297311880604,-0.009465127431903074,-0.03376314541451557
FGF7,0.03000574276244189,0.07525209486069308,,0.020522221569446455,0.05802849200380657,-0.025391014620401907,-0.02896524880382403,0.017642856813423216,-0.0237943937020232,-0.02827291160927789,-0.021844447248086787,0.036214113410850034,-0.012601181177299142,-0.08811066098825777,0.07374881744968131,-0.0066309252198733775,-0.055214256480350436,0.022458521203701415,-0.04297822526703889,0.046904079283234285
EFNA2,,,,,,,,,,,,,,,,,,0.0400703955122758,,
HBEGF,0.04617101098702141,0.034333613684186894,0.051721869713469724,-0.002751085787669171,-0.08004083726532041,0.03630110276763973,-0.013126163277885045,0.09814395078737272,0.0023906190007050195,0.023117803538455016,0.015541334241244523,-0.011930774583691956,0.009596041492847656,0.022994170292414896,0.012613146516490413,-0.02208480356504347,0.05115955627778214,-0.021945124702178354,-0.012947066729196202,-0.0010198823730146775
CSF3,,-0.029335223991445017,,,-0.03779122672840542,-0.017073225052341236,-0.050401689042209846,,-0.013183075079757444,,,,,,,,-0.023145711749012317,-0.11370228676997898,,0.0020590519077225105
PI3,,0.033884231502001934,-0.020748184587981264,,-0.08953270152433948,-0.029463231873292636,-0.046405852855166276,,-0.014844316537564317,,,,,-0.006039160752363044,,,-0.09170518715340224,-0.16765373183863003,0.021825847492817452,-0.02775984045758
PCSK1N,0.03107103403743663,0.010511521427887038,-0.02949305205415344,-0.004288211112573522,0.13198745097874576,0.027844990659994833,0.03985043616684266,-0.03304695417297109,-0.0051845719330456,-0.00043050907959138636,-0.018925685659243602,0.06868440910692675,-0.0809901015701103,-0.15054485070450135,-0.03200215857600197,-0.02261507814501769,0.004187795611528413,0.025090251884177194,-0.03314729798624496,0.017034027444673486
NTS,,,,,,,-0.05067612851087651,0.13817761645267299,-0.01620358508311545,0.06322563530770609,0.031768608907836796,-0.019935029410028633,,,,,-0.04510326565786821,-0.02387440505458606,,0.0760004172132655
SFRP1,0.027153151153361164,-0.04529398371927229,-0.01892265107792055,-0.03152595753104238,,-0.012498438403040067,-0.017258147220486218,0.023073094238013712,0.02330641302181742,0.0037423666153390414,-0.022236611086722348,-0.027260835549449462,0.033029375692546374,0.01364145448088407,0.022067072573433433,-0.059648326042934116,0.055281347662420745,0.0307877833064229,0.0342410930017347,-0.011520508319791982
CXCL13,,,,-0.026045727225068527,0.12607346924464377,,-0.01710304429210971,,,,,,,,,,0.027594984325140407,-0.07761808480701567,,-0.03821543581115129
MICA,0.009238167841278828,0.03298751123199172,0.07366916289635365,-0.020778923958777534,-0.05398134781796829,-0.009024400398453489,0.05895997102821883,0.035341939331803685,-0.06361619677339858,-0.012398867429438281,0.0016864616768781388,-0.00789558592925631,0.044505548977485675,0.10313821594577059,0.09677364826564723,0.05926715613188983,0.04425035215029129,0.054035020881901444,-0.026261071759272243,0.04230437685390317
TG,0.010285043764247003,0.14455340669613292,-0.020366239203319682,-0.01464668512598492,,-0.013487795217514227,0.025561181007094202,-0.021880453279373747,-0.015910792158230703,-0.028997917273899148,0.020636014404506357,,0.0014526770835427488,0.08764279578971736,0.010128276275745642,-0.04617609299440542,0.03024631668432809,0.007438699550322621,,-0.03202454117312951
ADA,0.0101869487091122,0.2211044951238363,0.0207658704634217,-0.03025810137119485,0.0025519976877986603,0.027787179563774956,0.0481588588202435,-0.014605844894455999,-0.011925014489670257,0.008367675877962798,-0.026135577037964177,-0.007851879444495233,0.08224002168857247,0.009614510124847075,-0.058551554684010215,-0.0019133174572720094,-0.004566355289725807,0.06601406982932075,-0.09323356241562707,0.009984177359663459
LAMC3,0.028438654619928092,-0.011587980056994473,0.07765226826990917,0.02627073255275747,0.0581514602646795,-0.058422626980573274,0.0061067396358838524,0.07727294178938167,-0.029930436077901423,-0.02522443749307001,0.0072717918546963585,-0.014239771444755854,0.037649700070044916,0.0026583311766354397,0.01792199961854764,0.004770943086535274,0.0740084950061606,0.07203145901053253,-0.012772414633837624,0.052659703589762935
CCL7,,,-0.012544742632953531,,,-0.009751654392417097,-0.02267547904574665,,,,,,,,,,-0.022723518134485945,,,
NGF,,-0.01690085643917142,0.011917188872671751,,,-0.022343530902500873,-0.024203713787394526,-0.002903376393650829,,,,-0.01993504253592283,,,-0.005065110417444195,0.02916623616094463,0.1263529886810414,-0.010721746114215962,,0.01770868170520832
TNFSF15,,0.17837916703745654,,,,-0.010858944113263156,0.07317194143084448,0.047329673077185816,,,,,-0.027891365057333688,,-0.017938355850462166,0.05940559650119684,0.028675439791367194,,,-0.02416320652383007
HMGB1,0.029387531489358996,0.059046433952511836,0.06709543102813116,0.06171028130606158,0.14204763389124928,-0.03831188971150426,0.03337842202073393,0.08991471110159178,-0.061796071715671204,-0.023019643504415894,0.04905430748292526,0.030391948166872837,0.03335067252653654,0.03702261323675763,-0.043578670998071556,-0.05352462479567755,-0.05612197499420691,-0.06656532396147939,0.008394821987610403,0.025258152499340585
ITGB3BP,0.051357004079850964,-0.07860044304502133,0.02990017372865976,0.008615124931162366,0.010335148883601021,0.06500980607876464,-0.0054185089818442845,0.05157604024328748,-0.05096438639815975,-0.015418615470048152,-0.013755728459920786,0.03361692335012533,0.04117589915358444,-0.08270415518544487,0.02404854296415308,-0.02913288499859487,0.06734809374924661,-0.02051837667130738,0.01667049295988842,-0.007022714525226909
AANAT,,-0.03029211280996078,-0.01820051301107473,,,-0.009880529615218825,-0.015127755881648728,,-0.011891490481271827,0.03951204953054287,0.043893172221112366,0.06721857806675768,,0.04109671103277197,,-0.02953773379040595,-0.048873107914246,-0.012975686082668225,-0.02251947454307555,
RELN,0.02656628996435208,-0.02914073156630193,-0.0021789891585909447,-0.01408530135007534,-0.04255869551514792,-0.01715038671640376,0.08855814639887326,0.03215595826712945,-0.022925200377959417,-0.015780668983619493,-0.011835330050749498,0.052630321252180895,,,0.020580554415412296,,,,-0.03125065865681493,-0.001603919953499652
IL15,0.07315391201755486,-0.029721027346893875,-0.029062639455863896,-0.018659652769284968,,0.02433780545012779,-0.014686893031220866,-0.018039939310627,-0.031017852907671,-0.025535815033025135,-0.039870302484436536,0.021898957682535688,-0.04736930539273637,0.037953774785664564,-0.047482771538947616,-0.03629575710640177,0.02062253785914281,0.031910562978086816,-0.038022850258117975,-0.001506980473029995
UTS2,,,,,,,,,0.0055493336575600915,,,,0.11343207491273535,-0.007521643892367153,,,0.05694356427420053,,,
BSG,0.021283433437647954,-0.04993251885498332,0.007054795865817793,0.01865749905855116,0.043275203206564056,-0.0068814790899003634,0.014585031186206857,0.04432793082728385,-0.024928433340227128,-0.012982987386852784,0.06243555338992063,0.012235015411848238,0.004059109331633888,-0.06461496254443948,0.06334226103852941,-0.028872597951358506,0.03836364621221918,0.02071024848590806,0.020419095063116826,-0.03172080014865516
ADAMTS3,0.023825561411897296,0.08155584776081523,0.036515821697333084,-0.025735287674543562,,-0.04845549078602395,0.08142197714832662,0.08721284733646936,-0.019649268797819305,0.04290433379531291,0.06984347247065548,-0.030095042181794675,0.039236521043285504,0.0968829189856582,,0.0038952021897728107,-0.001981571331282098,0.041088290205207934,0.0010043911040377178,0.01957457261452278
CD34,0.04028123557792136,0.0661180455437886,0.020230625938334554,-0.03669345518281247,0.03579466038467542,-0.029399350031021242,0.03253916850057545,0.10773217055456591,0.00692345328053501,-0.0393039611727084,-0.0007124201246008782,-0.005480586165506278,0.008476168768985859,0.08285666077398106,0.03797336608842507,-0.04220458195260076,0.02201252028104946,0.08989080034376065,0.05615823257383811,0.06441139517544768
CCL23,,,,,,,,,-0.013530628517816938,,,,0.08608670519876144,,,,,,,
PLAT,0.05693351581698939,-0.0030245624799996942,0.048154373073938536,-0.0017826030004684437,0.12768120375934397,-0.020089533193960535,0.03952460964462561,0.055722350573749004,0.0116804182338879,0.007990856367965335,0.07245468729635297,0.013028194415497369,0.015156384019176777,0.11440554745520663,0.03413137212162893,0.10069583689564872,0.11289190348142225,0.08929653910032498,0.06135577072990805,0.020176291815194633
NTF3,,,,,,,,,,,-0.029944330436031195,,,,,,0.03834618731410309,0.13532513040746993,,0.0592377679934247
LTA,,,,-0.010771218279726687,,-0.012498437818343476,,,,-0.025115828351695804,,,,,,,,,,
CKLF,-0.01915928931417796,0.0430972774194109,0.03138050294807105,-0.02118980474991625,0.085772926180798,0.03500953256592304,0.034817439009874905,0.04797170975490783,-0.03714131966374749,-0.039057663311859094,0.050098590548842116,0.009046681967345978,0.08659987768491836,0.046426947764915814,0.06620482425288654,0.1157238832744052,0.04801832703928856,0.1303266232084637,-0.04885710664692103,0.02964170961956379
CD24,0.04192769056515919,0.03513339527442729,0.07152548911139377,0.016199611336024523,0.12344859573715317,-0.011595701924190424,0.0713680879705753,0.011906064891199237,0.0522870758688569,0.05065190859180745,0.052995147643916475,-0.013236912517460328,-0.057604188174709955,0.10924842430392062,-0.0351526436716961,0.03901061032348407,-0.014923276929433448,0.08625918085273397,-0.01759609663222471,0.032899357792187514
HSP90AA1,-0.038466049315914644,-0.02579138505832802,-0.04214510110244713,0.061407143566150714,-0.10828191470790949,0.030562860576858385,-0.026984430183058926,-0.052731229758404476,-0.025392910944398103,0.04343056189552564,-0.04636759919212234,0.06116369625261019,-0.158346434777032,-0.1500944642753076,-0.02544875603316444,-0.04769185126139354,-0.1512972537548467,-0.22263875392913568,-0.004966722549892609,-0.005720855891117564
BMP4,-0.03436556519261072,0.0630642154834404,0.0009891381565705075,-0.011418122785387168,0.05894761736325826,-0.029160355805663497,-0.02935785400247563,0.02751244053998754,-0.0022249932104659344,0.043015835701123196,0.017726411032341217,0.05936128329560999,0.08329279093223327,0.03772011381107221,-0.02979532333536966,0.05933767385025682,0.04618062317121353,-0.013284264375140444,-0.003893610199336367,0.06026660671723406
SCGB3A1,,,-0.012544741378496026,,-0.02749655888732172,,-0.018015289739595448,0.08816685376418594,,,0.021794333345072518,-0.03299093916350596,0.05110172421998049,0.07163500418559493,0.12129619499239218,,0.02713595397084382,0.04651389750160266,,0.13493045042789356
IGFBP4,0.11461154093146173,0.09114159796387836,0.043053865592014295,0.033888758530259425,0.04464719151263875,-0.0173957841195868,0.002551253874088453,0.0695486238273799,0.004049794735960215,-0.009644036421949798,0.03262823208424392,-0.03570124999384776,-0.005547603905463379,0.051509185568267064,0.06261979648693934,-0.04469562428712203,0.006068000712495034,-0.03341590400778377,-0.011322570053464178,-0.011277456367976406
RSPO4,,-0.02064612888005062,,-0.01741290453505225,,-0.019131048812307656,0.08618645297754277,,,0.048610327182267675,-0.015647211394882843,,,,0.07376622973649857,,,,,-0.022954988766274026
LEFTY2,-0.019028558736574462,-0.0021645605454580206,0.024968411072587193,-0.010903505228323309,0.09039414994782681,-0.027926672321215443,0.012750135784719532,0.05280863370418834,0.037834384562202596,-0.03534120973596202,-0.017157358664089104,-0.01993504253592283,-0.05037028058502841,0.134215158518051,,0.0618571268500765,0.02737603421791701,0.009530309007232262,0.02318006745448491,0.004070397676307767
PF4,,,-0.013013155454645703,-0.009797886987092351,,-0.008508126338336764,,,,,,,,,,,,-0.03296969870647549,,
ANGPTL2,0.03350534249271114,0.08267122535701182,-0.010976828464767097,0.01741911553756601,0.12121394610729536,-0.029639684045719508,0.016024832133321065,0.11266943348502967,-0.04216303062786859,-0.011326312749932066,0.06831002231682397,-0.05780861151893618,-0.03266115299945617,0.08716426230912613,0.12272512565512357,-7.817634332085488e-05,0.09591448994531637,0.09522989033664891,0.020537680205503398,0.023267517456745046
LRIG2,0.01844049158704054,0.03936773149107232,-0.04092305608894504,-0.02983878233684582,0.04975983029546705,-0.04463950011689792,0.00805839882528325,0.03397362427187843,-0.04377546868348125,0.058445916294057376,-0.01474810733222461,-0.050566487964711,-0.038388292106597534,0.019408987982650457,-0.054538870456404674,0.021110659943858887,0.05877249740077744,0.08893205708704913,-0.03406552477071324,-0.010958321797695982
ICOSLG,0.017278522840485807,0.034697817780022205,0.042558583648295505,0.03825781412258009,0.0365285716280876,0.0013939151024590457,-0.02522509985241257,0.009802649841325069,0.006168024368064078,-0.003043449223361525,-0.029695485237470433,-0.0354594919106242,-0.013955328147656628,0.06090186861525414,-0.03170071936066464,0.004961544175381398,0.052409015984750125,0.109525833692308,0.019835932869737512,-0.0053873856687265105
WIF1,,-0.02169397852291476,-0.02341506103228574,,-0.06550524049976464,,0.06704601936056993,-0.02411279032812755,0.04547437054927182,-0.022541620002474307,0.02869986914280637,-0.04566552808449379,,,,,,,,0.01722997690166826
NPPC,0.008753704019570888,-0.01239091958660097,-0.03891714788559766,,-0.028665433129467264,-0.013198202109384233,-0.013828005525224023,-0.026494480211257856,-0.032017367556105555,0.016990726799130437,-0.02174579463393599,-0.02716081745848871,0.07406031751793805,-0.07279419503121315,0.010131675996872258,-0.035368361220876665,-0.003281927521314498,0.06895449963239517,0.0016308376506364369,0.01361151612028832
LYZ,0.07298076016802854,-0.05411550095573307,0.012896302229286668,0.00022567881061513864,-0.01698794723658479,-0.01349686241934054,-0.10115168988987257,0.02407333061284044,0.04602241418910847,0.014987411448277912,0.012277706310391094,-0.01794306316864555,-0.03223960874306336,-0.05438904207113865,-0.04134331495066898,0.0892167670967628,0.07346703614379753,0.08632444888425386,-0.07713567982356691,0.03421659502767705
EREG,,,,,-0.029353014964279795,,-0.016329286996794794,,,,,-0.020507332985274695,,,,,0.009811078660148898,0.02763929197344363,,0.026754483036774995
SPTAN1,-0.05964674578618584,0.05764573194007542,-0.002267124224768467,0.023267385982509943,0.0702731638812913,0.05150294460823061,0.03496115275274891,0.001680149181375703,-0.0017104085905359828,0.00541408360680761,-0.009208240332438585,0.06474681259818378,-0.022559708421338108,0.0194815212205772,-0.032799212288494035,0.03999785294495397,-0.018687900463139468,0.10923024419972222,-0.0025438434515980385,0.03851655737535743
PTH2,,,,,,,,,,,,,,,,,,,,0.025399432390116695
LIPC,0.0014304946462064734,0.04435412289966062,-0.01593152271662311,-0.014746343559464518,,-0.015289736692717304,0.09220168329257322,-0.027975320189002974,-0.03110202677987989,-0.03377128422022215,,-0.03672825960660956,-0.016896693583559802,-0.057561391055141686,0.1543857760881674,0.007957088792795218,,,0.02428686954831265,
COL8A1,0.015353574334407509,0.027665537137449472,0.03326526821723482,-0.0033337953762569484,0.02461041765663286,-0.016979543902079015,0.005987204969966101,-0.022238205981629854,0.010404493901571972,0.010688197273130272,0.005079045535702404,0.06102921997810783,-0.0019154220747643696,0.03472618163082018,-0.0223776391882172,0.0979135063114028,0.039145649514873614,0.06655113221015466,0.04630035785949734,0.008133723887667256
GSTM2,0.03776882358973708,-0.006505301794151292,0.00013508511196421542,-0.021469700991017786,-0.06288397008440458,0.01744904957882834,-0.031549090898270224,0.08175991804382447,0.013424799945027393,0.011753580731128064,-0.012747504995102934,-0.032617165765212806,0.04029536118856158,-0.01488638853480242,-0.12377496892212812,0.04814451864663088,0.003943574397342994,0.05426492200608368,0.03854831525631022,0.02562951000396592
IL4,,,,,,,,,,,,,,-0.051560503646572484,,,,,,
SPX,0.011104969926056769,-0.012568398200979205,-0.025766720992091454,-0.041672458257186316,,-0.02505395247638266,-0.020454118627535232,-0.019913355975381363,-0.013290377457245527,0.022068072113370068,-0.016838435297467952,0.025020811078412888,-0.021190533286931566,,,-0.0063074628854259815,0.051953235613364235,-0.0019165845200646821,-0.02183251311141192,-0.044278511447137105
MFGE8,0.05472553858555422,0.0186214907018539,0.01904471870625715,0.030045122859908045,-0.010121160226065623,0.02454267106629639,0.009851428673981154,0.046180462471851404,0.013764611000894336,0.013572425878118962,0.02309089477973081,0.047543535655740404,0.04768472232851436,0.028109490979324275,-0.0007741044858901674,-0.0045338935361257824,-0.010496147780297714,0.05063569832024949,0.025776119983260036,0.0014873368830777682
TGFA,0.0462467659239589,-0.05219640386511653,0.053370151924598874,-0.01419933687842319,-0.007904605543127345,-0.03067269592533306,0.029376715227618058,0.06726231277238891,0.021090697627728774,0.020602249325347828,-0.012330048995507867,-0.05795390407475092,0.07597307452867262,0.01444297602511033,0.04156128776685324,0.025098014832159836,0.054939382125615256,0.07182924541940526,0.00828580606950445,0.03437753708591755
SLIT2,0.007452566048656352,-0.04184077483324044,0.029007142424002732,0.10964115507718054,0.007006314712685061,0.004335132146631404,-0.024351465681583754,-0.0024681894676890333,0.014090456073222636,-0.04660339389905142,-0.020220367631457924,0.016262684711700948,0.02234821881824375,-0.06234553265068923,-0.054201665675317735,-0.039998488657434404,-0.0014413983497350439,0.022964669103377796,-0.05238661439972062,0.06750169438977272
PLTP,0.030728174781388055,0.07413184838686138,-0.026251829360134454,-0.000863547055442333,0.06241922123394612,0.03132437887904034,-0.022498882709051964,0.025729589569733553,0.013858643840766694,0.0217846022120793,0.023729343023661482,-0.05993795890928747,-0.04986644664630422,-0.07633868253147838,0.01901843767871188,0.017678377456818332,0.010473437420892908,-0.04028165860480536,0.03283410489383562,-0.0018657283316484636
APOD,0.0009448001304245673,0.030956417182811276,-0.03335878258519365,-0.011468720414625207,0.14012225495102942,0.02633428154773662,0.06413875565770696,0.020931151598593694,-0.019224992910483605,0.003006308276984277,0.011435468237064933,-0.02234313208819922,-0.13991322334323103,-0.007922009212664022,0.005288272501845849,-0.08131706165442033,0.1705006359484216,0.18366137777927669,0.02218307799036634,0.025540847832764432
B2M,-0.0024717405769712542,0.03448604986485574,0.0417695815390773,-0.02358832043958936,0.06815745066034011,-0.0845203787712684,-0.06574565567235091,0.05024803749599951,-0.00900711028361476,0.007099337500928457,0.027375679525160238,-0.033700670803672464,-0.045582024574074675,0.011681255261706559,0.13316632151380012,0.016216129052376228,0.06579456751987255,0.08703915112183251,0.045833269433649806,-0.018451105232286907
OMG,0.06920255904670049,-0.01385474087942644,-0.014298724570185113,-0.02528819351495186,0.0764429347272311,0.01598786194795724,0.04231766361403634,-0.002045762926837632,0.022746886011638233,0.003421821703242275,-0.002541162207951835,-0.07506272248772883,-0.08448189550976334,0.07856318157296696,0.030606133600234762,-0.0346148461537976,0.09965549865760541,0.19426677232006329,-0.025241571898105546,0.0701296262891565
CXCL3,-0.026890956987137747,0.011706224716902788,0.01059778620753476,0.013320236247527975,-0.015270907199980102,-0.013369072435399788,-0.030895932903232854,,-0.01561295855795533,-0.03583857179578976,-0.016739208736805452,0.008822963185351569,-0.060920396881165594,-0.026245187138773548,,,-0.013167613868663886,-0.06007582041915809,-0.03653157056366237,0.019164102843372176
CXCL10,-0.034418622585034496,0.04343845873559425,0.012245766403685653,0.0015412451365105807,,-0.049933097216291064,0.08499009799077241,-0.024658553329313725,0.00869011855395226,-0.040270260533765215,-0.0023560176545831847,0.01877000352282664,-0.046848925913943615,0.0619860965453277,0.05473153198632972,0.10184262911810701,-0.02666616673090322,0.044729777488949726,-0.027907401820582656,0.005188752260641673
RSPO3,,,-0.017040437227167086,,0.04730333984394673,-0.009880528885159551,-0.0201306203572246,0.01726105449143994,-0.019526457909110454,-0.04411915838456486,0.018365046367362664,0.10716885919538686,,,,,0.001068057549214594,0.11646146695423414,,0.026855872733548673
CORT,-0.033392346586077426,0.1524240592528781,0.06425913774907126,-0.017498405711744016,0.09377891555956783,0.10416738583686806,-0.008678282714436329,0.05411258742540049,0.002596416638649208,0.009481333860467445,0.034984297581017766,-0.026422574097077687,,,,,0.035444790383198276,-0.008890018157089303,,0.03629919225951692
NCAN,-0.058166713301319756,0.07009123254563679,0.022097992421718966,0.00653816316754186,0.09670778372748644,0.05052932980525822,0.046566978500549576,0.02044186065024294,0.02971636601493878,-0.06614028378969561,0.01093694948073852,0.09839092724007831,-0.08935019944386347,0.0402602936828151,0.1059378053052251,0.031538084824715054,0.10882241240452403,0.15414536603687212,0.02617686433493733,-0.030620616499422024
PRG4,,0.025806014632704415,0.01853414277735051,,0.03409823552300209,-0.009751655912067676,-0.014413451903133518,,-0.016915217631760668,-0.02130674749521738,,,,,,,-0.005521683790975016,0.010308325396494445,,-0.03431315022267614
