,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
BMP4,-0.015086903780301536,0.13492771059187308,-0.058774452957567884,0.0634735962415537
SCGB3A1,-0.03624120708198292,-0.05415372247874229,0.028077926808884972,0.07737702748596176
IGFBP4,-0.045669100032862585,0.0037517754179403006,-0.03311807419923578,0.049662316417591126
LEFTY2,-0.020904339024857964,0.07391480590690974,-0.016689438378697134,-0.016829266724818374
PF4,,,,-0.013415302945233356
ANGPTL2,0.028330201945519502,0.022072747877740776,0.022386873198712135,0.024278232439745997
LRIG2,-0.07262880841968619,0.06422056785007241,0.07768103134265332,0.03085932574083933
ICOSLG,-0.014496654290774498,0.029714202695778832,0.06693816918713764,0.04469167244604996
NPPC,-0.025946730803902664,0.0996634866053611,-0.029349405641776117,0.03973305394231645
LYZ,0.008527518391106364,-0.09256253786576416,-0.01754917024992491,0.03403750963579753
EREG,,,0.027398668080771772,0.033836841703987694
SPTAN1,0.016769983475670113,0.01193567827721069,0.013444880498610881,-0.021108639689074355
LIPC,-0.027513852003250315,-0.06354674128041844,,
COL8A1,0.023270630609680928,0.017987711076065154,-0.0009941273289456435,0.050888306334727386
GSTM2,0.12935971465829202,0.0022253745264682132,0.03731453735145938,-0.0011143301207617324
IL4,,0.04719490571153658,,
SPX,-0.034397368972791054,,-0.0198225032787646,-0.016656813331575065
MFGE8,-0.08401310578301821,0.15244696022154688,-0.0618719919874878,-0.0267600729536332
TGFA,-0.039368117512453525,0.01891651896829498,0.053095961460563015,0.03692635558661888
SLIT2,0.06022997683023335,-0.02659228928151682,0.08788119318573578,0.045534978434491384
PLTP,0.08918336588097148,0.11883354968321726,-0.020258997625754033,0.06303808643895971
APOD,-0.03791812186124586,0.0028750772706329303,0.05904793940804784,0.014028005796751753
B2M,0.03137950259516741,-0.0315975446082699,0.11798366503496274,0.12848756484921814
OMG,-0.06448338493820288,0.01598678544943393,-0.04359459732633553,0.01363083166110746
CXCL3,0.19372597517854148,0.009284527159100416,0.07460951034872781,0.039580474656627215
CXCL10,-0.043258087380276415,-0.065000771009954,0.0005826033257828843,0.027067380805324236
RSPO3,,,-0.025492058804349613,0.04135752028628612
CORT,,,-0.0036028941709016623,0.10119566665750716
NCAN,-0.07366959192859172,0.047656812372163654,0.0019437550402834913,0.031245242753553372
PRG4,,,0.018778213358009044,0.05834942519981849
TGM2,0.016297094688494756,0.02049812729699242,-0.02317996808370533,0.04730636857420018
VEGFC,-0.04425952931938963,-0.06885828195163524,0.008592596168283588,-0.02812790267653325
WNT6,,0.06480932410452027,0.0011925049061988111,0.06973190822507781
PMCH,,,-0.01998342547744059,0.0626370567608367
COL9A1,0.011786012610168334,0.0245546714493384,-0.016774033199803935,0.035556694128201734
GDF11,0.08972929266273807,-0.02242684349702603,0.019437964127566192,0.0016516442176643658
IL24,,,-0.014899160496768702,-0.01320140276036241
SORBS1,-0.025537226389885915,0.06035388645630915,-0.025740396488731172,0.01288392585633624
DLL1,0.009650341251666193,0.060153667796164746,-0.013293825934506445,0.007616075141630674
TLN1,-0.02032427003356838,0.003581264057072255,0.03551577993744118,0.00405216559288032
COL2A1,,,-0.006516125711523795,0.07150595114622402
SHH,0.017166229401702676,0.0062157576976019134,0.05099707384208863,0.07702458327408676
PON2,-0.05282919347276118,0.1027776955431296,0.0547757865947386,0.08685291010013342
ICAM5,,,-0.04164725186410571,0.020470009064831318
HPX,0.11417831185829942,0.10622045606197682,0.05265568628758048,0.04297555250305906
SFRP2,0.018613666646862585,0.10201764434977244,0.08599742689544754,0.04017866412276106
CD70,,,0.06195314071191622,0.05464355129810791
HP,0.02384801076419082,-0.000727815905710609,0.0705650462348221,0.035495169082512074
CXCL2,0.04656019341517614,-0.08600654284993499,0.07746649631739735,0.04165777866013431
NPPB,,,0.07948266502315234,0.10784609998273618
CCK,-0.027513874210695444,,0.01709048044268442,0.05318579404843204
SEMA6A,0.0053730105386093074,0.03360846389288136,-0.03634784074213487,-0.0016635638988010202
IRAK4,0.07405990812864095,-0.04050141345631447,0.013428885136897401,0.021137220490799358
GSTP1,0.03615809727246847,-0.0802475806538217,0.05563468470816978,0.08646878884599439
VCAM1,0.013253768327508856,-0.036433942524754515,0.07853083043963312,0.014045839225988233
NXPH3,-0.014938252216397703,0.02782689951196112,0.06065558031691412,-0.015201831523739927
MTMR4,0.026055822280029225,0.011464020567852045,0.011614789296331892,0.050910603480683436
LAMC2,,,-0.018317158691752874,0.07681945739657092
IL10,0.009409953968544223,-0.03269583320318906,0.003591733258477483,0.03262516995903961
SEMA4D,-0.0814154226484671,-0.09263521729696246,-0.05472714772347768,-0.03987061218860345
TRH,0.01052037167031413,-0.08498031687731854,0.06895084548145972,0.05267062669031653
SEMA6D,0.004939818801985012,0.07624761262806465,0.024595698132178184,0.024137282491208986
CEL,,0.0775045757920675,0.05496713146368136,-0.021553040555284845
PDCD1LG2,-0.011696145629367584,0.12199044312239203,0.09159042609503949,0.08754094565114769
SPINT1,-4.3786316165024226e-05,0.07310266617514145,0.010607038924250365,0.08019167312769683
CTHRC1,-0.0366339751640997,-0.07442230808094545,0.046486647057314624,0.06537975203859811
PODXL,-0.0351993032698243,0.06146489983518142,0.05204648874797652,0.051080827247408846
JAM3,-0.03445114811372314,-0.03037521092274522,0.0523754648373553,0.045963197097795526
TGFB2,-0.07778583095446918,0.0034560799093272523,-0.03545934277245982,0.009071638421213914
COL18A1,-0.037520572586258905,0.02859545075315128,-0.011538672177399168,0.040299952746489745
NODAL,-0.07841268248982255,0.030362572156201955,-0.02227275852315611,0.16035498815871913
INHBB,0.044439089588636724,0.01623000449326349,0.05822801672421111,0.03449684856056916
LCN1,-0.035329338948231516,,-0.0047860673651159555,-0.015399749879281405
ARF4,0.026953878293743426,0.056181576896103785,-0.012102978889129326,0.04438066125756567
CXCL14,0.048780478398578374,0.05558389368969083,-0.03904635553487433,-0.04297247651070355
LIF,0.025805344283508468,-0.07687536543389774,0.03516234678588428,-0.0629914974097707
IL17B,0.029758753269137538,0.01758623794702165,-0.020615902592559434,-0.007939195193200034
MMP1,0.03531830098844774,0.022776978300092943,-0.03257152110542029,-0.02538265088877453
MATN1,,,-0.02980971709217031,0.12344053146470198
ADAM28,0.006863113842304169,0.04031895126970627,0.0040068011359791125,0.0424512011320406
TCN2,-0.06630709618902594,-0.00037237829198376353,-0.008439048501229512,0.03166662463919085
THPO,,-0.03150463983324217,,
CUBN,-2.7217176834188928e-05,0.02130283992173199,0.08608736448154342,0.04134996248211906
TIMP3,-0.07790983066366199,0.0679114237076967,-0.040825081977201194,0.016442250058722498
PIGF,0.054265420845918094,-0.10292516985546202,0.016120182321569473,0.04315963423805834
CRH,,,-0.004228791077965858,0.020791713003318713
BDNF,-0.03246611412790313,0.06642376238451585,-0.04731474937994183,-0.019205702403579775
CCL5,0.00483412202961925,0.08822043596499424,-0.03849828877092899,0.07399525389839222
GAD1,-0.054466410896511844,0.14991840016603117,0.041655691066271726,0.035895060134991004
COL14A1,-0.03303326724145586,-0.025343425065631153,-0.008736223423444916,-0.018864563574517403
HLA-A,0.019116188701771605,-0.05786906005541776,0.04743626304694531,-0.03592281636938549
FGF18,,,-0.024372935041169292,0.043635229186521636
ADM,-0.03214178344421438,-0.019056117562628892,0.08189950033917755,-0.02779295204518828
CCL15,-0.026740708101067653,,,
GNAI2,0.05153187700325983,-0.01828499843500131,-0.02113516886552078,-0.01967677912872363
COL11A1,0.011141475159806472,0.0889199610316766,0.016071157197150066,-0.011380318103351477
NUCB2,0.009976890605297144,0.008117860524403069,0.0654783556710343,0.02719606114998582
CXCL1,-0.028638542774151888,-0.0578253239576303,0.05857359004683477,0.005476407335433594
VCAN,-0.07622144849797828,-0.08235064692667186,-0.022623247998701204,-0.029769433344955173
MMP7,0.09899156911286013,-0.03105540503455267,0.07433698255604876,0.016292197796437966
PTPN6,0.029304764119619957,-0.026243906190585416,0.004369779478598666,0.004367775471522266
PTGS2,-0.037134393729365285,-0.01624728462954763,0.00839574865601378,-0.0524329584942847
CD58,0.08209019115421018,0.058920418165170386,0.033905141131177215,0.006689899729461781
TNFSF14,-0.03408196369172457,0.029457466982694618,0.07165815259700896,0.035430965372751116
CNTN4,0.10602243891744717,,0.013292073707734092,0.06031560147470544
INSL3,,,0.11547518172506237,-0.015212286307191647
MFNG,0.016170224049085923,-0.036671500683194,-0.001258139771802189,0.055670332412266835
ICAM1,0.013276612713601062,-0.01817512882158442,0.028332321594665567,0.022664265840871972
PROS1,0.029513307602134917,0.11486461309312596,0.08779430309501086,0.05861073468441387
CLCF1,0.10489590822229851,0.03716668089802427,0.02780125251011743,0.02680923901490381
PSAP,0.030011894985498593,0.017532101881344124,0.09911733313454435,-0.015898629415961287
EFEMP1,0.038638847316686986,-0.09646870267598764,0.08674993379832024,0.11517593868084752
C1QTNF1,0.13994992891356833,0.008928399722597843,0.10539815068008868,0.008241050383881204
ALB,-0.03624120401084527,0.14899554890986175,0.1598302220266569,0.025126121503252562
CCL13,,,-0.014473276435774462,
EFNA3,-0.008534122957246508,-0.06113926761098035,-0.041057184167949255,0.003969433150343369
DRAXIN,-0.022185495918831722,0.13804462781005625,0.031640252952887686,-0.01782659701712733
RAET1L,,,,-0.01539973978693018
NPTX2,0.027175375968348434,-0.030190553077761955,-0.023238343240011096,0.06332762008154443
FGF11,-0.004364518133647264,0.006893165439469513,-0.02126641760364259,0.0024752567263429414
CD59,-0.00941243485478546,0.019312447905432528,0.03128152313817898,0.03911722903619029
COL9A2,0.10609554764217927,0.0922497918859416,-0.05872014676487327,0.014697657366959375
DLL3,0.005718551103540288,0.02482512589587696,-0.054222657031908934,-0.019675562702848936
LIN7C,-0.04761618181157027,0.06393847819961278,-0.044822446767834714,0.014562622395933587
GDF7,,,,-0.013201406942834105
PSPN,0.1726851910513976,-0.013317753172735574,0.018998430196698668,0.03306442501308954
ANGPT1,-0.014203475832449795,0.09008277282889869,0.05696857435917114,0.044368829879018266
PNOC,,,,-0.01403843421194342
L1CAM,-0.04163291497607262,0.06704485849703767,0.13573312790566008,-0.047518347951792515
APOA1,-0.048082291648509835,0.05502563614433649,-0.019105754025805794,0.0714528690434727
PSEN1,-0.0500481228141093,-0.003394236732545253,-0.014149937351914681,-0.014108372754755464
CALM2,0.06960321243323923,-0.03304164971382151,0.0814546667975421,0.06760121717844979
CLEC2B,0.07102795004527764,0.03416524717651426,0.04209211996490935,0.040052771964440285
NTNG1,0.13981585843519848,0.0939060887789597,0.06531982998017732,0.04180369701291854
LRIG1,-0.062010786742712286,0.06370813250467645,-0.004936663326926998,0.057680820791002445
CPAMD8,-0.028638539014867747,,,0.12228368371568851
GHRL,0.03765081325712329,-0.07516642263227598,,
NPY,-0.03344361185830845,-0.05718774317727723,0.04019140126895373,0.04514770330954279
MMP2,0.008819823891729873,0.1467390714865575,0.04499866807849424,-0.028890937348813938
PPY,,,0.05939730592540743,0.07260488344211642
ALKAL2,-0.029390492000823342,0.055866068752321064,0.02872734649960454,0.006124178045945257
CSF1,-0.10396245826049913,-0.0413509266444375,0.09677923876420524,0.005360242696598069
SEMA4C,0.00759099454718353,-0.06847871852120826,-0.0434849829113033,-0.003237262622357579
ICAM2,0.04025237947728633,0.0003224344316448731,-0.0516056384651808,0.08419125884724017
SYTL3,0.014612287661738823,-0.008858558322994517,0.029932409049143807,0.042325073340897044
IL1A,0.0005064715878259532,0.0970003153006029,-0.036564894269830193,-0.03478267811289986
HLA-G,,-0.030814259966931854,-0.0047767393524043205,0.04064123303539954
PGF,-0.07411303533532669,0.01814461464038184,-0.005878911208455451,0.06188185987273064
LGALS8,-0.056512727220516625,-0.0254378693577908,0.09519560657514325,-0.014738541081385849
DKK3,-0.05326119793615699,0.05852855318935835,-0.021993261753730932,-0.002424604833896356
COL16A1,-0.023392201677545195,0.09945445640635299,0.04610242224471469,0.005063390683035878
TPH1,,0.003897113914669837,0.038779091013834775,0.04062358189866615
TNC,-0.04024650033324444,-0.011776225766867609,0.06876559554040351,-0.018503373450147003
TNFSF9,,,0.07342594286244578,-0.03316474518972424
C4A,,-0.052709600586383125,0.09426055636209094,
CNTN2,-0.04179905254309971,0.017983027040534273,-0.02344535330952888,-0.026407152670714137
F7,,,0.02146875495619472,
LUM,0.050733095208294575,0.0645457724986513,-0.026981528281509615,0.06698659688269655
BTC,,,-0.014687684055305406,-0.02249651869151081
APOC1,0.0674662366328862,-0.1755438942590957,-0.07185035740571405,0.010252731738164734
PKM,-0.032300272492102385,-0.028779821200966588,0.08842208471908031,-0.033877111030491895
TNF,-0.014214283888688879,-0.012753182819006482,0.04518641011567989,0.010572331021652576
GNAS,0.10555326186655074,0.1214682745317199,-0.02603514215808436,-0.02535083375191039
BMP8B,-0.007071265202279939,-0.04090138428841746,0.028326997705098625,0.00016866852816159117
LIPH,,-0.002779970796546073,-0.01447328175869346,0.07886598778929632
CCL28,,-0.06262489355681049,,
PTPN11,0.06988149519568793,0.05900442283548799,-0.08001934492944655,-0.07155171930070843
ADAM12,0.10155765743076713,-0.013270067562091403,0.012122155413371945,0.04893389055205187
EPO,,,-0.015718353619156647,-0.017831720073367387
EDN3,,,0.013079642999398887,0.059399883133798584
CCL22,,,-0.017789790839948062,-0.016306834975642365
CCL2,0.01097358017407747,-0.09858417691040618,0.09682987713690973,0.01714755515884852
DSCAM,0.05101740310823202,-0.10327822275540269,-0.022219188840711643,0.022495322974113316
ANG,-0.026616903753436442,0.015984491240964908,0.11990289751396102,0.0406576328971973
FBLN2,-0.03628283808389063,0.059615463250109635,0.08683053661208406,0.075834106052863
VTN,-0.024288443027854822,0.11871036011311177,-0.017967153846158292,-0.012538906079790186
VEGFA,0.00138406903376987,-0.01502140141089349,0.05295795004056732,-0.06865017803785689
F10,-0.02634640913821208,,,0.01673046586840046
SERPINA1,0.011194683043414921,-0.09708792429535014,0.06076147279396758,-0.03666105307425665
VWF,-0.02845281470688834,0.010086414951696869,-0.06218766061974299,0.0686116262160344
GDNF,,,0.04819348873110733,-0.03909396304601134
VASP,-0.04435577741292795,0.016430309437144148,0.007792172862713799,-0.006213733847768661
ADAM15,0.03659474153239593,0.03938884563383228,0.01889205027188997,0.013622478463369815
WNT2,,-0.027709808833940714,-0.019497057250250124,-0.0183140697279534
CALCB,,,0.0855325938869617,-0.021690012324496057
OLFM2,0.011592101529405882,-0.03127474878053001,0.015193865755296508,-0.03586344370378313
MFAP2,0.03421826077336212,0.04845522322500779,-0.008845782466213988,0.11863295312816231
HLA-C,0.09194225179154494,0.06351323682384528,0.11927823462025125,0.021435651613931607
THBS1,-0.10184697888506854,0.023982369936044814,-0.0512239029109595,-0.0026410681502000498
HSPA4,-0.0722061548668618,-0.05389152063076977,-0.03011368137050673,-0.03339557222629242
LMAN1,-0.037393018696041225,-0.03768150517103128,-0.015734040255712078,-0.03183496305276718
LYPD3,-0.03943500050177096,-0.06198722152451905,0.019365126832702508,0.02807194157846982
APOE,0.028250993411003948,-0.1198681042895658,-0.09428189583858637,-0.041506730777093055
SOSTDC1,,,0.24189112672848553,-0.02193523790655676
ANXA1,-0.019446680726267443,-0.04093072237232411,-0.037468210016450905,0.05322139446954123
WNT2B,-0.035125353617141274,-0.08153471112049412,0.012629424002078213,-0.03165320523902807
AMH,,,0.004067129320173796,0.050383802236916825
GDF10,0.01938848922344308,0.05783812040588851,-0.024237793800248885,0.1078897096713626
EFNB3,-0.045731912604441545,-0.002223379255750544,-0.0010407128397243932,-0.006463845552480419
LTB,0.07901772786110137,0.029036495100268487,0.025885336181951674,0.07222961475902509
ANGPT2,-0.038126891768523255,0.08922399600531115,-0.028613584016720626,0.06313988673540928
ADAM17,0.03309689420501819,-0.03699221908357572,0.020465485593803248,-0.05013946236727138
LRPAP1,0.03428860114736251,0.006391978731883793,0.006898160228370344,0.0317403146946041
NID1,-0.041594372066358444,0.024719892132766836,-0.03435302987733191,0.02865309706548094
MST1,0.14571990300165,0.02571908432848304,0.04044148352570449,0.02763719472325496
IL13,,-0.06169096115481084,,
DCN,-0.08739252826316499,0.05211836674722803,-0.014767658171060431,0.07318932861809212
IGFL2,,,,0.02849593839507221
COL7A1,-0.023762586119359875,0.13520229302731201,0.03485722198184586,0.0034921957909339776
CALR,0.03735035368911076,-0.005190756185827981,-0.013794461652633533,0.005469559383576397
PIGA,-0.013835689995199407,0.03049121908389686,0.015943051579395913,-0.026792805845662626
CD200,-0.09236526084513748,0.018693287164234955,0.04213746664369114,0.018275875941722763
GRP,0.05354642695617262,,,0.08155224803971511
CDH1,-0.037134419016134554,0.06570423962809184,0.047389919430451746,0.015016849839725272
LPL,0.015398563352354417,0.01786890747951635,0.007312490335889261,0.03394791575500565
SEMA5A,-0.038389937673266844,-0.015669818322200144,0.0005652677215798831,-0.003256276807642424
SEMA7A,-0.06233421182258831,0.03651541358084744,0.008566486052081117,0.007131117245350967
SEMA4G,-0.011944643165553067,-0.032130128963625666,0.025729439002099216,0.032873639084514523
SEMA3B,0.023942113984107803,0.033546760459364895,0.017654673045514113,-0.00880830212353858
RPH3A,0.02502721996599062,-0.012526630276430726,0.054357308700935816,0.048235919381654786
JAG2,-0.0368774295476641,0.032543185536488224,0.021778115445563507,0.03221151891512258
CGN,0.011362224816457064,-0.048095910740556864,0.05069842238023547,0.00644410277659015
GDF15,0.06699164894316768,0.09139477978811347,0.058658444697292825,0.005964645747928514
SEMA4F,0.054065478114800954,0.04255198754177007,0.015838540626938975,0.029214220120683285
NXPH1,0.08500285654376674,0.09948695333885697,0.05137971674912746,0.045900738600086866
ARF1,0.0019420768302731558,-0.040831357214987006,0.07137931786226775,-0.0028672395204637816
EBI3,0.00603670680350136,0.0931112794527884,0.04316581396945401,0.05684617763563909
TIMP1,0.048645661354240234,-0.04229285337996415,0.051482434177914795,-0.01888630307363578
SEMA3C,0.005007373369932989,0.0026912565089145064,0.09863275285902474,0.019090433876541475
GAS6,0.10098686749005133,-0.03613625917623725,-0.04122901806795839,0.003171479803687847
MEPE,-0.028638549540867083,,0.05248747812441357,0.007978200177333406
SERPINE1,0.05591832236858514,0.0265255517799398,0.02157392057626728,-0.040435018286911706
RSPO2,,,0.019438091562053082,0.21670306954665544
SHBG,0.0004700735003029787,-0.05881240998068824,-0.02355219595046215,-0.029739162638704148
LGALS3BP,-0.06152571887791909,-0.0005876470650065409,0.03791632797316326,-0.029936465659000634
LAMB1,-0.0016362102984504852,0.060537430474891844,0.04628468221483319,0.011525598791209159
SPTBN2,0.07978478339727184,0.06691831694049966,-0.008314935301381145,0.021974359992363832
COL1A2,0.007645615926292578,0.0468251142622587,-0.030539612664265706,0.03663977701495339
CEACAM16,,-0.041014067393800924,,
WNT11,,,0.019987079691907585,-0.02452907179058666
LGALS1,-0.02180843986108745,-0.028290434310196438,0.053608204920756033,0.00754677290581671
BCAN,-0.005498970973199023,0.09523342896907386,-0.03578903391811373,0.0234893333200506
ANOS1,-0.007598960673135072,-0.06228265882545647,0.014279427529225201,0.038103392518584585
EDA,-0.03713440757687538,-0.06803058448476015,-0.004995369148939591,0.03188904673524493
FGF22,,,-0.023965570929731367,-0.016829269196074498
SHANK1,,,0.06349905763754314,0.10930657422530528
NPVF,,,0.030045193343091043,0.06519308297792555
TGFB1,-0.06924221706431452,0.09891115959322026,-0.002092714815156025,0.047073621060786934
MSTN,0.0027502426655777318,0.019846746782837967,0.13157817306993155,-0.031285294282389436
WNT4,-0.03180021248162485,,0.061451721649834264,-0.004538249463751973
TNFSF4,-0.03683864808230533,0.02235816899204635,0.07190804065594378,0.06473870079902153
NTN1,-0.020844560445941452,0.08184485832120246,-0.045933006205433564,-0.053713940623996696
CXCL12,0.057984445345356794,-0.019629802243128876,0.09243499706985125,0.024724434769671285
GNRH1,0.05785677294291692,-0.023158879078933565,-0.03763655762332986,0.028643268963552238
FGF8,,,-0.011040329021173563,-0.020997341080485406
RIMS1,-0.03624116715725434,,-0.012410582311290691,-0.004028248275223136
FGF14,0.011513554360927094,0.013528066238810843,0.018265301892564208,0.03809171460793825
IGF1,0.026972189438576325,0.05538655056408088,-0.030523858104644676,0.020880742888092586
TNFSF10,0.09915644218726928,-0.07525657843253442,-0.0003286381660301732,0.0922785290980167
GDF5,,,0.03817160837666232,-0.02013070456764656
CHAD,,,-0.01227898244723237,-0.02520057163886155
RGMA,-0.009017992828146927,0.1152975758707564,0.007328750447818005,0.012124353364284668
CX3CL1,0.06479007435906867,0.09746206789640167,0.07202738816856759,0.02467794252015332
FGF1,-0.0794230958499195,-0.014015123415816656,-0.06284484933799737,0.0036823754335039106
ALOX5AP,0.03207662874199542,-0.1111272460704056,0.09982386968075824,0.019603696588608766
IL1RN,,-0.07636406509293961,0.030235506944071795,-0.03795890210374471
PCSK9,,,-0.015517359829323502,0.009125369161532478
NPW,0.143625485741862,-0.035569729388881685,0.077654302873508,0.023502414510649612
CXCL9,0.033633132708170595,,,
ANGPTL4,-0.031188482953328496,0.06301239654107922,0.02876377368806266,-0.031789563523927415
UCN2,,-0.06799730777575909,0.08946186328031565,-0.02801788961868148
OBP2A,-0.031121962796615416,0.08073217238972014,,
COL4A3,,,,0.11566079798131752
NRG3,0.014037498195386853,,-0.05938390951787241,0.07086609886487556
IL23A,0.07792423880174934,0.16394536998194992,-0.015517354416218088,0.11691429451796394
COLQ,-0.03563546480649948,-0.03709302226829857,0.01385189868575771,0.022172038738497726
SCGB1A1,,,,-0.020283895699610775
TNFSF12,-0.03271217646773258,-0.008683677160736328,-0.000884101393401594,0.0447005984548442
DKK2,,,-0.018317159547260157,
FYN,0.07981738093424562,0.08161069498788873,-0.06947300380629463,-0.006592042703831979
ACE,-0.07488111634611763,0.04990871552310621,0.0007316015090531018,0.06851404567655016
IL18,0.02309107255036693,-0.10924730074306542,-0.016616744256467184,0.052488265900839166
PPBP,,,-0.018999508201832164,-0.019093328845866286
CCL27,0.022694457109019437,0.07987652734479775,0.11470268026190415,0.08216893361163896
SERPING1,-0.01809433109905492,0.058019649895755324,-0.01959097103772154,0.003937568219132754
AZGP1,0.013284475797970563,0.11298008312098624,-0.036913401802755,0.023351702170837766
INHA,,0.015851845427132305,-0.037249278781611724,0.0627835204202421
SEMA3G,0.07700354511209592,0.14260449245624351,,
COL6A1,-0.04134658821281614,0.04587678890497974,0.039678888591320516,0.028874493139898937
FGF17,,,0.0444774042679817,0.020644910607968057
TNFSF8,-0.0350210217567533,-0.07702848096663771,-0.020615896549031,-0.017668263837111016
FGF20,0.03641480256407424,,0.01609204818558832,0.0019687042171355157
ICAM3,0.06221572643373135,0.045592737504305356,0.07214321843158382,0.062429557583445226
LAMA4,-0.0158046215324691,0.034405673802501584,0.016040693390215032,0.04067449640434655
DLL4,0.012307712157739022,0.04047943612917595,-0.016824679920675257,0.05119964342085241
SEMA3A,-0.042015023689095876,-0.057795344961233196,0.04996528811458969,0.052519309681753015
RLN2,,0.07784784700703602,-0.014255842390700905,
C5,0.061197687564711674,0.0013773819556845048,0.06731837232528706,0.007894366316670022
C1QA,0.028670195003771968,-0.1124760090069051,-0.0035980607318478876,0.02631167551892877
COL9A3,-0.012754625721730762,0.03380883939228286,0.07365960974600354,0.06560458444533113
DLK1,0.050321555855376864,0.06387835779814291,,
HGF,0.0939625764918465,-0.040213565338063445,0.014993550245060749,0.0027977116302518373
P4HB,-0.00985013055451049,0.044614745703456034,0.07671530754577714,-0.03260116622406821
ADCYAP1,-0.02698136294653916,,0.09179000842980901,0.009439622293342087
GREM1,-0.05616258252601912,-0.0017796402047946386,-0.0005897140741115165,-0.015557695482612332
EGF,0.08951000967048336,0.28259594747474853,-0.017430118509143604,0.037417901981982596
VEGFB,0.06537535852298867,-0.03908668874428002,-0.0026361394303127546,0.021713507125744706
FARP2,-0.0411256421790399,-0.022752166600590887,0.02004244066485646,-0.007762590421182471
IHH,,,0.026782886282961688,-0.018785138934874046
LAMA2,-0.002341657514551896,0.03554931072904516,0.04138083480895516,0.0326696553314852
SERPINC1,,,,-0.015399748654197248
