,MGH258,UKF251,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
QDPR,0.0020443715826963557,-0.017202438178394962,-0.0013142933315253866,-0.10006321574015932,0.025084613446055146,0.07612820713580097,-0.08361478555165766,-0.06259519627668744,-0.06744374566183285,0.021150143204797325,0.007696295493699306
POMC,-0.014975654725704914,0.08762017091623112,-0.016609223851883646,-0.004644986282389329,-0.01567167070651474,-0.0497302257251959,-0.04308651661694736,0.012495407724177425,0.04593130324996534,0.038155653877980845,0.1410080363249612
CCL18,,,,,,0.10222521355753802,,-0.02835968104089989,,,
CCL17,,,,,-0.016845016049708367,,,,-0.02402074188503429,-0.013091376297093294,
VEGFD,,-0.02364368719297464,-0.014138102775176672,-0.02789199383677293,0.04464960680936797,-0.02979270052640171,0.022163173512394975,,-0.025334468703091216,,
TNFSF13,,,,,,,,,-0.005939851248302042,0.03764235947214207,0.0189748031024475
WNT5A,-0.03723836186790094,0.005952879592084284,0.03444428392762023,0.03655092351875369,-0.0037758418475926734,0.017558095136295363,0.015932887852002958,0.03838382652244164,0.0013582060665710534,0.013545022822904861,0.04459093645994515
CXCL8,,-0.02213854728146814,-0.012609239485002689,-0.0174536744937297,-0.02158605444578192,0.012014040903341598,0.08119522229670902,-0.04993168351238053,0.14512063920231966,0.017343292649178905,-0.014572371026771275
GRN,0.025243238918930176,-0.002721632021011442,0.12278139086869114,0.040059352915356616,-0.02969811184710311,0.058903845275036636,0.10982314504356382,0.0760279806933125,0.01316282280659558,0.04263712016948535,0.056643424662823454
MIA,-0.024392715390146757,-0.02102704191962882,-0.005051680154836892,0.054633371241949696,0.018654314303563634,,-0.016767730937904173,0.06905656034905466,0.032658567846635914,-0.04236833236558857,0.044284246158473796
COL4A4,0.022492425079145787,0.0023355171666076513,0.020844957229078965,0.007062723234178044,-0.01758671791831347,,-0.04160530322895209,-0.03585549791081684,0.019013354389114,-0.02692236468955157,-0.015449368244406823
TAC1,-0.01863583613450764,-0.03197190321270884,-0.03394138493852198,-0.03247287177074646,-0.010370830142164538,-0.08045014462943001,,,,-0.017209945329700802,0.03274898117961601
RARRES2,0.011717418929698334,0.06503470317877666,0.0022118935865073283,0.06213468567142143,0.0012159325687490226,-0.025651837047768442,-0.08732581573445665,-0.07190761792557702,0.01770931727792928,0.004624792864189141,0.006496021284511216
FGF7,-0.04255038943291911,0.023734770012928064,-0.027070355058689582,0.007004089025461799,-0.011215352811108265,-0.024004102729476243,0.05366079167300968,0.06161239283422022,-0.022244914129094552,-0.00861461392715493,-0.010800427832051072
HBEGF,-0.01567063328957927,0.07789361050469872,-0.008120937007209672,-0.00411662200356457,0.007021221592779411,-0.02391128921791534,-0.00469183102420939,0.014083985782278688,-0.041820867344007244,0.025889889989991817,0.02371602544425631
CSF3,,,-0.03844988396264245,0.025855035092095892,,,,,,-0.01378319965767645,-0.04267981281373436
PI3,,,0.042039161912827944,-0.019545211297883947,,,,,0.07583502979234343,0.07546359316624021,0.03150050743735347
PCSK1N,-0.045259890359153135,0.047412270062325096,0.01970076592512389,-0.042935389919759016,-0.016935883263627972,-0.051891364088176004,-0.02496393820337822,0.01618613580037829,0.08977364441860834,0.029459713750527142,0.015906249151961656
NTS,,,0.038396970984753566,-0.02133493269503515,0.08871864756965178,-0.0268230006964649,,,,-0.02041103919913265,
SFRP1,0.04452599088093994,0.03979057649266489,-0.0161291268746851,0.0034752138711804333,-0.013929824328305349,0.03216895040729187,0.027226835134472226,0.05024310771672483,-0.02876736341469001,-0.019936738358326284,0.10954739213168294
CXCL13,,-0.030976987737437317,-0.015984170711172353,,,,,,,,-0.03461912577173111
MICA,-0.0033165821031533906,9.113934249798086e-05,-0.02042199018305142,0.04329479190505907,0.002856168487638181,0.014408731683599822,0.043560055640756046,0.013696689192871866,0.000717711524886129,0.022802975273637994,0.050226958814799175
TG,-0.021582575886773807,-0.022446879060158072,-0.01156513694102011,0.015948846063693695,-0.016970716195828506,,-0.03319690658803703,-0.0461761911672161,,0.004181512062153095,-0.03815045575231283
ADA,-0.007885569979339663,-0.046372263500376244,0.002515903896822729,0.025252415447388057,0.012600571006148675,0.009806170886582699,-0.05597380330126231,0.04712534759803938,0.0037398558330962598,-0.014108363124823945,-0.015345674493460845
LAMC3,-0.013276480751899902,0.01697281384561888,0.006739258456912103,0.047437887717793156,-0.010719412370862975,-0.0025376370966245444,0.05004606993991303,0.1035182300384652,0.03051631399007265,0.010243101775486341,-0.06452187768524163
CCL7,,,0.04715928771711137,,,,,,,-0.01444345717105517,-0.0722708290200209
NGF,,,-0.02262031755367382,,,-0.02682301835763118,0.067719638525536,-0.04214427651975004,,0.005663498842640195,0.0162411432966147
TNFSF15,,,-0.01569052875643214,,,,0.09541363842727735,0.17049605131925033,,-0.016309323344255645,-0.03566777875174199
HMGB1,0.008289784337537763,0.017342155856461056,0.06174390980316345,0.0824631467301447,-0.005907348039807504,0.13216146238025134,0.015911386415012305,0.034846105487594904,-0.09138455421772212,-0.07872322220056344,0.08732105010636154
ITGB3BP,0.02790847006253284,0.01789923991560147,0.010763003519226398,0.04456876493458181,-0.03153074112592416,0.02789502095578687,-0.001032941191171336,-0.02795278682821617,0.024519454031583603,-0.004277391322070197,-0.025147139627981204
AANAT,,,0.038303876718092884,-0.015657284962569906,-0.015261864252082726,-0.02521758201546304,,-0.02953779658918686,0.05372663743691874,-0.01528178001060109,0.08913159636484928
RELN,-0.017892527610674832,0.025290315773101136,0.01458266614532224,-0.009413604863490042,-0.016839451277234137,0.06471837985445279,0.1540925409744804,,-0.010622075638234559,,-0.0034596245606750096
IL15,-0.0281798547609272,0.02762903658696543,-0.02572364097348981,-0.030002833168404262,0.023590888891420667,0.06470120121424125,-0.027628443400849922,-0.004601395977526314,-0.03700200646747171,0.043462193583988,-0.043216972934312134
UTS2,,,,0.059468095391859564,,,,,,,
BSG,-0.021575206205653417,-0.010387005209333229,-0.03396202652910267,-0.02674135107474504,0.020784378469266576,-0.05471769214046003,0.011941359841666306,0.050415382792199606,0.0030160370857613226,-0.018008644759233933,0.11538999059335496
ADAMTS3,-0.04259372710045509,0.08840374474982135,-0.011650330575436863,0.03516461634919904,0.06669672272172,-0.013211743365835598,,0.10798844738252243,0.05468967264183793,-0.008413561630110561,-0.025817830522639952
CD34,0.006833944693121921,0.011449108363582094,0.04654895113503555,0.023723885522871958,-0.03400507162295357,-0.02309405162225784,-0.022863940908135538,0.0894729292376048,0.05932240758736709,0.012669223782078628,-0.02511165554584187
CCL23,,,,-0.01781550485700565,,,,,,,
PLAT,0.03888532589963055,-0.02632530275843779,0.045247454931104825,0.046797478271359313,0.0224190885923661,-0.029281247084386494,0.04432622580867424,0.08314422640905429,-0.002876427082426505,0.0335234431553447,0.09738883296800549
LTA,,-0.016507505416815622,,,0.004117456676024799,,,,,-0.020566972874748807,
CKLF,0.07342993255421013,0.013965271483827512,0.05045664787675016,0.11473391803889212,0.006830213786489438,-0.0005420870589010542,0.06483723200742934,0.07853853833428245,-0.00960887577883087,-0.04012935190926335,-0.017120058322586427
CD24,0.003795286102602069,0.04568624454348587,0.04900613822907626,-0.007573016529843803,0.01819242419414815,-0.009899352442546364,-0.07566182032977593,-0.05669076479545589,0.005540202153172982,0.0635621619639286,0.05348379397205655
HSP90AA1,0.011795234175154814,-0.013371797581703912,-0.12774132809861571,-0.06712632083436551,0.043562172552594265,-0.046266442031763666,-0.013346535329577112,-0.05218235214294036,-0.08392633424564608,-0.04649003225049807,-0.013218670215844266
BMP4,0.062276473489967975,-0.017498923411886073,-0.027437276199169584,-0.021725387820023034,0.013021479318665388,-0.026205697303666134,-0.033003279291235414,0.07538816802902241,0.07197787591704258,0.0036120474405874174,0.024284557820970956
SCGB3A1,,,-0.01683673746560851,,,0.0563835065523394,0.12244297315556002,,,-0.003056567803055203,-0.052368205649869534
IGFBP4,-0.01197605783950338,0.029786704766359307,0.03546708465060288,0.02746165112570274,0.02372518587581443,0.018521787626101426,0.02659938622851956,0.04883966417892779,-0.017248379992501648,0.02286450364219317,0.02237356938247578
RSPO4,,-0.02668626783619151,-0.0003468068909368619,,0.014407915547710586,,0.046105500474168226,,,0.004044704501636661,-0.017272674252630845
LEFTY2,-0.021369182951294582,-0.016710242699063713,-0.030161983015378292,0.016711598035874582,-0.00630406783560076,-0.02682301835763118,,0.1688336766555313,-0.0008824824139709007,0.007842401423299783,0.12380361560221728
PF4,,-0.01501581978124004,,,,,,,,-0.02056696811539873,-0.025741827308263802
ANGPTL2,0.01939771612660297,-0.0201045851381694,0.03298145763010362,0.07946805251085262,0.002142996678046193,0.024277709301221997,0.07122161337625375,0.022086957139744293,-0.007506077398899907,0.000792263269209719,0.08157449898635978
LRIG2,-0.03483270197222343,0.07784376779364652,0.027543456575192183,0.043587886351043936,-0.053804575377459404,0.004308442093201085,0.022529207486917845,0.07322832780628316,0.02055945926434846,0.07503761147951364,0.07416297963687929
ICOSLG,0.003940872198056631,0.002611704545703096,-0.01761845594348141,0.08690392420898273,0.015946743591394003,0.07276279130817939,0.033012743387696906,0.07109842837834833,0.021114928659053036,0.021317635976788707,0.05097839360470097
WIF1,,,-0.01048834228350743,-0.03835499199603528,-0.013192238326734284,-0.03202192177140213,,,,,-0.013792879133519634
NPPC,-0.012897580185729928,,-0.0338982057902474,-0.023621168437029504,-0.015067509635538372,-0.005890664176699937,-0.06815883182687295,-0.03536843641587921,0.048311508211217845,,0.018363466953331884
LYZ,-0.026328434593604275,0.007801531974172283,0.014096198875172451,0.015133569440665157,-0.01759012607513827,0.0727535531130492,0.006007091873666807,0.022331161465229635,-0.009460551839899656,0.07651205860615523,0.035965096877908546
EREG,,,-0.027345901730575717,,,0.05035030099846267,,,,0.036471758045670113,-0.013093975967728492
SPTAN1,0.024861885559294822,-0.03560201255688573,0.0054001051517551385,-0.013314648502298458,0.04481377614950467,-0.08178200820415367,-0.026836741737093092,0.06847350268017437,0.013026814224627406,-0.016679614366397786,0.013783270371011326
LIPC,-0.010354549165065757,-0.022599611284849153,0.13567661093806435,0.007636580801565139,0.005162461559479284,-0.03770175155529296,0.003432683569042216,0.10937754382143419,-0.019676319990936372,0.02312219474491541,-0.01447045933793067
COL8A1,0.02902818872472968,0.028999938254406946,0.042115869232871084,0.019546427480662827,-0.008964903698577541,0.05207454477616257,0.023908384190099122,-0.011563457974528237,-0.004861313261654275,0.08554896102958968,0.008593794913398577
GSTM2,-0.010343751760256205,0.05961107549704007,-0.03809488675258103,0.06065705517379649,0.009734232380682785,0.02002429348773053,-0.04433310951771419,-0.05295403095036135,0.05278357653802814,-0.009795875299385371,0.009666695033590692
SPX,-0.03768075922714659,0.06493471792321992,-0.026427526280416627,-0.038555792866751454,-0.05018068006762299,-0.01205654638254648,,0.052887672332924206,-0.0287845545783657,-0.022103923887966087,-0.015637950644258672
MFGE8,-0.06274492517935047,0.02405941076530269,0.010395172524230556,0.020713646601749704,0.015558983526758925,-0.01793178849049686,0.05899810972232049,-0.009880267608196533,0.05664396390068178,0.021843906718190753,0.06259656763091029
TGFA,0.012859473622867629,0.03277499956242462,0.02040919844840402,0.04449193052941663,0.04035632851008087,-0.0228818771422258,-0.07787191889439231,-0.02102502819720124,-0.06187743286595495,-0.009126426980216111,0.05535183468953648
SLIT2,0.020538762139763387,-0.005226450460211641,-0.05982462063789933,-0.04386913840264865,-0.03693569228951791,0.0319587817752104,0.10705109816716413,0.01376144352081616,0.020312954743725728,0.07485883707916452,0.048426984619885975
PLTP,-0.06476209729605986,-0.0020738912168937,0.053812196998555634,0.07114741129283601,0.007466684788841463,0.02225939407824016,-0.03403948429121188,0.014187821213062333,0.08775469290121933,-0.010173117014365853,0.12573812999354977
APOD,0.026860293604676542,-0.025069307304563793,0.05126859543422506,0.042059181916822425,-0.0018285184073636581,0.057338248195139864,0.01985077935092657,0.0019829067702889637,-0.08063424664690605,0.021698515101835028,-0.030200472173806576
B2M,0.030831406519565875,-0.010817804118758387,0.046670768230899655,0.06483824319897202,0.03693337617249648,0.01698894266176155,0.01240350258196014,0.08429357406046191,-0.0005737275413355652,0.10234751328297487,0.054859203581490316
OMG,-0.050342543996475496,-0.008437662017238345,0.013569180064473196,-0.04220651356991245,0.0026004617228245824,-0.018286555449522887,0.11620981852018811,-0.03236354473008057,-0.007909151746092868,-0.03821500455146145,-0.05080994359369763
CXCL3,-0.017380516813775754,-0.00948785214211811,-0.0069348455369227305,-0.0205572666971984,0.00989676825239513,-0.03884396860504401,,,-0.020923829388272218,-0.016809005843063274,0.036543687634444204
CXCL10,-0.020533254129626467,-0.05035887658699441,0.02680988207265441,0.025282368574592467,0.0348276149913994,0.08983248187314016,-0.04345805259658632,0.07198487496261531,-0.009131044925685164,0.028659218489936415,-0.022644209016437444
RSPO3,,,-0.018813684091324303,-0.02571009212630429,-0.003966825000180822,-0.03805949789297213,,,,0.042456783416991814,0.020565959021607225
CORT,0.000290678590043029,-0.002250253524466456,0.010037912857466538,-0.01588135736140979,0.10658744675139917,0.0070685358341234135,,,,,
NCAN,-0.04854982722333248,0.016129362693926744,-0.016311983412195807,0.0635485545438594,0.0472950182677157,-0.05523211040146935,0.0221429923889269,0.06335970285115851,-0.03642132958083262,-0.059007968688887906,0.0597780181253023
PRG4,,,0.0946697792531583,-0.022271924876152073,-0.02184744634094537,,,,,0.07852059617237402,0.0959159028638183
ZG16B,,-0.018069098606112294,,-0.024046121985328427,-0.011679503767501844,,,0.07259779401185962,,-0.018276056665988128,-0.021960418770910258
TGM2,0.012195127969764219,-0.028686156032656156,-0.020743602493195977,0.019339759458895114,-0.004754250600926156,-0.012588226942880996,0.0048714331937333545,0.1337139239024769,0.004033952533494624,0.03749598568147752,0.039807984304319394
VEGFC,-0.02158258179271712,0.03529720350423676,-0.02073560977976439,0.025578859260284206,-0.03145002210936481,0.042503004939462304,-0.009560633342848202,0.06945278673339464,-0.027598875749115723,-0.01399142219465886,-0.04761820565499434
WNT6,,-0.016710243137615734,0.05836106757827947,-0.0038963956225791137,-0.02599231905435261,,,-0.031227173764174387,,0.05403982650402615,-0.022691701191406587
NRG4,,,-0.019187008786780063,-0.027741095325443384,0.026805930076558543,0.07748480324809023,-0.0416052573346233,,-0.02216149858858124,-0.014657286391113114,-0.034124838163051445
PMCH,,,,,-0.0009441895072110009,,,,,-0.031606677618104664,-0.03124461742059525
COL9A1,0.005222909898594648,-0.041504134325991114,0.08560414882246244,0.017531221867345168,-0.03130259551415868,-0.027210531047404667,0.08082987541992698,0.03659178286978871,0.014147794065095342,-0.0057595032348191815,0.009437776632359422
GDF11,0.028725608362394926,0.028542297661694714,0.07335502417979574,0.04831282754025244,0.021630371199712846,-0.049821492981031654,-0.03733787047798947,0.06880405735574795,-0.02137413905926523,-0.017001348540302996,0.06713716927823128
RAET1E,,,,,,,,,,-0.016078939028222074,
IL24,,,,,,,,,,,-0.03815043384525622
SORBS1,0.01620904457385712,-0.03966908666725956,-0.045204743582055645,-0.04045727991656248,0.006008577666434417,-0.038698117526879974,-0.07010759681382583,-0.010584820919172032,0.013386318505336336,-0.05317719688306573,0.01544989756900199
DLL1,-0.01619307104278497,0.06172047081559869,0.012247789633880277,0.08351486387686782,-0.023344101169920993,-0.02390530877841701,0.013545203639762088,0.08723713932551276,-0.02051094988114578,-0.006892914017947706,0.13403203328785748
TLN1,0.01352346273623832,-0.01260942652873963,0.0482021344116569,0.05114544928540295,-0.02966027949457598,0.06862768236798704,-0.030674656947786132,0.036997263572717966,-0.057991857352003025,0.06372078480877105,0.03491969068936968
COL2A1,-0.020271562547826184,,-0.012031227030071312,0.0176950755456983,,,,,,-0.021331303334348805,0.0014814663786948666
SHH,,,-0.005844606278414337,-0.01616051496212675,0.017174352346231048,,,,0.015857355920052805,-0.05106355792052445,0.06371016410699176
PON2,-0.08068333407271691,-0.03371922209956825,0.04580908772591926,0.08174348804726679,0.06154735931870307,-0.0355145151562741,-0.009817168114202988,-0.002710109135108919,-0.008424041603866516,-0.04382463894098296,0.022277370420227444
ICAM5,,-0.021509835767356728,-0.0319067456764941,0.011141767261078999,0.0017336590377157997,0.022053258346228885,,,,0.03402941854726537,1.8290001215634028e-05
HPX,0.11627335079450578,,0.06823253594869123,0.03858103454358236,0.03748466819496882,,-0.035276021649810724,-0.05381345791931302,0.037385706058728076,0.01695871158582105,0.037538070556004347
SFRP2,,,,-0.01640661526717191,-0.019102573123546407,-0.04413660554608371,,-0.02372184000923484,0.046120045984271454,-0.014444584266080035,-0.050585293437278765
CFC1,,,,,-0.014698766698080106,-0.02834369672043559,,,,,0.03971186614896395
CD70,,,,,-0.027418346404030285,,-0.02452738271360995,,,-0.02236233875972126,-0.05994768608725558
HP,0.018700940386151055,,-0.01742091681422155,0.02329061630538263,-0.0040987796089143975,-0.04675528855297968,0.11795498341899598,0.05452455040333997,-0.028383173674865706,-0.0219256973108403,0.028024017723985887
CXCL2,-0.015170355755098999,-0.01861280971091424,-0.00014393176379671712,0.009451601704390024,-0.01668929571342046,-0.05923973353908274,-0.040987860737835224,,-0.04322331543244001,0.05597044755280237,-0.012521025752966802
NPPB,,,,,0.008647734584204238,,,,,-0.014868184658568234,
CCK,-0.024720032062943962,-0.004250469785757838,-0.008657270575866223,-0.08366136089856553,-0.03080831187576543,-0.0701285413099885,,-0.040868635811997525,-0.02882628360078599,-0.019288049249006494,-0.058968131065926306
SEMA6A,-0.04692365082847006,0.05488544469998702,-0.01615267608722934,0.08389320546948689,0.013123981300983951,-0.0028530948196785616,-0.07538172313030327,-0.01035143803743479,0.007495895450287364,-0.03938049573306291,0.06827517399027654
IRAK4,0.0052554892673170985,-0.0072984092562339425,0.03927591697084036,-0.026800512724073113,0.01098116532128362,0.0524024822327774,0.08667830165110503,0.05985370734171697,-0.031585079061027824,0.026209932766956556,-0.023721569463521726
GSTP1,-0.0037793160753369806,0.008257611301203442,0.07654325247581838,0.10257108006875454,-0.015829277909935272,-0.009553621698139099,0.10971700641693428,0.009231692600432167,-0.07529033611710326,-0.038796858258268514,-0.03596586986132493
VCAM1,-0.03251549896986611,-0.030400027789897713,0.045673644405325654,0.08026495624162357,-0.012776380252998874,0.06314039154534432,0.06946810160455316,-0.05034760303670992,0.0691338001147656,0.011712114834580671,0.03946121584142817
NXPH3,-0.05332665771792237,0.02725306055316142,-0.043704140818770325,0.021085811214526653,-0.00935026756094101,-0.062435156774709996,0.061694026559446384,-0.0260568426843238,0.1276943656479965,-0.046847754227529216,0.011417464789404298
MTMR4,-0.02914484566437525,-0.004037371885570866,-0.07333406885548327,0.02067917398552729,0.04649624662544881,-0.028464462366170624,-0.043682916112104606,-0.08399786794759559,0.000415422361508903,0.05307453791027577,0.06453264735426928
LAMC2,,,,,0.0006530842107695098,,0.3055636987331594,,-0.02142674343187295,0.015477860429438524,0.027256646094626875
IL10,-0.02241773076211905,-0.023934443642108266,0.017642465230548732,0.059370395878342974,-0.010956884122320853,-0.008660661931171095,0.03961521190953282,-0.056502569452530335,0.07437161303097892,0.07309983324315684,-0.001396711074202553
SEMA4D,-0.015448755565444765,0.016484443665244007,-0.03713824031436982,-0.002553528410309979,0.05362350839602862,0.002202742439299135,-0.023880338035470204,0.002089989906843092,-0.007123525333566616,0.052168285644212505,0.053808607753408386
TRH,-0.01981695166549253,,-0.011839639562197957,0.06656516123600358,0.014867534571225974,-0.04413911620358252,,,0.05754853650424291,-0.016653363899976393,0.09284458200179457
SEMA6D,8.947775489429436e-05,0.06427974593494258,-0.024319521259211208,0.05231688119009154,0.007140017644569686,-0.019879823627749853,0.025163514939611917,0.07671180127905641,0.0233167544192155,-0.05821672756308734,0.09070238857082354
CEL,,,-0.023358375560631302,,,,-0.07364157308310401,0.07992302049987714,-0.004277536558793831,0.011272569147416985,0.038531379198602674
PDCD1LG2,0.04291051089916219,0.017266366721140455,-0.026324412358523227,-0.007753929377458887,0.031162149518648694,0.12314115516507987,0.01672167395246624,-0.061610196575129374,-0.012085283213853562,0.015833651537347622,0.026067443516096106
SPINT1,0.041349792359208146,0.05402840448295874,-0.031579872703769524,0.014954535736111944,0.050723013278157036,-0.0023827496811319516,0.0446871718254664,0.07523179283694911,0.0662225219419082,-0.024795001620178985,-0.04158040777755594
CTHRC1,-0.06654124231556856,-0.02506725041402352,0.0852757294985701,0.04988773076228753,0.07662784554623328,0.033858339615733174,0.07444630982179395,0.08866160846762677,0.021608628206188682,0.0011774305112242233,0.06335426625934679
PODXL,5.651973058152485e-05,-0.012979624014567518,0.024170405719938684,0.06456769979008238,0.02335746116037251,-0.02543649391916218,0.03707657510309884,0.108552695757452,-0.002220365019106231,-0.01803834525504867,0.11713210844125273
JAM3,0.04423239385227614,0.08119957977156968,0.015516756307746142,0.04230048999940245,0.017659335953998608,0.002488215534751228,-0.03890837862479978,-0.052641883064428886,-0.01442871099014642,0.045494000041068045,0.05476954584278493
TGFB2,-0.02628821681110806,-0.021024592021357036,-0.058388128223570396,0.0764450928686934,0.004740992843661254,-0.011870188608201007,-0.10612696511998429,0.06195479385796222,0.009931337724775429,0.03450490266596783,0.03896569435931835
COL18A1,0.031236944392895406,0.006621509175135798,0.04072602621786381,0.0229037027869318,0.01674591630063807,0.02438723817398741,-0.0343250001911305,0.07301620897806721,0.00939290667653722,0.04239000217675233,0.04433998200003818
NODAL,0.0308483481465678,-0.016094765786788062,0.011037873556798507,-0.04620652499158283,,,0.015063914413100971,0.060005181116004364,-0.032232700178426756,-0.02279164294549442,-0.036898777002574185
INHBB,0.008620315807783717,0.04507290690928722,-0.04665400505277131,0.029037176900420524,-0.057265995133668715,0.0002106350624725614,0.07684473384814067,0.022367675916015375,-0.02823132785502293,0.001251491773648584,0.046859552471974035
LCN1,,,,0.08704421321023749,,,,,,0.007441954243526843,-0.0006222484378371373
ARF4,-0.03675283668021416,0.018999168143081748,-0.002801178744026391,0.06336844706606319,0.015260877721940725,-0.013638904316574782,-0.014917804415176122,0.028199295175344686,0.10600400179609293,0.08909653404196537,0.010489532947665647
CXCL14,-0.004918848020146614,-0.029212970491018973,-0.008596284601922789,-0.0286435604819113,0.05272071070133943,-0.001089920485062472,0.006458055794837568,0.04168850677244178,0.01273798060182776,-0.05607355015590417,0.032330087990500585
LIF,-0.009078509960001039,-0.0203670028271241,-0.050941185001518466,0.029304330341203798,-0.04678602430880658,-0.023920882955890163,0.061077156673401765,0.07592531134779423,0.024432833615052673,0.024537033034336228,0.025721585461813894
IL17B,,,,-0.029793658459142724,,,-0.039727884342416295,,,-0.013752047848181178,0.013239496353535872
MMP1,,,-0.011839636979414737,,,,,,,-0.006467966277773416,0.03589166317259954
MATN1,,,,-0.018913923334332026,-0.013032485531731296,,-0.001216120908052932,,0.002528092609573293,-0.020254049115045147,-0.002619362167287458
ADAM28,0.036117998724098634,0.052211693701755706,0.019669339774163967,0.04382147647590478,0.012150684567610629,0.09506864971804713,0.09798252216387503,0.08196881771717583,0.001591912396456382,0.07228328153720946,0.03864878173871929
TCN2,-0.03191784300973891,0.007854016886487862,0.06899235964595962,0.053530762232188854,0.025989213747448628,-0.07811767359152423,-0.042622436209258256,0.042415503251271726,-0.008516686030565395,0.013302990585720783,0.01920466367445594
THPO,,,,-0.036808972010449865,-0.006255115714042061,0.035108122061149966,-0.04160530322895209,0.04894037750018038,,-0.021925703985498007,-0.021128270638915193
CUBN,0.0566135596073372,0.060848358881401825,-0.029735464332020196,0.009226627024208697,-0.024066189976198072,-0.029436592017231072,-0.06626713551852023,-0.034678934314399744,0.03603258716443256,-0.005597538082543912,0.08335280622165808
TIMP3,-0.04564561133149783,-0.0163152312546982,0.056207612891194726,0.05747984557150452,-0.006160426462446225,-0.02333017609339177,-0.007301382893591036,-0.028151773896226622,-0.047673961053097826,-0.0021468971164602282,0.031119037867226584
PIGF,0.046403106334342456,-0.05278686758312551,0.026164277280766486,0.008504318961784338,-0.003839263071975984,0.026339212337674757,0.03951135988442898,-0.027170543710024947,-0.07014497148071652,-0.0007399870396080483,0.00690692563843331
CRH,,-0.02019888862317229,-0.012031229237608018,-0.027741083823290665,-0.020516174355345154,-0.01580798903297477,,,-0.03653156953043867,-0.02497273319571432,-0.0423131308513884
BDNF,,-0.018069095161987746,-0.026229981798829655,-0.03586081816489501,-0.014660080366582617,-0.022675345981847048,,,0.0925751120403722,0.01807174923982101,-0.01758313152193671
CCL5,0.03887541803907012,-0.03361544253555337,-0.054012426106725804,-0.040951407240291386,0.002183154790560151,0.06442222461647756,0.005829436136166748,0.005425630612069387,0.08801828994879904,-0.004294274593994994,0.014058982361242438
GAD1,-0.021423784960674392,-0.019473974940318092,-0.06002902237333118,-0.02580220434784204,-0.026020282958023312,-0.05308602458889342,0.04088312016754236,0.12096592346764669,0.06204331672829109,-0.002819953371437361,0.06441090296610597
COL14A1,0.015071712373954332,-0.012427537350289003,0.032358362319758895,0.016272237355449897,-0.009012398265111347,-0.030779194340054696,0.014024161351539497,0.08274511757337796,-0.020092131752044474,0.03154314646962015,-0.02653397459674531
HLA-A,-0.00422790224900579,-0.05841666597808866,0.045426903795095,0.09343522118622485,0.04399067962350807,0.037735109556949226,-0.038990964796235,0.020449699119294694,0.021779745639114844,0.0372383117790657,0.053701970688044456
CD5L,0.08284912805862794,0.02897115034128038,,,,0.02879990407923561,,0.09481534651707384,,,
FGF18,,,-0.016415531412576217,,-0.013964821687057032,,,,,0.008022183109443819,-0.03260302759009814
ADM,-0.003906431279628718,-0.031156916882986364,-0.04530196038550274,-0.021277162942232086,0.02120758467833124,-0.04234566507898996,-0.04413302653964809,0.019037626514656455,-0.04526111440403628,0.0496320794983679,-0.05595684098846925
