,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CCL17,,-0.020346439160934423,,,,0.013699338434914827,0.09968558832244914,,-0.02386346225453186,0.028702864895193,-0.024882169618211714,,-0.014784614879981377,,
VEGFD,0.036607423977990314,0.041866357515387816,-0.015506869784572731,,-0.012769652837152503,-0.02901891615007931,-0.03086134071057825,-0.0038895267994579433,,0.000785255931420861,-0.02624300908251035,,,,
TNFSF13,0.02147137807278311,-0.014034518366457884,,-0.016719570380568694,,,,,0.059878929534087924,-0.008053929270956647,-0.026682909075964725,0.08844310330838259,0.04338659640650344,0.04954288818048489,
WNT5A,0.013414985229863289,-0.007457129922437316,-0.0348022814193137,-0.0067489482177626155,-0.019989031168039077,0.06429324755503102,0.015385685960816804,-0.019612961269468904,-0.028261537219424496,0.03288914751294332,0.01432804700610007,-0.006542217188632587,-0.027270284133634626,0.030796382000284707,0.002077245861439459
CXCL8,0.024943287395623747,0.025650022688814344,0.0012571251770009304,0.03707923831744562,-0.02575052204334198,-0.060356365974727044,-0.028739422365396252,-0.05865040587192616,-0.015220358104486579,-0.11307910050695497,0.024349496329054487,-0.03170353801311776,-0.03966936210928739,-0.10976573300071962,0.008043690132855013
GRN,-0.03426516511946723,-0.018778421708158986,0.005164694314057226,-0.014447710707263946,-0.015514964937586516,0.01212912046581366,0.009800621033886372,-0.12687947041056385,0.015488938185946962,0.027870637735144612,0.03215378937118137,-0.06840243515332235,-0.09427555440170998,0.05397666365531832,-0.023227560049765283
MIA,0.03361588318929039,0.06512738781375241,0.015792517559574844,0.043025500434446765,-0.011199520255008316,-0.04319087016332723,-0.017710324401224123,,0.13479139471487037,0.07433668597447239,0.05809647213729828,-0.07582798394642515,0.11841579556404096,-0.03938265274535666,
COL4A4,0.09687492015005117,0.010183162070178331,-0.03614372926191681,-0.015907932539538767,-0.02075931225867403,0.0012045639882458958,-0.012050357461828769,,0.07208795506238255,0.005657618111552331,-0.010049298539817718,0.019140216279312946,0.02830938218016729,-0.03509068011599657,
TAC1,0.07023229528439438,0.039815192745348456,0.06781150333259323,-0.02145371582272779,0.050962507326971246,0.05976513415560324,0.04653570829935954,0.070457827545045,,,,-0.021167261507867664,0.0017749169033957736,0.04784859899206904,-0.011799709853074295
RARRES2,0.03911495578638712,-0.0009653966679924976,0.006212658409505443,0.019822924348465675,0.010379373037632051,0.1110173258465137,-0.009514470640589346,-0.042166329585545434,0.005804666517027244,-7.11066405205586e-05,-0.04520031136881242,-0.07674849539746086,-0.004934099851460805,-0.10574170863125787,-0.04657188001961279
FGF7,,0.08011513761171422,0.12990089386388187,0.027147983370326607,0.03503630694164033,0.0006781804203338728,0.08031884531948269,0.026038752788553356,-0.013347564766570239,0.030776531095425306,0.010886028235822352,0.04120942719152856,0.08439022324039282,-0.017028431958222255,0.08221745074235297
EFNA2,,,,,,,,,,0.048503834973525894,,,,,
HBEGF,-0.023727709897399554,0.01792820695404437,-0.0360077774615139,0.013728718260177991,-0.007325652760364581,-0.08357355641123258,-0.0265926098909743,-0.027876245358028726,0.034464191716448246,0.009687236814613543,0.028067683840224865,-0.027860996486766983,-0.013467003300159376,0.024481340197643975,-0.0629993292803557
CSF3,,0.06216883598501795,-0.02711647117314158,,-0.021962952802533273,,,,-0.022670202332869392,-0.022651543768572962,,0.01051343086179024,-0.015565918672575549,-0.03691138055078764,
PI3,-0.024606816569319068,0.06135903139140112,-0.03265131964882456,,-0.02473057473525272,,,,-0.028516842709008255,-0.0560020157642489,-0.02114146128085311,-0.028081795439204214,0.01565820683445252,-0.11187454813011982,
PCSK1N,0.028914263729687285,-0.00781299029886717,0.006444750605686908,-0.037862525851353815,-0.012045684113811824,-0.05167624719198166,-0.011526144171724264,0.09817636157752246,0.00010620010559157886,0.04538927655940411,-0.06694307882744249,0.13051706988478862,0.04103310105077639,0.09086861346453862,0.09276654919703295
NTS,,,0.009948731632784027,0.11303940169996449,-0.02699511094788096,-0.005809829724782055,-0.02357465020668492,-0.02317330138103305,-0.02246126799565605,0.014510066366039059,,0.07391409855017163,-0.005232104282266263,,
SFRP1,0.06446110991525004,-0.01775305463084252,0.10503479853882176,0.021840089003717464,0.040158801709201344,-0.00791329417283974,-0.005306568903453182,-0.048111900885194354,0.0321831300538387,0.05637237309168833,0.07233312555955247,0.004607661275684913,-0.022515356055898553,0.01489458092313558,0.04456626797113273
CXCL13,,,0.1067031992027016,,,,,,0.04819736813262709,-0.05969756955375151,,-0.05518064215039098,,-0.029940143628857205,
MICA,-0.01635978816595133,0.03873310007646342,0.04518240107554392,-0.004645281416201334,-0.0149540428094726,0.02444664256159795,0.025205694596471668,-0.07377205448004906,-0.022746002068128733,-0.016432088008970662,-0.06800174403903884,0.04592285856273782,0.014851194527457609,-0.05898609695336616,0.018407249517291113
TG,0.029437275999932018,0.010647350951721368,-0.03752119611850593,-0.005849717549360158,0.002191476758733905,-0.027440432461524895,0.09283391134022344,,0.01095311327576447,0.028878210352713776,,-0.02784103177428405,-0.030356510491888974,0.16784670945267666,
ADA,-0.04469909209326134,0.03779590475515881,0.04167001177163609,-0.043791401038276064,-0.05615584487446766,-0.013109533048917247,-0.023788951187145618,-0.018504931191478,-0.004810327287166336,0.0575007710695617,-0.05871156114694917,0.00299499379017913,0.0018377934219956673,-0.044898630438067993,-0.035591794421774216
LAMC3,-0.007746741414689358,-0.028522688206438187,0.05222538256134732,-0.002264061534689614,0.04149176699163655,-0.04222187221847632,-0.017517433060491028,-0.022913158296912307,-0.012180401596770508,0.049184371890246645,0.0067818413230040136,-0.03564860915441699,-0.017130271590982654,0.06579352063069821,-0.057406766634848186
CCL7,-0.014877744101872696,-0.013851462685735743,-0.00690818645910225,,,,,,-0.035765829376653825,,,,-0.01631157389135388,-0.0625029937296365,
NGF,-0.011681444947717412,0.06560300726528431,0.004217868149414534,-0.021390653195520505,,,,0.07106256424659552,0.06944908260199673,-0.01229134476021893,,-0.021835462626624197,-0.04883636060767927,0.03880271654468931,
TNFSF15,,-0.01542428116692848,0.10940013918362529,0.0018973143749768033,,,,,-0.034867667485980657,,,0.013909887470325778,0.03160718170494653,-0.014261398955310126,
HMGB1,0.05793781986751505,0.0044929897748008495,0.05893653715748577,0.03019502956293074,0.017881382140686113,-0.00796626352909158,-0.06083568549579471,-0.045580125351862254,-0.036776748091446244,-0.003092884303299239,-0.06314014096788705,-0.009877403798241513,-0.004641727601377632,-0.011155267111564959,0.004575832963455789
ITGB3BP,-0.01080535785789789,0.03903994904671448,-0.03490968534806821,0.018355238933947016,0.01808280740566866,-0.03212648396888411,0.02431289265580934,0.027810280210150376,0.03943129153076814,-0.0539468190169384,-0.011527271861237583,-0.03903254947221514,0.0172153975531861,0.007955658180638779,-0.012431031197915861
AANAT,-0.02158534320108418,-0.014034519864335316,0.0329854768782884,,-0.01981117778756913,-0.01304080899023142,-0.03509827767270192,-0.02178632565230707,0.028340163131194644,0.04044290351139203,-0.014125456967182695,,-0.01725832540521348,-0.02253804350245854,
RELN,0.031582570591010946,0.05785507130352465,0.04063050967856107,0.010069141226328389,0.030333856805644904,0.08020815953862717,0.01607826688655251,0.09956522941941427,,,-0.03849034397550229,-0.02537376694846474,,0.06596321423640708,-0.008655497120662464
IL15,0.0015239949937939686,-0.02054121424829909,0.014042502506448822,0.0016113576973690764,0.058635669636913294,-0.01433707027681204,0.03479378355959356,-0.03256093437289804,0.01762003492690075,-0.024297166141324066,-0.038328966088737586,-0.006559873391060708,0.011547824280127902,0.021228150659826597,
UTS2,,,,,0.04033009607910012,,,,-0.026719577065187395,,,,,,
BSG,0.031061495765717248,-0.027426347554344768,0.002929011089701939,0.03144539730877651,0.027255220904518762,-0.07568479751545673,0.05879323422851962,0.07424584487721685,0.08685599023191364,-0.004495619926688619,-0.01743677935721911,-0.05281321706012024,0.07307559525871682,-0.009819231728027159,-0.003228913864675086
ADAMTS3,-0.0167741945100444,0.011779116215947603,-0.02279058367653713,-0.02976801609401624,0.010597053216334277,-0.029075650122301153,-0.016596472037468838,-0.03498371977333485,-0.0038953473316170576,0.0330075697863677,0.00026188519059565417,0.05797088121949717,0.04199776563887839,-0.006848984930876037,
CD34,-0.016239437364872357,-0.00048046786908874226,0.012964853896754001,0.020265184906254067,-0.020366660783924077,-0.014385959048356435,0.0029992352255209724,0.008442982867103464,-0.04416414911275357,0.027549382723095834,0.03972211156415318,-0.01497797513676145,-0.026001566737411115,0.04333692752663128,-0.01282122679378782
CCL23,,,,,0.061807590881061386,,,,,,,,,,
PLAT,0.05085507770685729,-0.032971731796061214,-0.03144621346670454,-0.01398213422765009,-0.004203143670918048,-0.10687213897884468,-0.0636405028092031,0.008503809220377459,0.0821230891331422,0.05778639081275688,0.04188495408043262,0.04218871474009208,-0.02596719292748928,0.05866489973326709,0.005134205773825871
NTF3,,,,,,,-0.04047482491519366,,0.10371033829930527,0.061805582073689184,,0.120974630415094,,,
LTA,,-0.01775305380032672,,,,0.0005522977952507494,,,,,,,-0.023227105103357158,,
CKLF,0.020374582551969972,-0.003083190992792072,0.0019066720261246158,0.027312377470231092,-0.0010974669474650993,-0.006454458635657821,0.00045110620038402074,0.0018395764491913858,0.01629977888787214,0.10068338256608551,0.05179653592235537,-0.012143193620018953,0.07077259665633492,0.058754714475181824,0.032324737765759816
CD24,0.07619090477870774,-0.03378433430677268,-0.020092371322992346,-0.0020326384987636283,0.041275987828660626,0.11442070814310594,0.029940858376548616,-0.027919360959395734,0.04732526525611778,0.10893982819652115,0.02556701806346935,0.09284394909718154,-0.0048462835411470775,-0.07695337901960735,0.06821237310006233
HSP90AA1,-0.012195925754672293,0.04633626906157347,0.005063684402542663,-0.04081065197312918,0.006166006582417539,0.009364322567634864,-0.08829303260833499,0.13358294118837055,-0.11966796210842195,-0.09010427075262376,0.045880025118655084,0.013628076105077342,0.0019694768327048607,0.058521866660406145,0.09112184726615578
BMP4,0.08510659835397133,-0.006894791975317407,-0.0056668267478138575,0.0334110348699769,0.06897951059585808,0.08738217359948695,0.0021614920897367828,0.02638735931020331,0.0015936592422690805,0.05173896750626411,0.028226397224445664,0.009538903644266487,0.006389550793054002,0.07445391371284234,
SCGB3A1,-0.014877742614118164,,-0.018466770232752516,0.05339284706490356,,,0.03506042000357398,0.018825805798183107,-0.028587667868080913,0.027314277401932232,,0.05227265691643805,-0.03420100942771338,0.005434765384795659,
IGFBP4,-0.06181394138280857,-0.04711902071182146,0.024629004002544308,0.018071213580195804,0.04283708761917468,-0.03370925570348356,-0.01008897988664691,-0.05164240809388305,-0.0607186780541365,-0.03375603690917653,0.06191673809463975,-0.054881162545630136,-0.0444076088936897,0.10011814037759204,-0.04735671397340644
RSPO4,,0.04660922437371517,0.04822177280995162,,,-0.017365097022312637,-0.0005930689231744244,,,,,0.07225414670395726,0.02664714209012052,-0.028419580104348738,
LEFTY2,0.01697926491927724,-0.010208752924127236,0.01219173060449196,-0.0013892977950918095,0.020334787619230764,-0.007977416284370672,0.002591568481485249,-0.023173316639114483,-0.0014551306431548029,-0.031833682274744125,0.041645233185523704,-0.0027612008437905814,-0.05344567807318821,0.01189272072702036,
PF4,0.07333793421154064,0.03543555220013683,,,,,,,,-0.025375941718732652,,,0.04928081081140833,-0.022262665208836605,
ANGPTL2,0.05258149581498144,-0.002212957278421605,-0.02702666692218628,0.039468922163400096,0.05488756816418391,0.018246121441274524,-0.007392065220249062,-0.12669251896916675,0.07413384428699224,0.01942067708430991,-0.03279657894993919,0.034550966437256775,-0.015403264276959176,0.060045443195934495,-0.01771571351376295
LRIG2,0.030607917218285395,0.0803197755564053,0.0014187432073045193,-0.0206817494118804,-0.04093483790315957,0.0011239234112375746,0.010091274078747969,-0.024536087538917898,0.1093650368730184,0.08129424353874248,-0.03635844608222648,0.04636291652013724,0.0518463235246676,0.005614938074875726,0.03897757789792114
ICOSLG,-0.010085918229170005,0.01259830428309237,0.006855934944149089,0.023985426935498405,0.040192957399115437,-0.022857749245131672,0.053166847796861656,-0.04898211524984405,0.050139400834072055,0.04781397646903001,0.04443201393317593,0.012918608579019216,0.027996077996145226,-0.0554172298949292,-0.0873946198565969
WIF1,0.050335923833979036,,0.019060265557295203,0.07900453440519807,0.08592408325009614,0.02990035153310006,0.06302428601641664,0.002733908259281979,,,,0.015233513565736007,,-0.04085151500134836,0.1191620558156477
NPPC,0.06635837086928129,0.05827354849398976,-0.008210342431162988,-0.03656808636004722,-0.04513088562390867,0.05712737918989047,0.022699034684513255,0.0029371923640033578,0.06676263128708057,-0.022466187548870278,-0.02919976864095933,-0.040915284386942974,,-0.011467600925090995,0.018686172964884982
LYZ,-0.030881097942961046,-0.05056116618908919,-0.05384601391781048,-0.016705416947136707,0.016650521647806213,0.014771793655867135,-0.021300139792909772,-0.04218031313996878,0.0918410751898163,-0.011829298421959353,0.06515893017669193,-0.02451522128607801,-0.03320758698301618,0.04744567180591606,-0.08150441172854277
EREG,,,-0.017623641712275574,,,,,-0.0238385706895372,0.030014455725007782,-0.024884716349048992,,-0.01460448851061382,0.01363898539143609,0.1919720267670503,
SPTAN1,0.0654993514682549,0.0008556622219761363,0.08046542098852698,0.06823316867515772,0.021042376699628104,0.036810337350422336,-0.018857854246467264,0.08158580402642102,0.060384650265693986,0.06646970645330823,0.046915344150538635,0.0689071422448291,0.02286639534130198,0.10696271476302675,0.12590087352530893
PTH2,,,,,,,,,,,,-0.046722465720550034,,,
LIPC,-0.018894378710365402,-0.021717875629245324,-0.02063512579335964,-0.028659746088098802,-0.04365835500083239,0.03862751123874439,,0.022278290356459184,,,-0.006219852961229764,,0.030041176099851314,-0.034717293773068474,
COL8A1,-0.05628623821826973,-0.060994798882382115,0.011369470378946709,-0.05200617977658391,0.02930442388074212,-0.0019649572125652283,0.030933527035016197,-0.041149558476411094,0.07135163741909856,-0.008608169677834671,0.04245699679839965,-0.02633410529918426,-0.05471269270484369,-0.09811768668023739,
GSTM2,-0.01105438053835678,-0.0033957661861280615,-0.007692840098986027,-0.01562842151095549,0.019406992671122284,-0.03532141489095474,0.00543702749850025,0.04722370431494734,-0.003679659857988369,0.09134110829149975,0.004016325359685955,0.03151468545563636,0.07745172190049851,0.02274360653804052,
SPX,-0.018484598679218645,0.15198581859930088,0.07206105109731319,0.005779393762637616,0.00025630754049541963,0.10953701887899028,-0.005764295671459281,0.033422854264671606,-0.011289030786362444,-0.0057087711284050935,-0.014269981764970338,0.000932799281652778,0.14008125588089734,0.03093470919085859,-0.010727480411978577
MFGE8,-0.035148904640279435,-0.009514143254792043,-0.013549191684981358,0.02604464415724888,-0.008724316158089229,-0.013121154970296133,-0.006518011745961828,-0.0010053748118976334,-0.05037528115182771,0.007728580586747172,0.048055225251600824,-0.007267515268493499,0.02767169424966576,0.04372004333737944,0.006967114203039713
TGFA,0.07181268558255127,0.019276939437641787,-0.04122209721825052,0.04957150528540274,-0.025491486054308662,-0.027067781249931127,0.0008041768087622249,-0.0938753096486192,0.0388620347247436,0.04828169228318685,0.0011482428871627786,0.0494458938271717,0.010433979474440698,-0.05002058614720528,0.0022687661358990006
SLIT2,0.02010890910957691,-0.009985562114470218,0.005260592908275298,0.0055703361985565795,0.07955712874990697,-0.05441728022691714,0.017479695929609115,0.05620670340126567,0.014191957946332013,0.0419785427345601,-0.04341288574739762,-0.04018923010492715,-0.038838858121969515,-0.04117401087553123,0.017674285558543487
PLTP,-0.006217175253949226,-0.04399389602460103,-0.023629515042517243,0.038631166623790326,-0.002913971084776477,0.0881513670323835,-0.007835042911661755,-0.06655036189760062,-0.039509194993699696,0.0009648348214412725,0.0017550096603325752,-0.10618595714746262,0.039739943994973666,-0.0586653236527344,-0.0009974609186967857
APOD,0.07369560388164967,-0.01887366582868903,-0.051599071931565224,-0.00611354049374257,-0.03610460920979927,0.05218693476265997,-0.04160375740745398,-0.10540061082567483,0.13591724890408255,0.05662639260696312,-0.022560496884539014,0.01216488061884026,-0.03645500779198198,0.09122841940514384,-0.020726158106224607
B2M,0.06318808004852393,0.025150042646875113,-0.05082224645473502,-0.06690925228168905,0.002365091449251205,0.09610781940487896,0.0023000321739708317,-0.12462633309982894,0.09132604566742301,0.06712981745742182,0.08239103612699622,-0.1009329623599805,-0.10948125738361532,0.042355809271311294,-0.06874445806028297
OMG,0.1014536856631957,0.024353482097772286,0.013058899021214437,0.018494567508682214,-0.059942468473079435,0.10866823230291449,-0.06382923231941412,-0.002256852975658378,0.0780431772643939,0.07978259582434517,-0.009484707969580638,0.02359593698458978,0.05457178979363947,0.1335257234075358,-0.03201318580118068
CXCL3,-0.03811199496547399,0.01888421848004946,-0.020649797091057524,,-0.02601112940961799,-0.08328140032556029,-0.03167187974133918,-0.03355862386562529,-0.06547416646381637,0.005274771460638577,-0.021674196175676074,-0.0422705277149922,0.03727076120649729,-0.07018391166973272,
CXCL10,0.08951878194431183,0.044533577787861434,-0.02507541140971252,-0.010801976737142088,0.03762477575643163,0.014021922953124141,0.04515217822607507,-0.0017765966872953787,-0.0369328071435566,0.05210062723397674,0.02275642550147649,0.08584008576650311,0.035184746787640046,0.1302427790844637,
RSPO3,-0.020209522974496255,-0.014034518827343195,0.2073365522115574,0.028272014223962236,0.003971537863048577,0.03450164050561612,0.04344329066762868,0.14616234192076522,0.013893803664173728,0.09573058512983196,,0.06127030417705081,-0.01655305792708407,0.017580095994127742,0.003752501443430716
CORT,-0.025790250404179666,-0.011801016493827851,0.03368516831687362,0.06776859563566819,0.016152838398244506,0.005581555685329186,-0.001191177260979095,0.06574401592499762,-0.040782510460306544,0.2560649532190456,,0.10772293212894016,,,-0.034226477018244814
NCAN,0.10199651878684693,-0.04229074496799819,0.007797105245530233,-0.0058170873764963665,-0.029845590165542724,-0.03063042257099155,-0.005056278675140708,0.11493891453922425,0.06723771816693176,0.091383968374457,0.04824834024847947,0.03631123599329552,0.1253574419491817,0.07603245492268959,-0.08321162676238851
PRG4,0.038580829020371465,0.11410510302189303,-0.014774666874826144,,-0.0003967463595482528,-0.027413048588100102,,,0.06414993979001891,-0.008076679652846568,,0.04079738289949727,-0.025280997117234288,-0.03098659696610754,
ZG16B,0.01237634717214085,-0.016076318982351567,,,-0.030425581375809956,-0.004121667825025521,,,,,,,-0.020639881796946355,-0.018992336677889108,
TGM2,-0.033557553247629185,-0.021386585616889966,-0.0013727240856483784,0.021250244177654976,-0.0018753290599619978,-0.04147178526716,-0.0035650324439051636,-0.04182906019520857,-0.011936322302724399,-0.03260600972924813,-0.004276942279447532,-0.0007842484471863562,-0.04411873883735814,0.010172763683170771,-0.04118119153241776
VEGFC,-0.028408688973063596,-0.0132487977785912,-0.02274310817170454,0.0414527479333524,-0.03715446786020127,0.006906478219220333,0.02391116065066653,0.013243889172932123,-0.036000278019716704,-0.04574112458925567,0.025739212087110934,0.010303210565009593,-0.0549333283788634,-0.051565319592585646,
WNT6,-0.009629821322188486,0.041181522908126385,-0.0027359214552571637,-0.0189561117941148,-0.02771201660534099,0.03319888236178028,,,0.07063697354554395,0.020989850395725228,,0.0021960843368327527,-0.024926899245947577,-0.019624781900431296,
NRG4,-0.01370292463875195,-0.01685786636284261,-0.0032511501142246696,-0.023205785092451525,0.020978104144643888,0.04191195181624534,0.0019449463727108606,0.005092966137920907,,,-0.0012350697783828273,-0.03879578850706254,0.13259073618658435,-0.029512661950220537,
PMCH,-0.01579335808175281,0.001788707709772254,,,,-0.027642293767005083,,,0.014457273511141342,-0.014300488631082818,,-0.02233701323589736,0.014463728274045573,-0.010503144267517197,
COL9A1,0.0118370155914549,-0.017606811032364496,0.038293644170171545,-0.024599840645673558,-0.03623799572125558,0.004463669171249087,-0.003248889786859621,0.06874337084442905,0.05902931233441542,0.06748407808922545,0.016471105882334136,-0.04404043962982023,0.05617537299854302,-0.03614661962568953,-0.052148769672270286
GDF11,0.019175170663027936,-0.0191162889959144,-0.034919263856171584,-0.004146460847550089,-0.06177497446452566,-0.026431607589355057,0.024837369052570897,0.047563861505060305,0.003308915477563411,-0.018774113647822246,0.033571165891863555,-0.035206443918952224,0.022646380684001394,-0.05445252768965145,0.06806042283414294
RAET1E,,,,,,,,,,,,,-0.01815858896850647,,
IL24,,,,,,,,,-0.010586020971940708,-0.0249713352296306,,,,-0.03299417427123173,
SORBS1,0.04165344990431678,-0.009292716635433605,0.04101278541616316,0.01679976909838463,-0.00449532447071677,0.04164179405168154,0.034824028959642386,0.04372353984263712,0.014026287779448256,-0.001702265543888487,-0.07119269413724386,-0.02309743510582219,0.04151316865446665,0.03450383106379425,0.09450497384546039
DLL1,0.08374340842410224,-0.003377404405118289,-0.0011055446380167642,-0.025457312920570133,-0.0330859342912963,0.04172396984402552,0.015147516633226553,-0.053630482497631596,0.04362963698780889,0.07654353624338854,-0.006077151515187475,0.023976827320268276,0.021160283208431836,-0.004609014857717827,0.0034231132313415403
TLN1,-0.031305649986479306,-0.055030663846124254,-0.006546637442153329,0.02223270357488641,-0.01278166063005584,-0.014186181650083875,0.0170879641113256,-0.07763948954075771,-0.05868440660737711,-0.059665184918001955,-0.058516472681607576,-0.02901781941939081,-0.015234533164775708,0.03656422459506312,0.07870120631148535
COL2A1,0.047480350498114526,,-0.01319601886269469,0.1055120700477314,-0.026011138261493604,,,,0.031063211203337108,0.041429228980867046,,-0.04705651694859821,-0.02409029406300337,0.011266224890520394,
SHH,,0.06409951908135664,-0.0334528006344446,-0.022415768544586677,0.09308043389857916,0.020488600136697056,-0.015743639263050318,,-0.05032501841077716,-0.020591267762489433,0.03148351109491007,0.018707221647337006,-0.013239562528271668,-0.025867990912065004,
PON2,0.0750631297288327,0.020425032980772567,-0.05307481325294222,0.0011937977930331861,-0.04524835488862247,-0.022916436278342965,0.021689400787214003,-0.026804633371806188,0.11987514393260715,0.030599596106650966,0.002632831494559765,-0.053808331966631096,0.05462727779545984,-0.002478605389163739,-0.09468401308081822
ICAM5,-0.03128054517228069,0.01739690259496009,0.05060335808967785,-0.020868357749671825,-0.03470266480371705,-0.01919795967294229,0.05117105647882287,0.11185725289626001,-0.025981305454492114,0.04201038710072456,,-0.034105363191937486,0.011410380460926402,0.061536971470445304,0.007457652981151053
HPX,-0.00733613705899304,0.009761486903438471,0.06772429716970621,-0.018956113072838326,-0.03787763643293769,-0.029111383758827925,-0.029605737484044842,,0.07106436828798782,0.0014624556248354383,-0.0307784329417559,0.04795839831675284,-0.02610534638316898,-0.047098788864842846,
SFRP2,-0.0028857800613247457,0.0008366783448520888,,-0.01969928837900391,-0.020759306145810813,-0.02197393891192008,-0.03064737864671393,-0.08690347971010623,0.038106011069534554,-0.007854339418665476,0.0500143191400329,-0.0172921830543762,-0.0323397869157905,-0.024423182984407158,0.09625348187407494
CFC1,,,,0.03825542245090289,,-0.01209812273655079,,-0.003177422493303272,,,,,,-0.026114062228973597,
CD70,0.013598997852955748,0.07650093563907905,,,,-0.019304127242770388,,,0.09172390271035474,0.009078393134655728,,0.03815437570072874,-0.0252546836081373,-0.05184539735361221,
HP,0.0036664336876363994,-0.06275913950045542,-0.006021592550534359,,-0.026298900903616772,0.008401631084715555,0.01684156885231226,0.017591599394723555,-0.023572798822578737,0.10670967788254002,-0.029401046190050333,-0.013446194994737178,-0.024761566955171226,-0.08590092025610453,
CXCL2,0.012129273938792581,0.014519803525602986,-0.04495551430245112,0.024201674143082236,-0.07592074936400411,-0.012689125030325444,0.03994182571057996,-0.02726707436530275,-0.0017398296301978828,-0.005048711626537641,0.014746281193343364,-0.036497053789114005,0.0028273936970438823,-0.04819948607260015,-0.05786720948354235
NPPB,-0.019193727908750045,0.03139232028531585,,,,-0.02081122293564926,,,0.06782651012862324,-0.054142885623860035,,0.011366678708941577,0.008277527013404371,,
CCK,0.08649555913120908,0.08862160601799594,0.053428759030463194,0.058831516378317274,0.035587328523946006,0.10252418760164055,0.050221700907074944,0.12005029500459463,0.018498182924908946,0.04363919271325062,0.06826677198175313,0.11422072522134516,-0.02178276549853594,0.12016924384624739,0.07129022284031554
SEMA6A,0.04042037007304849,-0.029637531355443145,-0.0060848264441955464,0.012782318458206241,-0.0638717502199768,-0.01282031794861247,-0.012777814094820409,-0.0731209982378088,0.05262287824081624,0.02744958316673302,-0.015485498595441002,-0.07007124840394519,0.06530671909537857,-0.005294974990512006,-0.008740649447421069
