,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.06768462626077479,,-0.024726802766686484,-0.017712205614860203,,0.04762649252652783,0.00938215160624832,,0.020193823893857862,-0.007994163306437407,,,,,,-0.03313407165145969,0.052703386237442834,-0.04746243627998443,-0.021620883553614533,-0.04091091030550053,0.055165923710575514,,-0.009599185923096278,
PDAP1,0.06998071940038555,-0.012291300672358844,0.03308417441453782,0.010280772042448046,0.04236204850932547,0.019248408532004147,0.012854126074483045,0.02583957902038371,0.08840133185836858,0.0076236954385285015,-0.019707103216972777,0.08398039175378193,0.03488264717745485,0.03674518285230598,-0.027180552093353287,-0.08782899613166015,0.04004227962688597,0.026652979497529768,-0.09875590904148593,0.03558098562455495,0.020518930536284317,0.04514594285114081,0.021181757433856894,-0.07216818057005836
QDPR,-0.14196993030966493,-0.043468642725730325,-0.03792601351749239,-0.010602807138181996,0.07168412662500462,0.01710948810512467,-0.0730718728115214,-0.01120893949370407,-0.1295812298031609,0.010462226219044534,0.035432324549592276,0.11436006757471222,0.03466741561484839,-0.03409811865524128,-0.08742485061901276,0.06978566624588428,-0.12089069812467741,0.03376344074673543,0.017173624618623973,-0.007882633541034656,-0.11901626451748915,0.10041588853815508,0.03323030270868553,-0.07459670600721777
POMC,0.05264601139289859,-0.01473536920541802,0.06346873441721168,0.0064068579760546435,,0.11266503912037672,-0.04097675197309462,0.013837088862112977,-0.043362950531319465,-0.015671669498499307,0.025619140503086536,0.028071430955650244,0.04885288587862724,-0.015189807073907977,0.06048367432537956,0.06285126620784783,0.0020016952523581777,0.06431749150107585,0.0251886134985288,0.038031928940523124,0.07204486538874497,,0.11935434376479426,0.020438132531547977
CCL18,,0.08007588374095466,0.06948504879539377,,,,,,,,,0.10823775463309818,0.003642511287206365,,,,0.03407326400297726,-0.07131224387299298,-0.03163476452066411,,-0.013236717843575078,,,
CCL17,,,,,,-0.017485940448923015,,,,-0.01684501475124825,0.0673395411594286,,,0.023648894075952036,,,,0.0657915406131251,-0.04970163588955646,-0.007364750601201531,,,-0.025272526435605503,
VEGFD,,0.03467175344247646,-0.058393677963524286,-0.03517380705868062,,0.0717824678783085,0.032062574336979385,,-0.01733333361621317,-0.01794693844650488,-0.027087481603706547,-0.029792698269188823,0.04975534285391207,-0.028608609963939133,,-0.05562393783962699,,,-0.03442984025194072,0.04440206256054838,,,,
TNFSF13,,,0.024305155284958534,,,-0.01206141037476399,,0.055682134079295766,,,,,,,,,,0.04442389244482543,0.045921159893900526,-0.01287445500350749,0.02084406621558905,,0.018340211220449536,-0.010951547444583739
WNT5A,-0.008319009127056848,0.00831038274088805,0.013526672823491607,-0.03772392681293521,0.010097645395484781,0.0009142050736714593,0.059382332988534,-0.00042837714302285785,0.09580018569335004,-0.02138866337959231,0.030025348183915942,-0.05967434993034969,0.1006405556853562,0.024252652220757957,0.0771943199716871,-0.02640940297123145,0.09494579544067695,-0.01912829341541443,0.020095616960398268,0.02898989842512722,0.12794852746119814,-0.07250778469611181,0.1798257682044222,0.10174157397048682
CXCL8,,0.020381549130708575,0.014554040299182633,0.019101004559838333,-0.06886821609868428,0.06039040241478286,-0.007334069638780074,-0.014445804074500067,0.02822509005945754,-0.0025129714649953696,-0.0008015372571673172,0.1644564789389795,0.0675578808295665,-0.04149105001497918,,-0.015812697583994995,-0.016472560768624946,-0.042435186524616045,-0.10561115826951448,0.010600844434963069,-0.054700625208356765,0.06531803106700651,-0.04275801040454938,-0.03193373474524454
GRN,-0.1385857284453509,0.02059695474295079,0.1005435072989257,-0.014605087487359086,0.0009797804883545048,-0.03486176842843873,0.12384030091184804,0.03052572911039277,0.12475071701489933,-0.027437468648953692,0.008875336381242334,0.20402502645067402,0.05128137563375239,0.037113120133838974,0.049212306864931235,-0.00515736971623752,-0.03061470104335787,0.08027623291222191,-0.013664086063443099,0.10213009836704699,0.12913071162070255,-0.004311006510772068,0.17020506563839974,0.09925562172896735
MIA,0.005442767447095922,-0.028797313287702846,-0.03372988398417578,0.07673061092561023,-0.037973441589971645,0.015000319749225562,0.04639158271345541,0.06079529602080196,0.03257745682926413,-0.033109099317896566,0.1089938462306616,,0.037365984889608586,-0.0016950833622008945,-0.02109858962101183,0.0009443903225391206,0.08528235212538181,-0.000921082876515909,0.04286316336746853,0.0783642755803584,-0.055358289431213105,,-0.013425398904257183,0.035507220855529154
COL4A4,0.012916507031576546,0.021484699246876408,0.01707345112751456,-0.03014940171940735,0.021652511924323273,0.06462260768728029,0.10384252978241099,0.0011541303499043166,-0.022426507701440328,-0.017586716562680935,0.004606932170123696,,,-0.038006831908603364,,-0.012205664166221727,0.02834399224503185,0.030497600800174704,-0.03960206360792487,-0.008796661826665178,-0.026627477765037686,,0.11457347462364503,0.10350404749808748
TAC1,-0.00887688315259862,-0.10930973579996799,-0.07378017818729006,0.0019550749198406023,-0.019865224834929036,0.02055705461276737,-0.08679567759207805,-0.013480134384926134,-0.02471941603484358,-0.02667058623736373,0.0014832676673945118,-0.09864108250426376,,0.002267865590023381,,,,,,,-0.05624123270921293,-0.04429009423369544,0.09753257918227348,0.05851363778016814
RARRES2,0.10602348136274567,-0.09824827427437458,0.0016618725369791103,-0.01345507870568074,-0.003052062483312351,-0.009797826596910631,0.08078448048820815,-0.0434842967080317,0.11144640768378043,-0.013221324001170352,-0.04909693346434142,0.0001660735265934308,0.38302255428890025,-0.03144587155074576,-0.03671381362780136,0.017237482212487165,0.05855548914848766,-0.06611737966864704,-0.04082316937447687,0.06608377123042779,-0.015831666537748965,-0.07783158304960819,0.0965665519079859,-0.08844867888412151
FGF7,0.003916160196909341,-0.033649891573755496,,-0.013228219377494126,-0.0059207105483537435,0.006286915391884519,-0.025111409742826406,0.011806722880775373,0.025741749136600087,-0.0015959029476845278,-0.041146054888585054,0.0076004422834436815,0.07612983536503139,-0.02847544364689543,-0.04526603485214106,-0.0619871336256927,0.02807682047104885,0.01000949615499152,0.004632083325480671,-0.03562520609247635,-0.009796139203796511,0.04212094689195245,0.042462529475914446,0.07554324398636365
EFNA2,,,,,,,,,,,,,,,,,,,-0.005687656904755349,,,,,
HBEGF,-0.051649173875082686,0.0972817651459857,0.0740760520063394,0.07362696546783987,0.04753047674179496,0.049577708288633573,0.08902819614391863,0.0630853229831441,0.09510109600852831,0.010873752050672182,-0.02866633260864118,0.17111545159926866,0.011132471459490794,-0.02170582244413451,0.028269307395738928,0.05126894863109098,0.015729093829651798,-0.05173730684528962,-0.024246136091830885,0.01640973896846842,0.013766269574995655,0.082503103325444,0.07647730736299534,0.18155478022175317
CSF3,,0.1408657010014646,,,-0.05872032618571842,-0.020841716362857508,0.0589328861001125,,-0.02372681349145253,,,,0.129944039574214,,,,,-0.01050730018883301,-0.037686058140380424,,-0.054276028972840354,-0.029785424015853934,-0.036844446716681634,0.010176899512121815
PI3,,0.10303583567397731,-0.05284462473314174,,-0.07248063207693985,0.06930216868552734,0.029209839898715867,,0.0028330197856834146,,,,,,,,,-0.034665096288299044,-0.09367326513925345,-0.014421974370176798,-0.12365345821614285,,-0.12381416430803963,0.0196878729607426
PCSK1N,0.09088825325410546,-0.0771024429088708,-0.08451384551029681,0.018074693001678722,0.09372732575976701,0.012955960542646267,0.01594096787606195,-0.0101537718979246,-0.0132761281873882,-0.0005036993380997705,-0.028281949690892597,-0.14538378488054945,-0.020874173308616496,-0.028899096033889942,-0.05703644091683812,0.05210220682418544,0.02354124426240146,-0.005137666785545173,0.022471452161142144,0.00885945140892028,0.0058182176008915116,-0.018937715958509686,-0.0693035055882276,0.01162018880893693
NTS,,,,,,,-0.03949229950214319,0.04429966404756919,-0.029163107911772308,0.03612295159286666,-0.017787886105086338,-0.026822998664248227,,,,,,-0.03187297115806833,0.029196110965106034,,0.022466455499434223,,-0.03393489125863983,
SFRP1,0.005973155982944139,0.02128653370337247,0.022760136473722558,0.031026550985268055,,-0.015257158936066753,-0.048225008427457444,-0.00914361451947936,0.07600096864905918,0.003543987789731571,-0.02078840976879531,0.13080599937363285,-0.011478679213040697,-0.013746142601644973,-0.015545491728814961,0.01772908580079445,0.025997091546553632,0.04712872545515077,0.032775250938035363,-0.01718280023518893,0.04013755095851076,-0.011234578750133334,0.154750824321004,0.054721511271716844
CXCL13,,,,-0.01186695743711576,-0.01628593918081494,,0.03615245360272595,,,,,,-0.045501967918914615,,,,,0.0019658893272827,-0.05142224359874336,,-0.006218344631547458,,,0.019815422493187927
MICA,0.06692628734383486,0.04381965588007758,0.020555363256860942,0.010228685756762603,-0.0341689193021188,0.04457837444626548,0.042776330908568964,0.026311530500950538,0.1162301187810438,0.019518493706945375,0.05516060089856349,0.0639035444056659,0.14458080674572488,0.002904782110213887,0.057825153374283095,0.12124324894568944,0.03906554233513722,0.014913044431030724,0.012957522967383164,0.03973669647656619,0.15117131472764808,-0.028398675528958226,0.1506707500677642,0.04319620097252085
TG,0.041577121977974515,-0.0695749794011632,-0.011150648560354665,-0.040444629511128476,,0.01798172637435628,0.04531905786759292,0.06458581114905232,0.052594016087877685,0.04747084862716995,0.14020236007042203,,-0.02527476222145477,0.02952703687619624,-0.005669341685002997,0.08491448145431824,-0.010396761117168519,-0.04474206986213092,-0.030643358881554256,,-0.011734579964354659,,0.0740299441131343,-0.009532823008696869
ADA,0.017099449615839545,0.005652089413187663,0.035224260990593795,0.1088125157221884,-0.0686404738575029,-0.021534168608979946,0.019052757336068513,0.09695090320701191,0.08322600094924351,0.006759321015805827,-0.01543092595345105,0.09012972508846454,-0.003342142448323093,0.023998050961779795,-0.013453234225865803,0.08670570837448746,0.09472555395364332,0.06258639381192058,0.05414392913038339,-0.04665048654620084,0.16201548514530995,0.017455967486241702,0.23915000867470027,0.11221542422834584
LAMC3,0.039693645110608834,0.020944187706569094,0.16260848871199854,0.1172254579656831,-0.004441586205386404,-0.04295675870592243,0.020570126470116606,0.034534876270517,0.09256436972572035,0.016221151818643507,0.02000611910899086,0.04558374705226663,0.011453623323013092,0.07362007769457189,0.06445307780323413,0.004361863957983928,0.06954941990754947,0.08081425110697554,0.10079780963201927,0.11188309968900612,0.27007691358776503,-0.005794495070709877,0.256062362409252,0.19966044575653052
CCL7,,,-0.024478440117342654,,,0.012115552905144345,0.008624213271710097,,,,,,,,,,,0.04317670466356281,,,,,-0.02042407297548237,0.026997149872463273
NGF,,0.06302000644824274,0.06396533340969461,,,-0.02727531161728621,-0.024602080476219645,-0.0248464033629376,,,,0.055819169394215974,-0.05453725530724366,,,0.03380902473974381,0.024744505950540167,-0.005497165468655081,-0.018805915124600336,,0.11020325224041345,,0.17427232415007907,0.0910899999608863
TNFSF15,,0.07033715624445946,,,,-0.013255786912837362,-0.0037224313405005618,0.10435864569930563,,,,,0.04216505696027743,,0.04857487669181166,-0.1186155684149839,0.056066921833300316,0.042796431327062304,,,0.011945572259321966,,0.10905111291666443,0.07755700609981425
HMGB1,-0.023957085035378516,0.014645123742035901,-0.09899060681362573,0.044212153942600196,0.012722962359635352,-0.047576142871753366,0.04328326337803332,-0.022737575137068256,0.10265829633121792,0.062978603690948,0.01374500676855716,0.0528569853068499,0.05369044626984621,0.04209806584628627,-0.08352620159863819,-0.033256736395170156,-0.08168177814530682,0.03494367680489181,-0.05715934195412949,0.04651619601133081,0.08214301163060668,-0.029480779137607382,-0.09765560614346455,0.04095064367605292
ITGB3BP,-0.015125586115618624,0.03238913123425307,0.03872520377870206,-0.04007246461422984,-0.009732269067506651,0.07844683373884614,0.019285796649600208,0.07784976892138024,0.1208581573209667,0.046670006178183926,0.05445376951655266,0.024498466206388594,-0.0008479427841329174,-0.04797599509956391,0.016229519103878657,-0.04572431791115267,0.07558857249426995,-0.05922446704893558,0.0005084537626903552,0.06067346195991118,-0.03377786757078796,0.15112815683708322,0.05379155745914579,-0.042505520534179775
AANAT,,0.06989698682414601,-0.005328892222336374,,,0.08289767421716283,-0.024840483221761658,,0.05225562617010914,-0.0152618630756563,-0.021130386985717443,0.12436822446230729,,-0.01511650001214772,,,0.01563250161626387,-0.01165744453547898,-0.0343160161948966,-0.022324327162239595,,,0.025981467731710128,0.05444807151594637
RELN,-0.04212863857589992,0.0041415410450402045,-0.018458547825607578,0.030680703180341055,0.034480785317032525,0.0064311564607136065,-0.026235327367651853,-0.0033892090580370333,-0.055467757237634766,0.06470768710393121,-0.01709871685254375,-0.07262650250710345,,0.013928221477816527,,-0.04506181655906313,,,,-0.019791805285859165,-0.02054279473013788,-0.054001602172137474,,0.07725563733466283
IL15,0.018710528246064635,0.07716937200769727,-0.00686794170715112,0.006055368989625029,,0.03461946795138865,0.03243561875805428,-0.021467023389705502,0.029987102254599295,-0.016244323220939428,0.004886931834005401,0.053799849710050654,0.10479928401335746,-0.012966463534658187,0.05342047450730025,0.001973560277551673,-0.011501496600307895,0.040185036239972334,0.06317479387731918,-0.020206103922977014,0.045828473356017314,-0.031502612442512394,0.09458366451934637,0.008247994216676312
UTS2,,,,,,,,,0.06063863855507612,,,,,,-0.03001389259118946,,,0.012009571909346775,,,,,,
BSG,0.08969999996010397,-0.057560669213013185,0.013143556141923533,-0.019044509762985166,0.08050244139066424,-0.005608497639101641,0.051818423759858574,0.036943135710834525,0.024138252854662944,-0.025800499769247885,0.014577539502596862,-0.04804961898716672,0.2425595578539285,-0.09796608799160304,0.015818545427012744,0.09823249155492474,0.1341402378326903,0.026178117620072085,0.004677853264865147,0.006828254045469967,-0.035613668271901884,-0.040140422375693895,0.07481589754580437,0.12217727998403176
ADAMTS3,0.06038248666375815,0.08368343880399112,-0.009962179529305783,0.030496781704424603,,0.06843257500195198,0.011197174703425867,-0.013429685646019407,0.11217691221431686,0.03839791771229847,0.05136788186431978,0.014015860710776177,0.05520948609920998,-0.0004174139721354391,0.013733276739865281,,0.023976050104444018,0.03554461022998073,0.09661401137579934,0.04270584118737591,0.04109903510271105,-0.03621878930834556,0.0722539022158408,0.15809890406075702
CD34,0.0932325822071154,0.06608083882784392,0.09695213542013306,-0.026758200716346683,0.03896813285368945,-0.028348783660746137,0.043809431367793916,0.03882662609948826,0.09153716449663245,0.03981039847658308,-0.016134373384262,-0.05180352929040722,-0.057683165958319765,0.005504049841931113,0.08232006972307589,0.01986475364956867,0.12154149155022115,0.01557105910004308,0.01235500540670272,0.09977667263695827,0.20603458553954385,-0.06917673235533763,0.29696313861222234,0.0820495129759428
CCL23,,,,,,,,,0.054674122760086735,,,,,,-0.012632668130648794,,,,,,,,,
PLAT,-0.006174088986098555,0.05157444589030559,0.02245392563932304,-0.006297439396447446,0.03895420379522344,-0.03591438411063283,0.027634981951493897,0.058107460461898776,0.13091998741052152,-0.026872749699172003,0.05942653369657688,0.061398062704021296,0.04747456436824619,0.027740279124565385,0.06385977188021791,0.007608619194751419,0.029935249810391786,0.01168156358878101,0.10344537726389919,-0.0014542262658169486,0.17935207023215882,0.10889526631479396,0.12660924325568965,0.21370596748478643
NTF3,,,,,,,,,,,0.0032623765160641706,,-0.09846019340321878,,,,,0.005087814346832119,0.01875367008651796,,0.012163199786792252,,,
LTA,,,,-0.01833774670133343,,0.061237276169560005,,,,-0.014698764676736507,,,,-0.023175870479990392,,,,,,,,,-0.01678103554910744,
CKLF,-0.08117587422714778,-0.03898403006865754,0.07289763578060204,0.005976457059649704,-0.01757014964351502,0.009259681958307394,0.0928879063045721,0.052294915203295114,0.12159268887846549,0.031712594927823995,0.03689916564728033,0.06358803019584983,0.10146761692042715,-0.04847516102980145,0.0671955347801874,-0.08418928290721242,0.0790523210825255,0.07159183357471101,0.09281941565713452,0.008332923345129833,0.07577381197824559,0.05885029166731424,-0.04204586395768707,-0.0365159305337495
APELA,,,,,,,,,,,,,0.17195217832159249,,,,,,,,,,,
CD24,-0.05214410957461833,-0.021056696097893682,-0.04251546994220934,0.0008828849130635076,0.050332799316034446,-0.028606719821882513,0.03006872119494668,-0.006961609092995253,0.12609018424273555,0.006552253320516974,-0.011793055241037574,0.07244324328796999,-0.19727628627504598,0.019758570676376982,0.10512173270321959,0.02240148238615888,0.15331186419804818,5.032046912289518e-05,0.004191000159527935,-0.04841838007344442,-0.0156096224486298,0.08063696146084595,-0.05016963939098061,0.015663570119919257
HSP90AA1,-0.10953138230326612,-0.02130131820104264,-0.09490001756157233,0.07557631810100911,-0.0277147770507377,-0.000459347179954118,-0.12837808076097834,-0.050982074304753336,-0.08205239083898651,-0.015418331939398514,-0.02591789993717728,-0.10812164375825187,-0.13697979691992848,0.013861219511158361,-0.08054123998882702,-0.041172697280163616,-0.16631327277721547,-0.09891839659929869,-0.10226874065810504,-0.02939595235033926,-0.050702494172728256,-0.09110140861354638,-0.10643758592819094,-0.0265510529977857
BMP4,-0.05229806827693897,-0.07980094154284262,0.02843605377795419,-0.000899471456769619,0.12153880335972284,-0.018501219229004964,-0.07627790402383611,0.03547593957771661,0.02335538958787022,0.05833299206215207,0.026794344723131927,0.001634388380908764,0.0008251322109481393,-0.028297968157864818,0.060204150888293,-0.004409713635666752,0.049134265777251204,0.07238470508096727,0.055043302986085306,0.092338820931661,0.15092157190365577,,0.15219422350869005,0.00033531665280154204
SCGB3A1,,,0.01472686913886211,,0.06507928225442451,,-0.03239549901002469,0.03913223719932211,,,-0.0024230830491835443,0.06689360638413096,0.012591470734783977,-0.023173186063816156,-0.05717130864545496,-0.04259352150063454,,0.05186065740980946,-0.01236368649938587,,0.05810030298000737,,0.05492152337044199,0.06688916799826228
IGFBP4,0.06136241988757153,0.0867109499351528,0.1456547635174444,0.0343821049024612,0.04684739052492945,-0.04358260732755566,-0.03414448287157209,0.07585388486931023,0.11940547288117274,-0.03175293032412464,-0.016530879487877927,0.08177410582932322,-0.11142698047792209,0.026877642528473862,0.03143739203537336,0.03421353992843632,0.021011619404745677,0.1182186387690117,0.008745402433106935,0.06824673355879472,0.17173316806800348,0.09765931197290238,0.32074411947377685,0.2462004211802861
RSPO4,,0.0007141484051118558,,0.006886590769743744,,0.11277734249719552,-0.058343064061642455,,,-0.017095558157061326,-0.025985417854581916,,,-0.03807673289093971,,-0.015319789049005984,,,,,0.03239779476410085,,-0.05798648693953904,0.032442500937424824
LEFTY2,-0.030729356416818784,0.03326961107397308,-0.014829057782821592,-0.03010839828527646,0.08192142508538744,-0.02535948609540444,0.06407752928833413,0.08598182600536987,0.1391536828600169,-0.013303457738403567,0.0777059755965446,0.03363959514780791,0.18917066841194727,-0.023955463038031175,0.03577823276897001,,-0.05099642623930105,-0.042840783473871345,0.06070724194890448,0.001615577318887984,0.018199786384697905,-0.04877724390670068,0.06059869656934696,0.1887316656844957
PF4,,,0.05791619358309572,-0.015154138457641575,,-0.010386084373593847,,,,,,,,,,,,,-0.029993132418156335,,,,0.0081797948092824,0.026786757057609467
ANGPTL2,0.012177326087801407,0.07180582043511548,0.04690695464984177,0.009617201504396128,0.01375221179556094,-0.000400696099279998,0.04339246182520206,0.06068545506638942,0.11761199540102238,-0.02210785420525361,0.003119801707473043,0.1578701976037482,-0.13950693670010708,0.028817410085723923,0.06294271718188313,-0.044358902089900905,-0.013481690536725667,0.0737404346834209,0.1162836129829932,-0.033723218134097344,0.1141671281776529,-0.02313702825378299,0.13910885853712654,0.2349491690656895
LRIG2,-0.011242786750189283,-0.015183388712878219,0.04770995386051175,-0.002874918149078044,0.07106829043200046,0.04804174008431709,-0.037619270381647155,0.04653406626976136,0.018360555508727526,0.014031117148748983,0.004948725691209385,-0.027575511235887633,-0.09252423080267187,-0.01580522424371599,0.0050378327958332195,0.05288913914590112,0.13865725610041554,0.005943444899231593,0.08416555424010201,-0.0629865402295924,0.019356524873838838,-0.06344649188409344,0.06886457400974097,0.07203129255617623
ICOSLG,-0.030937673067569806,0.12649959551293452,0.08219705040785756,0.008807758649387168,-0.0275553784944932,0.08905360610117814,0.026263364005872702,0.05060517796176847,0.022295432064602508,0.03609110459890011,0.035370555330804396,0.09544648001799565,0.030901868568125962,0.053709854544628496,0.013562770649318006,0.11103588540322447,0.03180101200568327,0.025415998199012343,0.08532825595184843,-0.012531682882167272,0.05384048025431044,0.049163091115322355,0.11482516614259328,0.14202747828331017
WIF1,,-0.01033885928527527,-0.011494056980897739,,-0.022173095006313977,,-0.051734319210585494,-0.019869712853858378,-0.0656655829471774,-0.01319223730984031,-0.012017935189052765,-0.061443922334840806,,0.023220311984732154,,,,,,,-0.0338501962505425,-0.0320566378113055,,-0.0689666863504692
NPPC,0.06651067652891574,0.056844823780986105,0.010034736013918629,,0.05929313510464971,-0.016111378138586263,-0.07521285961039892,-0.004609617429302597,-0.004710993790510769,-0.02573386333283433,0.03485793952718252,-0.03213870288174726,,-0.05462573436253486,-0.040931543802466774,-0.027259442103295204,0.048190797081540664,0.004277170335377328,0.027234688713276774,-0.029650899070534045,0.01293214378103934,-0.01587959765502338,,0.03443769900858052
LYZ,-0.048227792319889926,-0.039444316913450246,0.04628360913299014,-0.010343801191812649,0.05750445714204677,-0.023030141272046677,0.049807523947601746,0.058311250728950284,0.07749522303419293,-0.039586450984984575,0.0231958100135363,0.1468924532831839,0.2174698937374769,0.022676430293167217,0.10841346092567658,0.13692487181346674,-0.016586294640877026,0.025095343249737723,0.07373036211496124,0.08667566936470639,0.09615657855899497,-0.0290688433592203,0.10246749703181046,-0.03068310295604785
EREG,,,,,0.010663397016027905,,-0.011925760254580826,,,,,-0.027593045084478084,0.08840556483332156,,,,,-0.004414983834481347,-0.029575442195915704,,-0.06701508161495824,,-0.03369370260926091,-0.009618999353536032
SPTAN1,0.08375883739003319,-0.008535502499532572,-0.08861150609825238,-0.006055918024317316,0.024206839496162605,-0.048483503356310596,-0.010270203637826963,-0.025116623665914856,0.0004899570425937489,0.0210703336397576,0.059651055801034136,-0.13947409061014465,0.09878512204127947,-0.022151430885032453,0.049199813371273125,0.07229186276124337,0.09714030528320064,-0.07561422581215152,0.07525759143407604,0.04399075799496873,-0.029394436397828665,0.06824180340282841,0.04311881780559065,0.07182974048869188
PTH2,,,,,,,,,,,,,,,,,,,,,-0.0029957308100922227,,,
LIPC,0.06688677061968265,-0.004043673905402042,-0.052109344376889036,0.0031516195342046025,,0.043539466603162505,-0.00015323188559941667,0.01076966142466022,0.033546684316276755,-0.03196188694697614,,0.06426729138414636,-0.028876933863920273,0.0016626685562478245,-0.02569269940429617,0.06822786362040709,-0.011471231309349692,,,0.020232913591274413,,,0.037150674807789344,-0.02283274429677525
COL8A1,-0.03582213461271167,0.10667480570463422,0.11215705837564018,0.03752120588935617,0.04017204071157874,0.0040791723995447235,0.12255116123795197,-0.01135828470670712,0.0658103908997723,0.011218545357255588,-0.029266661623015017,-0.00022356229004911056,0.14118483131555973,0.01138167581189879,0.1307234606225415,0.09063194551448561,0.08170898311046958,0.017409581480070047,0.1455597153982511,-0.010113465959782856,0.04394228799579568,-0.06794307033891987,0.0047744077103390094,-0.0013726111490732441
GSTM2,0.06457116345186482,0.018067464964775008,0.0248683295249301,-0.007090180589172863,0.008010413268162408,-0.04578445143615554,0.0387326902505258,-0.01815325886675252,0.08190825034437284,0.04729801984864688,0.003393441688921646,0.1010440947640288,0.12809857908135244,-0.03670085308559673,-0.045855570149680315,0.08390345760590628,0.0651183912651366,-0.018766875003100182,0.000267066984139996,0.03273736516532363,-0.05064056031938134,-0.056481075457141754,-0.012916605848559122,0.03490173688130992
SPX,-0.011521199104930211,-0.07327418417687066,0.034180085785386054,0.0001600745531570229,,-0.0009600585120218187,-0.032632866540414106,-0.07585321015805109,-0.035477113093858925,-0.007146374253563786,0.03032300378015575,-0.059510263045955664,,0.008875308881900027,-0.054262613099128464,,0.089147756292885,0.14520978944108912,-0.01439835629949997,-0.026703277316335258,-0.043033538420426405,0.0723434798476393,0.0008644479934022914,-0.0008712968079577944
