,UKF260,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH916T1
OMG,-0.046100679057321514,-0.04495605103863314,-0.014413926189228286,0.03578891954382424,-0.0258260149762102,-0.0028616124393831817
CXCL3,-0.06239242728243277,-0.03129337796018553,0.0194945620279303,0.08006275969977236,,0.07772446740259782
CXCL10,0.03349696154814282,0.008311461870600528,0.00026232112316049654,-0.06112579477991897,0.04466040579827141,0.020807979336005387
RSPO3,-0.019873845567309444,-0.0477421978385207,,,,-0.029875718933819444
CORT,-0.024119912252528034,-0.009131274169691294,,,,
NCAN,0.04001286277256215,-0.0060474591895002565,,-0.09544430069849481,0.028634175647180023,-0.00860024622446182
PRG4,-0.014229602075423117,,,,,0.06554439978922759
ZG16B,,,-0.025676236444108335,,-0.024754408463907585,-0.01367487595669286
TGM2,-0.054064736774614285,-0.03917475290316285,-0.02811574467468052,0.1286652434341603,0.030187493301824835,0.05993175462250407
VEGFC,-0.02190407282840802,-0.00428053286312135,-0.00802056671853286,-0.04004612399550393,-0.032086629670079206,0.061520500590829155
WNT6,0.0564350682044809,,-0.028711280822003533,0.007001037616986936,-0.023541445355435058,0.0012112217159156162
NRG4,-0.0020469993994655044,-0.027984241706327916,,,,-0.029875722282174756
PMCH,,,,,,0.04445757949401732
COL9A1,-0.019076146332480736,-0.021921277952356967,,-0.030437705407514417,0.14158021986103544,0.06080330172786096
GDF11,0.04223534571913428,-0.010964886408815426,-0.019448326307736453,0.01824883240460021,-0.049297531818146605,0.07972566608586938
RAET1E,,,,,,-0.005888306714587064
IL24,,,-0.01619134680270345,,,
SORBS1,-0.030028047201190487,0.0213863990610576,0.016045645809175543,-0.07418523802890098,-0.005254804554540911,0.01716319377780977
DLL1,-0.04272962608944735,0.05003263754042331,-0.024734636051231083,-0.062274738916477376,-0.001547293729856338,0.0615686193769771
TLN1,-0.021978136427675446,0.014234828284936475,0.019361685899100457,0.055369568077252684,0.0023676021001692252,0.02162153122434115
COL2A1,-0.012709193309519716,,,,,0.02748363426435196
SHH,0.026493104304763235,,,-0.08723812747782723,,0.0009897305754598571
PON2,-0.02772482810645494,0.00637500362976702,0.06246924497666463,-0.04835848327215553,0.027901111605810422,0.014528695488601135
ICAM5,-0.010318370545840264,-0.01612683331662369,-0.015327099158892353,,,0.03355272566571124
HPX,-0.03605502317729938,,-0.0177311869984446,0.003483382383156634,0.02917783566572068,0.045949663593375725
SFRP2,,0.01227445705516243,-0.015979429103801193,-0.003913348586174017,0.06057553734471252,0.03512265346246481
CFC1,,-0.022834175963840277,,,,
CD70,,,0.0011775969161290042,,,0.08871715833966859
HP,0.03463789625222044,0.01221435579109732,,0.12492958045233024,0.11022739956756986,-0.034947784752677735
CXCL2,0.002999164517203673,0.04512536293729479,0.046918879159534736,0.04179238709625153,,0.05357664770410848
NPPB,,,,,,-0.03030559298949075
CCK,0.06691582700078036,-0.019215234481781633,,,-0.030809920999738387,-0.01863335419925336
SEMA6A,0.035231918334880964,0.0804188528468297,-0.03593364020352615,-0.0737141624789161,-0.036772819559201225,-0.017929440894357055
IRAK4,0.020902398685718426,0.08059444196482465,0.026036618521679062,0.07893331702460926,0.08349734879250288,0.05521041434973113
GSTP1,-0.00372917179823332,0.09023227532652989,0.014586822970009924,0.0288890848756532,-0.0822131187783203,0.0050005045555154655
VCAM1,-0.042529100701302225,0.047353898979379555,-0.05208895066406124,-0.021951955315898844,0.08692272664485354,0.06140586685711333
NXPH3,0.029745677287522716,0.08281677170390388,-0.03055363105416273,-0.0771012770831256,0.0869659938408817,0.01646302686998346
MTMR4,-0.04701043485038444,-0.024062277342575676,0.019708503640323893,0.03615282042614719,0.04673606529778864,0.033909637796637096
LAMC2,,,-0.023518668363913815,,,-0.02616715224340361
IL10,0.049848041984754704,0.012256748560466157,0.07496619124012655,-0.05496481489663531,0.008411103345058027,0.05199592955723289
SEMA4D,-0.06004223151912464,0.0905041827695572,0.038282362923824906,-0.09733096158582998,-0.09132345678884492,0.09600652850966068
TRH,0.016262838112069442,-0.03555924113294377,,-0.015410419883158492,,-0.02148318240755315
SEMA6D,0.04171813008413833,0.032209137475106314,-0.021818350407566144,-0.018237466138819082,0.06436153076742594,-0.03821226961703521
CEL,0.006443305380870011,,,-0.04525055645645967,0.00731787937567499,0.052973618292580904
PDCD1LG2,-0.0007126898734221967,0.03853025107034956,-0.034432151865530766,-0.005421110924880171,0.011699412112793003,0.10148259841264215
SPINT1,-0.033359415949767254,0.015838996545879457,-0.023405891342300676,0.03145548729641896,-0.0367395661276702,0.04373392144447453
CTHRC1,0.06618107721601922,0.05200621256863951,0.007699580381679686,-0.013845868491922396,0.15511158895641583,0.06450618024194861
PODXL,-0.008671883956750883,0.007004380548044977,0.08984321157550028,-0.06776172989322572,0.044854478449786656,0.010090297824793875
JAM3,0.008028093621496242,0.07860669922835548,0.04119488995740399,-0.009110727164801862,-0.12371559029302322,-0.05665791025022089
TGFB2,0.07818356774845263,-0.043414364131023196,0.03288487654037859,0.04712890112106842,0.08583526169931269,-0.05305761517726494
COL18A1,-0.030496855780966788,0.017028322562780526,0.06918785787171597,-0.048510804021876026,-0.014824452498673955,0.05424338220773944
NODAL,-0.01815961523508602,,,-0.0904237717920052,0.02080636498708851,0.020749889823449885
INHBB,0.07990251934381792,0.010074618426257814,0.01711074562102092,0.12191845625306733,0.02290648145165101,-0.0026925107052810076
LCN1,,,,,,-0.01070072232972741
ARF4,-0.01027842850135326,0.030203275101225762,0.12065001850485207,-0.05928004265509213,0.04644694452996971,0.06931141996457676
CXCL14,0.050202733672803014,-0.04250033921907377,-0.0014086797558051456,-0.007197805287598596,0.040058783845466094,-0.020195352093240186
LIF,-0.05200532640574403,-0.031067179579923793,0.019555840573877707,-0.0021905504149150198,-0.00249355081320832,0.01591894331988902
IL17B,,,-0.03890516659718099,0.05470907372306889,,-0.004322909156394572
MMP1,-0.012506807053829496,,-0.01462012070428386,-0.09487955485252182,,0.07071368026167221
MATN1,,,-0.016191349136496936,,,-0.009457240955227098
ADAM28,-0.005504615215520011,0.010692739171227109,-0.011486430500580427,0.07247315432471312,0.08385688070200091,0.09555878837946045
TCN2,0.03370957114506029,0.02973273856320644,0.05272706532686702,0.03681428733447931,0.04906347797388308,0.00883806285706654
THPO,,0.003603981836354909,,0.007501959082236252,0.08508663337171438,-0.006374960196720332
CUBN,-0.008513319792366886,-0.02371463145852135,0.03711718481918005,0.1320920489936844,-0.02371943722140287,0.08905995462247494
TIMP3,0.09979282079102202,-0.030567604556885185,-0.060077203376500264,0.009252603931564015,-0.002877415540524012,0.05204714442205138
PIGF,-0.0023779444144167053,-0.03424086279152867,0.11665913132666667,-0.10576763818972351,0.06848997424203165,-0.023094258537405512
CRH,-0.012709195641452332,-0.026455926745202484,,,,0.04427810361110807
BDNF,-0.02770805574138799,-0.030610469957461202,-0.024975125352679248,-0.022136263254642564,,0.08769955388432539
CCL5,-0.004709920285464096,-0.03773783736874336,-0.011812566246564273,-0.051699428009557076,-0.01684034049019697,0.055991432074908705
GAD1,0.04925481723870398,-0.059310501144042044,-0.00821783789677992,-0.020150122888639755,0.07760239554715416,0.02250627886030628
COL14A1,0.05502458567579091,-0.0445856799430301,0.030867697077246903,0.06456429951348393,0.03786339869023235,0.08356486391107142
HLA-A,-0.03388905724678042,0.03496720968763463,-0.13022157956758618,-0.07534316454937177,-0.035171005063758955,0.057662217100001564
CD5L,,-0.03218450912188936,,,-0.02914594475396802,
FGF18,0.003917377538309502,,-0.016811981291408377,,,-0.03394429920929241
ADM,-0.03279251849296358,-0.003159605041024093,-0.06976242152929664,0.07648224169384166,0.04073744636161844,0.01282728870389494
CCL15,,,,,,0.02973392709784068
GNAI2,0.006961258919735342,0.0015091091628873837,-0.02355611543496133,0.03361368458924262,0.003045232822937694,0.07770785082745756
HDC,,,,,,0.022034387149095325
COL11A1,-0.04301529124834999,-0.02502940866504535,0.0030505307375249613,0.0006232340889693153,0.03491428419764991,0.013216696554712276
NUCB2,0.006397096192597626,-0.10265084435949018,-0.01722685994355304,0.08499912667378726,0.032765363727908545,0.051265423041935
CXCL1,0.013703128325816598,0.05102709460030254,0.016308559454008255,1.5454803535312213e-05,,0.04848616257909025
VCAN,-0.07439468035055083,-0.011067905209260372,-0.0019712617699657498,-0.0822930591927386,-0.050780717658121,0.048677485925719896
MMP7,,-0.018940122210117087,-0.00911463614316271,0.10335706079275603,,0.11233132719734716
PTPN6,0.013604141142977979,0.04853133090877174,0.098089273832686,-0.04339307966119084,-0.046411799999288315,0.08071211892541962
PTGS2,-0.04195216395851086,0.010988145465649916,-0.042665577527212985,0.03701067013846735,0.017348502820424386,-0.03123026343235712
XCL1,0.040389465145675145,-0.02484405127848897,0.02476605451912925,,,
CD58,0.022628128562707253,0.054863507844294813,0.03795369728020762,-0.003960508000990044,0.0769954003886559,0.06965239000338633
TNFSF14,-0.03743142869375821,0.02889968191276313,,-0.018298824450569656,0.19620183684904127,-0.026993203752743642
CNTN4,0.01897925380626341,-0.00655501258278186,,,0.062104944242566996,-0.007016639200120946
INSL3,,,,,,0.04648653312979392
BTLA,0.037651547495806216,,,,0.10059797025334832,0.0377509312450518
MFNG,0.024691315255577505,-0.01234211027921641,0.014979527577162569,-0.016634075485797352,-0.01082498805013075,0.09585083979340689
ICAM1,-0.06030143902217061,0.012037176940989793,-0.050273304791203545,0.14545411363252728,0.016892892861940716,-0.012896812460479086
PROS1,-0.01499633714180024,0.005718185236697614,-0.007124506295527093,0.07383178085108706,0.0657205907564823,0.0017462484648728992
CLCF1,-0.005516490825696553,0.09864323345858253,0.04930613642251012,0.14242389408263414,0.02710822125011369,0.041844993551089484
PSAP,-0.02506812053857354,0.08057529246473837,0.012411662600708808,0.007606937843090226,0.019140819197542833,0.08265002804235311
EFEMP1,-0.012728951226201582,0.029186477927385036,0.032159541907638034,0.04546469526928711,0.1468095986086671,0.04589159260232525
C1QTNF1,0.0008597713493005781,-0.03965247701690458,-0.013908921416703494,-0.02663687801603493,0.09149768331631748,-0.056055282821705
ALB,0.05833769971752749,0.0399373540110716,-0.01532710419784765,-0.05001916865501044,0.014902014891448856,0.0018391577959170566
CCL13,,,0.022715377628589464,,,
EFNA3,-0.008075523257278963,0.026989723068925466,0.045816444828470144,0.06782342883373615,0.04093746917995556,-0.009634269487552256
DRAXIN,-6.772873794740056e-05,-0.025928665471053665,0.003982399926647116,0.023008719551294136,0.0994402105268197,0.08508068969913712
NPTX2,0.03399704330513553,0.04643050727583256,-0.03529605516259001,0.14445769381743157,-0.028865274382257066,0.061186781216724294
FGF11,-0.018295761666213075,-0.04002208574238606,-0.017587763731746583,0.11500506881571536,0.04988290758343649,0.011077451453362966
CD59,-0.009306994901196432,0.050845709319835834,0.00806859996972895,-0.06019824421426839,0.007582636302800946,0.02778789921611763
COL9A2,-0.03977660114732511,0.05632875892645859,0.01820180054006591,-0.028615645523817995,0.07207624868259344,0.06690808278673958
DLL3,-0.053084064028662725,0.02338498126266882,0.1197355982034781,0.08843206032933035,-0.0593349465259685,0.026927252869490617
FGF5,,0.09758281116658103,-0.01614420121667872,,,0.014975406125314757
LIN7C,-0.012799098420472646,0.025770192908757473,-0.055137832875192576,0.011998464770403242,0.030842529151397683,0.030764189382684617
GDF7,,-0.033483305917347835,,,0.11583908520708336,-0.014053827104837479
PSPN,-0.008448664657338978,-0.015624999532909462,0.04332915504829999,0.10149528567606629,0.013491627968951257,0.02787822335757579
ANGPT1,0.06172022969664299,0.04489296827809839,0.010742445004858974,-0.06688580634967338,0.03461762585648225,0.06865263924187072
PNOC,0.06571489389805447,0.014033146678282784,-0.01532710419784765,,,0.010090543373883851
L1CAM,0.05820317895871465,0.006276158049431877,0.06707286971766846,0.07364490122032596,0.048614386263165325,-0.026089546943299107
APOA1,0.09649483504531645,0.06069227323656718,0.05396845200576204,-0.014877298265246808,-0.018969955463082836,0.057687278126683894
PSEN1,-0.057090353096066936,0.053005797950189455,0.0035901405567315536,0.040410834755625076,-0.00024398128082145086,0.053491173863701745
CALM2,0.025683930206429395,-0.04476601034148904,0.00958622415692615,-0.07711099177192954,-0.009882725966242657,-0.04886649239957516
CLEC2B,0.021502206997104326,0.049599210831704835,0.05226853700450304,0.07635836668218601,0.04423611136048306,0.0835854757879351
NTNG1,-0.010231154172792526,-0.007977965560322658,0.005083243146405125,-0.036865348508494315,0.04478154168381147,0.05223519807492118
LRIG1,-0.05089178453181313,-0.011196373339642813,0.004498601480704412,-0.08916656849968083,0.06030135750352252,-0.055291445786902954
CPAMD8,-0.01688488090974342,0.02405139057555463,,,0.05414771445767201,-0.011814681335359541
GHRL,-0.02859578811594539,-0.02031572366261154,,-0.027888553712646504,0.049750407780120964,0.0018805313835853724
NPY,-0.04776934323821692,0.021711917104924743,,-0.0019843055215971288,-0.033016030614707044,0.061699474182396324
MMP2,0.040756019458485795,0.014227970665013173,-0.01084837158441151,-0.04723137878505331,0.03796081610335722,0.04295017587714346
PPY,,,0.17052882504319744,,,-0.029668502925798867
ALKAL2,,0.04438197174024928,0.005193189209940384,0.002147685855442733,-0.013664780473783415,-0.05724001384548747
CSF1,-0.05847393855876721,0.06702811794220959,0.04655104029579802,0.13532067511489956,0.03216618935189727,-0.05011979783227751
SEMA4C,-0.011836655869290036,0.055001012550639446,-0.007786786455892201,0.045568538829445206,0.10285913611179481,0.06527924942884074
BMP8A,,,,,,0.08377423008890038
ICAM2,0.05901447832381394,0.00613287956259997,0.057973520445004645,-0.06755955275048191,0.008694093806710127,0.07476359179768974
SYTL3,0.04699899248907616,-0.020095939957699538,-0.005395394444407325,0.024384910670721124,0.13047322309136103,0.10543461503288055
IL1A,0.02295403349265108,0.006046196916848789,,-0.09251105228371473,0.06602098695433412,0.025101500520667678
HLA-G,,,,0.04557266613150372,,
PGF,-0.004235834258530953,0.018149660759926717,0.0161402719531571,-0.06829108761427896,0.060361379130014464,0.05939897093833979
LGALS8,-0.034837245303178735,-0.036087043692656987,0.0077775935403720155,0.051157408973711356,0.03293316530414195,-0.04156270548584248
DKK3,0.05889172184854122,-0.033978578390053735,-0.027492530731594383,-0.030846863069582387,0.03864395968190241,0.098512187438642
COL16A1,-0.08547944348579536,0.07090442399868845,0.052978315745820494,-0.0066574854943527596,0.08159605468603996,0.03879419979640473
TPH1,-0.016574699456846892,,,-0.052076053511531155,,0.07553846002984844
TNC,-0.020216530843198553,0.00018294537650949305,-0.013929753719407434,0.10547899157206637,0.14899010247360242,0.02794852841230614
TNFSF9,-0.019887881377848738,-0.004764325968616092,-0.03355133895907477,,0.057015142154202114,-0.03354461027144532
C4A,,-0.021921283733545727,-0.0168119904147956,-0.047027662394590115,,0.05239824353737119
CNTN2,0.03303724358106126,0.060860189636405236,-0.017801215705712557,-0.09702519494996673,-0.11493741982479481,-0.025606319488388343
F7,,,0.03418589182990996,,,
LUM,0.035803059587465796,0.08189757787741274,-0.019487417514195384,-0.006522243072721896,0.015366809235028981,0.06624477649075527
BTC,-0.02112415348162456,-0.026716050396632895,,,,0.10186523311980973
APOC1,0.12150223375983918,0.06679512753421506,0.053001110317959045,0.023407958543835674,0.11338933753007857,0.030634047549493663
PKM,-0.0160428501381767,-0.03985326342471799,-0.05810470560793864,0.14228466747105017,0.023344925268631606,-0.011059276084888704
TNF,-0.02461013367346559,0.026531258216133474,0.013409620068242476,0.04685181379404964,0.029477828601450325,0.05061305429019349
GNAS,0.007726811713603303,-0.05298821398167426,-0.08985359462250637,0.05969874109456391,-0.04838747567055338,-0.011812022514007325
BMP8B,-0.01948660418428486,0.09824673308235397,-0.035722058002480794,-0.007254959807775495,-0.012555245567994018,0.08728720160232965
LIPH,,,,0.06800115510512873,,0.022857342336083254
CCL28,,0.012603191559715388,,0.18004891329004574,,0.004485219215974912
PTPN11,-0.023760752583038565,0.04050681318641567,0.00821026578819754,-0.03713051924348733,-0.05868093774707418,-0.0027041090035268044
ADAM12,0.003334693257453231,0.004151015377273624,0.047012776974705094,-0.045199076980747085,0.008945527618120978,0.03163080933517777
EPO,0.15223466769551963,,-0.013935996526803914,,-0.033320932905016275,0.02654109959604981
EDN3,-0.018220480506263938,-0.03262227963820817,,,-0.025533580756951273,-0.02934480652948083
CCL22,,,,,,0.09379238101428573
CCL2,-0.045844041862975464,0.002011711940239809,-0.017773016214832654,0.009490629028531605,0.07220532623493163,-0.0036946453256488715
DSCAM,-0.07446919827298219,-0.033839485688372445,-0.020502982859791793,0.11757606690767212,0.08083437029953827,0.0059514493747911505
ANG,0.03183023023113866,0.01245825447511569,-0.03931567026786206,0.1259104664165293,0.14639814497630144,0.04039389317078055
FBLN2,0.05867020699004821,-1.1870982652405057e-05,0.028384887694224748,0.03974232226792946,-0.04597693630702788,0.028677696401884886
VTN,-0.01793156179666547,,,-0.034769545403903826,,-0.030314024673615235
VEGFA,-0.06383573845054345,0.04676964521130149,-0.09555813059584022,0.10707169947445808,0.022446381120002232,-0.07001651874510045
F10,0.026514044776908014,-0.029914229923943735,-0.04496348301293963,,,-0.020035774581721056
SERPINA1,-0.0038537381360207296,0.0355987750710128,0.04766868121953179,-0.0187744323571824,0.01762555727101437,0.06824144786679193
VWF,0.008129016095611076,0.02922471039681768,0.03667353391174114,-0.00971087514912967,-0.01279288696883605,0.04123530326779645
GDNF,,,-0.02743952540282665,,-0.028456462573229476,
VASP,0.02789390345165647,0.0022641451081165283,0.017143774695256703,0.0672083873979839,0.008220510861091155,0.04661552213534633
ADAM15,-0.0162944649683915,-0.03759683197269103,0.05057857726585954,-0.10642523332939761,-0.008172680853628983,0.060854388403755545
WNT2,0.011029776093410439,0.07200699745580562,,0.005912682731121698,,0.044567784150796166
CALCB,-0.021659477340950212,-0.02064615919308669,,,,
OLFM2,-0.005779003898437668,0.0038439844677985832,0.06751058407306045,0.06762654357545571,0.07723024716685345,-0.04492328198702121
MFAP2,0.12878540072773553,0.24109308184332645,0.1465349855556818,-0.0504278428668814,0.053598248634277944,0.08022852000593303
HLA-C,0.01310031480763218,0.06169495985072498,0.002581628414625754,-0.024609532263233567,0.004921745804216268,0.050213855337501286
THBS1,-0.0075796729590959675,0.055440745004846616,0.014104232948118177,0.06361301051171078,0.037378127784005406,0.032795112210707036
HSPA4,-0.04550484750193625,0.019941635965422106,0.03682687809958978,-0.08155217532165507,-0.021768590684593938,0.011266870737968794
LMAN1,0.004104394300972205,0.039583950802874544,-0.014647594777080717,0.018713347778237008,-0.00859784223640542,0.02166583292397122
LYPD3,-0.017931563339525915,-0.02484404096974661,0.12070136594811676,-0.04434114600438495,-0.03624965468807343,0.03135877492299879
APOE,-0.09850122559616961,0.05727806016318272,-0.043948322263654985,0.03167836891704034,0.0067810183378360055,0.047361075719796544
SOSTDC1,0.011474575783970218,-0.054585029628852505,,,,0.011195176068123161
ANXA1,-0.005024302619731497,0.07872022104027313,-0.03932518276362199,0.012495747768874948,0.12937997869049114,-0.014140762373277172
WNT2B,0.004346429820201653,-0.0210400185093904,-0.023963754042660573,0.05993156974561309,0.00112701769204917,0.01880537878937563
AMH,-0.02226654655266646,,0.1223919891653658,,0.05059691976485738,0.01147267464648007
GDF10,-0.024674627884721627,-0.04201732816998748,,-0.005939733050417822,,0.010795392490648807
EFNB3,0.04167985880771938,0.0064148492171099475,-0.033344442848462816,-0.012069667065126813,0.04600296324986196,0.01862725593051042
LTB,0.0036915597721439352,-0.004155430397247918,0.030695492928278112,0.06851531580207215,0.05877871984645547,0.07949154302400867
ANGPT2,0.010239810570812576,-0.006363255296158966,0.012061332998004779,0.004481040351116519,0.04781530604932989,0.060421307715986944
NRTN,,,,,-0.029145966846352307,
