,UKF260,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH916T1
CCL3,-0.003657308477010343,0.04463381047361265,0.0488813902048335,-0.006341996514704483,-0.019039160129963737,0.10474903520426447
BGN,-0.03235213734030327,-0.02289728540636703,-0.03680165005267063,-0.06049693197124189,0.01913674422516151,0.07094702564539247
RETN,0.1068347544980166,-0.008906360431650533,-0.014877178637553723,0.11534094693450789,,-0.04183401857506068
S100A9,0.04026273397927352,0.044100386051925566,0.0032185520316115185,0.14602253310455585,0.10432431906973916,0.0248420516213896
HCRT,0.016606384277113372,0.06665307535708959,,0.03195840117471053,-0.004263640919660295,0.02221003492351471
FADD,0.01830881110024891,0.030816112412224577,0.03694490699902574,-0.11359406463396557,0.011123069795957443,0.05004194091517487
ACTR2,0.0037881872839502194,-0.03188162620822418,-0.007018832391502353,-0.01804258200142457,-0.0767109373226604,0.027191061055486455
BMP2,-0.06390853735829997,-0.028699119870477383,0.027124611236264477,-0.12626381391258087,0.08284768819335957,0.056022178611258557
PDYN,-0.025734756380448674,-0.04854676399559223,,,,
CD55,0.06844836526141278,0.010460137018963192,0.09915489752060544,-0.033512369282866994,0.014127302424351345,0.04415847405111056
OSTN,-0.01493479475350832,,,,,
CD6,-0.01878619310088949,-0.02645593718230862,0.03956481079430202,-0.036420960177248725,0.003951468737508813,0.08611272791056596
IL16,0.05219521998273939,-0.004952235886154995,0.09123667088303128,0.09969355872324226,0.03852438708265114,0.10704310986628479
LAMA5,-0.036474603501083246,-0.048066501080929344,0.048531361656806736,0.023895101561516707,0.07926904305742756,0.031878044709593795
RGMB,0.0028091684421779994,-0.0028233594297315864,0.02957486377461791,0.08579773234861436,-0.03441605302788931,0.018034939223845352
INSL5,-0.013298710277897797,,,,-0.003715508099887041,-0.017291321666427637
IL12A,-0.021412458830355963,-0.021609090977108635,,-0.003963174938655967,,-0.04959639129526211
S100A8,0.014739200635994258,0.07052458002367704,0.02599086450233828,0.10120355012450634,0.07181009935692255,0.02064385717446162
TAC3,-0.015462800084753522,-0.0397016396366571,,,,0.029408346866670553
TAC4,,,,,-0.008727229102370867,
MFAP5,,0.0157371392371867,-0.0028205372964142336,,0.061027435788751944,0.042813282806377924
CXCL16,-0.011403335801230251,0.03970378737725735,0.009672413938368169,0.021408091971131256,-0.05962619161688946,0.012147665602289304
AGRN,-0.05690649886355724,0.0342360769585208,0.05052508658565134,-0.050727472484018654,0.05777899830594407,0.09404715601642367
COL4A6,0.009345808469434032,,,-0.032324395004434604,0.036649354085605684,0.0392126188228174
FST,-0.016820347270851636,0.05697813189653689,-0.0005246660990274876,-0.07466850844105619,0.07037409389721279,0.06155831805717192
MEGF10,0.046872770480401844,-0.01044318305733052,-0.023816205666131327,0.06143573388607545,0.05427631388315404,-0.04185837047642415
C1QB,0.055313636615888284,0.056821799417530156,0.07287998351629997,0.0450894719847199,0.02777184380234789,0.0699704154920311
HLA-B,-0.010021928965484792,0.0348379159865507,-0.05533592747400331,-0.017344698487502357,0.01171710611745078,0.0678879511102337
PDGFA,0.015433006354430047,0.010710923905536835,0.0023074269088351057,-0.03456264414656034,-0.03193331258953723,0.0326079745019559
LAMA3,0.007571751165868299,-0.031067173415178163,-0.02689841561400346,,0.10947928165723081,0.00700391298709816
DKK1,-0.011839830711322604,0.028242753282486696,,0.11339929081081317,-0.009345171332846822,0.08040886189529714
INHBA,-0.0436638170426008,0.09448844605250871,-0.0021863143398100763,0.05733365271029632,0.007798452741685384,0.047496104771124086
LEP,,,,,,-0.029439890049536285
IL7,-0.025859705309445778,0.07344408259470989,-0.02440168573889418,,0.03931953067055659,0.013422082406170158
FABP5,-0.013703652854786164,0.09685300682457126,0.08712048845512511,-0.052809865434524116,0.021072176895204797,0.03535988477976019
CCL4,0.012158789211910877,0.08809466995792622,0.024482102376731877,0.01263780781697035,-0.03204996044254052,0.017934974637200524
FBN1,0.009862855809870452,0.03239271996121501,0.011498028866781388,-0.09134623374681823,0.05623538205921036,0.0806047831669945
TCTN1,-0.021842325456347837,0.05435876988536151,0.09505829498036862,0.04385823853360681,0.08934254951269491,0.03807423561771199
BMP7,-0.02456657680563569,-0.014218079565302816,0.016612181238188438,0.06655099067725867,0.015016317432977174,-0.036510236568473645
NLGN2,-0.014199843387372473,-0.02674304915118234,-0.019661252453608027,0.004923712791361183,0.0596794937109627,0.04245105108576934
CCL25,,,,-0.05486010201718259,,0.0024877838569242515
NPNT,0.0020785635962336435,-0.014807772031727498,0.04350255236636195,-0.03745612376838779,0.023370619720967028,-0.0030995394079968955
KITLG,-0.028548544383612977,-0.06782720971542182,0.04150683424566645,0.0007336009314256389,0.111137706913475,0.07607582585254033
MADCAM1,-0.01561002537833603,-0.013406609405341602,,-0.03341091423505134,-0.02852502637545381,0.029877459459699093
F12,-0.010925092247517925,-0.05445196569224504,-0.03708527582031574,-0.012510869978461821,0.12894346661228134,0.04676752911694774
S100B,-0.0025949033201408183,0.02271766616495731,0.015801866337029312,-0.07336254681512469,0.0306360703115765,-0.009261813456215146
IL27,-0.014586212559701866,,,-0.034769485878796275,,0.08717252792265455
CD99,-0.0050202131860965825,0.07606358613738277,0.03547117256217308,0.03790154480694382,0.16118565433509355,0.05325874150938033
PDGFB,-0.03861466600762683,-0.008779429610484633,0.028519135933934743,-0.036312920483832806,0.09279718016673648,0.06211601554209101
CLEC2D,-0.018255643489911964,-0.05319869820519023,0.061657620816243555,0.04395844892536446,0.0418034310722075,0.013015087605171838
F8,0.004975415724859567,-0.0217337130847444,0.06312662323332757,-0.07542464682986479,0.0685568751439349,0.06397057303317454
C3,0.028355251747938785,0.050156163524884195,-0.007735449273435357,0.046327572440476444,0.06722138650806667,0.05445094265120867
DLK2,-0.02411990826398597,0.01595676156051717,-0.033883700937639684,0.06222283478602222,-0.006359763449868558,0.07464350975615841
TSLP,0.07528913026565034,-0.023131092654235533,-0.017992953979972404,-0.051669528925044644,,0.04721697185226389
OSM,0.002450598131823234,0.04292740635930184,-0.004346240390019366,0.08423646896952175,0.06105967309258216,0.08263938211052373
PRND,,,0.048757515748515584,,0.003807192401251366,-0.0049103885376755
SLPI,0.040673144028170516,-0.027986453082840517,0.016357764169824606,0.07436252354557879,0.04322868509189207,0.04368218327748553
AFDN,-0.016724745645266006,0.010678885932274479,0.023450045219256192,0.07828765670393001,0.06161499652907679,0.05485813674312293
KISS1,,,,-0.038527740537032985,,
ULBP2,0.03642811337667957,-0.045771321923448974,-0.014137923302907536,0.07667541618563288,-0.03568007760280716,0.06932007339859651
ICAM4,-0.01270919488103938,,,,,-0.011179258731325222
TDGF1,,0.1013334826432159,,,,
ANGPTL1,-0.013298710277897797,-0.03830953284409674,-0.003540634739701014,,0.05711215153646398,0.03188929102326581
LTBP1,0.03330656789988596,0.0011737348234018754,-0.04262733473163716,0.020914423321238076,0.037968439592412855,0.02281036941440796
NTN4,-0.010568371198031086,0.02585872198025799,0.06988539824342406,0.026753645747459174,0.007299546839154062,-0.03274375191963955
APP,0.003546136163772129,-0.013330273632345655,0.02074102897828218,-0.05039829902844568,0.025222260784438035,0.02893652037764709
RIMS2,0.02882890966410807,-0.013637911376276304,0.0035181255924348898,-0.04479767583397315,0.03345330869225018,0.03436000357434584
WNT7A,-0.03713820810550006,-0.04425238053028031,,0.019573732107180945,-0.0353924121859443,0.024219729780202533
GAST,,,,,,-0.00920530714521093
GPI,-0.10200413470839892,-0.014648460642851564,0.00597364238210427,0.0616821212498535,0.07536684026410807,-0.028235390068542796
IL1B,0.0074040808527611355,0.01842532846812143,0.06951201610634017,0.1516700595087303,0.026332385254521178,-0.0009278391359779707
HAS2,-0.012708846944794605,0.04936406789757974,-0.025236792853032514,0.07514840240047257,0.1177831464987987,0.04377344939619716
IL11,-0.0131050100384872,0.0010180025809443808,-0.014413924234766038,-0.051260625556623154,,0.04171938948381248
SEMA4B,-0.02344977059307862,0.05073943948378077,-0.054947123316035906,0.08395563248332827,0.09177729595229728,-0.006009523577248515
FGF12,-0.024848959625920403,-0.004415666283927778,0.012851541486096147,-0.05338085614322837,0.08764148154939716,0.05052537624044831
CP,0.01179008726860307,0.06508054316033565,-0.047246526403320555,0.06666012133853792,0.05771108915828625,0.015382670166856252
NLGN3,-0.0988451176417123,-0.006616802000305622,0.20683401532933315,-0.034775799475070666,7.529558895618978e-05,0.0028252088211314238
GZMB,-0.01826313811528069,-0.03944099280558906,-0.021657883622230405,,,0.032455925385104736
PROC,-0.014229598842312749,-0.019639265185596503,,-0.07079122116831278,0.10022300371483978,0.016616562690610067
TNFSF11,,,0.036902481659459925,,,0.12943496692300116
AGT,-0.010398500345554835,-0.05797851737632741,0.06997964684054174,-0.019224399976358577,0.06684289198893276,-0.01921476865140472
PTHLH,-0.01100229784095556,-0.011160022882321863,-0.042189926180256396,0.03765445741461543,0.059661201503574395,-0.05064574497120135
COL1A1,0.0283214666972273,0.07556266213152993,-0.01932333162638201,-0.10744467578233019,0.04590126652109059,0.05166459331853072
LAMB2,0.021523688065368068,0.0195209940697433,-0.09544584953369166,0.05558425097958779,0.041867162078335296,0.014575527328673551
DSC2,-0.022765981518313303,0.0751425562080007,0.03644987217750343,0.027077124015825092,0.08914900027532466,0.06919566401745411
WNT5B,-0.027204880379913525,-0.03262672912834187,-0.03674744970515322,0.007587480872298205,-0.02670263708522275,0.014831940619957771
LEFTY1,-0.0295572599484866,-0.02748321260128901,,0.03864338510364461,0.0026138169290957605,0.03505958872574063
FGL1,-0.014408942927437699,-0.028129582092460657,,,,
CXCL5,-0.031047085024889263,-0.0027510812665079943,-0.026764978678121446,0.12687249018618663,,0.032880278653758206
S100A1,0.023446518803651808,0.06870263151437238,0.027367790936013252,-0.0034922153681523046,-0.07184638044382932,0.016055912707283446
C4BPA,,,,,,-0.02943988283477528
NPTX1,-0.022728238572382424,-0.022687151841046558,-0.014176885793844822,0.14384427557362142,-0.05095151467422601,
TGS1,-0.034179131058762774,-0.016548719819265284,0.06508531634528782,-0.004345712294712723,-0.006459333439980433,0.06470658776342823
SST,-0.0020622774727848286,-0.01562385297192031,,,,
IL34,-0.027783074510245306,-0.05592113324667265,0.0029902963258407692,0.023508049663710742,0.00652169635902889,0.05113759996538565
DHH,,0.14035551025797674,,,,0.07093227672352787
XCL2,0.01801584242738952,,-0.018741695818399618,,,-0.016667273048343905
TF,0.07096719293144184,0.050290575667900926,-0.02781726668102819,-0.021260782620746634,-0.14651821871155707,-0.010759958970278895
IL33,0.04537291672721814,0.035434290242593765,0.01176623786600907,0.07403123449481072,0.01719409579313735,0.04983579354347415
RBP4,-0.005068884494056639,0.010743431898644894,-0.02197777042348862,-0.0047613194582953955,0.01774911036846913,0.06435545264528975
CCL19,,0.13022420111312885,-0.022136150115084442,,-0.02182798243054068,0.029146373965021434
CCL20,-0.054408756168521345,-0.004012877287266468,-0.02181834712824533,0.03861433692858477,,0.07332444264288439
NAMPT,-0.03420547270453455,0.010022176903964529,-0.009567830071822915,0.1233402319943006,0.07427091828214263,-0.032136952997052014
