,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
NTS,,,,,-0.019692756057659164,-0.007627239281391028,-0.023173314424134214,,,,-0.016692909401799235,0.02232331082799012,,-0.019260653038769903,
SFRP1,0.025172214993798302,-0.015459499214054985,-0.04902712883722133,-0.018185208903639553,-0.03409120553565445,0.03157108513107808,0.04859630492238405,0.009096342844723727,-0.04693907303052288,0.008812165707459279,-0.008615591605763612,-0.033382714640557386,0.005013509276481093,-0.018813084257893898,0.04946768778916762
CXCL13,,,-0.014317056485318492,,,,,,,,-0.0009454691360593757,-0.04074959342154011,,,-0.029308403698300102
MICA,0.01217257879068993,-0.010363482093861955,-0.02766484707138362,0.06783866535812258,0.0907961995879856,0.018938579682711707,-0.05828735331230218,0.032561596606868616,0.018403974845749852,0.0848121242730936,0.024448152693308123,0.017557719273515966,-0.062271546930555303,-0.04202385142290205,0.005858889600594246
TG,0.055840060611173546,-0.03406093851145961,-0.022622467795439978,-0.005130088630198741,0.06145245819964845,0.02334484847266232,,0.08919403190201398,0.0380773234936758,-0.005407229260360901,0.15493524644503287,0.044946840694384295,,-0.025364892664441398,0.034347688389190396
ADA,-0.013541689107990425,-0.02840361099925815,0.004213660552702333,0.012056747727962645,0.0845063870134907,0.029479142377504118,0.02027091934355717,0.09333915015368043,0.04819555422556637,0.027873672461161292,0.06747453814885228,0.017251402521091322,-0.0041365190692355955,0.0794988470852828,-0.018197083578345628
LAMC3,-0.04730670420676147,-0.03278992883745782,-0.022975675277353697,-0.08360556898209404,0.06589220483582171,-0.03920635910944015,-0.048167686538371425,0.00415449559564782,0.03043845352067398,0.022468570434233448,0.04848511884076782,-0.001316645580214181,-0.07542568095164737,0.006110255703608225,0.05716172620330024
CCL7,,-0.013758077457792239,,-0.014188642337835155,,,,,,,-0.019951620137266056,,,-0.013629409778599033,-0.06118417450793061
NGF,-0.02024911115038097,-0.023621935781474382,,0.0651023557357802,,,0.023534472482466692,,,-0.039162341055108074,-0.023042524010583345,-0.015647096072763888,,-0.04080604209323458,0.020156396905026554
TNFSF15,-0.002065583665321109,,,0.11123128142248087,,,,,-0.02983598112267137,-0.046121507911729094,0.0255145436042439,,,-0.012003203858158305,-0.026872277051804658
HMGB1,-0.024721786443405898,0.012703082326050514,-0.021605806288483125,-0.01154583152942286,0.09015589491071863,-0.05486676224411141,0.04826924494568101,0.014528577331737716,-0.004995413248586641,0.06017146092932005,0.007997135757710187,-0.045080263589336665,-0.01884209101932861,-0.01973549931470466,0.09798672538739518
ITGB3BP,0.010548374116282701,-0.037601782622141394,-0.020724494504252344,-0.0066039514000286546,0.10460257985615093,0.01856529128032897,-0.018586965728061747,0.046237402623028806,-0.024078249494214683,-0.03279028073826646,-0.005264306233787611,0.04016556331759427,-0.0070368590932199685,0.03700898642913928,-0.008851428553114925
AANAT,-0.019755770168185603,-0.01996087724591019,,-0.014376155591377488,0.03922736296757829,0.06905362924789471,-0.021786337914748443,-0.01660773444678449,,,0.08410874921565009,-0.002424438320752841,-0.025871942169873957,-0.014420483921833075,0.00037186703247694475
RELN,0.001469400341904976,-0.008804814470634267,0.04681238321950031,-0.024953786637868774,-0.033447293024018,-0.04699294539523281,0.019465619649224476,-0.018386195504941374,,-0.06122928363128431,,,-0.0323544589652451,,0.02841639514890048
IL15,-0.03560910587086623,0.04456116203556629,-0.016674427606733714,-0.009698933148615028,-0.03769702862730151,0.024097665537216914,0.05649162449136937,0.02791685137186183,-0.050929664586606874,0.037360081420052815,0.021493511850399483,-0.016376139549587124,-0.032218806911354654,0.05635231315082739,0.029889214088606057
UTS2,,,,,-0.00418919062571721,,,,-0.0551408298768853,,0.10175727184826563,,,,
BSG,-0.08450104001279492,0.013183082750799872,-0.008332361987682876,0.017835356750797397,-0.03413066313647032,0.03863602608534872,-0.007339249542002541,-0.015338111130008273,-0.09273276631089775,0.0091913661059957,-0.04434795112647467,-0.005795775930552612,0.011526053668807427,-0.003492737874357905,0.12725582952096565
ADAMTS3,-0.011214351132428685,-0.030275137038429177,-0.039749316081825393,0.06379475058495446,0.09868665151380925,0.040104585144623506,-0.004176073917115458,0.07901744827993533,-0.027516647414807274,,-0.012534068228720188,-0.027829469106652394,0.014901489564624724,0.01825922263603263,0.05156637363480163
CD34,-0.02061794950946052,-0.0014919407496953175,-0.04374740570058574,-0.04299326914942027,0.03742683732780833,-0.020027654670099242,0.05168609083858882,-0.026174580612020375,-0.017083491349758468,-0.03504208432979876,0.07054474743555376,0.028553497620831456,-0.054641582949780915,0.014836411880403353,-0.03609360248312355
CCL23,,,,,-0.01644422301246337,,,,-0.02815351564177537,,,,,,
PLAT,0.02091093150973994,0.00997282079775616,-0.01493411952410257,-0.047340377996830406,0.0699261512402916,-0.019705933655307036,-0.014809090656241503,-0.013353938288273342,-0.02859048410685525,0.0437473409812879,-0.008333020472768885,0.013908047791125198,-0.0020785356607053423,0.015367290351781747,0.0985164761589033
NTF3,,,,,,,,,,,-0.01601724061409074,-0.03192834212101818,,,
LTA,,,-0.01663663392465984,-0.018185208052906892,,-0.007302144094004738,,0.07203843715285581,,,,,,-0.01940779813970286,
CKLF,0.010459724161396011,0.0005169919447878933,-0.03511636696604088,-0.018696055828518583,0.07937042634015005,0.03008709352919129,0.08007684178470056,0.001668327164171444,0.03235923192372139,0.1102667855292591,0.02373299927203186,-0.022937612429739334,-0.048420594159526376,0.03253622533838635,0.036313292761025344
CD24,-0.044454348926818384,0.012824718688670763,-0.012934363804168226,0.039035047179568516,0.013371394701742548,0.024311346155654442,-0.003325389374203217,0.03407709308783495,0.004005685650079528,-0.0746548404051063,-0.0521929341793609,0.03995481155928968,-0.0639493814395675,-0.012261622482844249,0.06787804340392183
HSP90AA1,0.03213290170969991,-0.05712235073184799,-0.002678082102585789,-0.05432044317226171,-0.11094247397873747,0.059041534387920064,-0.012878709426468953,-0.05117328297012932,0.06712725220990821,-0.01387752365395809,-0.037048417100862666,-0.02852196958589104,0.009616379989257694,-0.08309992558033473,0.009439531755618265
BMP4,-0.043824029723187524,0.015319502385671034,-0.017635807199714807,0.009132275603462857,0.009999726138002788,0.02967418452467873,-0.03474968171305878,-0.01312486849968595,0.043754925714931336,0.007654515614207972,0.0537880740155927,0.014020137845928971,-0.03317663535695721,0.010318941887654786,0.059537247372078474
SCGB3A1,,-0.013758076082002876,,,,,0.02007123256628455,0.051047482202668,0.05494137101045335,-0.02160615706542032,0.026492752697561867,0.09787662398645963,,0.0006287242150477779,-0.04433469875184627
IGFBP4,-0.035633382658651076,-0.007316095144214141,-0.010417360118530526,-0.02253899189286764,0.07668299194569313,0.06729153440820988,-0.035828228601307965,0.058572059505897514,0.05609846409835686,0.10394391486430961,0.010747319242049289,-0.010559436893566258,-0.046729930180655015,0.03587166850000864,0.044435331456607795
RSPO4,-0.024736365285505706,,0.048681970912418646,-0.027835646980739436,,-0.023908633428693316,,0.041418424164255806,,0.053981920741326614,,,,0.03859779486675849,0.008464715517345995
LEFTY2,0.12502264130492724,-0.04572432853691037,0.02182252908557068,-0.01182788745787594,0.12621940383176092,-0.013469096322632107,-0.02317332968222424,-0.019014717916566535,0.01985942902680733,,-0.01693666615397823,-0.018236478161729207,-0.0047231256326329425,0.0945745993325083,0.08906430061494679
PF4,,-0.014271795440824837,0.006365326878908154,-0.012379310906839207,,,,,,,,-0.014537049248434795,,0.001971039918954664,-0.021792920816578885
ANGPTL2,0.005140352315276425,0.03783024498947258,-0.06872948923020966,0.03872456701564962,0.0944150649202682,0.00603705604924742,-0.04350504061390867,0.0454836594103735,0.0374257302989905,0.0428980194869253,0.05169429980746154,0.053859598202520106,0.001365443428111613,0.02204681585333176,0.105983308677876
LRIG2,-0.027137277362357826,0.006436811526466526,0.002538022421888472,0.04753881985070398,0.0661002012487011,0.01017914047322262,0.06493533688473493,0.053845707440169484,-0.03258869442089196,0.005682431240778084,-0.007719565015626824,0.04348109802562722,0.0539090043225396,0.05410216759373279,0.062271269898922996
ICOSLG,0.011973643368415483,-0.0006013515746560044,-0.020352123302227017,-0.008361395268194039,0.08505048204453768,-0.01207368334750506,0.0015232867034815903,0.004393002187526144,-0.018191192469638885,-0.015315713021817631,0.006498338661586342,0.005277024662510641,-0.04051748313963757,0.011531727538398252,-0.004992602182388549
WIF1,0.043970947484574224,0.04400657475530003,,,-0.0710156377483971,-0.018449726124620487,-0.05308352543055446,-0.022477969523819055,,,,,,,0.013822282143080263
NPPC,-0.0008405177355795558,0.022643800331996,,-0.01920336403412037,-0.029160086189646845,-0.035989553513038945,-0.04675378883274356,0.08305840492398499,-0.024874597312878027,-0.07007771874174311,-0.029784170916556156,0.06331609120193422,-0.0033128065927955897,,-0.04178616495863846
LYZ,0.028374961936031923,-0.03605997642679467,0.04320260882193628,0.025663159463739312,0.06621448614543518,-0.018597871960721945,-0.0030345535325049405,0.03441268315020841,-0.06347036045572547,-0.022588942535295056,0.00873372350731194,0.048213789339936405,-0.05851252644853718,0.040326972087643874,-0.04128253253075565
EREG,,,,,,,0.13425238630683292,,,,0.04329548292184946,-0.00908423294224444,,-0.013550046994845447,-0.025090107637618077
SPTAN1,0.08049712320442665,0.039424653631709244,-0.008012379759361957,-0.1000750449611801,-0.04619261471013446,0.0027765467629529165,-0.05221869514545211,0.053505097657122136,0.029293473405480015,0.005317519861325345,-0.04847493723987761,-0.04379403028670353,-0.0002834661342966422,-0.025009201930273388,0.0555752690232093
LIPC,0.09909945785376782,-0.017472428886671554,-0.02277639475451254,0.005157170816460131,0.10104764237701595,0.008522409033582333,0.02041361940582268,-0.024196528076647485,-0.026376964184020975,0.05077452971013375,,,-0.030127660812108808,-0.0245387969775303,-0.019447482983623317
COL8A1,-0.05577559844463621,-0.008037950289804396,0.01859658047600194,0.030798993613188587,0.005905845851885599,-0.008470659224855057,0.003292387262767138,0.00482849193710877,0.013198078572628292,-0.032188987167911264,0.010876423954090768,0.0067620947637163165,0.020950848342341927,0.05391082608808935,-0.03589188779559609
GSTM2,0.038712608966552334,0.025935055462970123,-0.03316092447330227,-0.04418506126360109,0.0430818736380104,0.03629760925000533,-0.01046209777365455,0.0671863824568744,-0.01979236485462323,0.07461004333125713,-0.0286050013612271,0.04057866967695423,0.04464942547870645,-0.0024201840634280633,-0.04129278810295635
SPX,0.014004161184162419,-0.003454830164259174,-0.0032811660770546047,-0.02069944119188161,-0.027555468795339863,-0.03283533708282988,0.011856784493730546,-0.026226562524876408,0.08272046366630109,,-0.020116142481888807,-0.0180496047470272,-0.011371802137736416,-0.022832268191944075,0.05912708033421746
MFGE8,0.050337770036806576,-0.04645768897520766,-0.016256728034218806,-0.01753912568346447,0.035641182763117375,-0.01943599655409615,-0.0761371948527426,-0.013988344721744692,0.04941988444873264,0.006942840125958523,0.0753277838262387,-0.006908668201673999,-0.05457488011316472,0.0474463112681986,-0.011600603972680014
TGFA,-0.038305722379009276,-0.028385917876412578,0.04761577663470461,0.021770767076802287,0.05238854435212855,0.09418108152242145,0.02155194224630692,-0.002400866038162402,0.00028791301239736974,-0.02241403177271163,0.03180597729578012,0.011114277047295248,0.0339913687947804,0.040189453996089544,0.05956226255657518
SLIT2,-0.013612685520316076,0.006387948543321164,-0.03082689934769968,-0.000272020154141439,-0.03229074823355303,-0.050610653690225306,-0.05357901658217246,-0.03464705938044699,-0.08534681478294255,0.02420459731011836,-0.016684233259415437,-0.0015891787785187123,0.06723282871261563,0.01927562787137978,-0.01291329073551451
PLTP,0.06512284168971842,0.1070095637069998,-0.022505062354256433,-0.03854496095640891,0.10451967821057032,-0.012098785275280166,0.022471664998045794,0.0617958046924849,0.03199278164812661,-0.027990514413337993,-0.009854893510900097,-0.04452540854747183,-0.04454815210149797,0.003678289856211105,0.12258729549939824
APOD,-0.0138366888920134,0.006190614003324672,0.057561955567836956,-0.01818205970202136,0.022203822904288337,0.04697112670867821,0.05507678832620822,-0.05046579175802047,0.0622870763512797,-0.01807303620776463,0.02878489563212093,0.022227995484874433,0.01785955141119929,0.0408008901360959,0.019476226654829124
B2M,0.013473659775123357,-0.028888061864736272,0.002503222498247276,0.04276950195410129,0.11314237917306444,0.03314592367201662,0.014681563110620466,0.053439597095155854,0.020739590253309133,0.04891092148466332,0.04155490129716203,0.007526034829295089,-0.019947847281065353,0.0032396857411609655,0.05093282640677333
OMG,0.0030806284029055676,-0.014695066683619312,0.026086754694452083,-0.0451555307144574,-0.011654759673007765,-0.031766850529108576,0.0062395056755685996,-0.029227970098408218,0.05517879180797989,0.0652370739289473,0.05288376911214656,0.03329527509159971,0.012460733909171805,0.010926652322201507,0.02561367824193385
CXCL3,-0.01852227863812655,-0.025124793300094546,0.012348461810241261,0.05714926412037966,-0.018974947991018343,0.016519569073622207,-0.03355864275410901,-0.011092883019683529,-0.025635767022149307,,0.07283904284781993,-0.01979935467359607,-0.018219034135338166,-0.029940980616260087,-0.08326512157997819
CXCL10,0.044966957437238345,-0.01455167680912429,0.08077690084358945,0.07137974002210985,0.09796995591472757,0.04885134494069958,-0.02535403198348354,0.23139449020778524,-0.052137942037740054,-0.02450827437033692,0.00012722219411324875,-0.019498397281681814,-0.024544925193826464,-0.02849235605814674,-0.05047794978424245
RSPO3,,-0.018688598255507918,,-0.014376154529142357,-0.023731153957709722,-0.02849982082346997,-0.019398904167029,0.045704283389018725,,,-0.015463864689706881,0.019034178528497633,,0.10414703299861819,-0.01197795095701983
CORT,-0.02773382374667384,-0.021241201058667784,0.03347313085733464,-0.032239630406618314,-0.03150104583167497,-0.00772763309779064,0.02819230339070216,0.03575186973616548,,,0.01457134648977924,-0.015212283176910821,,,
NCAN,0.013573593332425502,0.07081964145922096,0.00838569399272337,-0.09366621140394306,0.056424412408150076,0.009470729040234853,-0.013377158162383152,0.03184766183868023,0.008563155399896123,0.1507692386422076,-0.012286980604741954,0.03993832724943382,0.009244878203295018,0.02089156511539655,0.08724328317237243
PRG4,0.012658798030640149,-0.02069050543102365,,-0.014188644548924443,-0.020557626770607955,0.05593077431082615,,-0.013552787638953342,,,-0.02185254522480905,-0.022446654728684175,,-0.031331363445566536,0.103026920649915
ZG16B,,-0.019078299073295148,-0.01821044253920109,-0.016467657266581334,0.011776622127774148,0.01779548085816573,,,,,,,,0.029832603337851246,-0.018591596534396862
TGM2,0.02736590061912873,-0.05942105888981563,0.003040299287437464,0.04807658548791529,0.02096719487234996,0.027349495389021466,-0.052325187553187005,0.04753354888250515,-0.022767414812037465,-0.03502087810935853,0.03235274010840278,-0.023207953711222928,-0.016290343213360255,0.007830248254433486,-0.02900521715627666
VEGFC,-0.02715824391335685,-0.026270712864092084,0.004043442386363735,0.02058013092996499,0.044419477328978066,-0.018556103599345716,-0.02693749624468674,0.03441821689728561,-0.02362507154576942,-0.051822859416516716,0.007784876598903387,0.07875969906018777,-0.02403120624047569,-0.045900466010501524,0.024016052015555067
WNT6,0.06686653713257246,0.08474559173003533,-0.016840957543432396,0.009853135709740281,0.05669529569944529,-0.005076621468834875,,-0.01207113801502443,,,-0.01527630097099987,-0.02827270821606047,,0.059247970560456865,-0.019210697101485062
NRG4,-0.02566880753855229,-0.012671672350817549,,-0.017268229487974164,0.04928977504835226,-0.013049063684601306,-0.030009964771528574,0.06810461059142357,,0.08764697271573271,,,0.0067477776647545855,-0.013831187374384645,-0.02888994192448834
PMCH,,-0.014604784322110627,,-0.023926814287365296,,-0.02390863227484352,,,,,0.10928652963416342,0.055792949882752685,,-0.0004958739455454995,0.04997275076899141
COL9A1,0.08015709200739754,0.0027546491691755096,0.008442759157968431,0.0469331428442603,0.03621808984668985,-0.043777583448870776,-0.023508115245744223,1.2462620647616673e-05,-0.020725175278194764,0.12065473172289451,0.03842062104867613,0.06200055804680726,0.053939012968527184,0.09618281201735643,0.05816332574134327
GDF11,-0.06309033375631877,-0.01995105932734637,-0.048464677732944356,0.06493499686881286,0.0994013443527831,0.0018183262363325409,0.0005267491025549879,-0.00496146024163881,0.012031366970014822,0.0803049495896581,0.055136905422255064,-0.024824671185950095,-0.021877201365067215,0.02040991987883911,0.06365694366446217
RAET1E,,,,,,,,,,,,,,-0.015172714276462787,
IL24,,,,,,,,,,,-0.01511986812153059,-0.014305263389076093,,,-0.03229799399830856
SORBS1,0.019092839284124676,-0.0012702948834811129,-0.004877970095852785,-0.05719607640740333,-0.014550140809860362,0.006623381299276881,0.029529619701846338,0.01313884057887357,0.02241402414427801,0.01967181773060448,0.013953296796371565,-0.027281120320076634,-0.03369134571468629,-0.009111876302167707,0.01836634073354126
DLL1,-0.030737686355835212,0.005589084427420337,-0.006020127246503648,-0.06460758717775696,0.042372148539396325,-0.01965993303177425,-0.01917805696747767,0.04998851656997858,0.015046933657085582,0.03447491892688502,0.0662428768347129,0.030468125565364233,-0.00461063267788575,0.03392493182512244,0.12785332313827935
TLN1,-0.02180632248383437,-0.024128606347433936,-0.024487002903881252,-0.009314416668421751,0.08288931489501486,-0.05968699586215755,0.01707114483409241,0.03068111635768474,0.0013394656572705444,0.05897029606620886,-0.013709421661996702,0.00043876368015089155,-0.009794760739089295,0.02493115005174597,0.0015037133055867456
COL2A1,-0.0044596991170672345,0.008913691420071184,,,-0.01897495444840344,,,-0.0112615536673228,,,0.03663423488613583,0.019435499027792087,,0.0011380753438996094,-0.0260282870212334
SHH,,,,0.12288144092594372,-0.014916619773980906,0.030069675427528947,,-0.01074794457062965,-0.07097037475387735,,-0.05492952546612937,-0.03454030587294719,-0.0019133791074000851,-0.0287221783406215,-0.011347710857780371
PON2,-0.00548121436740648,0.03471206168877083,0.027467307796770955,-0.10159821408206418,0.09772584476518995,-0.014004151393555889,0.04046180119417531,0.05256832663511238,-0.07183380411918365,-0.0350828479901966,0.047801516644725775,-0.003086588852055832,0.026128836744216125,0.03554856206291751,0.09554714829360185
ICAM5,0.026097818895714782,0.011812671214990722,-0.0216780945639756,0.003169750446393316,-0.03707891527922724,-0.029799045610459825,0.016912915224046726,-0.02099015517500429,,,-0.042264190384821716,-0.04565716215399254,,-0.029825293056295995,0.034389007691442854
HPX,0.01510610851624369,-0.03437918380166434,,-0.011750707425090488,0.029141690159923,0.05805403495546732,,0.10131077424391206,-0.025635753610066956,-0.041751634949830814,0.011637285280670453,0.040124991794752964,0.13838192010883635,-0.0044405891384762235,0.056960057620075166
SFRP2,0.06878538540464312,-0.01829139881547054,,-0.016792195468647235,-0.015143777428623878,-0.02671549995354068,-0.07226877748679962,0.011419057176408617,-0.07455213960676361,,0.007689899836372285,-0.06984081960381083,-0.004779280085192148,0.02721619019958144,-0.0011502365534660798
CFC1,,,,,,-0.0205566495413976,0.019078506305690385,,,,,,,,0.015328819736153418
CD70,,-0.01150917701014166,,-0.028541954448281472,,0.05796703585916395,,,,-0.03483160191491772,0.05542445222252608,-0.03700240276458829,,-0.02110197544497049,-0.05075145444773022
HP,0.019762127565734425,0.005382407046266184,,-0.046591892728763726,-0.06651478504474267,0.053836495412381606,0.026711581322864317,0.008488213228407562,0.09308070822524106,0.07569296060844527,0.04365619293124855,-0.025383810316116757,-0.024714119029351847,0.01870904542942055,0.03978258135540289
CXCL2,-0.07030512573197199,0.0067237586601455734,0.007142935473936806,-0.00011213075331429611,0.002579151980968551,0.03811513253223965,0.007039134639563447,-0.021272765514545645,0.021989363903796008,0.17879855680275003,0.024832790038448724,-0.07536319880594881,0.062484010397227834,-0.025045969473731156,-0.068035606485014
NPPB,,0.0589803537104978,,0.09788778980976527,,0.09233821822356153,,-0.013831161003794817,,,-0.03983520854155073,0.010343504299280161,,-0.014030199208926775,
CCK,0.027693158874094122,0.00631202027772297,-0.03189738502427779,-0.024037525648952958,-0.056883672683092114,-0.03130999778478222,-0.0464330562660277,-0.05412964068872131,-0.026376985473842,,-0.04237698126198867,0.06982472401240519,0.0026837166476898805,-0.01820095590211826,-0.04364477306790659
SEMA6A,-0.03583171235160681,0.06559637722985417,0.0006629295285122068,-0.10764766972307825,0.06637280631416108,-0.004019561919508871,-0.047696784605498636,0.03462202520235213,-0.020440762294613703,0.04725318807880085,-0.060000752296669506,0.022585970941453665,0.01593034594303526,0.0012620647429006512,0.07773315700626011
