,UKF243,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,ZH8812bulk,ZH916T1
SCGB3A1,,,-0.007708996858961189,,-0.019558421532070245,,-0.030749389370607602,0.025973359635587716,-0.017256745873276816,,-0.0064611156495894785
IGFBP4,0.033419842079593615,0.009828457639317155,0.02994853598463499,-0.011744623689521746,0.040589339352605586,-0.017048690267177865,0.01765110346326286,0.01407025237803671,0.010824993704862087,0.003019273246780192,-0.012909821415252818
RSPO4,-0.0224824849815731,-0.03042834340179437,,-0.021482293570368894,,-0.02641396479809182,-0.03378352307840309,,,,0.06006614239803167
LEFTY2,-0.004627210296415651,-0.01905343251051634,0.04615867637199298,-0.013284502102801962,-0.04391864524405097,0.04449032283770542,-0.028896716504509954,-0.024853235167298898,-0.01675858087863057,-0.023981556654140836,0.07352245457208073
PF4,,-0.01712140954170365,,-0.009553792347043375,,,,,,,-0.0033219787070904116
ANGPTL2,-0.05894377677609487,-0.032794084295094894,0.025424156967427364,-0.0030584524616121367,-0.04313934019540475,0.04321087094304966,0.03589840695160203,-0.027371033414442855,0.055995781043931506,-0.0635732985020338,0.023253447090236405
LRIG2,-0.051327173245665846,-0.062435962758310114,-0.04301921125193993,0.023818831702637686,0.030303666938491677,-0.018337188015826844,-0.01791403177233653,0.004092817853148798,0.000492819309150917,0.04256992508793417,0.015437015552763693
ICOSLG,-0.04073922891412452,-0.007550759726373648,0.024167230354689827,0.04956572947339817,0.019120914446326538,-0.016681217984259644,0.02310894235304175,0.04936256915263751,-0.04135289379617714,0.07684599476490857,0.035036886319231325
WIF1,-0.05232033578451268,,-0.04395316824970571,,-0.02426711169604218,-0.006923414963567559,0.012143641378495454,-0.05693171240932486,,,
NPPC,-0.04588348323773968,,-0.03400493731336822,-0.014820287956844851,0.014069767258411817,-0.03976081704659801,-0.05756401853629833,0.011847962930043322,,0.05546475441334576,
LYZ,-0.008392993382467916,-0.06335419098679518,0.06772918513244308,0.01730202641160589,0.026038897633854977,-0.02497233262634762,-0.017251615172775316,0.05893105868654088,0.04853532920516356,0.015487310483079601,0.007288272798339191
EREG,,,-0.018685981982149616,,,,,0.018227032078568482,0.061923273766581376,,0.05559205268600339
SPTAN1,0.018682183731844493,0.021044351272408578,-0.0049744646740623455,0.006410162014502324,0.007893344507047682,0.035812959325578486,0.016611378914775776,-0.07320025310809937,0.05012159689971875,0.08797429900048695,0.041644581219297684
LIPC,-0.035126048745172604,-0.025768636406693454,,-0.01716887638879922,-0.008158105176792638,-0.03829457958226921,,-0.009393231664856,0.021598786023307167,-0.04913430919980482,0.10787564443196317
COL8A1,0.003611089530800614,0.0059918401192071745,-0.031659206441363115,0.08483967126702373,-0.00768983809591187,-0.003241343809618279,0.02239446024758793,-0.05935778091187701,-0.016901282365024934,-0.025586714464938518,0.0310902574416768
GSTM2,-0.048710669613171366,-0.0011191040065836883,0.005698267664855008,0.04684086247421378,-0.01295656078660443,-0.043213893580039395,0.004205847978977241,-0.012225633251144707,0.03754584151188731,0.06125446817238993,0.0583243244249987
SPX,0.07613456632271927,-0.04403745759838584,,-0.01791534999096686,0.005320884054589657,0.02638349631087311,-0.02205179981720873,0.019552866585654343,,0.03158672662527657,0.09722045676234324
MFGE8,-0.0026941014458727553,-0.022981584914252524,0.02002279662689845,0.014847317264570177,0.007167950659342912,-0.023882243151498308,-0.020295488017207562,0.045627735007163495,-0.004325293624285842,0.017347287481133247,-0.00013717480573043674
TGFA,0.007911404693470864,-0.0555632451901839,0.0573163362803448,-0.022090797585571333,-0.037311295159796705,-0.019810169431562184,0.00017110717933053945,-0.03870440939872126,-0.026410099645150058,0.0067314529488073085,0.04683704213414747
SLIT2,-0.04556227451988102,0.001400766249975499,-0.02014602502763784,0.02149332507633943,0.0653608933976282,-0.007699573296483235,0.041898063217681615,0.034047143118809985,0.05747665754066234,0.042054071473913726,0.03734160583642388
PLTP,0.019155763948193447,0.00965133653344649,0.06502030411829723,0.015171942230884226,0.028146891317483682,0.06252350082196577,0.018689692322052823,0.006943719860920811,0.017261603107625822,0.010168891251353692,0.015209047742946085
APOD,0.0610875935542522,-0.01178676529667764,0.029202436878404073,0.00434091315296612,-0.02325044890074242,0.05940932279084164,0.0027401075239302662,0.03827031459235844,-0.004892155674347149,0.012975864613809713,-0.015482833709079245
B2M,0.016774375364382317,0.02923151710830875,0.12145846250992916,0.028459805902127138,-0.018270319802779357,0.1308123529290541,0.05197232406840269,-0.019742493967931513,-0.035060181563686676,-0.023869129930095465,-0.014766109995851266
OMG,-0.008936665507949264,-0.020811705008409093,0.07014539910163388,-0.0603998219206485,0.059274118565996375,0.07654555105273278,-0.0045042910959941064,0.037656664865338474,-0.012410599406723804,0.03277905226158904,0.11367647136630109
CXCL3,-0.03867930146960777,0.042673110132605184,-0.047744538000833996,0.008498679865191044,,-0.031996066919884034,0.034412733686398925,-0.035991411320705345,-0.03705752282649991,-0.02971288285905411,-0.010689668966464663
CXCL10,0.06884674831286575,0.0009231198473440666,,0.028556865093658557,-0.020943028668443255,0.13203702968372852,0.012053733811193106,0.06501739926217483,-0.016910713050449538,0.09221445210520002,0.018755642698320647
RSPO3,,,-0.025357424625777326,-0.011094865954497768,0.04159948329327557,-0.03989430098775902,0.016317321398565614,-0.054909670728001535,,,0.1974783435193626
CORT,0.02037395650326656,0.0016992478746935629,-0.00038274832877456446,-0.013537899135544245,-0.013637767896073691,0.04089394255669213,-0.04602887547574299,-0.02393555876119404,,,
NCAN,0.093320368003676,-0.06187702769583336,-0.024971454194961284,0.026626623696887265,-0.06352578258783842,-0.07130102800683416,-0.033758317866537234,-0.03390365117045026,,-0.01182926077844491,-0.009038684661944331
PRG4,-0.001803012202733493,,0.049061811479192904,-0.010950154231245835,,0.007978592197614674,,,,,0.09410582397105613
ZG16B,,0.042606339158845465,,0.12227010121374611,,0.044918303082542105,,,-0.02210761180519211,,-0.019491473728730908
TGM2,0.07124263781510862,0.03334741256590364,0.030268944889064987,0.03381493500993514,0.008899948292807698,-0.017290922790094677,-0.0047988604095057395,0.0364904221172604,0.007260106984629648,-0.02309302049577841,-0.023017465769030132
VEGFC,-0.0246836915553522,0.07170757116882961,-0.037704338649608565,-0.01951610685048437,0.027593297079930978,-0.02990762174666093,0.005186861466455049,0.047668587105105686,-0.016166616842300797,0.015003031471382981,0.018970126439494008
WNT6,-0.03130549684092858,-0.01905343301056421,-0.015431357337740434,-0.015145473275034245,-0.015715343649129774,-0.019116457709482348,,,0.06802939774743769,,0.04924044115051767
NRG4,0.15175869591804783,,-0.019006752856391043,-0.013326838623792164,0.00028028669041714666,-0.009945082316589469,0.050292815864552386,-0.03218547882660455,,-0.031470434944030165,0.09116732144483229
PMCH,,,,-0.018465633260852054,,0.016608879414101923,,,,,-0.021348880567328105
COL9A1,-0.03634517719246525,0.017203987044584708,0.02288945676623255,0.028396801622057207,0.0050048262866466435,-0.04836493694266311,-0.00767237418395733,-0.025212290359404567,,-0.06374320707118297,0.026208570781179132
GDF11,0.00807139366732712,-0.06512742248289251,0.09006246522845066,-0.048914455538568,0.014150320944568388,0.02271091654067065,0.0004378262403654549,0.018569785779387955,-0.00013002234028008,0.15540318108767814,0.02352371347216666
RAET1E,,,,,,,,,,,-0.01714824063977107
IL24,,,,,,,,,-0.013940984322082843,,
SORBS1,0.03336312006175387,0.009508470927708979,0.07805320385151689,-0.019182974892807837,0.0441304112578904,-0.05109622223256392,0.03383853124359151,-0.004448188033943529,-0.029278704146831435,0.06080554052692083,0.03471819018355866
DLL1,-0.004825024257225606,-0.017849631290263027,0.03433189803065613,-0.03456480889927022,0.003528752687338748,-0.0018067759977120805,-0.03156651896013528,0.03570792364774421,-0.03483660383815466,0.059518386469146874,0.04498019396305792
TLN1,-0.0228454896294094,-0.0020918958738838293,0.039998688543070385,-0.001596991964451743,0.03839599209018843,-0.036297233196082836,0.019172757168317338,-0.029937927379685765,0.07352565068521577,0.01882212038010327,-0.0019497306515612084
COL2A1,-0.00019891842834969276,,,,0.11337945073087526,,,,,,0.05020712909563467
SHH,,,,-0.011379008109009135,0.0018482372619295924,-0.04183576042524751,0.008686555565024392,,,-0.05567251218191773,-0.04602022709287627
PON2,0.0440908221518787,0.012391886280467774,0.09455272914090328,0.006057443329413515,0.026748512309088493,-0.004782908441069049,0.040271893216305095,-0.02530328235810556,0.025121853105152678,0.013177972258390952,0.10401426232413424
ICAM5,0.027729370598878592,0.04088350279577243,-0.007865249247349626,-0.017734991776416797,-0.008386940581218751,-0.011793851047801849,-0.0020566049304095013,-0.029732831546468736,-0.013196854571816739,,-0.00928657185461435
HPX,-0.038026968622513126,,0.056424062485214026,-0.027686674758057687,0.10205314824432617,-0.010828244779212964,0.021899645537962573,,-0.026203818151822628,-0.042193766503320816,0.06326398829718059
SFRP2,-0.03109006225906034,,,-0.012959457094642158,0.018105357843064423,-0.010665792197669414,0.0313266375537643,-0.02052339566336379,-0.013758520111170194,-0.04669807866609766,0.024235166176878455
CFC1,,,,,-0.012180710717952797,0.02844387010701805,,-0.026262240539501866,,,
CD70,,,,-0.022027389733543432,,-0.03527158907266428,,,0.006601067973138511,,0.0449581281051685
HP,0.06117301252726399,,0.057648493285642574,-0.0034748686961822615,,0.09210737882108283,0.027403705290466922,-0.0018665542469388193,,0.04769283664558608,0.012841866813040888
CXCL2,-0.024112948991665988,0.042468455937629594,5.69861085257116e-05,-0.013681580082874543,-0.024288745574787118,0.07864559571967894,0.015339295766490093,-0.05951345354402183,-0.018506404891536165,-0.014164021406768916,0.03745678038634472
NPPB,,,-0.05270337561255952,0.004728927124836881,,0.037188020225034174,,,,,-0.01585696717638919
CCK,-0.0036385607384735153,0.0765207288248485,0.05190966470033875,-0.059021202863767684,-0.003981813746068751,0.04051487736248901,-0.0054512453147692866,-0.02202656968908025,,-0.0025345633339770453,0.06168157616916264
SEMA6A,0.08109408200865853,-0.036015647816339987,0.02694625730086649,0.007710662943378481,-0.008325243522302551,-0.019952251884485395,0.024622323661255968,0.018986481213580722,-0.004523477333594238,-0.014609206508048003,0.029433606079240466
IRAK4,0.08065588335845807,-0.026126097890149216,0.045957978212080905,0.012789464316092396,0.001570072061892062,-0.006023956866784555,0.06238069512590713,-0.037566760973853856,0.06779348239794859,0.07693867580372271,0.044462025676757604
GSTP1,0.001983537052339606,0.017126830555917096,0.04139419106092705,-0.0002262949304224879,0.0001660625327107592,0.12623629652908838,-0.008999190068077733,-0.009759975995834305,0.014432105416396777,0.06485820480252447,0.00938865305826839
VCAM1,0.020053290964897132,0.01274236435636384,0.013696008158818237,0.05095398919271474,-0.03867686964853226,0.07775735320829882,0.0024573795751149153,-0.05054239566571144,-0.08193211321978297,-0.023990849272835558,0.05540294748514934
NXPH3,-0.02157401325837271,0.040481592476130715,-0.04141146958094287,-0.002608021899947844,-0.011882098848085254,0.03553265371511593,0.03096105975580711,-0.020904653214792925,-0.02630711927173755,-0.04635496779548098,0.009946537369235184
MTMR4,-0.01733340224422872,0.04456839488498808,0.02843618111342069,0.02928686287617214,-0.07281121640194077,0.0018768712349350306,-0.007419243668644159,0.017065996133171436,0.023303496341268277,-0.033215993661179354,0.05930285380605261
LAMC2,-0.021304849318133763,,,0.07001681315446232,-0.021532563299938932,-0.025034812398588322,,,-0.020249914410013354,-0.030427045921101313,-0.016094005668297797
IL10,-0.033800886384174285,-0.002486068746684884,-0.006453051977541721,0.011943215048174303,,0.06909846654452508,,0.012906763147132714,0.05041646229630689,-0.0293498078449577,0.08173389469433837
SEMA4D,0.04002024214306209,-0.032454319968967395,0.0700907143926454,-0.03338117128621359,-0.04139997319903917,0.06732027659804367,-0.0002922443441561612,0.06305289204230476,-0.03886970184772726,-0.013080548634438005,0.02894124418452529
TRH,-0.027198404088107423,,-0.0195841138928523,-0.016164624817187574,-0.02945696080236481,0.09112502605354388,,0.012873411402062294,,-0.0516328599894253,0.07415789089201477
SEMA6D,0.07926414340429275,-0.006920303360763047,0.015085087412330271,-0.03063489222745263,-0.016739558267900592,-0.04012467252997346,-0.03837279703692147,-0.06372232956049723,0.10299367353594882,-0.021054038721027176,0.04342681330240142
CEL,,,0.07440916479417721,,,,,,,-0.059311888185907984,0.10386252189780736
PDCD1LG2,-0.06990772548202956,-0.004827221924539006,0.05390125307091604,-0.04098126187163273,-0.015121256953950004,0.01265956324545995,-0.013517840902756895,0.03594625459801054,-0.02964658191700222,-0.031140066808897506,0.043543412437784174
SPINT1,-0.014369898383181225,0.03951455813667477,-0.005633436522266599,-0.02134081739225195,-0.019558427508151767,0.028824305779836815,0.03669390081411329,-0.03971876328520754,-0.03560497231362906,-0.040904025525922316,0.03316386716013901
CTHRC1,0.04794094207558075,0.017787379273605082,-0.023009884077719867,0.091721164064508,0.03109814338289463,0.003886688664204134,0.053687538770588544,-0.015975473552396112,0.026570557002486565,-0.020388587167094414,-0.03320350395533575
PODXL,-0.021818410923647575,0.053854305748653346,0.007996831947209314,-0.029747069308707966,-0.024526631104606296,-0.031150969978430695,0.02981478918930166,0.010407423697403132,0.031428918084910135,0.019301234249619215,-0.026070892022064838
JAM3,0.02957152565403275,0.019660543823816816,0.09337434203798306,0.014505342280609623,-0.01577335342205322,-0.03626829354329874,-0.008496678800831044,0.0378598357679237,0.026753919802795664,0.025366661086097253,-0.043853832113420595
TGFB2,0.012427460495216123,-0.006262425044564939,0.044459852227510845,0.007268921283430576,-0.017375356008666454,-0.011908573300984103,0.003668955198187687,-0.0165828324347107,-0.03613712388731658,0.027901312494766014,0.0427796968188356
COL18A1,-0.018176325915874682,0.010559965741036684,0.05486035990699803,0.017539796850707036,0.03855873346192739,-0.06607938650991264,-0.02017966389890263,0.007436744540282235,-0.012500606513857284,-0.017733718524865175,-0.046470218074777817
NODAL,,-0.01835165049447882,,-0.022409912065266217,-0.04231578663305423,,,,,0.08475642397049643,-0.024307361146097696
INHBB,0.07547596768201485,0.01745578424191168,0.04001031036695431,0.002916102045198455,-0.0109638867541629,0.008583537202416948,0.051414702970315224,0.02313914739595524,0.09349945180643239,-0.012640880968553722,0.052966558555369685
LCN1,,,,,,,,,,,-0.017960755039284466
ARF4,0.07022453607517241,-0.0122441352900191,-0.011004109369021998,0.001553679139962659,-0.03766033010737074,0.02276801350268183,-0.014424924480057355,0.0392429414712795,0.06769186602461509,-0.01799842042213107,-0.03305446092262957
CXCL14,-0.0438085310115836,0.06561820570365552,-0.011193225309390653,-0.0019028604175675774,0.0002301257256308574,-0.022022401030458712,-0.022999518789576723,-0.04032983229430289,0.03615226946990988,-0.024605803911367265,-0.0234204799549274
LIF,0.030538833811321577,-0.023222960958541185,-0.08486641828167682,0.016764088261149147,-0.019076682477687002,-0.0448842796784191,-0.004672634336000715,-0.020823147673553095,-0.040279821711116555,0.017687755441414897,-0.03403619659908703
IL17B,0.06567669317972419,,0.006724605301047592,,,,,,0.016524427222840116,,-0.03033822837226228
MMP1,,,-0.08918831664919254,,,,,,-0.07862959223574037,,-0.024689126184877244
MATN1,-0.0200639031888592,,0.03928277267431264,,-0.01841645331468259,0.03712643965722285,,,0.09395782469842284,-0.030778427380713135,0.016522104212513922
ADAM28,-0.0010001364063829462,-0.018070065751944694,-0.03340767877153703,-0.0179478070579192,0.061366188366894746,0.0023797280656538402,-0.02227477969511106,0.04622517495581529,-0.038791998200153256,-0.0024679918829483053,0.015301241936594871
TCN2,0.07271555916204837,0.027658742114459105,-0.017137029768959172,-0.015479055536753352,-0.021152088567871482,0.005565197933331723,-0.048158434438954394,0.0329069721942693,-0.0009761213145075936,0.03604339553940906,0.05513678915993098
THPO,,,,0.029595369611882867,0.061004593525945006,0.04032558396018291,-0.03208635964834829,-0.004219670053845723,,,0.04644871451407779
CUBN,0.041892917683928846,-0.044203634170423195,0.03898926755832631,0.011292713540728883,-0.03276233837256243,-0.025492373528802285,-0.04315171601673842,0.012883425484066204,-0.0004518265929045209,0.024932823561501404,0.04826415483044529
TIMP3,0.05032258835917504,0.012911706718547173,-0.0023303105636978414,0.04224243663003942,-0.028265400353712236,0.007015276997085969,0.006121586310292891,0.013772780931158626,0.009376779750283044,0.04232638501313892,-0.034333189005704604
PIGF,-0.06837507117541732,-0.022170829105622042,0.08864687783433427,0.04382385955121621,-0.013817862267071289,0.05759710920078234,-0.013438516514959873,0.0392759487849753,0.02147469186866683,-0.009640758933888107,0.01214113461700558
CRH,,-0.00857573117051762,,-0.012834800965007142,-0.015519697865104248,-0.013964969518604443,-0.02606349510040764,-0.03042771996581818,,0.023935291725042645,0.03883975276193138
BDNF,0.04541099664955708,0.01108137032238917,0.018669899052556175,-0.03442218754746657,-0.015868598274064477,-0.015938674341470213,0.015829333234557003,0.10811619778950521,-0.021503944991507457,-0.056356803825413054,0.030902554727954938
CCL5,-0.04202073222081568,0.07710017637486521,,0.027623545957260826,0.010089854445859312,0.013812786567783168,0.012489969331767041,0.07307094773769836,-0.04215523685652144,-0.03149173638602728,0.09052778247435837
GAD1,-0.033658108560577285,-0.04198452578382321,0.02193202052318555,-0.028809492881234012,-0.015471604210034122,0.018710838074547813,0.018082927227596243,0.01830970499815681,-0.020885175403209288,0.052777178274606894,0.14454907024350697
COL14A1,0.02092093393878004,-0.028740122312213883,0.10640963422522697,-0.007063608837986742,-0.024025653662381755,0.050962667488542494,-0.013802139949664977,-0.005339331230969926,0.05664822600947316,0.02609576538785672,0.0209506283250977
HLA-A,0.07420957583796321,0.01511587641587523,0.11057699981708088,0.03132865123705025,0.0177721787451154,0.06985054850006257,0.03820380492796434,-0.013673356872717446,-0.00822751608885001,-0.04121104900868658,-0.07449226991171619
CD5L,,-0.024862093029912172,,,,,,-0.037016326822713046,,,
FGF18,,,-0.019584092023044692,-0.010197153385104494,-0.02153256016328926,-0.021576732191570178,,,0.0384630984033332,,-0.017760868054089444
ADM,-0.012012110160514755,0.05249133398101187,-0.08887850705538199,-0.023638713279783997,0.07057550485459965,-0.0743822842359912,0.005957734122416194,0.04329889135818012,-0.031479923365303884,0.025894300037664426,-0.023266445902116073
CCL15,,,,,,,0.014791383418175768,,,,-0.015403999484477909
