,UKF259,UKF275,UKF313,ZH916T1,ZH916bulk,ZH916inf
ANGPTL2,0.011660571313535463,-0.012770328695205967,-0.0697252132461762,-0.008543511786554981,0.09457498281342443,0.036688843906968575
LRIG2,0.01536520545748778,0.06440533325107835,0.04385146915682695,-0.012025700068469354,0.00023063848928251923,0.03983722944884343
ICOSLG,-0.030066788123436945,0.02086972689118023,0.052416580724601106,0.006450981303171791,0.031709340845199684,0.013709478726828001
WIF1,,-0.01039990465138052,,,-0.03911029572796608,0.14479171864795692
NPPC,-0.023061396957814336,-0.02028690954289496,,,-0.008143789096147495,-0.07790764327200823
LYZ,-0.016580238516005433,-0.017865034203871605,0.06518708342276969,-0.004020462169131952,-0.0017281427881879416,-0.07094692035644401
EREG,,,0.09183955291814243,-0.025580116791551557,-0.0245384525425119,
SPTAN1,-0.045534313971775243,-0.004212174127754787,0.07733561060412239,0.015950792617450048,-0.03298008836414419,0.03237093710158358
LIPC,0.01602752720162903,-0.02519667960178463,0.02404000563912106,-0.030921714178857664,-0.03323753418433973,
COL8A1,-0.03047253147604359,0.01735855181065794,-0.05405007253382716,-0.018154510744799065,0.045369558963037106,
GSTM2,0.0007931361277080136,-0.02349892134267642,-0.02321072829064731,0.010852171267211896,0.05483609104693471,
SPX,-0.016255787716798267,-0.011636004201728271,,0.0418922149119752,-0.027457175879179306,0.01796457136403747
MFGE8,-0.026643133372441518,-0.005498916053319236,0.029573035434810872,0.05241603424829484,0.1209701563800062,0.11366589784581706
TGFA,-0.02934486957069322,0.05474291613282791,0.04638456593101171,0.07930839960840645,0.04520040467653014,-0.02515217630355599
SLIT2,0.0009619813503741363,-0.034681348720948,-0.0282436363856013,0.0485331610150973,0.10362602808175801,0.19035329642033033
PLTP,-0.06228505391213904,-0.05604737299442288,0.025270140076003804,-0.04499253040298326,0.03897324431787313,-0.020480643362692046
APOD,-0.004754595167183617,0.029893616922248525,0.023795825935982538,-0.00641569650339305,0.038693405127410124,0.023455485434122583
B2M,0.06575833864878222,-0.056446411373703084,0.10882802213974124,-0.0888614932600868,0.033277184222476386,-0.035754995247138675
OMG,-0.02061493611495026,-0.03756735703351809,-0.014722923940374263,-0.048564328551934086,-0.016315330909085053,0.040836637833068026
CXCL3,0.046673356840944494,0.04477567919320757,0.04525572617298037,-0.03718028311745327,0.051691200990707745,
CXCL10,0.0033888873966941907,0.01475836941058822,0.01756772439164829,-0.0304082667881187,-0.0493680933184519,
RSPO3,0.016145150449339323,-0.020355016207720004,,-0.017428889248458222,-0.013990982653789895,-0.02790032395469269
CORT,0.025133705120250437,0.0831834127082475,,,,0.29176210147549136
NCAN,-0.10241588371958894,0.07204494759678451,,0.0640356123460224,-0.04191572776019302,0.11623087221980648
PRG4,-0.0170392001971473,-0.0006445057228494899,,-0.03948113129526466,0.09065851527881005,
ZG16B,0.03828078299290937,0.04998924087264407,0.032697732450312524,0.09028481911388359,-0.018182823917615373,
TGM2,0.009091523443630461,-0.01543097932379624,0.07051255150729384,0.0326564621532689,-0.012470347686142006,0.07916200384548161
VEGFC,0.0076395074500734215,-0.024793156636533472,-0.020357785300063977,-0.057839880738764164,0.0336419755418105,
WNT6,-0.02356740788887423,-0.020490657698756486,-0.02932677732795551,-0.01017861614334149,-0.018788312347715153,
NRG4,0.06406908598505562,-0.017688834909469545,,0.030739106311548556,0.045185179003659495,
PMCH,-0.028733807328571517,-0.013477029107303687,,-0.037583310495384194,-0.00672288854543562,
COL9A1,0.03133975948057907,0.01964016394907068,,0.042420764310687246,0.013028018698464967,0.006874665023430141
GDF11,0.0382050562886167,0.08477134409510212,0.047289221416201274,-0.008315795185237266,0.02715076197052563,-0.009242318405060726
RAET1E,,,,-0.01911936981278511,,
IL24,,,-0.016538447910644384,,0.05155683711151784,
SORBS1,0.023720173070789517,-0.01832012384303847,0.03574288694674026,0.018388504088665623,-0.029009144193919274,-0.0009671229222953429
DLL1,0.002202808179793534,-0.002262201702112147,-0.053139503430168517,0.011346851776051806,0.05380024769016509,0.08166714149867908
TLN1,-0.04449207464049979,0.006542323684883848,0.04955640879305276,-0.046424007668752994,0.029329336699069748,0.09334641262370813
COL2A1,,,,-0.025364924658415593,0.09245906903094517,
SHH,-0.017706526604083252,-0.04128505346065788,,0.025943389205129407,0.08127605161245649,
PON2,-0.026645861177952267,0.03200632757687419,0.08155010644854573,-0.006155032558384405,-0.019594792312610274,0.02551637794873349
ICAM5,-0.027596878454080518,0.05080891915138562,-0.015655673005428934,-0.03758330891412234,0.0010312366573354157,0.15711914815026568
HPX,-0.02930305591030979,0.028444319600224102,0.03482973833630904,0.07960125003624466,-0.03317819662770346,
SFRP2,0.03766808453692439,-0.015059229083082064,0.030762787504710037,0.0015487764101413844,0.1201884563143109,0.0664350130817645
CFC1,,0.08248810319667503,,,-0.025000999262816966,
CD70,0.027795415416042534,-0.021614845126211788,0.06670752989146582,-0.026590922689329076,0.018406133469066874,
HP,-0.02096101854645093,0.0055754985336611326,,0.08732388320475828,0.03406281168643713,
CXCL2,0.08146990385026759,0.057749698672811454,0.026187313008832504,0.061008166240493995,0.015424603939006827,-0.05037151014784637
NPPB,0.008909201905841534,0.043833024335322615,,0.12307796915945356,,
CCK,0.006676601436099599,-0.040538217548801526,,-0.022935303499297156,-0.061995195509940294,0.021226152602691496
SEMA6A,-0.02655057888499437,0.003072329219049787,0.008690216545927481,-0.018097157790394627,0.06147871979909491,-0.04340199109878376
IRAK4,0.01967307569069161,0.017977405766013192,0.018457532376826104,-0.0011493665244737097,-0.004742011137773252,-0.02999504005775452
GSTP1,0.01269465272834318,0.02908912026861162,0.0062849552751746245,-0.03909968711985312,-0.0069927491825593656,0.08928195702678178
VCAM1,0.0360155224875725,-0.011814734930758611,-0.07485975482206371,0.0012902688170497608,0.0718367163161693,0.07215778251792504
NXPH3,0.0054678386435018265,0.012374704013911135,-0.005102265486015343,0.018744094447253973,-0.010002075927316638,0.03243360586576442
MTMR4,0.02843338997330829,0.0024124722219199756,-0.012131044834985151,0.021382002624893516,0.03287497298466286,0.08920049017580103
LAMC2,-0.0013485548916593898,-0.01277335357465853,0.007161389177833452,0.11952208922432986,-0.027208263737238936,
IL10,0.03185285013904316,0.023281299416742778,0.05318313725465877,-0.04580253195582923,-0.00389330096969689,
SEMA4D,-0.018273632110695628,-0.04020330617173128,-0.020394826321007604,0.010664047147238086,0.028387334665919483,0.00887617348206901
TRH,0.0022309079529897204,0.009025282710111982,,-0.019802414977236296,0.06303291157544864,
SEMA6D,-0.01290116726094705,0.004693968476831018,-0.022286080096281424,-0.0557071294977532,0.10859553546070282,0.07770952830193203
CEL,,,,-0.038256351609567064,0.038961460230906755,
PDCD1LG2,0.0053947760123418086,-0.039639161920482,0.008428969442300496,0.03561345620306963,0.07342832212924397,
SPINT1,-0.019712878121925483,0.002528070971468323,0.02272635046269188,-0.05734808774087172,0.016373677543681093,
CTHRC1,0.01702796308106285,0.018896567694384914,-0.059763403703778875,-0.005545875766402897,0.14314147425134024,0.10260361200110882
PODXL,-0.007002351779248459,-0.006257862654660902,0.0652205518069233,0.020803230401492137,0.08114530540208559,0.021350810326096023
JAM3,-0.012395628787112749,0.0213090702993753,0.010369112073415005,-0.009704348799307734,0.12402302238705402,0.041311125905246986
TGFB2,0.05825202742750133,0.04763729604467262,0.046677813344849356,-0.0361859100805985,0.004596282639687064,0.10936659697731738
COL18A1,0.020542899255874443,0.006720725967748812,0.08444657591714377,-0.012234172340012468,0.05712284821281874,0.052111223676103956
NODAL,0.07773167449236133,,,0.0506998259670083,0.0831977525549902,
INHBB,-0.018389012960093855,-0.039412023674802704,0.05567050255395401,0.028517904506236456,0.03104397687187895,-0.05426389460625584
LCN1,,,,-0.02002527984803856,-0.01908427565810403,
ARF4,0.005417037116654115,-0.01005860621754626,0.03697272736834015,-0.027566750359236877,0.03691712478083136,0.012541686582457927
CXCL14,0.0011246726934577792,0.021260369231648698,-0.04370187687990304,0.01238539044811091,0.0020380138756864743,0.07238198730504299
LIF,0.014919148773720338,0.03953409943526793,0.0780742096757894,0.02466503709958012,0.023042055114402892,
IL17B,,,0.0507414772789983,-0.009835057064635416,0.0020876534908510548,
MMP1,,,-0.08204329747779807,0.06101151519217774,0.06696020726409581,
MATN1,,-0.01027396591417201,-0.016538450294468435,-0.006687561843307229,-0.019663698829896332,
ADAM28,0.00035205047356703527,0.01621277056922119,0.040964316788691814,-0.07212876001162012,0.0056994177677792725,-0.005748987126982183
TCN2,0.023661532093629253,0.0033807750380594713,0.024205426261635677,-0.006783353007879069,0.05454838892131883,-0.019203932953419576
THPO,-0.0277797812703526,-0.021092006536040694,,0.0375892447507775,-0.0294678405279759,
CUBN,0.016477714985045036,-0.02135494111568796,0.07179030139996292,0.03773542590600083,0.003002871237884189,
TIMP3,0.0364387778882697,-0.003340864049309882,-0.026109551868081195,-0.006321894165203427,0.13487664246513023,0.042537566031639544
PIGF,0.01756282707621268,-0.004295333449284479,0.06599208273165395,0.05404964925589609,0.04231002178941192,-0.00495317581616128
CRH,-0.019971841356285117,-0.016173620565533422,,-0.02969492703261233,0.05446159270299397,0.0654387839780663
BDNF,-0.03558973387588813,0.0017532240476546743,-0.025510528230927226,0.02975802495338536,0.01705790659390049,0.1275738703045054
CCL5,-0.036337536485408425,-0.022929227983797425,0.07452660215229014,-0.0257817287153227,0.019769011737180455,
GAD1,-0.023532981025896463,-0.05871562776141945,-0.024776470407725314,0.07891099032306353,0.023815185839256493,0.030828177536591634
COL14A1,-0.02396597282235471,-0.02231727729841211,-0.08691728634577876,-0.06585620000746734,0.10153365739652921,
HLA-A,0.011677275632296629,-0.02364929165366462,-0.01148109066736613,-0.021336704276581547,0.08802120731182926,0.06426215350271985
FGF18,0.002506986396238923,0.01428283925049025,-0.017172387217119,-0.01980241656596851,0.029219094510022074,
ADM,0.09010947125204602,0.057243786450544606,-0.01153076791349906,0.011238080769587211,0.013151452503438155,-0.04021317767457124
CCL15,,,,0.12514885701854583,,
GNAI2,-0.0620594762929436,0.011134293568750233,-0.01911607315445485,0.017378949257666712,0.040742591133857246,-0.010750104386167036
HDC,,,,-0.0029069620612796844,0.005384988252088497,
COL11A1,-0.008864737179580095,0.019252900277766247,-0.018780198746623174,-0.01063661656210405,0.13190663169492967,-0.04793036966629295
NUCB2,0.060772988795682215,0.045217300061227116,0.04156486342361408,0.000615396261980243,-0.013852562464868125,0.02949214613718049
FGF16,,,,,-0.019376010156776566,
CXCL1,0.02619721268351646,-0.02324728570540762,0.08883155494177482,-0.0017269471515558613,0.0651751695172369,-0.03216184678275174
VCAN,-0.04151242226384343,-0.021705639170178898,0.03991244129164332,-0.08951890926674473,0.11284657162281067,-0.11249861988545048
MMP7,0.015839216126086304,-0.01014653335551743,0.02441494811661178,-0.003780181097814007,0.128918615215692,
PTPN6,-0.031800768944399156,-0.03136441127871463,0.08230796188737682,0.041501754099180714,-0.009086058923498747,0.0416682085667206
PTGS2,0.03506712974134496,-0.014468530055780002,-0.003521543011194692,-0.029652938078792525,0.001692322638684986,-0.0237713843966985
XCL1,0.048171285589797934,-0.016665301388947333,-0.03083979326969875,,0.05225829508539918,
CD58,0.04598861477225309,0.0522172279634458,0.04251874315266258,-0.04083134985536335,0.09446774494456,0.04349192315659988
TNFSF14,0.031036405766176636,-0.026873552149433776,,0.012923393769937813,-0.014127539464836913,-0.03492433680066721
CNTN4,-0.0310272051482785,-0.02810851042661722,,0.0007838277284351957,0.018664924137446245,0.05108609340778037
NTF4,0.0046598090832500405,,,,,
INSL3,-0.015867475491231926,-0.011700020127453891,,-0.02351597007419844,,
BTLA,-0.0023355344468261627,,,-0.02273876724774646,,
MFNG,0.02877323060761578,-0.0254689223656574,0.15784351444818193,0.03800612185314855,0.05346138749455007,0.0705819669108305
ICAM1,0.029958857098805334,-7.038103815227657e-05,0.0065691083728331165,-0.01784642332482165,0.04564334580443797,-0.08159012764741977
PROS1,0.015729716402466586,-0.03653964207575692,0.02687767588822241,-0.02148628593195124,0.07947067661357966,0.15937239463108785
CLCF1,0.024245350543872692,-0.018579675599647582,0.02968289543634512,-0.019556095579379974,0.037776433195833126,
PSAP,-0.037179191772966774,-0.04739477284404841,-0.013102905114871605,-0.034252826582247986,0.008672690714386472,0.030389480261679428
EFEMP1,0.026700160859782107,-0.01539091914235769,0.0643943690706281,-0.0412709170051718,0.09890773892658182,0.0007375861216650404
C1QTNF1,0.0035190166036648857,0.027416354293830214,0.039169453945546204,0.06395169406070558,0.12572276160160295,0.11745320763857357
ALB,0.09820590768208816,-0.012773353247693884,0.03314355652043446,0.03750279538048101,-0.027840254805212558,0.005686104590988634
CCL13,,,0.023826898025924068,,,
EFNA3,-0.05823475919253607,-0.020565995814630207,0.05705195237449628,0.06475135212689655,0.07917316199724317,0.1439109662529504
DRAXIN,-0.003526410222831809,0.039504198340820536,0.005683567947370009,0.009929916802247538,0.13359077465420494,0.33927666583055516
NPTX2,-0.014966869413473693,0.003177237123290821,0.052015468390522575,-0.002658086226528113,0.022760350438457227,0.04207798178930366
FGF11,0.005126098239814695,0.017300262909351306,-0.008701441919886761,0.09482100066667402,0.0510097596297473,0.13030283859723504
CD59,-0.06114625028767745,-0.06329498856967221,0.01089370118934023,-0.012450780722622321,0.07980287791051353,0.08112749285815443
COL9A2,-0.027774541541502346,-0.015329297130691368,0.061422078208580276,-0.009633210388215291,0.06378038572372871,0.03353077464341727
DLL3,-0.06180130170281806,-0.021992951831843546,0.09748456385197395,0.052765119371137884,0.05657151307455157,-0.011129740837145066
FGF5,,,-0.03777066809449763,-0.0019410480597356484,-0.033237524173281234,
LIN7C,-0.019311144732317313,-0.015610323765032371,0.044931762430051994,0.03853297774630383,0.02585217190597279,0.022677916636712436
GDF7,0.023639963658009126,0.02902985884447823,,0.004688934778615047,-0.03005857137198227,
PSPN,-0.006257456829048752,0.008478220093289726,-0.001548745887078222,0.03883380038938401,-0.007992330750384644,0.03219146256289787
ANGPT1,-0.028636639127362768,-0.027074444436566307,0.03663919640296375,0.036104386675850496,0.010476695115909988,-0.06997245904101136
PNOC,-0.022055952148361372,-0.0721431570352523,-0.01565567815240656,-0.024270664195921443,0.0031691421106800925,0.034740110468467825
L1CAM,0.0024251569787734845,-0.04821221670290915,0.0686024479687463,0.029281653121577905,-0.00023049263936457173,0.08773286250926104
APOA1,-0.02471097141265353,-0.015235461516399809,-0.003276620644528371,0.020140900664585168,0.012493507643577578,-0.02917448985417483
PSEN1,0.008756691237197842,0.023926272740689487,-0.0049304381080138866,-0.04784728470849125,0.0261821635070331,0.05915821284366168
CALM2,-0.027326629544371067,-0.04289946843257637,0.033805418759073856,-0.021783403164548968,-0.06001422596676811,0.021374395072883592
CLEC2B,0.019221796217217396,0.052908760728700946,0.016040594122236965,-0.007854928557615463,0.06506237716951313,-0.05464257389594141
NTNG1,0.026836937324508765,-0.000848869756294637,-0.025655136215130634,-0.012055058673452345,-0.006763368204930688,-0.05388343063260779
LRIG1,-0.043980711431177155,0.0694500038770735,-0.07742161521108497,-0.0038379518927267615,0.00998556572343265,-0.057348791855927735
CPAMD8,0.04418429204075048,-0.012978023690282304,,-0.024640218774304074,-0.02131377998177795,-0.029527738106493104
GHRL,-0.00065705455123979,-0.022755079562600884,,0.0833361515750064,-0.018788318824756657,
NPY,-0.0363164034876104,0.06362991462654971,,0.012697166473998543,-0.04460840519729566,0.08450417157286773
MMP2,-0.05456143002280146,-0.04661340798228949,-0.07144665509902604,0.0028469443556993802,0.08210699696351922,0.25792836214461073
LHB,0.0009923401946561159,,,,,
PPY,-0.008138755328308175,0.10631519797304462,-0.014480804167969935,0.07650511457822089,-0.03815427855097629,
ALKAL2,-0.016108372456061993,-0.010277916799716168,-0.03691912085231021,0.03866057171565597,0.012469912323013034,0.04063794787875752
CSF1,0.059752544084291884,0.024191285004939393,0.07924299328910779,-0.027429820781604945,0.01678850863024015,-0.021726310658058613
SEMA4C,0.023974579114808117,0.040996837248847624,0.006701884986372366,0.05528824173135786,0.06533561256151976,0.049200582271842375
BMP8A,,,,0.05968234334081143,,
ICAM2,-0.01518988330799897,0.011184120746690255,0.010459808863566225,-0.023620435380702662,-0.03371575457608032,-0.001729594173086398
SYTL3,0.015561832010754582,-0.0030267920518014277,0.007544350620848508,-0.019385496538096778,-0.03521445967391202,
IL1A,0.027394448640852002,-0.01243118671271363,,0.0153173739243057,-0.03377259349918965,-0.05614001021194913
HLA-G,0.0840565481447154,,,,,
PGF,0.01933686961697547,0.025447214664189133,0.0834267914939671,-0.025455127098207755,-0.01753763268037774,0.02045676655335229
LGALS8,-0.030824481800864615,0.02139887626798446,0.06312564618501282,0.011627987956794409,0.0011031436647606664,0.05775060864548592
DKK3,-0.06292069935054961,-0.02857636181308051,-0.011364101334639533,-0.0549238392016648,-0.02602793527729975,0.045188686292847766
COL16A1,0.013110039200351137,-0.01581325102458956,0.06702922116887822,-0.02524894482384282,0.10624719917620182,0.0690579792291014
TPH1,-0.013101454438151474,0.030933816525524523,,0.030258545469259625,0.030451819797103055,-0.02790041442819422
TNC,0.04882429313767093,0.07116525372957956,-0.07007025922988408,-0.03703953620345442,0.08089510708079813,-0.0336785821766159
TNFSF9,0.014320759569117015,0.04563303410295717,0.010731968344070395,-0.007066964195586479,-0.030923035521292344,0.0016722035483048366
C4A,-0.00468766863430854,-0.011243783034103408,-0.017172396536088333,-0.028423597841136617,,
CNTN2,0.0036879938952118023,0.004859886439920681,-0.018182828289856373,-0.018715084801953278,-0.025101609477854087,0.024890879111245053
F7,,,-0.015655680349288797,,0.04967721122789092,
LUM,-0.028330646340937193,-0.010145816443940154,-0.09500261915597852,-0.016922943198687538,0.10284490907738389,
BTC,0.016511181267903904,,,-0.0021297195715248352,-0.04358840665835944,
APOC1,0.09132784228108444,0.050685082851470255,0.05297616138691738,-0.021081672434736774,-0.008936198751944523,0.001215081932599302
PKM,0.022534665712802826,0.042675151454160176,0.023456294359992965,-0.0052465206708372765,0.07453427914843733,0.00834783521784543
TNF,0.041042011126436635,-0.0028563408837592335,-0.022286081906888036,-0.01952253275319874,-0.020504123466273134,-0.07852620813115464
GNAS,-0.046361653690904024,0.03283668104142148,-0.11557364430252097,0.07237276715432457,0.0024487981249284403,-0.05097584949652299
BMP8B,-0.025028908312039546,0.01062757905320289,-0.036487847659244926,-0.06365219869303275,0.06837288970805115,0.24839975623288535
LIPH,-0.02455059445230204,-0.009065562799080747,,0.01703494845518812,-0.0005117618417285572,
CCL28,,-0.013959475332400205,,0.03286918148746171,-0.013990964021103693,
PTPN11,0.05254754419078518,-0.01300418559815388,0.01147363366349469,0.05700521914169173,-0.021527348489663044,-0.014461510125545562
ADAM12,-0.024872562688791146,0.027097234241876267,0.0345311425752606,-0.007667114268667156,0.048136911939522825,
EPO,-0.025028909012875335,-0.009484824353784277,-0.014234748687057005,-0.017428885911465193,,
EDN3,0.017191536529417375,-0.01470100995837188,,-0.004075737745859284,0.029549299200534753,0.03731026100494253
CCL22,,0.05233550763978423,,0.004456814999145041,,
CCL2,0.02190445261843221,0.05123446122395193,0.049656265607585216,-0.0016026832868946273,-0.0015631976961309132,-0.07561356175655418
DSCAM,0.018359225853024408,-0.030654710248677813,0.14541313157550123,0.042825188436856676,0.09046078622359552,0.05152109971339224
ANG,0.006550064496557907,0.007420042805707297,-0.05233387953473347,0.04141261106689761,-0.009399147844724318,
FBLN2,-0.022475574273678543,0.03922652464900503,0.08559053393253836,0.07217353021322288,0.1077584815690736,0.13986782853970947
VTN,0.024106378262942953,0.0023457528760074497,,0.06336647702924489,0.08695485932536992,
VEGFA,0.08437131147816969,0.033501551500046384,-0.048801106394595714,0.02796585102423324,0.03767237799473978,0.08843622719510247
F10,,-0.010399904904055344,0.08382270135157223,0.039104915379779295,0.046116879959273015,
SERPINA1,0.017145701257363467,0.03426496783042302,0.047874289590736314,0.00010967313825852806,0.02709664323659469,-0.03611706258399128
VWF,0.010216896329557378,0.058777929537777295,0.07886709471173314,-0.017683929413736407,-0.02482662585497805,0.02073567095885169
GDNF,0.037976642211683176,,-0.03915085546277744,,,0.022951097911334123
VASP,-0.011747202920619457,0.019096076280031765,0.026899281183698113,0.06367347318391302,0.035368562228481684,0.06856512766486238
ADAM15,0.030010010680238706,0.005791264411996819,0.012447768673347407,0.021000543199393994,0.02941134685217267,0.006328240023124548
WNT2,,,,-0.021558152653368794,0.09233468003863168,
CALCB,,,,,0.00020014320765278994,
OLFM2,-0.0003725150208362403,-0.019079484477422883,0.027868841665209306,-0.006543300964070404,0.017724387718367235,0.06056351296214098
MFAP2,-0.041391143845166345,0.045918759975222004,0.10522373154219289,0.046764393828934096,0.07506349169551345,
HLA-C,-0.004454214405452756,-0.05027032009357012,0.08847080073461433,0.0045942810397266625,0.0020653741962372517,0.005341343786413289
THBS1,-0.01961679613486731,0.08025876107709223,0.003539476066084234,-0.053433503066619883,0.09280201272892255,-0.05351392710946115
HSPA4,0.0314509679071905,0.03324348407314604,0.04382131608052347,0.05804475016450896,0.0014580544272101256,0.0496727747119308
LMAN1,-0.035181911861838354,-0.0058175202823069535,-0.03270931101133853,-0.014777928486512012,0.07004764754057378,-0.004728629677573837
LYPD3,-0.01835066297483489,-0.013279517005762067,-0.01396445606745034,0.03546210025411343,0.03802263690527036,
APOE,-0.01957459448329792,-0.004589192473929292,0.059089256442712915,-0.042808236959808274,-0.048219526807030934,-0.021492259371320148
SOSTDC1,,-0.022940646300670484,,-0.014939558646288676,-0.013145560813750715,0.132025841343948
ANXA1,-0.00947391501693838,-0.0570831216267122,-0.04276424567761464,-0.06618024376619222,-0.04930274772090529,0.03888282677900873
