,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HSP90AA1,0.06347018252510937,-0.025059328138225145,-0.15522352954025187,-0.09112905846474241,-0.08316711372053964
BMP4,-0.06226876260416525,0.0022997196850618605,0.04968878167010129,0.04248490958995008,0.04446868819040105
SCGB3A1,-0.013627082266511133,-0.006574434893176675,0.10245459431313345,-0.024419788881045835,-0.0121277795698382
IGFBP4,0.003267535095919714,0.044885963543019054,-0.012409570437983667,-0.012349200457057043,0.03727148758437851
RSPO4,,,,,-0.0037632368238506566
LEFTY2,0.08197629761883157,0.08570933275695468,-0.010455629821456435,0.03455685675251236,0.032681529523289184
PF4,,,,-0.01734874668401953,-0.029099944851947675
ANGPTL2,0.05168125984254462,0.01766694084390951,0.038335243655969124,0.03326359216703108,-0.013263557260113952
LRIG2,-0.03674255474275232,0.12057762058441893,0.045094058412595485,-0.005085668677327223,0.053616676530447
ICOSLG,0.09755086026975571,0.10627415992070925,0.060985831143916314,0.07152860341773996,-0.014273731064974697
NPPC,0.19440159925038564,-0.064008796790061,0.03415942122401745,-0.03282499178623931,
LYZ,-0.04967800001516456,0.02148830344249493,-0.014274658484343018,-0.018932059537681716,0.004222851124577098
EREG,,,-0.0017151330459962831,-0.03243166006939678,-0.024410903251763313
SPTAN1,-0.07342037965395362,0.009579348109661578,-0.0009325320482332526,0.0649175495557407,-0.0013944048692060066
LIPC,0.0861479367418608,-0.04614807171154579,,,-0.0367933445557315
COL8A1,0.09576975227590809,0.08231998406558684,0.06717533626916719,0.078253800832795,-0.03161095532464161
GSTM2,-0.05178942173958118,-0.04736087482302991,0.05232061016676465,0.022990170315409016,0.02690193516325393
IL4,,0.05955411960997008,,,
SPX,-0.03297602276216338,,0.05148980785320986,0.016007716357865694,0.04864451763652851
MFGE8,0.04127944108675365,0.0831668298017502,0.06185341676543338,-0.012926119983655416,0.0635864665330763
TGFA,0.08851928340818527,0.01620972764946578,-0.0011609193172043004,0.03171694878860102,-0.006470920419437585
SLIT2,0.04415256592683129,0.0821137577127049,0.03192170793296476,0.04998288834398935,-0.0026806142863949937
PLTP,-0.006910053100456538,-0.019801596033559587,-0.058690551086193955,-0.07464524180750826,-0.03118972842036576
APOD,-0.0033453079414781733,0.03581405479693659,0.11837556412425006,0.04192083538246514,0.0005602265511444706
B2M,0.0424566919268674,-0.03492638921321092,-0.01001157079537072,-0.04694518880211741,-0.014731817816600011
OMG,-0.004144812585042996,-0.0015925089188314546,0.11144322770574416,0.07284890802639442,0.03757084830732926
CXCL3,-0.02563574556282765,-0.0631995613510688,-0.0013650274618181375,-0.03349542995909908,0.034502049746944305
CXCL10,-0.006679584631008868,-0.015030882845835347,0.008411789919264277,-0.023269698644014333,0.029356416195384007
RSPO3,,,0.018899632953433953,0.07397411542908573,0.02000488584014346
CORT,,,0.05212035021818815,-0.018154581635624112,
NCAN,-0.037482641299296716,0.007282782472936963,0.09591081372432185,0.0894340214571721,0.029173725202849513
PRG4,,,-0.03483424298209975,-0.026788196155662056,0.031515314085934075
ZG16B,,,,,0.09980243233879066
TGM2,0.034232551866820615,0.03673236259128662,0.046985788692220476,-0.05098706281387223,0.0024752323512243456
VEGFC,-0.042430665189344095,-0.006851330167942157,0.043753553301808044,-0.03637516500969647,0.010438103497365618
WNT6,,-0.055938476491829,0.001063267451907747,0.066758458009846,-0.03122952938025185
NRG4,,,,,-0.020738410409711753
PMCH,,,-0.03232663421898931,-0.00888628330329495,-0.04471989116137662
COL9A1,0.05632452786719449,-0.03527740246846976,0.07030389415923113,0.07369953471897814,0.11827117632073308
GDF11,0.024536014844305152,-0.04681802371517373,0.01596923849389872,-0.03028972939748336,0.036151226780895794
RAET1E,,,,,-0.022749888869073122
IL24,,,-0.024101959501026636,-0.017072129738569964,
SORBS1,0.08396783463911871,0.053928006688060005,-0.036771909379885816,0.0026811770628052114,-0.02541611211723517
DLL1,0.0025988724432570794,0.06693177380253337,0.09391908800531164,0.07994655471435062,0.016225532036732566
TLN1,0.14799058312529492,0.12730489806926182,-0.07788157389188594,-0.04511768624268134,0.02398296724835121
COL2A1,,,-0.052690043053961806,-0.04449519259108774,-0.0009596924989690099
SHH,0.04001509650955169,0.10086763800841214,0.04099130999263438,0.03138511435518504,-0.030763801120996612
PON2,0.06768480625635138,0.013495503782813466,0.0834825547617415,0.027455083608120382,0.06595023352830984
ICAM5,,,-0.040276576279564213,0.07566562101842632,0.10507024152759908
HPX,-0.025635732150756527,0.03292987075060295,0.01078567172534427,-0.056852528215604936,0.044307502026983386
SFRP2,-0.008941179973520182,0.11139103062688337,0.05277376950673161,0.05089450663922867,0.03066121766533639
CD70,,,0.01187362440035088,0.028234330162668565,0.07557270692211417
HP,-0.05256124588160163,0.0007343896171973405,-0.07243214176969606,-0.03422440600117416,-0.0020389587906083323
CXCL2,-0.027745054837729828,0.04644393392129691,0.012637851120731907,-0.05715745643499863,0.03635208373737601
NPPB,,,0.007806664897422909,-0.041782183624869886,-0.021036807719314248
CCK,0.1652493042103587,,0.12413950972772828,0.08728123713069476,0.00392219757843698
SEMA6A,0.01847436525504499,0.10255723536538125,0.07367299114043907,0.03459743536836816,-0.03886860450990253
IRAK4,0.014690762490799323,-0.02927020024199423,0.04075969533046118,0.03757406358765737,0.08548647781226998
GSTP1,-0.05588257741757277,0.033283967727616645,0.08200299219981086,0.03544782887604421,0.08096542441164098
VCAM1,-0.004432947598892637,0.028206930908760055,0.05342814585041482,-0.05101346785588465,0.05438272382048506
NXPH3,0.03804984225376875,-0.07307250870686807,0.14054157231534242,0.05557055156290922,0.0705611893184971
MTMR4,0.08599824341936703,0.10724419490089307,0.07136084100863835,0.0176318416933117,0.08119749472997541
LAMC2,,,-0.02963116056493605,0.05117424176356406,-0.007570145555762751
IL10,0.030634348361182583,-0.06789217683943416,0.08274471246015935,0.0029249856112594655,0.026640310380410735
SEMA4D,-0.0048049731564596245,0.008976716190952893,0.06227039546685562,0.1264389370818342,0.024974539633966085
TRH,0.06821716636422598,-0.04595161329093628,-0.036162096891075905,0.03643672707888715,-0.02356263540496737
SEMA6D,0.06846542291135164,-0.012177810523442342,0.011352696647306237,0.0016259901692645688,0.025915462873736094
CEL,,0.15848124740248956,-0.03649873357407219,0.10911025857218626,0.04337452584036558
PDCD1LG2,0.0065629837144309715,0.010164773144279327,0.033678125364212594,-0.012606756129589886,0.05180047062558259
SPINT1,0.00933986414641055,0.006406060738402979,0.04691434671876895,0.011895642956171243,0.04111718720540467
CTHRC1,0.07730328749277719,-0.05727283433424806,0.05930783621307425,-0.02931555682343059,0.01886443539672086
PODXL,0.06180529638306791,0.048731526414414646,-0.0476296618809308,0.04497849026074917,0.0056155102878366414
JAM3,-0.022705937993922995,-0.027970306749923766,-0.07731448240991565,-0.038979527483820206,0.01504553789985511
TGFB2,0.12554028197727135,0.07978188455571185,-0.019368033294911116,0.06222070796897576,0.004340122042583713
COL18A1,0.08307775693898713,0.013682025093436611,-0.007170816809180049,-0.08608647702925654,0.011679088481668253
NODAL,0.013521543604948321,0.058040992353731,-0.03603002491433515,-0.021088101782883763,0.12605515529060507
INHBB,0.019481477969043603,0.009510766019186065,-0.02408070198019913,-0.004345718028592284,0.04156546645895966
LCN1,0.009212637473763646,,0.0096717589204489,0.041695394989057624,-0.023827819409106537
ARF4,0.10161409488421026,0.0390311445760991,0.09498105808298545,0.0730759998509569,-0.0011999940192639756
CXCL14,0.1084479808865067,0.05214469121508593,-0.09638115475150054,-0.03451677747527916,0.03282513733679883
LIF,-0.03252913953585011,0.034885471228064284,-0.01704605164031961,0.034176023308617624,-0.04617279281901739
IL17B,0.07583495507353002,0.058784807661873016,0.0466091595323841,-0.031887102561258956,-0.008324725976538447
MMP1,0.052236469446542574,0.10757723969791022,-0.02067444453339275,-0.007907324007383653,-0.015429369877865967
MATN1,,,-0.048222354155347945,-0.010691940085979082,0.00120076858624716
ADAM28,0.0064182928265693485,0.0299943523742425,-0.0441951557497578,-0.009490345594628692,0.06037001403826491
TCN2,0.01934361819826629,-0.06393238642457197,0.062492971204231945,-0.023520974428980723,0.03728592279832459
THPO,,0.17697484227274485,,,-0.031022403167942664
CUBN,0.07314889716023128,0.07340658732657714,0.07560144270950744,-0.04369837417957018,0.06488933236667464
TIMP3,0.002337339853972367,0.0534276843609451,0.06655927951038736,-0.013918711534192557,0.03663627315445139
PIGF,0.05671740621633519,0.05053319856023037,0.06619896787709073,0.020779388555585913,0.03192945798968353
CRH,,,-0.009662266273886022,0.02723656896111767,0.07445538510926318
BDNF,0.1577671448158719,0.09734783272849344,-0.013556026461180844,-0.01902099873378239,0.022483977790825938
CCL5,0.0157887998216249,0.07210008430463322,-0.04147061856485692,-0.048255658506494555,0.0409496338890533
GAD1,0.012788612581929077,0.08117969270004856,0.11677402727254525,0.021838821422808987,0.0026459257876831005
COL14A1,0.07207162030307769,0.004247078518865599,-0.002451942922320886,-0.03585230192680585,-0.01077271439041659
HLA-A,0.013986778381831853,0.004093821234686485,-0.10542865920235554,-0.10556823377057205,-0.013118386189240548
FGF18,,,0.003865313601202354,-0.03108745733794849,0.012745273710041093
ADM,0.026819225326999607,-0.034186745690188675,-0.009539570115013725,-0.02309567353641755,0.0321909554980126
CCL15,-0.02563574556282765,,,,0.05947222469632034
GNAI2,0.10479314872063167,0.08015287108485473,-0.008852906115295524,0.020689197646451996,-0.012267516309993124
HDC,,,,,0.02090092413607267
COL11A1,0.02602820160277128,0.0410310470254428,0.05052549637820028,-0.023728292496036946,0.019215178656166218
NUCB2,-0.0321934210768261,-0.03617198463859567,-0.019388718303567122,-0.01636783200991926,0.022722176542279298
CXCL1,-0.027455159118206056,-0.04199313989940789,-0.005963843592740024,-0.001441662813150159,0.021845375435491258
VCAN,-0.001792073976773411,-0.05524586410308273,0.0687695463890098,0.06584521703105166,-0.07053781930754001
MMP7,0.08041807756763618,0.06688014870532223,-0.0493202600100016,-0.027728065740835195,-0.015687747480804457
PTPN6,0.10305903844260364,-0.05825229374866489,-0.02847826800851224,0.03506800411020349,0.05206854672188824
PTGS2,-0.03559994992196419,-0.03134015150626845,-0.06817621818515071,-0.011647449622046144,-0.03349915374656088
CD58,0.01303296596091232,0.05647771346114177,0.030765940139129408,0.01678203499901722,0.02796332512125634
TNFSF14,0.05715488316982436,0.09596580557488321,-0.03153986409488128,-0.03389178043779449,0.1813958945341038
CNTN4,0.07307226194677885,,-0.007499901376718901,0.016023106612780433,-0.03477290961651863
INSL3,,,-0.010876997497663863,0.0015392400104042357,0.0024261008087432217
BTLA,,,,,0.0027874894352093943
MFNG,0.04910817318447823,0.12570693942338462,0.04146504241304787,0.025592610995141395,0.030029944327873145
ICAM1,0.04019049158671907,0.057299530742935964,0.04059838133427278,-0.01983643263352889,0.030147478875925674
PROS1,0.10969506824778134,0.042514432002654666,0.0047535748273793465,-0.014206218660677032,0.016968716884343586
CLCF1,-0.07183718022658436,0.014737072356719118,0.01410958961668282,0.0351132650423242,0.02590625188836391
PSAP,0.04850830780115266,0.007587497237771474,-0.028553594404635826,-0.056604544255583096,0.005435899476191919
EFEMP1,0.11366242591062829,0.13819503230606894,0.012289314202276162,0.00013568840334056233,-0.007674426024791118
C1QTNF1,-0.009891696558371861,0.06942543884371027,-0.0821280768601622,-0.06153487080459458,-0.014194685859949908
ALB,-0.03474366802109716,-0.06245862776694389,0.07621397655168294,0.001562228742791398,-0.03164020210009249
CCL13,,,-0.023413018644765502,,
EFNA3,-0.041687484306618526,-0.02698080548779207,-0.011100516119644873,0.0183855948097309,0.03483228488036346
DRAXIN,0.04024850919656684,0.06753894111361473,-0.07063553745920449,-0.03301263378610807,0.07410505937743918
RAET1L,,,,-0.019915031785264038,
NPTX2,-0.0604274274291649,0.08434242350989975,-0.02667829830449235,0.013096930612298479,0.0755105993681068
FGF11,0.04062221515282272,0.05363751458557514,-0.0036603334291228037,0.028375174840507042,0.023976850322226427
CD59,0.1099064214711966,0.016584426734039683,0.02000859018109249,0.007568644928783015,0.06638189009118914
COL9A2,-0.04884986976975006,0.013292531805539682,0.06706180360276653,0.03678611440212857,0.10131028830820901
DLL3,-0.042797490096931914,0.016237902075054784,0.10641755573438097,0.09399219624690643,0.013837225429115356
FGF5,,,,,-0.00788239721558538
LIN7C,0.09953058694139366,0.11022194573345193,0.08327510638806512,0.027981520859400182,-0.0003675871458514362
GDF7,,,,0.07956780438371186,-0.03991405193317857
PSPN,0.09125588477618497,-0.0804064992618498,0.020974091795432075,0.06813404421659662,0.055943399581907374
ANGPT1,0.013895895890346604,-0.06918513490465468,-0.019614309792920562,-0.017555388276890804,-0.007109364193248438
PNOC,,,,-0.018154583610787273,0.046286695196559605
L1CAM,-0.03991258613390352,0.046094584972558694,-0.043086548498840076,-0.033894987882646936,-0.009376966715138402
APOA1,0.00844903803039709,0.03373139832964422,0.07624425096052263,0.07548021719920482,0.02494842687826625
PSEN1,-0.0165859000597561,0.11553232733054383,-0.03203661604732702,0.02184250160769111,0.03045931257759773
CALM2,0.01581051111545409,0.0018719053400047378,0.06417172642958384,0.05262424617747595,0.014812897518661959
CLEC2B,0.030331721513243384,-0.05564104883441947,0.0007614968409982816,-0.056406893312444785,0.012328542321611713
NTNG1,0.023966329653548314,0.10950866678171067,-0.0020865836632194975,0.02749946646358623,0.012368415900250966
LRIG1,0.07243163057702308,0.005468819670027269,0.10124046882965097,0.08710392133438888,0.05464547476972423
CPAMD8,-0.02745515551426066,,,0.022795127494079682,0.05747338494282124
GHRL,-0.03699087300423703,0.11509737556831254,,,-0.01868135668241403
NPY,-0.03206167619276058,0.050244438408799066,-0.0155734056588603,-0.013311556542435989,0.012387043529113342
MMP2,-0.03652764339252666,0.0065332357207006295,-0.016487377229140048,0.07201397165069988,0.052732579020929544
PPY,,,0.01981278232335957,-0.015142191356670798,0.024667579367434106
ALKAL2,-0.011158998913186691,-0.037336560510398284,-0.007800197655279127,-0.02357962692422562,-0.02800890205168128
CSF1,0.05032239384114149,0.014386903178809647,-0.0046110931573989464,-0.055582972175738744,0.02463747835628583
SEMA4C,0.06888018614306429,0.01838657657131674,0.006114225082945457,0.06000656980323499,-0.003833404706172715
BMP8A,,,,,0.058743692273369716
ICAM2,0.018449991732355384,-0.002559328706499619,0.07128435320426389,0.00914189282957524,0.03348498245263929
SYTL3,-0.01594572689881056,0.1355031397833204,0.01179801544017352,-0.024412989936283925,0.03412183589169132
IL1A,-0.047575744122677975,0.019960408143913363,0.020742870271731512,0.039873478271249915,0.14941721735112137
HLA-G,,-0.05000534833746205,0.07910830465439907,0.06245646840438997,
PGF,0.03118550712148786,0.04040369626391467,0.044177077058963184,-0.022525202752361865,0.060227841180998845
LGALS8,0.03177037610975244,0.06843467902282703,0.037720272503037895,-0.045049669582145596,0.024400416017854414
DKK3,0.06553680890917636,0.049098284032263004,0.05015666754145513,0.005583783707274045,0.05633560928929415
COL16A1,-0.01255987165076082,0.10468655880097563,-0.038750069689767346,-0.011664751858058136,0.04565250955264945
TPH1,,-0.01466013323291906,-0.016469349373152732,-0.03556207733144602,0.07867020342803059
TNC,0.1323547515138295,0.07188849182997449,-0.09258324187723689,-0.021571411194916214,-0.02337325120003771
TNFSF9,,,0.061595432655055,-0.04288883862596759,-0.01783900123596612
C4A,,0.05314981779545052,0.08793405443382334,,-0.008157308619640584
CNTN2,0.05362247105726587,0.020549774763706265,0.10841028916878064,0.05631255685787362,-0.033176589158054624
F7,,,0.020312148214018496,,
LUM,0.014594732519918018,0.11675613388897794,-0.008884430225312073,-0.0018365320129934166,-0.0015481739027635925
BTC,,,-0.023759859915706033,-0.029092626953311235,0.05438708743765484
APOC1,0.02736272977193397,-0.014695938983344266,-0.007606398050674293,0.042365473174510275,0.07165028876026312
PKM,-0.06406851787017175,0.019829965941006295,-0.0711869222814761,-0.07783045126380672,-0.06863796725124649
TNF,-0.0500483105110247,0.17749702087022895,-0.023061289095894486,-0.01991503721709344,0.0827805429127553
GNAS,0.06409595881328088,0.006420462408713758,-0.015387055061727765,-0.006571439926341424,-0.008334303191578825
BMP8B,0.024998896162321843,0.0601713394522033,0.043357636755105906,0.00037253008173779203,-0.002650893403953246
LIPH,,0.20527667565627286,-0.004710649611055649,0.034159251431089395,0.10886817635246386
CCL28,,-0.04547861968302306,,,0.0013141953499396218
PTPN11,-0.05748652949514828,0.06379798335837011,-0.0611348713206976,-0.026669728866130046,0.004510899967333464
ADAM12,-0.007310893737408252,0.1500479766068489,-0.07912328800351763,-0.025316133451624135,-0.01164140882123107
EPO,,,-0.025427145538427592,-0.02306008263519059,0.05853581927470844
EDN3,,,0.011726511163092864,-0.04991537563468865,0.1380193919966407
CCL22,,,-0.028778052189527944,-0.021088092484042528,0.10287897341972417
CCL2,0.12404764101065717,0.04986428699305055,-0.050470121919667196,-0.007305567950414588,0.011628458449748153
DSCAM,0.03270578378019346,0.05550514094394107,0.10185575478421531,0.07804592891282877,-0.038199413103393386
ANG,-0.015964802249742897,-0.05985370916992674,0.011926810606732063,-0.02452772773586591,-0.0041839226659733195
FBLN2,-0.0349597354825251,-0.011466066574131628,0.104814478563538,-0.01777002852420555,0.058362591674749116
VTN,0.03987832837163094,0.06740586938088876,0.03197235330403928,0.08323910286604307,0.028650700526249216
VEGFA,-0.00960393824294208,0.058368619132284666,-0.07769005139650086,-0.06289764943060426,-0.0738875542200865
F10,0.003802821036948727,,,0.033739135413976586,0.06874189773458604
SERPINA1,0.0437492665353979,0.04473092403130787,-0.08834017722384445,-0.05422861070939016,0.012587616114678804
VWF,0.019217614515918715,0.08357209642682871,0.10264346379010253,0.046869630759563574,0.011344621134874121
GDNF,,,-0.02500059871973701,-0.014210094404999651,
VASP,0.05366381507341843,0.0774855020016321,0.005182461989203308,-0.026425227574036682,0.023477524043371327
ADAM15,-0.009030423546111735,0.11097595353731914,-0.00699914103615488,0.0024948918837962132,0.06373332345511458
WNT2,,-0.05536845390375679,-0.03153984980137913,-0.023683859974002793,0.07015286900536918
CALCB,,,-0.027603137371348233,-0.028049648295467407,
OLFM2,-0.031349998575550535,0.10130887127905037,0.052896311490558054,0.024906040041405533,0.034534250624162086
MFAP2,-0.01865570673985718,0.039950709923795576,-0.00154016440255636,-0.02210420163835285,0.06988078578977543
HLA-C,0.09900868409642939,-0.023178178058853974,-0.012736470404934232,-0.06703458545043114,0.050517444855204804
THBS1,0.10342878229384032,0.0997371061243265,0.0023602032458438895,-0.027759964360507584,-0.02841012384588699
HSPA4,-0.018057942274715157,0.04422666365199217,0.030771635255439505,0.013308629325121172,-0.027509884634185834
LMAN1,-0.020844432621794192,0.04262126843389094,-0.05753672287843243,-0.045360452194215306,-0.03665049612920976
LYPD3,0.021025483982732313,0.08655020599585712,0.10755300769630707,-0.004974007576656753,0.07696246220614361
APOE,-0.03606723706386399,-0.04910840060301356,0.046217583541949464,-0.03128525463945344,0.05883073220033674
SOSTDC1,,,0.11507750693253846,-0.043635522524243534,0.016262346134263545
ANXA1,0.05189084252444664,0.06333368187235552,-0.014730044925188361,-0.007521090732662769,-0.03421604646877012
WNT2B,0.019288977775958897,-0.056887490930878006,0.11030391556327634,-0.04599820555108184,-0.020812373559297402
AMH,,,-0.012676112420340746,-0.0028976004057546913,0.03542228644839422
GDF10,0.10492165618716541,-0.005271360046180114,0.041050607134127295,0.05855977212278521,0.024796463911510507
EFNB3,0.07175826678516421,0.02674308312548207,0.009983142496974889,0.0272109277882431,0.040811210141158696
LTB,0.004041637260466932,0.016671752771132926,0.058629658181996974,0.13388793207806965,0.04485461200265654
ANGPT2,0.08546326034956592,-0.023007004243690544,-0.016210151105168,-0.004693341751342723,0.006397788968157706
ADAM17,0.07396818891003878,0.07810905864240696,-0.045843583559586336,0.019630159887678945,0.014253215134504386
LRPAP1,0.04031336061426754,-0.10449981232208909,0.06013771225767449,0.035121910754954196,-0.011474762744672993
NID1,0.0749803712553451,0.014135665082973361,-0.00849798496580409,-0.00972967388192849,0.03458992696285871
MST1,-0.013920277022577998,-0.00836358232699432,0.014272301169876421,0.01834504105701452,-0.006095965877359965
IL13,,0.08213062412942349,,,
DCN,-0.014751496813293909,0.035096581186151776,0.0634808277921316,0.0006710352753082658,0.020766350571437366
IGFL2,,,,-0.02284870255157647,-0.02978338197980453
COL7A1,0.00811445031715243,0.004699958109230136,-0.015470244904695432,-0.003684203200772034,0.03890805659382311
CALR,0.025230087215569488,0.17309477657383657,-0.07080846980484813,-0.08354395623038124,0.03670294544068223
PIGA,0.006111806063048957,-0.027978844916452184,-0.02752642807582824,0.04390796298170308,0.08531113166502499
CD200,0.07129006926856504,-0.011015189044341395,0.039428919061475595,0.0764290363126386,0.07730881186857948
GRP,-0.040169844638242365,,,0.052724354403658365,0.04559660252308185
CDH1,-0.03559997416384966,-0.0619356066635462,-0.014167589121337691,-0.03788012108025237,0.06566828857817301
LPL,0.019054348235487913,-0.005711069461839167,0.18008902154985687,0.09658049250785535,-0.011685729131943472
SEMA5A,0.06203448514729841,0.004243881765665431,0.09453920955255171,0.0624495005854261,0.01015017732863479
SEMA7A,0.017605691464983295,0.06190293611262022,-0.01880988162661182,0.030288370531957345,0.07496236840408345
SEMA4G,0.05954206471588728,0.012083193307534166,0.06835376034473281,0.03889729310166536,-0.0015396857934845821
SEMA3B,-0.0035994626593316764,0.0626347423906935,-0.014869913504593543,-0.023121321413654056,0.021632232791074905
RPH3A,0.03433627337196605,0.020176707657114885,0.10498441402820936,0.049717469971002445,0.051878156731635296
JAG2,0.07903959649472457,0.04087948970977673,0.04370476233807215,0.0029548753862671602,0.047650897703230256
CGN,-0.040934079806627374,0.11969196598351685,0.018944456505305678,-0.0009963981694739979,0.06171595260621847
GDF15,0.02248061871379381,-0.00870864955803041,0.055765030701455685,-0.03430594059529883,0.04484589561152594
SEMA4F,0.051064077547199035,0.07173641899419149,0.04240443482114246,0.0612817738271085,0.01998813167908174
NXPH1,0.024912120831305402,-0.0895295086277145,0.06749566952491683,-0.022912313109997074,0.002719840814362403
ARF1,-0.01723578929380257,0.09841593543473755,0.013727116588757414,0.03134798506421763,-0.0022734490349743995
DSC3,,,,,0.09880683648927822
EBI3,-0.0030083228875038286,0.005798348606126842,0.000599966091366944,0.011953621871197152,0.013938389289261322
TIMP1,0.09586135742360445,0.050668709187476874,-0.08074892834199306,-0.08882733447791122,-0.014243005556816382
SEMA3C,0.08232269039334471,-0.061486629813312536,-0.027544787252694405,-0.022298758267721396,0.047698416995012316
GNRH2,,,,,0.015110401536229338
GAS6,0.027737176583247824,0.019942875432388905,-0.061225189608272744,0.022701176977847414,0.03825265243749931
MEPE,-0.02745516560531135,,-0.044004556455884844,-0.0082877363614955,-0.028657203641235737
SERPINE1,0.0846340673378323,0.0893758341720331,-0.08121014104954635,-0.06511583552678343,-0.02800948294258551
RSPO2,,,0.015162387432735274,-0.004772526034714237,0.04586752590192516
SHBG,-0.02563574556282765,-0.04270996842058305,-0.026531063811380394,0.05313206245585705,-0.015274301455666703
LGALS3BP,0.06157326915552346,0.12042560749775841,-0.028197639273105552,-0.0242736441043777,0.059994435856086124
