,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
SEMA4B,0.03693337122760549,-0.009328502074602077,-0.029341939682032712,0.011586025131556184,0.05590706211531759
FGF12,0.011669072260246069,-0.07557920268130526,0.06363154251923923,0.023987011559370327,0.04214822202409817
CP,0.03317384814260588,0.015816073757052667,-0.023165813498797174,-0.02305815018969224,-0.0012454811967690588
NLGN3,-0.11602592950274024,0.02808666878387834,0.0938181418889685,0.04335767816572796,0.0726117093932145
GZMB,,,-0.011495286248311252,-0.02527880970395654,-0.0011153475936871698
PROC,0.0037967084308009797,0.03367807722726091,0.014084896036623435,0.01655375458480562,-0.029634502637304612
TNFSF11,0.07359309675275928,,0.051669857204714016,-0.02154067408602392,-0.027360621086079104
AGT,-0.012808299443200092,-0.0016234961055946158,-0.05753220358558729,-0.06944390845037851,0.0024199855070887667
PTHLH,0.026692107632525656,0.03435488782074835,0.06556246261297007,0.015720042609262797,0.016708247707432265
COL1A1,0.07632026398759287,-0.0021779240733079386,-0.08057835747063356,-0.055691630395860836,-0.009385946067179213
LAMB2,-0.0024449662119737908,-0.015531707498237474,-0.017222487775671248,-0.01848906355894975,0.06419371377895065
DSC2,-0.039048274152876525,0.04419533601107947,0.048973934058049465,-0.003706292159011232,0.07547869330414485
WNT5B,0.005537427916997351,0.02540446820484607,0.07659620639546497,0.06513021455035459,0.041107222305847825
LEFTY1,-0.027455160199389952,0.05221957065511522,-0.017547431391606364,0.008135175257983601,-0.012964431811183598
FGL1,,,-0.00906549153454168,0.05554439005922588,
CXCL5,-0.03267369911442662,0.03249729783629765,-0.034009075837756426,-0.017662700921511787,0.015243820687745544
S100A1,0.05715402273819458,0.029772539022787356,0.05694768543626451,0.03460029877686769,0.08765980001904132
C4BPA,0.005817208293290772,,,,0.02063335799298353
NPTX1,0.014452136612572766,-0.07975997010461962,-0.03735737806001094,-0.009549191865131852,
TGS1,0.040919439928899924,0.07043061796762698,-0.00498714863540434,0.02218146536722878,0.09584014122742954
SST,,,-0.030442796654112047,-0.0037999503978563966,
IL34,-0.021045968473975864,-0.016240836680422248,0.059680315960309295,-0.06392759438889867,0.0005406189663254049
DHH,0.029354558322829207,,0.004065677589038358,0.04814577713854968,0.012609713246900732
XCL2,,,,,-0.02133129519719937
TF,0.05701684359206024,0.020469269713670402,0.07583743274320356,0.05409076678809624,-0.057838982816827735
IL33,0.04984915058338044,-0.07872080336662036,0.01800180689464512,-0.021915686655094264,0.01068702846180311
RBP4,-0.029173170726505392,-0.014493643628212509,0.10951159725322285,0.09842285038512631,-0.015119372051500107
CCL19,,,,,-0.01638369309818888
CCL20,,0.031208870616615012,-0.04413004811048156,-0.047011998198937824,0.04728259164895116
NAMPT,0.042588845883520965,0.08905795286135933,-0.14960189796129242,-0.06051928366986812,-0.06961138077747844
