,MGH258,UKF275,ZH1019T1,ZH1019inf
XCL1,-0.025143985103396663,-0.017601324534309244,,
CD58,0.04878437390302676,-0.027705473540330604,-0.06901177611598946,0.13428310697341464
TNFSF14,0.05071901417926098,-0.008592007796445988,,-0.03864734894107488
CNTN4,,-0.010246557264468485,,0.008780303254494422
INSL3,,-0.012357163336862646,,
BTLA,,,,-0.0363132919008324
MFNG,0.004972196628064886,0.002100119892946334,0.022224501414592646,-0.00929361189933055
ICAM1,-0.009662690469807797,-0.06722100498400227,0.039572296804557344,0.06491884369888794
PROS1,-0.020101011428888836,0.0008047885400838393,0.014812479087221855,0.085232629242895
CLCF1,0.0136363291562681,-0.019754631468433242,-0.05423872009812056,-0.014233681789870754
PSAP,0.013005504294850664,0.0024350802595502,0.07467096290571443,0.095137165668441
EFEMP1,-0.07298538665334149,-0.025799876793184188,0.06509133916267511,0.03939882926572599
C1QTNF1,0.02207055917108364,0.007198180990292828,0.039983502400140904,-0.051538545098843216
ALB,-0.03785368134053734,-0.013490781274027365,-0.026532123084529083,0.03378237369421253
EFNA3,0.06023327394327076,0.005497929267482632,0.00822280169680407,0.12597936730896164
DRAXIN,0.0005371322175015293,-0.03272008593748689,0.011196349239430964,0.08215198902680029
NPTX2,0.05151463123517718,0.0330361790363211,,0.06323711594849199
FGF11,-0.009833450429126148,-0.034091905741031554,-0.026432981663534624,0.04964306028227756
CD59,-0.007105118661823319,0.02345998062009157,0.002722991814641713,-0.038071422689795964
COL9A2,-0.010847742906952914,-0.05547570255458381,-0.005604834097086871,0.015633004782700053
DLL3,0.006481813373964402,-0.025898645731280107,-0.015597315971044133,0.061238366656725635
LIN7C,-0.005850103020690626,-0.03164703798694197,0.02296675779639955,-0.05741736690932217
GDF7,0.1730811659260306,-0.03520289280639065,,0.11342005758144331
PSPN,-0.024091551880888733,-0.011503167701470992,0.07349550419528976,-0.028001006844347833
ANGPT1,0.09491346420227202,0.03137038940224421,-0.07668078068420131,-0.009672181266549128
PNOC,-0.03677990385022072,0.04250203480680731,,
L1CAM,0.008152002095647443,0.005831250374234052,0.014827552209935197,0.07280369585160665
APOA1,-0.05485416875992754,-0.01609117629027595,-0.00043463530714347423,0.0005124513993250145
PSEN1,0.025064912960915422,-0.00798181426124212,0.0007031000620846477,-0.0019355238567562172
CALM2,-0.039112523843238184,0.09211848356930592,0.03548108767885222,-0.12643490792286208
CLEC2B,0.0059668247413776155,0.03971133070544146,-0.04728807040101648,0.02675346713147679
NTNG1,0.021000564975981056,-0.02116673821911441,0.056571837793928735,-0.009178883229015606
LRIG1,-0.05172100556464791,0.01797680465499866,-0.019910231083453068,0.053820137260140656
CPAMD8,-0.0030699274520126717,-0.013706947234576317,-0.052718075806147555,0.04989830024075781
GHRL,0.01793102463706614,0.023284680243026743,-0.07316494512344775,0.012370085101910672
NPY,-0.03361970804932087,-0.007022160472569887,,-0.01716406148856927
MMP2,0.0632558764147589,0.004595641309695074,-0.004894010162391004,0.07150340420313787
PPY,,-0.010017548463023603,,
ALKAL2,0.03426686494559895,0.047830127472247234,,0.09414589399775507
CSF1,0.019994253016822904,-0.04478609310395355,0.08423519005386307,-0.006884376812199686
SEMA4C,0.05915722284969235,0.008448529819492123,-6.44505551430364e-05,-0.028760177553137665
ICAM2,0.09807577485101572,-0.02875811898769293,-0.002173156270104592,0.01624513979532353
SYTL3,-0.03124940412054438,0.013189702259173312,0.043425992430635246,-0.037002426604923686
IL1A,-0.0266288487744312,-0.027908613594787086,-0.024606603883049662,0.0629840381737596
HLA-G,,,0.2047764699371027,
PGF,-0.01086183859679067,-0.00875838888003625,-0.051785371440572076,0.011657111512000235
LGALS8,0.00930658693537727,-0.030461489977650004,0.051456530233683566,0.07546871835894166
DKK3,-0.07905852200792848,-0.0007039310158784599,-0.03818920825431526,-0.009253429141701072
COL16A1,0.022159847308580435,-0.03522492734101244,-0.02051155408798215,0.049685504832575916
TPH1,0.013308512974937684,0.06346758965706517,0.021596306319046674,
TNC,0.03391340520479298,0.013169354051757015,0.0668824969923336,0.11675924448951833
TNFSF9,-0.0030881006956936328,-0.021979431476792072,-0.003547029909271826,0.001311874704939695
C4A,,-0.011875301235648105,,
CNTN2,0.03097403956729153,-0.014660078383717957,0.040024969131945316,-0.0677773770781567
LUM,0.05263630433062454,-0.012067647761762244,-0.012007828559156492,0.0636207090737815
IZUMO1,0.021585118081018987,,,
BTC,,,0.1234380934422534,
APOC1,-0.015030767501713014,-0.026505259006376285,-0.019199186956824883,-0.06032217265760446
PKM,-0.007940869361872736,0.010740373751035957,0.03014933753343803,0.12978872383528017
TNF,,-0.02709265085056593,-0.04390218515760497,-0.04532547546150567
GNAS,0.04467579459670301,0.062119513581919986,0.06208524983964019,0.03489027052741545
BMP8B,0.007226906881167047,-0.02137848426110261,0.018253867382671055,-0.010380929280991597
LIPH,,-0.009574739105445013,,
CCL28,,-0.014743523079469517,,
PTPN11,-0.017455261044142228,0.035270624526196344,-0.020806654288541098,-0.05594961638327385
ADAM12,0.025303867342987726,-0.04904402994152836,0.035055260940485326,0.013760575258344189
EPO,,0.01698312347971463,-0.0631351347213064,-0.018061227183588255
EDN3,-0.03218380054382864,0.0021398553856771235,,-0.02834737055958256
CCL22,,-0.02017055165428614,,
CCL2,-0.01699898839791015,-0.043079733817079656,0.04740700780299068,0.00976280833823515
DSCAM,-0.018122369034851246,0.037537476164753295,0.13394898244083128,-0.006671866366135218
ANG,-0.031711686322789985,-0.0611578661038845,0.060252557415110555,0.10355966810676631
FBLN2,0.05104207819109175,0.060473240135664824,,-0.03703978404858664
VTN,,-0.016457707851600594,-0.06694109405983345,
VEGFA,-0.0007606457195578739,-0.03203605666737396,0.021418865252765953,0.14666213328751507
F10,,-0.010984025855280067,-0.04158872562208179,
SERPINA1,0.024115178975619572,-0.0085655584954965,0.015400233265832706,-0.002949528527974708
VWF,0.004930812463118361,-0.030077452188149383,0.00024482911396715067,-0.051210970629297414
GDNF,,,0.008195596865999192,-0.03159235271608434
VASP,-0.01977519853154583,0.018556050391693422,0.019608324226949424,0.05342753977257808
ADAM15,0.026910842202883086,0.03248574960092853,-0.03379553236254716,0.11853896332969702
OLFM2,0.02786267122888679,-0.012816776329089698,0.06322470503242063,0.12798863842185412
MFAP2,0.11404080886098941,-0.026307999492668186,-0.009728469050161557,0.08143285858334182
HLA-C,0.026071343325548686,-0.03432052761015089,0.014832550112681442,-0.04199409110047211
THBS1,0.03708967558285939,-0.06435150911245158,0.047627515431153365,-0.017404003909426275
HSPA4,0.010700270840939474,-0.015530883909703275,-0.05402017152481962,-0.06969453813421488
LMAN1,0.024792444906054294,-0.06671750728950222,0.06393367991717464,0.09678511193595105
LYPD3,,0.005954642875722989,-0.01921159584277391,0.0702756448856311
APOE,-0.051961042641238527,-0.03421921051648324,0.03908687193174452,-0.03500056985345753
SOSTDC1,0.01755179488432089,-0.012215190391324146,,
ANXA1,0.0004550414097614804,-0.01476336225011309,0.0660037614395107,0.0810060788105942
WNT2B,0.045691785986775924,-0.0017941452540513809,-0.022845568764712245,-0.052078773731129874
AMH,,-0.0144397896160446,-0.06629599830794901,0.11020824387247825
GDF10,,0.027261708135942475,-0.01640603441797769,
EFNB3,0.027834387481148356,0.013279939338605422,-0.02475593148491334,0.05755662221593265
LTB,0.08526565208386255,0.015349020054096048,-0.04772762105959281,0.05164727544662847
ANGPT2,0.01766649215688291,0.07274682032400248,-0.04063711660218018,0.040993521461338465
NRTN,,,,-0.03235784006855085
ADAM17,-0.051427737264336366,0.09276032549297068,-0.011296560400431107,0.0715140072313965
LRPAP1,-0.048086727587385476,0.03379747019126364,-0.055737824499362675,0.029842873185019114
NID1,0.08404637566682055,-0.02383153764118482,-0.04550074416080188,0.031039670045322414
MST1,-0.05147085346978228,0.023714069663688997,0.02401670182657583,0.12021767238325005
DCN,0.03339082753238434,0.03254300564668439,0.059572264502737275,-0.00188565877371916
IGFL2,,0.01133457520551246,,
COL7A1,0.06413402756288107,0.01327150773866123,-0.044730361037407525,0.10703934740852351
CALR,-0.01486391624103929,-0.011527210430984348,0.0203037336299569,0.02559128163788305
PIGA,-0.02011455689162147,-0.0018218801056302455,0.07870674055042946,-0.09432041484474821
CD200,0.016601999732544667,0.019808725419190237,0.002877579873777747,0.09151739141749113
GRP,,-0.018437844079067994,,
CDH1,0.03912522029410729,-0.029537936334414008,0.013491153443719803,0.013147625448008649
LPL,-0.005505762222048604,-0.037692832279131665,0.030410769661387105,0.001824657628816074
SEMA5A,-0.035722577660142696,-0.03680926720314738,-0.023392372776112617,0.04271999973869262
SEMA7A,0.10906266985903364,0.010400914668696219,-0.06116273181364977,0.013070461685891878
SEMA4G,-0.015957018553276064,-0.029259122245757815,0.05759982543696934,0.048039989823808894
SEMA3B,0.01898130893436784,0.02721290138635279,0.12179887259053244,-0.04103966277300862
RPH3A,0.006653783664164536,0.026199596382552915,,-0.00915365539227284
JAG2,-0.0463409685348891,-0.0033932917758598405,-0.014132705494360494,0.06862992564818451
CGN,0.017791194025908966,-0.016560317665251817,0.03219136013991709,0.21404451503715372
GDF15,0.07798538592517461,0.0004110753046999637,-0.007867936219761444,0.047190797578346405
SEMA4F,0.020813442884310987,-0.009512372837277577,0.12353977917332197,-0.020404837491633288
NXPH1,0.033083104468601084,0.0009553510438214112,0.008154352442162168,-0.022169747093516348
ARF1,-0.0036892960527245555,-0.017285522664393902,-0.004566271073621282,0.06171012354186792
EBI3,0.01816555834022207,-0.020477725253959984,-0.01847313127878482,0.07017890588646289
TIMP1,0.02294750339832376,-0.018145157771370896,0.013162445984217999,-0.011497234012042223
SEMA3C,0.007594043306559313,-0.02593105081198029,0.03584889227134584,-0.01873309742179616
GAS6,0.006106269774428236,-0.029303014875447213,0.03405104081060009,-0.08420257222685741
MEPE,,0.06454856360507309,,
SERPINE1,0.02490088937725787,-0.03805953658025677,-0.02532416605447126,0.05634182004880403
RSPO2,-0.024212816323457297,-0.011287501258972663,,
SHBG,0.04408240311264428,-0.005844876643121082,-0.013277597555313644,0.07598266553064555
LGALS3BP,0.03598613137407093,-0.04674424039987859,0.009522788666016375,0.06024930052644588
LAMB1,0.05448549738059223,-0.0603852776491843,0.008543431846012315,0.1009317243960303
SPTBN2,0.006384076831725503,0.011993003449725446,0.054740690161620975,0.047408306473573705
COL1A2,0.03663432778819156,-0.023109273631881998,0.01989488801056729,-0.02329811004425262
DEFB1,,-0.01058019513967773,,
SCT,,-0.00972450314926874,,
LGALS1,-0.0029689673496804897,0.01045611135287946,0.042520073851137166,0.05000377592082536
BCAN,-0.008217512278170327,-0.05610489523711589,-0.05304076439935748,-0.0016563080441437377
ANOS1,-0.03237401408224012,-0.02462346625713472,0.0518270686153758,-0.03007559023094586
EDA,0.03402719768296553,-0.015237339067345366,-0.0394949668780594,-0.024742772059639224
FGF22,,,,-0.03897114162061701
SHANK1,-0.012316665353177693,-0.014233978903607196,,-0.04086863940352081
TGFB1,0.03905757661227528,0.02859455552414369,-0.03892331921152485,-0.019351462807862027
MSTN,0.06763600843872943,-0.02569197610946994,-0.031481387962910105,-0.04402698101734355
WNT4,,-0.014942849637952997,,-0.010889478826917546
TNFSF4,-0.039520670517659846,-0.025567393008702814,-0.04756140879556704,0.04741046647007772
NTN1,-0.03862125843061222,0.027795132234825673,0.015144696756870586,0.025108173185899516
CXCL12,0.04395492390056364,0.042209833460242666,0.13993024102768736,0.06827965545636408
GNRH1,0.17805443360142711,0.0028137857132133725,-0.024918630276272658,0.18303306212389175
RIMS1,-1.8651387275562081e-06,-0.033941522851974486,-0.011666116789116096,0.002810628570941604
FGF14,0.040327095658375944,0.01769324084525592,-0.05583209522268487,0.1030820140758454
IGF1,-0.004591350081262207,-0.00219988585570041,-0.009361775748743802,0.025558264293794236
TNFSF10,0.03979443621068363,-0.018648499089602703,-0.07263975087952458,0.04845592259333301
GDF5,-0.024212806766433583,,,0.014517972269058562
RGMA,0.0400192189152406,0.012937910822149982,0.09852579461215413,0.05161571836137183
WNT16,0.04822464420456654,-0.01672783948443172,,
CX3CL1,0.007526962937225242,-0.006625314963892614,-0.012420871072662702,-0.08410948660714916
FGF1,-0.014589939305641005,-0.00783068165203292,0.048388018899816296,-0.09085824098712834
ALOX5AP,0.005320808214147891,-0.05558670152937637,0.05555032758908707,-0.05164731095965957
IL1RN,-0.02154786480430004,-0.026307996629440573,-0.029203636674361315,0.02509338601199493
NPW,,-0.01349078216874331,0.026293584677460922,0.10784703787299817
CXCL9,-0.00020968329277623067,-0.014612155227851047,-0.0749763608045716,0.05159090690550963
ANGPTL4,0.0639196297413,-0.0013884026647917886,0.06256073378902477,0.1345761642887292
UCN2,,-0.015237340007073734,,
COL4A3,,-0.0197111154922493,,
NRG3,0.010256313783498358,-0.026991319575633593,0.005218121684982563,0.009795433033580346
IL23A,,,-0.03685986419036011,
COLQ,0.03735218713198856,-0.036043204827121984,-0.057271915575150094,-0.028781829190025376
TNFSF12,-0.006604468054145613,-0.04113206814826207,0.005242740232579621,-0.058208696968821
DKK2,,-0.015622072864743297,,-0.027482291394429467
FYN,0.037832395713952714,0.014944294708166928,0.05959491554948962,0.05983698784639722
ACE,0.06654325003090175,-0.03444720055969107,-0.036993163205583185,0.04928881176301384
IL18,0.03076086732429159,-0.006847253439713883,0.0616496851430533,-0.05115182726266194
CCL27,-0.006034387487735303,-0.02185495206861787,-0.08454005827343135,0.13708639691388083
SERPING1,-0.016079466509996827,-0.025862085571916885,0.11487838213151289,0.0051996947727903555
AZGP1,-0.00409274509909257,-0.01522763376553823,,-0.05600656470808866
INHA,-0.033619696909950605,-0.017064169047260404,0.03902104002225152,-0.022312633417467326
SEMA3G,0.04978642393893551,0.011056448797289474,-0.0023527412245883334,0.006917477857473415
COL6A1,0.007764858478793143,-0.021652040308258562,0.009970210146685888,0.10172699508809557
FGF17,,-0.02213683167477058,,
TNFSF8,0.04391326743066272,-0.012474877462626465,,
FGF20,-0.02257782913511274,0.02462261179800121,-0.04865160730243985,0.02525327497824623
ICAM3,0.04744948280152827,-0.02430493558684407,0.05701178192033636,0.06985714880543054
LAMA4,0.03457648976188653,0.00467120966107093,-0.007103088998706228,0.005826294935255048
DLL4,0.02153823718500593,-0.02748977122325636,-0.023117590161602877,0.00934366259370872
SEMA3A,-0.0049713243377304045,0.00998756284469766,,
RLN2,,-0.012707220441369611,,
C5,0.038040736054182046,0.06286631205182185,0.078564643591293,0.09868780591972093
EDN2,,-0.015430800238995346,,
C1QA,-0.042903899246426944,-0.05382377131829815,0.008596526341993331,-0.08572432991604641
UTS2B,-0.02258181656415,-0.010984025588413512,-0.046192447444228894,
COL9A3,0.07365646112207157,0.036938840294720506,-0.12539444106183018,-0.06429176963389302
DLK1,,0.037169825326674566,,
HGF,-0.015125999992635825,0.007219074280573375,-0.012011207230308536,-0.0005532823590035923
P4HB,-0.0036100024180331708,-0.04432134724822854,-0.08456477318472386,0.12385646501210376
ADCYAP1,0.052043825627033684,-0.007934298421014162,0.13617859712211705,-0.03041205005087937
GREM1,0.013056353111188983,-0.01653078974982795,-0.029927076414758655,-0.05694480544974591
EGF,-0.002644765719864348,0.037089036793150454,-0.0486515662072572,-0.020074042130107026
VEGFB,-0.08963206286052842,0.0021520261926209327,0.10783136462265773,0.0901966428751411
FARP2,0.035717986455591745,-0.006524869044304245,-0.012422443368323422,0.06502515754082291
LAMA2,0.03944525483805749,-0.014771804165941161,0.05287762482559168,0.0767968186238423
SERPINC1,,-0.01175191511777249,,
NRG1,,0.01618213246137291,-0.003015770369228375,0.013393217236612976
SPINK1,,,,0.09521839145889385
EFEMP2,0.021756725669189302,-0.006041639044010046,0.005583006627159532,0.05144293501337461
SELPLG,0.05135214248199745,-0.017295133275282388,-0.0013094532045476867,-0.012185806851041602
HLA-E,0.04846549348173139,-0.04438909732251265,0.025121147189519407,-0.03162865833426895
PTN,0.03938068381543113,-0.019982958179514374,-0.1773727378911161,0.0627168002925224
CD274,0.007188727912998892,-0.020987990462519406,-0.06488736938596168,-0.037291534523080934
CD14,-0.012357909485247738,-0.015056190653924393,0.09580707260673227,-0.08779320431333111
SFTPD,,-0.020170551741757366,-0.11540147090629602,0.07405248572952483
SLIT1,0.005283608427094715,0.002026905368685074,-0.06615566069809234,-0.047537150872751364
CNTF,-0.029126474670866216,-0.010017547942466575,,
BST1,-0.024962984828857244,0.05901219453528231,-0.07114945356443242,-0.04521679266350657
AGTRAP,-0.026256332432267854,0.018283236831691828,-0.04551768995449464,0.0527676950812723
LAMC1,0.04535585331620481,-0.023468753483539436,0.028289508649366035,0.04012814036806958
COL6A3,0.0032037635394972916,0.020731707102559567,-0.012437148094145324,-0.029563056899775262
FN1,0.019296199869550237,0.01764300152444489,0.02587065982850575,0.03875940119607388
MIF,-0.007034506530260931,0.04292430230789799,0.061773597157084616,0.10091460146314152
