,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.03977945728921772,0.056622309895771196,0.029980920275609908,0.030614481066037362,-0.017437933217595562,0.02531746430155838,0.01413339526119791,0.008215333644696888,0.053159509183404514,0.05496442131505697,0.11362677747673158,-0.019708104776712455,0.0672265532236203,0.039447464818516645,0.07317631997812303,0.15318795350813097
CXCL8,,0.06658630341801908,-0.02299245411136291,-0.005091574069104478,-0.02587818925072479,-0.06699411492191801,0.0067461203826622955,0.014542830006767293,-0.04795180741262523,,0.08950008089103334,-0.047603642573400544,-0.04358107296458221,0.03498361548540137,-0.012443444318712575,0.1383835468025319
GRN,0.0544526993932136,0.10658934308252914,0.015408474595469174,0.015225575669253552,0.050911327825310555,-0.025795015451499943,-0.0018042349876838666,0.0860851577376026,-0.05368853693722006,0.17938213731604613,-0.02422229409147355,0.027887369046685394,0.0552131403801018,-0.024704272326797776,0.1610611772128088,-0.0069520386970697064
MIA,-0.02190710153001674,0.050896457299008685,-0.021838076829886213,0.0674748562519746,0.03334415372807431,0.03519173016170992,-0.030232198659585343,0.07467803965752388,0.050007748288651246,0.15733989719478705,-0.015237806606381524,-0.03400365389748375,0.052539395064619195,0.007674593036939517,0.030600358775376087,0.10273240640349603
COL4A4,0.005485549070100982,-0.025169593079545294,0.0005847416372516979,0.11311511686675878,-0.03329645754315625,0.016960460696140215,-0.0159079277274639,-0.011429764558570659,,,,0.050251767532139134,0.016475384996179024,0.012341386652294563,0.05379059732104818,0.05405526132280748
TAC1,-0.01673684736469831,0.0651844178804317,-0.02359651302294291,-0.014995086752798365,0.029699821123442167,0.06429511662298464,0.04525420109131275,-0.06377088569974938,,,,,,-0.0577672815450977,0.007543394731278634,-0.14713029197036626
RARRES2,-0.04597209105109578,-0.047063164340754644,0.01904336650237588,0.045587989156996106,-0.011674020508760048,-0.03188081740521874,-0.056337311229600805,0.014204944619776342,-0.009219402264919132,0.0491243338128347,0.03333231840833745,0.030253822286036278,0.01823849355629072,0.007826410179319824,0.00408909385914054,0.1058535145503439
FGF7,-0.03631618394305375,,0.007599571445610247,0.01939919248466775,0.02471955039807566,-0.02627615924119507,0.026729438266353357,-0.014196807466859154,0.02171766126311146,0.06893938212248424,0.13330737565458448,0.049545976687430784,0.012670362946867726,0.10204734774815402,0.06907504832650002,0.049835229913222354
EFNA2,,,,,,,,,,,,,0.015907497975745442,,,
HBEGF,0.06002338578377895,0.07666180454368397,-0.021843053796562595,0.052500437966725474,-0.004026246490349172,-0.01574179318670167,-0.0492649265633623,0.07531566116134113,0.03375600799864788,0.0966686845130738,0.16233527969354472,0.027386173842027704,0.025722774195449508,0.046601342906937945,0.15923065227641628,0.2227599540141709
CSF3,,,,-0.0344050743001135,-0.020459957949925296,-0.029892770138164874,,,-0.024586693505552155,,,-0.004540682716864062,-0.030212188836593355,-0.04800209511419896,0.015208428592819997,0.1885512791700626
PI3,,0.04502309412722258,,0.0003236738164463523,0.01574990247112502,-0.023121452761288085,,,,,0.12325054441292099,-0.0005004820183064297,-0.0313085256610438,0.005068900960192262,-0.06716452264454606,0.10232186489519898
PCSK1N,-0.08850445320363722,0.00038734830659134187,-0.05804200028106597,0.005239520955891573,-0.05438495844496302,-0.01594992172217386,-0.009999589929219864,0.026612489446920174,0.015462882417920355,0.008773966698458941,0.05997277117100047,0.02282033241481951,0.004653096448640913,0.04817728814276292,-0.004187518774858128,-0.16992836093692726
NTS,,,,,,0.027855164025363192,0.11526839153473087,0.11952507836285371,,,,0.016305303563044136,-0.04224896363719938,0.005216351784331084,-0.08754739325622327,
SFRP1,0.015956985407784403,0.049504610076452515,0.04370287502975005,,-0.010383099850664925,0.03023489510155334,-0.03266902673174366,0.036692435715614806,0.009160495574045538,0.06385794303043682,-0.15750865082952054,0.004328106389690502,-0.050202251973841726,-0.0038386552230847237,-0.01727068966420508,0.0015800412672800639
CXCL13,,,0.0233937814962395,-0.024982154846340893,,-0.015515223721101146,,,0.006753883266729881,,,0.04257674590355608,0.020383219231767315,-0.04675462726508584,,0.12408601585721546
MICA,0.00795604906640456,0.10910752347811649,0.023313553167218996,-0.03617202543895495,0.027033454970076868,0.0003712539774836057,0.015352763290217406,0.04355983354057694,0.008289961573664606,0.09655714514348021,0.032242251221707166,-0.014187528395128959,0.028534730305472326,0.07333431244317233,0.15493130557238327,0.04994526544639312
TG,-0.01938331479986986,-0.001350810970490552,-0.009258603412810186,,-0.03300195872164157,0.010185559170441238,-0.005194452763087521,0.011250847526762696,0.052559651063459355,0.05488166469797411,-0.030541201542212373,-0.02213069749087277,0.023213065597085074,0.007984207788175855,0.0625707899791292,-0.0010242941728597639
ADA,0.013504834372783114,0.04396150484982911,0.024432500828551643,0.0009847160457257885,0.05314626091176164,-0.0012310553914854242,0.015328595035791339,0.03676237551708418,-0.012373350664784592,0.016859394180708667,-0.025355978223738054,-0.01088212247908338,0.01040309545279775,0.006888394283432048,0.15486710378608867,0.15202762890629867
LAMC3,-0.06785779876343143,0.11857226675366313,0.03464930735593672,0.03582697102145536,-0.015176971106729697,0.03607195680735562,-0.004783521142731181,0.031274213724187115,-0.00280107636211929,-0.012557779140817526,-0.004917357671012417,-0.020382588157229813,0.08951648503786122,0.006864977990825837,0.0639557450638747,0.06809777708133206
CCL7,,0.047834745863373676,,,0.1230377768584014,0.01511815029051161,,,,,,-0.0395524199694639,,,0.07894809675078097,0.0688293973560829
NGF,,0.030040452418218573,,,-0.00549789850529768,-0.021956677880216383,-0.021390646724948392,,0.011182388366259309,,,0.0022158598124356935,0.0028561619418719392,-0.04373304583813474,0.06686682718552364,0.1506518963046918
TNFSF15,,,,,0.049633703141073966,-0.01523019669630145,0.031883520512419695,,-0.01565728969166608,0.11174463197030672,,0.052364401954968984,,-0.0022961085690969994,0.08160266496910548,0.13861162983655395
HMGB1,-0.02949032506524039,-0.03230571009054416,0.014332001014134248,-0.005492091811270686,0.043048332914563496,0.013668970629375684,-0.03226735512272359,-0.09870573691525414,0.028792856164962077,-0.13754621027203992,-0.19135853165922934,0.01525162176823633,0.05749976711507505,0.06605100278505116,-0.12870948818532868,-0.011035823665785873
ITGB3BP,0.05603808272023552,-0.0031520972081968573,-0.010818493114691317,0.030888688718009354,0.06814051811137917,0.03477292785105307,0.04559559137779797,0.06206902150380863,0.06219936891935242,0.034050207830933814,0.02659755806210604,-0.026356603402439567,0.020621763293443528,-0.0056473264496289715,0.11100551731580695,0.057120494336023536
AANAT,,-0.00013961941167175358,,,-0.024175695527019123,-0.01372331807678617,,0.0497188206749818,,,0.06182864489355489,-0.034698632618922434,-0.04666763883401251,,0.01840486436278494,0.003576915744985759
RELN,-0.01606928186248653,0.01203002761206784,-0.028296485129156557,-0.010694551453228049,0.0170007184134921,0.01825102027972531,0.10219280454323632,-0.02063211018867962,,,,,,0.08103696177619464,,-0.061265549977907646
IL15,-0.0447889288830199,0.06806388621774545,-0.008455237021070617,,-0.03142689360363273,0.04885881796714671,-0.01848128708440576,0.017626081927017385,-0.01565444995514207,0.010495267834133782,-0.03862174177487256,0.025344878553302856,0.047752019464351224,-0.03100931530890688,0.04978859486126266,0.1510557795795251
UTS2,,,,,,,,,,0.029333955375863207,0.07482745138398267,0.045975339980516026,,,,
BSG,-0.07290294135959272,0.035122401453946364,0.021471399601435435,-0.024087005424858945,0.006326191599550898,-0.01256614819627028,-0.032125311867289195,0.027309132223357808,-0.013697246740745088,0.1511971125971621,0.16364760621031785,-0.015543492541050358,0.033302599925857705,0.017795040890963742,0.1109104945168496,0.14997295413681766
ADAMTS3,-0.04994000425310326,0.02333430354306625,0.022812227153738596,,-0.011865504413718822,-0.011315208853617266,-0.005373110981830291,-0.010850834912276442,0.009236113434689148,0.1910881702113527,0.03474243547595851,0.0012354965695396151,0.013269633071571625,-0.030368383262648967,0.09306244831605853,0.09844497226748619
CD34,-0.06746837283972766,0.05517079332461529,0.015647907349196584,-0.0475180842768951,0.026233725450469605,0.02821154380956614,0.025135987435307004,0.046939984390533644,0.017129642621740725,-0.049029583166552815,0.08915374905165056,0.0446206818248286,0.06626133225452699,-0.026761521800655934,0.12807061827022378,0.034170438951356234
CCL23,,,,,,,,,,0.14031775270098334,,,,,,
PLAT,-0.03006453991328803,0.10373611387337599,-0.02205723133330673,0.05349128459427135,-0.04423306582399874,0.00022169836330441806,-0.03081095565661027,0.11515443878518006,0.017635138410096802,-0.01142981750341865,-0.025467815035380818,0.03725824067367785,0.07978942332244984,0.10659440070463774,0.1247474571523317,0.05502517900725387
NTF3,,,,,,,,,0.01722740455141038,,,-0.02403418735383271,0.03361258878439087,0.036500645789681006,,
LTA,,,0.0017728164165979432,,0.09443289452599374,,,0.0679748418435491,,,,,,,0.04486567730746229,
CKLF,0.021024416794824356,0.003964202013517089,0.024563055874097083,-0.06206231550519172,-0.0047833919631623594,0.04117845321998949,-0.0029200104715259288,0.05375901842238526,0.06163876196489534,0.0725580426639719,0.01800097459337771,0.05441535698979576,0.08999921990085336,0.08917582964800859,-0.01594487666934486,-0.02983964799385584
APELA,,,,,,,,,0.026972256404285206,,,,,,,
CD24,-0.033109550869634734,0.04400330119111968,0.03672829907619953,0.06664410340560929,-0.004526454902654082,0.04499113596122155,0.08493692960410835,0.0030399450210493225,0.03247065716799907,0.19165085986422567,-0.02058788528784895,-0.03409280261583409,0.021256477399309616,-0.012925136519085919,0.08802782235505162,0.0982660547215973
HSP90AA1,0.0693661509598524,-0.020589906047839127,0.03288020799170115,0.05082483752547807,-0.06766866802317686,0.016025190522504475,0.01088891954771029,0.09350166852326632,0.012061980909829646,0.014788638087998013,0.055009812780237116,-0.05213992956603364,-0.08234094977552352,-0.004096113180551842,-0.0998936910819562,-0.05935878558396972
BMP4,-0.019948244909258752,0.05968861552808336,-0.018173875116134663,0.07922533519129014,0.0007653431156128231,-0.026632315571443077,-0.036291482037041696,-0.06739449668957981,0.0014769694793501497,0.01063102575784197,0.009488087117164474,0.008853138366762952,-0.04349014189401844,-0.0017105231570495696,0.06306513848308659,-0.015967613923729508
SCGB3A1,,0.010724818508757235,,0.007197573737756113,,-0.01634277769129269,0.10204489792237945,,-0.02020998479930236,0.1713409833882134,-0.0779095552927985,0.009308620980401477,0.07108934912363248,0.018919243987695435,0.09757235593251287,0.02416848367522193
IGFBP4,-0.04059542036533984,0.11665933837224018,-0.016830231184767182,0.004704695054625362,-0.008643291178376986,0.013280402290925948,-0.04997396229131144,0.13689921042484196,-0.02729529300775272,-0.07814125642474666,0.06000321318570787,0.06906012963101282,0.03748677033033729,-0.005024307194920612,0.17184108851803323,0.06264109558072037
RSPO4,,,-0.02771558498514465,,-0.026549465931629244,-0.01886222205864283,,-0.028922533281988523,,,,,,0.035364786220442666,0.02019036947203003,-0.00010348792061479954
LEFTY2,-0.019191666570939177,0.12750270498220484,-0.017354774166667013,0.036986759905106616,-0.010957696877515575,0.019939091037624465,-0.0007488256072860184,0.02244052868362165,-0.01770353869656784,0.1337084830954988,-0.036975284072052125,-0.03357552559621584,0.0872097126301885,-0.020782103084645388,0.0607683238030567,0.10020501906199004
PF4,,0.011578539568734872,-0.01559499559185897,,0.034873666407170274,,,,,,,,0.04101631723270425,,-0.00042852748853184914,0.005904156312805323
ANGPTL2,0.02565505221300962,0.09717644164037413,-0.004931326017582323,0.01087401210964115,0.05290197871411288,-0.03432540593288657,-0.06472989035911139,0.0384352911130272,0.0037333956775734045,0.12411566094380617,-0.0683716844032285,0.00874309315548045,0.011885395821749096,0.01900246778098456,0.12308126918248118,0.11174409048279986
LRIG2,-0.05619908275555414,-0.025767878221872546,0.0070611481823836825,0.0749952913853549,-0.06510016093523764,0.003750787544205399,-0.0023211324129087164,-0.04442074320464731,-0.023429817046068446,0.056619984656367736,-0.06482039386866226,0.017410364914826146,0.054103000644425345,0.04373146706356126,0.06806304134326407,0.08672931989574743
ICOSLG,0.10398510889388157,0.09064433326260145,-0.00934340781561018,0.014176248977902357,-0.03318219448187947,0.015027457715760126,0.024608494492277717,0.00038847197461092846,-0.015925997130817902,0.09675351895598264,0.08777942613356156,0.01571768270699472,0.03726704018954076,-0.002945047503193153,0.11396161067159895,0.05772729022507076
WIF1,,-0.053902233993305605,,0.012083095420427105,,0.04772198322670548,0.04718113470463016,-0.022318833883768024,,,,,,0.011323002999738065,,0.017253910235165603
NPPC,-0.06200574908862285,0.022804897601623624,,0.06825500196075701,0.0035296089885231215,0.003256692998037701,-0.010314304646939313,-0.03055736808036409,,-0.043279708107521055,-0.04954883339215464,-0.012081941820856213,-0.030992145989941475,-0.023586068427736206,,-0.020731044472216832
LYZ,-0.03283772903952415,0.07779584602763613,0.029487804983654345,0.09700393897829591,-0.010506073114438602,-0.0027054355023222584,-0.038399953752072676,-0.043636846292322916,0.05127913756095331,0.10619167734044176,0.05067717667944933,0.03715607328692889,0.02640909706808555,0.016301007077669807,0.09294721256050957,0.036550871802471636
EREG,,,,0.026163754913635394,,-0.026543621866386508,,,-0.020701525343287244,,,0.010820245485522573,0.03859591376872476,0.010226412502256688,0.0021158866376186553,0.04141059226175068
SPTAN1,-0.029194593021115378,-0.04156770340233814,-0.06259719080772211,-0.043478823256617574,-0.06348526517511259,-0.026847389324051476,0.07715783922757258,-0.007631089437656241,0.0021324144544003164,-3.1472624585587995e-05,0.016545024775379905,-0.011984927631143965,-0.0017838393413109111,0.008009829128970412,-0.059165163688326056,-0.16423537388246937
PTH2,,,,,,,,,,,,,,0.08541620182827947,,
LIPC,-0.005942055576768171,-0.006924858480820308,-0.009494757315197597,,0.009300992876364322,0.001651255293991388,-0.028659737418660236,0.005987603310857249,0.09707750382827367,0.004563299432735378,0.047106845766381696,,,,0.06014690253128951,-0.02067018147623492
COL8A1,-0.03306551855924961,0.0859664837033361,0.039424626101860684,-0.042955363170634565,-0.037547847421434556,0.01121730187637283,-0.05825132555923732,0.041597578414677164,-0.02000006435857415,0.1082184035000763,0.03100209475354296,0.01134319132049964,0.031046697486199606,0.005648213339319006,0.16080726458990308,0.10936937179931393
GSTM2,-0.015127457436414192,0.014316712469635767,-0.01489108399741452,-0.020434776801174222,0.006837765871593878,-0.01620474002628464,-0.015628416783431392,0.03036423920892496,0.02598769411136963,0.03356573192777299,0.08611333871888234,0.03611875333078736,0.0016844464966483837,-0.03428182823052202,-0.0053968382506874935,0.07660567211189613
IL4,,,,,,,,,,,0.0477148992400893,,,,,
SPX,-0.020285202289559164,-0.013831618159034961,-0.00016661875021073294,,0.008669738168648808,0.07956708579257145,0.029855253242581346,-0.044963994425018215,,-0.057375555327578334,,0.03435087062948501,-0.029173375758996985,-0.049864588264106724,-0.14442176793032388,-0.0975363589282929
MFGE8,-0.00997919694064657,0.060173718788194136,0.03273097417121436,0.014044227249816804,-0.01822213856437149,-0.005143962901815598,0.03595175159323015,-0.02851555412840382,-0.0035917819820649325,-0.08859544216165512,0.05327229726663567,-0.034633686099809345,0.00836124245565008,-0.027691079114698054,0.09106862495330169,0.11275319805031891
TGFA,0.034326883455441506,0.010611089085781272,-0.0005389978189962243,-0.023551160248743777,-0.006450758819859811,0.02536748313047916,-0.04154442505316586,0.03435076905119463,-0.027899272882008653,0.0555575229806227,-0.05550620850836388,-0.027606582870112587,-0.021321896693385387,0.06295822823987024,0.11128134301591436,0.0334872880247154
SLIT2,-0.01994824171724042,0.06949941920663433,0.008582927550252539,-0.02733422339911364,0.04246426726518205,0.00927104204790171,0.04117824294185024,-0.048691284935682096,0.011745200839351128,0.022926247751479025,-0.060281512784352384,0.07884131259948121,0.031933927804721735,0.07684070042133072,0.14503252151003201,0.17034427706863792
PLTP,-0.019388513462617885,0.053642492082173414,-0.0023014598934399996,0.04382310239441181,0.00162895780265105,0.03449551655568403,-0.006436439773649421,-0.014738188552588726,0.03697726873977529,0.06400025680255342,0.04090423491125505,0.05007497531645799,0.04690684279437572,-0.001097361621055,-0.07441381160704891,0.05146669859889333
APOD,0.06807434431473834,-0.009942590809385752,0.02026333350127287,-0.025141560982583477,-0.05433762329784952,0.004445063969628705,0.053676408145063595,0.0030006074458582927,0.05026956382964621,-0.11147962535638048,-0.042983663680201324,0.01002183565694985,0.03919235274792117,0.07276553077959308,-0.1285079597862739,-0.07016727562138107
B2M,-0.016294354554640473,0.18688012292468692,0.03412469243879938,-0.006609498079659767,0.1009488533237489,0.028733365022318373,-0.05465096532119789,0.11581240148612389,0.04731657888150712,0.1905985766662075,0.14394912578797647,0.14109358357766538,0.09763087874487375,0.013157799716993221,0.11036335597542882,0.10355779277365769
OMG,0.01777303624896737,-0.11027059096795823,0.009607685652392752,-0.021088189984083024,0.01706162400908223,0.024356831503256977,0.03782213089159399,-0.005207494800553707,0.046123125996495956,0.040765410138511655,-0.019345218324538508,0.0023782617733329363,0.020709172332841995,0.011905955272430149,-0.036083515460750934,-0.16000332277431867
CXCL3,-0.015609444885227999,-0.001531373165958961,-0.001855543486431179,0.040050473147416873,-0.018922230102257933,-0.03799946472061151,,-0.006825137045078121,0.0033687001121144246,0.12744880701930214,-0.048306369331615355,0.05010661468236068,0.0019418587578107266,-0.01733261234538248,0.036870233807966536,0.14640417516837287
CXCL10,-0.023133060367741307,0.058363988050631706,0.02717037089617219,,0.07672369498988488,0.12325307232581778,0.12314306066952449,0.12013756454043789,0.04553923571598766,0.0642308494774349,0.07532721554121037,-0.008698359111167911,0.02662260781029704,0.03200819408993329,0.006287227827743423,-0.02693559128477024
RSPO3,,-0.04385475370277965,,-0.034405075373246136,0.07418420984072062,-0.018261724237654167,0.11112230413562482,-0.016896748725633057,,,,-0.08338318607378328,0.02269854581524662,0.01055734034450712,0.03392245633513886,-0.08867956146456993
CORT,-0.019383318855967824,0.009757872140552269,0.007001128589214291,-0.04566022242862505,0.048008876873460136,-0.0221633596125259,0.09759705998040083,-0.00967415553462968,,,,-0.02433344117870587,-0.020316472120190592,0.030541138688169635,,
NCAN,0.021860887018449585,0.016820505200389826,-0.007257769076184495,0.004592240425197603,-0.03128268861006696,0.0376820523850432,-0.047556153552480086,-0.042640955600047485,,-0.11116494557536943,-0.06510395049855738,-0.0004487899974936451,0.011870058495465196,-0.02284081954179594,-0.11252361459288586,-0.18551425220394707
PRG4,,0.056156631611910555,,0.029843682221510133,-0.023860367145833703,0.01515646616864806,,-0.029115803900004886,,,,-0.0024952462599712403,-0.007119276292616323,0.04149923884356913,0.08253632971794424,0.10119531321809613
ZG16B,,0.03386982298799921,0.015930879160503317,,-0.02769287418946387,,,-0.019759566039938697,0.046631701684399604,,,,,,0.03470690362206045,0.007401422251120528
TGM2,-0.023277699642862016,0.07344079141040974,8.698255884164656e-05,-0.015848024545239956,0.07064564110866402,-0.05705565487768877,0.02350721945702051,0.014350005743245799,-0.011036981951691355,0.04232950737221104,0.16472035397657492,-0.023755224163047702,0.04683488262312095,0.01580349165712723,0.1210385372974318,0.06934087758863183
VEGFC,0.005175104241689935,0.0001493772166264819,0.058244602773640734,0.023761172238458327,-0.0206878489710855,0.017560307430456022,-0.008944919762338023,-0.04293378107043828,-0.005377571307865783,0.02690998502868274,-0.018608292017964746,0.01703795125095848,-0.03912270763356875,-0.02149233547349677,0.03513256450607543,0.019753437770849633
WNT6,,0.0289229990823974,-0.01735477462213444,0.09076219237217413,0.012605851434607945,-0.018016544528499677,0.05985452163351623,0.01700165975538424,-0.026114750181992677,,-0.03491447693112554,-0.036064992025622224,0.0666511258211641,-0.018620966605949522,0.0744148310821146,-0.02756200696222669
NRG4,,-0.029735406708935274,,-0.02578845345201333,0.0005690265700794226,-0.01862409625402406,-0.006582154152567982,0.015009640372841693,,,,,,0.0009954113593741755,-0.004524791514596086,-0.02144874226608002
PMCH,,0.061926810946584185,,,-0.040236582963098615,,,0.009623506227769604,,,,0.015335378276583968,0.09554930847308242,-0.019114844201231895,0.0967952926761469,0.08038832181900529
COL9A1,-0.03305787523484547,0.06820613838227409,-0.011946668573515984,0.10123942771564963,0.07530564142561699,0.004935999704589402,-0.02013396925519729,0.03155666974096634,,-0.04800046696744465,0.06866750795652012,0.08181168506643918,0.037999334540497864,-0.027078726713310245,0.02269634738308867,0.1340496292427885
GDF11,-0.056639126509124386,0.025459987025442134,0.014563411019502282,0.043268527001123575,0.023795339312667762,0.05965807889864457,-0.07069597862098106,0.03940627596646557,0.012797652078391068,0.08032438651188008,0.03320641254675124,-0.002156791420238412,-0.01767478309481809,0.002789140837639567,0.07594684437059998,-0.012844396847315837
RAET1E,,,,,,,,,,,,,,,0.011450539178705853,
IL24,,,,,,,,,-0.014727067715438137,,,-0.02997387528989082,0.026543038120078112,,,0.09474024997746577
SORBS1,-0.04595434259594324,0.07178370866987475,-0.04146218623470944,0.0696511361960066,-0.02996671051986201,0.06371515704869282,-0.037461683343414175,-0.00612219416729803,-5.0312220174129913e-05,0.021343791849369922,0.03848538762487513,0.0360815418251313,-0.011340849888900268,0.07391258746343608,-0.04556503296775703,-0.020662383174501565
DLL1,-0.016363000978104628,0.0019953511169120957,-0.0539697383728746,0.02266611953830998,-0.0838406988587469,0.028305395061886028,0.007896518413446098,-0.039900529861185835,-0.011610515902338877,0.0014299650857633205,-0.029953942756111445,-0.027300234244884355,0.07055634434293438,-0.028149383129298544,0.06339579012050914,0.034430562415675964
TLN1,-0.06005345870094031,0.06434426909502505,0.02266649720953876,0.022779656983755944,-0.03825803758949478,0.08468750230026839,-0.036873339869868196,0.04059907079343403,0.018303123685057696,-0.026428261155976282,0.019959761080001012,0.022270586724302294,0.007547146577964736,-0.0027381512166203266,0.0906523073229951,0.14207658060557324
COL2A1,0.0070563330095568125,0.049354443266211474,,,,-0.011678252340012994,0.05117956364005931,,,,,0.05205488636285914,0.046819791843762816,0.01018394221663986,-0.038571599930582894,0.0613701408338706
SHH,,,,,0.022827097275701192,-0.005558547761504322,0.04575876386150566,0.04242582297264816,,0.2052000527946253,0.08034610969361415,0.018558795692715877,0.004086490582665578,-0.003340385155420602,0.02189165665185481,0.12204108362396783
PON2,-0.05006716224479634,0.028031729969961644,-0.04740765608687367,0.057654471291720424,-0.05540086260720545,0.02307401739147818,0.020101688004798775,-0.06550555120851363,0.017786167715379216,0.06959522423694545,-0.008626911726859145,0.07206402924602469,0.052085120067112266,-0.0717428257995952,-0.052159961603196414,-0.00215123473936763
ICAM5,,0.03867236297440263,-0.02233949253923696,-0.03677562469794022,0.05573637817790775,0.1167549505799064,0.0215162256545466,-0.05492178917704057,-0.013940979088691614,,,-0.0095197280841691,0.0215184066277809,-0.02912552024707987,0.007944031997180096,-0.04971747783462697
HPX,-0.020679748729832338,-0.028010667823068772,,0.026130393769302533,-0.016532809508941045,-0.03313032137721345,-0.018956107338703163,0.005343996122824472,-0.027681359896060985,0.021166170292191002,0.07936641277315687,0.021983099392902588,0.055130877768679226,0.008498446373108407,0.05076720425180308,0.09730695204973167
SFRP2,,-0.0013828793194494181,,,-0.028238634612698106,,0.008893812814001086,-0.03231803017331521,-0.014534314985238307,0.08393724790502964,-0.08899404755648425,0.06504631244328621,0.03386164346367937,-0.020552455442466575,0.07860997371410437,0.06100906249886004
CFC1,,,,,,,0.013795319628591516,-0.024867602002451222,,,,,,,,-0.05564959484765433
CD70,,0.0657922744863458,,,-0.042030006853605556,,,-0.034638863284161735,0.08401776066678834,,,0.020873085281988613,0.02195311903763588,0.028387783392222588,0.048389922627307444,0.1604455114936372
