,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
GRN,0.00427991697400378,0.012833402650513635,-0.0371601822470126,-0.0002669388783289217,-0.006457778261116606,-0.022720011075756816,-0.04698253071992085,-0.03846324144942067,0.004290913811882074,-0.0048253737426955405,0.014622565312583834,0.014730174886777091,-0.004785216463584022,-0.039228251421329074,0.0115221540965279
MIA,-0.015349884890197485,-0.01535664203924748,0.06454641368095543,-0.013551880291294479,0.07337040739851335,-0.022960909920474167,,0.0011648129052015965,0.01882891445895799,0.05227328516679474,0.010464073199660077,-0.017038065965063562,-0.017405052398515225,0.10680618502096817,
COL4A4,0.07393848459145463,-0.025825297987401127,-0.010933541281502177,-0.06575889966428945,0.03985041731405064,-0.01677192827325516,,,-0.017888230829369873,-0.01975223968803529,0.016867799558243246,-0.03129408451883988,0.05619029347273699,-0.006496473784500105,
TAC1,-0.02291840346794492,-0.012359544678909299,-0.004667371481560345,0.0828389973081317,0.008876742650851293,0.07015678889249798,-0.01566646836876826,,-0.03170168871892075,,,-0.02679005033914614,-0.01964552369965777,-0.026452980747940325,0.09113875698942321
RARRES2,0.018035796472196972,0.0013041737211482605,0.029509998998398505,-0.025795759670660275,-0.021972019694998075,-0.0023150904477925107,-0.030130134236710637,-0.053800844165956964,0.050201048395292616,-0.05375908292890926,-0.029824791380566058,-0.029681564370195056,0.05735870414973878,0.11392870774986148,0.1499512310765964
FGF7,,0.04784027348673905,0.021290519494417195,0.020845565939512357,0.027904003308947288,0.02843381650425367,0.027144053217253834,-0.026861479090657437,0.0036400218676670595,-0.02245385449209197,0.03468819342595579,-0.009597056490492565,-0.028713218744495353,0.028754938084864803,0.027494040670805433
EFNA2,,,,,,,,,,,-0.019906659844377433,,,,
HBEGF,-0.013402311875150511,0.06619794971480243,0.0388112888413504,-0.10643328437469644,0.034457762934696906,-0.011672490357749685,0.08129513599369133,0.03923219480926108,-0.017456837790023022,-0.0038804638288479727,-0.01918858227363858,0.014402162185596345,-0.050332193304448034,0.11549831980200809,0.07435812594239596
CSF3,,,-0.0075527442372959296,-0.05289949208899317,,,,0.019783419423675626,,0.015171713391758358,-0.020735064503443396,0.04291809173194899,0.010913048141073096,0.0727713557074623,
PI3,-0.02247869997000736,,0.018977155754389262,-0.04870563055811468,,,,,,-0.03622041596188715,-0.038294644607884766,0.008586988688020934,0.08464026115253305,-0.01738192471740825,
PCSK1N,0.009120379502845485,-0.055962827981346504,0.003024761041359228,0.07531879602763765,-0.05307886215893982,-0.00563030211735324,0.022645719840381776,0.05993632803143999,-0.03182348073773774,0.032450443958246845,0.026960546171990004,0.01675934678793725,-0.0198260413432973,-0.07816136666903913,0.0609716012676394
NTS,,,,-0.0227258482016205,-0.016636947367017055,-0.01915997844043164,-0.023815531135276517,,,0.0024941893493418124,0.06270659416537876,-0.015583541610107427,0.066110884390713,,
SFRP1,0.006760764628970244,0.044442178623671766,0.02197355722315273,-0.018113425159149432,0.03917081007800994,-0.03557606033475884,-0.04479548275921162,0.06132838057036934,-0.03587485654020446,0.0005085745318539709,0.025950853103288624,-0.028387963443366367,-0.022758216740900266,-0.04604991441006922,0.11252112901890822
CXCL13,,-0.029152190274292097,,-0.017950635651723182,,,,0.010177950482198678,,-0.021735621870637673,0.018949196878792575,-0.03631291895318123,,0.0890981944570454,
MICA,-0.05119585683242054,-0.04315212751781051,0.061089843210120454,-0.03339582374360988,-0.023901599818252947,0.005473989821486602,0.02384289607768344,-0.011930868579934554,0.021371436625115783,0.057522210242607515,0.02934419080391079,-0.042800271944727554,0.04431147812688645,0.05154096768211489,-0.010330370889203272
TG,-0.013370098394244965,-0.016393589166878518,-0.02223275809304661,0.011077483566415693,0.0006680092582228372,-0.016184465805630037,,0.08172861736858945,-0.0006162420468666013,-0.020549496793845996,0.023678327905159786,0.002063954504411867,-0.030683949370226875,-0.0024121600101932104,
ADA,-0.04684817817937013,-0.03386697253217395,-0.04198504482836003,0.007848077530213533,0.11180779397991528,0.025178471916992202,0.014967367838661544,0.06159815908115255,0.0024059076246822973,0.066252053428036,0.016854468467656643,0.029079765780796595,-0.021434041438077544,0.029008085773306852,0.21758984598441813
LAMC3,-0.01823845313292587,0.04085642082744992,-0.032435761220101875,-0.011431690621660613,0.01998729276902732,-0.047849050977872905,0.050921235261513535,0.01603186116603703,-0.01287130691277067,0.03278918854311231,0.012564446615527466,0.04620115397931115,-0.0041426642935236055,0.043269514823891055,-0.06800277293959166
CCL7,-0.01359104478039345,,-0.016074248579343545,-0.023799228700253354,,,,,,-0.02317889697408126,,,-0.0164875178115333,-0.0095830960633211,
NGF,0.038564822234617165,,0.01098549438638182,0.031033810211526187,0.060714325542442535,,0.10902914168061978,-0.011069972917807107,,-0.010557123175706043,-0.019639080845393477,0.012346356294358833,-0.023520691535249567,-0.004834587688050402,
TNFSF15,,,-0.017899461974526198,0.0026373289993718916,0.09478940032552029,,,-0.019496986173854158,,0.016665427880050127,,-0.01382392553784455,0.0448561486648891,0.04400381375951799,
HMGB1,0.030994442115293345,0.046258305170676556,-0.010343031956077154,0.009255946497064875,0.039211489973890346,0.035337646201534914,-0.036399220144887924,0.010166115730866647,-0.006113930142921896,-0.0455875970345385,0.0235666754944682,-0.011931975145842431,-0.03392981141676213,-0.0617943895552979,0.01803354971445984
ITGB3BP,-0.025030625719011247,-0.022569756736934475,0.03442932549471188,0.008931330766516336,0.032551927822269844,-0.017158696211974852,0.014072619986761462,0.013772437161847173,0.07165447875883228,0.05225887692917455,-0.04062378248009246,-0.03667819132110793,0.03157939936112012,0.06130760384400587,-0.034881355219911515
AANAT,0.09947219006457894,,0.0015394337736562007,-0.015877456049445324,,-0.01455478468131566,-0.022390116469139132,,-0.01685296834100163,0.000669063440283188,0.0647914317071397,,0.029250807943959234,-0.022538041166681375,
RELN,-0.0173629167491584,-0.001592438930438771,0.013264658279930525,0.10910704350042567,-0.00613048875351783,0.006159180007568243,0.035858875982916386,,-0.018657690592845277,,,-0.016697803918724066,,-0.030935561063912206,0.06022544695844389
IL15,0.007399142290575505,0.04507106046508299,-0.025700181312408348,-0.02820442975610182,-0.01583278832130257,-0.018734982821017855,0.038738371006766595,0.031398340797377196,0.1339744217550279,0.026892749564070163,0.001585799645751739,0.03566875374524414,0.012270058080722302,0.17024711764873995,
UTS2,,,,,,,,,,-0.017316257857822016,,,,,
BSG,0.04696264078487926,-0.02668771212584169,0.04135827586906522,-0.05682353724070794,0.050516383193937295,-0.07930766845741337,0.004858735947469772,-0.0631340179847813,0.047275570714055894,-0.054219496015447184,-0.008418469640815395,0.03698091110406644,0.006331499785900427,0.13793883357500442,0.056948316429425556
ADAMTS3,-0.0022115134062432413,-0.028804724727741378,0.029212248637901513,0.01537101877672142,0.03697278264103548,-0.044835118731261295,0.05261693296766533,0.003756307295942589,-0.025972595802781096,0.04831518318496596,0.03160547848272174,0.0070138581494204565,-0.04418694519417221,0.021962137490051575,
CD34,0.04690041910758542,-0.04106986831532958,-0.0036709398729230865,-0.06169186183380473,0.02491383272366299,-0.025248831631558485,0.03762145952502708,0.033422674878557226,0.05126766046871881,-0.013672221295027757,-0.006600088668155611,-0.006785245704131177,-0.06389160031026801,0.021239151592521953,0.021310134967961632
PLAT,-0.011776691143545372,-0.021636074683960265,-0.057878682025959236,-0.004373212314311397,0.015754003477812792,-0.04415929091179696,-0.03572608210095708,-0.05102798242954624,0.024287494182187452,0.015173886689206979,0.03655296990673007,0.019984996471559033,-0.055890887003351146,0.015555251339378889,-0.04436496707881581
NTF3,,,,,,,,0.004987807733496387,,-0.0048431023392699725,0.06676229177024554,-0.01123288792812734,,,
LTA,,0.040323153928116084,0.02247645556184307,,,-0.01401777449389339,,,-0.01563035113417086,,,,-0.005213542533279458,,
CKLF,0.024063873602865403,-0.03547207804471939,0.020535645757716117,-0.014468236772737546,-0.025804261874532,0.015106557276041278,-0.03073883184145368,0.0701546646217078,0.055069896992127707,0.02377259826897176,0.07089329405999188,-0.05103891376612743,0.017391077569509878,0.005976238466409619,0.04979354794375948
APELA,,,,,,,,-0.03594164908424389,,,,,,,
CD24,-0.03372692369597315,-0.016031804177974448,0.0558801101530152,-0.029157545335851822,-0.006947537350574102,0.025230516060833662,0.0032232426164203946,0.07010757033104453,-0.007686024786853333,-0.0030720825077779393,0.03609328439743409,-0.05795137189269378,0.05257531591615834,-0.003962872339750666,-0.021240992744349353
HSP90AA1,-0.01045670378381448,0.052801585492793214,-0.023208317882786194,0.05942647969324884,-0.04947408215202545,-0.021201890689309822,0.003623136173107329,0.025628327256271122,-0.04361155550843775,-0.07937491736309187,-0.09198695358987401,0.025242725075226874,-0.016291650593660122,-0.13749044881560699,0.06088515632516765
BMP4,-0.007825828576110496,-0.012779957539233616,-0.04207744912759209,-0.030812768283483,0.0814571524311576,0.013159491761068003,-0.03571272160862764,0.06241188235761767,-0.01331867353815036,0.07266511110674638,0.019273863735566374,0.019564480640559545,-0.0008393227572565535,0.06079322218841448,
SCGB3A1,-0.01359104342130713,,,0.01879407996811099,-0.02021083431580217,,-0.013060709937149452,0.016395550312139094,-0.01090665231867554,0.13066754648362097,-0.03810646252487825,-0.028707931284983643,-0.034569916788393946,0.04234577625239871,
IGFBP4,-0.006729592602007308,0.032894043774051654,-0.027071771789750575,-0.021298483739605478,0.01118637630548889,0.004843937682792361,-0.005399130845150498,0.022220219007653603,0.0214345491946659,0.02315417051691284,0.05680487106640158,0.020519247970224908,-0.031217947383624246,0.06531445747828002,0.0014632730580356893
RSPO4,,-0.01948973441391754,0.007910472020947999,-0.021823009570664645,,-0.016303525116787693,,,-0.021681757737862125,,,0.05705001377213766,-0.0046953269014208,0.008168813878541093,
LEFTY2,-0.02078236301339409,-0.012203961760256957,-0.027437740763145126,0.01542700742210146,0.12059948611378533,-0.0401498871084386,-0.023815546816223637,-0.022045044576201257,-0.019295493921087897,-0.019676258728192904,0.10126032257513219,0.11947940224197871,-0.03479598650215088,0.04861726575793538,
PF4,-0.014098525868017,-0.010966476891411708,0.07110049502206416,,,,,,,,-0.01824583194963715,,-0.02347763759852664,0.00016622197288401327,
ANGPTL2,0.015056995554260093,0.01716582746844817,0.041682713587970835,-0.07473263453462985,0.019813669360552878,0.02334902823544528,0.0446853795421689,0.04961776239113488,0.049946580581420284,0.03920028590475076,0.033490969427257385,0.04061204251599309,-0.009005848495451439,0.007953215968936368,0.031907824286320934
LRIG2,0.03851728072409655,-0.01360952343893118,-0.01572895468312841,-0.016775777970652238,0.027732343833651044,0.010082415304774842,-0.023481799004916516,0.044804678112610824,0.013988869293518584,0.019916801183736295,-0.00742188059972808,0.046053641355918884,-0.006183457349692241,0.04123591293737532,-0.04168811803283822
ICOSLG,0.003795451038482446,-0.041125363607603695,0.030628166538175253,-0.04545122822073826,0.07519288561005037,0.0008823223998982932,-0.03587869192588839,0.013600838765267638,0.06099259592294333,0.02027954695255536,0.0640098001131022,-0.019578574019961447,0.026413951590216624,0.0922019666399338,0.06256616296092941
WIF1,0.0020400579531926356,,,0.026948348643226143,-0.038155764425487355,-0.012581044172504326,-0.0006768483780462958,,-0.05219697628287857,,,-0.017972425981025743,,0.034030913688405155,0.09131200411615382
NPPC,0.062071981604361115,,0.03118911859378385,0.10531252779184112,0.012050009297449,-0.001812857566488039,-0.010496453199738133,,0.014819316667311056,0.0408688844393023,0.06226504169310984,-0.058624010302011066,,0.010742730750081907,0.08555703176696158
LYZ,-0.043803820953748775,0.012542240595027832,0.007395280694129593,-0.06829187417134507,0.048646693850586356,-0.00880196834474328,-0.0581046724841986,0.0004336238792445076,-0.03568045111994532,0.023674774822713386,0.04512265979419491,-0.0749762456377674,0.04947825671625056,-0.070093778345314,-0.02671421404465693
EREG,,,,0.018431037735252315,,,-0.024499237857487123,-0.0257782388487451,,-0.047049004634587416,-0.0034583416230715503,-0.00800490472671375,-0.010129384481879737,0.052714839857028184,
SPTAN1,0.06223233564746933,-0.021451851123220532,-0.02724310897571236,-0.01647604935771613,-0.024391885824816457,0.006270501256034433,0.057221831814966095,-0.0033739209518535394,0.015729299110809374,-0.0016901213967380807,-0.02028832526185589,-0.07304687170394479,-0.009745846717727692,-0.026051420750370462,-0.008215854430383139
PTH2,,,,,,,,,,,,-0.030746817088120826,,,
LIPC,-0.01726030138654996,-0.0165051338202541,-0.02520300847644477,-0.02112826512629267,-0.024552594947601942,-0.03048110051936018,0.043234640373999406,-0.03223237622368999,0.04772979534912209,,,,-0.029684620156913165,0.052113723783106046,
COL8A1,-0.05230095748891012,0.02645630429768656,-0.0371941398606737,-0.0844479845886764,0.023658309332370717,-0.03154687263238158,-0.058026608567975604,-0.041840961749192614,0.0749716238292936,0.07266660458849997,0.0018489901977355664,0.013300324828488875,-0.031559754287720794,0.09650201312862813,
GSTM2,0.052176500914817674,-0.024030383295264714,0.05483611793023906,-0.03299300157035805,-0.013388754451953134,0.009095548875965429,-0.00996559415326232,-0.04725686481352518,0.0073695257485580905,0.05495564103606598,0.00989315308558916,-0.04104593659766244,-0.05172270627907373,0.01421393125221461,
SPX,0.0734750189449615,-0.02209164682038313,0.008836450807022262,0.07985251623229722,-0.02917868960102487,-0.02314162927257351,0.08195227568113402,,-0.042560784342114744,0.10936657854860063,0.0677045357980566,-0.010587068142126427,0.021676426707267292,0.004010730213021932,0.09751888083002853
MFGE8,-0.02494872734873705,-0.043392606315115365,-0.028014044606526508,-0.02250172322962702,0.024480560482555702,-0.021035306086016226,0.0014780787326659406,-0.06594826094184122,0.027503826826235325,0.06279911422301943,-0.024009818539284616,0.04110471197209154,0.024661655416528046,0.05523484683844874,0.0023276762900555866
TGFA,0.01442621025015227,-0.04852644627805856,-0.05009852310174423,-0.06462620501451122,0.00235062719174815,-0.010608588930044275,0.00931335936343683,-0.012484218990185222,-0.013432411017666275,0.02557307453859527,0.03700916886300776,-0.028535337663559663,0.06663156749329861,0.03665469979960878,0.031110599087310602
SLIT2,-0.01704280615800067,-0.028594746931288627,-0.03410549763895849,0.04050695355097098,0.06114665571079677,-0.0285473790196829,-0.018502902640342253,0.06488508467538376,-0.03515866638634324,0.023370788260028395,-0.03315327564552051,-0.07747938997869597,0.01043612383688711,0.0374443815138032,0.16332177877646895
PLTP,-0.028473630051320684,0.013207930261204644,0.029150365170091383,-0.07026650295578772,-0.02709184001038738,0.006812048359189257,-0.025321062866357626,0.027693787057191246,0.012110351082749734,-0.0022967983392226665,0.039154777665604434,0.02965527843641735,-0.021926629403711224,0.043670114990307526,-0.04589735147549814
APOD,0.08350999385598747,-0.026842640995191007,0.012443597459204717,0.024104399397750418,-0.009937354503507726,0.030219576624630817,0.05701349604910491,-0.004341735478467939,-0.037806342312283026,0.05183093955279167,0.011512548836710285,0.04048007166330849,-0.00887275022475479,0.01216180126034341,0.08304425855178735
B2M,0.005194839260902599,0.06423946660928836,0.011517328304188626,-0.05276324901290309,-0.0031480288884932267,0.008550875948692763,-0.03509739447344861,-0.02921346188179669,0.08108578627325867,0.01435640393620787,0.08624612655798676,0.050448137296899266,-0.01848462627080999,-0.02701797078256549,0.053887009079843194
OMG,0.011043878003202126,0.007553511824573589,0.035079083016930815,0.08879350970405012,-0.032946660392836356,0.03535708209697193,0.06290774462545606,-0.01632550029862432,-0.03221789171713967,0.018045766485894937,0.00010964341115767638,-0.017602060828090623,0.053061295627330404,-0.0895299057574393,0.03461013435176092
CXCL3,0.01495378414230371,-0.007846375597709088,-0.010889697396143844,-0.05955192617859251,,-0.04318509445605939,0.028415137196661125,0.0006551727642998093,-0.011256683260452602,0.005537274002151339,-0.005482105965043245,-0.04658433074851683,0.012165641105350275,0.09151120970451292,
CXCL10,0.03549907067569853,0.028074704674464896,-0.03828644519427324,0.013751297074211544,-0.021641627970587978,-0.007043496923002158,-0.04423065153118712,-0.02224516656346929,-0.01788823195946559,-0.023935184690639554,0.008473091915774647,-0.02641754425005334,-0.02768356965764371,-0.013171978356116505,
RSPO3,0.03685703056491804,,-0.016286680290776002,0.013852414399391133,-0.0017381060451734172,-0.012893008795155102,-0.052617046637323917,,-0.011763017055854972,0.035148039152311274,0.05474016688768359,-0.049377139643109406,0.03342483135694095,-0.06789646395241732,-0.03796822988922743
CORT,-0.004475038277082367,-0.019585433280378643,0.02747071653068657,-0.011736741476462524,-0.02579520495246668,0.06374934856412334,0.03131113817787896,,-0.03120691896006801,-0.02643007655012966,-0.019093335770744,-0.032154319829282255,,,0.016516758900968893
NCAN,0.077639500264599,-0.05223079749051803,0.0202320855648614,0.09248520867815821,0.020753193312718566,-0.025465471446986965,0.04580801507422784,,0.08224047990330513,0.03091649157883492,0.06365785326252277,0.04002024505085438,0.034930210536298925,-0.05941405291847092,0.002263628257886812
PRG4,-0.02043930823217951,,-0.016074251084276573,0.00855493587640185,,-0.020835257873930008,,,-0.013752911436744552,-0.008693898585542188,-0.02817338532819491,0.06456704475749017,0.006694991335815738,0.10092756396617897,
ZG16B,-0.01884667518658542,-0.01319637257235422,-0.018656134260048522,,,-0.011138394347689613,,-0.0009921088972055514,,,,,-0.020862512779068785,-0.01899233470957867,
TGM2,-0.039219586415047296,0.04375029650821805,-0.011288889775669202,-0.056295204147893775,-0.013968359270177444,-0.027758087484320827,-0.06355306674843438,-0.02715370951539922,-0.017080195375118096,0.10207939267079588,0.042963936722442864,-0.018848636539424434,0.055768367616709495,-0.0005164102579699657,0.10113029555897668
VEGFC,0.026419775166001642,0.05970226494946842,-0.018749798934939846,-0.02328662417955109,-0.03245740704177239,-0.00971980003245485,-0.027684032106067624,0.019830637057143483,-0.014035394310368043,0.07243162487331034,-0.017246513525860905,0.082952793604906,0.03526426232194213,0.024347551750257233,
WNT6,-0.021928850295984424,-0.012203962080543872,-0.022232759016162524,0.014599194462349535,-0.01623956238941108,0.020738003509028942,,0.027292541136746184,-0.01224938340981578,0.0894271713380171,0.09232934474236229,-0.010457622207606912,-0.025195771912709317,-0.019624779866576077,
NRG4,-0.012517829390827634,,-0.019563098900215004,-0.004881220616312366,-0.0198802264355252,-0.021398659008535395,0.08707352062781926,,-0.016373924540280926,,,-0.02553048077878775,-0.016731608477125248,-0.029512658891614234,
PMCH,-0.014427472031520757,,-0.02710657943229118,,,-0.016303524329966516,,,,0.12688507845837682,0.06617412562559181,-0.014699396739179305,-0.036079704050094905,0.057915356675216134,
COL9A1,0.020465692054474478,-0.01959548664650568,0.007642655895247123,-0.022555524402434676,0.06154185240692497,0.01690787049856735,-0.02415961050369286,,0.08996308849362279,-0.011668995285963482,0.03322189351346456,-0.00634425532933993,-0.026052914352265234,0.10655564843030767,0.2287129537408763
GDF11,0.012077838154479336,0.025697233735113775,0.06156170125033924,-0.05545972850863358,0.08032352950422626,-0.045227605410462696,0.026830587951463876,0.04310555082699659,-0.00028594661496771605,0.039695001468269715,0.023890335745272287,0.015789064353148967,0.05377066775176913,-0.014830178138456091,0.03172949990309698
RAET1E,,,,,,,,,,,,,0.02815787997305134,,
IL24,,,,,,,,-0.01833864233745027,,-0.017565584300397393,-0.017954911435722237,,,-0.017468852517320495,
SORBS1,-0.0138189201701388,-0.029322089057609222,0.009449964904155193,-0.029033427779266808,-0.03975278836159442,-0.012085426133812966,-0.03593909979755816,0.07521585808244394,-0.005993353379331206,0.00216262805975528,-0.008290088906525385,0.03246991396022127,-0.023448167906940598,0.003768979903662625,-0.03619889461667224
DLL1,-0.017234900474942423,-0.03997671116669801,0.044573383820283974,-0.036611591917084,0.056114384737734606,0.00025433435618202435,-0.015591980252235854,0.014857711709928043,-0.03947394486159847,0.07800760296152626,0.015337475727994957,-0.00760779289320374,0.028661380739208986,0.1859625533411397,0.020911443926640384
TLN1,0.004142882515840959,-0.002821081241992161,-0.029081876233998216,-0.042937613531302106,0.08582460893890873,-0.016889794761715735,0.03762525678402183,-0.03339075248583995,0.022776599127446857,-0.005904591040854246,-0.08121393103569215,0.02417223561276627,0.012837775263457531,0.06614831504489374,0.012582018668209616
COL2A1,0.045486104482236445,,,-0.013511378022822276,-0.01759354479081722,,,,-0.01142784454038692,0.11854346947962542,-0.002054988939346541,-0.030966647352822414,0.04239949091885296,-0.02658932158460183,
SHH,,,-0.01670378604461189,0.009042154412808444,0.0565240633732803,-0.05272138494732622,,,-0.010906651365366232,-0.011909790364718861,0.0366441409993767,-0.014561549206230439,0.05216061462981499,0.03112109908537365,
PON2,0.12241186841795515,-0.017075737167426178,-0.0575530273540188,-0.03518103728798094,-0.0730255160232923,-0.03257907767689309,-0.02346373173541541,-0.008499365558489002,0.05180069289175994,0.05167473498307152,0.1475865326003311,-0.006587389579412042,-0.01925101020376179,0.13168719953096664,-0.042938383095291466
ICAM5,-0.03663069112200097,-0.015709240009358885,0.020833215199641725,0.08544951939281349,-0.03164665870149958,-0.0016419534193386437,0.0814913376084864,-0.017359778217994223,-0.021300100972264126,0.06234083316322759,0.028521322103636216,-0.0316406618986818,0.05622165283418393,-0.02715367993544696,0.10027605893782186
HPX,0.07995610075216567,,0.012126174165730972,0.045973960413139336,0.16504822339661684,-0.00868907209706228,,-0.01148976080312208,-0.027722531003368286,0.014805555556391427,0.012956170085113699,0.03008487875150788,0.029127956580976496,0.08624223787715644,
SFRP2,-0.018069328447943525,,-0.019023802117852626,,-0.038390277819594795,-0.01821755416507281,-0.05173963974941528,-0.018098620124814127,-0.021396058819318983,0.00842599164226052,0.04331763935216468,0.0533555587413475,-0.0001829667286558172,0.021607222320229918,0.043904159407585165
CFC1,,,,,0.031040150409946992,-0.014017775341059916,-0.02516572248470814,,,,,,,-0.02611405952258827,
CD70,-0.012499803680787621,,0.004094173271119294,,,-0.026148059086158304,,0.013584130586633918,,0.03550875267244429,-0.005487848163302152,0.02232594785553862,-0.02552709190340683,0.03642614910257627,
HP,0.0053878791638915105,,-0.019351658044638495,0.030450263777922953,,-0.026761951412789017,-0.05678632883034209,,0.008189816099985505,-0.019730468437362463,0.04773381142381388,-0.05257178902247418,-0.02502865627401294,0.04645417525791106,
CXCL2,0.01022643907690198,0.02454002413262252,0.03139463137956773,-0.05940873337571526,0.01890474417744908,0.014598012249264906,0.007012936767792319,0.021743036553292672,-0.02158688440563317,0.01388706774698185,0.0627870674623668,-0.0065281665129211025,-0.004554591053852,0.038120955289765744,-0.017394598712724474
NPPB,-0.01753376141734243,,0.0346357656386269,,,-0.012274534173163012,,,-0.014035395331202521,-0.0462787577336148,0.03729324786074717,-0.021969767677806853,0.1272442779968441,,
CCK,0.0004364889549491523,0.01778670148199614,-0.010948612971664237,0.08023204290709658,0.012789643804607181,0.016711546319249652,0.05147657511705278,,-0.016920129053379317,0.017149539512172546,-0.01784996926098908,-0.012028572129191036,-0.00271315244633329,-0.1647303216633081,-0.07631309653824694
SEMA6A,0.03238363303551578,-0.001374244995325753,-0.03134523536042456,0.042059905240150255,0.013907020287933123,-0.01591554664599824,-0.03450403888165156,-0.002564784124374676,0.027500854638726188,-0.031135892347291787,-0.032249734784430155,-0.03836222059309452,-0.04403960248226579,0.10673776361603213,0.07007110927661403
