,UKF243,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk
SCGB3A1,,0.05917571028394926,,,,-0.010747942251981083,-0.03286673332825641,-0.029474368543116206
IGFBP4,-0.014193084509085133,0.05506628523658285,-0.04055181054825138,0.03712255680011594,-0.013218632319756772,-0.033222882662932815,-0.07462858597102034,0.03405463889519994
RSPO4,-0.02127448200271402,,0.041914295717792205,,-0.021895947850305707,0.01225914419372569,0.07937095370594136,
LEFTY2,0.03471627633418764,-0.04734483222322071,-0.0419322678050412,0.06424570067475242,0.053057437898818734,-0.019014712152526834,,0.08863571321505205
PF4,,,-0.019750607558201655,,,,,
ANGPTL2,0.027682661511658168,-0.008036889503624736,0.021576202396404648,0.098395986538984,0.06845308323110944,0.0019385865348395081,0.09433297211864894,0.0288904615636203
LRIG2,-0.031150212105893738,0.0022902965197755,0.030750278573893893,0.05540989655694764,0.0782153857502293,0.01104055220750983,-0.04262584695978764,-0.035268162774567784
ICOSLG,0.03187743059303832,-0.04425093556175983,0.02202225601917869,0.03580238643276693,0.021225569761664835,-0.024445485740882532,0.0835462030510553,-0.03728007908271293
WIF1,-0.025783464024934283,0.09892793264068132,,-0.05414812554909613,-0.0168965843356105,0.004051304151740786,,
NPPC,-0.016465712012981453,0.03636002232478022,0.008551492457883532,-0.03350339914370225,0.09211739714626045,0.055501357350941,0.011633691071763598,0.003032682643573655
LYZ,0.02971979910127033,0.0017365592170462132,-0.023144014416762615,0.030870181698385343,0.0022388846030666847,-0.035161240769099315,-0.027552959390017527,-0.02278568859691777
EREG,,0.05698472909744817,,,,,,-0.039307504175098824
SPTAN1,-0.07470927936217471,0.00445411995823936,-0.08631578870625488,0.0051511235225814,0.008374356352231015,-0.02137301644873184,0.01127534917812541,-0.06188798866281766
LIPC,0.023546761358612348,,0.031042871886354913,0.04535899901692811,0.046778179336026786,-0.009568665974582127,-0.05468856435169388,
COL8A1,0.028391999046106238,-0.009907109326795699,-0.013776590798978099,-0.006129369875601516,-0.023464536076957736,0.020251048170483895,0.08409235167187772,-0.05881595163988538
GSTM2,0.03492062259900206,-0.038450050602231015,0.03468034671562299,-0.018714298166386516,-0.015871162403362782,-0.014965104000353186,-0.05399620991730008,0.04311079837601413
SPX,-0.031165019286443055,,0.05671017576419011,-0.04364019105599265,0.03165938485358361,-0.04194145361402881,,-0.0195246982129004
MFGE8,0.0475945792488137,0.06442443565613366,-0.012701964889766267,0.03472334815730665,0.014177350014095189,0.013077428691439198,-0.022615475820761764,0.03818774515685073
TGFA,0.05970715297341161,0.018808923374111358,-0.024043333821855035,0.03704695813232403,-0.010521299458527845,-0.05044216746455933,0.01793256427681178,0.02090461296906373
SLIT2,-0.04311417488193075,-0.01835828857868022,-0.02352656489946857,0.007039234796962851,0.03560888483413103,-0.034647048877686625,0.037460110838474114,0.045933174030335484
PLTP,-0.04458768340056368,-0.0072881643384970374,0.0021505910453335627,0.05244838136110082,-0.0028840866902509815,0.007523405085504862,0.06901227434227901,0.004896334224426866
APOD,-0.03257391407035235,-0.032804348940908605,-0.006149856265748751,-0.0053838425835302205,-0.005938687573822505,-0.06177835906327754,-0.015323973151741346,0.006755123165847049
B2M,-0.08426947683342807,-0.0710644313986597,-0.07217498361944467,0.08042555840948029,0.002278132768006282,0.022699886721934792,0.024091506570757277,0.0032325125844998243
OMG,-0.08533518582338774,-0.03250839818101874,-0.05715754421489772,-0.02102447449486237,0.014279126937946736,-0.02917172935797679,-0.008556580349695307,0.05415173871364488
CXCL3,-0.0025393222049946164,0.05917293821429526,0.0694832079738561,-0.016337607439606917,0.030568565860595823,-0.011092879657034743,,-0.07095802466674894
CXCL10,-0.052475350015217616,,-0.023177206137036516,0.04950467475085586,0.0057736051655931,-0.017627928210489256,-0.03039119401095687,-0.019996860283574117
RSPO3,,-0.023107234218835645,0.029843887450469165,-0.020432745198219016,-0.024423501704411262,-0.011591845447288517,,0.03665158465658999
CORT,-0.02385244264284776,-0.030666447978858882,0.012755133953745354,-0.035363443402011516,0.012957135119799063,0.04031188715610133,,0.09987643799926499
NCAN,-0.054929665721277166,-0.04037031868912718,-0.06970050777626628,0.03885874680150668,0.036894609945483915,-0.049713708712933034,0.02829084585543891,0.042718742889165
PRG4,0.0037309942352636988,0.12095142462692778,-0.022637314175040436,0.00392343247045572,0.012281055793233889,-0.013552783530619665,,-0.021210048153232845
ZG16B,,,0.008257303596508092,0.0009336771381664548,-0.014959077869731573,,,
TGM2,-0.01945672507345781,0.11556075951265674,-0.02334601161487976,0.023704127408982,0.04874457909429139,-0.046220098870637466,0.08163956327017215,0.014271267594498604
VEGFC,-0.023357415881086505,-0.03435849646013074,0.004110463356566197,-0.023336745627931397,0.0033955231801629576,-0.01383115580509661,-0.007143362757342532,-0.024921659346009033
WNT6,-0.02962342595465864,0.00442696707168901,-0.03131032034948984,-0.017405935802638366,0.060326347158969985,-0.01207113435583164,,0.08283855741049102
NRG4,0.08446985679583091,0.04279494455024107,0.025155140541769903,-0.005039816078090151,0.0018915124252958369,-0.01613565650166488,0.041980859500216246,
PMCH,,,-0.03817410538147513,,0.09372834632692244,,,0.06844101708107164
COL9A1,-0.03439232000823298,-0.0049366500455813546,-0.028774639898449247,-0.035422999921473006,-0.03284038332310537,-0.018386196983701905,-0.04008948263547421,0.04572452523326957
GDF11,-0.08298334538198314,-0.05161408727524238,0.00518391088733511,-0.004584780891769462,-0.0045329018295148125,-0.011336872342872239,-0.04379771033463056,0.015016980161756026
IL24,,,,,,,,-0.014675321690404888
SORBS1,-8.285738325180103e-05,0.06052262840765603,-0.039395739148670665,0.001141034929737588,0.010623777793463034,-0.006529280517082509,0.13697212472737977,-0.008718267029930097
DLL1,-0.004332027163610487,0.009392497448236262,0.026064799966356196,-0.0182973345814184,-0.0493479087107629,-0.02002601805714573,-0.02079274117577231,0.016684331703314386
TLN1,0.027720397427150326,0.05145698187472533,0.005651231131130741,0.019092658269868036,0.02353449793555973,0.009957512809111358,0.006235008209042399,0.04680140451036014
COL2A1,-0.022596677699211122,,,0.03104550030039665,,-0.011261550253543922,,-0.032082177038976284
SHH,,,0.0005479351535076809,-0.012843348941379586,-0.0018645377392631519,-0.01074794131254402,,-0.050481175415785694
PON2,-0.06749834449990108,-0.06676180761272031,-0.08990273279176261,0.034055071956349776,-0.009030102842535248,-0.014312374687000442,0.04085453369533149,-0.0004417603359075043
ICAM5,-0.052654700541065615,-0.0032034650384313024,0.012641326977513075,-0.020072077413488144,-0.010737382846590794,-0.020990148812139047,,-0.015647004561471972
HPX,0.08265305339503767,0.06722624500247909,-0.02441165853182306,-0.023790968282702392,0.04166578087028183,-7.191874408396958e-05,-0.060439034072786973,-0.03716606493471188
SFRP2,-0.02941956685552105,,-0.016223316189777466,-0.013038933803599783,-0.024466525680867462,-0.0210847103117299,,-0.015487105205444331
CFC1,,,,,-0.01882614193228075,,,
CD70,,,-0.006151956324981248,,0.05888818569471438,,-0.05042169911370129,-0.03105191259121067
HP,-0.06461363540790936,-0.03164767937952908,-0.06468922112032348,0.056959276754883686,-0.01812842589779871,0.00016223788391047658,-0.02966945939971614,-0.049469818129757884
CXCL2,-0.03196286467350598,0.007799539512322765,0.006930313625362094,-0.006060966524609594,0.004221443278680213,0.009902219153196548,-0.004139011701825905,-0.0587565352777982
NPPB,,0.024399748616435107,0.06781307949080169,,-0.01648493551039637,0.034062809063527884,,-0.03866399463624705
CCK,-0.02216457630520769,-0.044541642683508,-0.08466143615064574,-0.013018921372137074,-0.004994599106260338,-0.04175926263323869,,0.019049711721194396
SEMA6A,-0.10438072445708906,-0.05033065621465088,-0.03729688661562015,0.01858625804182653,0.029930310730346636,-0.03047098756901803,0.01216901208391148,0.03515121224191926
IRAK4,0.11138100956063812,-0.027008169126837744,0.013646342652885704,0.06306675632214098,-0.031896466914970466,0.007060121204352219,0.0631684074850684,-0.0325576432417682
GSTP1,-0.050695550738279575,-0.03712900365329134,-0.058636998425907666,0.04550213238263588,0.022218186913887376,0.004567084211116762,-0.04087784934451789,0.02039722854198443
VCAM1,-0.03279744136979887,-0.022561570152407458,-0.0369474195035798,0.10372613295149763,0.04703982894647286,-0.037419042960695,-0.020932360617678433,-0.047034574013774366
NXPH3,0.08749956922854675,-0.009097553625249609,-0.0005579614645990804,-0.009956736316710148,0.042962684757119445,0.04402013637116689,0.01739356085213242,-0.03510079405063237
MTMR4,0.05888647889537953,-0.04230027520852133,0.028199111251457583,0.002136838531680012,-0.044346259400065056,0.017634482022172323,0.06631060077849707,-0.03538512646946312
LAMC2,0.03803445677649699,,-0.002551168212977406,,-0.020752694679190175,,-0.046459207903500235,-0.018041969298469424
IL10,-0.03198473610213803,0.02092620322495452,0.012969573934527287,-0.021438596049146524,0.023662352057626915,-0.012380851730535072,-0.03151198961603606,-0.03434072697087929
SEMA4D,0.05311545325726785,-0.018723158759157147,0.06864880908850507,-0.016908971247502017,-0.030627690123169123,-0.04082229681354664,0.08011159822449974,0.035173547051021645
TRH,0.1025521562326177,0.09765171614769382,-0.018392633958592572,0.07169473740721678,0.025748248093334807,-0.044747606140376574,,-0.025376964485004823
SEMA6D,-0.04111810304421557,-0.11080432749043699,-0.016887392682365145,0.03095898218737133,0.03187988441787309,-0.0012002420921061053,-0.022908380782318764,0.01141663661962296
CEL,,-0.019584104458808656,,,,,-0.04810594826863571,0.11322354069979963
PDCD1LG2,0.011825965503657608,0.06344826053262924,-0.01642384706490689,0.032826708629619616,0.017310299583554314,-0.021178917478446982,0.015651668864095747,0.05815926982093676
SPINT1,-0.03121401721781914,-0.023514160706559203,0.1069795687239667,0.061193653697539215,0.048254928384678986,-0.018172424971948126,0.08507301309735334,-0.018427886497986
CTHRC1,-0.04800732824354222,-0.02096801187734304,-0.01965601737752092,0.05866916148739271,-0.009845605924606265,-0.038640375424370474,0.08277927550127698,0.03744813643711522
PODXL,0.016146731222195593,-0.07030815998147795,-0.06479030490912534,0.07942584140202641,0.018590910955627277,-0.03179528894754084,-0.05884383787960227,-0.040837295973042094
JAM3,0.02065829603884594,0.00668376042314168,-0.0009538318897546941,0.05009360624829696,-0.015574194805645864,-0.0066903187633877564,0.008206029305136,-0.04572639770704209
TGFB2,-0.064318781907304,0.008865071303811853,0.014607928676781127,0.08540936410990851,-0.01543230447204386,-0.03713992383694035,-0.07874938163502535,0.0035850527382954678
COL18A1,0.017974162850513526,-0.09568100668310289,-0.05455665387504691,0.05370595571075721,-0.001938867928725378,-0.07333745949621313,0.023687737942964398,0.00650558990957539
NODAL,,,-0.03290504691006316,0.06405973401590244,,-0.019014710025522533,0.10407411824976204,0.1408051809576042
INHBB,0.021214363458728316,-0.05484153967276033,0.054738876507023415,0.06125847687582133,0.029724514673150508,-0.034348866126332304,-0.033612955325755,-0.024266345671847284
LCN1,,,,-0.014337203072008333,,,,-0.023334759871229013
ARF4,0.024482684282350304,0.03964705219102522,0.014535204263441586,-0.00474097928534663,-0.012051366530857179,-0.005274905842859455,0.16873141293273394,0.026373307571641618
CXCL14,-0.02362849886912063,0.05158990743648065,0.014219840426572861,0.014663311710932105,-0.005277130441464853,-0.03442566203122371,0.03267352384112994,-0.012671536381646354
LIF,0.055820273587692065,0.08054769293145064,0.0410622937808206,0.09083601412323263,-0.005477690154865854,-0.022906054476021235,-0.013801927560295258,-0.04403760400877357
IL17B,-0.02409657163060599,0.09522712065725487,,0.02532494121187288,,,0.06574673063781178,-0.02030617782454771
MMP1,,0.1485614803509247,,,,,,-0.0035729394726200553
MATN1,-0.018985852660212247,0.11888223682408952,,-0.01503158270653026,0.050362016591552476,-0.011261548852097878,-0.04847557370232394,-0.029361868269184507
ADAM28,-0.019931088084380558,0.020486446103948053,-0.060066504738885425,-0.004151935352674591,-0.05494964978901715,-0.040431829150877334,0.010811610700781045,0.00010810525467929222
TCN2,0.003544869630977524,-0.007362859537993704,-0.054994818424523716,0.03545857597143247,0.016693148905407313,0.007271309700327392,0.0893866684879808,0.0622869269420896
THPO,,,-0.011786231030456343,-0.002140922243109383,-0.00040087976752532914,-0.011261550145740363,-0.025595471906341753,
CUBN,-0.022768717947449613,0.050796639119902676,-0.009904934358677706,0.10976918270048683,0.022044914432601377,-0.010626471089835,-0.08193607267831876,-0.05803860113361583
TIMP3,0.07451409303017645,-0.03925092753629292,0.02908191343017352,0.06894498291400976,-0.04103856669127992,-0.05411420760024441,0.010718632496638961,0.0506050115731394
PIGF,-0.03730513656856926,-0.014202337054602039,-0.02484821708623638,0.036038763978619,-0.008061485095025306,-0.06727876163841047,0.022947831851957368,-0.008290480320576499
CRH,,,-0.003913470571721471,-0.02204684815982463,-0.026277062440319948,-0.015402900013911768,,0.011848241786572917
BDNF,-0.03439229531528597,-0.03508920891796541,-0.03668592473572239,-0.07404551206692339,-0.021938683645193233,-0.01268339784697129,,0.0038937304503485533
CCL5,0.026109851221810153,,0.015300038132522672,0.030002923362164858,-0.031189679191165845,-0.015277647037040331,0.06810987182222743,-0.02543832588440083
GAD1,0.0793416769182899,-0.020014704543861932,-0.024014716550192966,-0.029039168130770062,0.013726506900291948,-0.0036000635057294238,-0.015065194121118699,0.01685295118652458
COL14A1,0.0016562110867965878,0.0076203041662635945,-0.03157247824570248,-0.02543336935563973,0.026177283090156843,0.0049782596606704355,-0.0503651378306017,0.014873494892793455
HLA-A,-0.00282324159736655,-0.05113714305186028,0.055651008914224136,0.06306214339335052,-0.008033883660493096,0.016156018172956782,0.05442903284043247,-0.08697159404593013
FGF18,,-0.017846220900512768,0.03347455960528059,,-0.017886107082294697,,,-0.024006766176260335
ADM,0.0838655273589793,0.0436120920392667,0.05243534259096917,0.08028146349254309,-0.00399093901464623,0.07505355117367349,-0.00047243868103092815,-0.03603173984000982
GNAI2,0.00871330970374522,-0.030756555327400875,-0.09435523078983503,0.07875859580836471,0.02754179503486293,-0.049293249296326364,0.009117185863147552,-0.07509325021685584
HDC,,,,0.020899699427962628,,,-0.017808220794505863,
COL11A1,,-0.021875075582893314,0.02874220228198315,-0.02606624201410594,0.10899075597073744,-0.03393184953243231,,-0.018027896289801185
NUCB2,0.052169085263680345,-0.013587031888734204,0.014221050626846922,0.04107181151882712,-0.021764714280838326,-0.017005691396742875,0.10275313407052887,-0.015167191390341324
CXCL1,-0.007923481468544217,0.011879904284778378,-0.02001202168013435,0.03201889477095884,-0.03776955045864875,-0.015277649627235764,0.16935948589052813,-0.03198603091870801
VCAN,-0.0198657325443578,-0.0993466923826397,-0.02885545417904688,0.088120036684163,0.04263278965649117,-0.009584982554928461,-0.0054042816953377105,-0.004379234736781965
MMP7,0.10344017445011792,,0.05197016045760812,-0.010464975861629507,-0.016484935420328826,0.020573764760115347,,-0.06378250385080905
PTPN6,0.022286647182227056,-0.030050341536604293,0.06923078208061124,0.03679401622082444,0.019344712122229123,-0.0588082444462327,0.11629421089969584,0.0036348142009770264
PTGS2,-0.01786138433576223,0.05209652263944572,0.04143530919862131,-0.04941382833421624,-0.014300458116238444,0.03133429139174889,0.022304079423021535,-0.0013924497229337344
XCL1,,,0.027764891671164825,,0.004074933312622385,,,
CD58,0.061513960147616606,-0.0035285934270967412,-0.0017353033979382911,0.038901514324838696,0.03152760357165329,-0.059120548657416776,0.035352186219975636,0.012603045574370655
TNFSF14,0.059082478201085364,0.056803755994392795,-0.027186281420516396,0.12041918179199915,-0.03720932485585839,,,-0.019204150253605636
CNTN4,-0.031408128166414265,-0.02051616495086865,0.02985574454687838,-0.03715896786596994,0.005243268493928731,-0.0243226145907382,,0.056269155627655096
NTF4,,,0.013088656774482354,,,,,
INSL3,,,-0.02108062724211128,,-0.01900886435392683,,,-0.0003455613525203138
BTLA,,,-0.0058737257092371905,,,,,
MFNG,-0.03709218801552897,-0.044004089894414775,-0.03436145841458319,0.02041602445437785,0.022333259227098775,-0.03196658166689503,0.0043044283035819485,0.02479336048245638
ICAM1,-0.0005766055051698197,0.055401052218068896,0.049765890534367536,0.05779814238766507,-0.01261421710386707,-0.03501449469449872,0.13102691078398798,0.0029205143883967474
PROS1,-0.023943768672584267,0.07270510245019994,-0.0023297318702534403,0.07662460992820457,-0.003367961738144403,0.007758376172420094,0.04714892885617973,-0.005630402736322593
CLCF1,-0.015345494151515118,0.0040375486464317495,0.07036779823975883,0.003218330833557396,0.010292297110396356,-0.03353751696512062,0.11536186154654236,0.032705317173903466
PSAP,-0.02698364621574125,-0.0534103555176302,0.028725234862822586,-0.01233656387542361,0.0009769190258535475,-0.05837482195474209,0.12210256275566543,-0.07197066994961036
EFEMP1,0.033500391993630356,-0.017836748889732745,-0.04150542000915743,0.04587196589475002,0.020444340418219766,0.014567160886148785,0.08093092030979876,-0.057412355425110875
C1QTNF1,0.0045450036215605154,0.04882704130073353,0.007808481981961937,0.10025099533415609,0.023076646512286515,0.04230626976165294,0.02553718737311616,-0.07278692502957111
ALB,-0.026872418532570535,,-0.014430223692542835,-0.017553680353682363,-0.020752694147975134,-0.024364344180861836,0.169792805560071,-0.03165891395391626
CCL13,,,,,,,,-0.01425583593486437
EFNA3,0.021063771709295045,-0.01222577619822522,0.047612642502958005,-0.08271671623803914,-0.04336377494122362,-0.009632915710469314,0.14474332987509164,-0.062448645493262664
DRAXIN,-0.0374311452349847,0.042242384420247456,0.023362067374940402,-0.011078949254132947,0.04855882634369322,-0.029407697097159836,-0.09491317605104968,-0.06034762655983448
NPTX2,-0.037428680615843035,-0.09184468807119962,0.016419880081940678,-0.034675386385307025,-0.0036845151352651456,0.03451950268600481,,0.016043216858540543
FGF11,0.0699458953472899,0.04807837577745603,0.05888097406493026,0.05630056959468116,-0.04131629474288638,-0.0174349099766502,0.029474572330306977,-0.039790193490891954
CD59,-0.07372093363639357,-0.04197937265537872,-0.059649691471596024,-0.013699524020157661,0.008428370119246534,-0.03795420739682542,0.06260894999282304,-0.045005984966486674
COL9A2,0.009085776513667184,-0.04303019303401876,-0.05036918143838511,0.05976756176726381,0.09185884617915527,-0.07530916826870002,-0.013586796128691667,0.03297608491952555
DLL3,-0.06035405446537021,-0.033451309011624374,-0.056087364397681305,0.058649082508314083,-0.065482368136069,-0.04393832904826138,0.12942911427227177,0.02607863422002056
FGF5,,,,-0.013977896848002533,,,,
LIN7C,-0.034797779699193766,-0.00012253048122662385,-0.011930932508358957,0.030456823054901883,-0.006749624689125793,0.05133404623810025,-0.06855579084820838,0.06219079262617442
GDF7,0.04119439760293091,,-0.005008977191171102,-0.02500417324368266,-0.054152154178161147,,,
PSPN,-0.02888005025082257,0.05033210362729893,0.025659252010715707,0.05781463457518545,0.028883704521517756,-0.04245919349275488,-0.01621163647825918,-0.07943780536400857
ANGPT1,-0.020085605178794663,-0.020968010641751696,-0.0011240643236500969,0.07782334423264281,0.023533550734566425,-0.017847505632658314,0.05415362171751669,0.016036839886522495
PNOC,-0.005199100358637185,-0.028883188707876113,-0.009143728735945844,-0.048333043550563,0.010660335842492116,-0.022282835902237105,,
L1CAM,-0.007900593426318468,-0.024627109721149607,-0.02529814493839393,-0.008192309424529223,0.03244892065898046,-0.02599234215983174,0.04031513432463294,-0.047947847377219424
APOA1,0.031454350181273245,-0.017336181606110876,-0.015643496991940356,0.052199972358676155,-0.0017937862913885974,0.007699482374410739,0.006674573324029066,0.04143294238201802
PSEN1,0.023324349045405986,0.01854088236209394,0.012690992591270512,-0.020066382603747667,-0.022153596684877572,0.026491222625872227,-0.04141229858073283,0.0011482936301502077
CALM2,-0.1043881403780501,-0.05821316162433697,-0.0825303154353991,-0.04826585992523177,-0.011819305813733177,-0.0634622494581075,-0.0621722450441801,-0.0030082453267505486
CLEC2B,-0.02352331866533937,0.06553296157263731,-0.011330969462954293,0.01698813483530879,0.007932485519612004,-0.014003020311364888,-0.06529020502436252,0.06550605775932979
NTNG1,-0.03835747058464794,,0.021872865993480043,-0.0033217981891019294,0.02006656825523025,-0.03406261232285051,0.0021552554275853617,-0.0048128953848400385
LRIG1,0.02123120906639854,-0.08943981598882018,-0.045764315338688216,0.01463258035820038,-0.008709781289188772,-0.015014219170170793,0.09719057481974527,0.01468675129375143
CPAMD8,,,0.033559718281863195,-0.012644888796551255,-0.02108521944605496,-0.020799931628281202,0.013884357793961917,
GHRL,,,-0.0060019436425262675,-0.026891139392693487,0.025039854361148983,0.03183805725276757,-0.08821703664406727,
NPY,-0.05517490092813955,-0.01650160046929564,0.019312860703769072,0.01502862094111091,-0.023826209675181485,0.03823684040548922,,-0.06893958866333343
