,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
FGF14,-0.2375610492954255,0.21058101387639014,0.022455227370121966,0.0390499430113863,0.03643880687995468,-0.03930354217867867,-0.3032965505327307,0.085736208643451,-0.050768727528420717,-0.26333846307235276,0.01949711247585839,-0.054490017700478635,0.06122929672883488,-0.039116447599055686,-0.055278522164485484,-0.04917480258527592,-0.021267554145137983,-0.01563799078010212
IGF1,0.05665779726360404,0.17848456926447692,-0.0629435371247327,-0.010039028838714952,0.10722784922974299,0.014521873545308607,0.010641990162237162,-0.01658149378232899,0.06142568650853797,0.05786046200726126,0.032679279319803696,-0.015725111305894702,-0.02274839961677272,-0.020822111124706718,0.01760407624211815,-0.024460560107893273,0.015955858782728705,0.10468837067923169
TNFSF10,0.02679848702258942,0.03575838702813505,-0.06792763782089127,-0.06399917146884253,0.14506002794780967,0.0329792133324165,-0.28744465717108303,0.002316315655139257,0.03594735066764761,0.01199811542547275,-0.009980485020539836,0.02956766129204712,-0.08372739637485606,-0.09963755752729685,-0.032899728690171395,-0.021890405448770998,0.005130745037935365,0.1556682332406648
GDF5,0.09318411999079419,0.12077352675564698,0.03674597282260463,,0.04009784621887727,0.04257833087847039,-0.11501940266726714,,0.004766462657676968,-0.07903924686095327,0.002646327026382612,,0.016466833306004937,-0.09570883773212215,0.05225712179095665,,0.028145075600416583,
CHAD,,,,,0.06735208969886593,-0.010237235106804143,,,-0.02510598577232204,,,,,0.013617046476755115,0.07391680322843724,-0.09959604268279879,,0.08050807248522023
RGMA,0.014296134264528332,-0.11090916871598935,0.03171683435533093,0.024644080722585598,-0.1569368433405473,0.06303768157051112,-0.3969008206823206,-0.06791620420789252,0.04225978628513819,0.024235865855578593,0.030269142178975243,0.034997563506676856,-0.22716770492218105,-0.2674612224177295,0.15914070165992408,-0.03645556380941173,0.014040478311647803,0.09039457811602816
CLEC3A,,,,,,,,,0.010451940321320938,,,,,,,,,
WNT16,-0.0015523428134023558,0.011113762533742102,-0.005272887180643828,0.04547810519288358,0.1552220081534601,0.05251492074405417,-0.06295014013760403,0.07688090124572126,0.03021753773085835,-0.11371762650758961,,,,-0.008824855921548733,-0.017255687042605338,,0.022297561400669248,
CX3CL1,-0.06325336600714158,0.05011715058623538,-0.020082985417080233,0.014926948871594839,-0.027522115696364764,0.06893903528687186,-0.028348021250084555,0.02356746827745134,-0.06386852453929878,-0.23096564960448637,0.016965592980844865,-0.04180802127580657,-0.22780783782773154,-0.294579414810195,0.06899150029452686,-0.12387370727206579,-0.04320155019146264,-0.07145312486784368
FGF1,0.31440552943891453,0.1398254068118286,-0.07547790693943714,0.08897933890035517,0.20366731640841063,0.04241658471849132,0.1794829422783939,0.08399413525243549,0.08179118598112768,0.59750445503898,0.290547838996116,0.1016872731732011,0.4315884862884679,0.03855195217078847,0.15153058071396433,0.15792297949695433,0.17593841177286285,0.1401872248069085
ALOX5AP,0.18559107031529404,-0.06865102812384509,-0.13710855732210053,0.09402026018159702,-0.16846345326646658,-0.03190340377202544,-0.31322320661236297,0.22048928844822066,0.0642225817209104,0.2527225041609817,-0.07074851200349275,-0.029580064471665474,0.0578802244203781,0.10000355085421198,-0.03435428696197146,0.030949567964856102,-0.1469042195701067,0.1347316793083457
IL1RN,-0.021796031218856465,-0.1102885694510369,-0.05445904879307021,0.007359070357321061,-0.142661589579704,-0.035207867733443574,0.0021173711692566532,-0.11457418743512832,,0.017235332575728252,-0.06896601401562162,,-0.09951611898932612,,0.0016174319759417282,-0.014239236848763869,-0.06232038952321019,
PCSK9,,,,,,,,,,,,,,,-0.01674933986436362,,,
FGF23,,,,,,,,,,,,,,,,,,0.07211766713949827
NPW,,0.2428210689733389,,,0.07605635133405494,0.025878171593907554,,0.023620802105933897,,,-0.048876071357893326,-0.0447890331380387,-0.11005771015132519,-0.05735726515122881,-0.055049329133081935,,-0.0015624598165491878,-0.0904780249039786
CXCL9,0.045057661704747426,0.0036694474605775333,0.0016503535935129747,-0.03970859934230215,0.0642790888540971,,-0.09459486536468596,0.017795268278570482,0.007217894525452824,0.05888983291517037,,0.07140549819574435,-0.048152937668383855,-0.04290148053056439,,,0.012962503250992378,
ANGPTL4,0.07372629390730313,-0.35373363545059655,-0.11067144858494618,0.040703459776310076,-0.18817784983016078,-0.076325147634644,0.020428195975078736,0.0018172857359334495,0.034102649490799206,0.228650692892462,-0.2396045861660026,-0.05752870229818533,-0.2769373695827307,0.12240219792051708,-0.05516197660512197,0.08421120594399584,-0.23730695479901087,0.07416540449250698
UCN2,,,,,,,-0.07168134536636775,-0.05866783025710459,,,,,,,-0.01892667073552063,,,
OBP2A,,,,,,,,,,,,-0.042086357739751314,,,,,,
COL4A3,,-0.01632269424185177,0.004319771660168741,-0.0712274990520372,-0.023852421622849843,,,0.052503603775400955,-0.032241733452483295,,-0.02245048565490519,,,-0.020864889432712204,0.032106680717091496,,0.03107105680062782,
NRG3,-0.04794355506923701,0.15210793140708778,-0.01730213838562984,0.0896109094610635,0.13339881849513313,0.0151332361828619,0.18036856652670927,0.07386170304765155,-0.003849751538652245,-0.07008201915022602,0.05283655687372481,-0.004242919443289986,0.08526530983158541,0.05020989060796307,-0.03473069105825148,-0.009943793143536772,0.15336361777738347,-0.009365281487948355
IL23A,,0.0027374978208447496,-0.01802602534769663,0.05147381350399433,-0.05375149575327606,,-0.024440440038394958,,,,0.02050058867583189,-0.038728019690073265,,,,,-0.0454229759777709,
COLQ,0.012402778916356043,-0.016679077968142584,0.010673843453949092,0.027184009884461995,-0.003635889951029582,0.03825586626983763,-0.15727788000004322,0.003745205469649708,0.001098132540418791,-0.08531352086220534,-0.0031410565200747785,-0.04818998499129875,-0.11009888977569857,-0.08406121977142922,-0.05949177526074379,,-0.02950555843525019,0.1620682334407201
SCGB1A1,,,,-0.011868991853930477,,,,,,,,,,,-0.01937909009613432,,,
TNFSF12,0.07412283635109314,-0.011530266496785445,0.004616909010707117,0.01477048768041552,0.03899020252704608,0.0626501265829308,-0.28717750398638575,0.0026249963737712666,0.055975082745317414,-0.053800354488292366,-0.00496426945069597,-0.10131078065616997,-0.07810217963052138,-0.1678146933281294,-0.051478962706391566,0.027569234368738295,0.11689649282471676,0.022995725575909728
DKK2,,-0.0007382083953738208,0.01810520291139153,0.04678592532674361,-0.007075503684151871,0.04433755694315286,0.08778202483236242,0.0966944506973628,0.04255138677299389,-0.03493593918156937,,,-0.07061693187766642,,-0.022306184324019714,0.0025098921566936174,0.06289497056062492,
FYN,-0.08233311677130827,0.022123502536935596,0.03426867772801339,0.03896582380001758,0.027019298030541403,0.001953280289357137,-0.3577607863156,-0.02688661150283994,-0.04080901187686633,0.09847955168656673,0.15210490293336587,-0.11223179048871053,-0.13204532910808237,-0.3758185653729238,0.1174837951912676,0.010360212955870772,-0.00942772259627095,0.0722762292185446
ACE,-0.12484191483352389,0.022324412089996658,-0.07790122476799045,0.0069773132538087845,0.06421378331920745,0.05507816512089384,-0.3103833155084279,-0.04720190513357905,-0.009349011202165462,-0.11656305089976632,0.04933183657225846,-0.014933342894219848,-0.17126727603227065,-0.3747804851339916,0.05893516049647328,,0.018534410760316356,0.11059743032134044
IL18,0.2034592105566662,0.03172394700140257,-0.08173855782631467,0.05475370142939904,0.13112280601516685,0.016508875776336415,-0.42460373247703564,0.03280662971366347,0.048012798914458345,0.22434406356083397,-0.0591136854235879,-0.032279097557468224,-0.07751568062038258,-0.0622158313411208,-0.04383227114080627,0.014595323756912294,0.04553789251806826,0.1706245217315599
PPBP,,,,,-0.04456657973548364,,,,,,,,,-0.10077980429924556,,,-0.0212990523246402,
CCL27,-0.0034718158255938156,-0.10424646608844039,0.02019509400976772,,0.0036405345287908227,,-0.03759059220197904,-0.060592262522382805,-0.018627934259075368,0.058763283774610056,0.032018475284596615,-0.03872801867333396,-0.07009430449280049,0.0022484957333224263,-0.04562832381327212,,-0.026644015647547065,
SERPING1,-0.06395306702812315,-0.05387012462412359,-0.07228281411020426,0.08518190961330743,-0.11589156685116514,-0.0825564626431966,-0.49793220395627447,0.1788479940693713,-0.02741542097384297,0.08053563627383085,0.00021613736218278312,0.010810015496262817,-0.06600979660877876,-0.3732775081470605,0.055709743348275775,-0.10269862355535375,-0.21047843440196365,0.03605213569847446
AZGP1,-0.05810345230721553,-0.13076507073818264,-0.031759991674069475,-0.03811976856572727,-0.16206906291980153,0.001953624444285993,-0.06307944355286052,0.07926207579227307,0.13341228938914484,0.15247071183618888,0.03169507963559577,-0.14230782537805492,-0.0671631940800353,-0.39142507401050297,-0.1416600839442427,-0.00024120313689309164,-0.12074408885558528,0.07153097813270742
INHA,-0.005406376172247566,0.03603136103652293,0.04905122806354554,0.04263284102512942,-0.052806517568059534,-0.005793466249915103,-0.15367290354971477,-0.009376985443265597,0.004252521382715505,-0.08690589125961708,-0.016286262080000412,,-0.04021371039911706,-0.15325828144335502,-0.05044951973878119,,-0.04344046140942091,0.0235341451938562
SEMA3G,0.05044829641152435,-0.07466284616218691,-0.06553658049139266,-0.035351998082386385,0.016857333136978715,0.037158873972070544,-0.0557498035817645,-0.006955343596560355,0.004205213620180593,-0.11111043723924832,0.021798515385153924,-0.05110923474521477,-0.07047828578267092,-0.06534629818958027,0.0003892016706581048,,0.019999446665390108,
OXT,,,,,,,,,,,,,,,-0.016227969588464505,,,
COL6A1,-0.14947693686735863,-0.1952254223124963,-0.19183571465954274,0.02449670473349613,-0.2342857580568474,-0.0008154463960938197,-0.46011622028872046,-0.36145860342609837,-0.06951230335755883,-0.13609700757751236,-0.08753941985453725,-0.027116425224429027,-0.2863044589744947,-0.4592443093551582,-0.1811283330489359,-0.03802470276840141,-0.17458474150154168,-0.023251390693569563
FGF17,,0.06980992567387588,-0.015409053713316063,0.021223989663421483,0.09632357603915774,0.041646976703263,-0.020181526016098364,0.03715654819636617,-0.06431780641521676,-0.11566189667582137,0.0035359215034879606,,,,-0.02531475042322945,,0.04874102366161357,0.01859369234852413
TNFSF8,0.04902853111746705,-0.01355072536729358,,0.010466819274537931,0.004862847836135964,,-0.07486749008709072,0.02305262069569316,,,,0.020556474304383638,,0.006555001024918945,-0.01725568932018018,,-0.05135686196109153,
FGF20,-0.009296991533731631,,-0.04292450908301343,0.007120750917015138,0.035691164141109157,0.017656089445658458,-0.039937557857259415,0.048047712108332676,0.05452190674308634,0.14596235565853216,0.04703799447011163,-0.033418876172545166,-0.04780025086269456,0.04053659353965416,-0.011378291984367166,,0.04607295324853165,
ICAM3,-0.09685395762208883,-0.1271406489918558,-0.018670928915765984,0.04311523761649558,-0.024241668801511587,0.010973728522492343,-0.23441686405887624,0.026323021777487028,-0.0589682572384584,0.06085134399404907,-0.03687300528958637,0.007549519147669129,-0.14566451305978628,-0.0589409629836683,-0.07690634731935216,-0.08794392028338811,-0.027559714141038298,-0.07715979438251243
LAMA4,-0.21789768058214873,-0.10927022244689624,-0.06907189282687362,-0.004369267887498157,-0.11907768291241029,-0.03105628287540294,-0.4981415996541115,-0.08980909288525382,-0.03202322529800629,0.0007720335812847513,0.08658384336209254,0.06749494134286714,-0.13548973604991593,-0.3800971878292678,-0.09978778590130458,0.002147860344846472,-0.11163436675388218,-0.06781047263628007
INHBE,,0.0039596393677683635,,,,,,,,,,,,,,,,
DLL4,-0.0938407184730435,0.026469760550560033,-0.03651724475211974,0.0026322767306232765,0.0924435327326268,-0.014085837047295524,-0.3117409229286731,0.01520020274199703,-0.01685441626802344,0.020434904060480204,0.06299324504731972,-0.05062426104408509,-0.20571419191475285,-0.23617447502402034,-0.01363396644814595,-0.005491389373990528,0.002089760630178582,-0.04468097208326586
SEMA3A,0.09210052695421934,0.08606774480881142,-0.004081348672535992,-0.049887825434004524,0.045037022221610885,0.023113659323501422,0.01650055142936163,-0.05143446649352709,0.03919607886835918,-0.1850739060267009,-0.023267690757800448,-0.046884648327677414,,-0.09557154498104725,-0.035348379758313564,0.01357442776930687,-0.10370319265963843,0.10855409472884091
RLN2,,,,0.01288320703845221,0.03964668956783484,-0.02863344431587223,0.016596732684870802,-0.02929535161603292,0.02842466455229973,0.05086471266878395,-0.0021599765069119695,,,-0.13537470631287626,0.021954917039739816,,0.015873021468043477,
C5,-0.07192850123944662,-0.031762480858968434,-0.003392624713888025,-0.032377526465600714,-0.010900436325793954,0.048202127030757276,-0.2917930842234898,-0.06229064159190305,-0.019797308599250777,0.024983005089479718,0.07431909159083501,-0.006932755695884608,-0.15027545915134993,-0.11574400803212256,-0.004479505804534441,0.03185268897423963,-0.03111318400666703,0.1364271147507732
COMP,,,,,,,,,,,,,,0.09478643086058047,,,,
EDN2,,0.09876287809584194,-0.008854818402399274,,-0.05861248763808397,,-0.09535626064073256,-0.10820130820731289,,,-0.13188385014371837,,,,,,,
C1QA,0.2566126323470167,0.20602428598512443,-0.10886554433754031,0.04283048192903429,-0.065077213269207,-0.01758330744794811,-0.38932151421968597,0.047579829105095055,0.14810510145871666,0.24582614597961883,-0.02670437107097235,0.05755277924977879,0.02435162175035373,-0.21454001965623337,-0.09942455794923159,0.008966683885435495,0.036450463646312756,0.06751067431576606
UTS2B,-0.05077895191576162,0.06270718165339649,-0.03444401922569846,0.04357600840115053,-0.016488971890694502,0.0025113609029792138,,-0.003636863625065148,-0.07437853243187227,,,,,,,,,
COL9A3,0.039059722642827796,0.058381014189791726,0.04383231644632024,0.0011580290702642522,0.06244888579881802,0.01374692363044049,-0.2741175339135264,-0.25891711425601455,0.09640960448725398,0.3200712092837277,0.13840105901247599,-0.10076544455382652,0.148192282587716,0.1884957990983458,-0.07964028659318374,0.10678115885050095,0.09902760599760568,0.18699731480683054
DLK1,,,,,0.16358201093547572,-0.04117716672318323,,0.08965489646077052,,,,-0.08720995823887438,,,,,0.00245259914786142,
HGF,0.0730115449503098,0.11639626307309414,0.010599543208953012,0.1086521418028317,0.004526769088856024,0.019042713539274184,-0.008275906435645452,0.0666659603205779,0.039792899511724454,-0.0508507848372187,-0.06226873279042166,-0.032321103137639896,-0.1088337891983053,-0.259684541876853,-0.10160622514372998,0.07174792713868333,-0.0025305499910324167,-0.08889337926307636
P4HB,-0.06751825520320856,-0.15432111079516636,-0.1384074389776475,-0.043028513497773535,-0.2920500175375509,0.012857763975032046,-0.3230497782603631,-0.25353280278703155,0.024873077571631957,0.09271715010953911,-0.10055115691986846,-0.06501347784222955,-0.2463135976627445,-0.28929342647839396,-0.10351164847970477,0.020099507060976823,-0.25832545479170144,0.03371490151354865
ADCYAP1,0.00041107180283535115,,0.0021944304476169824,-0.059068143345316286,0.05195589144239624,-0.017863093670650313,-0.012918168166136657,0.04604565920438695,-0.0502231595045258,-0.11744037596440034,-0.030464024108082667,0.009989480086410374,-0.03638897979863302,-0.24016288010752584,-0.05187507774193228,,-0.042128975813707635,-0.0751009014473078
GREM1,0.25165424534062936,0.2365330298084193,0.04484137585935582,0.02152480558925724,0.16444229950961392,0.0770117829883817,0.1490960630334144,0.0799629051946522,0.007592253231611585,0.4486781383259044,0.1530994975373068,-0.03650482757488418,0.3259511364806337,0.29438152394421135,0.06472922400582348,0.09377204544949722,0.05285273574771308,0.15086357158028346
EGF,-0.09295387124739282,-0.01253154818277774,0.0005039544101736938,0.04657759255712046,-0.017187185258022594,0.0014870855998629865,-0.1281247299562171,-0.016942152501784987,0.0224954345925984,-0.001894804784752173,0.031876285888990843,-0.03508786865609046,0.0001116860398913885,0.06450313852761279,-0.023829510026168937,,0.04226089884273743,0.053501258113977455
VEGFB,-0.00958609983404114,-0.17245690821353324,-0.00906201052479147,-0.010324538337293116,-0.10442927229865646,-0.017891658830262832,-0.17084414426063793,-0.08552251429708485,0.08526102883091696,0.3118152486961918,-0.030209023612922783,-0.009413629445586089,0.06110769027549744,-0.12383215893101504,0.04522621885587742,0.07728245351644912,-0.0942984632348766,0.01989018790725449
FARP2,-0.15921028457568118,-0.04947992680004657,0.04483267386215174,0.028245816141541057,-0.07595326034016439,0.07984448928703428,-0.19993181843771365,0.023863661855723535,0.0005874998396006598,0.11262104799687844,0.04339188983720142,-0.08115973079390977,-0.04953923984655195,0.03815920316238173,-0.04706575797900291,0.008476391643128299,0.014004592269389762,0.018102115553934556
BMP3,,,,,,0.013426919605664858,,,0.032315287217736514,0.05669443010861595,,,,,,,,
IHH,,,,,,,,,-0.06390892709136894,,,,,,-0.018696599313254268,,,
LAMA2,-0.09099530970709718,-0.012629345115245492,-0.028925401221664104,-0.031304306334381055,0.022182830130590393,0.012251972273649221,-0.2100139943959643,-0.08601900626180081,-0.04274042636283599,-0.008055096726525043,-0.0019417341031647407,-0.0746518129063503,-0.18240118866083435,-0.19257291561822024,-0.052508522691900275,0.06642085465381467,-0.05481877475113031,0.018003656393288842
SERPINC1,,,,,,,,-0.050663713817510045,,,,,,,-0.018463832877055594,,,
NRG1,,0.04318801126239554,0.07332287875602868,-0.031299964468258064,0.08513906005061252,0.06385111149889745,0.008891485345696499,0.07270867558735518,-0.02758399031089676,-0.2618180559042393,0.004284317136317209,-0.0345396969764299,-0.03961101182320834,,-0.047393106463531245,,-0.08921727183386924,
SPINK1,,-0.07574755450258479,-0.062341949676357145,,-0.052850437333510455,,,,,,-0.0518967340726169,,-0.1286993313829281,,-0.022695766158695268,,-0.1298729102829279,
EFEMP2,-0.07103522420695779,-0.06945903097520628,-0.04771712253969459,0.06186958464152823,-0.19068533668716348,-0.014308492140828525,-0.39056339651127236,-0.14197004147650197,-0.0008112699984937765,0.018168761585107888,-0.04259549643052427,-0.09068605710724953,-0.0930831289414663,-0.3336744771428503,-0.04684935569610422,-0.05321929452522059,-0.16629538069248592,0.035741714701121835
SELPLG,-0.004390209354925654,0.08395314388548948,-0.07644263479380656,0.0513727656559853,0.08314978705749836,-0.04912556317036796,-0.1309918227442377,0.08455271516545793,0.06859689360713056,0.16737037382329953,0.07651986604017627,0.05842082577000024,-0.1205666769170728,0.020563493161306495,0.030325282532320686,-0.01835965294836191,0.1555664399160209,0.11727961115703756
GDF6,,-0.051534431572267905,3.143320370303076e-05,,,-0.0006652389293201661,-0.07308958228057516,,,,,,,,0.008311293047051064,,,
HLA-E,-0.04314961657654053,0.15247440212879537,-0.15351690253763237,0.06451476378836501,0.005773447019404463,-0.06849052386252179,-0.37727419910784243,0.07218375622742065,0.04771731211799696,0.3148739093634322,-0.16562218686772684,-0.02841832689726331,-0.1935117991645071,-0.1994044076712373,0.12460052836392145,0.03486222496393959,-0.0291959941404395,0.08101060601874893
PTN,-0.4520761059141859,-0.0182386365040598,0.101724460901006,-0.06340565442500648,-0.11462248171138217,0.018057896144073226,-0.46226632120495503,-0.34055241575050993,0.0116851199633326,0.16423420190034752,-0.07483123699674459,-0.11907301537839415,-0.21258351894381305,-0.6081975859285745,-0.06295137541804931,-0.03283537874137164,-0.11163155711040823,0.16427442207882206
CD274,-0.15442747124357628,-0.030688271034022257,-0.005549808704512965,-0.010297153686318262,0.011958606648676444,0.06380867438500248,-0.18373264074233875,0.013939101046998272,-0.02700870313004715,-0.0789732043819561,-0.009874005199134556,0.003649663795120443,-0.0676967142436546,-0.2093676040751425,0.0537517640289151,0.06899179747847693,-0.07015144492205401,
FGF10,,,,,,,,,-0.011588448591778393,,,,,,,,,
CD14,0.08663007323785002,0.013435523266808946,-0.1597496404739547,0.1114656767261949,-0.32203678248196177,-0.07923454774078491,-0.36512230990614875,-0.11839996819608202,0.07414232658595689,0.2119853838581975,-0.21901170285348986,-0.03037060771164953,-0.16674255790883585,-0.2619895217805477,-0.12018812949939912,0.14311657732547883,-0.14306230650242804,-0.047059766825637485
SFTPD,,0.0667507913079388,-0.006113635563600021,0.10798913227044614,0.10160969803939195,-0.014887694153169062,,0.009570404122248457,0.03040317917622498,,0.06538737888495391,-0.04434847189213223,-0.02271749337717416,-0.028276045367353828,0.07176259989576594,-0.07755794607121701,0.07943874352420129,-0.0322574239363589
SLIT1,-0.07995017915865267,0.216745712550097,0.06804446521717983,-0.03618747516583472,0.1125409571107079,0.08362822586421963,-0.3051651055592342,0.12196266879080248,-0.02511023508441617,-0.3003530031998004,0.21730996787702475,-0.10528068207376746,-0.15320761550250953,-0.14741239769595932,-0.051633127830050675,-0.10220589610068732,0.18667840167674737,-0.03796373863562212
LPA,,,,,,-0.0028204146703548895,,,,,,,,,,,,
CNTF,0.05224597190522573,,,,0.03853619817113669,,-0.09189965224510462,-0.05468236838818783,0.04652825080237064,0.04229175136154045,-0.0799745850206338,,,-0.01620700452064479,-0.01892667073552063,,,-7.270899254417301e-05
BST1,-0.12222175210579059,0.04457287893187148,-0.028448292853152538,0.048039914010717534,-0.020039470276684443,-0.0054157211700947006,-0.3621190835620537,0.008566403256600377,-0.02816336323080315,0.07596720267190059,0.010708818864142844,-0.06650412315007329,-0.05714716769038403,-0.11383657135639648,-0.029643617637654197,0.01393174751451835,-0.013150562623280543,-0.02329064663181242
AGTRAP,-0.035177174116195295,-0.05216110679780664,-0.11221047393909109,-0.07483224437527765,-0.019330881443897715,0.007764226783029137,-0.34994334585612746,0.015906615228278884,0.11274144008360387,0.24875639220761778,0.02498794796913567,-0.06206225048128206,-0.1775523098748807,-0.048794373130398534,0.032837891801089876,-0.005811417492775973,-0.13136998556610488,0.04924216194534982
LAMC1,-0.16790147952380832,-0.10269522335529996,-0.06213765637262424,-0.05721273490473134,-0.14696890136318233,0.06282281513955497,-0.45439041743312686,-0.23896673421226888,-0.010118138612138313,0.04479709068997007,-0.01109099524906341,0.04297039720270706,-0.2814014086629419,-0.3529191877988511,-0.13096773107228546,0.019133959431767995,-0.1546679735683447,-0.02122340141891591
COL6A3,-0.006281428606854869,-0.022768820321040332,-0.11980906854506831,0.04281914748290134,-0.0005987955984291526,-0.034528045123728236,-0.11582319930027896,-0.08719648100220596,0.054776139102568254,-0.01159287026481698,0.02875353843376461,-0.0886713946084073,-0.020084273552398606,-0.26122645074257855,-0.12020877698537401,0.005306002090997147,-0.10448737413755925,0.09010680269194779
FN1,-0.30145204329782505,-0.3189036425349866,-0.1830251827832463,-0.08824183941952418,-0.274069200299739,0.0361554172573607,-0.4831900091996125,-0.12822615932115689,-0.006813336700192735,0.019787312995942472,-0.03350747510382245,-0.009614815589844524,-0.3235129418496961,-0.39847849562210813,-0.04714555813901742,-0.04307500014101447,-0.2212127358630786,-0.04758668443819562
MIF,0.04404838700889814,-0.2972142522727251,-0.01579796951884645,-0.02678628337604894,-0.034184248955232435,-0.04083504623297422,-0.08393171918916266,-0.06440333447507628,0.10766201666659986,-0.10862116734160271,-0.1700625424708501,-0.06639518419356799,-0.22054775579312313,0.04333823483430973,-0.14342159951916003,-0.04325373246595687,-0.19558085402233158,-0.006142877431569517
JAG1,-0.2448830768598716,-0.11431917570710866,0.05220289754515242,-0.03981311051707542,-0.1105843779310764,0.045328293832914854,-0.35217337740093957,-0.168882692635878,-0.038181945844434864,-0.029120674435101905,0.11659851656871145,-0.04761714294960268,-0.20894305238905514,-0.2206877446893695,-0.057966826591838515,0.17358029110584014,-0.17361333773425833,0.017210879262299993
NID2,-0.055880266880713396,0.020359757414335017,-0.020951068932352566,-0.058878694874220365,0.01301035796461602,0.08395008690964265,-0.3440194014344592,-0.029793446130169734,0.02697498841260262,-0.08867273954896049,0.009156269070405145,0.010270739668769326,-0.1605488519383539,-0.20358701457909678,-0.09223122440520776,-0.021554049624086413,-0.05051318963068716,0.024793286927205775
EFNB1,0.007182117722451087,-0.002191222389259752,0.06676850087994543,-0.03970142699237935,-0.02741079265734599,-0.06128889920662552,-0.29870694126823527,-0.004820465118093761,0.0694499430476481,0.07853295835842847,0.0752499321463292,-0.07820236385965702,-0.21067132350468987,-0.20541919848587648,-0.006784840735502817,-0.06746459073791014,-0.055187824224236896,0.0393304353199224
COL4A2,-0.2113835885687923,-0.007590542505042511,-0.09627793433384871,-0.01629464561781482,-0.07994156507003872,0.01179266787611465,-0.5050234042143781,-0.25155759261535304,0.007662703555431536,-0.032154376218992434,0.09777406048472811,-0.01351954790859385,-0.2559592972114425,-0.41123357639356006,-0.07414452659369164,-0.0308869737323239,-0.028943017470504442,-0.07401242205506546
SPP1,0.5230994627161547,-0.09920186310358552,-0.12771683876924367,0.25634021493115045,-0.3545258142181106,0.1371931739311396,-0.3804054826629279,-0.1307549918534126,0.27925672985955263,0.4808452199015734,-0.17990234831655114,-0.10689670911229883,0.280339693223933,-0.1695082802622228,-0.10980748683782378,0.1625857738230045,-0.2810875723522593,0.04261977109943031
PODXL2,-0.052091699998069806,0.17131538878912822,0.02227042256196933,0.008027323495407577,0.06552307427576608,0.02324649386311967,-0.005362863995287347,0.011569437738947167,-0.034479485982963694,-0.144363046351282,0.019343909357627653,0.07127603180235138,-0.10529781206271613,-0.08350156599666989,-0.0873802104341489,-0.0014106933128824263,0.13597916325874623,-0.016361382859783755
IFNE,,,,,,,,,0.03028478847286098,,,,,,,,,
FGF9,0.10997478734079073,0.29672471950731977,-0.01249815085300861,0.005692597564642187,0.3190252159859852,-0.05052709189560976,0.10370723955416848,0.027441870444687697,-0.005917306689478373,-0.20517162904803826,-0.04566323712034505,,,,-0.06152413756645956,,0.0134826427876012,-0.17691975407292976
ITIH2,-0.22215272641126288,-0.04086648621398014,0.00379080369168381,,0.10440594032336219,-0.059018236089457776,-0.07424756275326756,,-0.009381856887203988,-0.028780145115078405,0.053782254909635466,,0.08661475746627047,-0.16831248202362512,-0.04228541917269299,0.06273982579270578,0.013446348264968154,
ADAM10,0.05664872674010662,-0.04606457384389262,-0.027048511522320483,0.07211413891346863,0.07993028800763752,0.006178782065297129,-0.08327339256042265,-0.043232056014769274,-0.008877002358606107,0.222476673549937,0.06815437872978182,-0.028474965936753072,0.00041700716247028966,-0.044696379026140313,-0.0036737912294370796,-0.004578185306280276,-0.11065429871781715,0.03376765306195862
CFH,0.009337310592787099,0.1094424018762887,-0.061316265659519135,-0.03473734676521022,0.08367849158655276,0.04696385018780491,-0.37339587218342774,-0.05608161094405409,-0.013683400635216841,0.07102636127332496,-0.02121474076843379,0.006508653259908125,-0.183986354830341,-0.25615042433944113,-0.05758969165184123,0.08057439234706033,-0.039188215311366334,0.043393292109111116
COL4A5,0.229524325938724,-0.05197484204952303,-0.009271384988482475,0.0315962909439412,-0.15202636543455675,0.10904545756809512,-0.09170135197630383,-0.05342663349269449,0.06708856032232004,0.4017460548935273,0.11953894582974957,-0.03642730813509097,-0.1118838839474255,-0.08781034729371921,0.05051874509441338,-0.019346021653537937,0.06646631539334281,0.20414025692256774
LTBP3,-0.1750857445843552,-0.19904808855821637,-0.049865335636212524,0.07790050566614293,-0.027669998550691105,0.039813666263404865,-0.22368131574151562,-0.11086250940832267,-0.004692239154207571,-0.0012765569664125874,-0.010483598323039462,0.0192115604770455,-0.10219931873036395,-0.4156788030071297,-0.02977221652996538,0.05152739555726881,-0.12380492062758791,0.05115103956749656
GNB3,-0.12697329378660976,-0.00927446897455411,-0.04463349681759606,-0.018866629551831517,-0.0256711749025731,-0.002591116212844687,-0.19534793893086747,-0.05382444500480437,-0.06142291955043391,-0.08161232088603682,-0.08013247252105,0.009394541583405473,-0.13084768630697585,-0.11743486437726244,0.023441975793764266,,-0.006994687309966235,
COL6A2,-0.06074232270568139,-0.19195495082192524,-0.11301317611381842,0.04923529363733898,-0.00021980895709375773,-0.02898263225564581,-0.3868202808430891,-0.24321159090243846,-0.06497320732270043,0.09539596735346854,0.0589890410968978,-0.027421255602764226,-0.3551179988575762,-0.24995551982501585,-0.1640448627533226,-0.06053622611344272,-0.17195796326351398,0.06682817940705206
PLG,,,,,,,,,,,-0.015220684552277177,,,,,,,
