,UKF260,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
CCL7,-0.018991149560402255,,,,0.06407263003751412,,
NGF,-0.03312137566428824,,0.059384202093819505,-0.049043272175935446,-0.03516981120338346,0.000312667380348864,-0.041841295571389193
TNFSF15,-0.022974562407445158,,,0.029888694498753452,0.041926839129888975,,-0.0221341539411467
HMGB1,0.07492937758618944,0.0004721596526792975,0.08158370228848112,-0.04631097586344943,0.001082461059397044,0.09054957943602236,0.0008078929517054658
ITGB3BP,-0.027541697264564628,-0.040496316964166286,0.01364142941645198,0.003657095041971506,0.02079204861505458,0.019627723284900353,0.0032077920484173757
AANAT,0.015042901117665918,-0.013192239291922002,0.06884510644721631,,-0.02094727375623419,0.0023644530520472683,
RELN,0.08988773233390181,0.03088575677636735,-0.05979211345121406,-0.0830323040728794,,,0.002835603443008265
IL15,-0.03336548220051959,-0.037418921805325335,0.07968066258891054,-0.0634905162508417,0.008174403594135113,-0.03054157146932731,-0.007322577603305291
UTS2,,,,,-0.029430010083884777,,
BSG,0.005658357485704949,-0.011002692240080892,-0.004034552314478238,-0.041321249171867545,0.01874749955535326,-0.03670978148383485,0.006832133546211173
ADAMTS3,0.003142479678111455,0.016978362965760226,0.021834276604704755,,0.035749070153212714,0.08229353244381649,-0.003200977699838456
CD34,0.06451437991881934,-0.033271283606129645,0.04513092544256527,-0.021090385362237778,0.08298926918844184,0.0213933138688992,0.01588851781062275
PLAT,-0.07146333156484283,-0.002995044236106683,0.06495280866630243,-0.05643624087857831,0.00872333952241503,0.07898457270018912,0.08733170058216733
NTF3,,,,,0.0942926592224427,0.013928587446752452,-0.01712358441781259
LTA,,-0.012705501284470143,,,,,
CKLF,0.02194102848947241,0.02498421836741431,0.0514903066104499,0.046950215447528726,0.06341736621081931,0.09110059572159149,0.08305705796714871
CD24,0.060333859592285204,-0.02137892035785474,0.05368899127404458,0.12336992290035861,0.06005520627003805,0.05555703962603266,-0.002985203945726642
HSP90AA1,-0.03910270958175583,-0.01899392437972365,-0.09278511861032641,-0.004108098740665596,-0.09087978540753286,-0.0690260268566252,-0.07922577109762302
BMP4,-0.010572031540097785,0.030101095023980465,-0.02238072179484745,-0.0200110201453574,0.05208996862504793,-0.012535897039680865,-0.013749820507035052
SCGB3A1,-0.024652877009184407,,0.09665231398949001,-0.043008333246956465,0.04808627063307982,-0.007816391730507095,0.00476779608417992
IGFBP4,-0.014987810053968273,-0.024709970488289143,0.0782798354930219,0.0028896652509304748,0.0206867392098734,0.010416921260767714,-0.021354822143307903
RSPO4,0.03491720400909699,0.022626908442311303,,-0.05453158004264497,,,-0.030955911398272137
LEFTY2,-0.01790065855213258,0.012201803617117646,-0.024853227462009304,,0.08994234165296781,-0.033056099269084406,0.004172673564894359
PF4,,,,,,-0.026350380746446942,
ANGPTL2,-0.009502255196441085,0.03942330799159716,0.025137084550784075,-0.020612589113853757,0.08525931808589882,0.05556885129751583,0.03229613342775228
LRIG2,-0.05045733068992091,-0.013331672461908528,-0.08625592283986737,-0.023740577799557974,0.007519046487600896,0.015791631503486586,0.004528198382752391
ICOSLG,0.1343414903037011,-0.0021144624750819873,-0.06350356590735398,0.05375955225294876,0.08134109313939995,0.08769996090206172,0.007693786741801488
WIF1,0.09479827900498433,-0.011403270395265997,-0.05693169475869193,,,,-0.02877651809327633
NPPC,-0.04138755859220077,-0.02224415730304074,-0.0617035148804067,0.07646656389907566,0.05439788342623632,-0.024066163616970098,-0.013607048663165892
LYZ,-0.014694383355061952,0.001996856586039033,0.07845253548845259,0.001805328507302086,0.073926871267142,-0.008655896544890827,-0.007454264443123892
EREG,-0.021362194652264473,,-0.02556670799190771,,-0.008259476897444334,-0.062469533736748274,0.000643236828065035
SPTAN1,0.12305265976517478,-0.0019953625095714173,-0.03258227604364709,0.007370254277417859,0.03018846003028769,0.036022060257332636,-0.007782863489201744
PTH2,,,,,,,-0.025245119447556415
LIPC,-0.013683553899683152,-0.027627613924700055,-0.009449424767876713,0.025517393321728296,,,
COL8A1,0.031027982460999266,0.0063980459969965224,0.05833850517473669,0.053801913551182905,-0.008465182576433904,-0.02459236838693755,0.0011798741551060272
GSTM2,-0.007146113238166407,0.1068340041943494,0.0432668079535711,-0.024633469027018056,-0.020182637918737416,0.01968231659499546,-0.0014136338234020753
SPX,0.030173386474808984,0.022094756674640864,-0.033696871387417025,,0.006304853669520168,-0.006149723592688741,0.008424533460483104
MFGE8,-0.024750273561599593,-0.010574873436774889,-0.012363880031618951,0.05283714438870757,-0.04673920783970622,-0.007895319075368253,0.00983496037190313
TGFA,0.03118115023159308,0.043604571994607176,0.058495664852812074,-0.05780240123816976,0.05312421160388098,0.012374767281790563,-0.0030081003877301614
SLIT2,-0.012416498344233322,-0.013697055344965235,-0.01552049813466477,0.016242854316593038,0.0031416001349749917,0.04404505898468572,0.042590345339616406
PLTP,-0.047583847759910855,-0.013952134858764538,0.1134234362322985,0.04279298851956322,0.044126357355533025,-0.0030807202475754605,-0.0656882712879851
APOD,0.052354188502728397,-0.03275885287693613,-0.07569416572811284,0.08731533307112394,0.019507363500148703,0.05676399552019496,-0.0010304038159397184
B2M,-0.10365066705075902,0.002590911428802903,0.13874183627372141,-0.04522488213300927,0.09404870369012902,0.07458949324318183,-0.03989869702344092
OMG,0.012234756202737906,0.006727545018108732,-0.02393903617162825,-0.022014897034919167,0.05853756078416436,0.09390833019171689,0.03469734043418289
CXCL3,-0.04704211922666009,0.0058021735847667445,0.16870467283230653,,-0.034018645727710344,0.04080446946689447,-0.033364129425632355
CXCL10,-0.042451797732361886,-0.03956920152135321,0.04587562183679264,0.024337622578630633,0.02761909028351664,0.05131964240902986,-0.04229840428299266
RSPO3,0.06457305984021576,0.028789535598589967,0.015032267630675587,,0.08766436357330465,0.11267314037862305,0.018795883780125498
CORT,-0.010277432286487842,-0.02808447075926265,-0.036391009659536434,,-0.014213430450449675,0.001420620950894262,0.010202388874182532
NCAN,-0.01239061489973684,0.025806200917946956,-0.09434079044650888,-0.074559944724276,0.029127614891786745,0.06577959597417304,0.013485186772956284
PRG4,-0.019723971258967108,-0.0037072054057839896,,,-0.032430537828379055,0.02927312301868175,-0.0025496534494442802
ZG16B,,-0.010095674156632758,,,,,
TGM2,-0.041718551628435074,-0.04955243456798267,0.018003606205977876,0.012734158667771046,-0.01395404010678692,0.03711547153609199,-0.014263164708661055
VEGFC,-0.01763635816953361,0.03736853945527923,0.008499101324715543,-0.05642646588740935,-0.007283373530469875,-0.03993711196962627,0.019453832147180983
WNT6,-0.02717773347845524,-0.009514961151452816,,,0.11305463256320955,0.03635161963855699,-0.021308244762406985
NRG4,0.0401681767644153,-0.01939542469008367,-0.03218546884808734,-0.04352265930339013,,,0.05661051489839995
PMCH,,-0.014777270771905965,,,0.03833033294228771,0.058615538349649936,-0.00780632149040304
COL9A1,0.08766783502896067,-0.02705772529883901,-0.025212282542796498,-0.07250027538404144,0.0492727095090489,0.08825030038151485,-0.019268712430536187
GDF11,0.024431496174655183,0.02501112300918634,-0.002460648343657874,-0.06799374318144803,-0.004335241179149839,0.03329713156151375,0.052770015331112134
IL24,,,,,-0.029853755201301003,-0.025930237322471,
SORBS1,0.014769021720981152,0.006006131836474437,-0.05504228325067496,-0.052876617190481506,0.030884086308022553,-0.0008381296667124916,0.05279282143486531
DLL1,0.010641616428837644,-0.001894822918908201,0.006815331321238544,-0.007240188574587418,0.06565207193882143,0.052862666836885196,0.058845617950077804
TLN1,0.009860623010347801,-0.014987756914493888,0.05726791615146722,0.009674257820318584,-0.006040729650055496,-0.008504449351308603,-0.017923799501247662
COL2A1,-0.017616498496088134,,,,0.056913101197267994,0.06645827306734381,0.14570581920385858
SHH,-0.010560191695328165,-0.003270740001099795,,,0.008567925467441595,-0.01769203409277344,-0.05338945961194878
PON2,0.051821595496889535,0.00861680356157844,0.04424140966866512,0.020707537925185777,0.07279922270825397,0.07050707039263442,0.005241637841498317
ICAM5,0.08230003704431021,0.05750545327493749,-0.006730534100090386,,0.048630020173710264,0.03489585742051671,-0.057161331052715675
HPX,-0.010597469860857842,0.038000041835600316,,-0.056618896108118565,0.0252302950895815,-0.03597996390298205,-0.016252810826845248
SFRP2,,-0.016512118806381853,0.18542511448543111,,0.054778675106678464,0.05768830947928343,-0.005768751358112927
CFC1,,-0.01270550205232922,0.01392866271199292,,,,
CD70,,-0.023700209933489324,,-0.004663834593239579,0.08969284057178231,-0.02908091221050451,0.011693054763223817
HP,-0.0018019488246856323,-0.023559260450159547,0.1699187273013498,-0.07196007733723007,-0.012857454645852962,0.0857703491371724,-0.059912861070066346
CXCL2,-0.003115984248151102,0.0435274562120673,0.012634880458015493,0.05185775216978911,-0.022835747323393236,0.008307797937047686,-0.02336192384516386
NPPB,,-0.01112545431311754,,,-0.00856478225020716,-0.004570944992087669,-0.03517685468578037
CCK,0.042357761335767116,-0.016530975428116147,-0.0569871749693279,,0.05006622692033452,0.02434089046884597,-0.0700002352932421
SEMA6A,0.00920930223901947,0.03598765143989315,0.026472818048433818,-0.11001829782247033,0.016525991489598258,0.022340460366555757,0.03531718328581243
IRAK4,0.08125577423654028,0.04045138351744002,0.12926945179793295,0.04070488186135253,-0.036928755037434896,0.04644379353475428,-0.0017281362529911633
GSTP1,0.04642637430621669,0.003985721886385713,0.026930090680597235,-0.10389198637882745,0.027907729067831462,0.05547049697253791,-0.003406605687962622
VCAM1,-0.0118258827321572,0.0009135738865286933,0.03860217281994803,-0.024632355131660268,0.03831038403436159,0.05301441113120064,-0.05545791008624718
NXPH3,0.008984153153286586,0.024675879060939612,-0.07363230602124772,-0.05482148335664204,0.09366292316433626,0.06814271965091227,0.04859954649186506
MTMR4,0.03491080418588826,-0.019876007313703533,0.011134213028207983,-0.12831595209211497,0.021524370834026172,0.03534179947104442,-0.043350138804083144
LAMC2,,-0.01400570577796918,,0.06714105102598396,-0.036702468685102754,-0.0340536774893789,-0.02284527475137971
IL10,0.02738415711222608,-0.028817551430058416,0.19662887673955728,0.011854961488555787,-0.021792423175552418,0.020954390736173882,-0.036387026053098244
SEMA4D,0.03487481932842916,0.006792728714621944,-0.02275322264932664,-0.025066712091760125,0.04661207511483862,0.08357597148811426,-0.03145976239022585
TRH,0.02504140176420507,-0.0009765956796868368,0.06813759602559975,,0.046406435311952966,0.03183049637903982,-0.023551308331577956
SEMA6D,-0.005840773736747704,0.040814385735895714,-0.060746360823856246,0.024809591636407294,-0.020718013596674165,0.10675976585802086,0.010859265099489097
CEL,-0.023412151743244895,,,-0.05131470972588071,-0.0062991949461134655,0.03543135989934549,-0.005625925625298188
PDCD1LG2,0.11852445035408293,0.009269692263541423,0.06023614340784958,0.05390701415316998,0.029783581086481003,0.10863022000685514,0.013497727955979455
SPINT1,0.046754487396252015,-0.024331853219761775,-0.01010280467540177,-0.01243811307344683,0.023801401429156665,-0.069778062242209,0.03869650466698991
CTHRC1,0.0009419810223065983,0.03569784194975995,0.1255275314154352,0.006396680259338652,0.08777763044858423,0.00010486650136567877,-0.021091862638832417
PODXL,-0.002374964440564927,0.028799504272947054,0.017471371778128696,-0.02665485600965898,0.033876576896729474,0.06628114663864824,0.007325013248308637
JAM3,-0.03535512272861232,-0.0038097776635644368,0.00639389368507916,-0.11018850376021078,0.017585223285904998,0.03968226035231627,-0.015062607685907076
TGFB2,0.02852913699344786,0.013316558237600688,-0.07714085480500595,-0.027268445512862116,0.03203728014519729,0.03781378503269289,-0.0459631309138415
COL18A1,0.011011194381413634,0.009087111594762456,0.10169870769472555,0.030697503478956736,0.00572015191570665,4.754142792349356e-05,-0.02675070053472117
NODAL,0.04717634171475631,,,-0.04267581105551145,-0.023733532005568977,-0.032029951288104715,-0.026125285105476577
INHBB,0.01195588636865646,0.015377252993371894,0.03122375874396903,0.06287723890277375,0.06540061949394109,0.009335868350786296,-0.009143155547127807
LCN1,,,,,0.028985970897782,-0.016956102447422645,
ARF4,-0.06554417047103829,0.024947944865300924,0.025404608518299822,-0.04166237433811957,0.023951037269448163,0.08398699363981413,0.06002448675122287
CXCL14,-0.01816131484015105,0.004337096286184762,0.0448898910971225,0.039051939202172835,0.0034086498273987196,-0.02639739552628438,-0.07175814645151607
LIF,-0.03633317302584516,-0.0610774321674672,0.12999025373921988,0.07505956358849489,-0.05190602073155102,0.039105223989711536,0.004055284030978473
IL17B,,,,-0.04155876650811074,0.03660450592554362,-0.04843216104850651,0.014911526378581261
MMP1,-0.01733596635827534,,,,-0.03060301899870223,0.045575920985427794,-0.023535911243869157
MATN1,,-0.011265181295243686,,0.0011839660414134487,0.02920886885677014,0.02408796019673679,-0.01081758429010749
ADAM28,-0.028651858205336608,0.002440565950878407,-0.001382331616042538,-0.06590153620898329,0.049004722961508644,0.0033586663635107846,0.06408431161104557
TCN2,0.03712473750815853,-0.0525860841109219,-0.006740889561512429,-0.014462984738003315,-0.0059957653052315285,0.009173236510491695,-0.03765556192241439
THPO,,0.07818545050156471,0.0406756138137304,0.06577690283026189,,,-0.029057175085926635
CUBN,0.02536922567409105,-0.009790418378485885,0.012450678537317591,-0.039362980475082326,0.0019557286950654556,0.04374251425518431,-0.030050490344237846
TIMP3,-0.01883426921743721,-0.0383022527400013,-0.04023392456884931,-0.018817466958838687,-0.06423084269274258,-0.03398140032750296,-0.0738522238503823
PIGF,0.058582435547640095,0.015912039421584038,0.06205994875157883,-0.08143584944825068,0.045478196796755854,0.019708286487037475,-0.044585190992579744
CRH,0.04365582199094767,0.12507880683950787,-0.01266278053460947,,0.02747490605818484,0.04760230680426256,0.003799824814975325
BDNF,0.06830907388829544,0.03269353843886133,-0.004408398843936687,,0.05577686911655202,0.07464937796588868,-0.01597416196413109
CCL5,-0.04202402446668498,-0.017398161399776454,-0.02428611810022999,-0.012653932295858927,0.01257182954198331,0.046052936427425493,-0.04567531246055659
GAD1,-0.01954852694043314,0.012980455794451683,-0.013819138789925743,-0.003035368986817744,0.05728060823755622,0.017207462981007383,-0.03849323271185453
COL14A1,0.026506358861181932,0.03533235571202842,0.12281784967076748,0.003957624733013113,0.02381313752852809,-0.03946778853932454,-0.07071314226517848
HLA-A,-0.09376573332379107,-0.03077951679949218,0.07535591899547944,0.043084293322938436,-0.03345261626049321,-0.04866611075950486,-0.011601434592481306
CD5L,,,0.021151669581021732,,,,
FGF18,0.007745370459174834,-0.012071085571314626,,,0.013792601483428962,-0.020132544522677785,0.005744144344207518
ADM,-0.08422724737048154,-0.035710322275838015,-0.033316111176905576,-0.06957518722447668,-0.06826519075136771,-0.08133773233205417,0.04639316181069206
GNAI2,-0.004329328339923311,-0.015870948107220516,0.13837709213910812,0.06301229154612116,-0.030647026055309536,0.0398663850404005,-0.011389083195911587
HDC,,,,-0.012328195026269391,,,
COL11A1,0.07227227641957981,-0.023054440667165357,-0.0199435258262617,,-0.01379706456495205,-0.02016164949194976,-0.017737428419175173
NUCB2,-0.01550164751590959,0.01013330339576464,0.06688171543918613,0.011031341569845246,-0.03205380404123306,-0.021311956879939226,0.004323872443853697
CXCL1,0.03315299192774546,0.019679808256958784,0.06410667063160529,0.021861806919257903,-0.0074215192213962795,0.013661354581738063,-0.010290458783178667
VCAN,0.04626661401888911,0.05535221329827923,0.06558220637251481,0.08739781987322046,0.00998051429708194,0.03799999547076753,0.034637795866077965
MMP7,,0.08759149422611807,0.052221962364673816,,0.04835472346386151,0.00988545029760657,-0.0016091421477110249
PTPN6,-0.022859919470813873,0.012802845688175897,-0.028340109384824896,0.02417938721051515,0.015558312077156041,-0.008750038322464744,0.04641806876314665
PTGS2,-0.07109256601621902,-0.013706224524684132,0.07452112022526107,-0.07056737239943899,-0.023486574282455704,-0.04337722732611884,0.02719409773647693
XCL1,0.06356739477715737,-0.018273142334198418,0.01027647757509294,,,,
CD58,0.008456030179959826,0.0034446188262816976,0.04861512680503297,-0.022665252670076897,0.04997410924576119,0.05852511831044789,0.031241363348268873
TNFSF14,-0.024242468770881896,-0.01900547343566583,0.0447681606857178,,-0.028110603355685652,0.06707791855525959,-0.03398462064463014
CNTN4,0.06461090308665506,-0.021558736966617545,-0.003751768400198636,,-0.01427261570685333,-0.03334390381890608,-0.06542460258008251
INSL3,,0.07315305252919191,,,0.037356449168835744,0.15248860593726116,-0.022389544104972015
BTLA,0.1136531661193692,,,,,,
MFNG,0.0315183990703903,0.0036613573891491496,-0.019643187604026096,0.04322864455051612,0.09241408193400767,0.11220489380491278,-0.049524330077528565
ICAM1,-0.0797817883916872,-0.01145083898315972,0.09804199316366385,0.04211134642916121,0.02286764840720032,-0.048895620611474545,0.03632605422035597
PROS1,-0.0557451003759888,-0.014001803217102565,0.1131867264525457,-0.042828536234452964,0.03234737576606332,0.012428410171111145,0.010461231541187443
CLCF1,-0.04330552631623907,0.028540156191103713,0.024520671183848878,-0.0770352051307693,-0.003928323106610124,-0.0055100398847211015,-0.03189098244886515
PSAP,-0.027039235413238757,0.034340166143980416,0.12365772228230043,0.03927659137662887,-0.007766590018939919,-0.055355055166799866,0.006136968324133571
EFEMP1,-0.0023080368464937547,0.004197273661203888,0.05294997615556176,-0.0304300397261565,0.041496142735698675,0.08501388083218651,0.02162227287615952
C1QTNF1,-0.06525809463427881,-0.008415798527866008,0.015934021570367864,0.02458111158966532,0.0018623741602631734,0.023996857957120688,0.038056074846445964
ALB,0.002650633121344442,-0.014005705419459521,-0.03862644549582536,-0.0027071930072553757,0.008030725979968161,-0.033011675779957395,0.02731964203003449
CCL13,,,,,-0.02900040252389241,,-0.038120810241369985
EFNA3,0.010070372935770747,-0.027233908136634778,-0.04535156682373255,0.01162641012918392,0.04565370842413997,0.05832424345458845,0.018662626369186364
DRAXIN,0.07047705800526176,-0.02403267526985737,0.13620468756331536,0.06427346644760608,-0.010642361117176459,0.02210932099747836,0.018185173154175702
RAET1L,,,,,,0.03818964833624505,0.024453104243714118
NPTX2,0.013429757683642551,0.0011882815450451893,0.08755902511642233,,0.04368182088950545,0.029356988733219187,-0.015658689630192704
FGF11,0.08441592430956742,-0.018798554593990754,0.04030701842045331,0.010659814201366679,-0.01578762040759488,-0.031751096000224625,0.04251449760787453
CD59,-0.04682316746465363,0.0315245246731651,0.08241063703915774,-0.052364504488788474,0.0003113164562044878,0.0035968258874156064,-0.033370183431465056
COL9A2,0.01706315280188907,-0.0048977013275064525,-0.035462839224510066,0.03641329774450286,0.07144907131812211,0.09423340306556494,-0.039750026432637225
DLL3,-0.015079740643934816,-0.03412929955754258,0.018842077066182673,-0.013990543764227158,0.031292028041064825,0.09563572268632944,-0.028386920391163965
FGF5,,,-0.020950402446002155,,,,
LIN7C,0.013894578921290684,0.0039477853065141635,-0.07416850268905932,0.04483346369953477,0.016802018051876946,0.008982162912359816,0.05036420095347074
GDF7,,0.012896659150224518,0.0751938600434836,,,-0.025930245537695216,-0.02762751025011413
PSPN,0.0016899685855362575,0.03859603903841475,0.030275372778243825,-0.030604429267936533,-0.015918988972383235,0.06122491635410058,-0.056459018830313124
ANGPT1,-0.012884500349281241,-0.04055123756717838,0.043459561563929036,-0.009767252222130322,0.005112397386120437,0.05327731554035495,0.012791123269178849
PNOC,-0.032238108634436324,0.035508143131616876,-0.04637674590845219,,,0.002091856187341744,-0.008439282596335657
L1CAM,-0.013282213686258775,0.0678624507598194,0.045920368110788284,0.02141355747385516,0.02303727435369608,0.03137446356561933,0.06068285695647432
APOA1,-0.03306209114502581,-0.016705353855827346,-0.045154878244882984,-0.036530437076957474,0.03427399496038815,0.03801357796863298,-0.023468534658825632
PSEN1,-0.0035175708263247116,0.03025408949956755,-0.013911650042476251,-0.008055567765532992,-0.025055514286874317,-0.004898839145979888,-0.010863543456692746
CALM2,0.08734263951672883,0.029212441858504145,-0.11143057749012343,0.011452087783172934,0.0868041874431346,0.10780379523130432,0.02757450460380373
CLEC2B,-0.05919781819216077,0.027837593479111442,0.08319682571454554,0.07486499338525882,0.049992285455839454,-0.03850158830303554,-0.008239303978371809
NTNG1,0.011253366479620112,0.017464242744631656,2.512050424619453e-06,0.0541963637246047,-0.00553941332654793,0.14330761053591812,-0.011708005892010407
LRIG1,0.07264821983711212,-0.015479288980363937,-0.01825508929913138,-0.1001115967089591,0.05419186281043351,0.04844095754079033,-0.06950480349037536
CPAMD8,-0.023404512930833926,-0.01423012213066896,-0.04726138251576061,0.030162341321387256,,-0.015391205861862945,
GHRL,-0.020223345980946505,-0.024950452318203167,0.023148361635061256,0.06840378064837707,,,-0.029884516252244864
NPY,-0.00196546823591949,-0.018445460653210722,-0.011436864071545047,,-0.030566310694899186,0.0947407032126181,-0.06015916460940252
MMP2,0.012854062048233176,0.006683426339113049,0.00765139529625833,0.059709660849584525,-0.02225872572092877,0.04368183173523989,0.06080945623241539
PPY,,-0.01039990419742265,,,0.02616228346428803,0.004793716093039395,0.020943232556545444
ALKAL2,,-0.0250862454836796,0.19596576215958492,,0.009189345492974317,0.007699126192517628,0.017347823001342147
CSF1,-0.04238497721932753,-0.009465696608090065,0.07069595136252588,0.09901093373774525,-0.04366286741519544,0.039975087501833595,0.0752931903165889
SEMA4C,0.04428252124284729,-0.010539061422344306,0.04367204724423839,-0.05853225925546958,0.0165516738293742,0.04946687638106478,-0.024695003639494114
ICAM2,0.0963806525552825,-0.01250511427659648,-0.020672697526785664,-0.0059391662405926735,0.0979406743774954,0.012041338224963465,0.039421925127046537
SYTL3,0.038978452700845614,-0.04799417441410818,0.12411459833891944,0.029538838292843372,0.008677996760483602,-0.0013781022780183652,-0.01772948362855932
IL1A,-0.010624151095318505,-0.013372019563919268,-0.007071628085198804,0.055927504240559124,0.012888732700203244,0.04440961270337158,0.04742781598041623
HLA-G,,,,-0.0454115666180894,-0.0075818038981040085,0.0034782751266875405,0.01145962734731411
PGF,0.07089965513256999,-0.04369758124236065,0.02120955619390983,0.023183655505391868,0.05715330775262576,0.017016474845190137,-0.04438888264968523
LGALS8,0.06234745223468225,0.04331620931441303,-0.008252474401550285,0.06585565726831977,0.041746513264007974,0.03162179415669259,-0.042785710227714206
DKK3,0.026067517224480433,0.016959470735754302,-0.0650833243414478,0.03887421139300969,0.02378596280651974,0.037397823883957425,-0.03238034651931603
COL16A1,0.06030324002676881,0.012538062388405756,0.008588564381310653,-0.04591397202668769,-0.04498420200348162,-0.036774587215140445,0.0031325796215977116
TPH1,0.04061484466128732,-0.024052796102994982,,-0.04352262277460902,0.05363899562711538,0.012984004732789047,-0.03602401256334847
TNC,-0.030840187267798948,0.016742449226139444,0.11212107685472242,-0.028897169552131,0.012095253812615248,0.0520562542539303,0.07018677091217895
TNFSF9,0.06273232105288927,0.04186182519715184,-0.010417089727749473,-0.0011937576332631179,0.08551478716115275,0.04508913532756397,-0.04269683173168496
C4A,,0.009895089862035678,0.017431131451667674,,-0.03228660754910364,,-0.02791888782579271
CNTN2,0.039409262065615645,-0.0508102329017234,0.032167665242673026,0.0035534308183871235,0.06862878294002493,0.08014436453907502,-0.01981763437970961
F7,,,,,-0.030285894324144507,,-0.0008311670697988103
LUM,0.03222397211408901,-0.002014370194424217,0.03161464327481327,0.13541078729334954,0.03151815841844412,0.04408376907773891,-0.00030896624303564986
BTC,-0.04673421251479878,,0.040166519476868175,0.12400331909964565,0.016500571885508086,0.007053798414167945,-0.026735677490345246
APOC1,-0.014547200997434584,0.027845820065323882,0.018241399044948675,0.002304560032846263,0.0745195770367514,0.054115441972049615,0.008577739712675725
