,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,0.012679897572165973,-0.023962817485764266,,0.10128857386914185,-0.023094454251167115,,0.11641078776150923,0.007158181754652674,,,,0.04854279128110212,-0.03209123693239437,0.04504882711158196,-0.0022192188437009596,-0.025390958416397984,0.02670669062983172,-0.036867927302159154,,-0.026786868782812442,
PDAP1,0.0037907211241942924,-0.022343928142168745,0.05123082324638374,0.07098936205404442,-0.017029386016309846,0.004912208401766478,0.0342812732165307,0.3056910158306009,-0.036309835059339046,-0.022424778705969886,0.03349274688985443,0.040126806203410026,-0.08198008682394427,0.06742919941247193,0.07862225925809412,-0.09042408060849859,-0.019377927375986755,0.00405781076401459,0.016350117456817383,0.053464278321969205,-0.002375445176578613,0.06567623183814493
QDPR,-0.0418568727154547,0.031382081614413054,0.02847547059379503,-0.028586563189622563,-0.06575291488464272,-0.030674064134940327,0.02970591894031215,-0.3005839327669949,-0.03576479704914711,-0.009943930668204705,-0.0034808821883194965,0.016000711853867634,-0.03933077922737415,0.05739542771155318,-0.22468942570915687,0.06939883788717983,0.07709157166918697,-0.06491663765166847,-0.08299495038063737,0.08409428998917615,-0.029921163292891864,-0.11487649376885473
POMC,0.01844605868919952,-0.0020083244869846016,0.03966618842367482,,-0.003370990369936824,0.018906511506631623,0.07443288573624632,0.048047130536562434,-0.021352936032402407,0.00506850457618444,-0.021289465869684797,-0.026416014059466645,-0.015480283637551356,0.07431153860115856,0.06202054518085669,0.06979737982227373,0.05568499605584012,0.011805247817421621,-0.013731119964383363,,0.08712516264003234,-0.0028517030805260395
CCL18,0.04985724314754771,0.07644223126824576,,,,,,,,0.004615611273464452,0.007155763616500145,,-0.04194790888058134,,0.023002852364042738,0.10148359379065687,0.03521920243721269,,0.0593435416903514,,,
CCL17,,,,,-0.025166680730649576,,,,-0.032803516706878894,,,-0.016116210310529944,,,,-0.04027136615041535,-0.024553022654708847,0.0684519829557814,,,0.052558100690956365,
VEGFD,-0.0235810087953577,-0.034276423085179315,0.023497943674985824,,0.012617710523839427,-0.022095466262044505,,0.16095336702535884,-0.0027718356204903508,-0.0295802133801367,0.04075909394440429,-0.030164775752770562,-0.02447360307481295,-0.013409415622667916,,,0.029326672674927605,-0.03282152487942675,,,,
TNFSF13,,-0.019492364127665137,,,-0.01735941312105553,,0.046472220936574875,,,,,,,,,0.047373162563160036,0.123986339270385,-0.02386863562422266,-0.02240276629136995,,-0.0284335243865048,-0.030734326774740372
WNT5A,0.030194778249519025,0.023606748355174945,0.04990696335027188,0.027336336202543,-0.017277597668492323,-0.05766087120328381,0.06739481035055203,0.1433643660255523,-0.011326332140771462,-0.04290226304265185,0.02949388415453732,0.04877169659185166,-0.04632579398095016,-0.06397726457937637,0.12472417060489027,-0.019072630186127395,0.09831693468204968,0.010468735412497506,0.054389219256685495,-0.006627301766328159,0.02970377200148653,0.06914693183039658
CXCL8,0.05725356884499097,0.05744758952470068,-0.03213701943143898,0.06766922283791421,0.18109777937491886,-0.005834519745429442,-0.017852459859817614,0.14341153717271665,0.036526889762934445,0.021420918887385055,0.10374850027392878,-0.0037010720595005513,0.1485213876648676,0.032878268561456085,0.10356039569012811,-0.07680615545267533,-0.12478317063958919,0.04571760080041767,0.020246734668055492,0.005450046372509356,0.03495408117311125,0.08912519535694072
GRN,-0.001940241928172387,-0.06293850682656975,-0.01888096639754421,-0.1325158778260705,-0.015808723922774902,-0.006629835921178817,0.07484534342051417,0.23533632118534628,-0.042724387849713504,0.06046166898625929,-0.009348030816564795,0.024455917652493324,-0.041493240532430704,-0.0016037230979237822,0.1574641598801797,0.016001209014121616,-0.029262514835554875,0.05236291329455053,0.030467171950810362,-0.08141594964483126,0.005785401345767796,-0.05651263985712872
MIA,0.00850438188930131,-0.02662705418621922,0.01224533116086148,-0.020656558994010407,0.12569670615468684,-0.016348169539110592,0.027921817754228275,0.08538694053338292,-0.023615945123226338,,0.007933653358054753,-0.020701010101214196,0.0873204110938425,-0.00931574485028852,0.04430504965934674,0.22058724361027868,0.19520268435066782,-0.010768837405760753,0.0500222488705435,,0.005233321184485571,0.018155400676118122
COL4A4,-0.03846187335686106,0.0706093758212893,-0.01758339766371614,0.017680768232950814,-0.022271607026426343,-0.06133879899192966,-0.011941371764362085,0.00020617812809031595,-0.034247886339208916,,,0.03158675750859174,,-0.05690161292304595,0.07929277501579114,0.1508114715582697,0.03781192005531921,-0.04920112828095596,-0.012328740815110156,,-0.011462388719130944,0.05683775773062189
TAC1,0.029629122997976518,0.006536155991990137,0.003096654946514262,-0.010068301608797436,-0.0363400851028085,0.0203516161252031,0.006723353191049056,-0.19935678238242363,-0.0029831765042543485,0.01875485015661211,,-0.06317888598810047,,,,,,,0.0064502102037439345,-0.06717875562068663,-0.0229399654922574,-0.07146352986759558
RARRES2,-0.04957473955354609,-0.03959093818647538,-0.05322754372524985,-0.020574465929822396,-0.08097954867047044,0.028306221450948278,0.027000064798188998,0.2975049626951197,-0.011372481090777414,-0.019823215438620482,0.13556551649119417,0.05745581374771509,-0.03933597906752426,-0.009165653980409725,0.1491379313417745,0.023440144437180954,0.046500193837710035,-0.010639467196242753,0.009445327519873462,0.036862806220755474,0.012544158358354113,0.06837814357732319
FGF7,-0.01964877328087892,,-0.012377425147010958,0.04485722146472661,0.007602083097179817,-0.033065133688815154,0.082188329023427,0.10303327178387507,0.05674845282635223,0.03472359806472229,-0.025223801435189368,0.11721651134709156,-0.005470268676599649,0.03632661439145459,0.11408212833044352,0.007876950673910563,0.08799994702383122,-0.011744322022797297,-0.004287292265313347,-0.017997594796807754,-0.020010946277874017,-0.010548734203535751
EFNA2,,,,,,,,,,,,,,,,,0.0778474956151564,,,,,
HBEGF,-0.005844473082501479,0.05171806966598533,0.055848389771859124,0.023134776861698198,0.05400155014549235,-0.0050276997618163444,0.022203569344626355,0.17513145077300488,0.027185211817608024,0.0037073831530949576,0.03644040979806089,0.03958386499025995,-0.046661875329226436,0.03293994360357817,0.20047504718436981,0.05951475678047592,0.05338886523315441,-0.026356408354033998,0.04423265952791791,-0.04130618344826071,0.03300460346686068,0.09359760908740795
CSF3,0.08446060579478779,,,0.037777878676497484,0.11618417551818311,-0.03377945439889148,,0.02464610605859832,,,0.0016918863551867878,,,,,0.0033374658923676693,-0.02281941418776735,,-0.021007747413012017,0.09165381386306463,-0.018372291048148772,0.06354921811519948
PI3,0.09120520673712279,-0.0126526581177669,,-0.0076106843681197234,0.21065134224848875,-0.009005304564435566,,0.032184332028550575,,,,,0.026120529961476416,,,-0.10335391983774597,-0.14132835105711206,0.08866059697806636,0.03537645087745726,,0.19897090296862385,0.0353934332046391
PCSK1N,-0.01364314357864328,-0.017686025491454708,0.04563777280716314,-0.05382781063507019,-0.11081161648050498,0.0115107381412738,-0.013427685002132482,-0.09307434906379033,0.009042643086803168,-0.031167028065922493,0.037712380750576625,-0.05598808862751212,-0.020882133909675728,-0.025698349820334015,0.0830209680688232,0.03788946401432647,-0.022862171970152907,0.07092290156699319,0.016021956710809693,-0.07482213483466586,0.002155368420459145,-0.13453435003908037
NTS,,,,,,-0.04688293556088114,-0.01457770174696758,0.013366264034494585,-0.024559279310690962,0.055334741994809804,,,,,,-0.03026094785076037,-0.003448624691071378,,-0.05507485642481716,,0.06525197037658384,
SFRP1,0.02530830660324902,0.04650594612568668,0.020741428800477114,,-0.021958901720062683,-0.010940540939086219,-0.025999720534998945,-0.024291563584354543,-0.005247140813643162,0.002656193190520343,0.018091206018563462,0.054002412259351686,-0.03651501777987299,0.0200509023318433,0.08085994114266375,0.13066332875760406,0.08172194653542789,0.02016613589269496,0.06395001484801413,0.03469273285441692,-0.02657463932665035,-0.00025700031582682965
CXCL13,,,-0.0321430201133201,-0.024340301284853396,,0.035964506665276785,,,,,0.005505510379733264,,,,,-0.03249140682509633,0.05086629310220031,,0.005789115900976145,,,0.0800603719847337
MICA,0.032867266502232886,0.024067082794233467,0.013990178868280594,-0.01993767075893564,0.08382496783064715,-0.041556882182536,-0.006913303760456028,0.23116092762667717,0.031476956612127655,0.034858723198705456,0.09463719384198166,0.06763081638876353,0.035794062000538855,-0.10002732817971129,0.14739271849802418,0.08085977771429759,0.08511652902316572,0.05828574872369322,0.03822374805379769,-0.0537839408010646,-0.02491907702937604,0.06076652048603908
TG,-0.030660227759744568,0.006633211850061031,0.00911711989874244,,0.12134764989085703,0.03716566329393786,0.004969700205775283,0.06850115494119927,-0.006105614976627104,,0.03096426147536916,0.008193851316586028,-0.03147303000377829,0.03647386624909664,0.05004499236451258,0.032690511044026004,0.0824885217350129,,-0.0022845171824533088,,-0.0011420554276680343,-0.03229801304277101
ADA,0.020390020858522588,-0.040608465974983216,-0.05717971134107036,-0.026042204928986103,-0.0006270341929137768,-0.05708529561126841,0.012921173984050174,0.23515662456286587,-0.02317738326339014,-0.029943364288588188,0.019384743071542653,0.030784384443604016,-0.10570004439420164,0.042451981032487464,0.07834384933108916,-0.011166400506381962,0.12585208021377303,0.043232551463361774,0.01757660672520519,0.12299868620541742,0.018065764039850944,-0.04140970829589355
LAMC3,-0.008292777253129935,-0.035727489527702695,0.000853231536130924,-0.0028069002524971787,-0.0659465404276984,-0.010658483019387373,0.07993384023041,0.24159067177752913,0.028255086286439513,-0.037624170452026394,-0.03392477424546355,0.007147420249485498,-0.18736363285588975,-0.008754563554594672,0.2032034872685552,0.010238199723044562,0.09403576603698068,-0.004333418012455368,0.06601603584482234,-0.045925148117214945,-0.10051893346706424,-0.009628390899149216
CCL7,,0.0774178346055297,,,0.05139032993304126,0.03657141140468053,,,,,,,,,,-0.067832660404358,,,,,0.06564289752805859,0.14249926669432064
NGF,0.0038840720209460658,0.005908184906754945,,,0.013530433330591032,-0.02529659206030238,-0.016057004356497994,,,0.1188890173317265,0.02048449022544846,,,0.04087807992648628,0.023871105459016783,0.015931412899466844,-0.00786531202419533,,0.03238577657128198,,-0.04370070770444336,-0.013737131814575417
TNFSF15,-0.027413400312804145,,,,-0.019078422349851253,-0.024521645816586817,-0.01949672351494935,,,,0.05299095737908158,,,-0.02260840476590767,0.01917142941765439,0.048981457241736706,,,0.007842561163057336,,-0.008462091572867708,0.06973380683064795
HMGB1,-0.08031041859472325,-0.08060058751202538,0.03460052773378197,-0.038919208661089576,-0.1597607656714865,-0.01454958390806735,0.01336186084200575,0.28501866802854153,-0.04570486139296251,0.044929514349661005,-0.012783855593056403,-0.013726368132099933,-0.07586442220142686,-0.07217848321583901,-0.06961562274964464,-0.06308430704656719,-0.02174431202689064,-0.09032627168021357,0.05230338745078375,-0.12892287673828925,-0.049179634455906146,-0.07170402569114162
ITGB3BP,0.055328623574456774,-0.028489909717844777,0.008362795767045406,-0.0011877839947727021,0.035410189509861995,0.006794186708192845,0.06616242329836082,0.22258493844508717,-0.0066597689224915406,0.028596487835317253,0.06078665883342908,0.08501389479551005,0.08172182698529175,-0.01758418893063402,0.20908128579002333,0.07309190359949821,-0.008713206631576124,0.029768058924421102,0.047232014899801916,-0.02593458682600592,0.01160822161475656,0.04296629943599056
AANAT,0.02161609697759515,0.025130278048470754,,,-0.01735941497379265,-0.022095469416296837,,-0.03745778915036789,-0.02972053083796147,0.017349384776180348,,0.05421206263349363,-0.057127286324109676,,-0.05309447975074165,0.03636440889580178,0.09746646617718792,0.04659957487451121,,,0.06065023272283977,0.024454724576636812
RELN,-0.03820684103212904,-0.00018695173843440735,-0.00497289737736546,-0.03609476431921993,-0.01072343702203924,-0.00011748502393317009,-0.027415727756516378,-0.11734525650874403,0.021107729871052684,0.035833199802987305,,-0.021083964418205994,,-0.05015412436743655,,,,-0.005161078204142773,-0.007749686471764233,0.01399511249949297,,-0.061363372173637035
IL15,-0.009353478847070835,0.06874775887483325,-0.04151228653346073,,-0.03300360290381841,0.02382240646200689,-0.013873077847706325,0.08936168767890247,0.0408802128434425,0.004610798762921193,0.12036470810083807,-0.020394579036239525,-0.04659770829222497,-0.022024065064229957,0.04605660833689487,0.02596968269048209,0.05400497553211113,0.0830210831372379,0.03962249856868098,0.060303300754377655,-0.00888332263066593,0.01438356678238629
UTS2,,,,,,,,0.08718884345299648,,,,,0.01323967645993745,,,0.01022006838491512,,,,,,
BSG,-0.018267397862781122,-0.04767068496386429,0.0008470455334228827,0.01842688095301211,0.0108042840095261,-0.07322134027693283,0.041990501165774796,0.0351465995789566,-0.005390930633131506,0.01901770761645723,0.03140708765228526,0.03327544571764794,0.18897063019949045,0.07439727839236981,0.11145070726304049,0.14799053763382924,0.03955381530990727,0.08014440589731313,-0.017136808026245808,0.11156532950468659,-0.009089970603141583,0.022563414567319407
ADAMTS3,-0.010595869980847182,0.016270181859593412,0.07877913770505637,,0.022956801616980934,-0.029127827750922285,0.042970894887455355,0.31724512571731023,-0.013439903257176773,0.011575952599096972,0.04681025425957236,-0.010607310673347267,-0.10495785246904556,,0.031297953923745646,0.023835468973425478,0.005809120061277647,0.013694699252738538,0.02818754603713875,0.012559138225536861,0.04900549871686887,-0.010330993429322548
CD34,0.0763034154882994,-0.05574459867447925,0.006017603974373175,-0.03397627274787106,-0.024337165077242016,0.02248256903405157,0.04368678520969303,0.1643985027571803,0.013657083427022241,0.05868003808447197,-0.0317532055651022,-0.025835256118218432,-0.09431522537898927,0.04847942868502084,0.1282301280581368,0.04568366085942472,0.06845538293194235,0.0158714001390396,0.0011306892901634265,-0.07508992459273989,0.02309539051526053,0.040893766832511405
CCL23,,,,,,,,0.0654918372478497,,,,,,,,,,,,,,
PLAT,-0.01714690646250284,-0.0381494729066483,-0.04075240183827124,-0.033302292944791,-0.11349938927314035,-0.04003213916827052,0.08464038722972002,0.2532297350348663,0.02161898835878149,0.05440205817451571,0.019843961301791804,0.05361920680306964,-0.10104575017783433,0.055751236351276344,0.21851274717021604,0.09352726237151124,0.004382747747768,0.09386026926669824,0.030992881104695273,0.057798120387743866,0.10606429200583875,-0.05167903045091546
NTF3,,,,,,,,,,,-0.06584550672611028,,,,,0.06823684837685767,0.07637006104578892,,0.011737301443314295,,,
LTA,,,-0.023962819944778557,,0.05745866011650972,,,,0.01190497703979257,,,0.008372211088991922,,,,,,,,,0.06382734893831805,
CKLF,-0.019750483632102366,-0.020007672182254157,-0.007355054500862407,-0.019938666856361642,-0.06910900443571134,0.005437945878856917,0.04583785500367164,0.3334604207899838,0.05004048828379058,-0.023164025725911832,0.02387123137016814,0.09558985286620619,-0.0730114669124321,0.06743533990804006,0.20221344228045593,0.06417332907472964,0.11237505243119054,0.03424102433151021,-0.09430703701606176,0.03784532717752405,-0.03636744350229287,0.03240279691724331
APELA,,,,,,,,,,,0.10438933280098686,,,,,,,,,,,
CD24,-0.04812605983398086,-0.005835070648401026,-0.006799581506379236,0.09015097963634149,0.02767310396994866,-0.057927262525485225,0.06360024285397692,-0.019207074485370772,-0.011556599340659687,0.056591791047332626,-0.017281769504884272,0.08676941860877074,-0.03723127270070764,-0.00427536159401835,0.2571464038486756,0.06501960573376832,0.038241654621215926,0.10008542926704356,0.009531349043421363,-0.024549965576501003,0.03520102044501807,-0.0006910124232440586
HSP90AA1,0.02767249106351508,0.03744236821036084,-0.0024025011538131628,0.03151535374139016,0.010069774506913357,-0.03335374096307785,-0.0646590447613362,-0.2800182456195604,0.02748948630006716,-0.02478663764532269,-0.11970014342341478,-0.0603097624337089,0.0897365461897079,0.0027366297895954853,-0.17362588646114993,-0.1620599225258076,-0.19522018501522043,-0.02374452524580734,0.00806823748557715,-0.18169551638659354,0.06537975743287741,-0.0787293114207379
BMP4,-0.010727921506897694,-0.038769410569893525,0.027220692584142583,-0.006332926090748424,0.06118825636176094,0.039693777211168804,-0.0140405687786503,0.010293160596521734,-0.003359490377145134,-0.026527073441650808,0.012900969050120028,0.04171665937133686,0.006815962335716269,0.07605753342897122,0.09521333792986346,0.00901961963873309,0.03543280943197844,0.0672793216661749,-0.01755106604008675,,0.02754239193416323,-0.025381940001719172
SCGB3A1,,-0.04751137634486899,,0.016117054678142513,,0.05902340480108681,-0.01770922923620256,,,0.01940081512022186,0.06899022343032947,-0.008758638147951145,-0.023025318332556034,-0.006938748892530421,,0.03487683068215224,0.040193723281749014,,-0.020804181653740924,,-0.020040436633650644,-0.044334699435496575
IGFBP4,-0.05505581217330122,-0.016517942430037638,-0.01120201473178315,0.020222450059679018,-0.05185629497866394,-0.026886584546711677,0.08537937269916815,0.2143379538306905,0.018360661895457066,0.12810968572683928,-0.04246603541807131,0.02527243986887941,-0.11969954145656689,0.051702478563470634,0.07516358499950299,-0.028704951415393358,-0.06262167712425494,0.046198435304381974,0.08566497335566772,-0.037368461984670046,-0.009096690625037037,-0.009407881879820567
RSPO4,0.03822140394958698,,-0.005660783141369669,,0.035457309437453136,0.01986772871361932,,,0.03705279186472532,,,0.04969974369106311,,0.009067204506034566,,,,,0.0593828075579547,,0.03430582042366508,-0.027819924640428862
LEFTY2,-0.03196774006596494,-0.024821498989213236,0.031896887866954875,0.03345241339964911,0.0006252639350650261,0.051498214749118074,0.048278698275137207,0.22156401037025567,-0.04128667597829965,-0.02663171154340075,-0.015312977722745308,0.0630511677576793,0.04830811146262618,,-0.007930593904171373,0.06620391687821721,-0.011195789511705518,0.03197715554308824,-0.0029503442745612736,-0.03289020863976435,0.06160683853218442,0.01982217284385912
PF4,,-0.009520008925686439,0.02501654700301289,,-0.014948196251458924,,,,,,,,,,,,-0.03749899199614145,,,,0.09293445408631844,0.06798716625472553
ANGPTL2,0.009565460806382962,-0.04655101682594023,-0.007967351850346681,-0.004143850650211946,-0.05764361956280594,-0.04540103805526225,0.08695976728119122,0.2710700949890179,0.02462511292234777,-0.06978962774599243,-0.10125456813367947,0.07643875779939681,-0.027361594929645836,0.012222180366514325,0.06612087925171739,0.11065070634858143,0.08945998024892357,-0.06492368298394939,-0.0141939583969802,0.07162509478777829,0.005094663096253567,-0.01057829454074663
LRIG2,0.029039634613606532,0.04052273849160995,0.05204987822321817,-0.0051874551565806335,-0.013276450955686492,-0.010527400545453423,0.02685095184048184,0.17784344737050356,0.005327060589173959,0.017192018915459302,0.04720405493927748,0.047009506869282146,0.031202209335988156,-0.025673064696284977,0.17104767430030218,0.09873649561688366,0.06224874762946005,-0.08401704270152775,0.03357366159495181,-0.011507799048725084,0.0015244762117041747,-0.0429889993727613
ICOSLG,0.016394119370379132,0.04280491610989481,-0.060815821229392095,-0.027762810434849062,0.0641828916008566,-0.025221578611714784,0.012993085663693976,0.17061802134527485,0.04056431467425637,-0.034161010943490694,0.005450387003030894,0.0589826766674991,0.013108229231583671,0.056642218181831246,0.06665160246116093,0.048463465480323764,0.10591531316169085,0.037635578532548425,0.040258957605313034,-0.00537622173166568,-0.06315644717096354,-0.026601893240207588
WIF1,0.02309370975799125,-0.019953939251106653,,-0.01084674597492929,,-0.01302316439193557,-0.04486228791193649,-0.21654155943228914,0.017411263800218634,-0.014261425733858064,,-0.04349502636696492,,,,,,,0.04424579011354136,-0.034796823064481903,,-0.03998954469460851
NPPC,0.05086665781669559,0.011157441409211051,,0.01390397304891738,-0.023188338707257877,0.04988202497003003,0.027506288547489863,0.09064420015420004,0.00947065364908883,-0.04912618171618675,,0.00018683523982259583,0.03832343478484776,-0.02950606492373974,-0.05592117503248858,0.04849587029826839,-0.018879687719632,0.07201425038979224,-0.029344728804585923,0.06057149084487223,,-0.05237342341511892
LYZ,-0.005297262562612629,-0.020884078106310995,-0.005111016404446698,0.0826870558177341,-0.0019915033459367076,0.06580649700223835,0.006683247604229158,0.15332117572778242,-0.016695233957801228,0.07743881488614233,0.10712110945831112,-0.03536996374191737,0.03211242384512636,0.06765508023514792,0.11230696390574559,0.04307913656041081,0.0821525766615553,-0.021112884063023085,0.03502284024074616,-0.05393690797470891,0.01371383192073004,0.037842082621811504
EREG,,,,0.05098693281555917,,-0.042737024811702135,,,,-0.027396248370383573,-0.026151083562910987,,,,,0.01630447685088463,0.06627871581045013,,-0.020681082927280565,,0.04742756416462579,0.07299979400801176
SPTAN1,-0.07750164037221459,-0.07823849854376679,-0.044060723430018225,-0.044026494223904554,-0.14404455333947044,-0.05264552163821109,0.019799176467777877,-0.10135750453641706,-0.005942143316575929,-0.0013648840007280765,0.07019701110702367,0.006130832147551394,-0.10141788872260242,0.01242260732432121,0.10223023254642541,0.050841026775827816,0.0612973785115205,0.01512177767412905,0.014016239001465059,-0.03547546800125628,-0.06351872893684969,-0.10433350328689965
PTH2,,,,,,,,,,,,,,,,,,,-0.030421988934677034,,,
LIPC,-0.0452607653016121,0.012763036601724544,-0.03280631460457782,,-0.02686302196595617,-0.004146503362733588,-0.02151358649903682,0.037741107513921124,0.03829695451106037,0.05129661614667284,0.011754352154011513,-0.035124830685966175,-0.04256555124108463,0.06769315425002809,-0.032715622603569625,,,0.05524092654943962,,,0.05002190098524753,0.024725510998423968
COL8A1,-0.0010395722539624855,-0.02313844084243438,0.029344068983115403,0.059965222914300655,0.005165917656180296,-0.007315638384552052,0.041378822033678514,0.08459094182117308,-0.03268130046045056,0.041469064765748694,0.03873346628410287,0.08607196605094615,-0.0224341632767962,0.05780014452842139,0.08062302079330341,0.0972989128940464,0.07988615803465413,0.04521400063037301,-0.033406730784250785,-0.04571014321977592,0.08009565223478105,0.06945207378313743
GSTM2,0.011751695095532944,-0.0008116026900099885,-0.01127138852658853,0.07193014462019155,-0.021378697284369818,0.025985632390973734,0.019737475805466354,0.07520958276189983,0.032380381783032486,0.07288149578715655,0.11285158617049863,0.0015126417098907604,-0.04310020368759302,0.045466834935384615,0.13667918829011777,0.060669852560429095,0.03743145742902968,-0.009993562058782988,0.023963188112828354,0.003787819104136264,0.014824164313332343,0.05076906670363683
IL4,,,,,,,,,,,,,0.04071450772062323,,,,,,,,,
SPX,-0.021720636192718835,0.011474466378668745,-0.04548506843230612,,0.03912530257528303,0.06255498090028559,-0.04168340531756004,-0.07183962971843373,-0.015573031610024978,-0.018148065648189257,,-0.035286716250095315,,,0.029094290151859315,-0.012769746130196385,-0.04445920779224403,0.04695162021160538,0.00721460741072891,-0.0982900337272054,-0.018738077372962406,-0.07061929125244622
MFGE8,-0.01459215273893906,-0.014330308379741715,0.029574264969078643,-0.01704039337753724,-0.013357108845333896,0.007963786653740807,0.001421800771177823,0.08103552887464695,0.050685806801113654,0.04638479863768906,0.032234172224230716,0.03270611679901562,-0.03219789665861076,0.01860392286205829,0.13900100562062137,-0.036274444788665726,0.03289028089095568,0.027654553330192105,-0.02182558360058932,0.03441149182884904,-0.015234921969461943,-0.03036574272119268
TGFA,-0.06403130217397096,0.04185088731678685,-0.02915289393670589,0.033525029940786856,0.0924268433344258,-0.04490744992906759,0.0003109257792880833,0.13556685484192563,0.0477293130200007,-0.012073181392615791,0.013168241471094454,0.03866677118784195,0.1461173958895575,-0.043085482239167514,-0.016624630021770923,0.10954549311088482,0.0746412385140716,-0.021883211696709873,0.05608982753053105,0.03988481870987905,0.015541671108222296,0.12740038584201552
SLIT2,0.05338052423845684,-0.005474786796182119,0.02495475486254559,0.010876816330624546,0.027013086937377508,-0.009346975946871184,0.07247345525913873,-0.08605997538810439,0.020524156641384402,-0.01790225098114494,0.01620042758785373,-0.06382579330162198,0.01063876502657,-0.005253216180817499,0.02903163732074168,0.09981211439351256,0.0643962716003203,-0.03709146075484031,-0.006735254485439367,-0.007709580136199456,0.048750402008602985,0.020848896197534314
PLTP,-0.028929944957740192,0.007731674133806857,0.0035821354806469226,0.03637321398092609,-0.13373947758025712,-0.05439976179998366,0.03621259535710281,0.29582753922959626,-0.011044897568777778,0.043591301975298646,-0.02514463168862898,0.0082052032025278,0.05680203471155881,0.012692937826897415,0.15337896786182917,-0.021435623692121143,-0.007656429567056483,0.11900171947250586,0.07724171008445266,0.08246441558272023,-0.053200418295638575,-0.07234119263679946
APOD,0.05067200287187065,-0.03384963261654769,-0.019705535885684747,-0.003518064055284118,-0.06360403694012219,-0.022481652696204384,-0.07641783791406263,0.08964691569531956,-0.03520523132240102,-0.01775547123453217,0.01524555637489594,-0.036781329860336755,-0.020573407479994168,0.0422492298124608,-0.29544952688060255,0.1658132187329054,0.18811523170146116,-0.07951096571027653,-0.033497650022157335,0.06878222834103544,-0.09786832994999269,-0.10073996233631599
