,UKF269,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916inf
LYZ,-0.047322228961111684,0.10575119387097251,-0.005668467024023657,-0.03128061504317723,-0.06672542366208405,0.06193339184748386
EREG,,0.013323819208718387,,,,
SPTAN1,-0.0051413767368266765,-0.08684733023997028,-0.05772179552804234,-0.06581401670088062,-0.08203135924115748,0.11428169413409568
LIPC,-0.010956331445849994,0.05418662255300218,0.049165183176384,-0.008078325465986094,,
COL8A1,0.0029543191190689274,0.024317215981947235,0.0408562564591882,-0.08146599968512216,-0.004536178547421458,
GSTM2,-0.039001421381240124,0.05423508715793562,0.02313234847594332,-0.006859408488333713,0.04305808110261451,
SPX,-0.0009354601377965585,-0.04047690639996419,-0.05168033038033122,0.014804106393555406,0.11718578393204349,0.020088149477564526
MFGE8,-0.005099067889330738,0.06532037410448047,-0.0023155777160801406,0.0037626855434365267,0.0024860368712080073,0.08736140315827791
TGFA,-0.022864550333214478,-0.01461583123211729,0.09230513929781889,0.015396661985618867,-0.040001331679674845,0.0041078131958537205
SLIT2,-0.04569533291182219,-0.05993096480469002,-0.05180731556814046,-0.035081150956676146,0.13643799808122303,0.06666148746224546
PLTP,-0.05021520996662432,0.12266978428342196,-0.03184064282402411,-0.03846484020571382,0.01563652642605401,-0.03722523271459156
APOD,0.03014706577353964,0.11765231770832663,0.042987878311491236,0.1095562337882976,-0.05487532294386602,-0.09228306509425228
B2M,-0.0866964912044861,0.14587280242255232,0.04289161139378694,-0.023490070805173287,-0.09486756502617488,-0.18427418758067554
OMG,0.10470409118536247,0.03879538791152405,-0.020756579376077406,0.053100353152716315,-0.06837108820705334,-0.026133750313730487
CXCL3,-0.02376376381250907,0.07081040854884106,-0.016587049563159696,-0.027199437983157864,-0.045806911652175326,
CXCL10,-0.09101786830476155,0.03659249075660613,-0.02635882908346334,0.018649543626209523,,
RSPO3,-0.02972032059936299,-0.06250735363557795,-0.017333147109436765,,0.04253974746115561,0.053933598780559575
CORT,0.014129182687208721,0.08683435835833664,-0.022151175009385314,,-0.05853999084248559,-0.04054393978745249
NCAN,-0.008540554114139764,-0.05073985775025358,0.07214168875816084,-0.07002437053037698,0.03751160036446112,-0.012838070124454032
PRG4,-0.025745872260291926,,0.18024477882850434,,,
ZG16B,-0.02779680644723075,,,,,
TGM2,-0.002664707863888992,0.09152242953524299,0.013863386360975576,-0.014399914663115753,-0.041860284139016025,0.0034445437455854007
VEGFC,-0.033944316100430694,0.07704693157575017,-0.020681560960542106,0.10303449602782803,,
WNT6,-0.025317694091904656,,-0.018049822051099538,,,
NRG4,-0.03206811717357241,-0.030446310576702933,0.0038806589661419,0.04367318456728998,,
COL9A1,-0.022717417132919582,-0.04149602071739491,0.022279163018644122,0.030207772857991644,,-0.06177429761337091
GDF11,-0.06527070893614394,-0.0018997830402702677,0.03750620187605784,0.014446886866676695,0.07738614835581262,-0.05508068699943298
SORBS1,-0.04601207014757675,0.15372090633877006,0.06922049955688579,-0.001718300789963611,-0.026455209412756284,-0.00823383830155276
DLL1,-0.016513100365881342,0.05315170305473834,-0.02539658559701883,0.020292273182461632,-0.026852822645908585,0.11386876843216293
TLN1,-0.04568947197922972,0.09543182445683872,0.0007633312182603309,-0.0013167011051486873,0.007800758794757466,0.008424124024456506
COL2A1,-0.02376377189958127,,0.06450486650521077,,,
SHH,-0.01868121216235602,,-0.016071267404405863,-0.00010941172289789961,,
PON2,-0.050033400336495365,-0.013200481196790391,0.0468912077103662,-0.007494202196488576,0.05498217942621059,-0.053018904830393315
ICAM5,-0.02755115980304571,-0.04367010130760153,-0.0313863171195816,,-0.070688049074452,0.18520416537699133
HPX,-0.034605002796825476,,-0.006447513899863645,0.01556675768954225,,
SFRP2,-0.01896569888957626,0.007961783715563355,-0.031527713792850784,0.04308330607188598,0.0537986603787054,0.00834389009243113
CFC1,,-0.043224096739226794,,,,
HP,-0.06318178024430146,0.10975099753874534,0.03391924501651397,-0.03689603646679595,,
CXCL2,-0.06105179542548262,0.1000149323921365,0.20616114207674383,0.04938260555697418,0.10216434495518704,0.11248699183824035
NPPB,,,-0.020681562464771343,,,
CCK,0.03814310300411801,-0.09563435157946382,-0.04802684219194881,0.08868898652214585,-0.04235000077544613,0.12776983834529315
SEMA6A,0.013469862426755191,0.12971893552756567,0.07794190963183353,-0.007045615006131136,-0.08595364108020298,-0.006115907137116117
IRAK4,-0.08458964026386306,0.020165041060701463,0.009011474349770454,-0.041392355666951194,-0.0684727555691278,-0.029577359469413644
GSTP1,-0.0006134413989738493,0.10041996339963133,0.03220064234861278,0.012936508480254818,-0.020154154044287286,-0.06846740934820983
VCAM1,-0.006501181044286134,0.08279788213040602,0.047285986219076384,-0.06041560905067381,0.12238437557777353,-0.06350111231191322
NXPH3,-0.04977766304087311,-0.05769644555422827,0.06219038946452728,-0.022627726928509583,-0.1331659147595787,0.06949697286836601
MTMR4,0.03491457994058737,-0.06843201851735939,0.0044992427772907045,-0.02311523063993472,0.10509891030799512,0.06335044829196929
LAMC2,,,,0.045369946987870405,,
IL10,-0.005767705842126056,0.03691935666215279,0.09015484405332831,0.0491996168350088,,
SEMA4D,0.09096064306103685,0.0885607733264518,0.058560069009445444,0.05738259977796169,-0.02099722088706405,0.049976507495162414
TRH,-0.017423798920627204,-0.024152458394204764,0.055198830893357705,-0.06156379344935297,-0.04657231794096636,
SEMA6D,-0.025785240854795024,-0.047947345380758705,0.10338399043521604,0.005615376668766663,0.03304345688105477,0.012738753197138323
CEL,,,,-0.03447078533537714,,
PDCD1LG2,-0.04972404989106512,0.030260801081553282,0.033887531227598876,-0.04664568524047838,,
SPINT1,-0.052166278265683555,0.02485883406496051,0.010167762343777928,-0.05503269179998916,,
CTHRC1,-0.07077307976875678,0.0653093554915933,0.035772337438962035,0.026885967277942475,,-0.017810850096578172
PODXL,-0.053737451585517446,-0.019323551430824523,0.050413520561044624,-0.039288035494221246,0.006733212890958107,0.016976110227251665
JAM3,0.0007205245640095587,0.10923512478042556,0.01400036194436413,-0.04697017725189648,0.015002047602805886,-0.033033130274528075
TGFB2,-0.07239301896505325,0.06847514007408123,-0.002366070113094243,-0.0166956493023183,0.06387663497767923,0.07599666461713477
COL18A1,-0.06728589066257691,0.07329217705480287,0.05932945168363295,-0.06336264655027167,0.01651480520783592,0.014479759587320454
NODAL,-0.06262569208801533,,-0.00406643574272376,-0.041900137554373086,,
INHBB,-0.007469364300923648,0.06554768383849142,0.01460864879446328,0.019170948369381116,0.07052588988954578,-0.0036722013985896196
LCN1,-0.020854088261982553,,,,,
ARF4,-0.0150849085359452,0.05432160092564908,-0.020645729453003837,-0.057911020684289216,-0.12561442386339144,0.0813889338709748
CXCL14,-0.07160037569543223,-0.024736217524385803,-0.033490260631027516,-0.07256161961668699,0.014503883992149634,0.11498321370631029
LIF,-0.04949284154309929,-0.021134977497490354,0.07055357649904744,0.03379672858282832,0.12071664801527197,
IL17B,-0.02311381322315206,,,,,
MATN1,-0.021864093777906032,,0.06229911600530267,0.009178678785568634,,
ADAM28,-0.03958296313192889,0.0161001027144311,0.035846325835021,0.023619306424805846,0.02721472302002227,0.029366944941734363
TCN2,-0.08342228797790047,0.1084794263739249,0.006330945227338704,-0.004278689710976265,0.0737050563758932,-0.06703443874671167
THPO,-0.0028095865129014277,0.004552164289048384,-0.016839260516717483,,,
CUBN,0.02177026394150729,0.08875917345119932,-0.019183093446218463,-0.04194684302828142,-0.04140989785021141,
TIMP3,-0.021748941680518066,-0.004177334519237268,-0.003603403116849134,-0.08230707676573742,0.002445386697485808,-0.05397812153938422
PIGF,-0.05016749547796839,0.058743268993408405,0.04115291608612812,0.048577201710295906,-0.017967116694623773,-0.014002447846444768
CRH,-0.032068103877328086,-0.050079912617446994,-0.023031771176308138,-0.03573606044182535,-0.05427551744377274,0.10495905732912152
BDNF,0.03739782421847779,0.03652111905957657,-0.018965332287145975,-0.060364854330512,-0.05020009746794419,0.058040378231038144
CCL5,-0.02989569771316638,0.029540429707500215,-0.02284448190611559,-0.013983337488075353,-0.036563638873077016,
GAD1,0.003831620281003678,-0.09164222844492607,-0.02736323718859093,-0.024838984829078193,-0.02659076489036804,0.10077768893497027
COL14A1,-0.0369939469140697,0.03420130829250093,-0.011769706575904228,-0.046167230320062626,,
HLA-A,-0.10482967908082448,0.13931432642997907,0.0008559818663196052,-0.05483385935445024,0.0031500581710147036,-0.06937879838480214
CD5L,,-0.0510853556194658,,,,
ADM,-0.06363243731360296,0.023212167537263306,0.03815326780064019,0.07404118369999851,-0.11305131554211302,0.07702067422175944
GNAI2,-0.042759966102354115,0.10024645082753016,0.002496960414090888,-0.060693546821312984,-0.0753403760323989,0.0411367934808309
HDC,-0.05626001719974976,,,,,
COL11A1,0.006905548182229197,-0.0025016596181879794,0.040643602507161584,-0.0535420015516423,,0.010541240004740077
NUCB2,-0.0879343541534081,-0.02092755256704985,-0.0016511857780223606,-0.002316032961455585,0.0520094153121398,-0.04067312491593307
CXCL1,-0.044803553444379376,-0.006144106177042598,0.006554727434150695,-0.015548220316517163,0.07439298967037068,0.06937854696649934
VCAN,-0.05085675092147246,0.04382844676928375,0.06798738513674417,-0.056764510143384114,0.11241203571237071,-0.03555193658966332
MMP7,-0.015221764606516681,-0.03585282324001126,0.05104892105045714,,,
PTPN6,-0.07214543691711246,0.06616856118464126,0.048205807638918456,-0.01642421651687398,-0.038328125869750124,0.06580462807722587
PTGS2,-0.0004678490755732023,0.02475428825288199,-0.0008109419463401214,-0.03483128661412754,0.0019719797562766407,-0.0037043472135237566
XCL1,,-0.047028702833693814,,,,
CD58,-0.08305299975310529,-0.0513575550977456,0.07582605100911162,0.03346449452042522,0.05857180329870955,0.05568113897082757
TNFSF14,-0.03171678356933862,0.14519507341572724,,-0.002735795099708183,0.12207544328535035,0.005577963978166114
CNTN4,-0.01550195587530572,-0.07694006334890631,-0.01954857498476587,-0.021186545565053425,0.1192994442024484,0.030013161519234114
MFNG,-0.07232455915469484,0.03687199505807762,-0.021197062742098708,0.019030538452391232,-0.024403688049333988,0.07603435718596886
ICAM1,-0.08102025258661008,0.12774054294335874,-0.01590457612907695,-0.015350987309837024,0.08963268098445361,-0.06598658818942846
PROS1,-0.06075425997446339,0.05684391009540541,-0.02749342687841146,-0.058243793537599196,0.03827150327241133,-0.04751813875234693
CLCF1,-0.026344784781015842,0.017056027710376388,-0.050148245841014315,0.09348677005001423,0.06562883879103054,
PSAP,0.04150727916435488,0.13135768201970713,0.010350614551310084,0.025053181942419202,-0.08854038556916671,-0.003401287976185789
EFEMP1,-0.04891650862825175,0.12412995082986783,0.02729315556523361,-0.015769678590439682,0.01711848005644032,-0.01336485395439904
C1QTNF1,-0.10684149590031762,-0.0045688551280104,0.02368423880151508,-0.012531929906011915,-0.005055789977710529,-0.002757197414682851
ALB,-0.02553259499637144,0.0011127617651393049,0.040283171251470885,-0.03612424093583294,0.020843487839122078,-0.029513702142660192
EFNA3,0.011795857770003162,0.03078020853945955,0.07273001513638594,-0.053534081485273034,0.0035764406160722316,0.08261670090347434
DRAXIN,-0.09061507478775703,0.07160764737018624,0.011762267398076691,-0.05417958748896665,-0.011630230337630347,0.020314216821057683
NPTX2,0.06825776020270359,0.12850530462497572,0.0040117572580067274,-0.039389906841378684,0.07301027317542276,0.10388489651384297
FGF11,-0.08157101082259031,0.0867025944579104,0.08000944330595594,-0.017207127951553755,0.016974676376953494,-0.01498865284427138
CD59,0.056332481597462444,0.13243892387646494,-0.024740439559712345,0.01747306118402454,0.058422587694009404,-0.0324091567495072
COL9A2,0.015116055425981,0.018620749920428423,0.024809251221828015,-0.048389774229610535,-0.021609958994034176,0.09943567589599941
DLL3,-0.06810893887310887,-0.08612497391715099,0.0020930883915379643,0.007451580788218132,-0.015612295793856599,0.013598370046861472
FGF5,-0.020331461661043507,0.0003848415601149204,,,,
LIN7C,-0.07681241172404076,-0.09420960590170313,0.042506571960031554,-0.023753691847510878,-0.03267694730241376,0.15753109278934876
GDF7,-0.013688639981152181,-0.028402818350578656,,0.0011164901192224136,,
PSPN,-0.04894398061034619,0.02453677768962906,0.07944002552343529,0.04412332795082418,-0.07689613436333029,0.043772436868924486
ANGPT1,-0.09153241629961238,0.03493603151256957,-0.026687160562490916,0.033758753713918725,0.031557598773867546,0.002713811066103926
PNOC,0.02256745100291716,-0.10416848192348373,-0.02313242146444852,,-0.05020012461071207,-0.008795485560120333
L1CAM,0.02051217766428647,-0.008560094617678808,-0.05028257197654747,-0.04497798997517577,0.002636554466940373,0.022616414690359098
APOA1,-0.025298071461153055,-0.04760306755590452,0.0353922847535024,-0.038866144983667125,,0.021723212893314834
PSEN1,0.08283599376136473,0.09235332576474724,0.0419144944333038,0.03321097261787824,0.05767338086451682,0.005642180830938325
CALM2,0.08108911327151454,-0.08481255122383817,0.00036053506100113545,0.030439080877194782,0.02238778993298503,0.05503948448933151
CLEC2B,-0.06698044093223751,0.06173756762850967,-0.006718075652023402,-0.005797581527792385,-0.024503794827646138,0.04060363225829537
NTNG1,-0.0360417520537396,-0.029179139189063067,-0.015298812866516352,0.044507672253692857,-0.06854759880783051,-0.006062187259249019
LRIG1,-0.018121579850806355,0.11895018333893617,0.04763743675985376,-0.039160998471086915,-0.00022741944437609034,0.07241508177515182
CPAMD8,0.002961089932773121,0.0034793056589675743,0.003866572926307377,0.03520506861937208,-0.03483434428583682,0.004623507631941435
GHRL,0.06672944207733576,0.018748468681358217,-0.021491455186891023,0.04885271112441719,,
NPY,0.03287775193086341,0.12226552601266566,-0.02609954913878221,0.10707463217215575,0.0032121491071871243,0.01943365701436854
MMP2,-0.07872773717142995,0.1015899173696429,0.04667533356055628,-0.02722109968813238,0.0083344802368337,-0.061182487281669605
ALKAL2,-0.02085408488213513,0.013705623702814994,0.019557631399200283,-0.005854267127898359,,0.045961450109918096
CSF1,-0.021791296021161467,0.009337007544912275,0.023318791937540016,0.0617601681322661,-0.018971935838325286,-0.03225954743875234
SEMA4C,-0.09706664752138609,0.06015265795859824,0.020618578655639035,0.0032927626197077997,-0.10798412232946024,0.0849639871783883
ICAM2,-0.10085006983571748,0.004568145194626276,0.03665086009278469,0.023952975164212274,0.15496877488166005,0.144533809601714
SYTL3,-0.04725738164023787,0.0867283509494604,0.04204018667933097,0.07323975734176043,0.11943478431305103,
IL1A,-0.04257589520616041,-0.024365520784092373,0.06486515776177124,-0.04528025798237764,0.02661052381717246,0.07727963476791709
PGF,-0.07809873503465241,-0.02474307190821754,0.01745430650794561,-0.02726954619147018,-0.0663396397546194,-0.05037621540701465
LGALS8,0.013901549934428502,-0.06446223383619867,0.009002872370419687,-0.07758943567072227,-0.02323522881703535,0.06346302531786623
DKK3,0.010231536762257546,-0.08464357337406993,-0.017979112321806802,-0.05685368991409947,-0.025778090220775134,0.18613089595272442
COL16A1,0.04283682162329245,0.02646295554819589,0.03604297595651825,-0.011344477946516359,-0.06986614924953645,0.07385297090029183
TPH1,-0.021864093571518195,,-0.020265312848014097,-0.04435850297317944,,-0.03796837168283457
TNC,-0.10378822019873325,0.12723623381108579,0.0517843480992733,-0.07000672552370396,0.061245445568815574,-0.029775307228713327
TNFSF9,0.05386609844151241,0.00710929404562171,-0.014299507701406703,0.022985962591113237,-0.00015381448990457947,0.11752979335104718
C4A,,0.02414089096820544,-0.01781397983025441,0.017767211104107606,0.027842425178532415,
CNTN2,0.1281362338707196,0.1409226969298353,0.09055301321479654,0.0108771481557782,0.0952256603100332,-0.1097423555944849
F7,-0.018392532520599508,,,,,
LUM,-0.10218633619465155,0.02422372102255099,0.07346795021427782,-0.058656715776471,-0.007283138548433409,
BTC,,-0.00653206759310911,,-0.002017442118725435,,
APOC1,-0.07520443446262888,0.04962637913720525,0.03164884056945921,-0.028501489139312015,-0.034053005205007536,-0.10822546696952452
PKM,-0.06633352727806602,0.0039439247131430885,0.02991230371383123,-0.0980695279725084,-0.050159854688422344,0.06759597096250093
TNF,-0.026993323689523757,0.13844486132672346,0.04887870586587021,,,-0.05463412726584785
GNAS,-0.03387118954355248,-0.11709783573164619,0.00553382616310853,-0.14587840277607753,-0.0240881341731939,0.016005246018997048
BMP8B,0.022389917795747356,0.04626933036388565,-0.002401187910544854,0.007963974384614885,0.0127798742628636,-0.002458740965092447
CCL28,,-0.051544514103106516,-0.016071273416648317,-0.006774396227927218,,
PTPN11,0.014844267362704805,-0.0010428210438758014,-0.011941676916116306,-0.02637902374268876,0.019938598258924484,-0.034425708401270565
ADAM12,-0.0740992117435518,0.024121655137013295,0.0282201453515929,-0.03088041880029374,-0.018468211585086255,
EPO,,,0.09375306017387088,,,
EDN3,-0.03258897226040726,-0.023598983081491096,-0.020474423723979927,-0.04862415398285826,,0.03823539944946668
CCL22,,,,-0.032932936338944174,0.0648309305698607,
CCL2,-0.05410936735210003,0.09849068636697797,0.05217090078531548,0.008319147865563231,0.05308158224063602,-0.02781840573038261
DSCAM,-0.029819901320477567,0.004245359314525184,0.025580840281484753,0.04409674340838837,-0.05948517209428288,0.0006011639011241563
ANG,-0.0103611639127002,0.008001535816630927,0.07484402004840583,0.04850018220003438,-0.002322851263101805,
FBLN2,-0.011018156897147071,0.1031070131283455,-0.003779448526523482,0.052793536782445395,-0.07588917709015897,-0.007491487743172275
VTN,-0.018184897658103747,,-0.01683925734650353,,,
VEGFA,-0.04671254986093274,0.053215424971987516,0.01232856955338843,-0.03465258001810303,-0.00012704548987068888,-0.03760552412243743
F10,-0.01717269592953361,-0.024757831421722765,,0.10402666711599877,0.03935760559578961,
SERPINA1,-0.013143856640207556,0.1361032669753327,0.02177697824533461,-0.039541710586746194,0.0021998540834695713,-0.04161816168371846
VWF,-0.0888876590349739,0.09157070201705245,0.006765397660051903,0.0009570501927103471,0.04424874306387092,0.00024246415128738883
GDNF,,,-0.020265314245846124,,,0.13094860833727948
VASP,-0.0625290966145188,0.024375681884984995,0.023482209144191014,-0.07453330362555499,-0.13165776118755937,0.07020539898610144
ADAM15,0.024452494254495027,0.09749539151935464,-0.009817296216237644,-0.057536598870544256,-0.07357260343843017,0.00035816839194501894
WNT2,-0.04721082115712904,0.012261288381976541,-0.01896532955159577,,,
CALCB,-0.001605975369780171,0.04708088061057484,,,,
OLFM2,-0.017181463365282344,0.06583764896247637,-0.00958372066348934,-0.05033295685639354,0.05572585432102315,-0.0703609157113488
MFAP2,-0.0940188646359836,-0.04543384156844206,-0.03298383871743853,-0.06390364129199011,,
HLA-C,-0.07886632377325578,0.10708092567501483,0.036067809004379184,-0.008984876405296428,-0.028754910117710322,0.0627652340402688
THBS1,-0.029348724363803463,0.12093947557869807,-0.014578115852226155,-0.06656882207369708,-0.006018730101443306,0.01706454610791616
HSPA4,0.005817620931343882,-0.05240759959958493,-0.0026468884707227702,0.03530586765696456,0.06782496616979329,-0.0047965803347117236
LMAN1,-0.004890497027969921,0.03936769986000232,0.016170303397363694,0.01839736003450878,-0.07557793294679496,0.007012237877836523
LYPD3,-0.03153986138702606,0.11394447586002697,,,,
APOE,0.014024200839567702,0.09804427678895501,0.007837830669261038,-0.03420743169278064,-0.07938714597191569,-0.057909679163270264
SOSTDC1,0.04385972216954856,-0.010432277516635223,-0.030815190836079667,,,0.07436376109047046
ANXA1,-0.10213599464370071,0.0701249355658231,0.03265286578947121,-0.005613539539758422,0.0018597873199680919,-0.06217966191583869
WNT2B,-0.020653015101673947,-0.0016636474193099538,0.008172472155835222,-0.02082566029750499,0.04030483505822308,0.013839342366129432
AMH,-0.020930951140493315,,0.04652259590567976,-0.02653089355617888,,
GDF10,0.0035837110390699737,-0.027301033961089904,-0.038987796956478804,-0.003912806925121373,-0.020657286920443847,0.04484360100176684
EFNB3,-0.0369877590664036,-0.07882711935024105,0.031230959219396077,-0.014843810099415095,-0.09684176501894551,0.026145319945739324
LTB,-0.03327253447161194,0.06095299260308215,-0.01865637202610247,-0.047192035177129776,,-0.021890362090672515
ANGPT2,-0.13079285652078312,0.13034865778066823,0.04906322773109924,-0.017767010055809076,0.035417206575736875,-0.03674915650687646
NRTN,,,,-0.01801876378311391,,-0.05629921587876963
ADAM17,-0.059963427291507984,0.023473170348569394,0.01885990290473069,-0.019944790726568892,0.022155526354752337,0.015810187019407358
LRPAP1,-0.04597588333311886,0.023695336244278997,0.020737741407280703,0.01638765723424924,0.017837144259750207,0.05647381632631248
NID1,-0.10571892459460115,0.07404856216336603,0.04525720048281631,-0.09298562233211492,0.09024924691739691,0.0010756717996487618
MST1,-0.06872646210104964,-0.03630041936022169,-0.019531668845486978,-0.0020401133446652404,-0.05089873784199602,0.08017664384247442
IL13,-0.020594341629706074,,-0.009450002745142499,,,
DCN,-0.10843154600644822,0.08823865896581075,-0.049541149968417526,0.03187305131820822,-0.018447213680705725,0.07995437278472324
IGFL2,,,,,,-0.04679599119244531
COL7A1,-0.034956187910966295,-0.040217529801589255,-0.03335318428106963,0.02986972485155462,-0.06521458173991128,0.009434363084152892
CALR,-0.06574254849233707,0.12093124230851254,0.02434810361669796,-0.0899625535042836,0.049343212099022093,0.017401949787057835
PIGA,-0.029005546755487402,0.031332218274356706,-0.011177842493580333,0.00436128737479125,0.0018641212738172903,0.011837275570930053
CD200,-0.006370223295784011,-0.07485888960592012,-0.057637579004922744,0.07277905699597988,-0.050013356551363006,0.12921346742530956
GRP,,-0.043224128656815526,-0.020474426805533418,0.061075850607409325,,
CDH1,-0.08553068199397755,-0.03355207547082541,0.00674887219980479,0.0027398261104080502,0.02095918391841104,0.010179093926478816
LPL,-0.0952636478293782,-0.004245032582103908,0.06893343461451022,-0.0951776866394754,0.10770820752555034,0.07322289862060088
