,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1
SEMA3F,0.11272316427315808,0.06478913624523326,0.20521860608448145,0.11767505855639156,0.09599352952864144,0.1152127656443041
ARF6,0.05090921867818405,-0.02361822969867558,0.060591433415788654,0.00957167906606379,0.03288398171490442,-0.05029676223414841
IL6,0.06624045632283364,0.10027213837459752,0.11909413548031166,0.062245958780560884,0.009767967552274881,0.000381028641873054
CALM1,-0.005079485945044518,0.06097046015468573,0.06579194516513925,0.030993789104252933,-0.03358337104451089,0.09425332116560556
VIP,-0.007615402665733107,,0.013766649580566453,,,-0.025065777951875035
NMB,-0.015640914136681058,-0.01259151442805133,0.043165578041839195,0.04447946969075023,-0.044153811730385045,0.005352519199368589
CCL26,0.03882280140976688,-0.031575541022026525,-0.009918029652738284,-0.022259641768838923,-0.012677674640353947,0.10515500624272409
FBLN1,0.05488447206219801,0.023016480115414507,0.037304731528950065,0.03741531925525281,0.18340583264128607,0.01214561795389308
SAA1,0.06230325938626021,0.11068955278580224,-0.0043355549503300206,-0.08259821316914055,-0.010479999675405074,0.039897334309216784
MICB,-0.03641207398924683,-0.010911435309783427,0.02067123436423697,0.006641999554748962,0.09738117817256813,0.09800856433919315
MMP13,-0.017093127323504497,-0.028013644186543698,0.10186481925903115,,,-0.021735806776030136
F13A1,-0.024121461919878386,0.0396595746553073,-0.10102203139592347,-0.07403392635110849,0.09600092714818995,-0.022647249253015263
CXCL11,0.048939683786774504,,,,,-0.010396185765316006
COL5A2,0.14370386212531075,-0.11520641640605608,0.11815749393656726,0.10819884136386597,0.13367314860683216,0.04189010732187194
EFNA5,0.10533056967745304,-0.052139869904846654,-0.054493985281482,-0.02512705011517983,-0.013234055182871398,0.019937665978633445
AREG,-0.00532518793645305,0.007805831382248974,,0.007498001419460207,0.014204401065009824,0.03167527285260057
EDIL3,-0.003214061868302461,-0.03517814058835756,0.04265555495851105,0.00472259892777841,0.09938799256761746,-0.012531757697612951
CD86,0.015801360712200417,0.07191143194690978,0.10864045264968299,0.024498070163012167,-0.032579640846443554,0.028086430533537737
AHSG,,,-0.003579488457780009,,,
HRAS,0.029615625054165876,-0.007046157520994104,-0.03507299383647029,-0.049091310988769406,-0.05658477951174608,0.05387024334473097
C1QTNF5,,,,0.06946267821691914,0.06712356468976466,0.05711600696799878
RLN1,-0.014882719159607781,,,-0.01615276964188646,,-0.017082112845495278
COL4A1,0.15692360669670055,0.08407203778365992,0.13991730240368874,0.15420079472747109,0.14881936416440097,0.04221998081429287
CCL3,0.08692427577883959,0.05905896223019145,0.028519163464130665,-0.03315093705764821,-0.00330750239385677,0.08088679470922124
BGN,0.11829566324383366,-0.043967400334880086,0.11932379731132486,0.1142228169063079,0.1573320866843523,0.029448340473318485
RETN,-0.0030875497663196173,0.02468936079703264,0.07498620278159644,-0.026719584417648032,0.0584578130743569,-0.0009078062024294884
S100A9,-0.012241513168033263,0.0626706958716334,0.048619376091328353,-0.05360426567671896,0.0148184144505016,-0.06989650110827886
HCRT,,,0.15285065759408967,-0.006965180650095628,0.03395946598031582,0.02835723144370077
FADD,-0.024752568347866957,0.0321430432018612,0.025136209469862898,0.05026134012334797,-0.005309116934039834,0.03134192059542413
ACTR2,0.06386177672558804,0.012281481763264662,0.007529919706159362,0.03320496506539309,0.02390573625797175,-0.06558012434265997
BMP2,0.025603945359845053,0.0384099330799144,-0.02523916025791248,0.061739084196734434,0.05320181481470923,-0.009559424403507818
PDYN,0.02319053292442841,,,-0.030367205057561315,-0.03888328962504416,
CD55,0.06398569544254225,-0.0030605390295746957,0.07304930697991224,0.037830088921300235,0.062080135361730474,0.03607122849122794
PDX1,,,,-0.005418042779705116,-0.018375513232997416,
CD6,-0.02937474247205818,0.02381542889255561,-0.00716951470047416,-0.018937601453194782,0.06511245896640852,-0.001544976850251046
IL16,-0.017942940283940407,0.04667085106529446,-0.0500741050823841,0.06311185306808516,0.054575148347350354,0.0009898060563457976
LAMA5,0.022220621306527317,0.019529411046990228,0.06746330142487425,-0.05457592738124123,-0.01269023677232542,0.013429777330660348
RGMB,0.032206762415917876,0.02057290006402456,-0.017377721060118645,-0.04721075070016306,-0.041538102499286474,-0.02914670261795884
INSL5,,,-0.04439613956824319,,,-0.029827273329813542
IL12A,0.024948140509058393,,-0.020126557626516658,0.12109370982817722,0.024602840934862945,0.009409500175638782
S100A8,0.052818964470521014,0.018258690004293136,0.023376440306707526,0.01308535256572774,-0.005070914395072738,-0.033892949307178746
TAC3,0.06001349918896096,,,0.08308956222359763,0.08671289262924302,-0.03554788629518822
TAC4,0.002970718378236777,,,,,
MFAP5,-0.01572060528876057,-0.03020947484392937,-0.04159471007046293,0.036298347341082955,-0.046622983067883726,0.01949091026383524
CXCL16,0.0057551460311841785,0.04797881775330302,-0.022685386231597857,0.05057460309919477,-0.010406280572535828,-0.01856431828713183
AGRN,0.1510530197361119,0.056648722191455746,0.14902799605154224,0.10319261116714962,0.037943337386058505,0.07887694467575508
COL4A6,0.11685377617445994,,-0.03653205387554556,0.0028544453189888203,-0.021688339169501403,0.02975334826210795
FST,-0.002869135136831358,0.00965680253353016,0.1983033953470688,0.020374997152478588,0.06172467199623124,0.029086558823218003
MEGF10,0.01358756076422064,0.04604397785913699,-0.016405109477185653,0.07782928092932266,-0.0416666348794373,-0.008704658104282831
C1QB,0.11443436384482822,0.10768527727584765,-0.0069086200492522775,0.0887372935633558,0.029952068304081692,0.021004395471300282
HLA-B,0.09083499843887023,0.012631648535313934,0.06019952697791161,-0.042897325206402166,0.026547696322200446,0.004957195937004395
PDGFA,0.10195752310073673,0.013005163082386717,0.015067121568912495,-0.055948646084187405,-0.029244503917081943,-0.0009508759748301678
LAMA3,-0.014085170854327181,-0.03811303878790468,,,-0.017628497966387907,-0.00620780491909223
DKK1,-0.004046239198854063,,-0.004080458241376854,0.004334967477444995,-0.018506873482695963,0.033029651556703746
INHBA,0.027013978242089537,0.004547538947812844,0.018430570791362243,0.031474248548191766,0.056409483355733245,-0.06608894162170292
LEP,,,,,,-0.017342499906361
IL7,-0.02839542760989315,0.013256696841669628,0.08702351630454414,0.01643179571552572,-0.029524875631354575,0.011463186408886985
FABP5,0.045495240817158694,0.06449765452549709,-0.018063659120260266,0.10596354419454435,-0.0431979436034009,0.05372463873426283
CCL4,0.0670845016745544,0.09139702912965891,0.06946725045381577,0.05927645933984438,-0.04495649126075317,0.003635111100483531
FBN1,0.008467757697496409,-0.028538958780076146,0.02381167299480918,0.05506340368066237,0.10114721966595244,0.052700717921712145
TCTN1,0.01024220030956232,0.04434186564031709,0.01240960653907095,-0.01861918158777376,0.05469182461559887,0.01740584572942525
NCR3LG1,,,,-0.025676590440131524,-0.035453114718719814,
BMP7,-0.014252233482671042,-0.009514138161145828,-0.004582110915238321,-0.005610168848634619,-0.05514241597773555,0.030902159543136274
NLGN2,0.00024816386756554894,-0.0027485839700405216,-0.0892237100244236,-0.010153886254708222,-0.039737016389818795,0.01775393065505998
CCL25,0.006389450602865759,,0.009070608164876788,0.01675939594138959,-0.010228517322592787,0.02091755701911787
NPNT,0.07099642976554203,0.0029234286719973064,0.07117707898542948,0.048614325388707004,-0.04306304987917693,0.025485702058986644
KITLG,0.10531658754553272,0.0037922205804648544,0.016701543831401024,0.07858527804068581,0.03214261002907381,0.028575534940792662
MADCAM1,0.031882558127247294,,-0.04957811996452884,-0.019450585272576044,0.006209227263131787,0.062470860814010085
F12,0.015401042299320536,0.058776808064617374,-0.05907857078652237,-9.525852202340447e-05,0.013902181530391154,0.002505649393572562
S100B,0.016769487412298906,0.0962422566359689,-0.13703824438366874,0.10401124400053399,-0.03674091917033207,0.06450798592657993
IL27,-0.022229626270800395,,-0.004123433830102179,,-0.015179420035275169,0.02419407506465915
CD99,0.057439949164281655,-0.0009122490044613937,0.10252357744577018,-0.007952278425770022,-0.055133232102055375,0.06098336038481088
PDGFB,0.12039565643591717,0.13978984288876078,0.09771737855303617,0.05550576099213165,0.019853999295143594,0.12924449792227055
CLEC2D,-0.016058044286228406,-0.035238659929615536,-0.009891705774274355,0.046120639842493094,0.0345873637934906,-0.023142673203494817
F8,0.022424403945612566,0.015974107965950404,-0.03238158764752551,0.018137804576897506,-0.011605571441498376,0.059343028403583346
C3,0.09496389698998607,0.024233598311914593,-0.01540741334582562,0.031058540083595237,-0.05075225801511307,-0.007760226145770904
DLK2,0.0059606132177523075,-0.01040240601832856,0.0040323714158837926,-0.00949770140304816,-0.03809688063775191,-0.01930623671737362
TSLP,0.0021774314931923824,0.04398024548379371,0.08201799319051689,0.0807759984040713,0.019200188646482413,-0.0177844304635832
OSM,0.03794042825670457,0.027281583869975097,-0.01732986644822039,-0.025628810039889986,0.026085292935766242,0.027455828871611285
PRND,-0.016322188711279346,0.11541292618224944,,,,-0.022559357025869652
SLPI,-0.05439445546796833,-0.00842645088253406,0.057364667651245066,-0.08537363209458829,-0.029009543983055313,-0.010786120060610005
AFDN,0.005022086606804091,0.015235880514806942,0.0032029910773229008,-0.04647365972271513,0.01917131145015295,0.06517032834440045
KISS1,,,,0.01750766889826096,0.05661336731366849,
ULBP2,-0.013604290318735827,0.10982388174878531,0.031042096501179343,-0.032307436262783436,0.013851296450746512,0.053049819506332474
ICAM4,0.07776553548127314,,,,,-0.020664261802677022
ANGPTL1,0.04526266940035591,0.03511615670437902,-0.042168248113700436,-0.026332475927858378,-0.03699521335662802,0.024172163656479687
LTBP1,0.016069780789218925,-0.08082869050252092,0.03682372637193513,0.00023352795075709095,-0.009728634249517486,-0.009672335467253582
NTN4,-0.019859624599750443,0.09463974625481461,0.03947273196713916,0.0077769514079825686,0.09526987332022818,-0.022064452056230633
APP,0.06362728793978303,-0.06624210807645947,0.047750584823453394,-0.058106797413906675,0.0066788602859143495,-0.01195847277034808
RIMS2,0.02552374939564673,0.06607493324944243,0.04573819889782589,-0.00923369165928643,-0.00436282431075508,-0.02131315140611623
WNT7A,-0.0057482308970467424,,-0.02036951315157893,-0.038832907473436096,-0.02079729754313079,0.022417830274862632
GAST,,,,,,0.08465786232938714
GPI,-0.017503596360545232,-0.0004589129148322378,-0.07281216839081,-0.12089816968505271,-0.056641121814439935,-0.08282949901643406
IL1B,0.09764730001885445,0.004790397203733148,0.14056003244749996,-0.061347827346772896,0.04100423584487954,0.037643311482905575
SFTPA2,,,,-0.015747226911707712,-0.01624219909210354,
HAS2,-0.008413040867943061,-0.018135574718900777,-0.021944694885144226,-0.0657571187916871,0.06235684019518843,-0.03465905363657167
IL11,-0.02222963198639056,-0.028666292417499847,0.022015907144019888,-0.016517735967107736,-0.044646499088705396,-0.045251411642714554
SEMA4B,0.03573839968152796,0.04415113721862408,0.13933440174281667,-0.05027054360944672,0.03221289254516765,0.03907012958141532
FGF12,0.003771413714973377,0.00743645860735591,0.1061197305901149,-0.026223320663452617,-0.002961246538194375,0.021309443924516062
CP,0.009270171736454717,-0.017104933397306617,0.0669010445867909,-0.09713576095501267,0.06786902640414946,-0.015791586852103155
NLGN3,0.03147694963331814,0.041323016716375685,-0.06920984523221833,0.025576469188712647,-0.016806263629810716,0.06774495945233386
GZMB,0.07539299521934184,-0.0050468071636328654,,0.05342928786442034,-0.034396362689750985,-0.01922195505658652
PROC,0.014366750179113453,,0.04920273954240824,-0.0025160689921005846,-0.004700592263152525,-0.021506245966525887
TNFSF11,-0.015096331175160358,-0.0328161993325752,0.201247653221258,-0.014905255564493404,,0.015189609357596053
AGT,-0.06337868423529325,0.050151354225889046,-0.02573408362240493,-0.06288209905919884,-0.045695923049686955,-0.003887428244256296
PTHLH,0.017288834726817012,-0.006009394052007703,-0.01971521262284055,-0.04599887841541033,0.00039181184112478093,0.056255152548579344
COL1A1,0.10131260769720304,-0.006970853327849926,0.11441695487586245,0.09889923766047551,0.17187852945981677,0.017076626467694523
LAMB2,0.07646344023176839,-0.033464827682880206,0.13905819523631696,0.046967828296039765,0.12083952073450982,0.062240113250613543
DSC2,0.02016513359338544,-0.021135567206908158,-0.03372285891999866,0.0021005680449848116,0.0436270783731237,-0.005698168229347716
WNT5B,-0.03162783867835362,0.06246966586520055,0.06725787545982186,0.004029323719423582,-0.02207372615417385,-0.029310168755939784
LEFTY1,0.0194036188459997,,-0.02507898818223697,-0.0006394297745928492,0.035071322896169356,-0.022986077104519647
FGL1,0.06818109903192952,,,-0.0018910406208391046,-0.022838214846381117,
CXCL5,0.04552516082785528,0.005698519976449297,0.006948540730242851,-0.05727804618964362,0.07846851503461703,0.024166220955386425
S100A1,-0.023767488260208778,0.024206028685165935,-0.054601965513497476,0.08124215060509767,-0.017109014978583713,0.023853570563883455
C4BPA,,,-0.03922555242085791,,,-0.017342495656277462
NPTX1,-0.016712518427675894,0.01427765015852894,0.0005259274712809056,-0.023112021477598634,0.03153652770435305,
TGS1,0.0004725356766467095,0.0019470357071465372,0.03495112364092932,0.052358158341150936,-0.00399202498354205,0.009431943273407194
SST,-0.05920457617518455,,,0.09126657387146786,-0.05411175638880487,
IL34,-0.00814304897175676,0.07376704306428632,0.02808557995732308,-0.05427365618265175,0.07670659471180603,-0.013569904563151719
DHH,,,0.06203011929504222,0.012943314371255382,0.01857617820834651,-0.02561283780136217
XCL2,-0.0169034990918453,0.11171517584546986,,,,0.027014500734010773
TF,-0.07444837257215464,0.0008777303475479257,0.005493032281844909,0.019593080040735213,-0.04467857598836693,-0.019022579568321818
IL33,-0.026900364173752387,0.0024699903181853063,-0.018493292200294983,0.008749407886896168,-0.04314041142209801,0.030563577932622675
RBP4,-0.03431607557192995,0.08494015559644813,-0.04600412408956995,-0.013808342477564734,-0.008232492433349545,-0.03197768172215634
CCL19,,0.1310889456277227,,,,0.01692195093194229
CCL20,-0.038301711039278326,0.04286882292019355,,-0.06279264729037681,-0.02903859046493604,-0.01971022389582399
NAMPT,0.03723412172760449,0.020427716328789654,0.06526959467623997,-0.10435988223258584,0.027346981771834047,-0.0852634157515428
