,MGH258,UKF243,UKF251,UKF259,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf
MIA,0.05048309369240993,0.014794275536037379,-0.020482558865640713,0.03369472023246095,-0.026101065020634303,,0.10643645304349628,-0.05522486235605567,-0.03888347583107242
COL4A4,0.006346056580154775,-0.04252640199235052,-0.0018538024694353557,0.014280811592603615,-0.013864225906437726,,-0.017888228832557505,0.08390413960545241,0.08107043478994695
TAC1,-0.03439822000557158,-0.006719588771126351,-0.026784807468084634,0.09168534662080628,-0.0064902135148158235,-0.024646712724361287,-0.03170168518015133,,
RARRES2,-0.12634417551946275,0.011323998144988625,0.007605915549807546,0.02574748650204343,-0.0006511331487201686,0.007335911257029587,0.06698514319909671,-0.03380124535020263,0.029897209147709863
FGF7,-0.004359274328373661,-0.051389964014618365,0.06864695373749825,-0.030305578782563805,-0.02155338223436155,0.0047676306214857935,-0.015398033506115351,0.01387773720465759,0.014553745027254478
HBEGF,-0.011434273053382942,-0.024044400844115604,0.134576925874479,-0.04133266006043379,-0.004247046746209401,-0.034114689671337066,-0.01343322957948155,0.0008519281209466438,0.034742011246860105
CSF3,,0.06702139554333632,,-0.020377837381906853,,,,,
PI3,,-0.03830243354214309,,0.0363877490694357,,,,,
PCSK1N,-0.07050710986421743,0.02989958218888524,-0.05704890145400502,-0.02565923217275311,-0.05539215386324231,-0.022539012279187517,-0.034850223199163116,-0.09440510515176126,0.05653431322179417
NTS,,,,,-0.01583826648508941,-0.019935047129550874,,,
SFRP1,0.10651554281893587,-0.06566128948161369,-0.004594594796668944,-0.014917576762686938,0.01699338372759647,-0.006274386816912044,0.023157083275977347,-0.06215143924579124,-0.006982934427222252
CXCL13,,,-0.03165662697432503,,,,,,
MICA,-0.02787680368230317,-0.024244599926652115,0.040667738575178164,-0.010756724204602384,0.013655894262288313,-0.01640848462255921,0.08663684984415232,-0.009940640131426343,0.018186337223661312
TG,0.017997279047167615,-0.03390030326370803,0.03761389118051028,-0.016098428781929266,-0.01337861016625502,,0.03568125906865834,0.08057981745313039,-0.04024871999474596
ADA,0.05270124061641011,-0.0024540797112434496,0.0022085767161954296,0.04287921368439303,-0.026779771716575498,-0.02084542362713792,0.01136583216597473,0.052678780788858674,0.025615392138709517
LAMC3,-0.02358577355847452,0.011091979067454998,0.007151439409193058,0.00019562983832301044,0.026589074813534192,0.013734536808038034,-0.009884601465310996,0.06571677145788266,0.027620975862385214
CCL7,,,,-0.011639138288403416,,,,,
NGF,,0.07291294478137347,,0.020666535418624454,,0.006324284840990854,,-0.02239843337452152,0.06023828771636364
TNFSF15,,0.06617232898954269,,0.009394716283893285,,,,0.08079118128021386,0.10086093562352388
HMGB1,0.046885197652865855,0.018972763881410587,-0.03822529731996941,0.00539066223198181,-0.023210945818025363,0.06679400431157857,-0.040250839878159125,-0.12163856516212401,0.045767898951257
ITGB3BP,0.014426323087318204,0.017165362447137206,-0.017941851037279747,0.0260203454812381,-0.01583277107062395,0.05510064712304794,0.025798065351304682,-0.009762508705337432,-0.018637492442165855
AANAT,,-0.043913540494743865,,0.08401680275602066,-0.012031462307354312,0.09568391592010943,-0.01685296645975267,,-0.025746136139179945
RELN,0.01049775345465721,-0.04224441866143035,-0.030955808929906493,-0.02046993409108529,0.10727108804152534,-0.016123913943239056,-0.018657688510140304,-0.06215145499478244,
IL15,-0.014489535419734257,0.04101113139177747,-0.026090884766166243,-0.012555066650842705,-0.014949556897494554,-0.03840631565509285,-0.0156303474599818,0.016818385379755846,-0.04352224707689935
BSG,-0.07658500214310925,-0.005957614382882356,-0.005485577923178017,0.037637617104725726,-0.008431078169365362,-0.0026965472015140143,0.0453793321884343,0.06220214528977627,0.0007188995335571499
ADAMTS3,-0.03838968296817328,-0.017091397095832905,-0.000841929207276723,-0.027275747786732623,-0.012038071623326112,0.09422906977369337,0.02739760420160204,,0.013989327636801161
CD34,-0.019538223176977426,-0.048171205736743855,0.032426389109530544,-0.030735455689187303,-0.024586603300195537,-0.054689568163315175,0.004093612797842515,0.04189634493466911,-0.016196392546216187
PLAT,-0.04036615682188838,-0.0153200272169664,0.035920638130549624,0.0428349716601776,-0.0019506974503042506,0.05914080849492044,0.04676501475409323,0.015436245401230475,0.10052455634509387
LTA,,,0.07986706314802416,-0.01491757606481925,-0.011587552076450623,,-0.015630349389399185,,
CKLF,0.03731862516421374,-0.033940508813824315,0.06767197737093053,-0.01147266309203647,0.06468172252803443,-0.015656495046759672,0.025998540380994032,0.0991324780161007,-0.005368871060504005
CD24,0.15744309714087545,0.008082647307665282,0.04803633208712055,0.002039532557818318,-0.037841814962027404,-0.035299285223760794,0.05675251546387163,-0.12122944354864525,0.08180894462898229
HSP90AA1,0.11853697257193363,0.01632787727965043,-0.014407522522649109,0.007617529612267078,-0.059530770337096015,0.012436264019785198,-0.06905695558238872,0.01705689162737366,0.005661552883406565
BMP4,0.006613115118104548,-0.053025399054831786,0.024602464075800207,0.0509661551307076,-0.01521810119682133,-0.02989371869762651,0.03654965643721746,0.0315852132235435,0.06887701286431173
SCGB3A1,,,,,,-0.0329909684879513,-0.01090665110119694,0.01829695193180202,
IGFBP4,-0.0032569550212258463,-0.021710808749569283,-0.02481087710222196,-0.0020244311832410887,-0.008233106286767442,-0.030458859439054634,0.023841319202100506,0.09363335736814932,0.08908101542780064
RSPO4,,0.01012162434785374,0.09564445901073222,-0.022833963732532648,-0.01347702849712678,,0.009787508744493436,-0.040818053655840146,
LEFTY2,-0.039443459965654,-0.025939574503614702,-0.02481798277967869,-0.03333202634153115,-0.033189213304531284,0.0897628159810392,0.04922070866092286,,0.052307919338223374
PF4,,,0.006611506779605966,-0.01015491885193478,,,,,
ANGPTL2,0.016749555304119344,-0.031057650353191555,-0.004692694568852944,0.0537805129422199,-0.02486091796307651,0.04665838480531352,0.1186600406212565,0.08550809231262042,0.07396674991100143
LRIG2,-0.012975805506665413,-0.035446147593644374,0.04700619729042613,-0.0016562742334060626,0.048155660764082855,-0.02970043838767845,-0.029130491574026182,-0.05215361362387957,0.04253550132165171
ICOSLG,-0.014517440696380068,-0.0008592390553281834,0.048870150713839586,-0.022600684365973307,-0.03555947794079906,-0.01415673214716501,0.03153298178839288,-0.017458073066801433,0.021545838982013923
WIF1,,-0.06965202260332493,,,-0.010399903678613725,-0.03232342821903341,-0.00871141641464671,,
NPPC,-0.047556212225845086,-0.0184008577201178,,0.0027396451646269147,-0.020286907645336028,0.12167610876169888,0.023406044469971733,-0.041180810197505247,-0.030828317753616958
LYZ,0.0940384298396525,-0.029310632459538334,0.054908216180466186,0.0037080525181181732,-0.0012482988072253568,-0.005291557301402659,0.006253449485759458,-0.09708016067367313,0.08310276688746779
EREG,,,,,,-0.02050735121349676,,,
SPTAN1,-0.06544021563672422,-0.002541154031103859,0.015775937697324945,-0.008002747866219417,-0.018181937191095912,0.030758355097392533,0.007142779064714911,-0.0008077121679011522,-0.006826488998123545
LIPC,0.005907312017746087,-0.06277330652095503,-0.013575851892620259,-0.0023263569894155342,0.020556620066175448,-0.03672829225302304,0.07408512742917964,0.14447666178049018,0.08117459720050504
COL8A1,0.09746821489649989,0.12131482678215565,-0.008162911703267276,-0.0008392686932484136,0.0011421592102181465,-0.06113260978779525,0.08711133619681623,0.008287698987905226,0.07171867897199725
GSTM2,-0.046900233991139004,-0.030456224590089502,0.046434710554056874,0.03957645252362967,-0.03204221374274858,-0.03261719475742457,0.08286661975684599,-0.014972925790816488,0.004455806722362241
SPX,0.07372537314896067,-0.07497688322020574,-0.0007134977671507563,0.08308113684810477,0.0032818611012606722,0.06785576143462896,-0.042560779591175345,,-0.015881122029237367
MFGE8,0.004907121399000597,0.08975593118265855,-0.039055811079070295,-0.024537230418059445,-0.029849884348858005,-0.026334951154951537,0.004624573755466136,0.0335838124323072,0.10315733550744476
TGFA,0.002138427204568373,0.12029853596583784,0.003306639594556803,-0.013200039669383707,-0.012991539897347804,-0.0007295685351060482,-0.006880003680290185,0.022435740228919556,0.042763798561940534
SLIT2,0.016527914759674456,-0.031234415723186727,-0.03845994387090763,-0.01639030285968683,-0.025450990635684415,0.030659992578901125,-0.015631723987568364,-0.033991489456660515,0.02696043827943966
PLTP,-0.03430346696192898,-0.04747557444784533,-0.009578381203613281,-0.041462409130012604,0.025669686092855037,-0.03191260625136691,-0.005206078411862493,-0.11092571992492524,0.1018695781479337
APOD,0.093000839860134,0.03663659649648101,-0.07851360228586986,-0.000580552496420389,0.023181899760700383,0.060597277571146156,-0.02949462628885136,-0.05350392161139977,-0.018612950189099853
B2M,-0.039742324681112516,-0.06437698984753956,-0.04085185863092466,-0.05612600729538584,0.03297358684657091,0.00740711794131408,0.06682895204825098,0.14736665509038854,0.050605615304545847
OMG,0.04699867151736461,-0.08108448001337977,-0.03484828705251869,0.02160845437366405,-0.05327388075181348,0.042876135930382815,-0.02829274388187666,-0.02249421267981844,-0.037920512873393826
CXCL3,0.1388767635773939,0.04588166829200032,0.015467137483308501,-0.04656676066355368,-0.044381897495732604,0.04673786839300603,-0.011256682003901041,,
CXCL10,-0.01959057405329463,-0.03868577683108921,0.026149137993010874,-0.012022753929096769,-0.015540406483274536,0.0676701015035723,-0.017888229962653098,-0.015149088424736001,0.029388889240582236
RSPO3,,,,-0.011792957115703493,-0.020355014303790636,-0.04404366623506126,-0.01176301574278281,,
CORT,0.007972097537530984,0.036007730066624284,-0.006593787536233638,0.020175604655078328,-0.023352716812918155,-0.008385347513014894,0.01605362690874839,,
NCAN,0.05626640794502977,-0.027630583712053187,0.03226941777355,-0.04868415916545611,-0.015219236120956287,0.028299060323319657,0.051333328060489035,0.06209062301802832,-0.05644491979313977
PRG4,,-0.01797770954914195,,0.03854043928499859,-0.01722310740165043,,0.1537174075961378,,
ZG16B,,,-0.026836149906783666,0.05065699228087034,-0.009207362025129055,,,,-0.028621083803387133
TGM2,0.019543449918992768,0.00325826296425342,-0.047973510958401494,-0.03598562768446331,0.03370109942970225,-0.009851188619377891,-0.015871291445516973,0.003037520995283289,0.06724044644447039
VEGFC,0.029805375039166415,-0.03286043593504254,0.003366481226299512,-0.006680416632255059,0.10000599380779868,-0.023173217579556187,-0.014035392743636868,-0.05260336106694078,0.05848482101307274
WNT6,,-0.04167578706974049,-0.02481798343101432,0.0016578573941547871,0.10516401284867745,,-0.012249382042451922,,-0.0005849931763923838
NRG4,,0.006732948642234398,,-0.014165365946991854,0.047261941276971496,0.03622083257459738,-0.016373922712506265,-0.03257764108983007,
PMCH,,,,-0.019627494559432367,-0.01347702784671459,,,,
COL9A1,-0.05439393276331657,-0.0009627929002145361,0.015224074259843743,-0.01479469086210748,-0.012234670898345037,0.007074891872642027,-0.018657695666549918,-0.05727892614958445,0.05630716355909133
GDF11,-0.060754299479420265,0.010544468214002782,-0.02009231328468632,0.03471312909156774,-0.029354420336183906,-0.0028843131365346,-0.05650567709056467,0.04111193087529982,0.0029112904699492193
SORBS1,0.02031961805119206,-0.007565042097918887,0.04229762200868348,-0.01669754001949945,0.033949078667236204,0.015415573704992703,0.014211528553290456,0.006487252129771702,0.007807966523760573
DLL1,0.10131393997566318,-0.04408131936038369,-0.008260203406894184,0.01738273563478372,0.03874983661187079,0.0034986256383871496,-0.0066741240490526274,0.04630852146321198,0.0863065671650691
TLN1,0.013756547555919211,0.0020652193365886403,0.050914470389963266,-0.039238976529251686,0.06989939709818772,0.01637652819755836,0.024754579145754053,0.07298602232337802,-0.05597317710384033
COL2A1,0.08748330075945472,0.004350934266858325,,,,,-0.011427843264729114,,
SHH,,,,-0.01209497755080012,0.04409027173675748,,-0.010906650147887737,,
PON2,-0.0472743367258867,-0.03085224167505915,-0.07605902481661925,-3.1864032388757565e-06,0.0054184681114050615,-0.021027637283565544,0.03547341432606609,0.025947796969146477,-0.05349163089221389
ICAM5,,-0.0740773903507707,-0.0319463183917662,0.012553309313897715,0.008208095004033798,0.037719003969068805,-0.021300098594594395,,
HPX,0.023876338648980533,-0.02626314545033746,,-0.029428725812215974,-0.002548301275404001,,0.021959942000152312,0.0018191477818301559,0.06524231448635842
SFRP2,,-0.012707136696601926,,-0.013774868699333696,-0.01505922767450011,-0.05502592126983618,-0.021396056430937744,,0.001300417970274891
CFC1,,,,,-0.011587552776746253,-0.021065239357133066,,,
CD70,,,,-0.023413357454152676,-0.021614843104442904,,,-0.03535619903455954,
HP,-0.0008513826168488629,-0.0012223932155989614,,-0.05134195429278572,-0.001368275599565462,-0.003929077117114241,0.10465274203993598,-0.028999341198115862,0.030146130100426733
CXCL2,0.008955398942509936,-0.015529669356470554,-0.015496237829108195,-0.0056534894217439395,-0.01957208460807684,0.07733093392490216,-0.021586881995950616,-0.03209420880197095,
NPPB,,,,-0.005928415153007717,-0.010146532461886877,,-0.014035393764471231,,
CCK,-0.01872707955640979,0.043236025137411774,-0.09919584309469456,0.05249895199819861,-0.027872973826148492,0.017058169844041703,-0.04734641249724177,,0.06824736872292059
SEMA6A,0.027403165949339156,-0.005357290793326013,-0.0017688773633346485,-0.02770171021664456,-0.011691230107248285,0.010683231906986897,0.038781624954763665,0.0763054963621616,-0.02756947513014622
IRAK4,0.007507923413219493,0.02327318265315945,-0.012893513117128691,0.005170232551853277,-0.03018091540845157,-0.016678326172082716,0.012716396621741484,0.0027186615106947953,-0.00342450468991464
GSTP1,0.031411016759771676,-0.013900264802227344,0.03919692478158458,-0.011716600114062241,0.021181119344938173,0.00729428084713152,0.036040830225598564,0.06941418062696905,-0.0306658015865201
VCAM1,0.01795557987095,-0.055192906068241676,0.0152677100899819,-0.021342380775155878,0.0044602853169273,-0.055447552551232085,0.09223324394946347,0.10191986811124663,-0.05366421455633727
NXPH3,-0.04265551012538385,0.01698331663354657,-0.0481248212101798,0.06266561302191585,-0.01229549227013538,0.0013225254142466226,-0.01547192860580836,-0.07265244017463642,0.06886558244729057
MTMR4,0.006182477458850904,0.01578007292953802,0.09658474401305628,0.049318889436454245,0.012055685312775838,0.020220811088274605,-0.05197245817466807,0.08360951806899176,0.027859331558689717
LAMC2,,-0.008562950902491458,,-0.0270343982946547,-0.012773352379888516,,,0.08075310299810207,
IL10,-0.029957066047159947,-0.017976295394915746,0.03055485995652166,-0.030372239638276257,0.022523792520477922,-0.04161816014696995,-0.01256367284032501,-0.004363649723426019,-0.04924953833119896
SEMA4D,0.0732376581875243,-0.0173756067783913,0.036054629160907875,0.010299479312197816,-0.03205700144505831,0.042200824050925796,0.0255585851486826,-0.00820947480477145,0.05094392457466097
TRH,0.01660200236546715,-0.010776057403896722,,-0.028671034067214326,-0.023968022506165837,-0.016561849169019333,0.02090510465198536,,
SEMA6D,0.00024240289569569902,-0.0941863047141507,-0.01046264550270068,-0.01068388504267668,0.03280789146405642,-0.011892283392904105,0.014989427783945034,0.03310387972419069,-0.01099901239292117
CEL,,,,,,,,0.018334186303564582,-0.039567162475064165
PDCD1LG2,-0.02552616325402607,-0.0034606424047366603,-0.048184554313771985,0.003492492094118421,0.0257798574970196,0.028718698522999186,-0.005300419941720348,0.04869640263426176,-0.029574172285424128
SPINT1,-0.05356962603861004,0.07092178727741714,0.03963780180081243,-0.023991279433188503,-0.022190908488212424,0.004712618232025622,-0.01844076700311486,0.026629126014848768,0.1064278193917572
CTHRC1,-0.05232321796010346,0.06053296919466442,-0.0031657520446895532,-0.004773363168472391,-0.01025528024313953,-0.06310084389548473,0.05769328316157348,0.061496694502815044,0.07676206220379667
PODXL,0.03817734773370227,-0.049317818405461976,-0.008047474598186999,0.013694366491214804,0.0018749138996063761,-0.00909757131661728,-0.037371427241777076,0.0700628478577054,0.03043307994375926
JAM3,0.013652487071560844,0.048721436253349154,-0.033061403828018775,0.01682196572277862,-0.029149743533159987,0.051634631580162446,0.04100173895349511,0.10746616730889658,-0.06307011627126594
TGFB2,0.09595491580049266,-0.03264429966209965,-0.015960160289894842,0.021064027602107408,-0.01766130199974299,-0.010455848529908761,-0.013001667085753163,0.04920969391550874,0.05723115996534809
COL18A1,0.04223642683745274,-0.04270632313323404,0.001261849168986899,-0.04619448395001171,-0.02356764325719198,-0.0314863759735664,0.02374024195305044,0.03727601336446025,0.08002299668146337
NODAL,0.054041454450671024,,0.07354685057843091,-0.02381994816667742,,,-0.01929548960877417,0.10800907526729199,0.04825228665000275
INHBB,0.10948343651447776,0.07915028385162828,0.02385654673146251,-0.001325238081915134,-0.005890543843988056,-0.0049223274233723404,0.02202085662813298,-0.04644354038347248,-0.024594306186874203
ARF4,0.030048104532774057,0.036201904578625155,-0.026470092060574234,-0.018944968620467312,0.029963104811776994,0.07445924587008793,0.055658063562755655,0.09502991911765221,0.04800227679780804
CXCL14,0.07219558501582059,-0.041413023126407274,-0.06353864074349234,-0.011625507974644482,0.027967992284676092,-0.05168015979532059,0.06768313569702672,-0.06839867013690867,0.0458989751248222
LIF,0.020698438047265292,-0.07360270025675517,0.003409088877806711,0.004467895508729301,-0.02147199352338358,-0.028660441919974917,0.06694645549972696,0.043143202730615046,0.0963928778361663
IL17B,,-0.03390031895449809,,,,,,-0.031107625340619373,
MATN1,,-0.02671029184860498,,,-0.010273964953185036,,-0.011427841842588701,-0.033991556458042825,
ADAM28,0.06322034801488602,-0.07494800140465811,0.02935648407071783,-0.00047034493489265904,-0.00234696179898893,0.01816254751657022,0.03816577219149533,0.06406489689694528,0.005858007002981214
TCN2,0.0004350550226486493,0.049652012509455945,0.0412421120258852,-0.00012921728466798763,-0.0437820060486653,0.03478425768979842,0.025621697684964886,0.02998943079226779,0.017231455084599803
THPO,,,,0.06160064319708411,-0.021092004563176104,0.00934713592102305,-0.01142784315533368,-0.03257767702588881,-0.00634462742037854
CUBN,-0.03230324582164838,0.024377217309109404,0.04164688440023294,-0.008301693002430392,0.01687196924027963,-0.021877487005926278,0.010447901900237958,0.027639816491389593,0.051421772772278676
TIMP3,-0.01713680794223055,-0.026861565131177514,0.06561119441268842,0.017351359263691933,-0.04864873783622183,0.004666217819543938,0.00043361281969508866,-0.06787661668893745,-0.03381934912418786
PIGF,-0.06329476055027752,-0.03557080354676875,0.014214237662059067,-0.006948397274354163,0.013880450844370729,0.08051993700899032,0.058213460325252445,-0.033601034071257835,-0.0379182747016136
CRH,,,-0.018867874150541464,-0.013642369181356253,0.001535798483950146,0.060934503978038915,-0.015630346019712946,,
BDNF,,-0.04838488224128188,-0.014455144206066821,0.04772041641125146,-0.04329445452034858,-0.028239113051829395,-0.012870686485972739,,
CCL5,0.10176482547592454,0.05288916129548701,0.08126112737245947,-0.013901450086343857,0.10272982658235927,-0.018498113877407105,-0.01550324350221745,-0.02566223864092859,0.005406618844976672
GAD1,-0.007232173347291556,-0.05335428539715084,0.011969873037464981,0.05814496645866637,0.021533440355886734,-0.004629247540027916,-0.06008710565898156,0.14367902449456857,0.01800515587226795
COL14A1,0.007363069963070754,-0.01721671013820868,-0.028557056252089645,-0.0006903362077964384,-0.022317275210940443,-0.05018101796677034,0.007637539400534562,0.09326806559002489,-0.04273842761751288
HLA-A,-0.11982325013467028,0.010784570136228012,-0.06697508684175472,-0.019911833141880192,0.03609175698560908,0.038028881496916314,0.025911916340660344,-0.06118746486765948,0.06244016174788552
CD5L,0.11104745552804304,,0.02385971119368474,,,0.04029507471312718,,,0.03366171187871457
FGF18,,,,-0.010838760293812992,-0.011008958209926556,,,,
ADM,0.015426259997096582,0.0853562811102559,0.018826745129005295,-0.017579877814781222,-0.015437218056224056,0.013839956967830705,0.05119946343187036,0.01860414171846723,0.06694006623907106
GNAI2,-0.016565139655678802,-0.018343021160297894,0.012206052495342292,0.009507546882170337,2.3681980502911e-05,0.02711702069821859,0.06231330166765365,-0.06684129026678702,0.00872045135140355
HDC,,,,,,,,-0.03879359443361767,
COL11A1,0.07164609431125282,,-0.002618530370121334,0.0085355737880767,0.006405218733660264,0.025026966215589287,0.09868468386124972,,0.0769221515208274
NUCB2,-0.10265405516398465,-0.06799211547363802,0.027056615850275845,-0.03660432098702987,-0.03517696709641455,-0.019959532410112772,0.01259405566048169,0.006663266478329004,0.01344954300988436
CXCL1,,-0.006997290227060784,-0.0012687292517096402,-0.018323943922562,-0.02324728353094657,0.04406069478681155,-0.015503246130660849,0.03273967951646191,
VCAN,-0.04251699324851187,-0.001984726273965199,0.02135282651166368,0.020905583927264812,-0.011211112981861126,-0.020934465698672293,0.05098586629672599,-0.15611698678689126,-0.05519266669903466
MMP7,,0.06100363765365898,,-0.021548192747426073,0.09804435305254344,0.04561413836167883,-0.01766289584650695,,
PTPN6,0.028206217725812582,-0.0417846790001421,0.023405228988421584,0.015259743735466607,0.06554539506918071,0.03853547649425554,-0.05414845281490818,0.08714489215886106,-0.002307880748045593
PTGS2,-0.022233285391776488,0.026630646489242283,-0.017182276371236906,0.014982988347977608,-0.034657726908617785,-0.06514139143499563,-0.026378249984539682,0.0587904523743891,0.00991250946849554
XCL1,0.02077682392938018,,,-0.011792959100482057,0.05230728091847829,0.02343169366296037,,,
CD58,0.01932818107531558,-0.01541637578351569,-0.0030481099072856045,0.0011577223344589845,0.029544489404917662,0.03647367760119907,0.032164733328655624,0.11462237176878247,-0.06255581971826966
TNFSF14,0.10265885490148423,0.052663986634372655,-0.023048141477398674,0.047296381576861196,-0.003947237939600365,-0.0061871436242875374,,,-0.021229471484164656
CNTN4,,-0.044186599609581975,-0.0139725727005895,0.09095863721823022,-0.02810850779745604,-0.0006243991281467743,0.030366040454157223,,0.029472207545919272
NTF4,,,,-0.014917576820842583,,,,,
INSL3,,,,-0.010838758167853423,0.08040178577339609,,,,
BTLA,,,,-0.017204403159311755,,,,,-0.037817958907051835
MFNG,0.04767206029568212,0.04605644098107834,-0.03796811419656158,-0.006295362820154416,-0.039047251274447754,0.029951405160339215,0.007263806220705162,-0.011838268561684526,0.0397332554179794
ICAM1,0.06207466231760666,0.044495707579226544,0.017650128929348034,-0.02314177483351454,-0.015876711468463093,0.002249526851247388,-0.018414250755317118,0.0302258291387452,0.0708370465689414
PROS1,-0.04509852239153781,0.04492581490139776,0.008628486831983377,-0.00554518986237275,-0.005816833215923577,0.08070632620184097,0.013964781532031807,0.1440881248898278,-0.024608950639094705
CLCF1,0.011811364573030825,0.056958116146376386,0.005840038457057363,-0.03588013216377434,-0.0022110931150333417,-0.026501757113521356,0.011226472710911713,0.011015837703575379,0.019840318712618914
PSAP,0.09062703546140681,-0.019231817876563605,-0.017445756980821146,-0.001909846777565501,-0.008219067463399397,0.006267102691490753,-0.029719629168247653,-0.08344629128029987,0.015384176189354861
EFEMP1,0.03266477242580476,0.046846692363390376,0.042621180589271494,-0.0016402139775178923,0.04733864596072282,-0.02729806548470972,0.04126256026819445,0.07996250326920264,0.11128952333763938
C1QTNF1,-0.029024292427712373,0.08003434969517288,-0.05291540962967185,0.042647616673277426,-7.763363205059333e-05,-0.027909157487551302,0.014209631905467337,0.03930478698085029,-0.016272373288240063
ALB,-0.017039303321719705,-0.03780552575271044,0.008975553096558866,-0.01924266770178077,-0.0127733520529239,0.011026695919008537,0.11649787429031978,0.11558463940649952,0.0583223624142618
EFNA3,-0.04559696212082621,-0.02049353846522642,0.02175470190358355,-0.004195218757181677,-0.016027627307066274,0.007034520582585107,0.08359934603175595,0.026010755101693848,0.0875415777009518
DRAXIN,-0.060355006802429875,-0.006430888074248462,0.019126848230277785,-0.014651036015717399,0.0005547061504589408,-0.023920002421971235,-0.028156966690098515,-0.03837431649943077,-0.08416489053685935
NPTX2,0.01764927669718292,-0.08275923278422037,-0.043484105266817355,0.006332933374752324,-0.043201281628577566,-0.012536013252538579,0.02410790363858467,,-0.021748418483023904
FGF11,-0.022919442152229585,0.014169248340372143,0.005085074000054725,0.023146533022929402,-0.013846950682552074,-0.04667765210895561,0.08823892426443389,-0.03292170528168786,0.017886406484288506
CD59,0.09077043866493105,-0.0303456143882057,-0.049429771528353976,-0.021715570656407272,0.007313571335714947,-0.04119171688761601,0.01095674314821607,0.06226670678193302,0.06577014996741977
COL9A2,-0.02331342592303859,0.0016724866916858832,0.06792491705374955,0.0729313510104925,0.0006156435326944531,-0.04685987665815062,0.030369956774290253,-0.07517348201376389,-0.088068745281878
DLL3,0.06742659572006546,-0.015097542836726954,0.02774684670143722,0.0457129668102334,0.054090593912450025,0.03406259218982668,-0.03582882199211523,-0.06033807644543539,-0.0034102373462570304
FGF5,,,,,,-0.01680455931832346,,,
LIN7C,-0.04702134383394594,-0.07779887763020352,0.0018695330062523845,0.07285115350747923,-0.015669937816176906,-0.02119380072347,0.03420425785223848,-0.076656047956492,0.045853784809846726
GDF7,0.04387679211476395,-0.026710310025841993,0.01855523642826358,-0.01933950895539406,0.0034536889060509677,-0.030889393807510022,,,-0.007017954011277825
PSPN,0.05794282682076616,0.027649838885527446,0.0307796557364705,0.03860713295058818,-0.019490479306202246,0.03700234772888552,0.023977066062554106,0.02366304203840055,0.07002602838898303
