,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
NTS,,,,,,,-0.06094485911886181,-0.03416094403879697,0.06496902109868405,-0.030942973934942032,-0.04562284908585798,-0.027005588016814516,,,,0.05779307205638683,0.019648462933411586,,0.07128282357662302,,-0.02176842967257132,
SFRP1,0.0005775204735839281,0.10895518783580607,-0.004013875778276362,0.016138066630321145,,-0.012456868041211603,0.05960620144925477,-0.0026266667869407623,0.03561603899454619,0.021589519521928547,-0.022633881965789752,-0.060855382849604456,0.010917479853189086,0.02896819381250105,-0.0009875833964962028,0.08759078791164047,0.15140920814222608,-0.10292600443034047,0.05628975764323728,-0.050652108963906387,-0.021262586516032113,0.09116071588174168
CXCL13,,,,0.036210342866509815,-0.02958151746353552,,0.04884028254797192,,,,,,,,,-0.017506953971513615,-0.02386911446615276,,0.031168185544048273,,,0.04276511598734159
MICA,-0.024123195077581316,-0.002788230236902147,0.03960029776365676,-0.015801611463187256,0.027958399940591575,0.055996869856836856,0.005781483477088401,0.002560175032567651,0.06446642434573752,0.008135583508313025,-0.004083904420100908,0.019705946395249092,-0.020583595989995835,-0.06908778683291526,0.0375311856852344,0.009779650750046106,0.07563241354861483,0.08927812362579095,0.048854953922997185,-0.042502167641168445,0.01551678515030574,0.02574294821531661
TG,0.015607329912362591,-0.03094148223677486,-0.034717136389592555,-0.02296994895188404,,-0.03367832835871648,0.030353986944505616,0.010386890987798629,-0.007341433956300749,-0.02066821992883771,-0.02310956508966999,,-0.032778229643632646,0.022323299938663464,-0.013857496243357253,0.002021248127024064,0.08381703837095539,,0.020258615200128824,,-0.0005208589895545155,-0.045690124085557185
ADA,0.00939091766420826,-0.04575739743878735,-0.04072752474652571,0.025827219424656354,-0.04438303375449967,-0.0027293021408981493,0.04720407012244033,-0.019128386881338576,0.07833345615455771,-0.0447229059291816,-0.006434881804661251,-0.1146243142778383,0.03397528426418669,0.022179160835023266,-0.020956967977079115,-0.00542341642059569,0.11902176609914485,0.0771059131320088,0.04828394884016273,0.09182826362845176,-0.006203430404767945,-0.04577997907833243
LAMC3,-0.02611699800454197,0.022505877543154577,0.04013052558682723,0.022906908717406756,0.0374696972524425,-0.017409530452906084,0.01068820523810994,0.0030335254995989464,0.0789986111372399,0.01932123577208987,0.014854878072273954,-0.021477763942514654,0.0007550046500401506,-0.03186998449395355,-0.0055706969192363676,0.08340519106538925,0.0893823867379925,0.056328567935911976,0.11444562552725489,-0.017802438011386028,0.007395851285827272,0.01497671996362224
CCL7,,,-0.029490323542073402,,,0.179746308356456,-0.02904469622445041,,,,,,,,,-0.05805181808477873,,,,,-0.015403986959677735,0.026927352145780105
NGF,,-0.02236223111549463,0.005729742810660044,,,-0.0076769296983370755,-0.04425440170019974,0.0012439172493038362,,,,-0.04090504971452833,,,-0.06676755354108534,-0.02901774246454201,0.12167453732434307,,0.07886833240690357,,-0.04611907268847686,-0.011445163784538361
TNFSF15,,-0.027664870772482947,,,,-0.0271142228642783,0.02836132800373472,0.0035137293597515416,,,,,,0.0005570556876164098,-0.048848069251506254,-0.040399619874219556,,,0.004393850976570101,,-0.030398706946516075,-0.01745257156202003
HMGB1,-0.010916657301634184,0.004272899949944934,-0.017286506542976636,0.07661991668626983,-0.0036402048784884814,-0.01641529372523427,0.06377225349443756,-0.016599396529253293,0.0793637449478169,0.05859266993650261,-0.07216798307075276,-0.06634040194378711,0.030370717935904686,-0.0011265798032436243,-0.0912003611475222,-0.051703870183936414,-0.018121434379299174,-0.02492042161982512,0.09104933267546825,-0.007653585639092465,0.029571583627695477,0.05603130485448871
ITGB3BP,-0.0055112619456703735,-0.019031230505078118,0.012489856133768585,0.002754924299087359,0.006668420652047737,0.023459110328751715,0.04379846899594613,-0.015851029900942525,0.08008583035263396,-0.058545488411021786,0.01024906522575785,0.059297395337044846,-0.036945475474837494,-0.002665207748771932,-0.06973786488031865,-0.001660832956995987,0.012270761362769448,0.027452186733200965,0.022618800182316153,0.0516716356592818,0.01453942891020892,-0.029373589430494833
AANAT,,-0.01006983474200399,0.006297609124078194,,,-0.012649979202834123,0.03420873395139869,,0.008123816740342365,0.035829111745374585,-0.026638765849363713,-0.03845676248173765,-0.007627772128347225,,,0.04461114293979478,0.11238032050997708,0.06580312182627465,,,0.009219856797049971,0.0844924250639756
RELN,0.05037371265200745,-0.038557322612946913,-0.010062157503017732,-0.028772735607112857,-0.04587862260816628,0.014570547721254625,0.02949341703557222,0.03552346266425214,-0.03312749258768695,-0.0036454846946571717,0.03426399858423831,-0.004929309478535718,-0.023750008549659807,,0.0035005295540602426,,,-0.037745422765507214,0.03515565010679306,-0.0037626822918686844,,0.05011110244507621
IL15,0.014019165584160876,-0.0393251362682873,0.03643697491287596,0.04043072761022564,,0.02501221924034772,0.0027515668410413407,0.01609790237572057,0.0500894606096499,-0.02992694855955116,-0.005164794446546621,-0.01384756134428747,0.022534856562020984,-0.028958042623863138,0.0888035430476062,0.04696547790527885,0.009315066178842367,0.011180467435326712,0.0191245945858495,-0.04531804612046339,0.06483973359681455,0.028942523144362887
UTS2,,,,,,,,,0.09430739733622347,,,,,-0.04919529174863687,,0.07173425136799602,,,,,,
BSG,0.03267205393092256,0.10595170963413583,0.07719371230612981,0.06943503712305174,0.03316111523095706,0.007649606544147752,0.022742407741005295,0.01479238088071274,0.09620581360570701,-0.07569291161888071,-0.015120659972865071,0.22692370700640152,-0.027591333361924236,0.05200191657247821,-0.06216434137602856,-0.002318576236705304,0.02829516905190043,0.11513838676316915,-0.007430798428342286,0.08774964717887453,0.04172090850113059,0.09247018497739061
ADAMTS3,-0.007272786113898768,0.026854768506128477,0.004393835263286954,0.025177927397266698,,0.0604162285590027,0.002130643453433148,0.028335222248089362,0.08804649594386045,0.02519724827828875,0.023945755942709684,0.02167826700215857,0.005470582308938765,-0.03795679875113571,,0.06193431332630795,0.06454160107221793,0.09035106381390837,0.004134871283150692,0.010937922351027897,-0.0025943230409775156,0.03359778327523696
CD34,0.04668088379056648,0.041164137226602504,0.057071212115813064,0.035012002209337735,0.03297831340087486,0.01375589232592985,0.11662248769534156,0.08367001782474907,0.1255548735524003,-0.038422715202228855,-0.01814442215824923,0.014589384015344011,0.06882944863294986,0.046103412914117084,-0.03380642309771269,0.12014690201539281,0.07862621778691466,0.027293942640278512,0.054684724966464156,-0.02347105812288009,-0.019615086886882446,-0.10757380291550854
CCL23,,,,,,,,,0.046363658778264885,,,,,-0.025117873975406803,,,,,,,,
PLAT,0.012998859947383482,-0.03711939312772589,0.0407091161189913,0.01296992983401189,0.03911077780780116,-0.06300078521087787,0.01756887474127873,-0.02376231518960542,0.1377700014948039,-0.06929387309476931,0.006542352476508518,-0.009262941658854636,0.016892320082282065,0.00926088302880734,-0.08913123871528203,0.16642193922917148,0.15284291328164154,0.10974138141115702,0.05975466197072063,-0.05329504739648868,0.04356431518373113,0.10878476679068644
NTF3,,,,,,,,,,,0.01910661893225986,,,,,0.06863042932308955,0.09021692807602415,,0.07164473669542072,,,
LTA,,,,-0.016892172659326205,,0.0879516893482499,,,,-0.013362109256827555,,,0.030484004754553228,,,,,,,,0.01759562301952842,
CKLF,-0.087689349443362,0.07753204910959655,0.04985239096714895,-0.008123802181478887,-0.006739462171979948,-0.004606168332732645,-0.007736975163892807,-0.00023012072952371439,0.09317087398055608,-0.028742945635783924,-0.010636298130413396,-0.1130816862058557,-0.018347074841713346,0.011397956848845526,-0.019932170467749113,0.12559837473911412,0.12829646419473711,0.013550954998289969,0.05349126464854334,0.1350949391041038,-0.02094849758963978,-0.009152430484433486
CD24,-5.599644336861443e-05,0.014829421189823354,0.03242440147655544,0.04748642170382121,-0.11734715487282772,-0.00645666422154037,0.047776795972496997,0.05316951341307445,0.023809791791104738,-0.02919701485630047,-0.06918733966990018,-0.012756390383327522,0.03594927869738144,0.10014278464237887,0.07267757433865085,0.12121469074051432,0.07392766914848677,0.014512359418860147,0.12952939308411712,-0.02140884044885662,0.002422166787765696,0.07538603822919855
HSP90AA1,-0.017864979993857763,0.016120254655150806,0.028390007397739957,0.017063507320081172,-0.02382746525421554,-0.03874883223487478,0.019504665228943646,0.07283434547306054,-0.11676706757272583,0.04839459455329309,0.017426786203174657,0.22330561177035887,0.08440013946474456,0.015329277616278,0.1313190773099262,-0.18809559476338997,-0.2482312668265509,-0.06058823527642814,0.038544678616885535,-0.07820358872100475,0.013555101316776962,0.0352290058426438
BMP4,-0.012824399916253934,-0.04839733822409226,0.08387564081119718,-0.01790669323814324,0.1214397101721526,-0.0002963461841098989,0.020595634621785337,-0.007330735892174968,0.008711624512200467,-0.02173086854596987,-0.014171335248137022,0.13417571770682196,0.035819332566124594,-0.028567183543911637,0.01434035392184464,0.0818266969495574,0.04315826808824879,0.10110111118019649,0.07619413731700278,,0.004937133121753154,0.005842069145797911
SCGB3A1,,,-0.005601513067784596,,-0.04354623185777039,,0.03974489310053865,0.002634698824989852,,,-0.02247005953943482,-0.06769466401591102,0.010141464875319044,0.016012901635920455,-0.003251889469388029,0.07211380413129247,0.06518060396761212,,0.000839902015077529,,-0.018846689185216443,0.026626036489608592
IGFBP4,-0.03902465578344432,-0.04811416311149122,0.041127456102697524,0.03321431583415461,0.029918715931693617,-0.000724603632672148,0.011523151836247799,-0.05171916436900968,0.12399984676886831,-0.0442484542731057,0.0076581856294293486,-0.073291598714132,-0.04688056830080251,-0.022283254169404555,0.02705674512652939,0.03153184383969985,-0.04039252561648898,0.09555521090631372,0.01350137234183389,-0.012282852019524745,0.0031969393008140445,0.0019025850578829643
RSPO4,,-0.027317757967927875,,0.07364115705287728,,-0.021599368607979917,0.001529283065838565,,,0.00661767737369976,0.07760876423786078,,0.09802734074955335,,0.051315589044848786,,,,-0.01699380139562205,,-0.014340195431323434,-0.026283426145572934
LEFTY2,0.015693103889545514,-0.00508030071975124,0.012411583807589813,-0.017099634240573286,0.03795415366540705,-0.026604228751762035,0.013702995266651911,0.0011078191110751572,0.11038805689494915,-0.04271381460344785,0.10751401825696101,-0.013917602496555288,0.0602762010796672,0.08475165907471677,,0.06414217827096327,-0.035194552919144216,0.19987030894810742,-0.0009664683522074893,-0.07016844691933946,-0.007073666220791049,0.114668403760475
PF4,,,0.09373250420816191,-0.015365726920049855,,0.07543385623213092,,,,,,,,,,,0.01747768735207451,,,,0.07395102188758575,-0.01312685048857103
ANGPTL2,0.010421863983025555,-0.04635736961953632,0.02621846119802005,-0.024744879434236932,-0.04966682058757568,0.009793812017469887,0.013353361680121412,-0.0759958735048257,0.06006719177962353,-0.08702971586913659,0.037598605836967704,-0.10326095676689524,-0.05960607521767274,0.01770097991432546,-0.03826833779795369,0.13736813852738042,0.17205929945303639,-0.031125322942616485,-0.023478104630662428,0.12237057728800992,0.0018417291387323909,0.06702295320759014
LRIG2,0.05162576343564761,-0.012224401056029845,0.0046320824970604935,0.02937530478274533,0.023316633428928597,0.05192545014417198,0.052629865748908586,0.011472945649663007,0.05938647399801982,-0.038792604256957776,-0.09397855006565657,0.10637885749605024,0.03393436438122954,-0.07676707693292543,0.009837497901080997,0.06020275060457085,0.0884442589137366,0.017715785542824672,0.011643205217978242,0.05738339888656461,0.04240036130745523,0.04988745251069727
ICOSLG,0.003191466847615261,0.006638042041265309,-0.024735131819706935,0.020096400107815836,0.059993337519638715,-0.040203827797014535,-0.010361906421832268,-0.016482740200489305,0.012160956676634787,0.00688112716334758,-0.02855721892299245,-0.1289391750426389,0.026934397978105998,-0.00247505899039736,-0.012760409295345327,0.06760188255174095,0.16837876473460076,-0.02490489749688288,0.012015453934593774,0.024004561459367926,-0.03202013956487862,0.062358559178126355
WIF1,,0.11623666574545623,0.05298021954593343,,0.03175483079964218,,0.06758973225132793,0.05295696603933975,-0.011266983180769127,0.019331919719005518,-0.007235962366465446,0.14835465819975424,0.04896752669809863,,,,,,-0.028470459885468764,-0.02196750071270755,,0.04281729996146291
NPPC,0.06550497460354286,0.010381082571817699,0.030172728816615934,,-0.012163227086812578,0.039961063738703645,-0.04567809952671276,-0.013247067317274494,0.0020678464894883387,-0.04061339464413755,0.02781629877456434,0.04686046468370914,-0.0036680135640332744,-0.02219250371583302,0.0508599383973421,0.005374626789836242,-0.001084161774395513,0.04989206266881307,0.049901475653431136,0.07682781344376713,,-0.007554503401797535
LYZ,-0.0556648926562563,-0.030173347559556488,0.01705270507728596,0.037094762170325195,0.02837268667990224,0.01961629257349447,-0.11774497399162079,-0.03378142074679465,0.05234463498058051,-0.04214696609549254,0.015496001012738082,-0.14742093249720054,-0.05427788021933105,0.06934196367606342,-0.06547632488030153,0.029524343785044985,0.05083679384905069,0.06216109410040707,-0.036273659605463394,0.0955764760510014,0.016469001535818616,-0.0021008704165699967
EREG,,,,,-0.05491351185317402,,-0.06146823601622908,,,,,-0.042079342131497284,,,,0.031343029130183574,-0.02181003165904717,,-0.09172531019255782,,0.017344995780532294,-0.0045452137061450845
SPTAN1,0.05756671991907588,0.15249596852249345,0.007683147425534548,-0.012003227479087232,0.0642346399681172,-0.06473080841166451,0.04718786515935714,0.09349147026468244,-0.02931101312426901,0.061154696135554985,-0.02395097057256989,0.23064963744708258,0.08892680805238727,-0.0603422181755988,-0.037585206270374885,0.0006508896754753923,0.0794308101579956,0.022646601260647325,0.027387111241013198,0.03196548061867024,0.050214710931594755,-0.04651131959005184
PTH2,,,,,,,,,,,,,,,,,,,0.10094356981224872,,,
LIPC,0.08864069619232934,-0.03600157981144852,0.03639720636778328,-0.023126240229395696,,-0.030767229167061858,-0.020541074126768175,-0.0002779170865372563,0.07234177731943678,-0.02981474413638579,,0.006472502815424493,0.043457149942634526,-0.02353287847450792,0.0035042470000828468,,,-0.018287399961269324,,,-0.027733798806283322,0.0678324314346252
COL8A1,0.00033185839574784875,-0.14224746144801267,0.027131814233059284,-0.007328735363947134,0.04696932026550903,0.0305151300958014,0.02351627189401991,-0.03708790804799685,0.05549433745250882,0.005186235455702087,-0.023656272492043297,-0.11825612266292747,0.022087906947912593,0.05681553738086236,0.0947042767909075,0.049552992502061896,0.07910321518059772,0.12546599290010385,0.015094137248325284,0.05971651846680864,0.05909352511629281,-0.021458312199423634
GSTM2,-0.009745959110316558,-0.01780484870148574,-0.042097007952681044,-0.03367027634812558,-0.015265486018808562,0.0004887949598105458,0.06941830501898995,0.016958510444036103,0.01465832637919372,0.0423861753722628,0.0027993291251804213,0.041040195923530615,0.018670767478515808,0.016661199511756125,0.011167785978523415,0.044532637520279375,0.05725823471342025,0.001008870084980002,0.049482143819980715,0.002673067959761214,0.03872740842900695,0.00018004052780664636
SPX,-0.015057067974100412,0.08800505697261536,0.08518945071304047,-0.004530323277760666,,-0.012982312044095045,0.01827859201036751,0.08047024305282621,-0.02531899604187147,-0.006662523507490478,-0.02883830137019337,-0.008323727762949791,0.06292389990955241,-0.029420420804178036,,0.06046696206822069,0.10777573682189913,-0.0748117568969366,-0.11470625273902078,0.07638520279525735,-0.007128848648495203,-0.09351225273787854
MFGE8,0.07001276227137757,-0.11713916982009398,0.041475167548715046,-0.04355548239205756,0.07265211429934115,0.0009741678574048595,0.05228302699512042,-0.06770930787115624,0.011561279347593474,-0.08168791482316728,-0.023393247578933598,0.08859941910217264,0.012436481815015867,0.015627853634245945,-0.028133367786858342,-0.014224354980648383,0.07905994991396882,0.10383124971431877,0.014502477292673056,0.10964077798180002,-0.0010080071629544266,0.008808665460985665
TGFA,-0.09094280530854423,-0.02210871089485013,0.0535880868154977,0.010299963072630465,0.0691617803683428,0.025065226634596472,0.002335274405977861,0.03054268797214457,0.04972918901750848,-0.026401140457802768,-0.0453763710544969,-0.0695959422658162,-0.006385837324585952,0.02085397466958652,0.008455187106091028,0.05088656218632911,0.08926988767231307,-0.07563816968178487,0.029586868519721095,0.09203542992569878,0.01972696448700547,0.009246040230855363
SLIT2,0.027814624250187717,0.11525311620726443,0.09114749851509744,0.11076041898596617,-0.015737590006572464,0.01851313034017926,-0.020804039414183014,0.0528917284577468,0.025595995579696114,0.06617291559773276,-0.02324289207591772,0.18271884339583003,0.0627339337403824,-0.003082840151685543,-0.03546679773226154,0.04971308525430681,0.0825826748851157,0.12901562188404253,0.0783057295225833,0.1428140219129936,0.004935752055863235,0.07277960831829303
PLTP,0.004006276862679278,0.004269613397118762,-0.020710606574833913,0.011461253803186754,-0.0023370510313352006,0.019805982253937128,-0.038024599908857336,-0.04009634151159628,0.12090172098516681,0.03132279484263146,-0.0777400538883664,-0.20071078477976542,-0.027733059967024642,-0.03960067736424203,0.07928916907592162,0.07077868695411911,-0.01392031332752768,0.16863580008781448,-0.007093903337252069,0.09140288290768799,-0.03324346236786193,0.011917170246024605
APOD,-0.03809572214025729,0.012457859153240733,-0.007742836662662846,-0.045341312769021674,0.0020707941029323774,-0.06852710817008939,0.06738404567007979,-0.08774367103714424,0.027000211158573956,0.056456876051663094,0.041559817213875916,-0.24338656047062518,0.08894274679565554,0.009829322242833793,0.040096148323192575,0.17236211377945754,0.21810940356606184,-0.2091498244697677,0.00023692913282175222,0.07571139623444519,-0.046873469534464876,-0.11614680013596984
