,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.027404134403995677,,-0.0282336543780697,-0.016456317885322983,,0.0776290963572674,-0.0017028492950890803,,-0.07827935746627263,-0.006492984928047073,,,,0.05718198111192386,0.03321554780994667,0.03555935695592831,-0.020773164166655384,,
PDAP1,-0.02111740385272044,-0.08762345134020665,0.011637515899493998,0.01782782473278752,-0.018347989647061448,0.03359422302562789,-0.09879841281510834,0.050284356018172015,-0.18918220705842576,-0.026156249863945602,-0.019065384815893052,0.009899020679648365,-0.11109734428097648,-0.02455219935013046,0.013179451372664427,0.05185412048909334,-0.004099856991469616,-0.022712788501927515,-0.053694979832395004
QDPR,0.03874304737761166,0.19197207742216035,-0.027689792416284616,-0.019765865734465694,0.013764531449561452,-0.03210520041995249,0.19707932695730235,0.011908239668665895,0.11360422391535588,0.03386689991897442,0.018820125835022874,-0.287004941750148,0.04448685016582858,0.05129474809170705,0.1451341387218361,0.0029337308117937037,0.021125978538047156,0.12557685103089555,-0.020925947864019714
POMC,-0.009976861371176397,0.19282135521457858,-0.003514093595502151,0.0342248688484166,,-0.024448708520735232,0.08541407693768086,0.04441392745504027,0.012724472368283024,0.006811293887723603,0.05959358243571588,-0.067170993438417,-0.006405998416403454,0.07028636964691128,0.06208082042442523,-0.05757613718699858,-0.01890890509193102,0.04405422563433519,-0.05363959198651473
CCL18,,0.02715156977339978,-0.06292275532373001,,,,,,,,,-0.0937893797014118,,-0.015512273902079267,-0.07497115452054105,-0.08162086363245456,,,
CCL17,,,,,,0.032776373119121925,,,,0.018504942700707232,0.05702738396469234,,-0.027242788337741776,-0.07217602073744338,-0.06676191275389103,,-0.003596818512488195,,
VEGFD,,0.051318864243039816,0.0073551922238288625,0.06494448317553439,,-0.007346161630826703,0.054702855677769044,,-0.06710839338083471,-0.019761082574254903,-0.03273829601673887,-0.01969476175054127,0.006267336682195586,,-0.018876825742093196,,,,
TNFSF13,,,-0.037449622426998355,,,-0.028761874737934286,,0.03206211550320145,,,,,,0.09374082876961293,0.050149984576658854,0.01564631875138215,0.10086769436289239,0.04667516553303794,
WNT5A,-0.053462468038886,-0.06656284302902558,0.042743724073870365,0.0318379251565064,0.08366166859711367,0.05053189021489922,-0.1217460537092911,-0.042575936038110815,-0.2264707630503706,-0.012108801442751461,0.0043870145633074925,0.0652264450433947,-0.05040488416439713,0.02974048217190584,0.02730667040195759,0.04182206270516115,0.11227566941510224,-0.13826283466592879,-0.08513462648265524
CXCL8,,-0.10530746446689045,-0.017143980650742047,0.019076720455243362,0.017355577519769405,-0.03974951573315571,-0.12291452665386705,-0.011998070002034926,-0.07968992198614874,-0.08099227295273241,0.04115051425550956,-0.1264997095078569,-0.05114632494330922,-0.16502594204573207,-0.344655780945809,-0.0824777179537951,0.035434717384186375,-0.09366734641853044,-0.03094709777035088
GRN,0.03531144672399064,-0.0499367058098418,-0.07604853418700501,-0.0172220193933549,0.058196737041791374,-0.03564644184234895,-0.0792380472724451,-0.0754417204850618,-0.28581400875648333,0.02226447111009578,-0.027257405679040534,-0.2762081755860066,0.10119082662298129,0.015842870828448482,-0.01324437141883825,-0.07635667105808826,0.005144036381925507,0.08537532447732625,-0.012683668765313662
MIA,0.009345646439336823,-0.026692317506237503,0.028876240041899075,-0.007279269735105383,0.03607267740850496,-0.010258199694687555,-0.07568118545671261,-0.024206936260232507,-0.08563700174488328,-0.06961842589659342,-0.00333096755097964,,-0.0035842964804877558,0.15605859346959128,0.22340391370699583,-0.10377751256795674,0.027633365132740447,-0.02650811996562534,
COL4A4,0.05918306001910751,-0.05809301763464549,0.0177185269169256,0.03800351945619237,0.10663319684821507,0.03976005181991768,-0.13298275089869235,0.07215440014424504,-0.018859073936598785,0.013224300451075222,0.009315722713273735,,-0.038788434480603096,0.06653015659080959,0.039885903697732566,-0.05535286678466378,0.1293843745076437,-0.07118549053939566,
TAC1,-0.019736367855970924,0.27783950448474926,0.10118631522788088,0.038073878446667445,0.07795557234617388,0.1356898023624795,0.31591564050468024,0.09715340530385895,0.37877572101192447,0.26018190280809766,0.013881271859848837,0.2961589313516368,0.19433214956623163,,,-0.03311535098110238,0.0418797041977982,0.21422537342962186,0.14075915801190447
RARRES2,-0.02252422513259845,0.08972710057641967,-0.03081383799201301,0.054358191290258914,0.0009223741747207698,0.045621069103961305,-0.23155643313447186,-0.09446716179874683,-0.30256822143082296,0.11244698169488156,0.0022726649257092013,-0.07235198201641482,-0.15996861182138503,-0.08616889047912235,-0.12523057163531576,-0.12506637279519942,0.04434082525642104,-0.19250619253793314,-0.027353352773925445
FGF7,-0.01781727999513618,-0.027547630546759294,,-0.006623275610150217,-0.04899646517380116,0.013180885479915255,0.15600068363925074,0.0931721377344253,-0.06154029940241828,0.01328782505114272,0.06944004866648022,0.009687340411816703,-0.016481718646521776,0.003781256950560445,0.07127950466214232,0.06272280678735948,0.06434085982851442,0.08030274594637847,0.07279493950597596
EFNA2,,,,,,,,,,,,,,,0.09112993627064904,,,,
HBEGF,-0.01750908365300776,-0.0414071839606779,-0.027328494567702883,0.0063124054587843145,-0.019043171364874312,-0.006427151148158865,-0.16860243765451474,0.010588089172373602,-0.08921995357722916,-0.17385971817701668,0.017025527790893547,-0.16516216256842012,-0.044905293941638696,0.02696262405771387,0.03971769874717819,-0.051457678996177876,0.03025358238101692,-0.01688217504249465,-0.04433168445908315
CSF3,,-0.058092971642229894,,,0.04465775643210241,-0.01153021368479168,-0.0035088670419744614,,0.0012045348207747047,,,,,-0.10102895696856153,-0.22399107924765116,-0.0414871814283128,-0.023424020459589634,-0.06458277871113538,
PI3,,-0.06881978779127663,-0.02489051155736843,,0.026025244973509467,-0.05996541817106601,-0.05065207254465973,,-0.04702595792060761,,,,,-0.21324910172025896,-0.3095969836551653,-0.08388530072906199,-0.016834993505077014,-0.023485243827494444,
PCSK1N,0.005329163602966379,0.3123797451006091,0.015407927926681766,0.08355762075964508,0.01604308979385209,-0.025905827852222296,0.06805817463198092,0.009163739818654095,0.1742925079963509,-0.030084842485798464,0.0837670856497538,0.3911021067720671,0.22659759146240568,0.051300552728501404,0.15790484433035004,0.10112780951727283,0.009616713961363982,0.24816504252994914,0.14225737152401796
NTS,,,,,,,-0.10594416147094643,0.017320409112011905,-0.021899730306214414,-0.011095967638266107,-0.0169072314953717,-0.06389131291452328,,0.10098246067629835,0.05579144863997149,0.12495658225051391,0.1157380119969172,,
SFRP1,0.13856086070427784,0.09908051212191034,0.047485026136220146,-0.01619237736640091,,0.06567791226906927,0.16561077540822705,-0.010152796031420778,-0.045551788673118106,-0.035684414366117356,0.015645293621513026,-0.04937254381910972,-0.03372043223272712,0.08146113485354159,0.09014694922886597,0.09699922790951093,-0.03388172404096526,0.014517615663556183,0.03082736328538061
CXCL13,,,,-0.007802327741102307,-0.02094115549175312,,0.05456887073047153,,,,,,,-0.05407526953226684,-0.07100921693765617,-0.016599909447799353,,0.040562766490774345,
MICA,-0.04343383495769763,-0.07702758010272596,0.02678995106268581,-0.009370453739201345,0.0014636971092116232,-0.018333479611260823,0.0330076036193078,0.014525010362701382,-0.06378176625015121,0.006241783653285332,0.009378445441518207,-0.03545633003864107,-0.10206263547310095,0.03702652025078607,0.07090226391687068,0.006029364270521919,0.011453976672794531,-0.0005041990565334864,0.009808089478633243
TG,0.0170898930828852,0.02835690315178033,0.01636366358380183,0.03166660292271016,,0.03804404194963672,-0.06301195040761338,0.05118321922256079,-0.009928830964413797,-0.01919213119293097,0.005634801412041808,,0.0002962199886054904,-0.010284107694946401,0.06154906939997831,0.013216645452463868,-0.027729285995725526,-0.000600018796643827,
ADA,0.13292568517903403,0.015080087357307535,0.06512912265259897,0.03266941412147558,-0.017313109671523948,0.06852658048976357,0.03323696859251994,0.024064802486188003,-0.20176479492560098,-0.022926120402463338,0.003739055156222172,-0.15685110149898168,-0.06630396862774586,0.047188617534743946,0.09005168600107899,-0.05106786082563834,-0.0024573639828825485,0.027708304726479643,0.014748646435104864
LAMC3,0.025335292112217387,0.08973074808632939,-0.008087833579964935,0.06044527597133506,0.09526170587224209,0.009831762578081915,0.01734139081516805,0.04220856928366853,-0.12256178362437714,-0.018542344318662647,-0.03973235180334517,-0.06335909330844872,0.017972469214316708,0.05703363158960613,0.05147586935644378,0.0631668365097497,-0.004037094730024406,0.07722398757061141,-0.04154244179201299
CCL7,,,-0.026563560485921716,,,-0.007269709740389724,-0.05056835127738208,,,,,,,-0.005455673508712285,,,0.04175710278338607,-0.08785111407953371,
NGF,,-0.03346901234285823,0.007043350484306177,,,-0.012755101666398597,0.04760135674020664,0.022813631823571445,,,,0.20382127219417173,,0.05054422848618451,0.07990331744295312,0.05974069235268906,0.017281923329143082,0.009788152798584058,
TNFSF15,,-0.02699416095871418,,,,-0.02172630137198955,0.04026579717866341,0.07061017725609568,,,,,,0.0022556180126153064,,0.019642195983124718,0.0013017510904062707,-0.024487171172222405,
HMGB1,0.04959396719218268,0.14679982426533386,-0.004815142042297387,0.03156206175288154,0.02653779158610376,0.059590452779405445,-0.024661434345740547,-0.0118880202239513,-0.23905138446119156,0.1075994641221492,-0.010403612174401444,-0.1509557092293394,0.03000659100219009,-0.054414246179731625,0.013442037300690058,-0.023458392167986498,0.006709745221369656,-0.005279228062853615,-0.03345680967873916
ITGB3BP,0.02907107773547916,-0.14791502665225612,-0.030602092081646708,0.025155287912955012,0.02102447448595572,-0.028360153942577616,0.017677482814654297,0.029086846760711802,-0.17496640574245495,0.0012375324531089865,-0.0021079165499504064,-0.015688796891570947,-0.1500102426836266,-0.010337864193672523,0.05757683801310446,-0.04247994454488361,0.01893854727313844,-0.04428151842670061,0.01219676124681775
AANAT,,0.05042717360372222,0.008235824029551255,,,-0.017630821852231398,-0.002022771133189334,,-0.0035204031065491402,-0.042100391627058975,-0.020596776431874016,-0.006917736167116929,0.010934661362804883,-0.05515055151103699,0.06017286612332133,,0.039102194251236906,-0.0021246607780081384,
RELN,0.08163395432208696,0.07272654923819222,-0.04777892313574901,-0.029109328108152605,0.0853669925034082,0.029656636814495818,0.0783009923164025,0.05678572190569155,0.1458189338409314,0.08475841734437613,0.0064361088094175905,0.03091756675592878,0.048815691074575736,,,-0.011215803844289031,,0.08247058472672779,0.03889531882993025
IL15,-0.034151871544557406,-0.005172499746810155,0.04792878918495127,-0.009093772037530774,,-0.02050858419842002,-0.012129756909740056,0.07369773933665275,-0.07753615064678446,0.02049606482778907,0.019751885903073956,0.010485873608481171,-0.012814739698413817,0.023762501545036018,0.10289528587131633,0.03005695919482467,0.043451122563133,-0.04918969522612029,
UTS2,,,,,,,,,-0.1127696115142503,,,,,0.056231399198318724,,,,,
BSG,-0.09108709688248154,-0.1861340433257496,-0.0107177452231723,0.005129145766206967,0.12682229655709923,-0.041147121617711044,-0.062089358478873806,0.015123482892272937,0.1671323653963395,-0.10535906533965689,0.001678273181788568,0.26246546749511723,-0.1389579957473218,-0.0015639479975232064,-0.15023803218823714,-0.16276444734110646,0.02022240283097655,-0.025069268834182836,0.17789122395810836
ADAMTS3,-0.018277707904875297,-0.0675766628848026,0.055605684939695456,0.09217736397120248,,0.06602052783597913,-0.031200880600516883,0.023217488097722762,-0.22441297546991074,0.010590575095413482,0.04219647085278155,0.032076776023666036,-0.0311940054140462,0.03690007293976388,0.11326785211631307,0.08947323569160517,0.0005558111651309206,0.11032806170112623,
CD34,0.028245798282391273,0.13715682204463614,0.05336537760821785,0.024887084355638946,0.11789173498149981,-0.002381228697981499,0.06090781905526704,0.015673714144279247,-0.1673237310666989,0.04581189249977373,0.025637996199981927,-0.0200824972831673,0.04618470481367696,0.07452813095198442,0.06996260359689409,0.04600375330193661,0.004912763598429247,0.04477414148065698,0.07025823032760414
CCL23,,,,,,,,,-0.03398503639072668,,,,,,,,,,
PLAT,-0.033753323824432295,-0.022611302843202577,0.054549177439459716,0.031674558512698514,-0.006557438396222686,0.02177560408556579,0.006060018699417313,-0.02970805568688124,-0.2524769527010228,-0.23603595894047774,-0.0032239681984232043,-0.04817203545753593,-0.11811418910193688,0.1858960281216535,0.2528992713144488,-0.0005490259339290182,0.03589905340003421,0.06626902554047752,-0.011373241131338793
NTF3,,,,,,,,,,,0.007914034893363113,,,0.08822401495910555,0.2043328175052668,0.1628724474229043,,,
LTA,,,,0.07634689939440084,,-0.019888433085702022,,,,-0.0049837815351691,,,-0.033892499300779824,,,,0.02552020063705286,,
CKLF,-0.0628142244956472,-0.012482204227802251,0.04502131243139001,-0.04565848855207851,0.010863339567439125,0.020339161950970575,-0.025447233209143556,0.02779423624868965,-0.2769741533732291,-0.004969467826255138,-0.05264111357541214,-0.1710273012437065,-0.17820734773243285,0.11606867829891641,0.13502584648348728,-0.040462157877809116,0.01096360097015906,-0.06053808253407747,-0.021306307724137174
CD24,0.0601888625515751,-0.10514376037240893,0.05166439174969824,0.0681362489784352,0.05176200288222992,-0.049238679969069846,0.008977255413477186,-0.04997358784747976,-0.04205924621569355,0.10730175354111265,-0.07252829122948878,0.006880520714558902,-0.007054137363277692,0.14347280884488695,0.18254155929368876,0.27203513208317287,0.08774868984847539,0.05934281874023264,0.09045252414116509
HSP90AA1,0.012118337333512998,0.08835124551527154,-0.013855858291432968,0.04809841318200669,-0.02924220071192465,0.06868132819091377,0.28750169518849694,0.05356744607557895,0.33413784034315,-0.043733214154081476,-0.027215018581907703,0.3789830968018601,0.23692841485016053,-0.2502329253378534,-0.3265873307062497,0.011061336687846708,0.021466331554100406,0.13794757336712102,0.005530621588425713
BMP4,-0.023523301075239682,0.09901143275519524,0.009868304532549832,-0.04305801924928439,0.05729942591543067,-0.023449828205020017,-0.05568918763457337,0.036664469466012414,0.08897154026695088,0.015976183635548157,-0.01589750972889097,0.04223333539207637,0.008541885332492179,0.0082258452938333,0.04022017223277318,-0.0021080622160610323,-0.0019022959689280572,0.06727976490232977,
SCGB3A1,,,-0.015024132354724391,,-0.03082696530147895,,2.042599782564388e-05,0.026215045597750352,,,-0.03140633148274515,0.02266364538262019,0.06613813716790753,0.06403900106358851,0.05139118549588779,-0.019666103749514354,-0.011638778678747482,0.014585449652634978,
IGFBP4,0.028408535578344888,0.011171800698373471,-0.021762977141749833,0.03470267579519909,-0.009532074769615952,-0.0419904608052904,-0.08453951721221842,-0.003284310986538881,-0.14813750860829997,-0.08278521904181015,-0.039589710807661486,-0.058224201429839535,-0.08291425917916133,-0.014685253470196646,-0.12934639686152508,-0.10677181344035162,0.004530610474135898,0.13839178400546087,0.016344881166615467
RSPO4,,-0.04088582994629193,,-0.04474426990325232,,-0.01016265995388427,-0.007007598346644764,,,0.0172614562915088,0.008259878368043195,,-0.047014232288336316,,,-0.007417455053770827,0.05742241335939518,-0.03264021133127208,
LEFTY2,-0.0014434476191840491,-0.015889951577484875,0.025606199287578513,-0.001406623326250835,0.06159867697791522,-0.007780056603806916,-0.028321294229205988,0.07401659607586374,-0.2061108808468835,-0.015359640084062003,-9.316248351627685e-05,0.006558106741312303,0.008506404461521516,0.026675986373405174,0.03256080973176714,0.002668685459935488,0.09340261715852709,0.12242838436574696,
PF4,,,-0.0376836596956674,-0.04263107467633339,,0.026286845958056748,,,,,,,,,-0.017568154792297203,,0.02797051072401824,-0.0011630002991681904,
ANGPTL2,0.05405942089118332,-0.05992404416055311,0.0022750107545071265,0.05652555085353088,-0.10127166357005349,0.04549529156473298,-0.014363367348667309,-0.03738541398541065,-0.2671748404585151,-0.017627663768962208,-0.07626502596826505,-0.16034891414781183,-0.1722126794719313,0.11947556565825913,0.22715893221630343,0.026766658670142985,-0.007488937259633076,0.07211918663615861,-0.022611694484196962
LRIG2,-0.015856772599455497,-0.057112587233517566,0.03534597899698808,-0.02535912912370589,0.003176462299150361,-0.002756666237338684,0.00951653419309074,0.04318949501248564,-0.12359989309025367,-0.05915165319437743,-0.0439937637200836,0.03585744051348298,-0.08410243484645302,0.027487340746928844,0.04462472369912283,0.04409730977880051,0.04945063450213681,0.029516481430402045,-0.004629602195318672
ICOSLG,-0.030486687035392864,-0.04176930462652648,0.055734195263397596,0.008497765190908934,0.07788291393538808,-0.025012915387294537,-0.022282684785405855,0.005973268762920647,-0.11176202000074331,-0.09280749653476607,0.006565525247315406,-0.12405257925513294,-0.08948099654305058,0.12116111479024029,0.08862089159494872,-0.009769940824937814,0.06701766150660812,0.023410213849704726,-0.09522708211248457
WIF1,,0.41751206925108614,0.08014447505461084,,0.06971242913019801,,0.16830438322025723,0.10655888480281078,0.3398509561661636,0.09919737715360631,0.12272791568293233,0.20588318401961972,0.2645835728740992,,,0.041447211763389384,,0.030412061061076946,0.18240832732409035
NPPC,-0.028193393761366002,-0.029620793911438056,-0.028041796850007746,,0.017826973163893003,0.03425068484807552,0.12905383442669724,0.07486209780270749,0.07458062063271123,0.14492442584351548,0.014550544652891571,0.179105250648253,-0.1317264556360619,0.06962169343672092,0.038037988499821936,0.021579126165087267,,0.17158070314824703,0.18126659614880064
LYZ,-0.022407050027788943,0.009102592984669984,-0.0011017895138673301,-0.012349736060011234,-0.024651848294939216,-0.019722279672997955,-0.08326555460215987,-0.06316209095129102,-0.18005219343398254,-0.0004571864862174261,-0.05156940330709761,-0.27852778788079857,-0.02195825059854552,0.023409565989812132,0.08202652921992616,0.016278930852490367,0.025977287169373583,0.00613440324709776,-0.06998590520583972
EREG,,,,,-0.024479755068740068,,-0.016536842811204874,,,,,-0.04769221025299257,,-0.08226977491260833,-0.12986098464446658,-0.05402193000836243,-0.029521152960295775,-0.03481217573748971,
SPTAN1,-0.05374908109038015,0.18855203040523816,0.02329289854180979,0.051174948578378836,0.022594262933564157,0.04274211211095573,0.1507851114396979,0.09497330157839293,0.1786417828391873,0.07566254298898856,0.026541538364751413,0.3639771244808343,0.18239880991006838,0.1088633255796145,0.17607148102207418,0.1562762566162432,0.005083657521834139,0.2014997441151249,0.1757332553291863
PTH2,,,,,,,,,,,,,,,,0.028223639961731377,,,
LIPC,-0.02926396369901705,-0.004609563478740405,-0.018382023037211703,-0.022769860980758446,,0.01649569412758821,-0.020473652724383916,-0.03476900447216937,-0.07042094356609806,0.03816025057936567,,-0.03588305596075489,-0.03254189732496029,,,,0.09225880436222555,-0.019051891903589954,
COL8A1,0.013922217820165566,-0.19224750042093905,-0.05400133417722257,-0.040783530397679,0.09139954871280268,-0.05068580440714841,-0.15239185458372764,-0.0682220550494377,-0.11485153365618021,-0.07429911723537064,-0.015075972041275204,-0.10876829524981439,-0.12758149772194552,0.13170360471048267,0.050046957386646954,-0.06079628853075628,0.019668900637624623,-0.10167101632964552,
GSTM2,0.03207963117600679,-0.008385538998046114,-0.04241809346293712,0.0310011513243383,-0.025575811518464244,0.05193667485012777,-0.003638309729006321,0.001075196605569403,-0.05538238092109656,-0.0457611130403041,0.01135171361608398,-0.058956254971166536,-0.04681659022799114,0.03379417840939932,0.0895748589044313,0.09791903884813853,-0.014755997130365498,-0.060930671255864176,
SPX,0.027420007365629405,0.19617127677260743,0.05263254536559929,0.02478837512224501,,0.010596856057690618,0.2588551737622683,-0.0035605073064114146,0.1931614423876813,0.1473538017813796,0.005281469817529415,0.1154374384739244,0.19008439712309824,0.0014505625215873582,0.04237305192388058,-0.04282909560632137,0.013869522440401192,0.05457366479137801,-0.04446073730027346
MFGE8,-0.010554105740576547,-0.10530009502286232,-0.0803460378620404,-0.052691940047478444,0.04080010341991571,0.0015335926497760575,0.07697801300080552,-0.028627430278522645,-0.051435941906785965,-0.1189401485132668,-0.019254902284565042,0.12461535166065803,-0.07888495944494794,-0.005240068089135806,-0.09047686365271942,-0.08803385542887328,-0.045204288893908234,-0.03921202736489674,0.07550989123664845
TGFA,0.03578809078246292,-0.23193445161482426,0.08278152372827038,-0.007447794942232197,-0.018250733012900117,-0.0031176613977653123,-0.09791277294633158,0.023928704104396802,-0.1978470762284348,-0.11199952451778927,-0.009107677511537361,-0.1099815681926265,-0.09447885125568263,-0.010284561482572806,0.10764930626314465,0.055481589830360535,0.05499866718591987,0.0007237379137319087,-0.10567268776545988
SLIT2,0.057252411747033535,0.3689595606839651,-0.0026975191840727148,0.01580496038728656,-1.3651107938449264e-05,6.964685542026089e-05,0.14847003949160367,0.15212715580877306,0.1455419688142606,0.08572085800444526,0.04194886361779576,0.2294356153902951,0.23394094920449077,0.0809335771006256,0.1190033073604536,0.06879115478050687,0.09108240917689067,0.0661663130887176,0.12699274534876967
PLTP,0.0039774024232174755,-0.1253210003450912,0.00284242824705289,-0.04566127255019856,0.07510704367083924,-0.06696014212685972,-0.1717345712459191,-0.08043044218638468,-0.3030465090787125,0.06591640878592903,-0.09364819435482052,-0.30642216548900086,-0.019893340738238056,0.058743381305488285,-0.055994423270890936,-0.11157781431760289,-0.027161114983376804,-0.033345303543179224,-0.009271170222657377
APOD,0.03078474711212174,0.13212433213491273,0.014922083628730343,0.018642141295059478,0.04104230510608078,0.09613939381379484,-0.0691156281674795,-0.10650970917482842,-0.31335034394045874,0.02040685660775341,0.021195879339597736,-0.1924186508684345,0.12227436110988762,0.12660244712604365,0.272427915005327,-0.10404544134111247,0.022408066408775597,0.04620961456081424,-0.17778039261916015
B2M,0.048810227620551844,0.09400496533203277,0.01434437247157714,-0.016417156189082113,0.01590226070001374,0.05800540365403348,-0.1637024749812977,-0.13287043622641942,-0.38713992052970414,0.0011307324111605695,-0.06612210498595346,-0.39634622069044995,-0.20589529694549444,0.06550792760125067,0.12876687813513624,-0.14174966515436405,-0.006565901810478879,0.09633187528005131,-0.15617808093323843
OMG,0.0714453297649841,0.1910870495510267,0.09706789151937043,-0.00226215244279005,0.04441852644775268,0.04777901822305068,0.11247501196051113,-0.01630743582226633,-0.005145185763013636,0.05604226239026585,0.0075796297847714415,-0.04021218129344871,0.18592644338054662,0.12133831769037311,0.24013782351830135,0.07473275424379555,0.10299112698149615,0.17514264304110982,-0.17547922519812886
CXCL3,-0.01840691616344419,-0.09484230611855772,-0.021508724191793154,0.023804910913332426,-0.035253724945265415,-0.00573930567276898,-0.05196598728776656,,-0.040588475799565475,-0.11176612115528713,-0.033598131205722616,-0.0017384794765023907,-0.02440873696688248,-0.12879675522070236,-0.14304938192042907,-0.03780905732633278,0.06756582499280084,-0.09316818843654306,
CXCL10,-0.026757479252595244,0.0024136800798153215,0.038339624722064466,-0.006179746767466384,,0.009949603434979219,0.017947218243743523,0.04113211135141728,-0.2271325980868139,-0.024107391200733866,0.02102174421564212,-0.14197837790279924,-0.02159420959763511,-0.01242757829739981,0.009057242510247766,-0.012072517368886329,-0.06353674342017966,0.0191584200489728,
RSPO3,,,0.022362613317773908,,-0.028839867398474696,-0.017757622315701434,0.27259910345923366,0.09369838745509615,0.1606089927402956,0.04837289333919914,0.02269632648469277,0.14355351892098395,-0.025506659698069187,0.10711031804840977,0.15605276145039335,0.06475961994141574,0.16331339543477727,0.12504490637347548,0.11600526439714161
CORT,-0.022857130908527847,0.07831026203710803,0.081176280625917,0.09415577565248966,0.056535791587305415,0.08962748203606853,0.23787491857748108,0.008245407323484425,0.13333024131756332,0.003451036052393348,-0.0032186367820129557,0.07985951476037914,0.04947326565480548,-0.06136980111589349,0.03455423017837427,0.11763700122721127,,,0.030755983392623865
NCAN,-0.015582247960453597,0.009337088746957588,0.049364617709244586,0.03438890712762652,0.03198667984419508,-0.044409482546446014,0.25892969496885737,-0.036733015959779486,-0.10147430571548127,-0.1053984451911128,0.05220003472590018,0.24560569571826776,-0.19555368411022395,0.19441541569287454,0.30864758478740933,0.049928088151686624,-0.0033430773782180925,0.17084179632826763,0.035112053103176846
PRG4,,-0.0423286340464778,-0.03372451788099517,,0.06881840792308393,0.0862188267809736,0.049987312473277576,,-0.037995714043398764,-0.03908430621462642,,,-0.02982150159343032,0.04809545025044732,0.07172491135357353,-0.052791993195719984,0.03359368543139692,-0.003286399821452986,
ZG16B,,,-0.04798400575325065,-0.02101016626331506,,-0.005704613210467658,,,-0.02167964879165308,-0.03221832369229968,,,,,,,-0.03105945904413414,-0.07658980508306684,
TGM2,0.033965537692134826,-0.018859257945861817,-0.04725142137241384,0.08413799823256002,0.05503138167741252,-0.016434397282577073,-0.03662006344403027,0.029366896286480114,-0.09795393240472201,-0.018085965175764045,0.03073838186629555,0.021855683092731715,0.13039774758562944,-0.04659617271028363,-0.14162414720031258,-0.00860148760023987,0.019625305724176513,0.0042695494922091294,-0.04033834380886081
VEGFC,0.057183859504202926,-0.04488886420722687,-0.01589154202054929,0.04244660873054083,0.056454409183610894,-0.00047642276929969236,0.03326596043623649,-0.006419671413032359,-0.004319225221388553,0.08724443566696259,0.013316425218813011,-0.016712751229902085,-0.019029375828992653,-0.0306541834865207,-0.10418355751192199,-0.03331659494124524,0.008631895453009653,-0.02566774953393295,
