,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916inf
SPTAN1,0.06774996752764811,-0.004910344916920549,-0.008787012165966212,0.027620973581342086,-0.04986707026227274,-0.03190377149425769,-0.013393417435368747,-0.0051044197949010935,0.028976334592957027,0.08985083411978227,-0.021081533237628007,-0.0014347435979868875,0.004907081330100508
PTH2,,,,,,,,,,,-0.025172176989964858,,
LIPC,-0.06331588278473878,-0.01356573690857327,0.0637713908385572,0.012155988089083363,-0.00782353327285604,0.0591970881118298,-0.020953007518506008,0.06602854945331102,-0.06072611433744871,0.059505743310197916,,-0.02872460487397819,
COL8A1,0.026182953176507172,-0.02601559304045119,0.0015500074877536042,-0.0013219826250548373,0.00013967303887694449,0.0031204181093993483,-0.007560731934909259,-0.01710745035946442,0.05733881802097548,0.03936785567436418,0.03580897028053249,-0.0047238846210828495,
GSTM2,0.0647516875121208,0.07637159532769343,0.048222227929442946,0.03066049918411782,0.0013020674001864147,0.00938806807509338,0.02322371101718036,-0.04710983844404975,0.04527247908123627,0.03919530858916461,-0.033603985017181585,0.05301747453960154,
IL4,,,,,,,,-0.04643293909221154,,,,,
SPX,0.01633854377974947,0.0339736916548528,-0.014885131297596419,-0.03476312456728999,0.0006470532317749155,-0.015311734579134526,-0.002240725969386165,,,0.17617135726869598,0.012422634680824739,0.03663865732176461,0.10381924761226911
MFGE8,0.038744171865435495,0.016617074696865082,-0.008224396989529523,0.014234007280972487,0.05875884392297178,0.020770947498448385,-0.03749674596066379,-0.11194057290529971,-0.08520824206788645,0.02996327212005263,0.03927994106719063,0.055658469422963625,0.10278437918065843
TGFA,-0.01342710913579729,-0.004601496654472004,0.03610512959242096,0.030026506755279455,-0.004625244771922433,0.022647157926909616,0.057727229615728404,-0.0749591433636308,-0.03135170624863677,0.04114582189915644,0.03284842222628256,0.0951435305844472,0.00982612389660394
SLIT2,-0.050232314833270494,0.04177857560859526,0.0015033998780362339,0.03408016245875387,-0.04134755760106406,0.011828911659834329,-0.008876535390261902,0.0367129148226717,0.030803474200917638,0.00951689301357805,-0.03022213305214809,-0.036834934373800914,0.04578789055114632
PLTP,0.10420400278577069,-0.01696811739950624,0.00018499664290354837,0.106333815424236,0.04612863128250523,0.03615501387535589,0.040335301236611915,0.0377827505625602,0.040527425594791694,0.02766320028248115,0.06376223851307136,-0.03374917470059619,1.662417661351504e-05
APOD,-0.059454173752229854,-0.019158383530612885,-0.03816017373937509,-0.10476307633705519,0.03241200383717102,-0.02215550827969765,-0.014791010206122978,-0.010276960620743257,0.006340031825568089,-0.011999967062217974,0.026120873228382715,-0.04484104338942601,0.10460563799429583
B2M,0.04875043078087874,0.005103574726036318,-0.048332054269953226,0.0972383553772069,0.08059879426049012,-0.04733579318143396,0.016579550511507238,-0.042745527873467304,-0.021533468161545995,-0.004094924454562777,0.05496156743097226,0.0002062046148847662,0.0042215906956700475
OMG,0.1101371553727929,-0.023586135110935904,-0.006631238626852065,-0.05885327947860329,0.015594557363150087,-0.04818660040984885,0.026575133443723715,0.03157307650713523,0.028993794967181866,-0.016713533740564356,0.023019233403325005,0.03379220127109477,-0.005502724706526325
CXCL3,-0.003941399031121792,-0.00626000486319639,0.00344371208325674,0.05957127615575574,0.006723151861696524,0.02263130647508063,-0.028141550215078248,0.04282950041652442,,,-0.009338863523801614,0.009918927732005069,
CXCL10,0.04675196358481757,-0.05423057502390932,0.047374643980134044,0.01781890469774629,0.06188261850066143,-0.03150848744547978,-0.05584202864169964,0.002992099870577431,-0.12683013879585658,0.015419713766293202,0.09892251406161591,0.003379359425085648,
RSPO3,,,-0.013205444050848593,-0.02208351353706279,-0.020432745115867033,-0.009203711012663518,-0.014774743585722156,,,,-0.05544665191991881,-0.016190498177380934,-0.03253874334304513
CORT,0.02063008778121287,-0.03908007208942639,-0.02961422226587834,-0.026801677960989652,-0.03536344325948296,0.006919620370946005,-0.0034837435062167886,,,,-0.0263244883987469,,0.06526295982165066
NCAN,0.10088853891610851,-0.05444115866887181,0.016546418977300036,-0.027271385169501824,0.047225794477981885,0.05549706406524287,-0.010405673899227091,-0.03081174001070359,-0.0012074015050870931,0.13434973210420575,0.032131070362865936,0.06116102971601505,-0.016777876161644677
PRG4,0.15705593179115426,,-0.01303320379371141,0.07818069944632128,-0.017700308579157508,-0.018424679631802866,,,,,0.027136010640828587,-0.036675841768485956,
ZG16B,,0.06655207507297238,0.003706254776699458,,-0.019110327537433393,-0.00984971478205926,,,,-0.04037925395003828,,0.020301255653286575,
TGM2,-0.06901875660494891,0.022197984238436455,0.006576897057142552,0.023987746147296936,0.07845772417553841,0.02047423426616509,-0.05093865705507364,-0.007576262879430958,-0.006005932798378886,0.03446046158350429,0.02138796041316444,0.04869206959260023,-0.029063993889717248
VEGFC,-0.03736876965671383,0.036747375416552555,0.11454209701155858,0.03460795511232844,0.01049058861600618,0.017631097697000036,-0.022589200308034345,-0.030448971297756658,-0.004737922057414843,-0.023963778897457638,0.03195752006712063,-0.02043226056558896,
WNT6,-0.047393555287883284,0.002271987626048838,-0.01802659903935188,0.07886393211360156,0.07106901703069214,0.0041138669418339215,,0.044932939492318746,,-0.0384006752471599,-0.021006659585385737,-0.024380928199915115,
NRG4,-0.01802501413675484,,-0.01586200523223373,-0.022521722285854258,-0.022046857212146203,-0.004342106343998504,-0.02516570579921008,,0.011514960990827586,,0.05336390339000781,-0.016190499991949502,
PMCH,,,0.004528925189130133,,,0.02427238630611869,,,,,-0.012034280338802649,-0.03491286859426727,
COL9A1,0.06747386629682156,-0.0028667267908833523,-0.016566706765091692,-0.01835562194406084,0.03471468971342891,-0.026398522051128057,-0.019713395756118742,0.03691767830673977,-0.0589142404302844,0.08131825070754577,0.06031660990851221,0.07133842950775404,0.03634191280290335
GDF11,0.00550177651963558,-0.02028642198242488,-0.01176519172070065,-0.06938586276913046,0.09688095016233302,-0.00278370113228499,-0.03357822234380434,0.0899795331076585,-0.09816352563912399,0.050882271741195986,0.003954513316953429,0.015850929444942072,-0.009986391310377154
RAET1E,,,,,,,,,,,,-0.0177608634545631,
SORBS1,-0.02285372197365336,-0.03179045910543588,-0.021435763893531145,0.045097920320059895,-0.03336840742072146,0.0037805415558386903,-0.009867790037242568,-0.05585922216000137,0.07192217376625995,0.012611052328899424,-0.0064016991186873935,0.017465611078196264,0.04031067054865106
DLL1,-0.026244286650092735,-0.02249740289486278,-0.023631998117346193,-0.035533146186653604,0.06690957661087842,-0.02300655865761456,-0.023160893623731596,-0.07782365004348199,-0.03877691260717376,-0.029119851133066237,0.02290927279611594,0.07035114800885549,0.11224170195130484
TLN1,0.015099462551030755,0.07097993013267329,0.02290442624562752,0.0013328350463098762,0.08429395279042241,0.0066240018010283,-0.011166859955823921,0.0057713626292440826,0.03447022534795905,0.017786583528920423,0.029604035951845627,0.0063351927505060695,0.06048532597813506
COL2A1,0.09534175538671749,,,0.0878375630800303,-0.016337612933628804,,,,,,-0.025352150296306122,-0.02356264708537354,
SHH,,,0.028167875811236632,0.07991371607666076,-0.012843348889615849,-0.019511472270223002,,-0.0787624828278638,,,-0.04900862252645942,0.025179402321056584,
PON2,0.0932924227403873,-0.005130139339402773,-0.018464870587515697,0.00846984451925983,0.0987472258610952,0.031419431834323455,-0.027474717910289968,-0.08068132158652831,0.09166833221716059,0.035880706038373227,0.028906343609938562,0.045514765803978355,-0.009750870891660044
ICAM5,0.01361242404977406,-0.009592400864429253,-0.006911795555972978,-0.03745215698585056,0.015753611463874027,-0.02314750175611273,-0.045281179277692624,,,,-0.01780580107710532,-0.034912867125360285,0.01413995915617719
HPX,-0.014953853550080946,,-0.023435401931481383,0.020711177817955905,0.0948857964957276,-0.019329454795446687,,-0.05349653770618897,-0.04758706539930721,0.029130635703433466,0.004837051512640258,-0.015033541341812532,
SFRP2,-0.04706740774840884,,0.021701962215136195,,-0.013038933751047761,0.0009448544043060845,-0.07287541491330518,0.05402057247692478,,-0.01165818676358933,0.04548944574576264,0.02709468801593795,0.10288743970714428
CFC1,,,,,,-0.012395959837520308,-0.020534347884204385,,,,,,
CD70,,,-0.004712554680840909,,,0.06343177780661828,,,-0.04574728371454746,,-0.030438016439391518,0.010434935094961184,
HP,0.06824334167187986,,0.013261049508423463,0.05627632924631393,-0.04607683124669285,-0.029495619170640926,-0.04633565485662604,0.027584436792044236,-0.05422623864011931,0.03329206718789579,-0.014093230510333576,-0.024219217163545397,
CXCL2,-0.019996901054223238,0.05747533812328617,0.041658491470020376,0.04614291850086149,0.03940041617437462,-0.046784421005626194,-0.053210635508172406,-0.014821196070282407,0.043972138000185505,,0.002065703656916696,0.01051327007707947,0.02347953116901017
NPPB,,,-0.0046585047852023475,,,-0.010854406561155121,,,,,-0.01798647576525337,-0.016423459102280085,
CCK,-0.011118265433845134,0.031181267562258305,-0.03233206760688884,-0.06407491612654047,-0.06281745634458663,-0.014073708913289198,0.015710640653478682,,,0.0221510305053884,-0.028865920684314216,0.1118481674617558,0.08494480529738321
SEMA6A,0.08348471077654197,-0.020778536392887834,-0.031058065247689472,-0.07011483603925028,0.047114099955615836,-0.00021681233540147795,0.000326625189294576,-0.10527399108380937,-0.03988170766233101,0.07252231789812487,0.006600846543554598,-0.030884393488760147,0.06774350003752301
IRAK4,0.04864062169726846,0.031538923064871154,-0.022155008799473883,-0.012090298524785912,0.028730039334426208,-0.04728683271331508,0.0680919396908339,0.1341700402471167,-0.09490408162387705,0.02023595422032651,-0.022146493473469604,0.023568053265678325,0.002830152963562534
GSTP1,0.021290952060943398,-0.0018319519921771565,0.006544291479362177,-0.0043604590462005665,0.05953560036594808,-0.0236619295609667,-0.04276731434933319,-0.04385328818786396,-0.062040152698903756,0.052531733652048405,0.030458455979562402,0.01103579774516937,0.01199478203861423
VCAM1,0.08575166030680592,0.035333545067917506,-0.031135757087709492,0.12354054787713407,0.011307171446345469,0.0029672646188807954,-0.08877067902847414,-0.057961462203084825,0.010261213840443763,0.02160197187917853,0.04198157182552599,0.047611722277534914,0.17118651701891013
NXPH3,0.04241570515986512,-0.020040502080186935,-0.010747782864511952,0.009744259505099506,0.05932360800657389,-0.021139748691280384,-0.03296240416607731,-0.06468676489632517,0.000536475570009284,0.06362680270750451,-0.0022240574583343577,0.03343432025520095,-0.07101962768461251
MTMR4,0.030506696561143545,-0.00635927072022086,-0.021909213754440035,-0.03226082427233159,0.011852257973933708,-0.01623198988949223,-0.018803421670625927,-0.11463822374247809,0.012809706817205273,0.06719915685322274,0.031018047448028607,0.021660347402032782,0.025068852857076104
LAMC2,-0.032253522734030024,,0.007015477901847982,,,-0.013664486897470105,,,-8.415001055006032e-05,,-0.011681146149554622,0.03853751296806428,
IL10,0.02731445314730237,0.01208388843456169,0.011822192185024552,0.00690600583990229,-0.021438595962740566,-0.04272416445671587,0.029558238016182157,0.14136849355778475,0.019381189733333422,0.026711792085893134,0.04766204847516754,-0.03798834190802271,
SEMA4D,0.05374805741088175,-0.009343037252064965,0.0010594455257651781,0.026882139858096028,-0.019238894409098237,0.008736887838638569,0.04502291689073701,-0.0838355776233766,-0.06709203549642341,-0.014341115845611938,0.024563477489413958,0.011725020196003362,0.10327383453018538
TRH,0.07607207334683401,,0.05845935166287985,-0.013897375935333805,0.0006490586337657838,0.03271085595154969,0.04011449678945549,-0.06337094494758433,,,0.014499030201866277,-0.018395375575930448,
SEMA6D,0.00401854472150237,-0.03999258597105828,0.06115226583259033,0.0545693274913438,0.09811661522068471,0.06823941438348938,-0.005963921390605724,-0.13149539800783258,0.10774177901049568,-0.01084100650170484,-0.02577649497906409,-0.014655510711715723,0.2045644560401558
CEL,,,,0.02729799014374525,,,,0.016786013613436054,-0.006863700049625786,-0.043183493495379255,0.07945615621854778,-0.04471358528923303,
PDCD1LG2,-0.05166448497421809,-0.018033049157495585,0.04473331812352637,0.03933790409894019,-0.017355354524452523,-0.04240458901597438,0.023741130135241987,-0.023152430494234377,-0.002557707894602993,0.0805699733282118,-0.0419479156750726,0.07285116116091787,
SPINT1,-0.049938290494621465,0.017394918167341657,0.004696441870886498,-0.0051936236602924445,-0.002311384623961659,-0.01131543386823226,0.03962546419933721,-0.000976110685741211,-0.04981803813074067,0.04146390451006183,-0.012940172779874635,-0.028049992814052398,
CTHRC1,0.0023338567971298,0.029007604121378344,-0.021019016835972293,0.0656763747272491,0.04876668383278535,-0.01077679105141603,0.011530387062216855,-0.02410746202249781,-0.10499140317965379,0.052413026411714,-0.01966341477440952,0.05237094510510447,-0.021851163414703532
PODXL,0.07529062480247216,0.0113817215161208,-0.010157231387273697,0.09120280069302523,0.05972478451309825,-0.016032013452212935,-0.06281870592523363,-0.09223198549358572,0.02653429268988749,0.09674224648784524,0.013431408649551347,0.09476023355830002,-0.04050034887278139
JAM3,-0.0021820749057124425,0.0010955013121389232,-0.00831505348632148,-0.006347943658412231,0.07866707160164438,0.023970034405425254,0.04752932476796327,0.01805146095586142,0.0674083273960813,0.05629378497898079,0.04756747369416643,0.014956574341929244,-0.004663501540139952
TGFB2,0.002467445536224549,0.001640289635513035,-0.021157554894433248,0.08417114709301973,0.07576200879702276,0.04338793947220757,-0.06485232608309453,-0.0680686278918296,0.002045584725201051,0.005487578237168135,-0.039058700724108344,-0.01649913964738756,0.050612959990137714
COL18A1,-0.026254367612634732,-0.002353950151031362,-0.002257735414011365,0.04543274356067582,0.06800235228087316,0.06562004226232582,-0.02225600217642345,-0.03789686417795824,-0.09599611868255381,-0.07691928414699235,0.02978414223470618,0.02990714659238557,-0.04845987791593166
NODAL,,-0.009695372575171429,0.01860984477885503,0.03773958424752212,0.07374948000388552,,,-0.029640581930967323,-0.04304025234715295,-0.04353868438552932,-0.013358266724169031,0.04254619169098089,
