,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
MICA,0.08370939579230519,-0.03812893000089382,-0.03262884050733054,-0.006089880058683717,-0.06185696197853528,-0.022515456950506576,-0.006945166910173899,0.021988135338741464,-0.000361542989794633,0.07140736454451976,0.03525611061005876,0.06931354257683026,0.09881938194058978,0.04929351619304724,-0.013516974642946161,0.14771681837054004,0.02075445984530497,0.008652815741251967
TG,-0.031316588317371774,-0.01753931999665247,-0.0221518827670909,-0.03409490610640568,-0.0017648778573270698,-0.025166219173461266,,-0.04682557091058258,-0.031741001789525373,-0.052950829557654094,0.03474457847515608,0.00349291241336498,-0.02181917565788625,,0.03748921189720026,0.017817109745442324,0.004321118284432602,
ADA,0.07194087784455451,0.07620839531207868,0.012484952973513975,-0.054777206359962284,-0.09626818972914519,0.025891414553416134,-0.031589087879834325,0.0050729411444348435,0.0776434501970476,0.0052099525491598134,-0.003305834805065874,-0.03900004296806534,0.103728290409778,0.0743995473565405,0.06900099966435268,0.20957752190706627,0.014403782756962615,0.13307370697637722
LAMC3,0.11363936093846556,0.015138561746345761,0.002606499159064918,-0.046992141198786475,-0.07464595550941852,-0.00398672987543706,0.037308748179070025,0.06470306408938319,0.04837419098570808,0.10605740373036449,0.056610155505377395,0.024529311046748135,0.10969357536937886,-0.01884702269736257,0.18176651940916502,0.29905485542537563,0.07505221819983543,-0.07026087508833276
CCL7,0.0519781863203159,,-0.025909487098696286,,,,,,,,,0.03323824551608089,,,,0.023918224346237308,0.0657286010943776,
NGF,0.122048410947349,,-0.001670669820851579,-0.020446881428043757,,,-0.0015408086113565102,-0.0254281625391642,,,-0.040964144539762014,0.08976195966467541,0.012271277184246303,,0.12795181733084643,0.2583393183161133,0.037669189077341965,
TNFSF15,,,0.01797843935468168,0.011537092308050896,,,,0.0884676732474207,,0.09546444707490206,-0.01270092048492711,0.027858206020017606,,,-0.05100043382470237,0.13877736268757043,0.02559318623424635,
HMGB1,-0.13387362970583108,-0.04656500739376097,0.05552238750558929,-0.00047197730001893683,-0.14593711102722126,0.016420779662389237,0.01500597123597621,0.04846430937239641,0.02521673079805669,-0.010280221464579645,-0.0752227612402931,0.010678311559630366,0.049075469685895885,-0.007409173014815522,0.15032659685531202,-0.2644842071147366,-0.047163196677253216,-0.015232290111017977
ITGB3BP,0.04020560170102649,-0.051675878131798525,0.009755676633630946,-0.016608361821286586,-0.10242777041725751,0.051154942304179295,-0.008562991353755975,-0.019907521602185316,-0.029858364492812837,0.051599434077857366,0.12330237580572986,0.07010948908429343,0.11313606591455933,-0.013108726655300405,0.05332186272117958,0.0516187367201667,-0.006445938170900479,0.008612383268577712
AANAT,-0.003163046328945649,,0.025671228879728416,,0.012670487989342187,0.01497727779993868,0.032470314571252164,,0.03314114058961975,,0.021894125136103955,0.010952473264129445,-0.03199661712577865,-0.05173776718307097,,0.02355847657529344,-0.035310612239349684,
RELN,-0.0680560268219777,-0.023532308063757397,-0.002738060314302808,-0.026991820489136058,0.06861783536212929,-0.038029126845191066,0.03465279267380471,,-0.020322651485430502,,,,,-0.009225407124703891,-0.02343072471575697,,-0.060889881519196984,0.11609621398997089
IL15,0.05839815432395209,-0.022344825339781695,-0.047412018780064596,-0.028110479664555144,-0.04339754457134618,0.02344725151608671,0.05800108982169748,0.09829567916585072,-0.02628826268014416,0.04041801536390946,0.07844900835414388,0.026157243134285583,0.03276268887516996,-0.01452281543444793,0.0007752881100428435,0.12728384596126627,0.04689824972405985,
UTS2,,,,,-0.09702423718373307,,,,,0.055171946247739724,,0.060108370444915904,,,,,,
BSG,-0.0581658145159705,-0.02852195898519202,-0.047454981778020676,-0.04361851566948056,0.08878481100535954,0.01225645120446751,0.03845370860986778,0.0674272085319121,-0.026781494115970056,-0.012653132998903025,0.02059037076463877,0.25497411341146436,0.18110003768570543,-0.024457326288025265,0.0902684128135639,0.034571725320749,0.11225170729446846,0.14924775332695325
ADAMTS3,-0.005782439034638242,0.036341768487061284,-0.029454373330341236,-0.04527785073178435,-0.06955269210408432,-0.001597291203809133,-0.0516484370012367,-0.01425336850358369,-0.03523130336041703,0.016290721229591364,-0.025764302098652655,0.025932135586995926,-0.019425691982579756,0.0070549838221286645,0.029986390471758346,-0.007848398355974697,0.009883841673074578,
CD34,0.14091713789906454,0.03042047821458888,-0.01586232732945019,-0.0026672916240100615,-0.11845247328291418,0.0321414809221901,-0.009428801144261959,0.07582700050253643,0.015092789611859095,0.04283709164477328,-0.011415237010986127,-0.01574708515852526,-0.0031271231550523263,0.020744255266991904,0.14346563608637983,0.2874079720751271,-0.002837182071597356,-0.11938562683967659
CCL23,,,,,-0.02890637312174911,,,,,-0.030279332010279544,,,,,,,,
PLAT,0.007089389237523055,-0.037787554628219505,-0.004883319331614423,-0.05578486937065717,-0.12929043212523803,0.06592697477467412,0.08096840599346831,0.003169090249873842,-0.03892793517756988,0.009968728543959898,0.08354400113121646,0.07070041060703747,0.041641560309827776,0.05251642280828885,0.2236618910596822,0.12365820413606388,0.027142163143637144,0.009976723725041643
NTF3,,,,,,,,-0.019841364912703503,,,,0.0830149909396445,-0.0068030270609316995,,-0.029780651169998684,,,
LTA,,-0.012898471055867323,,,,-0.02179709787608546,,,-0.026288265925179573,,,,,,,0.1439533810874262,,
CKLF,0.014750422213790403,-0.04466566791788121,-0.028200834759417676,-0.023166184708218195,-0.13434151384083767,0.01758881613092865,-0.03927756282565108,0.03268728355136519,-0.06142754689632421,-0.01941709899233975,0.07892018070728163,-0.06654083623889656,-0.020930726750424664,0.015817854277618226,0.03306607662906304,-0.11543087575873139,0.01931885907901594,0.0059266707204229776
APELA,,,,,,,,0.11502958703465116,,,,,,,,,,
CD24,-0.002138604152726443,-0.0024217502535698815,-0.031184889949410922,0.02746207431964946,-0.022134981492338054,-0.07091934083587136,0.009508779637900642,-0.08613123644685394,0.020154593754176033,0.001306963041292642,-0.01862571128045729,-0.09775693024426751,-0.09374544519633718,-0.0005459615774378466,-0.12599710418651083,0.025343446102583,0.023989565691922395,0.0860406773809396
HSP90AA1,-0.10568550358616949,-0.04862286098639014,0.037174078920608894,0.0697681254233288,0.19100636053157524,-0.044169719256675954,0.0718987486725852,-0.030022360575288547,0.082523447998099,-0.0015855995058704586,-0.07411055452146978,0.09122700903200304,0.15199173001679187,-0.061287515512245865,-0.045958200320267796,-0.16384482485506582,-0.11290617962141883,-0.011776181352307624
BMP4,-0.010916793139884716,-0.01367313542766609,-0.033544911575538676,0.012832573803200771,0.043884720971319936,-0.01137637315650906,-0.033762371395695503,-0.03375512286912524,-0.022400317736695683,0.04364975364059584,0.0812734902161663,-0.012644860370071238,0.013107358997005485,0.01800596812115067,0.08177043196930131,0.16958728750381435,0.04922465478979153,
SCGB3A1,0.02684442048296566,,-0.003225633039502209,-0.03588352446256348,,,-0.025825085088670697,-0.03269847481051681,-0.018343604314813012,0.013578702262053419,,-0.030712837526065687,-0.032900083389426765,,0.10518325782212182,0.14091913869201625,0.06615107730644713,
IGFBP4,0.16801833183854098,-0.06569614644071516,-0.038493972586985274,-0.028775117116985872,-0.12167840786226704,0.004389103553274014,-0.011988216533838747,0.10630775098261577,-0.0052733826031434545,0.03919866228679321,0.0172622244493033,0.08315923979952816,0.10259748031850985,-0.0003641890446469455,0.26545981200890445,0.41631136425793575,0.09388016642974242,0.22362014546155717
RSPO4,,0.05866824571760972,-0.02375803821406372,,,0.051349612943162544,,,-0.036465963448010216,,,,,,-0.022812782756811825,0.04928475801132413,0.01137152151075439,
LEFTY2,0.08141666296054915,0.0355367643123277,-0.036876147830752486,0.0015634904004462981,-0.1457304976068766,0.031577117854021626,-0.04104198931683894,0.025822680504418615,-0.03245257070689298,0.05436788720127102,0.034385430841265587,-0.04321709912896203,0.036247213691540645,0.0655183042130303,-0.09319753755655269,0.11961056225262971,-0.0672099724922099,
PF4,-0.028035134431526,-0.011732912510884196,,,,,,,,,,,-0.07484873283084958,,,-0.012945345060116662,0.09978658934417806,
ANGPTL2,0.0792920957552739,-0.007323378776018961,-0.03491253312281097,-0.06647896809519092,-0.10454407568431144,-0.015345852338769768,-0.0130238449587835,-0.16940669547940643,-0.06792730096275813,0.07021615630951711,-0.026990028384108213,0.07359424859341808,-0.04321883782917988,-0.005022707538873646,0.08293702229870553,0.21436567865350353,-0.03239627640420177,-0.022701316224514614
LRIG2,0.028256271312358635,0.006716410639280005,-0.011648229398886262,-0.016040020921637626,-0.06268423119077919,-0.007381694451020754,0.010331883064660298,0.012417647377138716,0.02795373722209572,0.06064881192742362,0.07999022213303722,0.13646154860844237,0.1076911686824561,0.0011039131354191741,0.03988188155834943,0.07037499918571648,0.04269357274335794,-0.09197600934640587
ICOSLG,0.09665506561273005,-0.013806752741610232,-0.03771112835562632,0.047760489089393524,-0.03813714568873509,0.013117227184511276,-0.12847675634853356,0.006537710957963364,0.0075909211179455,0.0923825619732728,0.007636749701029139,0.05334741904355522,0.09356390331414013,-0.049656535560918896,0.07896151030521054,0.20409683247591706,0.04981564440905545,-0.06084832751522463
WIF1,-0.0361301811673288,,0.03223476316416146,0.06439713750474571,0.1702817863709493,-0.019563037722635304,0.2376745664704412,,-0.0057865449780394726,,,,,,-0.05737474549306916,,0.02125020774845739,0.1415536319051047
NPPC,-0.05489395174118319,,0.039943089591045394,0.006006861625416396,0.04090956291203292,0.013593652050524804,0.029092253400296197,,-0.020588397734478646,-0.04069116922055892,-0.05382680835838735,-0.042431244679799626,0.025450937496144833,0.0652327474498667,0.020403541243173045,,0.009269490487994511,0.0032457133027129137
LYZ,0.06383930293410635,-0.0008031720072840991,-0.04283437993812394,-0.025363403847990476,-0.0889778523620082,-0.0042495954600274815,-0.06459720994228041,0.18871434928991324,-0.060009988215869385,0.046001946360204965,0.04000071479193337,0.010510587295012478,0.018968981716752695,-0.04856623155479056,0.054007598677138495,0.29083609868137267,0.04603338473080727,-0.09975429077956348
EREG,,,-0.011936925854312977,,,,-0.029382334038359666,-0.003158861418211357,,,,0.15017007666397003,0.2530617281397666,,0.034245441743789934,0.032023353690922775,0.060689900293386716,
SPTAN1,-0.060727694975215074,0.018943175385393234,-0.015445917624642718,0.03967970754432494,0.10332925693919079,0.01807076567036915,0.10279263084816347,0.10022576991488326,0.01772110141058674,0.022499553830370528,0.07693071750798997,-0.032931481430274724,0.00598769929668103,-0.028493260459358266,-0.12838726309133291,-0.09490976826771493,-0.0980356817212979,0.027401058095808513
PTH2,,,,,,,,,,,,,,,-0.014144205728995171,,,
LIPC,-0.034322373433261937,0.019864988276603428,-0.0230016913405974,-0.025392925869588776,-0.009748569143048277,-0.004291971309903424,-0.059376391668539384,-0.008821483036608237,0.009328377261219479,0.04333513147005236,0.005322128999702385,,,-0.018396049287626278,,0.1268777827234139,0.007907398549684155,
COL8A1,0.22316718986553088,-0.03639312122775372,-0.006890646831499591,0.002505449758909292,-0.09176047457945567,0.03675485817415756,0.07941324094464686,0.03853209315679447,-0.02557253306898495,0.04896422216362738,0.12606868576225203,-0.00929031509816447,0.1488623007495282,-0.016080930424483587,0.10704733188014336,0.23111442548665795,0.05727922826351063,
GSTM2,0.015038813717139539,0.00015577508937393935,-0.04657494418612031,-0.023771195705873435,-0.01925570165546133,0.03044536880789324,0.03783735759065706,0.06594612881433899,-0.014008499250103511,0.0893464625240794,0.031490451885367976,-0.01931993620133955,-0.08295318974011248,-0.02981686018244877,-0.026141383058655855,-0.0733157135037688,-0.026042519810019368,
SPX,-0.005189700619018642,-0.01010556494657511,0.050958632614207106,0.026305471235036734,0.0890640096880687,-0.05459484478836786,-0.054983089357090606,,0.09801761563949629,0.045355505732857744,0.13200887103695805,0.06171368304429949,-0.05849995026033143,-0.02644070578103702,-0.15434517103693893,-0.17364560933799805,-0.07596863797915451,0.061091984979279146
MFGE8,0.10639773414881586,-0.035511145465075236,0.03207455114937672,0.004936002538934767,-0.0749517033552076,-0.01949590648429116,0.11629710027503785,0.14230128744430265,0.030363863332247505,-0.046860097829484526,0.020546554315376307,0.03542335364948472,0.15128106423285695,0.051251560725283994,0.09518134200466252,0.21308754283335807,0.035024256400994956,0.0829713164756024
TGFA,-0.10855820426693712,-0.04866043765262267,-0.03870274647406117,-0.013149060831665378,-0.08528365799735656,0.056601963678939,-0.07599125430698493,0.04375002886257635,0.018312190920189556,-0.050437942120760075,0.039368190704494106,0.087936440103039,-0.018766808959737726,0.027743094961475263,0.045758203692064875,0.0359541128177239,0.057801286101361926,-0.07906457107914845
SLIT2,0.007799827237411403,-0.03059320393757699,-0.027599973323621216,0.0020519449776662804,0.033004213721206224,0.022557442449682667,0.08558301671619763,0.08702036392801704,0.0371949465912525,0.022875621295063493,0.01213098375104079,0.009939039242254272,0.04752750304944041,0.05072426875373317,0.05164682743824627,0.22305878141849736,0.07275719949117496,0.23341279304173304
PLTP,-0.04428029228584465,-0.02768501050400006,0.006538442715362558,-0.035749878777009796,-0.15538822429332677,-0.016064625504038005,0.0011267325154612087,0.07655230171102577,-0.009939951463179095,-0.0075759294109250495,0.019561529624844278,0.02687707511188963,0.17387494083569957,-0.050648171339162835,0.20176135898600422,0.145995005171323,0.04556128389589377,-0.017532752702909105
APOD,-0.09801503662280199,-0.017620788350911295,-0.008624642214347538,-0.04045510923825965,-0.1663416880571796,-0.04540545717655479,-0.07459593337041459,0.11765389871081812,0.0784224755356226,0.007154563639834108,0.01832755326897851,0.029067118858992814,-0.008944990900167768,0.039960729451490345,0.13562709767369435,0.14058530703546993,0.02218796853196745,-0.12164725617577567
B2M,0.13938102191973314,0.06622271326246952,-0.06926840590782093,-0.058908177828787635,-0.1998669904656908,-0.01164733744897947,-0.05593975408903505,0.1817992446813996,-0.08104443478834633,0.15753284844081977,0.10078264801573689,0.09836111441330117,0.16986951763731994,-0.007791266199406731,0.2311468626129769,0.3671326325099358,0.03582303055902114,-0.047734934994739714
OMG,-0.14855362420283888,0.0025956088789045794,0.05059712415015459,0.047924998314345164,0.02042431313548909,-0.04336420071716688,-0.07973145335485318,0.01904983317466022,0.11994080612394144,-0.02173080875482298,0.03434207690119281,-0.07360727533864012,-0.07645403546823448,0.03380757012931915,-0.08258398488284296,-0.06686204426888509,-0.11474153073603642,-0.11862418009187899
CXCL3,0.0013009826616221286,0.06994714474930508,-0.03201572387775208,,0.006975306988516176,0.046959691092636355,-0.04068658877723698,0.10660044107149778,-0.01893231191328531,0.08748384501777996,,0.17687636254750697,0.1588730729851906,0.005390662567024525,0.07962200000453429,0.04755519060642547,0.0965063407051594,
CXCL10,-0.022719976489608145,-0.03934892012221698,-0.031753319203006884,-0.0081915748633244,-0.10812987920904284,0.0028961141914102544,-0.08715520208757739,0.07114870153719086,-0.030085734776211917,0.13784420499496267,0.04643009877470361,0.034785719300036426,0.07371155124407176,0.012154432212136124,-0.0025601131530457286,0.03488467322678952,0.044664995859737475,
RSPO3,0.04301763522029133,,0.08887090810180226,0.04651002755340654,0.049534474926549374,0.006871109699018721,0.1271837093251177,,0.10119090403232718,,,0.0344777455816666,0.00289198344989443,,0.017316385697562713,-0.0026439436873827295,-0.028545137596227305,0.05014520007512961
CORT,0.013206202433252682,0.01089317366185814,-0.014488267511257839,0.01552893781228995,0.02630294241211486,0.0015377171831558374,-0.05386332452393053,,0.08132951140689196,,,0.019778532264837154,-0.017197683119557286,,-0.09017331818475233,,,0.10111168053801729
NCAN,-0.12038794554607385,-0.022210980854051876,0.09221548407276488,-0.060675069323526995,-0.08586229035745774,0.046965294151269606,0.06761876846331512,,0.010504124961594282,-0.00427193702348808,0.11691541600181644,-0.10126423970218948,-0.1570258176454841,-0.007815358565617525,-0.2152682096118338,-0.2552000840220147,-0.16298031439196242,0.01742018697814634
PRG4,0.048900316867014716,,-0.01646911826552861,,-0.0488437195251094,-0.023562258298315403,,,-0.02313065074425552,,,0.03686601842685448,-0.020443024989452847,,0.09286954741875636,0.24840809391883073,0.09119476404229195,
ZG16B,-0.037476902010149256,0.03182313821904398,,,0.004106436071148526,0.04796707364362961,,0.10317326060641943,,,-0.04997293738849936,,,,,0.06469425765572905,0.02952917415610442,
TGM2,0.21893103855560672,0.05021200795862664,-0.014096428297572577,-0.02407667598415946,-0.02090734604241615,-0.01289047020063269,0.016467467733722558,-0.0066113189453269215,0.03718434133979243,0.12339511653402793,0.09342702219110179,0.14459288513321253,0.25937699836759004,0.024620217847741488,0.12618476598181438,0.27033523767962353,0.07312929247520727,-0.06197537281812209
VEGFC,0.1743624588328683,0.05327757143054577,0.05180680197239713,-0.051357886421211925,-0.01196600054438019,0.021376867976658262,0.029423104742485027,-0.013684650269341821,0.020873787624646336,0.09612570600552495,0.06163227933284799,0.06535787458910618,0.1259786139492604,0.04504723793694282,0.038351385878396795,0.20136549950666718,0.015412699938979457,
WNT6,-0.01892447605172266,-0.013056884247784797,0.04282303282606157,-0.002753833434664457,0.010494541096099508,0.00591877012244637,,-0.0018713867933744185,0.04542440142334471,,0.05537370753067093,-0.023434701226927108,0.09751362529660533,,0.0003439508223463012,0.03778431335515095,0.027086525402041744,
NRG4,-0.024891895297995473,,-0.02345810526086772,0.12373690600593609,-0.01768798768425367,0.0007274013631904156,0.09822941082565426,,0.04821329057562017,,,,,0.05945592279033557,0.023075209039272817,-0.03442213557688915,-0.013172546825056277,
PMCH,0.10298016343752066,,,,,-0.003261992828053984,,,,,,0.0738494723283895,0.004489740337300467,,-0.0228616269511674,0.05309252045711836,-0.04802823334707614,
COL9A1,0.007112118240661085,-0.02128833668021028,0.07333626685650706,-0.023879228187919176,-0.0247114537469638,-0.046419253631803735,0.04355843930388039,,-0.008964259715034686,-0.0649867170494567,0.08276372298920957,-0.01904283753819123,-0.04262782564480459,-0.04556893284154183,0.035080984869010075,-0.07892729745633263,0.06848480634724792,0.15092852705610074
GDF11,-0.05330374690213646,-0.042875247940232175,-0.05734023859851359,-0.020378457990098683,-0.1016446061753307,0.035717154480466154,0.02637554348109388,-0.017131651618746722,-0.008389532418967867,-0.04764668127935927,0.05502821399864807,-0.04444594215284501,-0.02142010440434085,0.10827657067953404,0.05077954775626409,0.14067642894874863,0.06321225189693384,0.0009578817981103746
RAET1E,,,,,,,,,,,,,,,,0.0490816237290143,,
IL24,,,,,,,,0.047422171080895935,,,,0.11899594732192055,0.11264112782364248,,,,0.0005030293245963558,
