,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,,-0.019877315057158996,-0.012055894904184574,,0.08009809514000103,,0.20783020766461255,,,,,-0.04706674056079042,0.077707575559285,-0.036860273556439886,-0.033600332935832374,-0.0037694075002579447,0.043435922385418484,0.055077510494456375
PDAP1,-0.02266016246568486,0.1030517066923294,0.014946164346850688,-0.015537190720763245,0.007132779709164436,0.087415511356224,0.1207870192495349,-0.04165434029155479,0.04527700896912153,0.020175116200081847,-0.015143799991884636,0.034156202354931615,0.05679079311902618,0.012018132125776284,0.0349441339538138,-0.06023001889437012,-0.037742350984126816,0.0513550423268809
QDPR,0.0070470811655819286,-0.00982948373740164,-0.02734313167523252,0.03908481995690753,0.012315451142376385,-0.06633259838176359,-0.09616740759040865,-0.028607163271964057,0.06503477825411097,0.04306032300508255,0.00498450265145583,-0.02289037109035229,0.06233822980271322,-0.04888511445603429,0.04674380911597846,0.05695730420522012,0.05051843395983354,-0.014381855561108466
POMC,0.0649881439944894,0.04127424590963644,0.04061091651706457,,-0.02696160180728069,-0.015705024460768092,0.05429024063842983,0.014080563028864781,0.01995849420857283,0.02559078955299213,-0.006649235509137664,-0.013523504227918743,0.09545912959728936,-0.006912506909959358,0.1494568796606562,0.09914329575397335,-0.020513913497124857,0.02835262260349048
CCL18,-0.03945410347119766,-0.02480501110255854,,,,,,,0.08277287630902075,,,0.03961964702708071,,-0.02613453999254835,0.021206062210645794,-0.0034794968189103756,-0.04006909379355641,
CCL17,,,,,-0.02815712106729347,,,0.034723009904890245,,0.0589848476291576,,,,,-0.03132154282317563,-0.04557591546460493,,0.05472425875879786
VEGFD,0.051021648787284435,-0.02480501897931136,-0.01726765068369181,,-0.006263672983101621,,0.04649853892678857,-0.039530873907322524,-0.009406873934105863,-0.01901187649193895,,0.06169574557701132,-0.010974165043633279,,,-0.03157182778187033,,
TNFSF13,,0.016807840683000813,,,0.03604508976618609,0.024563000211660593,,,,,,,,,0.021234754093895532,-0.015569446177700641,0.017951007178717615,-0.02439803841959723
WNT5A,0.020797404406295024,-0.04552877261970912,0.0033208573440055822,0.01868021084244665,0.06727407567405864,0.1688677489242479,0.04695227545566731,0.0035649977662309987,0.037475567625396736,0.041454045475071054,0.08860369156731727,0.03710517319732693,0.039476403966038506,0.07154752980042067,0.016955592995382823,0.047711001189129965,0.03309008677936712,-0.02456986874548755
CXCL8,-0.000425922895647552,-0.01585497954907449,-0.016168404613912155,-0.07709652320136724,-0.013573733593562324,-0.02506219859024236,0.08387742817152483,-0.03853752405508508,0.01794600828483503,0.036114569962146355,,-0.08703919217073296,0.12067810675165505,0.04831592605006646,-0.06693480319217511,-0.13675232374436794,-0.06720926800217093,0.023515072740066544
GRN,-0.05349291909467478,-0.016994849818871147,0.027784783864203723,0.1475147931353938,0.011184818205301018,0.09011594462181875,0.04568588643469325,-0.020048149168637387,0.064042672279202,-0.010943485017314085,0.08634658271618362,0.07192761276369501,0.08059915793279859,0.006674351221044088,0.010429315600456068,0.005930524673464615,0.031516398109600885,0.02679535437091451
MIA,0.034346413076847056,0.022192934067300007,-0.01535664094250836,0.026289627674025595,-0.016637847011176432,0.05102191017448267,0.011706934363643662,0.05861200766357211,-0.012621003524615084,0.012705625395706667,0.06056419310944198,-0.03638337508411666,-0.03456967431364816,-0.0036006490668247107,0.07320447630732219,0.11411212654209109,0.0003170224647366834,0.05341913830454107
COL4A4,0.06437137698235258,0.05414780761117103,-0.0125974154884273,0.03372035335749637,0.03054954218114095,0.07335133814584904,-0.013411327653487522,-0.018071869488473936,,0.10818672833575424,,,-0.0963248414883209,0.13352623112852233,0.1065456609703249,0.08762217019223142,-6.813252070891974e-05,-0.033290133260757325
TAC1,-0.04540828620430288,0.026987455058008657,0.027954783803376456,0.05331669181491438,0.059744552553632785,-0.15316404216910148,-0.06291372049075275,0.06314554410928593,,-0.0447615281194742,,,,,,,-0.033632115476351435,0.026676664412840084
RARRES2,0.0009244058758037613,0.058999203120422505,-0.027369783638939268,0.08098971640628423,0.11275206943470799,0.14175361551290847,0.08602430160219249,0.017724842768893124,0.09071541746824512,0.04793555156098825,0.03209460115581119,0.06846081892997652,-0.08436058084477926,0.07478218638112742,-0.010921247484658204,-0.08435436741337138,-0.06869258699466037,0.015586802452105614
FGF7,-0.03073081736272863,,0.013916384133369243,-0.0459750484980325,0.01298625945440542,0.010310302509076424,0.07551542130618977,0.04654136167578024,0.0287169406267135,-0.0012576420867286113,-0.0024913072839996323,-0.027496712010252153,-0.02177268544270644,0.13306608942097606,0.01801039318848893,-0.00016078938568368878,0.0016825388459491934,0.041654072666662496
EFNA2,,,,,,,,,,,,,,,,-0.030006909422800473,,
HBEGF,-0.013619012878914616,-0.03700738821713547,0.023457576060661546,-0.0077034117562466645,0.017716352354026074,0.024209376789876606,-0.0009737310804005247,-0.019066998406693767,0.0472160065285172,-0.019717404956610625,0.061433729553478984,-0.09219279146008438,-0.022309437158822203,0.032612783974471156,-0.018950781107256,-0.00735445568140809,-0.016393181195592504,-0.003354312555948775
CSF3,0.04702718500327249,,,-0.021764126027999816,-0.06768165021073379,,-0.014188926521387073,,-0.023756112065747723,,,,,,0.02716037317754365,-0.06297524760711957,-0.042141709006606,-0.005183568178756129
PI3,-0.016247467135560554,-0.013021878544801455,,-0.015450730010318162,-0.021541757287496795,,-0.01597691853664133,,,,,0.018604120204207843,,,-0.046772955998531415,-0.12384431226837846,-0.05082270219365296,-0.05063705338654285
PCSK1N,-0.05258232302202545,0.07898340703611607,0.05824483785417452,0.01947952948164661,-0.006035233387917397,-0.06397850475633399,-0.031870623639312146,-0.05362604436641905,0.003791001684852352,-0.007211042448344046,0.07187744793600649,-0.0845108599876663,0.09667820937043459,0.005899685476899329,0.004334219185731127,0.018005190348353718,0.03663380147037213,0.07536008015742661
NTS,,,,,,-0.02046492522826807,0.025569580581410584,0.03581505302653254,,,,,,,-0.07306989895402213,-0.036557724917811805,-0.0013249142793804098,0.04056468785007627
SFRP1,0.013299799382038546,-0.011404484078076366,0.013525778555818024,,-0.04744444869910136,0.12728748004292648,-0.051180331919325854,-0.041025792640652335,0.043418504308670114,0.003177076656002863,0.054414897955812794,0.009703312892894365,0.006580662268038492,0.028283078829185647,0.07693007913773044,0.027973022560126806,0.05781673484646189,0.10059336959746837
CXCL13,,,-0.0291521881923039,0.034340719531688796,,,,,0.07779978177614284,,,,,,0.0016685308785516207,-0.0438912762822591,0.0194310525390158,
MICA,0.029596796012390986,0.048968238741753885,-0.009733163389773496,-0.008497059699238241,0.046293108750067986,-0.007815187214857619,0.07280885059116757,0.004557777691861835,0.0459132958410052,-0.0008498063694509941,0.008187003184734767,-0.13993489100062217,0.09198444658999845,0.045775254729437075,0.07211476237186264,0.011385408597957773,0.007919488028879316,0.027731788302537048
TG,-0.0009658617657570223,0.01670330468872722,0.022864926171724892,,-0.05963949931614631,0.05544313032491192,0.09341202842855022,0.026656309598242185,0.12089295234510151,-0.026647098789747813,0.041648503207709506,0.005523902373564907,0.11106871415391502,-0.00825982894770057,0.001220143297333961,0.11563576470576077,0.020351007187170877,0.02966781653388732
ADA,-0.05275427606688116,-0.00378356740149153,0.006990947905493011,-0.03120337238074828,0.05449318992636555,-0.04614773821290321,0.06161489069743617,0.03333527456647177,0.0603333594720089,0.11614851769608875,0.011828656279731798,0.029389040949191498,0.08992259106388177,0.12352714901326091,-0.01388066462126217,-0.004659699642918977,-0.05829936344162214,0.007365666010074275
LAMC3,-0.006390503588488272,0.014724644850966645,-0.029152188301959092,0.07581213267254641,-0.048516684937849046,0.07019860600628017,0.059290253170310205,0.06048461796461514,0.047614397971947296,-0.05696265558775732,0.048536834443699384,0.05242675997106013,-0.01401288609773802,0.05893108182989367,0.04220487023871219,0.10579015053221884,-0.01987169386325485,0.03959827718037585
CCL7,,0.026896339694322827,,,0.05162837134927634,,,,,,,,,,0.06214633124355285,,,-0.024422842685721962
NGF,-0.025781696070375722,-0.027090184184225718,,,0.05186806819388088,-0.02254164608725527,,,0.02536413051889316,,,,-0.019909492070848914,0.020702356876308756,0.011672592576296851,-0.015766617819929146,0.03237221819325476,0.06448587723468244
TNFSF15,-0.031895175682545004,,,,-0.014666908681688321,-0.027370500223922685,,,0.03182799324691164,,-0.023107861521768226,,0.07946541100195786,0.08811105747340173,-0.04576490739934402,,0.042399165535792746,-0.04368388396428451
HMGB1,0.00901166600515256,0.04546160105870997,-0.04304217385343626,0.06428276280480627,0.01613611297871945,0.10814045988568015,0.07730902440104234,-0.03724144689892743,0.10496525653523973,0.004845918038748591,-0.17125940014744995,0.005600333499698758,0.01764093862802778,0.01947226240290181,-0.03841741203245069,0.006010791587310236,-0.040447206318077605,-0.08717754883485604
ITGB3BP,0.03483388757140123,0.04427369259393463,0.030103396982145918,0.0032097324767351144,-0.0003944269739436996,0.16753042636442464,0.03346973868835744,0.028439719071082205,0.05592554210242626,0.07515845205341926,0.013473993505189567,0.02460717562339886,-0.001068543602229955,0.05223641910124678,0.03871145050085988,-0.032131597561538126,0.005585298508452236,-0.0013972209759947874
AANAT,-0.04620961361377211,-0.022891597287911868,,,-0.018505854827092428,,-0.012798795701893566,0.022842533123746237,,-0.023795723407066316,,0.024820099402298818,,-0.02722021891355401,0.04704349900579586,0.001059883036569057,,-0.025840386047231576
RELN,0.021636273837001226,-0.034722871608374166,-0.03847037185889902,0.02510246560460788,0.05667046249007308,-0.028052230144857214,-0.03755568234008642,-0.023283332507505472,,0.04956708122798819,,,0.014045309810022298,,,,0.03176318507566012,
IL15,-0.004173611597004725,-0.004266137687246725,-0.020885180299733744,,0.037517230687652114,-0.01947573806675738,0.03860407966899551,-0.025890524576582905,0.122963229470665,-0.022069433639609042,-0.045964164361094906,0.11531399840468448,0.059243101275426605,0.0001467029755864607,0.03411792952493596,0.04343103747721242,0.05697278662996365,0.06635429893281788
UTS2,,,,,,,0.0645906484900517,,,,-0.04483040618195887,-0.10940442854229436,,,0.11723878849266524,,,
BSG,0.05043245204631897,0.019044070753610004,-0.029322939020802415,-0.05563292935773524,-0.025112026380833083,0.07681346863203917,0.003940820605702237,0.02245440951617514,0.027482443619539026,0.044776347655596536,0.10539687578968636,-0.007174404672675992,-0.001605526576689064,0.06654880873339644,0.06764849398594719,-0.00541248988603721,0.011985073434700426,0.01544706240963616
ADAMTS3,-0.03220127872474595,0.057632607873627485,-0.028804722670568442,,0.040115806352301976,-0.03136977993975209,0.10771733090373649,0.02273950466622572,0.13913972174209024,0.023386295056192732,0.06632371339010748,0.006765388711656199,,-0.03259344101582688,0.08611835253479257,0.06855859494780071,0.012113473481983958,0.043470015727514716
CD34,-0.028330996607917894,0.012819605851945675,-0.006214367171595643,-0.025103600270570785,0.055252859953222495,-0.03134575417338452,0.020239069810541962,-0.006411720833536261,0.03870619585027981,-0.007332429263504345,0.04064982500205226,0.014496431218099126,0.09384208561596309,0.13212315883292,0.054306993599943024,0.08768127237108518,-0.009916335442200446,0.01951884343281905
CCL23,,,,,,,0.22413992796875526,,,,-0.0489847878728264,,,,,,,
PLAT,0.02146124062009695,0.003493722946375506,-0.004415819608446433,0.058441450393746104,0.022026396390710877,0.160714557234069,0.14242789272810674,0.01779675890983935,0.024013288641189647,0.04047382066615445,-0.033442072181386874,0.014376719641694154,-0.02630026418463494,0.03966279774309999,-0.0068393698599180175,0.15657738477922212,-0.015169884252612498,-0.015697389187742165
NTF3,,,,,,,,0.016457746127559143,-0.029791104669979643,,,,,,0.02540846380121149,0.04742944105252385,0.05808424250760103,
LTA,,,-0.012055896141335332,,0.019915686971462968,,,,,0.03839564532263147,,,,,,,,-0.03477726537993431
CKLF,0.02161659042845818,0.06917960345105986,0.012319491246956913,0.045778887791708155,0.05387116637985674,0.15919229140461705,0.10903469725677892,-0.04195818758516164,0.1067097669117038,0.03877917078771184,0.04286993943567581,0.007362992703782061,-0.014920679688828164,0.04404474081537059,0.07455543126028366,0.14255159187844768,-0.0005143081252391235,0.03379975165224253
APELA,,,,,,,,,0.0433862862401747,,,,,,,,,
CD24,-0.021526494065203686,-0.0002629503531217766,0.019119056478667667,-0.016985010314985685,0.043815532221997903,0.09433144769648621,-0.0003512748174688518,0.06397905878988994,-0.04406881581577912,0.040964230488587244,-0.033719429454366845,0.041999450023051034,-0.036369706186750055,0.09699614515809374,0.04472320989609073,0.03545973673998486,0.07291692009873724,0.06538560751412928
HSP90AA1,0.03346958129288754,-0.01599482385208503,0.008902167075574665,-0.037061785892825175,0.018214943022847544,-0.18834391674756865,-0.12422260718241843,-0.022838236922456387,-0.01377754405994077,-0.05719911810851704,-0.027988342249125664,-0.03316367000696287,-0.02884524432096402,-0.14122523378375584,-0.1553894768549216,-0.18829404466349778,-0.0335719645896169,-0.11597426336022904
BMP4,-0.04513805453096068,-0.033120961519483925,0.137879204773882,0.013584209812884739,-0.010140956849865922,0.14491692030803818,0.0005155752510511884,0.026618891984224964,0.04337851106038094,-0.018805439211072732,0.0019183666120589755,0.09228119305585118,-0.06526049589719812,-0.04081856364226006,-0.005029904825284639,0.04403736049939718,-0.02329811181457513,0.05164409844227896
SCGB3A1,,-0.015778080955344363,,0.013592103319494491,,0.14622879315615847,,0.030282901591420854,0.04400106449047636,-0.01539976083861894,0.019146166440130247,0.07786321027239758,-0.056446717841244685,,0.10783155562725813,0.03400751259470566,-0.0400694671725672,-0.04257731222681334
IGFBP4,-0.002856247572694443,0.022785136659639812,-0.05410224111788569,0.024183965323754105,-0.09287132946683574,0.08968584296744352,0.10421980068945126,0.021104619689995725,0.034194581334314016,-0.0038777737586278603,0.03861455276347992,0.099970462856812,0.051429342879218166,0.06354149059078246,-0.007034228575018841,-0.0130530314850056,-0.06334389056188579,0.05102887030531667
RSPO4,-0.03149498498677075,,-0.019489733022001646,,-0.04053200011532587,,,-0.02447431823161764,,0.08232879876249398,,,-0.02027854262538847,,,,0.0022286627422690875,0.08150994743432936
LEFTY2,0.048009397098979105,-0.010728292179319369,-0.012203960888675642,0.07769460096162342,-0.002995226301480919,0.007236483624514923,0.09590569912634307,0.008653982178383993,0.08560127325923657,0.025455825505894307,-0.03327599222653817,-0.02883974484159014,,-0.03478513286251683,0.0646907518538851,0.07216023907746329,-0.015105383707842009,0.03370754253245548
PF4,,-0.0163672262387044,-0.010966476108208962,,-0.0511550867746682,,,,,,,,,,,0.0045062452750674635,,0.027421966844857478
ANGPTL2,0.013427340329129685,-0.0030538725467814595,0.06423495485964648,0.027141428745569636,0.06667574983473143,0.20275728272297083,0.09652578789252755,0.017567014947340462,-0.0985791629421233,0.027783503725968526,-0.04985111426373054,0.03901998044022324,0.0022691669102206696,0.04332934941309969,0.1168647599853993,0.1399160025527681,-0.003861563889972876,0.02843439352539927
LRIG2,0.03803850981369253,-0.015479785879128042,0.05270356441055789,0.020449402978397535,0.028461443658861208,0.11415398934475215,0.06995785812806557,0.007208168229323552,0.01625887326108638,0.081267446428013,-0.03488180804075846,0.04664173644208808,0.02896081013671934,0.021489020815624798,-0.003665931597269824,0.07786176474320235,0.017868884095507943,-0.026295119785260394
ICOSLG,-0.015804768053583815,0.010111009783138917,0.004166138097547092,-0.0027657051683571536,-0.032165802310217456,0.04211058259206497,0.04039022476326876,-0.02828143225182744,0.028041866542832392,0.08398297716827498,-0.012620699716620333,0.1500139805980271,0.013872134633961237,0.07484167211625342,0.09204830667412743,0.05661803500855693,0.055611044124765335,0.07126831440172922
WIF1,-0.06495621334767526,-0.01765695607441564,,0.000193457833766094,,-0.1442283825203358,-0.06737961460831678,0.024875828650160383,,-0.03955401058892931,,,,,,,-0.0025125008610875042,
NPPC,0.08310765103064678,0.07673158915659811,,0.02525483804474012,-0.014783604207258055,-0.03228774729566775,-0.01220876800606841,-0.017872398403363257,,0.07084804234305137,0.12694248072847703,-0.05680097946038454,0.06186044885412031,0.07791556512638555,0.052656859929941895,0.0204789974485005,0.006064267620177174,
LYZ,-0.03966205173948874,-0.02279188286655311,0.010567262713945341,0.05789223252308378,0.010305450820211183,0.03335154123913622,0.0030851493754344476,0.020585363232389294,0.1407915445437613,0.11402527673329343,0.0200076437615849,0.10617152022347313,-0.017105837056443456,0.008241619517879644,0.013634700786368706,0.005653536942766551,0.025584507154364826,-0.012252458065048882
EREG,,,,-0.050054890206925516,,,,,0.07314383545566966,,,,,,0.034153500224443446,0.008564438829474644,-0.05423539643304579,-0.021162211540812884
SPTAN1,0.08686952278316407,0.07021483149090156,-0.004296407699465719,0.09537420402024728,0.03682307725091496,-0.06995087927761481,-0.039769382201005433,0.038431030280880935,0.06647676804432223,0.025858708248617204,-0.011679414133691671,0.0832317574323874,0.0737447502970752,0.002199296043390239,0.053713307925485225,0.08058299438452537,0.05489873681044934,0.03820583818401075
PTH2,,,,,,,,,,,,,,,,,0.03726972648153872,
LIPC,0.04118102086176045,-0.0023821449824864504,0.06294374031742131,,0.015068896046318152,-0.03020187590175184,0.08690162897441947,,0.009215252813124276,0.004880165056845938,-0.029626205303497317,-0.04095149112115293,0.005136945884195428,0.14131681645535976,,,,0.07442340565829549
COL8A1,-0.046725200882799627,-0.027024073707706386,0.05412428169362665,-0.04636339628879767,0.009248262332187179,0.14642186382037084,0.08540159649352884,0.013948053933587475,-0.03791375501461903,0.09468740997021666,0.013449296985930993,-0.0677033963940662,0.05009858308764655,0.04049073877517601,0.03638645147775245,0.024837357200118274,0.06809312110724917,0.020276617875501706
GSTM2,0.02345278629160188,0.015139396597610573,0.004151250102403465,0.12231263907156699,0.009493966759077935,-0.01646935899443128,0.05455801009561732,0.001585667643646536,0.04731972921704806,0.12079116670172786,0.017229645273355087,0.058961607318444395,-0.04594485300373877,0.039853127725652075,-0.014847538643570427,0.004702784561958648,0.008115715708455961,0.04063184398151247
IL4,,,,,,,,,,,,-0.039145717179172694,,,,,,
SPX,-0.03857176722861021,0.0014182782843686766,-0.0401357579736817,,-0.04497873865117688,-0.03095728960221957,-0.044886548055756405,0.0367781303741988,,-0.04873866594415673,-0.057375599289693054,,,0.022138304644213725,-0.0012292231292734123,0.06242612917158836,0.04887219683262703,0.09270334405993037
MFGE8,-0.03539071567633059,-0.04114886741502933,-0.0524276548537794,0.032390201078015074,0.0059558958553262865,0.05643042941677853,0.007892267824097784,0.06625821552672667,-0.017361546116675033,0.009467724242672709,0.05973454314134153,0.06846593161012492,-0.04093012040772956,0.08980230364489418,-0.008899781877230145,0.06843489342975918,-0.006308381757579241,0.03630517319326974
TGFA,0.054208205080806655,0.025697375101395834,-0.04427461958644554,0.026907166094333242,0.06837044365590175,0.09140766070362354,0.06301749399177554,-0.024278977960191545,0.0185224994469168,0.09963880660437004,0.08695888822909476,-0.046088705889081136,0.006945400508840403,0.021292789543168877,0.046987375382873536,0.039207080543538025,0.04955664248530133,0.07402054315657222
SLIT2,-0.054505727495024664,0.0015319552398066964,0.05113618473025083,-0.029502891796431056,0.026124956427143877,-0.0563848530966245,-0.04252843752098247,0.03739294777556922,0.05544161116387828,-0.013576682744706777,0.08445125851990243,-0.013609000375776252,0.09231953026386164,-0.036860228519640534,0.041464988419997184,0.015530007211706408,0.015108330448246103,0.020904284989763947
PLTP,0.022127900092730874,0.02770313253390119,0.05018385972274554,0.0979561737917057,-0.022027716286720084,0.12868218647660984,0.0931486958005564,0.03156437237964944,0.03199320714941792,0.03436986534432477,-0.07336457208753637,0.10446055675274092,0.03142691858882451,0.05618159714829262,0.02547827747583941,0.031119065065490174,0.01816970586008349,0.021594689828103593
APOD,-0.03867325950766226,0.07706294339391571,-0.049881700887906416,0.07142416372241914,-0.01890779917049221,-0.038848814661345515,0.01885822802413243,0.0023803994256854826,0.1268528331397283,-0.012957562782583238,-0.08919510234772095,0.029368452888006005,0.05220395201878577,-0.10609026335327536,0.1306888508718748,0.194240708678867,-0.09750306757258963,0.02137628359213116
B2M,-0.04540790920725468,0.012384316453074005,0.02952802279659259,0.12693644427803855,0.026164578026152914,0.09644212720078459,0.07771894073906972,0.08844733754481246,0.15194187477754847,0.05157375948736462,-0.07995114253866331,0.1668344331054478,0.017771467103235603,-0.022074816421109703,0.10700209660714313,0.13591506482600962,0.006295778808512849,-0.013392621855635575
OMG,0.013969743916930606,0.07150259415113477,-0.003245936471487552,0.07474197215403096,0.040428634440704714,-0.05214763286296035,-0.06817095882282816,-0.024387305741305824,0.012974776394763111,-0.0028425651335726547,-0.00758999234086135,0.08351187578150863,0.0354491594087366,-0.03574476901582352,0.14140800680244284,0.13874267797311193,0.04747002163483533,0.04968498577313692
CXCL3,-0.08502087412895545,-0.04041837243267618,-0.022546031218543386,-0.00197182895985845,0.03220730732022958,,-0.016804206941099027,0.013332570523855418,-0.005278610587456742,-0.015893990656530466,-0.044604113586220434,-0.05249636084926364,,,0.028625142959010252,-0.07709203327247889,-0.0466515556798678,0.055284665599426075
CXCL10,0.039325817209507535,0.017656189620530015,-0.03677850593395381,,0.011063546975577234,-0.026621127570200832,0.08733558329345474,0.027946011146081667,-0.008069931422271855,-0.02525747460839226,-0.04190823374144923,0.0038185178741689755,-0.027670753148023492,-0.028189631791148754,0.02690776150283632,0.043400127481239364,-0.012498094315619827,0.05286028238442518
RSPO3,,-0.02143251821401359,,0.09132105592480114,-0.0014971170746344578,-0.06464607164376629,-0.021016301190664482,0.023330553975245073,,-0.016608913909411202,,,,,0.07322687897042231,0.03829853032215107,0.012946677063487838,-0.02478440967214734
CORT,-0.03531142722245668,-0.025297853981556574,0.08051942940318381,-0.03829673374196804,0.0461519866350068,-0.04480774461025718,-0.015433765435757552,-0.05097418376214488,,0.03417130012157847,,,,,0.059420258673553106,0.08651045035878842,0.0007652346493192651,
NCAN,0.04152527707358564,0.10792488231295089,0.021664433164836367,-0.04038703876375097,-0.05550611266398931,0.07145266423913976,0.09380556385515224,-0.007468184287510993,,0.06995965463126566,-0.09867219778648349,-0.05359272889189806,0.08957749624614351,-0.02844975998964301,0.08716679452340408,0.14428615930735617,0.06913046595017862,0.00223170552659437
PRG4,-0.048191807380883515,-0.023728351824186044,,-0.014636587034515957,-0.04576469132033009,,-0.01820582668446269,,,-0.019418565914851905,,,,,-0.05141642215970835,0.008091339628886285,-0.030557618724041676,0.03471735759148196
ZG16B,,0.009463547691089903,0.011457713311517525,,-0.010581085509243563,,0.056658239940415606,,0.028069895491883257,,,,,-0.0302597703383459,,,,0.1310913265332243
TGM2,-0.05993480501725289,-0.07090090209913598,-0.029404067371515068,-0.01682954227466764,-0.062492503101665674,-0.01196535516841634,0.09232230579183669,0.014638870421292676,-0.002542992814393577,-0.010071778830634748,0.11024051332565579,0.0036004992047136202,0.06672822890944326,0.016026237453271523,0.033592757672946116,-0.07307522216487808,-0.05110366746159452,0.04003436776842004
VEGFC,-0.03457858397730827,0.04806541725583843,0.041692153698187476,0.07021753715871255,0.0029614299231866623,-0.039925497963057444,0.04067010547728552,0.05060181968895404,0.02797171115144676,-0.01981742053748976,-0.038623932515071756,0.16312389306321126,0.04486174640419332,0.08818742572121249,-0.012054303382989792,0.01064313588631306,-0.02227028318671358,0.03209982000402273
WNT6,-0.0012709135019605947,0.02995593292029516,0.013856610326343605,0.01665386428323462,-0.043385906921899524,-0.01997610635578273,0.023993199882315474,,-0.045134325465688574,0.06278749368858187,,-0.026843004882552417,,-0.028777045144375707,0.04494551842011935,0.017155880461427127,-0.006057366684860268,0.03034029103511948
NRG4,-0.03268219476564398,0.008851380504231563,,-0.027834482095317904,0.01861753158681081,-0.02445444699372201,-0.0226765120814936,0.008229032486142115,,0.1410251270705488,,,-0.06073524333223611,,,,-0.04294532670313377,-0.024784412449888354
PMCH,,-0.016749105615940105,,,-0.01862411020733926,,,,,,,,,,0.042736389277544265,0.012636212511428784,0.027617004908481922,0.07022597122997556
COL9A1,0.04294706558917988,0.013794482451063753,0.026582795362057272,0.07764359712785551,-0.0012420999665221694,0.17472533734347923,-0.018776489535843162,0.015310107645492753,,-0.026343929809313667,-0.009818259775567568,0.04244481454785801,-0.01850329038706366,-0.03184524870775785,0.06170713722228288,0.1355413777780387,0.056706662338409805,0.056116398599940456
GDF11,-0.032946643785561586,0.05167044774419519,-0.051861699250565545,0.009830357897761547,0.022102651963005083,0.11679725529001775,0.0648343096070334,0.02161494153924545,0.055238245949963086,0.025760648178640436,0.05934074824012781,-0.013090684169068013,0.12326135920588839,0.04143745280840376,-0.03949832429172695,0.005068592424596714,0.018767983404143578,0.048273570255629235
RAET1E,,,,,,,,,,,,,,,,,,-0.027188324359526905
IL24,,,,,,,,,0.011290394463958908,,,,,,-0.03557523914665763,-0.027064882072533908,,
SORBS1,0.020287918983121208,-0.011192372869516052,0.002747253622464992,0.05745138938193777,0.026789154147077013,0.018773596949543996,-0.006779351108029383,0.01014234406031341,-0.023071242022541856,-0.007254273788797042,-0.0997169771464631,0.01709129295258134,0.08824471924611094,-0.04195264335311395,0.08108369873754662,0.0369302257605727,-0.052826717510447825,0.029696438273177143
