,UKF243,UKF248,UKF251,UKF266,UKF269,UKF313,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.003849890715519539,-0.001349759913075974,0.013010375081700169,-0.0425068409396458,-0.011464495705321964,0.03530754733794268,-0.10030559452888127,0.0007125081093539987,0.00954436770728192,0.13250853303457968,-0.01008705010069458
CXCL13,,,0.03578760246001193,,,0.002046484978214612,,-0.03548458428210471,0.001387901679321208,,-0.029940150868982555
MICA,0.007992164391649523,0.026064590755495495,0.016927041226389616,-0.029644643324275743,0.004443158647365804,-0.022054769441673186,-0.012307937111654274,-0.017614312405800355,0.030906637335453308,0.029349232159658237,0.11139008389976868
TG,0.05901229787048197,-0.04048434508115651,-0.015418661563927974,-0.016121179898098477,0.1356818038992203,-0.045316628026985106,0.1288670561847352,-0.020991022748762196,-0.020251803080038763,0.01891595663020917,-0.032994201196074074
ADA,-0.05597195065979751,0.06812919287343158,-0.021347247595550328,0.021800229797970583,-0.05137732962771277,-0.04956833074275052,0.02268519663094361,-0.04356789914716015,-0.011700097206694562,0.07388108218890332,-0.032128235811939146
LAMC3,-0.02299462746494519,0.058421560766859615,-0.027418508101046013,-0.06323979997112217,0.03262955372484577,-0.03301020540021011,0.09351046388901285,-0.03473403708845847,0.0546061317934614,0.06139845268253875,0.05941386454032035
CCL7,,0.025648878674287112,,,,,,-0.023676918153045127,,-0.016904217629941855,-0.013593323849813982
NGF,-0.027354215202337023,0.049523423047537936,,-0.015383929597677573,,-0.06659508483659826,,0.03746931804051256,0.13575836235650066,0.04839361022214306,-0.04183193327202483
TNFSF15,0.08634561736348102,,,-0.018679463197504,,-0.020312139142741548,,0.0946577653584652,0.009251215187511267,-0.016969677061335554,0.011206461743344288
HMGB1,-0.021281740968559486,-0.014998879554665244,0.04826427973536426,-0.013385129338317057,-0.05717741897621937,0.005390949971718896,-0.035171205737119265,0.004713863065992951,-0.015326649242034947,0.00530165244856348,-0.03258787749645609
ITGB3BP,0.08069084844158335,-0.019539565453786573,-0.018035162678672015,0.010510737972301334,-0.017879928906620227,0.06165357010343597,0.12097049918066423,0.006522787582928426,-0.042235398424983125,0.02491730651560721,0.057801871153788785
AANAT,-0.023444439813465705,-0.023725213627749903,,,-0.003980882129166194,,0.06648070707939124,0.12598234897128405,,0.02101162979457636,0.022378470930036514
RELN,-0.033141476712415706,0.03202069850022221,-0.03618253942166635,-0.024650463515681145,0.16660085828398769,,,,-0.018457093681195597,,-0.045181024637251356
IL15,0.026260393511415105,-0.022223523249958455,-0.0196431389406734,-0.013291548546279494,-0.043809464447152696,-0.0315740870569761,-0.013624847581249763,-0.025490313159100084,0.021260354984550357,0.010359571556266552,0.06359671856167358
UTS2,,,,,-0.03935032909682024,,-0.003120130363813246,-0.017688314524851426,,,
BSG,0.026218761251345448,0.000845330783584658,0.018128818973714572,0.05482432871488436,0.08730625474219565,0.06206313141543646,-0.023244179255838788,0.05706883034733429,-0.02471637176486824,0.05523523238202107,0.07406288400789666
ADAMTS3,-0.027965525939830368,-0.041178586916970586,-0.02709170624554073,0.013674689603508006,-0.035585383808895074,0.022723297887139584,-0.0832492135892604,-0.016858003067982942,-0.013538177269098181,0.05625539870378307,0.02161505580125326
CD34,-0.023927894666626377,0.04513842572366948,0.00018742352980069868,-0.04614455024421087,0.03990312683545883,0.017335118161917896,0.01175891699619506,-0.014891927538535854,0.06237277916450557,0.06872615317633429,0.009479062297962566
CCL23,,,,,-0.024971414573320024,,,,,,
PLAT,-0.0003688519624650381,0.06368923053628069,-0.06050780257138884,-0.04738752819394369,-0.055515141480298756,-0.009875395990659721,0.007398436038473193,0.049050040215641896,-0.015094625579916747,0.07551882568888224,0.004633640732087062
NTF3,,,,,,-0.043266061070790465,,-0.03544819926710418,0.10338828802827404,,
LTA,,,-0.011338932178698854,,,,,,,0.09555546205048387,
CKLF,-0.02506012933714416,0.000555690282968034,0.012534211487572992,-0.04882455444115534,-0.050448211546967936,0.02548812333148825,0.0467529898351084,0.03600392664154896,-0.027784845360555945,0.03751663742105874,-0.03121194996227191
APELA,,,,,,0.04539873559222018,,,,,
CD24,0.06882113112069574,-0.051845544675432814,0.013131543745830962,0.044967855359337346,-0.05126687033384328,-0.04270456486508086,-0.009121510142181715,0.00663710133123904,0.0009733128224218957,0.009063626551343516,-0.041325035519474786
HSP90AA1,0.04046666550256576,-0.0009656561649287772,0.026363404743842554,0.07427032779613597,0.09181904357037975,-0.045932389033279244,-0.036370607675878436,0.005313231139556746,-0.014526579789984674,-0.09456040835802729,-0.02065077760613812
BMP4,-0.02683709311649364,-0.0021758795325751046,-0.012019932797689654,-0.03613939176697366,-0.015726199829379773,0.011719374854940644,0.08536484364778348,-0.03214787184285882,0.03721145805994157,0.13750173164078142,0.06499701274653599
SCGB3A1,,0.06884859149525156,,-0.016966896797821616,,-0.023026188100376613,-0.011797201329961619,-0.011514116918578295,0.02897967257922294,0.022891856648842496,0.013885139233366973
IGFBP4,0.049479017137777866,0.09069648871889224,-0.0318210044898094,-0.03574548645740603,-0.04884120173270805,-0.014148826917979867,0.046488759156398635,0.0016334941826816776,0.09291673033211341,0.09581498583049708,0.07513448506597309
RSPO4,-0.03341597832705913,,-0.0183306788916105,,,,,,-0.02137056549552938,0.09359030867375694,-0.028419586976771428
LEFTY2,0.012056661938915254,0.05038620706890515,-0.011478191517736422,-0.03809934866850562,-0.03764873886488292,-0.02296672977284173,0.021868469609118167,-0.020099022312688317,-0.029062557209374576,0.11919681262739752,-0.04290595775243244
PF4,,-0.016963252241556308,-0.010314299938596663,,,,,,,0.036514608876175074,-0.02226267059239417
ANGPTL2,-0.020968845966513328,0.08545463134251476,-0.016971898857886247,-0.05439669680799487,-0.0416715124045278,0.035895449227402024,-0.023379775467273912,0.0522395807729242,-0.0006399572230371912,0.07317842378923053,0.02010099126682392
LRIG2,0.009857069811989423,0.05012062663980955,-0.05090573689302346,-0.04540401963411589,0.02572569393686509,-0.004410792002479797,-0.07524919721569807,-0.006820878518554404,0.05702312655046159,0.030385125953634223,-0.01054405126380686
ICOSLG,0.035828294560865316,-0.012830630382249261,-0.001129774338079002,-0.04445071070749916,0.013249958213671632,0.017940046582090956,0.05267091320874658,-0.02826154861496436,-0.032584458584298336,0.06677007509600659,0.0945667825057662
WIF1,-0.07776432223006875,-0.03052261904704288,,0.00518327807629975,0.13452530424636697,,,,0.017220580038383525,,0.10441071852321995
NPPC,-0.016843643188344287,-0.04309259395590825,,0.017766433233561047,0.037541293613227965,,0.07271196747666826,-0.022526738555594752,0.01424430862957839,,-0.01035272437201451
LYZ,0.11230659409183166,0.058408547840783226,0.018662757902353586,0.015153801004313745,0.014400370729322005,-0.033107735696985385,0.05086333307976467,-0.000186419333147398,-0.00036427545488164814,0.033477142811078074,-0.037267357427243034
EREG,,,,,,-0.026856005829901504,,-0.04805989832738888,-0.026617399633922297,-0.013209069806286215,-0.0061777232058180245
SPTAN1,-0.07712580625521524,0.05373893955182029,0.012187959219964586,0.04455008209626466,0.06964478540330327,-0.0683151186795278,-0.02509031510228392,-0.03593443213149162,-0.0078579823243385,-0.01668644720031238,-0.011631684481904093
PTH2,,,,,,,,,-0.03398631856957367,,
LIPC,-0.036357679558990656,-0.020767479446169437,-0.015523572650948414,-0.020611783664416454,-0.00910350314420263,0.03884543757413154,-0.035125964591262285,,,0.09768085984766676,0.05112207937973228
COL8A1,0.004392268259268945,0.06577187764876828,-0.02060111970534696,0.03287251511773367,-0.05353561253182184,0.038290703348401525,0.040630190812167934,0.0646133978384956,0.028857809230265933,-0.032643936443018495,0.035848042396755125
GSTM2,-0.010899303546721218,-0.014191243217411753,-0.007964176621498228,0.05294745153650319,-0.019071568352755166,0.028433419681915397,0.009929073493480923,-0.023923971107679964,0.04292792008426831,0.04927287216944319,0.016306982470177478
IL4,,,,,,,-0.03357706979380134,,,,
SPX,0.011452156466794067,-0.013598380687793843,-0.01676291735186704,-0.00407180905571063,-0.0006002647535838627,,,0.18058503906855555,0.032422500347758974,0.06159357094772417,0.022591384851326675
MFGE8,-0.002064916948400126,0.08025049062959337,0.01282474663619159,-0.03064719811920426,-0.03644212888035139,-0.009268356282076338,0.08179679187127084,-0.031490752477349594,0.06258547425016703,0.10419898215359358,0.05732307822072078
TGFA,0.08215608044419119,-0.011955844396886737,-0.048932716461675636,-0.07092703683711056,-0.004018258767452475,-0.036193614854192195,-0.09568661311725118,0.07796956217044297,0.016783500497379426,0.06452211857296465,0.08162592311138542
SLIT2,-0.03601491812819092,-0.014333447351977077,0.047419411063373315,0.0015569414597401967,0.05842530246280462,-0.026414293507790624,0.1460534129655836,0.031512540985315765,-0.020192742229341087,0.04372183137172533,0.037409604321476005
PLTP,-0.06991492998618934,-0.006789448230900075,-0.011046113655343586,0.006538571895714467,-0.06745543387930106,0.03300402792492657,0.10646649086099269,0.02153820566175942,0.0327701228629426,0.014555827448860671,0.05650556866308496
APOD,-0.10558404322198298,-0.06465201729808003,0.03509743694262076,0.06450598458805443,-0.10872835184090439,-0.030252851008581834,-0.0935933667677965,0.05092405905513521,0.018492555757207135,-0.0275431436486113,0.07565591046098766
B2M,-0.028061076345789346,0.01945698218744124,0.03537314014679115,0.0031272859710634064,-0.07096972474254704,-0.05351222062830373,0.06311703498679305,0.06173734667387702,0.0067003934523377495,0.041552592850090615,-0.00682798553788592
OMG,-0.11374623857730455,-0.028627846361841368,0.02590464562365098,0.07005584782158966,-0.07547335707857912,-0.017008056049463472,0.0782742716738126,0.006615363017607771,-0.03706201479323417,0.04798759204898862,-0.01908724203341335
CXCL3,0.08285155039803652,0.01405168603933558,-0.021205219080261125,,-0.02881445310196655,-0.0005888625201634155,0.08433913467450056,-0.02466486830132135,0.009671602417579849,-0.03671699655053243,0.08487082083750205
CXCL10,0.010736987854846641,-0.030703436205560736,-0.03459128873789259,0.06569571901043413,-0.04927876455642479,-0.023175218695932892,-0.07237193266485448,0.049529120412531005,0.036179593865904275,-0.0037881152630006992,-0.05156600979209253
RSPO3,,0.02449251843707851,,0.024431760723253808,0.0732549600167866,,,0.020149329973695267,0.05051192218433121,-0.03145949720464687,-0.04219340273805704
CORT,-0.03746519921374069,0.07610750906084197,-0.018420686541490885,-0.018014679311121034,0.09065272570019803,,,-0.026997952489106365,-0.012996670208497955,,
NCAN,-0.09860048722674108,0.003397422792567459,-0.0755672410376868,-0.030591047705948938,0.013219705797433045,,0.007058517622949613,0.0343260839748923,0.019152718810632817,-0.0068235587236097905,0.043360418912546425
PRG4,-0.0511312004643863,-0.024592439268556397,,,0.02150052583526256,,,0.043548496269416634,0.0679944251736607,0.014758401029073168,-0.01413665863653639
ZG16B,,0.03780661624572856,-0.012411583607067655,,0.036263145258080776,-0.030297287695771946,,,,0.02574624197045832,0.007300568445103591
TGM2,0.09100861528252206,0.005902631441890252,0.006033743912690902,-0.03314834998863792,-0.023648246151203357,-0.09158022001687866,-0.002150889004690962,-0.03487777228324981,0.10201422349711901,0.07650730023362244,0.053724827442352914
VEGFC,0.026384604581193922,0.08208181942675069,-0.015936951315659947,-0.027247834849255373,0.017923591601695984,-0.020415383585075386,-0.03806196076955417,-0.016475795126933406,0.05889512818949658,0.06654875926728746,0.0055105558985039296
WNT6,-0.006834225979417077,-0.026384646339655315,-0.011478191818975858,0.013668770507904264,-0.03069865172944997,-0.022166836466637318,0.06800945290432853,0.04190061846151952,-0.028362228067764145,0.03290420823140362,-0.019624786646095935
NRG4,-0.03467560033536187,-0.015061368788568459,,-0.016689353095391674,0.07815544294791496,,,,0.024722839854754042,0.024796830291661277,-0.011299994861153902
PMCH,,-0.01735903807034745,,,,,,0.04911365794057806,-0.016248133227140266,0.05079541498801769,0.07009741088321475
COL9A1,-0.04344639367191472,-0.01432916514677652,-0.028509005593214808,-0.07253233289839384,0.00831457270342125,,-0.005858308053745706,-0.004583264862151844,0.054870953065061824,0.05326768186918511,0.0901333599950342
GDF11,-0.06634802928701043,0.029929169795110257,-0.013250832141129498,-0.053441457880674614,0.010263738337637341,0.02965875153128801,-0.009968447839744488,-0.0042146296299572375,0.03261751121398313,0.03780570356992326,0.029742280490906332
RAET1E,,,,,,,,,,0.1470182180885905,
IL24,,,,,,-0.01910536590248943,,-0.017942997988902722,,,-0.0012573792902391804
SORBS1,-0.07761180670390429,0.026110526917407426,-0.06880672910046236,-0.03413317416246143,-0.07220827588077941,0.007719011556391065,-0.12413735142423352,0.020611031752128542,-0.03263353016453163,-0.022427924080341985,0.008537999748725747
DLL1,-0.06217476400056537,0.07322258184196112,0.010611190410133059,-0.040665422408612754,-0.004617464295094601,0.016371574839410874,0.0882810471555429,0.033820793742380985,-0.009021636373898153,0.027033862317745974,0.11418664610088314
TLN1,0.04981397125260809,0.06322905846853095,0.022836236866129078,-0.0577527504869871,-0.0881195103961492,-0.023008178906837033,-0.038780018180607986,-0.0020174185706617613,0.06851590209919535,0.06204718652025612,0.006926008256576258
COL2A1,0.03496083533366618,0.020220101320205696,,-0.014769695011563907,-0.02881446290784429,,,0.05370005887645022,-0.023090599773598286,-0.017332858779581014,-0.02658933077007219
SHH,,,,0.030577591845989398,0.029750174873782488,,-0.11546384898667031,0.07816270863851693,0.02320502424815001,-0.02063022486415962,-0.04302919473429638
PON2,-0.12327815826453856,-0.02787283600130068,0.04702163586651529,-0.020835535488470294,-0.06713635047357744,-0.04148177675374802,-0.0188395599632279,-0.00082853911195049,0.05325395364105757,-0.025346376374647404,0.040512383581989525
ICAM5,0.016449719139026844,-0.008289226734963611,-0.014775010686506138,0.049121979487159566,0.061940589376707884,-0.01808557627865045,,0.020381980387046805,0.021256994615485324,-0.0038554980348039112,0.025574528523779203
HPX,-0.03642668525317549,0.005674997486658973,,-0.01363303431141735,-0.004293640197397398,-0.035910917211193646,0.05241195009848777,0.015590926887665184,0.033991078423551424,0.01881698284900115,0.11927777198098315
SFRP2,-0.046209520321582674,-0.02174089540760671,,-0.019233582471294915,-0.022996619791013397,-0.018855308558398374,-0.033577089556736786,-0.013509526539474905,-0.019601451633275226,0.07126478996130894,0.06961662068801223
CFC1,,,,-0.023036491635493317,,,,,,,-0.026114068543875966
CD70,,-0.03972007775876154,,,,0.04441060143245084,,-0.05550340976900971,0.058504370841841805,0.039596648880681505,0.03314241917799474
HP,-0.1206479320679674,-0.017807207006234418,,,-0.007186451883770455,,0.08180716566760395,0.02759621206699301,0.04258042130931409,-0.04705997223233961,-0.008318175506526292
CXCL2,0.040083793356967594,-0.021102459533986047,0.08152490344463278,-0.021070444710490837,-0.049376300186309306,-0.03999231054071417,-0.04754079781105349,0.023413825246280433,-0.0292197529637961,0.016818615631059075,0.019292476284790343
NPPB,,-0.021096504730354612,,,,,,0.111304345365629,0.036393671847333976,0.053399557608917805,
CCK,-0.08940867854998027,0.006809329621224706,0.036970115269425924,0.011023911230098379,0.10459890090855888,,,0.010189016327378122,0.008316972311274038,0.04080502480072461,-0.10102534968064565
SEMA6A,-0.07139454756680909,-0.06095411908830818,-0.041938403358996644,-0.03711908968725205,-0.07911658971831093,0.04261317583869804,-0.005881687627829239,0.06056698706874563,-0.03760358026162733,-0.019120672487838795,0.05912127351492408
IRAK4,0.00774336788814166,0.023591873677115217,-0.016398903839051505,-0.029743713094019044,-0.018135043056943162,-0.09064270469489452,-0.01332851321637201,-0.03552848667526498,-0.046728297165149965,0.08460201448299468,0.023129496888575143
GSTP1,0.003986492538928751,-0.06206624334093832,-0.06598479056266712,-0.01468960823574819,-0.04370818467350083,0.10333119235352503,0.10036852463265117,0.08664538287545841,-0.04606220170044073,0.022773750212800477,0.10008648858175759
VCAM1,0.007931311080054248,-0.01562906779738018,-0.029856941335493603,0.024882415060791203,-0.07506360663328356,-0.023310641521335735,-0.08883036275276174,-0.007384157525554862,0.0033394622999433268,0.11190915325270837,0.043162780051777094
NXPH3,0.012105244549221239,-0.01472831537143553,-0.03969690057682551,-0.00033136595156289296,-0.049353591136333246,0.07915406131967775,-0.0009021737905680406,-0.019072171353422585,0.04963587881835182,0.06299554122428351,0.00728215597957439
MTMR4,-0.07724348084141784,0.0007146211476225296,0.023012603192980215,-0.05007429384304491,-0.019149709636686732,-0.004228761085115735,-0.06824003599032381,0.04389807558552879,-0.03491267310764924,0.044881030088976905,0.084239474332491
LAMC2,0.06291307899119934,-0.0165585502960356,,-0.018679461361622164,,-0.027751413771018186,,-0.02205927922179333,-0.015771347645250545,-0.0008404862744958853,-0.028419602621677583
IL10,0.03378069919125042,0.013780956696486341,0.12226634238856172,,0.04625309394958941,-0.007416271246056299,0.041225420278702914,0.054208270797809696,0.05233691186865738,0.08899686211724522,-0.018176085530773985
SEMA4D,-0.06415719259633586,-0.0025888357918069684,-0.006407677765787686,0.017149115661669646,-0.024771684612412137,0.013476935991809791,0.03806687599240234,-0.001179909537975804,0.012103785121087828,0.04819089032787267,-0.03277778724787529
TRH,-0.005093811551382299,-0.03522187387890446,,-0.025553862467463533,-0.03671511375702976,,0.005078828404723584,-0.035784546330682294,-0.011457266024339571,0.013034923161202049,-0.031816405806807044
SEMA6D,-0.04151136146667562,-0.015564202913548831,0.04457483119004003,-0.06924370860798229,-0.008754286690163798,-0.02574508303754447,-0.0075979489298725845,0.017181494532055905,0.007158634243004838,-0.007899328920408864,0.09861592679146476
CEL,,,,,,,-0.04300852948564095,-0.01110375773239678,-0.039923916940624,0.03566759283420702,0.037979936325566434
PDCD1LG2,0.013469822730092625,0.0009217292343312485,-0.005866496618849355,-0.013117664212846904,0.017276672358410624,-0.04062903896859344,0.1072620686161026,0.010080812334763387,0.03755246529541874,0.08493092026176599,-0.011333418471679109
SPINT1,0.023006404256698067,-0.04189025177469261,-0.03693621463068303,-0.016966901982061987,-0.04821715163070852,-0.020301333629739182,0.04591185861819807,0.023576900138995462,-0.0655440034258284,0.007795273815252699,0.1396449277795234
CTHRC1,-0.06576929366892506,0.11523152961958219,-0.01721858301264177,-0.023014660089978586,0.020288834827661282,0.059453331139803785,0.04276324664952312,0.024892980792638904,0.06823974082764496,0.08493922457847929,0.08777186964597009
PODXL,-0.025581875542824206,0.049687968723056884,-0.022772933240565486,-0.06300829777288995,-0.0389293201680328,-0.060805035721096766,-0.06323435295662479,-0.005626125083347302,-0.02168851380886624,0.06450584817167587,0.07747777341757348
JAM3,0.005201182588536984,0.03249955901100232,0.042234897515286536,-0.008691698783863996,-0.11671106782487518,0.014825823972846763,-0.16581117997329642,-0.0017364656417542606,-0.06146954283620562,0.018061939826154727,0.02540343285423347
TGFB2,-0.03713559609812418,0.03617267010279562,0.012293077905224095,0.013879715581485196,-0.05373150154706962,-0.0722550974605168,0.008494406242063065,-0.00304314626848137,0.045901811714271275,-0.050266564898749276,0.07089313638338446
COL18A1,-0.022334413214173038,0.10572905356366241,0.005122894315601376,-0.024648306871104635,-0.006684850922786067,-0.009659876557187119,0.04518923967818003,-0.008452746968571146,0.08078731268859507,0.05501190109637286,0.08415578405170246
NODAL,,0.07788477522914576,-0.011055423159366569,-0.03670887160011395,-0.042975869256907294,,0.05115806473487645,-0.01096317859144604,-0.018035718905279226,0.10654970999293031,-0.050724179320927085
INHBB,-0.024255663468445734,-0.08311493982671045,-0.026949870050656088,-0.018600465885133102,-0.05947072265970423,0.0015281410600534405,0.0815071473778829,0.03911516361542502,0.012079796312665569,0.035687407438488715,0.0025000100600521707
LCN1,,-0.016558554021776837,,,0.03951396442484982,,,0.002375317202053677,,0.0580966636086653,-0.019933926536574727
ARF4,-0.021314362738569712,0.01701546105356889,-0.028341028871026776,-0.054110705480563785,-0.005697042172598174,-0.026741001071827798,0.09548143015524263,0.01725461216026133,0.005236641560387171,0.05780623067909455,-0.016477412913691362
CXCL14,-0.06611635475428018,0.0687119292828515,0.003966077450398893,-0.00267735844469872,0.05451521656580315,0.03218543904173805,0.021625628738630307,0.05074230449878147,0.02504051757475001,-0.05255069054731538,-0.040014789391359655
LIF,0.08402909872565241,0.03460989977349933,0.0786250135223948,-0.01654898900266554,0.023277661380016832,-0.04879809851295072,-0.026109951661600867,0.004937843663751758,0.01862520393231685,0.0022748850525412777,0.025855971775695614
IL17B,-0.03784865432972872,,,,0.026998438366320016,0.04138109781869172,-0.04428009951959184,-0.024827647090447408,-0.022438110233672655,-0.010622928605073245,0.02361649960414032
MMP1,,-0.022828701061844914,,,,0.043560300532467316,0.06059574889993678,-0.02830758858234848,-0.016248131940387538,0.08821494040421826,0.03425040554446942
MATN1,0.2136950840434822,-0.0063758549511492854,,0.03044683908178731,-0.026511032080231478,0.06345128553667648,,-0.035899720252733275,-0.023124881440317265,-0.023061507363126253,0.07737808957142081
ADAM28,0.023818613075427656,0.03419813230917941,0.06802570345838453,-0.0318865519679578,-0.08688683527591196,0.016703827285245127,0.13946063995849894,0.0028907030159529153,0.01012939690467675,0.09803625223154296,-0.017441268127082923
TCN2,-0.020223124578340086,0.031443478491761975,-0.0535188496109488,-0.0265988479913377,-0.05072927160243969,0.023533543248132834,-0.07882374793060037,0.022501681330644233,0.07042763994114892,0.047554423618517146,-0.01142569839290068
THPO,,-0.028329290765534337,,0.09853651282269328,0.01945271388166026,,0.032586944939799176,,-0.020059763555322754,0.00690561879528382,-0.03077977801199548
CUBN,0.06497339828992013,0.05727572842245942,-0.013759969378060179,-0.028421271783671327,-0.004236472483469752,-0.060728815070842546,-0.024457675762306702,0.013348542930853802,0.004287651458033141,0.06251293924881636,0.017817259866106095
TIMP3,-0.09916845926846501,-0.007938518398831312,-0.09444426111103861,0.031801809558134955,-0.02763529373901011,-0.008264023617236627,0.017774123385296176,-0.032972484033681394,0.09457416918162229,0.09101322932577106,0.06530131271918785
PIGF,-0.023118151674615162,0.03597860004525704,-0.019144185026416433,-0.05802334276568064,-0.008608641084953421,0.0689674518223811,-0.056086880890841,0.016997485807536312,-0.04271309978014835,0.006741474461411748,-0.02207475876326486
CRH,,0.06819288352556523,-0.013874526913674893,-0.013463311013050032,0.021862233044967788,,,0.07254243443303295,-0.029060854737443804,0.0025653556799367667,-0.04498397203751439
BDNF,-0.011061094502721622,-0.04557714674090426,-0.012411581241313792,-0.02830268138795213,0.16416616626517277,-0.0034474761917963246,-0.054050796125274844,0.040125478336443046,-0.01032878766790716,0.03710640847413637,0.029207742751087434
