,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,-0.027420562905292732,-0.019833253579047555,,-0.014648793058391346,-0.02578960528962211,0.1386594723581586,0.019261648924388752,,,,,,0.02700327237070216,-0.018272030085537145,-0.0279659592207803,-0.014826660991910582,0.0368587881924822,
PDAP1,0.027909141937188624,0.008184534464055504,-0.03454202049117572,-0.04590651508422202,0.04189683615175029,0.02607609947347031,0.14674303813518855,-0.05852264244581109,-0.02394305379162267,0.006017274135051986,-0.005972090120138156,0.0014575727326187984,0.09524658588684556,-0.0298924061449939,-0.016641281994178168,0.03298539270410922,0.016602994912072365,0.0481617457382877,0.03227274056238309
QDPR,0.012267338210184924,-0.08195473677376523,-0.02819322782384092,-0.013573607601208746,-0.002514183749688404,0.016423604735565093,-0.09577586499420132,-0.03978809313489324,-0.068166330333881,-0.038695275273338776,0.049824669030514954,0.005314869318205137,-0.08585711486981275,0.012959186820497497,0.048694439684273894,0.016359589384474224,0.0819905764283173,0.029996678198486382,-0.028371688419781528
POMC,0.08161908702601173,0.021477656425129093,-0.01732723476195779,,-0.035705489554276056,0.005670113099659632,0.04260251616717502,-0.006937150124911093,0.031426201136375106,0.08005254735927843,0.021308744715985702,-0.022699299001073016,0.0017284290429005898,0.05877750487963807,0.016951055128736608,-0.017810701323152392,-0.024254469669081048,-0.019820485984544584,0.04100104868332539
CCL18,-0.009552678223638485,0.0798041154539674,,,,,,,,-0.005437886920697324,0.006138873863666854,,,-0.09016939953588614,-0.044619087501859285,,0.01721207056815236,,
CCL17,,,,,-0.015894213973367856,,,-0.029252102941708505,0.06968419722773214,,,-0.026693841702056874,,,-0.026376822536177708,-0.02488215709693618,,0.10832512134538656,
VEGFD,-0.0011282793952016718,0.046749617927125287,-0.028407156618892038,,0.009560973568026453,0.03355344857294832,0.07780937166878976,-0.012892908923609364,-0.009912033044931762,-0.020126932752062072,-0.020723821558835457,0.05460836366158145,,-0.0317875704547046,-0.018272030085537145,-0.026242995876429347,,,
TNFSF13,,-0.025822214082926516,,,-0.01846563032363435,,,,,,,,,,0.014136979793500497,-0.008014099209858554,-0.01664934657350659,0.11340292599639622,0.026663320209170182
WNT5A,0.09066579940156903,0.02334340617259176,-0.05120915390570164,0.014094458076789022,0.016001301573144153,-0.06600686033698325,0.14266569542615573,0.007334927037496054,0.00017618139924852842,0.006478539060143625,0.06423006570895298,0.012723248114335424,0.020392471366622575,0.01888452555215164,0.10177987570724821,-0.03648696780882258,-0.005763181893568147,0.021894420301159893,-0.013885601712168209
CXCL8,-0.03960737337445406,0.11192387862536597,0.04914893173211557,0.0026721627837674403,0.03205343450768806,0.0498832655874392,0.11205160170107979,-0.037674478878968395,-0.009230516160965615,0.034351714864120066,-0.03394771052125413,0.07403309710254004,,0.10663030140255034,-0.04040709448603334,-0.007546775583347542,0.04650655793200591,0.054225775638879536,-0.019462502098097068
GRN,0.062347502023232165,-0.003015377824945779,0.02602745274729771,0.03676859237196575,0.006755696453021983,-0.01857987107597439,0.10555320659046842,-0.027747119911890262,-0.06723800494650985,0.020754755384268023,0.025528668255264113,0.03430428713464349,0.018877680655884715,-0.018095808257443887,0.0020715921038282144,0.033508989683332616,-0.03458942204222292,0.03427949239489935,0.026822975024381145
MIA,0.04821870954473616,-0.01252830291063734,-0.025263338504173248,-0.019045586206142905,0.05887544845141099,0.10129897222034837,0.04283099630411637,0.04921343440539632,-0.011272850133887475,,-0.028105225128822554,-0.020120500093424986,-0.017178663855199814,-0.06575858239462161,0.0619249687133507,0.049086411900454256,-0.022834364585722966,0.060739528568564495,0.06417379457029573
COL4A4,0.015637566846076006,-0.03262402202782061,0.013374162005217944,-0.01630426004741283,-0.023802068615611308,-0.027294148468480765,-0.01678595089671955,0.04321830032941425,-0.01893749172489932,,,0.027465498351436794,,,0.026123402853745578,-0.038328951658016704,-0.003936066754876246,-0.014785234449898795,-0.022289598055784343
TAC1,0.009560351600365198,-0.002841659329740553,-0.00400225968351113,-0.013651087523839336,-0.015462470045054534,-0.02445135949907653,-0.11476595145246461,-0.009828059848191064,-0.05496192301374715,-0.010334519439124015,,-0.06735607674417154,,,,,-0.025580214067182718,0.016111762582062945,-0.020229237974584664
RARRES2,-0.08313735187611765,0.025603317988363593,0.04883348467842811,-0.009191896830771235,0.0356859874828932,0.04305824187764736,0.15837252623296,-0.014549599300219044,0.004713074605332183,-0.008437395425804182,-0.10809045463814278,0.11219024103840386,0.03555243085797626,0.027306884337295993,-0.0009175437484342286,0.08258549004173399,0.021874202773665422,0.011335346541178806,-0.01085304417415167
FGF7,0.07718350367958145,,-0.010819029303994634,-0.058050719939052815,-0.02071602693590233,0.017790832386253855,0.11251785142609112,-0.0002774912089037587,-0.02381544043637698,0.008249114803492323,-0.04515325990372675,0.06662550119566495,-0.017869280208883957,0.028938659711488672,-0.008885234186682002,-0.014393090823832323,0.03427699326021898,0.004922743054808041,0.0067349539012300464
EFNA2,,,,,,,,,,,,,,,-0.01736634177582345,,,,
HBEGF,0.08801578778090731,-0.01976657671351917,0.05220486044677886,0.0564650498007824,0.0044517194636447726,0.04439908460189806,0.06646125121126238,0.022144908638772717,-0.0017076171122052187,0.02413079531457253,0.06415519085103036,0.07005154437122943,0.0786560613092991,-0.1294315426818252,0.047547875094471434,-0.045082830564639284,0.010943514474919612,0.019530425403865712,-0.0271010254250029
CSF3,-0.03761284901279986,,,0.05807293759800889,0.04093343172235051,0.0357115662538577,-0.008613087819073566,,,,-0.005770145303403374,,,,0.03316790005368406,,0.03340436667767423,0.09609128781385527,-0.038796357527687536
PI3,-0.05376932449469895,-0.005305663875008852,,0.016326100064121336,0.005923500702059955,-0.040093806790171965,-0.036312582457072716,,,,,,,-0.04993921702110589,-0.015505598239517061,0.002097842725489933,0.06868507660644939,-0.020050392783501448,-0.0525862193446887
PCSK1N,-0.0009614704413332762,-0.026937615058850475,0.0026167693572635036,-0.014581433552478365,0.004329569193739261,-0.026555104932952465,-0.034375216443544,0.06500106498474277,-0.05642963671667284,-0.06709310233359903,-0.0027225901385229986,-0.06018013518238399,0.00739612059493926,-0.04338171850236959,0.0038294984886060113,0.07893872111458973,-0.04756732833005442,-0.006674161283567986,0.02286592766259781
NTS,,,,,,0.020338983401063087,0.12772105147716697,0.029466964821921942,0.016947165420751965,-0.01812070479303632,,,,,-0.02115759195736613,,-0.00741320494306821,-0.04537423021438831,
SFRP1,0.013782673815369188,-0.015912878657331483,-0.047790100484011624,,-0.02335821831349104,-0.0018974899610861033,0.0410016685077374,0.029720794075216047,-0.013513114826047817,0.024660718241406032,-0.006222447530123947,0.03073816518722895,0.046682103042533264,-0.04203293605686185,-0.0003294980080227895,0.054017188940308665,-0.03406924355071957,-0.0032354683099131715,-0.003692004985428984
CXCL13,,,0.043944843621736056,-0.024810956225918442,,-0.027895820306049958,,,,,0.028195599339832955,,,,-0.044619082646053174,,-0.010749877043946147,,-0.03146911601036483
MICA,0.036789278695710956,-0.0023036122853295833,0.0027640990816725527,-0.00581318263705436,-0.04031535957307176,0.013647535308808462,0.13070584688383385,0.00020914583272762168,0.012461846469721904,0.019044302383676288,0.011370434056976412,0.05559797057320679,0.009978707302033743,-0.0429653264275707,-0.0412132062954119,-0.014630124104292833,-0.01142081100944667,0.0644067264465141,-0.011850049126175823
TG,0.013871802684409759,0.0023935758504713012,-0.026969228778187655,,0.01987407114393044,-0.03304871359662515,0.04111014786511424,-0.029470386712008488,-0.009779382418786434,,0.02639856802987785,-0.022676684415244508,0.04576138783308867,0.03130780419636448,0.08515053334616336,,0.06995540721253035,-0.04367802634893687,0.02558844309666686
ADA,-0.007215756426314406,-0.07308045055416917,0.036326619821966395,0.020266065327570724,-0.013312710008362448,0.04066476019962564,0.08176711401518455,0.026624438201457924,0.0018661956627116785,-0.03740429485306457,-0.02258164556131322,0.009934381706628947,0.034061057229699716,-0.08733511359992693,-0.032062604367002416,-0.0020169111065761044,0.01204764990106534,0.11957765134182369,-0.01329840543253647
LAMC3,0.05250462332836169,-0.06899931384877118,-0.033474785542047435,0.1613275025665133,-0.02429830790746137,0.0580447691822391,0.10488153138548773,-0.010246582839336814,-0.020866006554281433,-0.03543656310085048,-0.020028682631024634,0.02349632523282659,0.10920904525332474,-0.03663485503219311,-0.03479271444293994,0.04197965728889202,0.019468738398467068,0.04429850054584002,0.08461676509927915
CCL7,,0.04354199934467096,,,-0.01822477855796671,-0.03698470740121803,,,,,,,,,,,,-0.006849074627845994,-0.03977386252997502
NGF,-0.03461915093277321,-0.027843231441486753,,,-0.041757622503296316,-0.0020111277354824615,,,,-0.018120716724318135,0.05455722683524788,,,,-0.0171329089254751,,0.022218097111024272,-0.007222729987853471,-0.043968180615915675
TNFSF15,-0.027799206502707303,,,,-0.020294182286797,0.14942875944079154,,,,,-0.019826705526198005,,0.0649441854184008,,,,-0.013199638299676601,0.018734607751128014,-0.04293770885711886
HMGB1,0.02297755208475659,-0.07963449367538451,0.05244052672847059,-0.05659539369508795,0.000954216656988013,0.032293360854730384,0.104625075470003,-0.003863468863587617,0.0010313888500615086,0.033594247329605385,-0.002909085544841576,0.009343587458023049,0.06673764213722817,-0.1480175781168541,-0.024856267324854634,-0.009034446330531848,-0.009961079789214893,-0.004245206194053401,0.04784469888471362
ITGB3BP,0.07655727338684692,-0.006199181449949735,-0.009470150723783507,0.04761768060051679,-0.008073893343775172,-0.0035551452343364053,0.09192628538100804,-0.0035650630199718218,0.00454553857520219,-0.009131098400649594,-0.014122411634622759,0.07987723413756341,0.025849906219588225,0.05734583625827692,-0.005047090788678844,-0.06876495758303086,-0.06446633483296421,0.06426630802820942,-0.0011886762083693284
AANAT,-0.03227641526568835,0.011921340429897937,,,-0.018465632294435926,-0.024674037703506888,0.06827314515622925,-0.004900955531999371,-0.011272850760912181,0.11109152854008629,,-0.03580723534977174,,-0.015775117133761254,0.04836801507018814,-0.030778430057604392,,-0.007247929380163025,0.06005129027079485
RELN,0.02377014240575116,0.023266931101849263,0.010897659783062764,0.015733989775271608,-0.03205220237634766,0.04266508768935168,-0.06956500917242117,0.07689222467773504,0.08229692364052867,-0.059861216570825854,,0.02909382682875647,,,,0.020581188374421844,0.07769389144451806,,0.06133516128755609
IL15,-0.06087956165431122,-0.009367123545310477,-0.0343583848582632,,0.03716574499156087,-0.03822532136788156,0.011571967049446106,-0.015287369163884913,0.02433904022033308,-0.001583091527464997,0.033883111324506665,-0.003177027612761975,0.01070182309253613,0.0700824292763306,-0.04237030410964311,0.07044572887982423,0.07831220612824984,0.0626491278043878,-0.035792218678925354
UTS2,,,,,,,0.16506591101390433,,,,,,0.03279860073708359,-0.019561401420405865,,,,,
BSG,0.06366485046350218,-0.07167939024609657,0.038072599706830274,-0.05716401507602463,0.06854601047532755,-0.01455412206035411,-0.02510834083799973,0.055949006264491036,-0.006598454222564458,-0.03051193727699627,0.00936225777511821,0.0809740940816864,0.05522839740301427,0.10617251327160641,0.0016461193169134268,0.0400377201457697,-0.01499996035580924,0.1106004009664914,0.04020301662003798
ADAMTS3,0.0359698695479417,-0.029391468395258465,-0.03324175576005092,,0.04320832824952445,0.06513595539759491,0.19385185295596324,-0.010332823329067127,0.00959380439288467,-0.02735603564426815,0.02318242032773599,0.01543201012949094,0.06045677877002413,-0.0830215536761751,-0.012696031227588262,0.0672409858462839,-0.02228734586397559,0.059167420547658285,0.025791930316174067
CD34,0.04290492574310365,-0.023446581558646953,0.011444121972184277,0.0476213524117543,0.004900118366455789,-0.04541546975659907,0.10099379027765552,0.030844282078005374,0.07206408490397453,-0.010334913568794783,0.05873101206533,-0.044107376475992104,0.015852986023593623,-0.017861568255868165,-0.005032087596468756,0.04465833012793186,-0.040085564277832046,0.044072134256834546,0.042531657282794996
CCL23,,,,,,,0.06422620211615565,,,,,,0.10485921318105985,,,,,,
PLAT,0.023782134923157797,-0.07779476223708198,0.03243887819870543,0.027058543338840058,-0.03617988369962049,0.09063496474863554,0.15099027214269592,0.02830242088034842,0.03587799460611148,0.04774263644924152,0.04804789107910626,0.017370593260797918,0.03649759027817623,-0.1538633912967109,0.045721528044444966,-0.02828286126824919,0.003829851765472589,0.037138845893010725,0.10843239686839881
NTF3,,,,,,,,,0.044790601202884896,,0.03302412053643274,,,,0.0017559462613860454,,0.011252355876142272,,
LTA,,,-0.01983325561429462,,-0.023358217220756868,,,-0.003856670961075932,,,,0.02885855568363299,,,,,,0.04273755483427411,
CKLF,0.038731861117162404,-0.08635947690525919,-0.00243143514774583,0.06060874567098688,-0.014171254640308177,-0.014357654779943562,0.16580659135075698,-0.023182464820607273,0.015636852536248164,0.08778967081156991,-0.0026698188358709367,0.0774601334436238,0.03290782988592783,0.05613635960993415,0.030949993094513198,0.03808919013457669,0.029088630951351828,0.057988874807554935,0.011866617908507189
APELA,,,,,,,,,,,-0.03654946903921306,,,,,,,,
CD24,-0.023191195490862508,-0.043125065981329314,0.023785920859422043,0.01736432470563562,0.0037765160817467727,-0.05795590135514991,0.0015930006453193212,-0.03591223282709397,0.040990604774593785,0.02828633231082688,0.06405890753815274,0.04098577119506572,0.034378562382806344,-0.12104012382462015,0.020892111181392316,-0.015038923097170045,0.0011449267561287307,0.028166481324605412,0.005043209527202233
HSP90AA1,-0.014369737737516569,0.010671218564664763,0.004728785323735462,-0.0216049104113846,0.008991013032909634,0.017294958690162038,-0.19833168873562612,-0.07514258595389157,-0.05718058469070988,-0.053113990562773,0.01723673443078464,-0.08437872107315827,0.04503050901156482,0.004070580107471376,-0.08682350374935344,0.03123290872571844,0.07087113445444272,-0.10494092553540711,-0.021961692189627898
BMP4,0.011803420098331942,-0.048502055875485034,-0.02102441357670932,-0.021736768696338747,-0.01400609406805278,-0.013800790099440383,0.053594024142530755,-0.03942268098999928,0.09463019926781978,-0.02717301083691816,-0.03262904360211508,-0.028297975067517578,0.0014226400516651543,-0.014106893512543286,-0.057516779241431885,0.013045110479457148,-0.02643173706201847,0.11532867709248923,-0.0378857468823127
SCGB3A1,,-0.021765709308159336,,-0.0365236047731037,,-0.002455130555211963,,,-0.009508759873082117,-0.02998837158104065,0.005075214883050379,0.07708825631104509,-0.02279877304681104,-0.04473090945691411,0.0037729224310806947,,0.04539644132707663,0.04858953479972359,0.0072625671604471176
IGFBP4,0.0469610313513795,0.006506340254300814,0.035649245246202256,0.06534087178821381,0.007823375098649539,-0.021422779994769076,0.08746848708732169,0.01934758420262568,0.017076319360741176,0.03852294465894921,0.037931730391602955,0.05577181531290017,0.03536603197536073,-0.08761385753564106,-0.005448277747330961,0.04368787743083755,0.042535197173084405,0.061066165885950284,0.044305975152007335
RSPO4,0.012331563503662192,,-0.011103071046822783,,0.045279116390201664,0.010379215866334906,,0.05900378720101518,-0.009508758482210881,,,-0.015493287158009714,,,,,-0.018460467690813387,-0.04653673250801442,0.005286738035118406
LEFTY2,0.029716324664454813,-0.024583562691016515,-0.020076838169008054,-0.0015310129485340928,0.04649099658936548,-0.022345482858769992,0.11556779901664119,0.012945984563998635,-0.010426469970415657,-0.018120716724318135,-0.02241785490469211,-0.0046363233787376475,-0.020735923615315937,-0.009629707813241547,-0.019968172880984444,0.013033969144745312,0.004892360734771673,0.04288964853925893,-0.030765558230367578
PF4,,0.007320991932319468,0.05260526848214113,,-0.015900760242279058,,,,,,,,,,0.034297580493679126,,,-0.0058429110274975625,-0.02339956691061248
ANGPTL2,0.039459415800643584,-0.06984374796417937,-0.033115812462785006,0.020336917477069283,-0.01765389122372252,0.009333565651801039,0.1490843420562378,0.0089739171280826,-0.0038030900594555775,0.002749258673396186,0.0001257971746220934,0.10766243610272938,0.009462011006081576,0.0006639504598225602,0.06197029462715598,-0.01564761660988269,0.0013101143501987127,0.058475651015250686,0.11577853726784981
LRIG2,0.04172958725106379,-0.003693354566863493,0.03992416252189711,0.04344900590783806,-0.018630210370250096,-0.011594644818545195,0.08218217196682279,0.0015782819922530835,-0.0022482443710372005,-0.0324569574061574,-0.000769987216598812,0.05618303322304811,0.043904955869929686,0.029330708236421917,-0.030587854139982346,0.07264474142246298,-0.04274305754039325,0.047391889289701124,0.08466945240902421
ICOSLG,0.016965894153537317,-0.023974715917334088,0.018964629946460365,-0.0167157714732425,0.01375486380064175,0.01031920441758345,0.023756213448238084,-0.025994047723532563,-0.018045847915591433,0.0002959939784094556,-0.0036451718651724827,-0.005800654428313082,-0.012528568768414279,0.0893112645498501,-0.051508623005739176,0.01916636452557541,-0.018495799479872434,0.0697794935687047,0.008956722894744786
WIF1,-0.05139839494397316,0.09170482657999875,,-0.02101859134747173,,-0.005100007692258447,-0.11150588547644547,-0.022908895570441717,0.013563105366085512,-0.041509422264556006,,-0.024507932453252463,,,,,-0.01716079283469864,,0.007142983840912998
NPPC,0.023852321258591824,-0.00834328505004618,,0.07306853815070709,-0.024666000365420732,0.05021347707616256,-0.006135010836529358,-0.03186157681751171,-0.013214847295121046,-0.04498860020300167,,0.0814121881951297,-0.03694346875720314,0.08194439201890863,-0.030116891143968864,0.0407854613409084,-0.02748781431551227,,0.013264702049781599
LYZ,-0.04828334298321142,0.0010069587704576064,0.08947520366083964,0.016252429624199788,0.03337159189754846,0.024819208561992764,0.11152677283651198,0.015160503089075255,0.0019283464867988673,-0.016053095597630723,-0.04260600318580177,0.021353104111238967,0.05993576100565937,0.07404228092157557,-0.06681247470878246,-0.0061348514161978,-0.04433531119590264,0.03791372213837714,0.007810476600278436
EREG,,,,-0.03472271246964543,,0.07954915094814045,,,,-0.018640921940737947,-0.02621418233980482,,,,-0.033720007484834905,,-0.006629289463264032,0.018902009345007922,-0.007929115803029367
SPTAN1,0.07365999053027326,-0.05516092647809735,0.004204715559054262,-0.05789740378768771,-0.017238501679451453,-0.04147645005350964,-0.02862545735305913,-0.025033869344258365,-0.0297404372840834,0.0005914498497680776,0.03579707813869222,-0.09410595934877201,0.010780076003603048,-0.1610847456659109,-0.003025784478983618,-0.006126463266218892,-0.017865329635802563,0.016443712952432483,-0.010855563240519178
PTH2,,,,,,,,,,,,,,,,,0.11289894865195127,,
LIPC,0.08801728652477928,-0.027641932330368085,-0.0035803869938923123,,-0.02857485040190427,0.026606066990665523,0.09761224183336253,0.03048398582544994,,-0.03338555144335833,-0.03277746755822815,0.024709448633103384,0.06151406433344842,-0.029523381903209685,,0.037335400394125244,,0.04612886810933465,0.017457778752909332
COL8A1,-0.051611273317020936,-0.003809035217724968,0.02086779233399994,-0.016577652399885057,-0.03771967504165713,0.10875836811241017,0.1447219278735334,0.024869112111666408,-0.026172505481750572,0.046751223800952264,-0.0378667961581377,0.05882890700714747,0.010127250394470015,-0.03912184216711171,-0.018686323899120436,0.024358112817817225,0.027546115729951734,0.003985026632860804,0.04363736531533609
GSTM2,-0.01782729767554615,0.014070098144592742,-0.004173199512321337,-0.03836536960461487,-0.025336617616036863,0.046418113593770065,0.039878492984773854,-0.008018120906079472,0.038279641012963744,0.1122194576841016,0.026162754123361224,0.1185662639677329,-0.046596057730750644,-0.05190173196729444,-0.005024397812687553,-0.05159313272869276,0.002421936613420398,0.08641557551100318,0.011337361135102954
IL4,,,,,,,,,,,,,,-0.07466813294989062,,,,,
SPX,0.012283686656811947,-0.011048639086066198,0.02568269914743028,,0.04906936140270668,0.03339417442978678,-0.06334706440547742,0.009126729683102321,-0.03775154183499006,-0.025757687361673044,,-0.07045015534046088,0.018744198202681313,,0.001734197742460783,0.024108806476144357,0.03677654714632575,0.0383612266250832,-0.029177478229183512
MFGE8,-0.025540034322579917,-0.04976150245323711,-0.009657675795339762,0.02402068325059231,0.01265943758188251,-0.008427456414644116,0.03766644578134581,0.010732933011153772,0.02094040958991406,-0.046441787218879524,-0.020479866862048824,0.04108482771381534,0.04386081218562991,-0.038506881475061774,0.00042004023757656475,-0.007398864639213053,-0.017497985600298655,0.14940450904967012,0.07024078848338651
TGFA,0.010903559111127848,-0.012294880757231607,-0.019588463270672422,0.06443321241040001,-0.04741569710205583,-0.0541137158760846,0.12926954037950938,0.052333739584152494,-0.02175243721604407,-0.08649965828949327,-0.02426829554876412,0.014128551222520446,-0.007994719335054247,-0.030890200880162297,0.004205590744774934,0.004167692890385375,0.002379445530782119,0.094500276163878,0.07311450369457441
SLIT2,-0.07126001090496424,-0.012795716018192606,0.06695378289982397,-0.027146906437665354,-0.0065368405119863695,0.043138211244158446,-0.04044699319198188,0.029540649997741173,0.0021001617718940414,-0.030338546619398415,-0.0152400977640941,-0.018640685091747145,0.15774300833045793,0.03820979561763915,-0.013648648576142588,-0.04341286390104288,-0.056789459251675695,0.06074940049806377,0.033944133557216795
PLTP,-0.05983334501537716,-0.037599861047632875,0.017751914435872162,0.021148470433398764,-0.054941570536675456,0.028781943414096418,0.1544683467438021,-0.041220920897194355,-0.01869193207498188,0.033876907055666684,-0.018440891673522673,0.04879321734600842,0.08905336321155694,0.03695569534906677,0.014983328466615384,0.029334281748349383,-0.0008275940211593701,0.012010636766228806,-0.09424890303682294
APOD,-0.04246225866227228,-0.04941999072227436,-0.007118554556636871,-0.057867831330854685,-0.07710548853146841,-0.042582099793573275,0.08244008664889507,-0.0566597545818327,-0.0065293380901797066,0.035060824132199284,0.01643048748068726,-0.10094121276213448,-0.07937232851280446,-0.03628164150602708,0.07661935081337833,-0.013990967599876853,0.04233814448245266,-0.09787207211294245,-0.026382042459921415
B2M,0.04417935234155563,0.005900016788328144,-0.018681112070471993,0.02349981056250223,0.05394421126572812,0.09895314969324137,0.18717813047501372,-0.04670157551685341,0.011955485105883627,0.07139144391218175,0.026097139754782527,0.09656552758543735,0.021197097345915746,0.0678859941245303,0.03987870801608731,0.03796005737005014,0.03148503285601402,0.012700542633334424,-0.006687280972406109
OMG,0.06511650687860639,-0.055263738608416296,0.01638519276413196,-0.02497802242591205,-0.008981770909168544,-0.038768876050694956,-0.02826270923850686,-0.031038802573705775,-0.0001399476684072694,-0.05788678784867268,-0.016601585706756274,-0.07035078830892955,-0.03805544815814003,-0.045911268118770145,0.09175202582298701,0.0056905653061583026,-0.0016246135313685928,0.12026311616793782,0.02793563349287652
CXCL3,0.009218934834820326,0.0972294537030249,-0.0005610031751860589,-0.013641322299757267,0.012430945868040298,-0.039209715067854985,-0.03819285607390031,0.011773592653710613,-0.010172361646091834,-0.026241660880795496,-0.017505539156998498,0.0062413506519490985,-0.038073949344273154,0.011422905609550364,-0.001523311422122882,-0.02167418526872598,0.07398856192567302,-0.011742002892711226,-0.02759097910755408
CXCL10,0.08896677205972196,0.07303259170530448,0.02136066251464455,,-0.02242109673764495,0.03591377701744528,0.14493643099152526,-0.04376831305306406,-0.015452561872862897,-0.052072027564636296,0.06477353926707298,-0.03800684359001319,-0.020303077115266948,0.1328980652020965,-0.021349920986378716,0.05928795342970602,0.0035734849839558357,0.04174413663584309,-0.03346121364339418
RSPO3,,-0.029565950542929553,,-0.034169303019913985,0.044554843297143924,0.02318311145006521,-0.012135487172505474,0.10837336744844091,0.04764509354451137,0.012591681994846981,,0.0027122420302443007,,,0.05248067365426481,,-0.03123247912013534,0.08830034599849472,-0.019987226561489314
CORT,0.057330375216283064,-0.03471049652589739,0.009598397076683038,0.024931223682887367,-0.01831968356901701,0.03788748321525351,-0.07704817682903303,0.030762687852921446,-0.0247773722607872,-0.04561391866946628,,-0.061324810360067934,,,0.07985229226119125,,-0.03070223362797584,,
NCAN,0.07732957095316983,-0.053832614713022565,0.06159764541370167,-0.0012535559058383472,-0.012342766916243203,-0.033773672567010186,0.08266918611222573,0.019401596025621116,-0.003752490999195541,0.010257513796341485,,0.005809677107131433,0.02683211601304571,-0.12418935405194448,0.1039365524572902,0.0390049325720227,-0.032734441659839866,0.024832857356596513,-0.004895923084519159
PRG4,0.02763997257236556,0.02109067645608813,,0.12418650108518468,0.04587721756949662,0.08502569042040996,-0.022009868767649036,-0.0063822523996247705,,,,-0.02922059346435653,,,0.008358937424496402,,0.01657208175875454,0.1473299476169668,-0.017306470806396215
ZG16B,,0.018149046098942464,-0.021709461382933226,,0.007484480001613934,,0.08635514354164352,-0.02028196622115722,,,-0.029573222060229342,,,,,,,0.013443384943521893,-0.019962230429928375
TGM2,0.05931427057257293,0.015625051256364483,-0.039971924296416675,0.04869724609685547,0.00994669881932518,0.01131380163349851,0.14423421258475633,-0.020902775119389955,0.08080707263945787,0.022260054167447904,0.00043102244498490627,-0.08139252679189657,0.050124120158149404,0.13090729570930576,-0.028174168128911024,0.05515125776758509,-0.02317764941558357,0.03790246938076916,0.041631294030625716
