,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.06987415634108028,-0.02086407155934148,-0.022492901656387898,-0.024006293030573757,0.06571124574255996,0.004785724579262943,-0.05227741773153642,0.05420879814922674,0.0513832703912028,-0.03051881099979395,-0.07328409311850845,-0.02617337220352927,-0.0152661362489002,0.048617115478973086,0.0008236868972902758,-0.07633810055794969,-0.10406043712790329
QDPR,0.06505680922779021,-0.03322389796461558,-0.07458621053439107,-0.022971736871464914,0.038792548924456514,-0.0645759765667794,-0.019799055395415287,-0.015394397638181193,0.03042006101833578,0.02777905111900852,-0.04336874163348755,-0.09877195474809937,0.023012600764485847,0.024736149701900894,-0.06026690591321374,-0.07023528966486225,-0.06264503621152742
POMC,-0.04430482321308204,0.04520684900992027,-0.008892107656154209,0.0710812918654417,-0.022668152792459883,-0.025281840428610355,-0.014480276244565497,0.057022602896130745,-0.034507216830036644,-0.020084859271459303,0.009849482032660489,-0.0012273761574787892,-0.03708049537122119,0.046397455036803974,0.012784658209431466,0.0869196518230698,0.02148526824770545
CCL18,,-0.03281858373656107,,,,,,0.03796092942269398,0.02622854628169951,,,0.22037523151646,0.032470355714442324,,-0.04646558593311211,,
CCL17,,,,-0.01649662993729672,,,-0.0044758816341019785,,,0.13400717747148505,,,-0.017371466390020705,0.04013848937581742,,0.0902008533024023,
VEGFD,,0.03180557200224085,0.10311351134140793,-0.01837906746838125,0.04327086973440117,-0.02401866870596048,-0.014190543300086893,-0.014020465866738567,-0.023314470591230527,-0.014406394916358305,-0.004249864054157792,,,-0.030152931164274286,,,
TNFSF13,,-0.0108697216728046,,0.08786047006299025,,,,,,,,,-0.03333323476816732,-0.03065837145810989,0.019525421817090282,0.10436271062636893,-0.043967377927927875
WNT5A,0.06731654107823383,-0.036901054287105224,0.018098550714585052,-0.02357899581563752,-0.07986500615671532,0.03361369194221451,0.01874123875885466,-0.036141346482155466,0.004952433671402095,-0.04375943369087919,-0.023353024813007408,0.049317171456695716,0.0577710786276429,-0.023890135128699017,-0.026695132305279166,0.0977754041696603,0.07092110338658116
CXCL8,,-0.04314712407219597,-0.017516059498117978,-0.021591396454506705,0.003491835318395691,0.06519083050017277,-0.013214850946376777,0.018924901146296844,0.03853633213032221,-0.04331451710764698,-0.015437732023731034,0.0017185423542532615,-0.10733311240613355,-0.040590632842921054,0.044466627711930065,0.0012424351841298956,0.022555750283033492
GRN,0.09010109299833449,0.09408350415753597,-0.03909817122346665,0.05661934247842342,-0.014041634376605622,0.0675890883507213,0.05935624882669764,0.026312625469306166,0.029856480378179347,0.008075680398344935,-0.02313251023225774,0.0584764406519592,0.0463934685237133,-0.018885391447558745,0.06694706572352695,0.22802007301203045,0.06815538452747093
MIA,-0.024978096839324553,0.04245306266399292,-0.016636634402924306,0.033661504162266334,-0.002472370910033335,0.04027106556852922,0.11155005420925848,,-0.006365210279639919,0.033900930842502154,-0.030365023523089223,-0.008495701384779864,0.040552309335042565,-0.0005831429168985791,0.042268933335332444,-0.030051247729680413,0.007285449233188227
COL4A4,-0.02210052400505111,0.005732932604696462,0.007120314146821893,-0.03975910598129686,-0.01785665964108631,-0.014128253972532217,-0.016130318913908592,,,-0.019139043479748184,0.01585630302253973,-0.026328247092286754,0.04255093685251206,-0.007785413445908967,0.09801887732759502,0.1451804574850296,0.09324485413728503
TAC1,-0.01908306279986957,0.008574978478412595,0.06441408043598558,-0.06675578073889733,0.0035553238998931908,0.028997549088331392,0.027843729774913104,0.04144450642277888,,-0.023730825536495512,,,,,-0.0034043071469276715,0.013931407805315129,0.0172129112613783
RARRES2,-0.026215310272922725,0.0016848268547830303,0.016343931930764777,-0.028157012164771313,0.028280321233370397,-0.006847482954055446,-0.05263657588163924,-0.0706466239026494,0.08964854614485343,-0.00047656232201321165,0.0026912701383978847,0.04184330205093408,-0.0931573337409604,0.07067125464268595,0.01442801221121821,-0.04243825279986567,-0.04002957591798414
FGF7,-0.0025960310871179864,,-0.021114228409009856,0.014600131195187204,0.04637037367905486,-0.002747697130933156,0.026350913121256127,0.07144362729933126,0.06373568831651986,0.01261125203966233,-0.07834338927445603,-0.029647155069340396,0.028379657937109448,-0.03535529789188827,-0.026444260061118816,-0.05328386760999733,0.01835817297531913
HBEGF,-0.07925735816998472,0.06496797489182038,-0.006876815099665996,-0.06345101757049115,0.0817475375178594,0.08106627264192322,-0.02014619078939897,-0.011227239578312018,0.1037236626658411,0.011345126477336603,-0.039908735715644995,0.07032865194958088,0.021213623851657187,-0.030689828641153404,0.07298139651560599,0.1140451854131662,0.055384464398670494
CSF3,,,,-0.019662544493987365,0.09912291461890957,0.14177067851626382,,,-0.035025940923343615,,,,-0.037258477622249514,,-0.024606835926078797,0.026669430465388652,0.08481768853772312
PI3,,-0.034526533779923006,,0.027045971322931454,0.0712777224132805,-0.016830993069163292,,,,,,,-0.09187782166470089,-0.024291308390339286,0.026360832321147405,-0.08624128901046342,0.004432408184513129
PCSK1N,0.021984658575384654,0.018485309680978522,-0.00806881884117233,-0.002301226962640362,0.009043673467498972,-0.004606532527747529,-0.0009048517498095487,0.015875099767701167,-0.019093441224390804,-0.014599979675623934,-0.05538570705956546,-0.02417728500176843,-0.014900562365348624,-0.034944391475974224,-0.017815102630328317,-0.13995441665896222,0.014904828697207509
NTS,,,,,-0.04264545715849752,-0.01837217816929298,-0.0043885348326808465,0.010582586684757192,,,,,-0.04052582278491062,,0.07406738130433613,-0.02910363210962013,
SFRP1,-0.027766338407910807,0.027200934157778207,0.017675433215583385,-0.01439394727426943,-0.025052108602636635,0.004724366729380246,-0.004576147282381883,-0.0037950377373639115,0.014253806439969766,0.0022229740333575398,0.06765217717483991,0.009635109450054224,-0.04989273897195791,-0.011548081682152678,0.042847442589475065,0.19320107002461073,-0.012212246168152549
CXCL13,,,0.02130794466809656,,-0.024826959555254376,,,,0.07819301137083849,,,,-0.03901987516162942,,0.030932313605981594,,0.038730555659548
MICA,0.014134836040889014,0.047713401332382846,-0.019538651408742308,0.025198841905938546,-0.004416195526523812,0.052930597760958535,0.026628307958716627,-0.02439362295564181,0.05079581101549712,0.08100664262277082,0.011546130497083175,0.06078820875392631,-0.033429238483112945,-0.017409532755431688,0.051030659690633376,0.13578887904921103,0.071797649632978
TG,-0.022100519024612932,-0.03132827712010722,-0.017760012170894044,0.0029943597755771718,0.04683203003667957,0.024807796798976208,0.006726591804733104,,-0.0022865698457644476,-0.02019204304757027,0.044147133738481024,0.1110888685577961,-0.023082335716828144,,-0.020251804090095804,-0.038652388966808726,-0.03730126211867041
ADA,-0.012857356370235482,0.057018502958815005,-0.036689820529232545,0.036044362759842394,-0.005419513665930569,0.036654052960725825,0.0032900944559148882,-0.008252736842502377,0.037057269861593044,-0.02140516364690061,0.053735001541901375,-0.020537736009228206,0.08801022030294753,-0.06846911784962721,-0.007598116614172467,0.22435122581479602,0.07570251564068747
LAMC3,-0.05594031544995213,0.05733885103655618,1.7931512715679647e-05,0.07883713504974892,0.042648781384110206,0.09547583401645425,-0.027843684010615904,-0.04742855021816848,0.03892127487307638,-0.043403385176090645,0.051372820392509636,0.1281745262841212,-0.019853650016649627,-0.018946858872547528,0.03993759946027277,0.23858459312653535,0.1819195306080804
CCL7,,-0.020875391697064722,,0.140826945494435,-0.009830356198876134,,,,,,,,-0.026035823984835497,,,0.014615343576417977,-0.0032815007814820203
NGF,,0.023926919986595158,,0.018395828424753045,-0.024875209820501832,,,-0.02794734617925823,0.01071871137036119,,0.09747093187419899,0.039740192638036034,-0.015543176313684431,,-0.01598658343184114,0.15582323416150595,0.03303120007260851
TNFSF15,,,,-0.01250580784416474,0.14395750187735862,,,,-0.00488304407523768,,0.09884758186796619,-0.031252862923649045,0.042266480557776084,,-0.015280422662845954,0.14628405868124494,0.016982647722247467
HMGB1,-0.0827499924675103,0.002131712804977824,0.011431231277536565,-0.03447599485396514,0.012765741743374316,-0.004751339363236818,0.00228840973914483,-0.0503235287563368,0.06820985248512938,0.025356956881356512,-0.022665280329973798,-0.05657315672186784,0.006731825257517093,0.013023603880427675,-0.0032077886338939088,-0.1584066171123192,-0.05571364713965096
ITGB3BP,-0.07992418371833204,-0.012134553286049619,0.0011414242545890899,0.024696484791661817,0.025762817121289534,0.025219770850913887,0.06328393643743924,0.047889737379193775,0.024105681560027476,-0.021615169731617135,-0.06536304950329594,0.10671667896670371,-0.0553195770060454,-0.035805683059516556,0.03400815369984238,0.04592694578995787,-0.006205185098824443
AANAT,,0.02783985456373306,,-0.01137900733972689,-0.021959610056598064,-0.013482978038485537,-0.016138755400935314,-0.0051147058140704055,,-0.01803139152876259,,-0.021689237424512446,-0.02284076403108087,0.008390113441523225,,-0.023370996696240705,-0.03866255476524403
RELN,-0.018321916203730828,0.015069255615835449,0.03696074641742653,0.037894027719533326,-0.0037021092392153046,-0.017107226390155033,0.041488911675914945,-0.05309476052652767,,0.01556509952495733,0.07212442334091702,,,0.004008572402845402,-0.018457094601741653,,0.08931575515988584
IL15,0.033780299807369775,0.04765305840132003,-0.007414732838969231,0.014484899822291075,-0.007133103228638211,0.01004514528986956,0.01590025129302595,0.03958154401425334,0.024528228919428543,0.0637179668448132,0.0424296566048932,-0.0366643112968962,0.010976128867624134,-0.031992524919309824,-0.03727365374419166,0.08012430634091196,0.0022368990302372264
UTS2,,,,,,0.03880959851215777,,,,,,,-0.019450582232899742,,,,
BSG,0.004918159976766903,0.018788613154406122,-0.0065961381734737186,-0.02595632688528181,0.029655439954264968,-0.006055514927823008,-0.005356572673290855,0.05699030044901457,0.02155255649858887,-0.014290544431864179,-0.12370808368903517,0.03963533079947258,-0.012626448974090954,0.052818338367768954,0.031861510121806054,0.023810809625600986,0.08774112126993049
ADAMTS3,-0.08362514026771803,0.014724634977777455,0.012748956275329132,-0.04976207243725446,0.06187055347004381,-0.0019632236307253,0.01077886552123077,0.007518281850849237,0.04122250433411019,-0.027788697780844935,,0.027523789866820934,-0.03673104743506543,0.020385580898634823,0.0060794562576771015,0.041098861018489884,0.044385610671377224
CD34,-0.05548931086588586,0.075182982796048,-0.04449308529769343,0.05484471734482867,0.04132779415180129,0.07327172661703604,-0.010009321902762231,0.009509555027523767,-0.0006870563702377011,-0.00796578782682382,-0.06978663040980745,-0.001974014111972777,-0.01288096188003148,0.04854208553625654,0.03306704806526904,0.2523343972125893,0.046783480623303106
CCL23,,,,,,0.009420613722946738,,,,,,,,,,,
PLAT,-0.10878392162547441,0.0508599372473713,-0.03384742303717418,-0.013203075964565747,0.07989502551334463,0.03170577308428923,0.02556170094028793,0.02515458908289461,0.038471974147723756,-0.028527204014462383,0.009712937565451043,0.04888716631235965,0.03753401542150184,0.017019244169146314,-0.013805688110000885,0.15009188376933671,0.1186786971447251
NTF3,,,,,,,0.006334606203477304,,-0.04751141517184523,,,,-0.0721969853168679,,0.0012782849547415384,,
LTA,,,-0.013060768774493511,-0.014393946600897954,,,,,,-0.016723284309897578,,,,,,0.03833276649395139,
CKLF,-0.024809248125052072,0.018510710446598848,-0.008727439578463957,0.027012159465921535,0.007761274343292589,0.053826355871031406,0.010971870185639455,0.029936216265774217,0.039184312410013925,0.02014149517477671,-0.08137967175158178,-0.033487882203543914,0.05714032809224328,-0.0013881928853908924,0.05602943807279265,-0.07429085624911258,-0.061197584252920906
APELA,,,,,,,,,0.10785991667443888,,,,,,,,
CD24,-0.028045348609385817,0.02086160487970858,-0.022716250464384698,0.015725215689289595,-0.08208918856298293,-0.042988848379909135,-0.028230625981552147,0.05105930218952428,-0.027780669320386323,0.03894694128680262,-0.013123160659381492,0.03672587585943348,0.013016424936090714,0.04779343693739852,0.00758765381523172,-0.0785817568848951,0.03435689121687252
HSP90AA1,0.02147948597309016,-0.033907176879081104,-0.011365664047131553,-0.08506070183143882,0.009003741241390353,-0.02990745304923776,-0.01742577958070229,0.07739134034586025,-0.06886400084595366,0.02348786322343625,0.016338677011891532,-0.04737685888331983,-0.0910640365033791,0.013861932386220478,-0.04664726823905282,-0.1573911107598645,-0.032972495570948404
BMP4,-0.022744642527689395,0.09519967211194318,-0.013845180523303038,-0.033582805341790783,0.01899717312813204,-0.04129882166416651,-0.015388171137345197,-0.003058699593415891,-0.02272149408660199,-0.014249965486844662,0.016863486792928963,0.11943882600180837,-0.02511442135590927,0.051137914691419574,0.05713188533861542,0.17180577772069752,0.023432193499462788
SCGB3A1,,-0.020875389609553444,,,0.0012629157041518114,,-0.013613198028843884,0.018477894990400923,0.04244940345210348,-0.01166928663526088,-0.007327915596118056,,0.07405658648160603,,-0.006930605046458031,0.11714144150594229,8.096572575581833e-05
IGFBP4,-0.008561188338385204,0.11368108187761845,-0.0009618404811192262,0.031726598483768034,0.02007034531516566,0.10425776012920372,0.027649003827569456,0.08055095825254863,-0.004424699751895922,-0.0005633641792354352,-0.0767998961563393,0.08065019196995313,-0.02278511476678402,0.006407719060964623,0.07619752591176732,0.3195903819108481,0.219838933570234
RSPO4,,,0.02486800001816733,-0.008344116751347403,0.08342531652208397,,0.07142607164085191,,,0.00539025918405946,0.0891830243874331,,,,0.04817968881958801,0.011206574978628562,-0.027695446082451645
LEFTY2,-0.02188200504115618,0.07357081705802951,-0.013221174886655935,-0.03216202184423295,0.06906013230929643,0.11211793029376503,-0.014927035948280341,-0.02794734617925823,0.06724298825648072,0.04488627182707102,,0.023496127503781602,-0.002480105009314748,-0.02197163767552561,-0.02906255865886727,0.1735115428194316,0.017399886148047293
PF4,,0.07278119504131621,-0.011880544344541794,-0.009798465853706528,,,,,,,,,,,,0.039293974021473006,0.07918579678678539
ANGPTL2,-0.030377854121909107,0.08601441076275489,-0.03497112390543702,0.044365872186441224,0.00788844816549193,0.025899423948242916,0.02065769695037778,0.01924879101815975,-0.10005789630564195,0.017470829607019293,0.04250727269338509,-0.036908398296263134,0.03114980066135725,0.04394487757889365,0.014244500842144346,0.20552572495471982,0.09314023134983002
LRIG2,-0.0035005673004520795,-0.07751276704749159,0.0030171864722091588,-0.02273109833997842,-0.027161032838400406,0.015125876464009645,-0.033639923046857784,0.010784174543489886,-0.022165118491785183,0.041552739664337576,0.013208498546476726,-0.04028131564373197,0.04623517016511393,0.024084817050465092,-0.004469303684073859,0.03722281610330708,0.0678005283448819
ICOSLG,-0.02216824173819386,0.009323883503231527,-0.035498886248907874,-0.02032069226312812,-0.029570375804868026,-0.02934320882698288,-0.013992019365523108,-0.050013593170055916,0.0670228927941236,0.015513826557554754,0.016215554691234126,0.11221057294468981,-0.044872646481623424,-0.026936038666468563,0.04465264015637236,0.12849501475281586,0.03207773126712763
WIF1,,0.02225499679079954,,,0.007309054003062651,-0.014583428422123873,-0.013872548274105865,0.019210316179309142,,0.025689837621511852,,,,,0.07591211369348683,,0.0636399062526633
NPPC,-0.04371169365804282,-0.006249268329255867,,-0.015199836903738289,0.009890075474830545,0.08373900030469086,0.08564770353235217,-0.051321496219129,,-0.033387412026947415,-0.016928120440451697,-0.02597060388176009,-0.03886679007432086,-0.004272808072895071,0.0367718261226269,,0.02303013626263979
LYZ,0.04181656781189752,0.05377636500248481,-0.030583667815328425,0.09030522732047934,0.02423748426292544,0.02419390899460769,-0.014989771930908906,0.000845154677248676,0.062180963710695,-0.02860312778258388,-0.06490294149369882,0.058240361804422075,0.0283680800156407,-0.024731150687342288,-0.03300915642295331,0.1347497936356893,-0.007558102033998037
EREG,,,,,0.04910088635675534,,,-0.028749651931769104,0.023970924273392008,,,,-0.018801181052493204,,-0.026617400961462954,-0.003863363658519886,0.02835655932894924
SPTAN1,0.03902045897396184,-0.03697837295714459,-0.024256332006329283,-0.013591094481092525,0.02765559260477552,-0.03796990143742647,-0.03153638074877877,0.017902000549704675,0.051538885990954686,0.018011628280707317,0.03238742428068397,-0.022590838581805255,0.0018668406569064295,0.014050909177828341,0.033128472001221265,-0.04789535715316154,0.03360736290686524
PTH2,,,,,,,,,,,,,,,-0.02230607656917297,,
LIPC,-0.028295280120272825,-0.026511247521854533,-0.017880854189159995,0.047101498944956535,-0.016232555443488336,-0.03526454019249732,,-0.0405548219958802,-0.015251744367263122,-0.02627071577912913,-0.07115690792512343,-0.023877012351052735,,0.08168623418931086,,0.026709872076321018,0.027799264067016913
COL8A1,-0.03770073021680969,0.06789355738579302,0.03630074177872096,0.03153800222729999,-0.0032956102078339276,0.0029949871935048633,-0.008610818648201035,0.0603445856997438,-0.006248158659298431,0.003299003883410167,-0.030313988217503876,0.030048764518367212,0.09914731216124571,-0.008358009326596427,0.021219865712000015,0.061352999311486425,0.05727735497504711
GSTM2,-0.055184123688876444,0.021032516612796346,0.02640018463866936,0.01872607635770749,0.039637751894989345,-0.02385232554515846,-0.007816787206595031,0.08477129360417081,0.06704861266667293,-0.007181793886414871,0.02300528521306609,0.0247349376765937,-0.00999510494312878,0.0306219859277022,-0.04537056121198214,-0.029267042240027737,0.03168887970985751
SPX,-0.056654843023774985,-0.011666415746800858,-0.04504340331082952,0.012671751900509391,0.05755421616646081,-0.011115869637773763,-0.014085952712287159,-0.047189879527545386,,-0.0037603118363917962,,-0.01667219426481914,-0.026250517066234415,-0.00022914256974391518,-0.04515978360611281,-0.04199080402172493,0.037286587725713104
MFGE8,-0.04581993860403642,0.08250677031042272,-0.027579473933835957,0.0208335255630366,0.043859238791914286,0.06205724599292326,0.0025430489121315127,0.00845740080155689,0.03799870741660515,0.0192853590822499,-0.006613954548490762,0.04838774230718516,-0.03815417134276982,0.014068476470444739,0.022892690250136037,0.25439680638964707,0.12017661189135997
TGFA,0.12117018774515625,-0.03689124687172846,-0.006535465921332217,0.0031379258226311136,0.0009436135060772984,-0.003945100477519882,0.0384016698912059,-0.042615431415823066,0.023921897163663008,0.025251605570357685,-0.03450396772322578,-0.006570497754398738,0.05279915651074052,-0.06755411836160746,-0.034352056949428215,0.04926776777580138,0.049646382893746906
SLIT2,-0.022744638888205503,0.09802141615077893,-3.013364861180031e-05,-0.016350264881699,0.0050794510427749455,-0.04480187061831729,0.047223407436911474,-0.0008138300183758702,0.04318363435524101,-0.016134388844676814,-0.03735494168406893,-0.005428857341550859,0.03184316536044808,0.04592262700401734,0.0261713935472181,0.07631390521888949,0.012762911787664517
PLTP,0.009409389280952975,0.00124950653845551,-0.015836709306825757,0.043285405850767164,0.07238775825754998,0.0191138858498066,0.009186036775041638,-0.015754728815989775,0.014511559242126137,0.015928678883862707,-0.03628918567003546,0.14350743140274538,-0.023879172510295726,0.07718988374690229,0.09461575806252996,0.10087113853069997,0.06375695043894435
APOD,0.0452989215473739,0.052841017924140865,0.021722222209641012,-0.07956233258356891,-0.07616236119037133,-0.04939746021328323,-0.04674612319319724,-0.018684007393899603,0.026846677931509737,0.041316607687696814,0.08210083722969698,-0.04284542463439309,0.06439100805596258,-0.02553050708731777,0.05595234725570858,-0.04539868943815483,0.13562398230189013
B2M,0.0007188132422391519,0.1563842502604265,-0.046079441951335766,0.10454364610635139,0.0332553506737293,0.04294980139671767,0.009515226836850623,-0.006451985745970815,0.13144866494866794,-0.0345074069317247,-0.030027574950337203,0.03890754812195377,0.0022898005554148745,-0.036854258366960456,0.08625889829551729,0.24564214197017267,0.06915461507972745
OMG,0.03710159791915119,-0.0104358253840886,-0.021569384413360367,-0.033368320347028295,-0.03490382144970057,-0.04203104167245616,0.010504794696378886,-0.0078892636053573,-0.018676921176391,0.034874364868197574,0.06296096820777666,-0.05307216329522643,0.04136799553892923,0.04189163317095981,-0.04934587772906848,-0.0872544617988229,0.019708873623988758
CXCL3,-0.017797618065406678,-0.03988449090374309,0.029137420390826934,-0.03228852761955324,0.024355590157059518,0.08984850558324216,-0.01456324224794825,0.10842283439315958,0.08696819925758129,-0.012043793062298327,,,-0.020019400822910722,-0.02490341497315907,0.03272508564850054,0.0395751496537241,0.0007875125019309853
CXCL10,0.09391783271867592,0.0900286189039478,0.006042125560664982,0.10164236980810241,0.09123275427611129,0.009415560694950677,-0.022122630883101776,-0.02923622463589501,0.005047850685684846,-0.01913904468886446,0.03020829548171112,0.08822742267533332,-0.010453416942381447,-0.0183996103465883,0.03618651290093999,0.06548513031252971,-0.018989117939671115
RSPO3,,-0.028356564356442633,,0.09035420684953646,0.09704614404580522,-0.022139764865689946,-0.026412778003796576,-0.010916020426334584,,-0.01258553162872833,,,-0.00021664562964444648,,0.083189624015292,0.05205892465859666,-0.022102179685889473
CORT,-0.022100523649305415,5.075468360599228e-05,0.00938495370053997,-0.025518295812478817,0.04727162259201179,-0.03831782338429556,-0.023474381826791756,-0.06136741844114591,,-0.0021244242821012965,,,0.030281338282744503,,-0.03554211834277364,,
NCAN,-0.0408937999801359,-0.030977991808702848,0.008492264590919417,0.03208215347768185,0.01882097841478848,-0.02347234773968886,0.0024766199199052043,-0.00046965230840885546,,-0.005927519161044996,0.04723556346344655,-0.03013736659498955,0.10370006602476982,-0.009146782470578829,-0.08236161271857312,-0.15054849584933472,0.02554520603020952
PRG4,,0.10245226035538306,,-0.011230588695062754,0.048170583082393505,0.0011374168256587595,,,,-0.014714566939108092,,,0.05071204369851887,,0.023312226894886316,0.07732996280697614,0.03428244474471447
ZG16B,,0.017438445255224037,-0.014296304190065836,0.031161828121791423,,0.05367202122237408,,,-0.03327011931914605,,,0.06188941164762357,,,,0.00495482470351123,0.06400939469991475
TGM2,-0.0298031729430876,0.05113839587163865,-0.010180028431231706,0.07663623925550768,0.0726938095417677,0.07173132026050943,0.06947369949882114,0.012258304862410398,0.01716011594483154,0.033202526693965374,-0.06690038960739798,0.09577385372456917,0.009213006402761232,-0.06568460641258166,0.10425345108299199,0.15822697876974764,0.15512687244167722
VEGFC,-0.022100525072288303,-0.03986105056331344,-0.01835700512392339,0.00887693220393036,-0.03220699745129221,-0.010001062631137148,-0.019862015857064052,-0.032486981503146266,0.03347598446735415,-0.01501680208198693,-0.04163181783182215,0.12136074391472357,-0.020622377310907335,-0.032848014711786916,0.028113298549694216,0.18781929728483102,0.019165179534462968
WNT6,,0.03897539879386517,0.011401840348339534,-0.015533350248037796,-0.02882949226998033,0.04460048965218366,,,-0.026701306346627034,0.037906545493699415,,0.07172863789611386,-0.03886679531814794,,0.039747562445171164,0.038777889976757185,0.06368065496648737
NRG4,,-0.01922696863654886,,0.007465036906531894,0.03345980101724251,0.024095678814075133,-0.012752452273369132,0.08686142258939822,,-0.017518851176496784,-0.0358011932565278,,,-0.02637648135708157,-0.028220387618376093,-0.003502834460375136,-0.007241596462793656
PMCH,,-0.022160116070761928,,0.012587449164546063,,,,,,,,,-0.02646362289163264,,0.07630108421235181,0.1409140709540702,0.1398381707602592
COL9A1,-0.06819129426167152,0.0366236993598442,0.008123557714179747,0.02700661595505281,-0.025839514023786005,-0.01070037833130756,0.02978199544423629,-0.028351102055854952,,-0.019962314432387235,-0.018180187651438542,0.028661708373116556,0.04325400546788607,0.08663229075540864,-0.026504722668080228,-0.02655239513012952,0.09005710541293256
GDF11,0.00011570491676952049,0.024756509983339555,0.04870684895282376,0.014798904917988949,-0.029677151848425256,0.0221168964043019,-0.01835645133167269,-0.01602904687063978,0.03304722266690724,0.033261632874751666,-0.01700922340463312,-0.081836189559016,-0.011514318354059376,-0.017768402418909087,0.020294409758839924,0.1063212865345733,0.000957583157394631
RAET1E,,,,,,,,,,,,,,,,0.10703014565097371,
IL24,,,,,,,,,-0.02098002334712201,,,,-0.019730639535924837,,,,0.01497508292210752
SORBS1,0.018709794154556175,0.046723432245155495,0.031340657105701365,-0.045384843638129856,0.06868388831814569,-0.006521568365016908,-0.017617309345254028,-0.01974442262806467,0.05589837352944545,0.0274010475219511,-0.03826273814561575,0.01747703777396641,-0.0036668605856447923,-0.06014389231309175,0.007504270546908023,-0.09155975003228667,-0.01316517875788226
DLL1,0.0453825627096424,0.013113630557602974,-0.0038251938045191984,-0.007043210851573032,-0.005219261476843219,0.003134373997828175,0.021079711077472096,-0.08909311962568292,0.00839189231996345,-0.01802333228161469,0.02853751851946861,0.1232134616798201,0.05850320032435911,0.004646242206408825,0.0314057806889986,0.11380996840760267,0.15871205539829586
TLN1,-0.051174580414581734,0.032891608557761895,0.020473156579525413,-0.05816320937536755,0.0014755527129645073,0.020553540231012118,0.013395023060800239,0.0409022585003638,0.038340423153519494,0.03719906817525118,-0.12721528395758544,0.10369819435039983,-0.022328495589695282,0.022170983570206606,0.06282247962392999,0.19847578003789046,0.10299680982354496
COL2A1,-0.020758043715320074,0.04272482960107327,,,-0.018687161959981078,0.026027948517529254,,,,-0.012226922585276854,,,-0.043133764563242166,,0.00893682763521981,0.12220595063824487,0.010436311361819384
SHH,,,,-0.01167042556034628,-0.006206884659865551,0.04084354154635425,0.05619708811068122,,,-0.011669285615292584,,,-0.002495918959515446,-0.06642507037197566,-0.04908115656470609,-0.05161608558477878,0.06282771861261867
