,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IL15,0.0253483620323694,0.050305614711603164,-0.004570719878180758,,0.005776614954632407,0.10801781954064443,0.023126629499778034,0.08118252238540587,0.0026880775078456922,-0.003575174324230814,0.044000655554003176,-0.008204800359804351,0.03572397276964438,0.005936804073604359,0.1322365423355141,0.05186361520866191
UTS2,,,,,,0.12001297587948448,,,-0.04494741804936401,-0.05780365356661926,,0.05992912852933985,,,,
BSG,-0.02462850401582106,-0.08089282866707449,-0.036385832437520194,-0.05426753658400882,-0.03159598846056713,0.029605358629481496,-0.04784004483192947,0.04069797146108197,0.08416124462427743,0.03940401149001607,0.08177106420081659,0.0012210066603636043,0.06461980540837103,-0.017037361957443316,0.05655779303610907,0.009933167238016929
ADAMTS3,-0.043269462012901765,0.03808487219715543,-0.004178609475892245,,0.02327773958808176,0.34044066773207976,0.015747877033200696,0.00622803939416249,0.12846185272630528,0.06120463736520689,0.0308992889214565,0.009984903458328483,-0.0020992413363117575,0.0353252254228901,0.1097649575406643,0.05561095386827639
CD34,-1.7823362447803607e-05,0.05616631393698904,0.013947107850894626,0.05604593851255292,-0.023205875400410872,0.22884043872493268,0.031346237133486186,0.07976416226180856,0.19828285963122141,0.07158955613233663,0.13894726128187224,0.025338603518678587,0.11815693639239662,0.04323768019656741,0.05750675893481784,0.07802489530398811
CCL23,,,,,,0.07763975870694101,,,0.09437363926233192,,,,,,,
PLAT,0.02062365956835509,0.11538695636812668,-0.05678660874281934,0.08259530892714498,0.02843339641767568,0.2589913045381001,-0.0019056563409091014,0.04986801466361815,0.11196248099983928,-0.020100088504464615,0.16949960938594175,0.04992989881581963,-0.06731663116280948,0.04304170301806294,0.0961157172795817,0.00070339335345353
NTF3,,,,,,,,0.07287030232938972,,,,-0.06630106906676397,-0.023656159750202847,-0.045455669117004154,,
LTA,,,,,-0.008360586424933241,,-0.022574342727847533,,,,,,,,0.029072959860313274,
CKLF,0.00738896001294571,0.08888730677676561,-0.05706972508032877,-0.019833182163595055,-0.0051658810542322695,0.22667897233740103,0.04200813783825315,0.034142194788024036,0.0912167431059874,0.09219530250796536,0.10060267020893429,0.060240449105114384,0.04287883157125878,-0.012017234288877023,0.07537393393379091,0.02470396533185481
CD24,0.008054673598618277,0.03118692714873602,-0.028746732884929144,-0.02960989013000334,0.008973009963393818,0.06393089508302867,0.05735169687091249,0.05706686003614712,0.0783731809091776,-0.002660565544812978,0.1020857980073043,0.04649112387292709,-0.01496164968491969,0.013298747130173552,0.034245002655890436,0.015459375759527568
HSP90AA1,0.01740518214635962,-0.14207256496801104,-0.018768262634579286,-0.03714103751430119,-0.05284048446159012,-0.3350719781233658,0.0904240649293467,-0.03200574050729265,-0.06058321004092725,-0.05977774622265788,-0.07980249118733387,-0.05896612726382394,-0.021343721161809694,-0.006819455837083935,-0.10039213529056332,-0.12320483364859879
BMP4,0.010912029913972401,0.005264351405578064,0.022484415010857666,-0.013308020002245149,-0.03049121648849238,-0.006151338504179144,-0.00948546730203399,-0.016715021008251722,0.14991725451891294,0.046671725129232504,0.0023424051706397828,-0.05255417688704625,-0.018821961386108567,0.05527593605587279,0.05506244960299692,-0.00020776189697509716
SCGB3A1,,,-0.020988480827279866,0.04908589287041872,,,,-0.02692376657566914,0.03086937475495205,-0.06565836010752553,,0.08992322855523084,0.06520879718843679,0.023237596703288465,0.037583540838523374,0.05576848551094083
IGFBP4,-0.04412812874208312,0.04841654434038963,0.030005765206847505,0.03639312632415363,-0.05651746838054675,0.34720412480755003,0.05390506373984513,0.03572817613809645,0.19943939388719822,0.05764628356149612,0.11856270562008704,0.06398984401407018,0.063896726006367,0.04841618544112515,0.064765390601073,-0.03223624061220498
RSPO4,,0.04959290546578312,,,0.017638373725055893,,-0.033345320372555824,-0.015585240146938397,,,,,,0.027114778736180338,-0.027756336021583377,0.010526589666509564
LEFTY2,-0.02498686372968486,-0.021053348851295405,0.08930976278157032,0.06099952055184638,0.005050551473686586,0.21681718456525007,0.020782057831569636,-0.009399874514277626,0.007922003761777156,-0.022467510013037963,0.026845438787395506,-0.026067821357724008,0.01149034074480222,0.003580360876209639,0.04677066383787855,0.12478428917458602
PF4,,,0.042685329563729696,,0.005343239425708166,,,,,,,,-0.023445753087025706,,-0.005462822769192483,-0.004939176513004637
ANGPTL2,-0.011152220943562118,0.12300246274205846,0.006628136559323065,0.032974918808761744,0.0547192548602446,0.23716353063057863,0.07649542575631725,0.006838543827358607,0.10445425058534477,-0.0033297033498225896,0.10299261455790064,0.03935626513726384,0.010163095164974224,0.001530246182883219,0.08061204266835556,0.032279470435596445
LRIG2,-0.03061586625502026,0.02052880657697638,-0.0441844837399875,0.03856542479781919,0.04678889104274259,0.09570719860228803,0.02061656084052451,-0.013183641484557723,0.00806265572530305,-0.00019663468633639606,0.07093525223724871,0.024335246543974974,0.010908760551044262,0.03902797724112455,0.10475858143540795,0.04705475052049643
ICOSLG,0.0028673371079276358,0.09081151643501924,0.025161168503147237,-0.006046878971542759,-0.051119015789647726,0.15948460259919567,0.06416143757767992,-0.009498197104513693,0.08063707382125558,-0.13622564058851208,0.10912650064851379,0.011986541555388676,0.04757156473997337,0.05045331228712014,0.06800250772161769,-0.00616243778262154
WIF1,,-0.07991365198219791,-0.0391755034813349,-0.04501019547691036,,-0.17633416501178903,0.028560747836548103,-0.0223679475207539,,,,,,-0.017455558397707294,,0.03461324067093881
NPPC,-0.004920124880893143,-0.03777017667143303,-0.02675015161771929,0.1494390599869148,-0.03637159046601009,-0.03448797456991516,-0.017130070337832596,0.0012225239939340615,-0.04396605033497763,0.03049873207919479,-0.02489895415680791,0.046871216053402685,0.021776445445109503,0.016427406893560967,,0.014074443166758053
LYZ,0.0495135280860777,0.016430172260821514,0.02247381278457589,0.04540234311929796,0.01933029304612584,0.2689586645257356,-0.007973619589325446,0.009666529239276255,0.10674099128376217,0.1224499691771027,0.051869930379268965,0.020751366098294404,0.016418690315658045,0.029264622174720305,-0.010419542294171236,-0.09432395163942581
EREG,,,,-0.035001931400900445,,,,,,,,-0.013028642953334483,0.0526679938341148,-0.0509506688460412,0.02351711203234963,-0.06516763401700153
SPTAN1,-0.013550104993878,-0.09706781126841374,-0.05531438625621828,0.029639927228238674,-0.022545970516354066,-0.035567171429112296,0.06741445522371053,0.028554547853097578,-0.013856689579445724,-0.041515414711307576,0.055183176148154225,-0.02509498126361252,-0.09692735186603589,-0.04010388374182719,0.04375004301445334,-0.050704336899895425
PTH2,,,,,,,,,,,,,,-0.028065619659361617,,
LIPC,-0.040106379645847595,-0.044172764879626715,0.011789799206509664,,0.04451785384764554,0.20200913848801072,0.0158503786893287,,0.036162701613604686,0.06165313785471117,0.0659643380596398,,,,0.013004766991041848,-0.028188641816188995
COL8A1,0.04690786408161851,0.17895105852547455,0.01911494912476865,0.031149658628188873,0.04358245473616864,0.13412860109747138,-0.014490624575954238,-0.0007483092607233227,0.1098503703200735,0.1442448030462604,0.06513636506277382,0.04219647630968723,0.0183618121757525,0.0290530856013202,0.052811070428993426,0.18373561639780717
GSTM2,-0.005803988408154136,-0.004305263963018983,-0.05514103460903378,0.08979571845628236,-0.012530476641873876,0.11941894281651887,0.02721306576489904,0.06106925981169283,0.06273106864141244,0.028751763251769993,0.07940266867624471,-0.03562350787578396,-0.008423189740472941,-0.02054653111459594,0.05616221359260697,0.021167847130026375
IL4,,,,,,,,,,-0.05652995575163088,,,,,,
SPX,-0.033315547484854616,-0.04126623739856592,-0.043110042144943565,,-0.0054215800619584415,-0.08174152392980401,-0.015722611447529213,-0.0021022495619215475,-0.0582854336092723,,0.05399124005165255,0.17597846884930662,0.04367295170912874,-0.06966765679477122,0.051634729319791246,0.07262456181503799
MFGE8,0.10132422150242598,0.09573571453544193,0.005189702261363877,0.015369345762198148,0.012873294880783906,0.11626266509626863,0.004954409174793283,0.043349657004232656,0.13153659044821656,0.04059003479716055,0.11986078647695253,0.008374444368322208,0.00737805580089173,0.039539125039892604,0.12425079033749932,0.027357905932764295
TGFA,0.01957666349132947,0.021083226676311725,0.001103778719536215,0.059663292260470326,0.059877588762975144,0.13565085442292074,-0.060989522817280845,0.0008385761658409526,0.09893639618722376,-0.04997500888501882,-0.02895061050486333,0.07861452884519479,0.037376621714822665,0.003629700571009866,0.1191343112800737,0.03331503150581491
SLIT2,0.03534217083251593,-0.05211835339557771,-0.017376227964030874,0.10315421615509118,0.022336188842000157,-0.10409047844372239,-0.04000442470505057,0.036788483151274004,0.11019019886856973,-0.04844445995882636,-0.028158515154363576,0.044861925817338236,0.046808733432389074,0.0035886999639142907,0.021055933285978656,0.023108597510619833
PLTP,-0.013150651655872368,-0.04682276247643393,0.024100905076095025,0.11938833460308694,-0.012076976047372113,0.3891970488878306,-0.0291244285335358,0.04051131629200886,0.019885838351320417,0.07669903243387463,0.04205126651657006,0.08129271309479516,0.12431235851550759,0.02019208069958003,-0.08680477229918132,-0.025972391348169994
APOD,-0.03278990207392557,-0.07769745396679541,-0.10199794475217044,0.06613446189308604,-0.013595671495055299,0.005357681060875009,0.05552096150790828,0.060282809843168264,-0.05355056729068397,-0.027531312346590762,-0.14376758818396246,0.021407491681532297,-0.08476593847924722,0.07308966826768218,-0.14652407024850014,-0.16423128886616364
B2M,-0.037686112976966175,0.14019246484658798,0.054965347714969574,0.10976103415224789,0.06304629009277142,0.4148864307358557,0.05786620425489024,0.0652452290799149,0.15854783295257446,0.14009440511888893,0.08773256381856384,0.09510958171563581,0.11000190993958453,0.039724539414795125,-0.04335500199307588,-0.0837693321060073
OMG,0.008786250006628908,-0.006288713113296806,-0.10331616125684687,0.05922494774088809,9.150042690103603e-05,-0.17312791964912283,0.03333467456963103,-0.008719664072300053,-0.08031946824473515,0.008973315726428928,-0.14262776888777648,0.012886947697813664,-0.0037538108600563115,-0.0695776398305362,0.04595634568575851,-0.039091590970528806
CXCL3,0.015437506043481526,0.10348824620956654,0.04971568629647991,-0.016158661083947843,-0.022694919919933294,0.07250190808204755,-0.0060286186030109636,-0.01830238866767115,-0.04531142390345566,0.0803396740747437,,0.007569655168188283,0.055739353719520254,0.039705563436746694,0.023370287782073642,0.057192746568188985
CXCL10,-0.07962982433885515,0.09728421022214084,0.044613218249526194,,0.03757914628013049,0.3394194813003413,0.06037571066990762,0.01598029674905195,0.08978395563888461,0.10531407885659447,0.2235583298812369,0.03560553100458977,0.0830934388531697,0.0037868613778688667,0.09808173699776088,-0.01270136418729783
RSPO3,,,-0.015602313512373615,-0.025967243879055295,0.016197178930070028,-0.07546480355246687,-0.03460190211968913,-0.03881274987912523,,,,-0.019730527770646406,0.01886424327176127,0.11813558349409363,-0.005552069965453349,0.001009819022777538
CORT,0.013643919228185185,-0.04463194683662167,-0.012772837751820866,0.07701551908346166,0.019436570333031807,-0.09490818518409683,0.024606035900443867,-0.03640741561255672,,,,0.06982565095481265,-0.024534788949288868,0.0016749275629909476,,
NCAN,-0.034172818965588804,-0.0016909613528657136,-0.0555952344866072,0.017491353522149203,-0.08721756134994021,0.09466916145141803,-0.01978307779240074,-0.04458769389620006,-0.04817115402686032,-0.05360748773996135,0.03356231194581675,0.048489921354815495,-0.03245845619628527,-0.0541905955384207,0.1097046436194362,-0.052704131505887326
PRG4,,0.03311773963481846,-0.009232003526057006,0.040803314861568005,-0.0031865009621087565,0.14351714637557675,-0.0017671276490737965,,,,,-0.039322744444676316,0.01990737019146125,0.03858071330382702,-0.013929879323237561,-0.0038849603738587936
ZG16B,,,0.007135246141676131,,-0.03271131952288574,-0.000277261240118235,0.03672800212188899,,,,0.09481564013597196,,,,0.037984038162569615,-0.048288766881525766
TGM2,0.05001253203605023,0.14624766183256946,0.05806797859188406,-0.016152289690786033,0.007370582287772002,0.19448232915617317,0.01805588201969276,0.03691673896577394,0.08712684661176531,-0.01949899365624885,0.16282333880198835,-0.035466049094845215,0.0851645629933442,0.02244893232275406,0.013970326876436418,-0.0055271095672362125
VEGFC,-0.03890138949495383,0.0817906393122508,0.02560280399837142,0.0014705977684916227,0.03490115079288183,0.06276200190731888,-0.027460572978937878,0.045330081115744714,0.07125994764986898,0.008277316009441205,0.015518529821750579,-0.006732673738660767,0.0019795630139391777,0.009606972256947387,0.03516557553321604,0.12312239947577107
WNT6,,0.09416272949279829,-0.03386445320894237,-0.041356150136157004,0.06684026427361364,0.012583688567768215,0.04195430236717881,,,0.016433540192887255,-0.021983555022290196,-0.058659296052625175,0.018649923672312694,-0.0006906182938443672,0.07303505037409394,-0.0042023967826627755
NRG4,,-0.026682387345493365,-0.019331129628844777,-0.01946384516782162,0.0747716547973317,0.0698192435934235,-0.023839602502456047,0.05316361999836849,,,,,,-0.0240528302123518,0.03133696874650962,-0.02194531850229505
PMCH,,,0.03876943098209783,,-0.008215338737135394,,-0.003016672398574627,,,,,-0.03481780193487282,-0.010355223757090498,0.11550838202691498,0.029689766883038454,-0.07295943785739367
COL9A1,-0.038405011751472914,-0.037150676795192634,0.03211063392079926,0.07087986313155006,-0.012244102965385124,0.02627657716542154,-0.006505350229583232,0.039325279766831756,0.04617573537730214,0.02139890929218962,0.0577755831899035,0.06918307591648036,-0.030616296618108187,0.0008676039349095326,0.11683704564141595,0.05041773227667745
GDF11,0.003148195233284865,0.11151117612165076,-0.03603732645476418,0.07788204842357178,0.05484829857410561,0.11979618941068561,-0.03176351911989815,-0.030689717155714225,0.03605993823728122,0.06670171627146913,-0.03722789316299896,0.06702462568465312,0.009863081237262716,-0.023791314982894878,0.06260896016952536,-0.0017704015837372573
RAET1E,,,,,,,,,,,,,,,-0.003374878261439261,
IL24,,,,,,,,,,,,-0.033419763285464636,0.013436888323340525,,,0.14148887192377324
SORBS1,0.07065965336024667,-0.056325542036002964,0.015478944697819208,0.0684720935980032,0.016935837989311503,0.002264006848785061,0.018228461413917995,0.013080950785291826,-0.06536564610911738,0.09111371114722149,0.0188463247040624,0.04267877076529133,0.004082015399239516,0.02664060856109268,0.02829996514136443,0.028488098601978137
DLL1,0.036092119738248316,-0.042529523813241904,-0.03447562085964138,0.06616257514907996,0.020752456770137657,0.09054478343333916,0.003121317571538859,0.014665811001245905,0.0834136662132421,-0.01513473891843724,-0.031311406261591124,0.02192664042564175,-0.03610725820427191,-0.002304824002176026,0.1077733891562299,0.014281288549310945
TLN1,0.04082170665548631,-0.013950667335860034,0.017741553944613363,-0.000291113163541377,-0.009793087482970074,0.22381239252838853,0.058378179084078684,0.054428767223230895,0.14609347076728385,-0.007523938160421051,0.024240673751591352,-0.00848865968592514,-0.007077349789760789,0.04861977208961947,-0.02617951775069893,0.05257355659058295
COL2A1,-0.00934725259138149,-0.0422821986350265,0.004865791564573407,,,0.08290519720848345,,,,,,-0.004013573151196118,0.05592716165320094,-0.03584915440032479,-0.01760453956146179,-0.033690986427720754
SHH,,,,,0.08305620347455843,0.11007070391951748,-0.015113560208020706,0.03742027593550652,0.1511231236777552,0.03724806070101671,,0.03460053784225691,0.02488309228524937,0.012866604462573874,0.10515242537602262,0.042984980765792234
PON2,-0.0034484525103827585,0.0898737070892406,-0.047130851495279395,0.10803159119827305,-0.06905563107433733,0.22370856224242636,-0.016510211680231063,-0.021993441211589224,0.12320470706316258,0.11090819719170923,-0.00890879204173178,0.06166624581872651,0.03010355512611323,0.008045928622273638,0.010433889582583032,0.09360615245414462
ICAM5,,-0.0856598785316253,0.008671239476893992,-0.027756416894195047,-0.05261795741078282,-0.08581320934469286,0.04929556423223384,-0.021014275026072667,,,,-0.03252628055553651,0.04104371201172261,-0.08121431622807969,0.036797826578868986,0.040509268131175294
HPX,-0.005457513369376877,0.058210626795785834,-0.01661764236822727,0.09343811240532206,0.05212964664213397,0.07465812998858269,0.019884028100894204,-0.02692376383085598,-0.009186761908172929,0.02567630718466326,-0.037884027611430345,0.010628418044456243,-0.018106931091051617,-0.020278337473090303,0.0020114314339393868,0.011559127213521665
SFRP2,,-0.055048976053015515,0.010332318586189722,,-0.0179849322733196,0.05873887295833332,0.013204629674048842,0.04055737385893554,0.009154361200924367,0.027363632911663854,-0.018589777142431988,0.038695634018623554,0.05933821243425619,0.09256108970289223,0.06640293860725914,0.029273141459506147
CFC1,,,,,,,-0.026107636358411093,,,,,,,,,-0.003215517308121198
CD70,,,0.06382867985856354,,0.015637915128676738,,-0.03892647440900315,,,,,0.08471261754469352,0.12320667687989528,-0.010320501141977809,-0.06330865331810125,0.1522770061632544
