,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CSF3,,-0.046312810789956735,,,-0.038007968839051734,0.031302533223617424,0.029121208270894115,0.05354460481313134,,,,0.05017543352650876,,,,0.13051361358992677,-0.091680571011432,-0.03580493609075173,-0.0042644671733658955,-0.040580324946792985,
PI3,,-0.013802691793273933,-0.04317013041855722,,-0.07254361568148607,0.009163833254411067,0.04633233818199882,0.0030297910816819355,,,,,,,,0.10380532423708604,-0.16023740822878674,-0.05146248495315382,-0.04681996475581796,-0.07198228050343619,
PCSK1N,0.030946684058941753,-0.06192726128262727,0.008903909762580238,0.003510847254442599,0.043103126449657185,-0.014228862917055475,0.007286602139130612,-0.09882734474527592,-0.01459703828969694,-0.019255140661410427,0.14669030444501244,-0.02643535832227088,-0.0797697326659069,0.006343407330971265,0.00035880587808990934,-0.05308911957419376,-0.021768757474879556,-0.040331849913474965,0.056815067467891715,-0.005992224360993512,0.0768545312415873
NTS,,,,,,,0.03220598963924341,-0.00013218619373755444,-0.039827913252632616,0.03073123848966922,-0.034507349770526725,,,,,0.006623173662273265,-0.0290756767648308,0.07941766601133174,-0.046211287123331064,,
SFRP1,-0.03470744166034201,-0.04171346582066095,0.04898280637891388,-0.04611209163343296,,-0.027766070658191176,-0.02758232365243665,0.07313448549550555,-0.04596345784983026,0.06021416074657661,-0.037873905211624814,-0.023222980525734432,-0.013109855323436089,0.03086447142040666,0.02392814890657311,0.0019427673103543665,0.04444887262196251,0.07886071016130214,-0.04513745388419488,-0.03772080973576326,-0.08802710937675129
CXCL13,,,,-0.038320251674319065,0.028492273110835076,,-0.000821905746094524,,,,,0.004802109654149956,,,,0.02398875854319324,-0.06131747068258592,-0.011674373839249056,,0.06614350218987404,
MICA,0.044559386186540546,-0.009342836885037962,0.06357178174745153,0.004505432718651491,0.059251591693789976,0.006480812516365509,0.10923579941732349,0.10603305097701424,-0.06178702563090223,0.045843094263812105,0.03123140268325768,0.012012671980739225,0.05649133424507847,0.06300486321429084,-0.029162207631123205,0.06274842054636992,0.06745649513789495,0.03146896432657293,0.07100040522795383,0.049928684987684935,-0.01951910114398897
TG,-0.009824881860145641,-0.016738855713693844,-0.01027656758098589,-0.02154920288353634,,0.01808320000854341,0.004135106367132818,0.03952917062030083,0.036689720225724594,-0.025480072186806584,,-0.011539112669731795,-0.011031751738231212,-0.04370573768801121,-0.04687265416722159,-0.018929559163683315,0.0725454298954863,0.05667298255354585,0.0662122421508925,-0.021447001510130164,
ADA,-0.006437809396916954,0.03891387670593678,0.021309837447640655,0.02778067130037363,0.0675087561232547,-0.03972581027402207,0.025379085441666414,0.07234899893747374,0.02940030137193004,0.011164104538262122,-0.010435621987278912,0.015648237306459745,0.10149770675947639,-0.02512918954155572,-0.005466552655007697,0.10036980289262967,0.08282630371244783,-0.01175643655476416,0.08272579557791844,-0.007924975629529573,0.069734683640233
LAMC3,-0.005795722981445123,-0.054035367053163995,0.0774762701087233,-0.021577422434733363,-0.009546954983838576,-0.009963309878780116,-0.035779377635165165,0.03100806294639687,-0.01610348856024861,-0.030639227482216477,-0.027006338996249536,0.06395695613101689,0.09699213187806335,-0.0329781345715379,0.06091957463365995,-0.03499750453663581,0.06762128211059458,-0.009954624881307014,-0.051176939276499196,0.05960226964299999,-0.06568258836617002
CCL7,,,-0.026101472793217066,,,-0.021663916416010315,0.0048750978538389025,,,,,,,,,0.09841281523834315,,,-0.01982895741408468,-0.003535369589675235,
NGF,,-0.015005087477848855,0.02191250796603771,,,-0.038190976690000586,-0.01976118635787461,,,,0.07691049970524583,-0.00460847339205332,,0.05860469224490239,0.008780559544294422,-0.024659482300526257,0.047390390499973824,0.001773604186882963,0.027517296782147625,0.030347533008795176,
TNFSF15,,-0.011240291783352062,,,,-0.024123830497806496,-0.0268322796268056,,,,,-0.021098691517876005,,0.1534340342744895,-0.009863431653555948,0.10401111572275006,,-0.022234250617448593,-0.005659345956442831,-0.004366905217954722,
HMGB1,-0.015025594165584607,-0.03324995856821774,-0.016137615213495913,-0.009504867383447456,0.12338749163136682,-0.0005967626019698635,-0.02420591430343822,0.10689157375449941,0.02845853698267751,0.003510794312146589,0.0070255520638779255,0.031236584703973093,0.02224120932486393,0.09663331218965521,-0.0011417223807867318,-0.05468889835459058,-0.0407675487341193,-0.00026358921115416707,0.0041267353269742475,-0.05666320979040679,-0.02433042725229972
ITGB3BP,-0.01084780482039365,0.06176434585770642,0.023178036581161587,0.015505324420937761,0.12312816219289394,0.04706869653436902,0.056256767325258535,0.05858398130667524,-0.02203456918750917,-0.016119198168368466,0.03441824161092045,0.027126156468235255,0.03326032075271567,0.024158379656207995,0.023615775539769665,-0.018313194403343138,0.06413726038084298,0.02154664355563908,0.021629237274236063,0.015609722698532271,0.07723606305120427
AANAT,,-0.026067298763739585,0.009240113477467001,,,0.08366557615533748,0.036339643869367805,-0.03231051140530999,-0.001196781318009912,-0.029371287351168337,0.03281304776251445,,0.018089947034934478,,-0.029983307184713474,-0.018731448990877458,-0.0321166027590058,,-0.02137519088335413,-0.017117596022976807,
RELN,-0.022902077631002604,0.016170377648986056,-0.020655392994346922,-0.037345425023636365,-0.02948216651937856,0.0911428363655226,-0.013005365752747838,-0.03458568311174205,-0.024926317435791726,-0.05017411914892039,0.02680122224253212,,-0.021162453013169123,0.08635968898354339,,,,0.04299953508075107,,0.02687530583860127,-0.07862074211775824
IL15,0.0027891537834323467,0.015025378510645324,0.011966396467909835,0.08472043537342733,,-0.010664121769465278,0.05635224901911082,0.02896720385156982,-0.04797926682008443,0.06361722211558689,0.01320459683795662,0.006792280228770237,0.06278764467090052,-0.03367500279276874,0.008787873714846475,0.08550122993494472,0.032825738531132555,0.05507117693576081,-0.013599933956550679,0.020386148382542334,
UTS2,,,,,,,,-0.008882726612160465,,,,,,,,0.09034072554696113,,,,,
BSG,0.09677874288690567,-0.05338085208235817,-0.005253838554490602,0.021684377772005724,0.027566644042674785,0.016881125608335244,-0.0029400760509526607,0.09115974784249826,0.08349416390667158,0.0035917597432884012,0.012384459227741791,0.055047888174561514,0.013074496955351058,0.038158010958076416,0.007419433264508211,0.05331354018233997,-0.023837221201930364,-0.023816592848765084,0.022839745259499007,0.028968089155102805,0.12654871318708044
ADAMTS3,0.0580361669163198,-0.04340057904333163,-0.011151422207711405,0.0662984409733704,,-0.007712618399669417,-0.05925575749484253,0.13476736467559827,0.015117527118149844,0.018051129312452036,0.021395081335076036,-0.023091974697065466,0.11993263788109894,,-0.03590195792649418,-0.022814145985604894,-0.020149726632101666,-0.026874331398348973,0.072677779419325,-0.04649830931004458,
CD34,0.038366293135460625,-0.04785160575374409,0.0063906265799434595,-0.047294454877670825,-0.01977677143273359,-0.008822934845307577,-0.026941306852402605,0.042715354632747976,-0.006396085066423377,-0.001892497919943361,-0.06038846362480546,0.07232087719026872,0.010629078493543696,-0.012648997384173872,0.014001260792767537,-0.007600535739966836,0.003943439576091716,0.015769796943308167,0.037556588804004934,-0.002294340366011112,0.0382006200016698
CCL23,,,,,,,,0.016179007688524576,,,,,,,,,,,,,
PLAT,0.036110134874523664,0.09117196730457719,0.09465014020718915,-0.030876441206000395,0.06666895016036467,0.08194697930364354,0.0250166206144943,0.10573300974798629,0.0004895403982308265,0.045840732881845196,-0.05481343053098189,0.054272132167821535,0.04354876727179531,0.07852508672977593,0.07191925417628621,-0.06326302141917498,0.11395776921591814,-0.003034234967833009,0.044500635321442154,0.060242687420306903,-0.059239125327703764
NTF3,,,,,,,,,,-0.022349820547457468,,-0.02612523232826388,,,,-0.013983957292866712,0.054255754197803756,0.09576260265551079,,,
LTA,,,,-0.01584735153491445,,-0.02776606935925075,,,0.029662746534575055,,,,-0.014072829422836748,,,,,,0.01597865436609937,,
CKLF,-0.03088782282878134,0.018788897715451707,-0.05324603257060165,0.0246636343483767,-0.009844945208923254,-0.020502494394694426,-0.06215682067191397,0.11211416108044356,-0.035842297299735204,-0.03346094587440259,-0.04558870198385895,0.0445031695879757,0.07925093224544527,0.008898061213707932,-0.022786465086958006,-0.02684755470783569,0.08856191270815682,0.09455276810999398,0.025957822648874744,0.01654870341017852,-0.008645047605953518
APELA,,,,,,,,,,,,-0.01967703020142578,,,,,,,,,
CD24,-0.03112867066609307,-0.08040997945596874,-0.01959823050602203,0.052330113831108166,0.09239494114412534,0.02069585652579901,-0.03260695785195448,0.04413773123134226,-0.03676553098234914,-0.0011374856382491269,-0.04727576222651072,0.03926135324812608,-0.0009347682085816112,-0.10352257880445095,0.0474995733743725,-0.0936239921405848,0.09437991713942215,0.040455343494320985,0.010236497473031203,-0.01344260245099783,0.0603105528816716
HSP90AA1,-0.11061919744942095,-0.007421734245254906,-0.032341745188284025,-0.017623507002306547,-0.0690313078638247,0.017831103659253996,0.005973684197939901,-0.09227462616017151,-0.0735304197355651,-0.016514501736408123,0.10398986812276972,-0.05417250787719704,-0.05222687289880139,0.02755721129261117,-0.10169779904002184,0.01775451912805406,-0.13938442089014702,-0.06902334927079105,-0.05593144304718012,-0.027446449356043193,0.12646616219402246
BMP4,-0.028430408864793127,-0.019021214871908176,0.03688316881468143,0.021617070933282988,-0.00983706913341895,-0.001902630522505183,-0.004237116288642604,0.005449881886914058,0.0125682120418896,0.018339456083495038,0.03561483524288413,0.002023809762507483,-0.022872661775157014,0.002171998999925545,0.007228827566431691,0.00911402774808294,-0.028407379942096918,-0.011063034494653833,0.1016195210058943,0.06510757494346947,
SCGB3A1,,,-0.012217063593703786,,-0.040626760065783564,,-0.002730923171997805,,,-0.012784795217958977,-0.05710700764758157,-0.0007019563084625712,0.05481291283253489,0.06233960210325014,,0.11713631905764092,0.01931874946125679,-0.03739183245586852,-0.001936858941392092,0.006126982186810738,
IGFBP4,0.022488974479497752,0.0390576848847259,0.042093564782644734,0.04789662753725019,0.033446130021460574,0.006715018182088803,0.018126748890840684,0.05160795785243849,0.004005260143297271,0.05927576313151441,-0.04662439950493315,0.04548709203052174,0.02862086803884184,-0.0762439641547678,0.0340244276610886,0.02183472864153058,-0.08118033482723341,-0.001095404018061874,-0.003478675170964453,0.10877969208540732,-0.023366711213774035
RSPO4,,-0.01015011491426566,,-2.4578127778496433e-05,,0.03193337549930678,0.010221610508149865,,0.024818052324841397,-0.013415687448777296,,,0.04636127143164052,-0.07224821068198359,,,,-0.01858695827136871,0.05113857988120369,0.10227228138187261,
LEFTY2,-0.010616519529320498,0.0052902658869758475,0.07424409871159042,-0.01604198112308625,0.03633205421539724,0.01191144564678135,0.008241437042054656,0.07080354584383423,-0.04978998317404599,0.04120454764519096,-0.03450737249132702,-0.02385607656812278,-0.033136881460263876,,0.03474071658106046,0.005539367132802025,-0.02744112569340052,-0.013285848761922833,0.020810162699994163,0.02566214666047519,
PF4,,,-0.02707608541613971,-0.014415320101354044,,0.012584746874600886,,,,,,,,,,,-0.02187445361432809,,-0.0373690752973676,0.006277090557462017,
ANGPTL2,0.03425612127736119,-0.028791616188300225,0.08263126945578299,0.023366068843986693,0.00914057748967828,0.015466765632761063,-0.03427672576977795,0.07469433178461583,-0.010526193719886176,0.0009963136820123513,0.022761149100572215,-0.02506898426767434,0.019144850930154937,-0.01529908084325312,0.01688838972988274,-0.039022520294856526,0.05739218519389571,-0.00020311701190451841,0.03884167322172178,0.09831569193385718,-0.12943497424548053
LRIG2,-0.022884582809808922,-0.005897393895062416,0.022500986669909538,0.08675365029774974,0.001473417628056539,0.0057253435836831425,0.010473577078939544,0.10149182523079188,-0.0267698555976979,0.004023065033395966,0.0016911637949339371,0.040473348663716435,0.054699429717335345,0.08949134043124024,0.138419004080669,0.014891624890648153,0.030452939264550415,0.022879390823887645,0.060165845046114115,0.02613951725233069,0.007448590211046541
ICOSLG,0.020177694142553836,0.04462377125611172,0.020369700599234528,0.04082442174149155,0.05866448492321621,0.02805268738469698,-0.02396959689962721,0.07571541117420384,-0.010396194325518577,0.02380106995680699,-0.000837594096448562,-0.017195306128236644,0.0776117732218401,-0.06216403568266051,0.033780291720964715,0.0016049310588429318,0.07018715874046486,-0.012928693219607428,0.0010861421375869611,0.12610699259481872,-0.014173662738599959
WIF1,,-0.060437788816169805,0.032845059535743494,,0.003760383642249207,,-0.03542941763370969,-0.059648251181070804,-0.026152259904043663,0.005142166386186212,0.12449234662554262,,-0.03642626046466091,,,,,-0.028906653350505372,,0.05369223625007911,0.1004803551406318
NPPC,0.06750260051370748,-0.024667659867172176,-0.024423480445520424,,-0.01957065432850423,0.05919134230446433,-0.04362232349937206,0.02164455129347948,-0.03448781800588766,0.025711242630541118,0.03668505216148021,,0.031734672359595394,-0.05956943109986054,0.1449495764253798,-0.03187420940585022,0.0006827875754624637,0.00366669852587163,,0.08212290848801743,0.039275257277269306
LYZ,-0.07670003167092333,0.03140215165703609,0.022457277961617412,0.08096612105249633,-0.024801570861998315,0.06934560929443151,-0.03447426241632843,0.12099387672549126,0.012791067741768566,0.0446929328414184,-0.09878725416254963,0.028581866585039074,0.05321297494276108,-0.012800200350381841,-0.009476345296801471,-0.03193493328378239,0.015987581426101197,-0.01106506718932507,-0.0034910526364625247,-0.06103385165718875,-0.0071931283469155284
EREG,,,,,0.029698492539089374,,0.06732860788785179,,,,-0.03549800191553956,0.00021837735119822885,,,,-0.02147806349309917,0.0029282024415858026,0.01311533938268806,0.0008283639799891484,-0.037465651621153714,
SPTAN1,0.07223078435529162,-0.004193412259159602,-0.016800168227687394,-0.06135545235742071,0.09260427910162584,-0.009962201125873415,-0.028375286979402087,0.010869032349333702,0.028629066092443787,0.048473503507999206,0.09577634258660249,0.04392220561875712,0.029742630126161393,0.05819459662226926,0.04954739765127105,-0.02971819092286706,0.05356251490791737,0.04842479729404236,0.015137507384934069,0.0025901629453198237,0.04087942246462661
PTH2,,,,,,,,,,,,,,,,,,-0.017323703848887838,,,
LIPC,-0.0075817086677820306,-0.05431608824229007,-0.01189328484743513,-0.021695827173171495,,-0.03396711618403981,-0.03217318877062455,0.09214097140843405,0.0020001915215846766,,0.12564152453767946,-0.03488031210401798,-0.008794772035357269,0.04485772896259546,0.051461259504392766,,,,0.046344544879286846,-0.0027375507323646256,
COL8A1,-0.047125259201602765,0.08532828657619286,0.06794573435185237,0.036172952946042974,-0.03568495208496298,0.05098355255194808,-0.004454007650293772,0.07090788636210296,0.005415998246906417,0.017589043862762343,-0.06369533849434239,-0.03408766402474223,0.05683746671015463,0.019444466076840184,-0.03632634133848295,0.00670843798175286,0.08542620596732393,0.021570534128791768,-0.0003380243696235315,-0.002873033921474273,
GSTM2,0.012383533189073063,0.07686130663370729,0.0006428184923171059,-0.010085773086008033,0.06155822481108914,0.01609687814435387,-0.008414176531765401,0.013014424037118584,0.0313640692308815,0.003537392817422151,-0.03537604068810019,0.11432300727687741,0.015243396877118273,0.03221782546097571,-0.042566213604232496,-0.023295161566261872,0.004670236248096262,0.010796168273477262,0.04801835420335883,0.03740316590859314,
SPX,0.03260639075263472,0.02685631322704697,-0.05361204981430102,-0.01760204063383928,,0.015024022690555493,-0.038845888897815394,0.030632725498520644,-0.028031130661780302,0.029312271497375822,0.007727741813241763,,-0.051481483556860705,,0.02475382297107572,-0.021527748403741085,0.15034017304387431,0.06750712309848934,0.006662524816078797,-0.032428016657698365,-0.1041732910224773
MFGE8,0.01623922695338619,0.07608216304859167,0.034039819560233574,-0.019740530429196716,-0.005746567983423797,0.04553992459697645,0.07290474320019923,0.023694006053030264,-0.00031716028399485165,0.022843699018009873,0.025458818174338736,0.0186479030082977,0.03573575723660254,0.07986548109972051,0.04187573180144582,0.021329615417084256,-0.012973101115419284,-0.013082608122319487,0.030551821965855888,0.013817827898783755,-0.0019162978506309031
TGFA,0.08423064472843023,-0.02674152400838225,0.012623538148684513,0.05068533118339256,-0.0022133997997793287,0.027112295053054777,0.01047823933538452,0.036709429079792855,0.04860878204226722,-0.0013968871468935272,-0.005590836898128899,0.003005654658664156,0.05149768496418987,-0.02526485933278212,0.03260046232844291,0.013111789178666388,0.050537958738437444,-0.03568106658612001,0.06996067394839665,0.00713384953872369,0.014994923418618612
SLIT2,-0.028430404315501357,-0.011140191932877398,0.049470251362267265,-0.037587498183172134,-0.013191078897651183,0.015394859043000395,0.06318992026619917,0.007625807577064113,-0.0028863805366632594,0.07856013898966598,0.0471551102871192,0.02357393276649307,-0.020284775396496414,0.03614342239515006,-0.005257657106082811,0.01413981455910353,0.061826363090615316,0.02101693263246021,0.005294359949866073,0.01449277724231394,0.05844704138946827
PLTP,0.0569987465378531,0.01308773120498732,-0.033742217118598664,0.022276297232880028,0.06853123670428325,-0.02169066113838113,-0.018500572563998365,0.10908913696013796,-0.051437249415617385,0.033953699362263084,-0.12424048984668347,0.010241078207001356,0.007874915682295125,-0.01261232989682787,0.0859783059702834,0.02448964473998874,-0.020778544541600632,-0.018107352300673157,-0.0005159594365160893,-0.0024479526560906516,0.04456533398536322
APOD,-0.07562892732695743,0.07691165864231518,-0.043621845414014364,0.02333664948769126,0.08184100736759949,-0.019832935293900445,0.023239075086945286,-0.011805665960211915,-0.06581497178937248,-0.02721305829039353,-0.05210128359853258,0.0168008411316072,-0.018358005195565293,-0.004806416414037067,-0.0923383316569481,-0.050007837873189076,0.09002929357093932,0.021578733485964036,-0.11634789514503274,0.016691151717959936,-0.12041357721422084
B2M,0.08233512668272847,0.07431098782815056,0.056582651239491154,0.030960339552331656,0.049162387036177244,0.03720009902020965,0.03033303981098469,0.11999354246627368,-0.09775112680692077,0.05986324322752382,-0.11142970300633084,0.06224723086778605,0.09306808871153206,0.06762996328107454,-0.045067354915187,0.065422540270043,0.022065396093125828,-0.0588946946666043,-0.008651483764413919,0.05996187251069873,-0.12029952882059002
OMG,-0.0796574071926782,-0.08640040745562491,0.012675959918507682,-0.0008163430120641839,0.038649663096581154,-0.021859999665933452,-0.05166755431840545,-0.03840978111625223,-0.028643447964656534,0.017541024250413456,0.04609527993707094,-0.01766666353477631,0.027269317118708038,0.07017502245780569,-0.06952910733865471,-0.03806372702949475,0.06561898664733816,-0.04049285705659857,0.062023193617943374,0.0034385284742404483,-0.06867357030517424
CXCL3,-0.022246714047184618,0.01337011030941683,-0.021906747453426037,0.01508881046343429,-0.005876465675551965,-0.020815093731810168,0.06973381098878031,0.015384230518339332,-0.01723846630672773,-0.01599318619444964,0.0047252859202089,-0.0037110905111397948,-0.019331527887435584,,,0.13894230421804957,-0.06301248383040194,-0.04595490082485796,-0.015529543601129533,0.04702633830083656,
