,UKF243,UKF248,UKF251,UKF269,UKF334,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
TGM2,0.017111486662326234,0.02758950775933144,-0.013100546413667029,0.03976352876122627,-0.011390371835225219,-0.053777892401625935,0.009997508507890381,-0.0016112156107623613,-0.052636495264143345
VEGFC,-0.003182608701376554,0.06246189638986403,-0.006575880634471547,0.07385583909848072,-0.014541810205408479,-0.022322726671865144,-0.01973514768593297,-0.04170340900432113,0.020149432886413566
WNT6,-0.014407864943634096,-0.040889041445718956,0.0247784479750512,0.052209694255251175,0.004923981921786394,-0.051595642295014885,-0.00509272358780637,0.05257287139056429,-0.021015792552949854
NRG4,-0.024524669307672137,-0.023341034202131326,,0.08287515183763247,0.010419214035559505,,,-0.015054292762242372,-0.03160452861988444
PMCH,,0.025910580487829012,,,,,-0.028459391565522966,0.02304348092122514,-0.04047414733795815
COL9A1,0.023521268482436547,0.07966804997594489,-0.030970701396975463,0.07986729701010908,0.08028931640001097,0.12222500009918046,0.0746992372402112,0.028561822704349978,-0.0027014196965718515
GDF11,0.047509987135250085,-0.006094741682732802,-0.018549516996780747,0.11000480327668247,0.10172173246615146,0.09668101726455088,0.00914927933674677,0.04693724124903456,0.0031830738428618287
RAET1E,,,,,,,,-0.016514452196544512,
IL24,,,,,,,-0.019074485698879217,,0.03947439973815055
SORBS1,-0.04469391512216954,0.037573519880050615,0.014966288667549784,0.013709401460779294,0.027218685596168857,-0.04333958549941315,0.05310774009790842,-0.02994525963720792,-0.00460446418209397
DLL1,-0.008075630201738184,0.05211315466225451,0.029596945066013666,0.07951280787659275,0.03831366335048922,-0.04553827848529508,0.09350678740448852,0.03972454940924741,0.010410608464747473
TLN1,-0.008812499618987515,0.045198974307203585,0.013466392107221312,0.11462214485110081,0.053722386735459024,-0.034356927995203956,-0.08043467640961878,0.05519704619653405,-0.06775904838331136
COL2A1,-0.025102614031112486,0.01504894283673507,,-0.004261189914876034,-0.02246238462873553,,-0.04080991094915492,-0.0029544779365102292,0.006220185729902437
SHH,,,,-0.023847565565035776,-0.02143793583423082,0.04470373613284383,0.029622695835015856,0.008954430164576435,0.0008767373674680278
PON2,-0.0020138081401114777,0.08601810788999008,-0.08659015005894942,0.12138021290145432,0.04122985173724605,-0.014821056720531743,0.10664847128482792,0.03490493572542205,0.055073260274584715
ICAM5,0.02256091383058221,0.009718334195078348,0.04500605114464486,-0.026377306094081062,-0.041867130671844194,,7.202474726859061e-05,-0.03246277280725007,-0.04784405174330984
HPX,-0.025716109555252456,0.014860532012371227,,0.0008789739702137466,-0.003469820224065077,-0.08803570022589681,0.08430894789984737,0.004014894748210773,-0.029389513424198262
SFRP2,0.16899008621242276,0.1016219708882035,,-0.024210728074021037,-0.04205574384916508,-0.04068841176070477,0.01272608818292305,0.019398834800611275,0.034254905117937315
CFC1,,,,,,,,,0.045788595632185215
CD70,,-0.03259866457046287,,,,,-0.03131200330289902,-0.004755385581281418,0.05799792445990934
HP,0.024713308924329574,0.07321823214664407,,0.06679393574406293,0.04355350431194405,-0.03566245230000766,0.0020772853570323576,-0.02251957541976044,-0.01737670661805906
CXCL2,0.07305692729943211,0.020290624303621708,0.00240096127754754,0.01615792440158857,0.08154000933724806,-0.0576095064314606,-0.028119558457032297,0.026214715857789284,-0.01873584328840239
NPPB,,-0.032693857070306476,,,0.03599964375433662,,0.06527375177033912,0.0662044621262449,
CCK,0.04389613049781964,-0.011623434493467711,-0.049013272368916366,-0.1180967930208421,-0.03971582874460502,,0.07640048349367823,-0.019810484182334484,-0.025453735421319533
SEMA6A,-0.004108210949719985,-0.037265140553230214,0.027932262976151857,0.10671198963554708,0.041428612744794674,0.061316215541741693,0.037274569877736266,0.016571702014703777,0.031364197994474416
IRAK4,0.013352031748798966,0.02506359114544881,0.04586712759203051,0.11569945916767287,0.001266970248279081,-0.009367135868416147,0.014058447032430975,0.030327238034906976,0.04494342011820748
GSTP1,0.04321070881742691,0.020156269374688656,0.005472889567371555,0.1568620681576041,0.026551640734700368,-0.12011325144588318,0.09093290485588779,0.015551034610478017,0.01192515126086218
VCAM1,-0.0067823883982814385,0.04790524179179217,0.01791205676260577,0.1477143620335443,0.003385743735475914,-0.013190356977304193,-0.029276245850034233,0.042469779165606916,-0.015111275063146266
NXPH3,-0.004781880706368825,0.04192078347278683,-0.05070901684972259,0.13633549020265576,0.03125257336810898,-0.08880142398479367,0.07480171428279786,-0.016509587505097307,0.011342341971600507
MTMR4,0.010611961587954745,0.06918858552638574,0.06794487448697661,0.05847510189241204,0.0366631765940639,0.02048988058191639,0.002169054650446601,0.041578043442213344,0.0007490561000336077
LAMC2,-0.022395847771912933,0.016113009885655376,,,,,-0.025050151920611267,0.07642412686570471,0.03900126214012582
IL10,-0.0024937165699467404,-0.006048095915450263,-0.02258393134990902,-0.03980724398580587,0.029810015631467544,-0.07098040450989684,0.04740916282541637,0.1094118678458025,0.040158241967887955
SEMA4D,0.060174561061035775,0.02571983016388523,-0.03729280754607945,-0.05532052639165814,0.02507025746062508,0.05994094557217446,0.017574645776165798,0.011443410397537039,0.018752352809735234
TRH,-0.043704661025772217,-0.012921506999729396,,-0.028979358412907018,0.04263746036284407,0.0012805397866642444,0.020660521325072276,-0.017104435905571726,0.0472612894020804
SEMA6D,0.053388967388425516,0.023199477593360975,-0.002010613687861094,0.08750117032150369,0.031205522076604954,0.1523884337099211,0.058285608487328715,0.015745940695784534,0.02629808355664364
CEL,,,,,,0.04046030085445903,-0.004951265125530804,0.03161983525589544,0.03158999774376956
PDCD1LG2,0.04905849599187049,-0.037196246671612886,-0.04070485518500028,0.0657310772535725,-0.0082326047518573,-0.0028357948412923374,-0.0112337513073238,0.06709873690079857,0.08096289158861743
SPINT1,0.01718403939089787,0.0027230629951915976,0.0860916242625011,0.026081576124185928,0.02044728943235361,0.02979687239786361,0.04128951032884108,0.06821484337255054,-0.023315348027820267
CTHRC1,-0.04705276505649055,0.07242927498835777,-0.02365281896443611,0.11518695045482828,0.08169626760777554,0.04791963367252499,0.043603299993971785,0.01933229360494386,0.010984239183389052
PODXL,0.014995367626786008,0.12893334331849848,0.013386305049204609,0.1533077491980144,0.016024811188503935,-0.007856215331634515,-0.0030389310511886904,-0.023353521309630858,0.04213081399249772
JAM3,0.023559197365016285,0.04436313116686663,-0.002501524732940902,0.13117432841368043,0.0633173117076127,0.06311467106776218,-0.00906060799655556,-0.018985900452923997,0.0319893977525603
TGFB2,-0.025997314092608262,0.03947194205344192,-0.019053478494400516,0.1401586935333099,0.043476492682475186,-0.04149715126792891,0.04232823610320455,-0.010805706503816976,0.03952655038343278
COL18A1,0.022810293622235023,0.05824025999481963,0.1281004746677761,0.1754045305881918,0.02988443626159674,-0.06627570976314709,-0.04445099107645463,-0.03652310748543178,-0.00040900727386329003
NODAL,,0.023469569145361625,0.006512156021081218,0.07683771072984996,0.038552014017329904,-0.011105162105098909,-0.023561483074098253,0.032352861961612106,0.09223422192933688
INHBB,-0.09623584488594113,0.07824862686344869,-0.0032419194937034442,0.141343652554975,0.06752786127686572,-0.0852042315539069,-0.0035453902221130465,0.009280781238798627,0.047798517298992746
LCN1,,0.0006797145449846055,,-0.02662135801491543,,,-0.022250840624349393,-0.017296936562820997,-0.021346844295081085
ARF4,0.06166577342167801,0.028680007652762993,0.025884790343604386,0.10098183261758513,0.07954370058585339,-0.06722901345671539,0.10780869202487506,0.0158248965818141,0.10637106934517047
CXCL14,-0.03902919592277848,-0.0003327155706489783,0.02364323610573432,-0.04052543268366923,-0.03518780060469663,0.10616805048468983,-0.06247849797303952,0.025170993407522758,0.032005356203785806
LIF,-0.016450603421574696,0.043970978217064145,-0.019217785068625783,0.0666693870368987,-0.015484453861963057,-0.023373915598640875,-0.02077982557036916,0.008467890817832207,0.005850661398215539
IL17B,-0.005548484118666651,,,0.0794311039987054,,-0.053658221896026544,0.01058450609174781,-0.029216946082479538,-0.02413554219747858
MMP1,,0.08113348796179554,,,,-0.0700347843560757,-0.03667496705965831,0.014525447560606712,-0.013724593578492341
MATN1,-0.021091354124040843,0.07989522170030126,,-0.0004863629848156667,0.037460742147448836,,-0.03935556510786341,0.1976542100922576,-0.021994961962777837
ADAM28,-0.07703391626551132,-0.002431966531844512,0.06154236851342966,0.05159651110515484,0.05345275531346474,-0.04349930745760632,0.05822311860690481,0.053670866468162215,0.019425529951637807
TCN2,0.012253420024728965,0.04752103816727971,-0.03799515817067302,0.16310551292953965,0.015361762665535612,-0.015235555140286123,-0.019884635599966494,0.013244155643956375,0.04619302264293852
THPO,,-0.027049578732487204,,0.04863367826694385,-0.022462384413709627,-0.051595746412213726,,0.013766111832457205,-0.0007781403300536757
CUBN,0.029451071771515555,0.021095787242133603,0.037195274926261214,0.15382057628268178,0.03185215856335329,-0.04285342778055052,0.022122628735438955,0.03343105464746573,-0.03135261224619703
TIMP3,0.012717071659256762,0.0025287779230733715,-0.06967650004109682,0.08584210549119571,-0.0030380611753265813,-0.0773617507098686,0.0023747752022534887,-0.03245110764681877,0.04153779915584458
PIGF,0.0019034771260224518,-0.041330606297528646,-0.0637813933168223,0.14982174589827255,0.04039896614493157,-0.07463059364284663,0.05637012366229297,0.037166715682848746,0.00972168306652329
CRH,,0.0371792971701045,-0.019059156788070616,-0.040936648174360865,0.02325541508492761,,0.0007883484071193334,0.18388372103021955,0.04221817983095397
BDNF,-0.03820634725315403,0.04718391617380615,0.021961243739519066,-0.0840601046968546,-0.01185520830678295,0.04106631227595424,0.001235364094925398,0.02861960536342108,0.0009205463870916768
CCL5,-0.016063651911598788,0.17571496028509362,-0.020400186149641855,0.05608373181827003,-0.018516265510414687,0.11365767326648299,-0.005375783901152811,-0.01665547310284737,-0.014067334670770934
GAD1,0.01863947722460729,-0.0005056757555743354,-0.020320862031795568,-0.05777253833141874,-0.05455963221194765,-0.10388126748516419,0.0902002194380297,0.0019982113865051865,-0.004371566409234998
COL14A1,-0.008532378226169935,0.021048159864491465,0.030940030507499636,0.031140311022496883,0.06269601597652168,-0.10542415742861726,-0.008007758328673424,0.06267721130247524,-0.01282202045845085
HLA-A,0.017835942857335495,-0.008353487572295181,-0.0014453914814384979,0.18221178240522382,0.047488240648366584,0.11488466915751497,-0.0938207379350482,0.013196362988187606,0.031220528464094323
CD5L,,0.014591767138019714,0.02033309755943567,,,,,,
FGF18,,-0.027203593304776733,,,,,0.012500865522894837,-0.0171044372778472,0.07394831808910725
ADM,-0.0031125550419896127,-0.09840956031114236,-0.02870750487205557,0.09286591022264618,0.09891746283489401,-0.08459075913782439,-0.04188232578834142,0.07460037487262744,-0.0392676787018716
CCL15,,0.07613360695345019,,,,,,-0.014834677123203865,
GNAI2,-0.05357288010960169,0.08362250952727078,0.01989759637250288,0.15642571014551163,-0.013901173877722864,-0.11267460853422144,-0.04158436852543464,-0.02995291438221243,0.0038295540426545953
HDC,,,,0.08470603491711695,,,,0.010767859088091573,0.0005060548966324087
COL11A1,,0.044958875354596,-0.004840219995347873,-0.015343345346707908,0.0909006661194609,0.10129474062688255,0.02331205409459092,-0.015922745292829808,0.03283396770138908
NUCB2,-0.025408418892714026,-0.020803064933081365,-0.006768090629716687,0.07818878357957647,0.03680637633095542,-0.08053980454307537,-0.06224223221362738,-0.002894243487795473,0.03679161120566464
FGF16,,,,,,,,,-0.021673165871557667
CXCL1,-0.052418679278052785,0.025341942513499464,-0.020445917267867417,0.07311580252384942,0.06197861116289226,-0.03873296451702352,-0.024770673494194217,0.04707453477330785,0.010665237613019385
VCAN,-0.025707309072439143,0.025662230277082667,0.03608358831570144,0.13521128575157418,0.05920625896898408,0.02968757823637497,0.05702602140836562,-0.04674353513623882,0.051070821620810516
MMP7,0.045873619864599036,0.011862175412896143,,-0.01943139590271999,0.02787169981575112,0.07398939325771207,-0.0525730291964796,0.01735764877369956,0.031538308386501915
PTPN6,-0.04642707242481682,0.021308631676691437,0.013385122142524308,0.1253505421701132,0.054090069460840905,-0.021937590493520353,0.04384657835652909,0.03304873008347626,-0.016987929050380404
PTGS2,0.014023609213432413,0.023675850629744387,-0.018246908646905025,-0.09149931863592146,0.05422803775307607,-0.061367646384136096,-0.08196938780934003,0.04823157255030758,-0.008322728620163908
XCL1,,0.08617756112177596,,,,,,,-0.03914400252276256
CD58,0.003907682361079991,0.06216618125826406,-0.055403309608932645,0.13641482737356495,0.004842946675886296,-0.016683629572116596,0.036548037530875196,0.026922901969384325,0.012196868334557067
TNFSF14,-0.001064793501347807,0.0076287866203347795,0.038366712657202165,0.07910196631569172,,-0.05000496367071453,-0.037866879596734855,-0.0355806514937796,0.020172280905096072
CNTN4,0.030942816229834233,0.028330525878610676,-0.01669268611331295,-0.06899687352242792,0.002451135532552593,,0.0797662625226109,0.0729211225637093,-0.027129369697649824
INSL3,,0.050736167016489774,,,,,0.12567732097256684,0.14309678873234186,
BTLA,,,,,,,,-0.019640725002879122,
MFNG,0.013507366962025206,0.0789468368888766,0.04481665552919626,0.09645118237868829,0.0232340969501881,0.015065856445125187,0.0343737568722227,-0.02353913546229429,0.0490320735591386
ICAM1,-0.05499318122409611,0.029152594270815214,-0.013992201419388733,0.07235642417178255,0.05779579173450835,-0.08010035146018843,-0.0575226358410258,0.08338908045009595,0.0007013668393572305
PROS1,0.004402400766690361,0.05406056396074134,0.02307293946881536,0.1379769649803175,0.013927601297053855,-0.010455949899681329,0.03912275175146892,0.052974575855823346,0.007315562799104269
CLCF1,0.06400745088834447,0.015327455577507943,-0.04570952371864559,0.05566489708844331,0.04168634918591105,-0.09687257880629027,0.04048794645387039,0.07788855941285293,-0.027820129368910564
PSAP,-0.035081265755980987,0.02435032720301876,-0.011674611855093076,-0.11830877104071223,-0.04176993534107413,-0.05212008494981784,-0.08144639431680711,0.10627619784544476,-0.01903559721422736
EFEMP1,-0.054652658744773416,0.003201596786937595,0.026664150174919174,0.08803270624897341,0.09781330256104542,0.014865344144163005,0.062409939673746334,0.05840565905978478,0.0053663074465732504
C1QTNF1,-0.04027749593183787,0.013615120284585084,-0.022566323115470115,0.10929824443874091,0.07002236138797927,0.01817598892416929,-0.08233343672307389,-0.0009460515486501787,0.013216874512037282
ALB,-0.010642449092037078,0.0008201229797829998,0.02134003686722229,-0.03259372185967834,-0.005714520685012586,0.08065317737797097,-0.05039199875271288,-0.005004202297115446,-0.031140903386075783
